TABLE=023 | AREA=Phường Bình Lộc | SECTION=non-agricultural | SEGMENTS=1
P=0758 | X=0115.970-0371.470 | Y=0644.830-0656.070 | Khánh đến Đường Xuân Bình - Xuân Lập có hiện trạng là
P=0758 | X=0097.250-0251.750 | Y=0656.350-0667.790 | 28 đường nhựa, bê tông xi măng:
P=0758 | X=0412.940-0429.580 | Y=0658.470-0667.790 | 500
P=0758 | X=0449.690-0466.330 | Y=0658.470-0667.790 | 350
P=0758 | X=0505.390-0522.030 | Y=0658.470-0667.790 | 300
P=0758 | X=0115.970-0393.430 | Y=0673.870-0685.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0758 | X=0115.970-0342.290 | Y=0691.390-0702.630 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0759 | X=0115.970-0277.300 | Y=0078.740-0089.980 | Đường Xuân Bình - Đường Võ Duy
P=0759 | X=0303.960-0391.420 | Y=0084.500-0095.740 | Đường Võ Văn Tần
P=0759 | X=0097.250-0108.370 | Y=0086.380-0095.700 | 29
P=0759 | X=0404.780-0429.830 | Y=0086.380-0095.700 | 1.800
P=0759 | X=0441.530-0466.580 | Y=0086.380-0095.700 | 1.300
P=0759 | X=0497.230-0522.280 | Y=0086.380-0095.700 | 1.100
P=0759 | X=0209.830-0241.580 | Y=0090.260-0101.500 | Dương
P=0759 | X=0115.970-0158.540 | Y=0092.140-0101.460 | Xuân Lập
P=0759 | X=0115.970-0390.210 | Y=0108.260-0119.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0759 | X=0115.970-0383.990 | Y=0119.810-0131.050 | Bình - Xuân Lập đoạn từ Đường Võ Duy Dương đến Đường
P=0759 | X=0115.970-0378.280 | Y=0131.330-0142.570 | Võ Văn Tần có hiện trạng là đường nhựa, bê tông xi măng:
P=0759 | X=0097.250-0108.370 | Y=0139.210-0148.530 | 30
P=0759 | X=0404.780-0429.830 | Y=0139.210-0148.530 | 1.000
P=0759 | X=0449.690-0466.330 | Y=0139.210-0148.530 | 700
P=0759 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 600
P=0759 | X=0115.970-0338.880 | Y=0148.850-0160.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0759 | X=0115.970-0393.160 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0759 | X=0115.970-0390.210 | Y=0184.370-0195.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0759 | X=0115.970-0383.990 | Y=0195.650-0206.890 | Bình - Xuân Lập đoạn từ Đường Võ Duy Dương đến Đường
P=0759 | X=0115.970-0378.280 | Y=0207.190-0218.430 | Võ Văn Tần có hiện trạng là đường nhựa, bê tông xi măng:
P=0759 | X=0097.250-0339.140 | Y=0224.710-0239.030 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0759 | X=0412.940-0429.580 | Y=0229.710-0239.030 | 730
P=0759 | X=0449.690-0466.330 | Y=0229.710-0239.030 | 510
P=0759 | X=0505.390-0522.030 | Y=0229.710-0239.030 | 440
P=0759 | X=0115.970-0369.280 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0759 | X=0115.970-0202.540 | Y=0253.750-0264.990 | >400m đến ≤600m.
P=0759 | X=0115.970-0339.140 | Y=0271.270-0282.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0759 | X=0115.970-0390.210 | Y=0289.300-0300.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0759 | X=0115.970-0383.990 | Y=0300.820-0312.060 | Bình - Xuân Lập đoạn từ Đường Võ Duy Dương đến Đường
P=0759 | X=0115.970-0378.280 | Y=0312.340-0323.580 | Võ Văn Tần có hiện trạng là đường nhựa, bê tông xi măng:
P=0759 | X=0097.250-0108.370 | Y=0320.220-0329.540 | 32
P=0759 | X=0412.940-0429.580 | Y=0320.220-0329.540 | 470
P=0759 | X=0449.690-0466.330 | Y=0320.220-0329.540 | 330
P=0759 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 280
P=0759 | X=0115.970-0393.400 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0759 | X=0115.970-0339.610 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0759 | X=0115.970-0389.480 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0759 | X=0115.970-0367.550 | Y=0376.920-0388.160 | ra Đường Xuân Bình - Xuân Lập đoạn từ Đường Võ Duy
P=0759 | X=0115.970-0389.830 | Y=0388.200-0399.440 | Dương đến Đường Võ Văn Tần có hiện trạng là đường nhựa,
P=0759 | X=0097.250-0190.050 | Y=0399.720-0411.160 | 33 bê tông xi măng:
P=0759 | X=0412.940-0429.580 | Y=0401.840-0411.160 | 900
P=0759 | X=0449.690-0466.330 | Y=0401.840-0411.160 | 630
P=0759 | X=0505.390-0522.030 | Y=0401.840-0411.160 | 540
P=0759 | X=0115.970-0338.880 | Y=0417.240-0428.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0759 | X=0115.970-0393.160 | Y=0434.760-0446.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0759 | X=0115.970-0389.510 | Y=0452.780-0464.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0759 | X=0115.970-0367.550 | Y=0464.300-0475.540 | ra Đường Xuân Bình - Xuân Lập đoạn từ Đường Võ Duy
P=0759 | X=0115.970-0389.830 | Y=0475.820-0487.060 | Dương đến Đường Võ Văn Tần có hiện trạng là đường nhựa,
P=0759 | X=0115.970-0190.050 | Y=0487.340-0498.580 | bê tông xi măng:
P=0759 | X=0097.250-0339.140 | Y=0503.860-0516.100 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0759 | X=0412.940-0429.580 | Y=0503.860-0513.180 | 660
P=0759 | X=0449.690-0466.330 | Y=0503.860-0513.180 | 460
P=0759 | X=0505.390-0522.030 | Y=0503.860-0513.180 | 400
P=0759 | X=0115.970-0369.280 | Y=0522.380-0533.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0759 | X=0115.970-0202.540 | Y=0533.930-0545.170 | >400m đến ≤600m.
P=0759 | X=0115.970-0339.140 | Y=0551.450-0562.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0759 | X=0115.970-0389.480 | Y=0569.450-0580.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0759 | X=0115.970-0367.550 | Y=0580.970-0592.210 | ra Đường Xuân Bình - Xuân Lập đoạn từ Đường Võ Duy
P=0759 | X=0115.970-0389.830 | Y=0592.250-0603.490 | Dương đến Đường Võ Văn Tần có hiện trạng là đường nhựa,
P=0759 | X=0097.250-0190.050 | Y=0603.770-0615.210 | 35 bê tông xi măng:
P=0759 | X=0412.940-0429.580 | Y=0605.890-0615.210 | 420
P=0759 | X=0449.690-0466.330 | Y=0605.890-0615.210 | 290
P=0759 | X=0505.390-0522.030 | Y=0605.890-0615.210 | 250
P=0759 | X=0115.970-0393.400 | Y=0621.310-0632.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0759 | X=0115.970-0342.290 | Y=0638.830-0650.070 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0759 | X=0115.970-0203.350 | Y=0656.830-0668.070 | Đường Xuân Bình -
P=0759 | X=0303.960-0386.380 | Y=0656.830-0668.070 | Giáp ranh phường
P=0759 | X=0209.830-0297.320 | Y=0662.590-0673.830 | Đường Võ Văn Tần
P=0759 | X=0097.250-0108.370 | Y=0664.470-0673.790 | 36
P=0759 | X=0404.780-0429.830 | Y=0664.470-0673.790 | 1.500
P=0759 | X=0441.530-0466.580 | Y=0664.470-0673.790 | 1.100
P=0759 | X=0505.390-0522.030 | Y=0664.470-0673.790 | 900
P=0759 | X=0115.970-0158.540 | Y=0670.230-0679.550 | Xuân Lập
P=0759 | X=0303.960-0346.530 | Y=0670.230-0679.550 | Xuân Lập
P=0759 | X=0115.970-0390.210 | Y=0686.350-0697.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0759 | X=0097.250-0108.370 | Y=0693.990-0703.310 | 37
P=0759 | X=0404.780-0429.830 | Y=0693.990-0703.310 | 1.000
P=0759 | X=0449.690-0466.330 | Y=0693.990-0703.310 | 700
P=0759 | X=0505.390-0522.030 | Y=0693.990-0703.310 | 600
P=0759 | X=0115.970-0381.560 | Y=0697.870-0709.110 | Bình - Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh
P=0760 | X=0115.970-0376.280 | Y=0072.740-0083.980 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0760 | X=0115.970-0143.970 | Y=0084.260-0095.500 | măng:
P=0760 | X=0115.970-0338.880 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0760 | X=0115.970-0393.160 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0760 | X=0115.970-0390.210 | Y=0137.330-0148.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0760 | X=0115.970-0381.590 | Y=0148.850-0160.090 | Bình - Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh
P=0760 | X=0115.970-0376.280 | Y=0160.370-0171.610 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0760 | X=0115.970-0143.970 | Y=0171.650-0182.890 | măng:
P=0760 | X=0097.250-0339.140 | Y=0188.410-0200.410 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0760 | X=0412.940-0429.580 | Y=0188.410-0197.730 | 670
P=0760 | X=0449.690-0466.330 | Y=0188.410-0197.730 | 470
P=0760 | X=0505.390-0522.030 | Y=0188.410-0197.730 | 400
P=0760 | X=0115.970-0369.280 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0760 | X=0115.970-0202.540 | Y=0218.230-0229.470 | >400m đến ≤600m.
P=0760 | X=0115.970-0339.140 | Y=0235.750-0246.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0760 | X=0115.970-0390.210 | Y=0253.750-0264.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0760 | X=0115.970-0381.560 | Y=0265.270-0276.510 | Bình - Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh
P=0760 | X=0115.970-0376.280 | Y=0276.790-0288.030 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0760 | X=0097.250-0143.970 | Y=0288.340-0299.780 | 39 măng:
P=0760 | X=0412.940-0429.580 | Y=0290.460-0299.780 | 470
P=0760 | X=0449.690-0466.330 | Y=0290.460-0299.780 | 330
P=0760 | X=0505.390-0522.030 | Y=0290.460-0299.780 | 280
P=0760 | X=0115.970-0393.400 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0760 | X=0115.970-0339.610 | Y=0323.380-0334.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0760 | X=0115.970-0389.480 | Y=0341.380-0352.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0760 | X=0115.970-0387.820 | Y=0352.900-0364.140 | ra Đường Xuân Bình - Xuân Lập đoạn từ Đường Võ Văn Tần
P=0760 | X=0115.970-0396.070 | Y=0364.180-0375.420 | đến Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa,
P=0760 | X=0097.250-0190.050 | Y=0375.720-0387.160 | 40 bê tông xi măng:
P=0760 | X=0412.940-0429.580 | Y=0377.840-0387.160 | 900
P=0760 | X=0449.690-0466.330 | Y=0377.840-0387.160 | 630
P=0760 | X=0505.390-0522.030 | Y=0377.840-0387.160 | 540
P=0760 | X=0115.970-0338.890 | Y=0393.240-0404.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0760 | X=0115.970-0393.170 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0760 | X=0115.970-0389.480 | Y=0428.760-0440.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0760 | X=0115.970-0387.820 | Y=0440.280-0451.520 | ra Đường Xuân Bình - Xuân Lập đoạn từ Đường Võ Văn Tần
P=0760 | X=0115.970-0396.070 | Y=0451.820-0463.060 | đến Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa,
P=0760 | X=0115.970-0190.050 | Y=0463.340-0474.580 | bê tông xi măng:
P=0760 | X=0097.250-0339.140 | Y=0479.860-0492.100 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0760 | X=0412.940-0429.580 | Y=0479.860-0489.180 | 600
P=0760 | X=0449.690-0466.330 | Y=0479.860-0489.180 | 420
P=0760 | X=0505.390-0522.030 | Y=0479.860-0489.180 | 360
P=0760 | X=0115.970-0369.280 | Y=0498.380-0509.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0760 | X=0115.970-0202.540 | Y=0509.900-0521.140 | >400m đến ≤600m.
P=0760 | X=0115.970-0339.140 | Y=0527.420-0538.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0760 | X=0115.970-0389.480 | Y=0545.450-0556.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0760 | X=0115.970-0387.820 | Y=0556.970-0568.210 | ra Đường Xuân Bình - Xuân Lập đoạn từ Đường Võ Văn Tần
P=0760 | X=0115.970-0396.070 | Y=0568.250-0579.490 | đến Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa,
P=0760 | X=0097.250-0190.050 | Y=0579.770-0591.210 | 42 bê tông xi măng:
P=0760 | X=0412.940-0429.580 | Y=0581.890-0591.210 | 420
P=0760 | X=0449.690-0466.330 | Y=0581.890-0591.210 | 290
P=0760 | X=0505.390-0522.030 | Y=0581.890-0591.210 | 250
P=0760 | X=0115.970-0393.400 | Y=0597.290-0608.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0760 | X=0115.970-0342.290 | Y=0614.810-0626.050 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0760 | X=0115.970-0183.400 | Y=0632.830-0644.070 | Đường Võ Duy
P=0760 | X=0209.830-0293.940 | Y=0632.830-0644.070 | Đường Hồng Thập
P=0760 | X=0303.960-0385.880 | Y=0638.590-0649.830 | Đường 21 tháng 4
P=0760 | X=0097.250-0108.370 | Y=0640.470-0649.790 | 43
P=0760 | X=0404.780-0429.830 | Y=0640.470-0649.790 | 4.000
P=0760 | X=0441.530-0466.580 | Y=0640.470-0649.790 | 2.800
P=0760 | X=0497.230-0522.280 | Y=0640.470-0649.790 | 2.400
P=0760 | X=0115.970-0147.720 | Y=0644.350-0655.590 | Dương
P=0760 | X=0209.830-0222.810 | Y=0646.230-0655.550 | Tự
P=0760 | X=0115.970-0379.430 | Y=0662.350-0673.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0760 | X=0115.970-0375.570 | Y=0673.870-0685.110 | Duy Dương đoạn từ Đường Hồng Thập Tự đến Đường 21
P=0760 | X=0097.250-0359.050 | Y=0684.390-0696.630 | 44 tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0760 | X=0404.780-0429.830 | Y=0684.390-0693.710 | 2.200
P=0760 | X=0441.530-0466.580 | Y=0684.390-0693.710 | 1.500
P=0760 | X=0497.230-0522.280 | Y=0684.390-0693.710 | 1.300
P=0760 | X=0115.970-0338.880 | Y=0702.930-0714.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0761 | X=0115.970-0393.160 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0761 | X=0115.970-0379.410 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0761 | X=0115.970-0375.570 | Y=0108.260-0119.500 | Duy Dương đoạn từ Đường Hồng Thập Tự đến Đường 21
P=0761 | X=0115.970-0359.070 | Y=0119.810-0131.050 | tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0761 | X=0097.250-0339.140 | Y=0137.330-0151.410 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0761 | X=0404.780-0429.830 | Y=0142.090-0151.410 | 1.700
P=0761 | X=0441.530-0466.580 | Y=0142.090-0151.410 | 1.200
P=0761 | X=0497.230-0522.280 | Y=0142.090-0151.410 | 1.000
P=0761 | X=0115.970-0369.280 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0761 | X=0115.970-0202.540 | Y=0166.370-0177.610 | >400m đến ≤600m.
P=0761 | X=0115.970-0339.140 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0761 | X=0115.970-0379.410 | Y=0201.670-0212.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0761 | X=0115.970-0375.570 | Y=0213.190-0224.430 | Duy Dương đoạn từ Đường Hồng Thập Tự đến Đường 21
P=0761 | X=0115.970-0359.050 | Y=0224.710-0235.950 | tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0761 | X=0097.250-0108.370 | Y=0232.590-0241.910 | 46
P=0761 | X=0404.780-0429.830 | Y=0232.590-0241.910 | 1.000
P=0761 | X=0449.690-0466.330 | Y=0232.590-0241.910 | 700
P=0761 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 600
P=0761 | X=0115.970-0393.400 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0761 | X=0115.970-0339.610 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0761 | X=0115.970-0389.480 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0761 | X=0115.970-0388.300 | Y=0289.300-0300.540 | ra Đường Võ Duy Dương đoạn từ Đường Hồng Thập Tự đến
P=0761 | X=0115.970-0376.760 | Y=0300.820-0312.060 | Đường 21 tháng 4 có hiện trạng là đường nhựa, bê tông xi
P=0761 | X=0097.250-0143.970 | Y=0312.340-0323.780 | 47 măng:
P=0761 | X=0404.780-0429.830 | Y=0314.460-0323.780 | 2.000
P=0761 | X=0441.530-0466.580 | Y=0314.460-0323.780 | 1.400
P=0761 | X=0497.230-0522.280 | Y=0314.460-0323.780 | 1.200
P=0761 | X=0115.970-0338.880 | Y=0329.860-0341.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0761 | X=0115.970-0393.180 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0761 | X=0115.970-0389.480 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0761 | X=0115.970-0388.300 | Y=0376.920-0388.160 | ra Đường Võ Duy Dương đoạn từ Đường Hồng Thập Tự đến
P=0761 | X=0115.970-0376.760 | Y=0388.200-0399.440 | Đường 21 tháng 4 có hiện trạng là đường nhựa, bê tông xi
P=0761 | X=0115.970-0143.970 | Y=0399.720-0410.960 | măng:
P=0761 | X=0097.250-0339.140 | Y=0416.480-0428.480 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0761 | X=0404.780-0429.830 | Y=0416.480-0425.800 | 1.500
P=0761 | X=0441.530-0466.580 | Y=0416.480-0425.800 | 1.100
P=0761 | X=0505.390-0522.030 | Y=0416.480-0425.800 | 900
P=0761 | X=0115.970-0369.280 | Y=0434.760-0446.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0761 | X=0115.970-0202.540 | Y=0446.280-0457.520 | >400m đến ≤600m.
P=0761 | X=0115.970-0339.140 | Y=0463.820-0475.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0761 | X=0115.970-0389.480 | Y=0481.820-0493.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0761 | X=0115.970-0388.300 | Y=0493.340-0504.580 | ra Đường Võ Duy Dương đoạn từ Đường Hồng Thập Tự đến
P=0761 | X=0115.970-0376.760 | Y=0504.860-0516.100 | Đường 21 tháng 4 có hiện trạng là đường nhựa, bê tông xi
P=0761 | X=0097.250-0143.970 | Y=0516.380-0527.820 | 49 măng:
P=0761 | X=0412.940-0429.580 | Y=0518.500-0527.820 | 900
P=0761 | X=0449.690-0466.330 | Y=0518.500-0527.820 | 630
P=0761 | X=0505.390-0522.030 | Y=0518.500-0527.820 | 540
P=0761 | X=0115.970-0393.400 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0761 | X=0115.970-0342.290 | Y=0551.450-0562.690 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0761 | X=0303.960-0395.220 | Y=0571.330-0580.650 | Giáp ranh KCN Bình
P=0761 | X=0097.250-0171.170 | Y=0575.210-0586.450 | 50 Đường Lê A
P=0761 | X=0209.830-0291.780 | Y=0575.210-0586.450 | Đường 21 tháng 4
P=0761 | X=0404.780-0429.830 | Y=0577.090-0586.410 | 5.800
P=0761 | X=0441.530-0466.580 | Y=0577.090-0586.410 | 4.100
P=0761 | X=0497.230-0522.280 | Y=0577.090-0586.410 | 3.500
P=0761 | X=0303.960-0320.040 | Y=0582.850-0592.170 | Lộc
P=0761 | X=0115.970-0387.720 | Y=0598.970-0610.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A
P=0761 | X=0115.970-0380.850 | Y=0610.250-0621.490 | đoạn từ Đường 21 tháng 4 đến Giáp ranh KCN Bình Lộc có
P=0761 | X=0115.970-0309.580 | Y=0621.790-0633.030 | hiện trạng là đường nhựa, bê tông xi măng:
P=0761 | X=0097.250-0108.370 | Y=0629.670-0638.990 | 51
P=0761 | X=0404.780-0429.820 | Y=0629.670-0638.990 | 1.700
P=0761 | X=0441.530-0466.580 | Y=0629.670-0638.990 | 1.200
P=0761 | X=0497.230-0522.280 | Y=0629.670-0638.990 | 1.000
