TABLE=019 | AREA=Phường Long Khánh | SECTION=non-agricultural | SEGMENTS=1
P=0614 | X=0106.850-0407.510 | Y=0678.670-0689.910 | Đường Hoàng Diệu đoạn từ Đường Hồ Thị Hương đến Đường Ngô
P=0614 | X=0092.900-0346.110 | Y=0689.190-0701.430 | 28 Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0614 | X=0424.970-0450.020 | Y=0689.190-0698.510 | 1.200
P=0614 | X=0469.370-0486.010 | Y=0689.190-0698.510 | 840
P=0614 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 720
P=0614 | X=0106.850-0384.260 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0615 | X=0106.850-0333.140 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0615 | X=0235.540-0293.950 | Y=0096.260-0107.500 | Đường Hùng
P=0615 | X=0322.200-0386.140 | Y=0096.260-0107.500 | Đường Hồ Thị
P=0615 | X=0092.900-0182.520 | Y=0102.020-0113.260 | 29 Đường Trần Phú
P=0615 | X=0424.970-0450.020 | Y=0103.900-0113.220 | 9.500
P=0615 | X=0461.210-0486.260 | Y=0103.900-0113.220 | 6.700
P=0615 | X=0497.230-0522.280 | Y=0103.900-0113.220 | 5.700
P=0615 | X=0235.540-0266.820 | Y=0107.780-0119.020 | Vương
P=0615 | X=0322.200-0353.950 | Y=0107.780-0119.020 | Hương
P=0615 | X=0106.850-0399.340 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0615 | X=0106.850-0392.150 | Y=0137.090-0148.330 | đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có hiện
P=0615 | X=0106.850-0278.630 | Y=0148.610-0159.850 | trạng là đường nhựa, bê tông xi măng:
P=0615 | X=0092.900-0104.020 | Y=0156.490-0165.810 | 30
P=0615 | X=0424.970-0450.020 | Y=0156.490-0165.810 | 4.000
P=0615 | X=0461.210-0486.260 | Y=0156.490-0165.810 | 2.800
P=0615 | X=0497.230-0522.280 | Y=0156.490-0165.810 | 2.400
P=0615 | X=0106.850-0329.760 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0615 | X=0106.850-0384.020 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0615 | X=0106.850-0399.340 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0615 | X=0106.850-0392.150 | Y=0212.710-0223.950 | đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có hiện
P=0615 | X=0106.850-0278.630 | Y=0224.230-0235.470 | trạng là đường nhựa, bê tông xi măng:
P=0615 | X=0092.900-0330.020 | Y=0241.750-0256.070 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0615 | X=0424.970-0450.020 | Y=0246.750-0256.070 | 3.300
P=0615 | X=0461.210-0486.260 | Y=0246.750-0256.070 | 2.300
P=0615 | X=0497.230-0522.280 | Y=0246.750-0256.070 | 2.000
P=0615 | X=0106.850-0413.270 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0615 | X=0106.850-0140.370 | Y=0270.790-0282.030 | ≤600m.
P=0615 | X=0106.850-0330.020 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0615 | X=0106.850-0399.340 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0615 | X=0106.850-0392.150 | Y=0317.620-0328.860 | đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có hiện
P=0615 | X=0106.850-0278.630 | Y=0329.140-0340.380 | trạng là đường nhựa, bê tông xi măng:
P=0615 | X=0092.900-0104.020 | Y=0337.020-0346.340 | 32
P=0615 | X=0424.970-0450.020 | Y=0337.020-0346.340 | 2.300
P=0615 | X=0461.210-0486.260 | Y=0337.020-0346.340 | 1.600
P=0615 | X=0497.230-0522.280 | Y=0337.020-0346.340 | 1.400
P=0615 | X=0106.850-0384.260 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0615 | X=0106.850-0330.490 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0615 | X=0106.850-0392.110 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0615 | X=0106.850-0400.780 | Y=0393.240-0404.480 | Đường Trần Phú đoạn từ Đường Hùng Vương đến Đường Hồ Thị
P=0615 | X=0106.850-0348.270 | Y=0404.760-0416.000 | Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0615 | X=0092.900-0104.020 | Y=0412.640-0421.960 | 33
P=0615 | X=0424.970-0450.020 | Y=0412.640-0421.960 | 3.600
P=0615 | X=0461.210-0486.260 | Y=0412.640-0421.960 | 2.500
P=0615 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 2.200
P=0615 | X=0106.850-0329.760 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0615 | X=0106.850-0384.020 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0615 | X=0106.850-0392.110 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0615 | X=0106.850-0400.780 | Y=0469.100-0480.340 | Đường Trần Phú đoạn từ Đường Hùng Vương đến Đường Hồ Thị
P=0615 | X=0106.850-0348.250 | Y=0480.620-0491.860 | Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0615 | X=0092.900-0330.020 | Y=0498.140-0512.220 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0615 | X=0424.970-0450.020 | Y=0502.900-0512.220 | 3.000
P=0615 | X=0461.210-0486.260 | Y=0502.900-0512.220 | 2.100
P=0615 | X=0497.230-0522.280 | Y=0502.900-0512.220 | 1.800
P=0615 | X=0106.850-0413.270 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0615 | X=0106.850-0140.370 | Y=0527.180-0538.420 | ≤600m.
P=0615 | X=0106.850-0330.020 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0615 | X=0106.850-0392.110 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0615 | X=0106.850-0400.780 | Y=0573.770-0585.010 | Đường Trần Phú đoạn từ Đường Hùng Vương đến Đường Hồ Thị
P=0615 | X=0106.850-0348.250 | Y=0585.290-0596.530 | Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0615 | X=0092.900-0104.020 | Y=0593.170-0602.490 | 35
P=0615 | X=0424.970-0450.020 | Y=0593.170-0602.490 | 2.100
P=0615 | X=0461.210-0486.260 | Y=0593.170-0602.490 | 1.500
P=0615 | X=0497.230-0522.280 | Y=0593.170-0602.490 | 1.300
P=0615 | X=0106.850-0384.260 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0615 | X=0106.850-0333.170 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0615 | X=0092.900-0365.620 | Y=0638.110-0649.350 | 36 Đường Trần Phú đoạn từ đường Hồ Thị Hương vào 200m
P=0615 | X=0424.970-0450.020 | Y=0639.990-0649.310 | 6.300
P=0615 | X=0461.210-0486.260 | Y=0639.990-0649.310 | 4.400
P=0615 | X=0497.230-0522.280 | Y=0639.990-0649.310 | 3.800
P=0615 | X=0106.850-0399.340 | Y=0655.870-0667.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0615 | X=0106.850-0391.420 | Y=0667.390-0678.630 | đoạn từ đường Hồ Thị Hương vào 200m có hiện trạng là đường
P=0615 | X=0092.900-0209.960 | Y=0677.910-0690.150 | 37 nhựa, bê tông xi măng:
P=0615 | X=0424.970-0450.020 | Y=0677.910-0687.230 | 2.200
P=0615 | X=0461.210-0486.260 | Y=0677.910-0687.230 | 1.500
P=0615 | X=0497.230-0522.280 | Y=0677.910-0687.230 | 1.300
P=0615 | X=0106.850-0329.760 | Y=0696.430-0707.670 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0616 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0616 | X=0106.850-0399.340 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0616 | X=0106.850-0391.420 | Y=0107.780-0119.020 | đoạn từ đường Hồ Thị Hương vào 200m có hiện trạng là đường
P=0616 | X=0106.850-0209.990 | Y=0119.330-0130.570 | nhựa, bê tông xi măng:
P=0616 | X=0092.900-0330.020 | Y=0136.850-0150.930 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0616 | X=0424.970-0450.020 | Y=0141.610-0150.930 | 1.800
P=0616 | X=0461.210-0486.260 | Y=0141.610-0150.930 | 1.300
P=0616 | X=0497.230-0522.280 | Y=0141.610-0150.930 | 1.100
P=0616 | X=0106.850-0413.270 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0616 | X=0106.850-0140.370 | Y=0165.650-0176.890 | ≤600m.
P=0616 | X=0106.850-0330.020 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0616 | X=0106.850-0399.340 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0616 | X=0106.850-0391.420 | Y=0212.470-0223.710 | đoạn từ đường Hồ Thị Hương vào 200m có hiện trạng là đường
P=0616 | X=0106.850-0209.960 | Y=0223.990-0235.230 | nhựa, bê tông xi măng:
P=0616 | X=0092.900-0104.020 | Y=0231.870-0241.190 | 39
P=0616 | X=0424.970-0450.020 | Y=0231.870-0241.190 | 1.300
P=0616 | X=0469.370-0486.010 | Y=0231.870-0241.190 | 910
P=0616 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 780
P=0616 | X=0106.850-0384.260 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0616 | X=0106.850-0330.490 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0616 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0616 | X=0106.850-0400.790 | Y=0288.340-0299.580 | Đường Trần Phú đoạn từ đường Hồ Thị Hương vào 200m có hiện
P=0616 | X=0106.850-0278.630 | Y=0299.860-0311.100 | trạng là đường nhựa, bê tông xi măng:
P=0616 | X=0092.900-0104.020 | Y=0307.740-0317.060 | 40
P=0616 | X=0424.970-0450.020 | Y=0307.740-0317.060 | 2.000
P=0616 | X=0461.210-0486.260 | Y=0307.740-0317.060 | 1.400
P=0616 | X=0497.230-0522.280 | Y=0307.740-0317.060 | 1.200
P=0616 | X=0106.850-0329.760 | Y=0317.380-0328.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0616 | X=0106.850-0384.020 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0616 | X=0106.850-0392.110 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0616 | X=0106.850-0400.790 | Y=0363.940-0375.180 | Đường Trần Phú đoạn từ đường Hồ Thị Hương vào 200m có hiện
P=0616 | X=0106.850-0278.630 | Y=0375.480-0386.720 | trạng là đường nhựa, bê tông xi măng:
P=0616 | X=0092.900-0330.020 | Y=0393.000-0407.320 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0616 | X=0424.970-0450.020 | Y=0398.000-0407.320 | 1.600
P=0616 | X=0461.210-0486.260 | Y=0398.000-0407.320 | 1.100
P=0616 | X=0505.390-0522.030 | Y=0398.000-0407.320 | 960
P=0616 | X=0106.850-0413.270 | Y=0410.520-0421.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0616 | X=0106.850-0140.370 | Y=0422.040-0433.280 | ≤600m.
P=0616 | X=0106.850-0330.020 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0616 | X=0106.850-0392.110 | Y=0457.340-0468.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0616 | X=0106.850-0400.790 | Y=0468.860-0480.100 | Đường Trần Phú đoạn từ đường Hồ Thị Hương vào 200m có hiện
P=0616 | X=0106.850-0278.630 | Y=0480.380-0491.620 | trạng là đường nhựa, bê tông xi măng:
P=0616 | X=0092.900-0104.020 | Y=0488.260-0497.580 | 42
P=0616 | X=0424.970-0450.020 | Y=0488.260-0497.580 | 1.200
P=0616 | X=0469.370-0486.010 | Y=0488.260-0497.580 | 840
P=0616 | X=0505.390-0522.030 | Y=0488.260-0497.580 | 720
P=0616 | X=0106.850-0384.260 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0616 | X=0106.850-0333.140 | Y=0515.420-0526.660 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0616 | X=0235.540-0299.480 | Y=0533.210-0544.450 | Đường Hồ Thị
P=0616 | X=0092.900-0182.520 | Y=0538.970-0550.210 | 43 Đường Trần Phú
P=0616 | X=0322.200-0407.510 | Y=0538.970-0550.210 | Đường Ngô Quyền
P=0616 | X=0424.970-0450.020 | Y=0540.850-0550.170 | 3.600
P=0616 | X=0461.210-0486.260 | Y=0540.850-0550.170 | 2.500
P=0616 | X=0497.230-0522.280 | Y=0540.850-0550.170 | 2.200
P=0616 | X=0235.540-0313.770 | Y=0544.490-0555.730 | Hương vào 200m
P=0616 | X=0106.850-0399.340 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0616 | X=0106.850-0409.900 | Y=0573.770-0585.010 | đoạn từ Đường Hồ Thị Hương vào 200m đến Đường Ngô Quyền có
P=0616 | X=0106.850-0300.460 | Y=0585.290-0596.530 | hiện trạng là đường nhựa, bê tông xi măng:
P=0616 | X=0092.900-0104.020 | Y=0593.170-0602.490 | 44
P=0616 | X=0424.970-0450.020 | Y=0593.170-0602.490 | 1.800
P=0616 | X=0461.210-0486.260 | Y=0593.170-0602.490 | 1.300
P=0616 | X=0497.230-0522.280 | Y=0593.170-0602.490 | 1.100
P=0616 | X=0106.850-0329.760 | Y=0602.810-0614.050 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0616 | X=0106.850-0384.020 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0616 | X=0106.850-0399.340 | Y=0638.110-0649.350 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0616 | X=0106.850-0412.060 | Y=0649.630-0660.870 | đoạn từ Đường Hồ Thị Hương vào 200m Đường Ngô Quyền có hiện
P=0616 | X=0106.850-0278.630 | Y=0661.150-0672.390 | trạng là đường nhựa, bê tông xi măng:
P=0616 | X=0092.900-0104.020 | Y=0674.790-0684.110 | 45
P=0616 | X=0424.970-0450.020 | Y=0674.790-0684.110 | 1.500
P=0616 | X=0461.210-0486.260 | Y=0674.790-0684.110 | 1.100
P=0616 | X=0505.390-0522.030 | Y=0674.790-0684.110 | 900
P=0616 | X=0106.850-0330.020 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0616 | X=0106.850-0413.270 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0616 | X=0106.850-0140.370 | Y=0707.730-0718.970 | ≤600m.
P=0617 | X=0106.850-0330.020 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0617 | X=0106.850-0399.340 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0617 | X=0106.850-0409.900 | Y=0107.780-0119.020 | đoạn từ Đường Hồ Thị Hương vào 200m đến Đường Ngô Quyền có
P=0617 | X=0106.850-0300.460 | Y=0119.330-0130.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0617 | X=0092.900-0104.020 | Y=0127.210-0136.530 | 46
P=0617 | X=0424.970-0450.020 | Y=0127.210-0136.530 | 1.300
P=0617 | X=0469.370-0486.010 | Y=0127.210-0136.530 | 910
P=0617 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 780
P=0617 | X=0106.850-0384.290 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0617 | X=0106.850-0330.490 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0617 | X=0106.850-0392.110 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0617 | X=0106.850-0387.100 | Y=0183.410-0194.650 | Đường Trần Phú đoạn từ Đường Hồ Thị Hương vào 200m đến
P=0617 | X=0106.850-0401.340 | Y=0194.930-0206.170 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0617 | X=0092.900-0104.020 | Y=0202.830-0212.150 | 47
P=0617 | X=0424.970-0450.020 | Y=0202.830-0212.150 | 1.600
P=0617 | X=0461.210-0486.260 | Y=0202.830-0212.150 | 1.100
P=0617 | X=0505.390-0522.030 | Y=0202.830-0212.150 | 960
P=0617 | X=0106.850-0329.760 | Y=0212.470-0223.710 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0617 | X=0106.850-0384.020 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0617 | X=0106.850-0392.110 | Y=0247.750-0258.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0617 | X=0106.850-0387.100 | Y=0259.270-0270.510 | Đường Trần Phú đoạn từ Đường Hồ Thị Hương vào 200m đến
P=0617 | X=0106.850-0401.310 | Y=0270.790-0282.030 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0617 | X=0092.900-0330.020 | Y=0288.340-0302.420 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0617 | X=0424.970-0450.020 | Y=0293.100-0302.420 | 1.400
P=0617 | X=0469.370-0486.010 | Y=0293.100-0302.420 | 980
P=0617 | X=0505.390-0522.030 | Y=0293.100-0302.420 | 840
P=0617 | X=0106.850-0413.270 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0617 | X=0106.850-0140.370 | Y=0317.380-0328.620 | ≤600m.
P=0617 | X=0106.850-0330.020 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0617 | X=0106.850-0392.110 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0617 | X=0106.850-0387.100 | Y=0363.940-0375.180 | Đường Trần Phú đoạn từ Đường Hồ Thị Hương vào 200m đến
P=0617 | X=0106.850-0401.310 | Y=0375.480-0386.720 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0617 | X=0092.900-0104.020 | Y=0383.360-0392.680 | 49
P=0617 | X=0424.970-0450.020 | Y=0383.360-0392.680 | 1.200
P=0617 | X=0469.370-0486.010 | Y=0383.360-0392.680 | 840
P=0617 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 720
P=0617 | X=0106.850-0384.260 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0617 | X=0106.850-0333.140 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0617 | X=0235.540-0293.950 | Y=0428.280-0439.520 | Đường Hùng
P=0617 | X=0322.200-0386.140 | Y=0428.280-0439.520 | Đường Hồ Thị
P=0617 | X=0092.900-0186.090 | Y=0434.040-0445.280 | 50 Đường Khổng Tử
P=0617 | X=0424.970-0450.020 | Y=0435.920-0445.240 | 9.300
P=0617 | X=0461.210-0486.260 | Y=0435.920-0445.240 | 6.500
P=0617 | X=0497.230-0522.280 | Y=0435.920-0445.240 | 5.600
P=0617 | X=0235.540-0266.820 | Y=0439.800-0451.040 | Vương
P=0617 | X=0322.200-0353.950 | Y=0439.800-0451.040 | Hương
P=0617 | X=0106.850-0402.640 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khổng Tử
P=0617 | X=0106.850-0392.150 | Y=0469.100-0480.340 | đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có hiện
P=0617 | X=0106.850-0278.660 | Y=0480.620-0491.860 | trạng là đường nhựa, bê tông xi măng:
P=0617 | X=0092.900-0104.020 | Y=0488.500-0497.820 | 51
P=0617 | X=0424.970-0450.020 | Y=0488.500-0497.820 | 4.000
P=0617 | X=0461.210-0486.260 | Y=0488.500-0497.820 | 2.800
P=0617 | X=0497.230-0522.280 | Y=0488.500-0497.820 | 2.400
P=0617 | X=0106.850-0329.760 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0617 | X=0106.850-0384.020 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0617 | X=0106.850-0402.640 | Y=0533.450-0544.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khổng Tử
P=0617 | X=0106.850-0392.150 | Y=0544.970-0556.210 | đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có hiện
