TABLE=002 | AREA=Phường Trấn Biên | SECTION=non-agricultural | SEGMENTS=1
P=0019 | X=0114.290-0355.400 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0019 | X=0114.290-0147.810 | Y=0346.420-0357.660 | ≤400m.
P=0019 | X=0114.290-0387.800 | Y=0364.180-0375.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0019 | X=0114.290-0375.980 | Y=0375.720-0386.960 | ra Đường Huỳnh Văn Nghệ đoạn từ Đường Ngô Thì Nhậm
P=0019 | X=0114.290-0375.430 | Y=0387.240-0398.480 | đến Đường Võ Trường Toản có hiện trạng là đường nhựa,
P=0019 | X=0114.290-0188.370 | Y=0398.760-0410.000 | bê tông xi măng:
P=0019 | X=0096.290-0337.460 | Y=0415.520-0427.520 | 27 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0019 | X=0400.700-0425.750 | Y=0415.520-0424.840 | 4.400
P=0019 | X=0437.210-0462.260 | Y=0415.520-0424.840 | 3.100
P=0019 | X=0497.230-0522.280 | Y=0415.520-0424.840 | 2.600
P=0019 | X=0114.290-0367.600 | Y=0433.800-0445.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0019 | X=0114.290-0200.840 | Y=0445.320-0456.560 | >400m đến ≤600m.
P=0019 | X=0114.290-0337.460 | Y=0462.860-0474.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0019 | X=0114.290-0387.800 | Y=0480.860-0492.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0019 | X=0114.290-0375.980 | Y=0492.380-0503.620 | ra Đường Huỳnh Văn Nghệ đoạn từ Đường Ngô Thì Nhậm
P=0019 | X=0114.290-0375.430 | Y=0503.900-0515.140 | đến Đường Võ Trường Toản có hiện trạng là đường nhựa,
P=0019 | X=0114.290-0188.360 | Y=0515.420-0526.660 | bê tông xi măng:
P=0019 | X=0096.290-0107.410 | Y=0523.300-0532.620 | 28
P=0019 | X=0400.700-0425.750 | Y=0523.300-0532.620 | 3.400
P=0019 | X=0437.210-0462.260 | Y=0523.300-0532.620 | 2.400
P=0019 | X=0497.230-0522.280 | Y=0523.300-0532.620 | 2.000
P=0019 | X=0114.290-0355.400 | Y=0532.970-0544.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0019 | X=0114.290-0148.050 | Y=0546.130-0555.450 | >600m.
P=0019 | X=0114.290-0337.930 | Y=0561.770-0573.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0019 | X=0114.290-0233.940 | Y=0579.770-0591.010 | Đường Huỳnh Đường Võ
P=0019 | X=0096.290-0107.410 | Y=0587.410-0596.730 | 29
P=0019 | X=0256.180-0327.310 | Y=0587.410-0596.730 | Ngã ba Gạc Nai
P=0019 | X=0395.180-0462.260 | Y=0587.410-0596.730 | 15.200 10.600
P=0019 | X=0497.230-0522.280 | Y=0587.410-0596.730 | 9.100
P=0019 | X=0114.290-0158.770 | Y=0591.290-0602.530 | Văn Nghệ
P=0019 | X=0187.030-0246.670 | Y=0591.290-0602.530 | Trường Toản
P=0019 | X=0114.290-0362.610 | Y=0609.290-0620.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0019 | X=0114.290-0379.880 | Y=0620.830-0632.070 | Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản đến Ngã
P=0019 | X=0114.290-0373.700 | Y=0632.350-0643.590 | ba Gạc Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0019 | X=0096.290-0107.410 | Y=0645.990-0655.310 | 30
P=0019 | X=0400.700-0425.750 | Y=0645.990-0655.310 | 7.600
P=0019 | X=0437.210-0462.260 | Y=0645.990-0655.310 | 5.300
P=0019 | X=0497.230-0522.280 | Y=0645.990-0655.310 | 4.600
P=0019 | X=0114.290-0337.200 | Y=0649.870-0661.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0019 | X=0114.290-0355.400 | Y=0667.390-0678.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0019 | X=0114.290-0147.810 | Y=0678.910-0690.150 | ≤400m.
P=0019 | X=0114.290-0362.610 | Y=0696.910-0708.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0019 | X=0096.290-0107.420 | Y=0704.580-0713.900 | 31
P=0019 | X=0400.700-0425.750 | Y=0704.580-0713.900 | 4.200
P=0019 | X=0437.210-0462.260 | Y=0704.580-0713.900 | 2.900
P=0019 | X=0497.230-0522.280 | Y=0704.580-0713.900 | 2.500
P=0019 | X=0114.290-0379.880 | Y=0708.450-0719.690 | Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản đến Ngã
P=0020 | X=0114.290-0373.700 | Y=0072.740-0083.980 | ba Gạc Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0020 | X=0114.290-0337.460 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0020 | X=0114.290-0367.600 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0020 | X=0114.290-0200.840 | Y=0119.330-0130.570 | >400m đến ≤600m.
P=0020 | X=0114.290-0337.460 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0020 | X=0114.290-0362.610 | Y=0154.850-0166.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0020 | X=0114.290-0379.880 | Y=0166.370-0177.610 | Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản đến Ngã
P=0020 | X=0114.290-0373.740 | Y=0177.650-0188.890 | ba Gạc Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0020 | X=0096.290-0107.410 | Y=0191.290-0200.610 | 32
P=0020 | X=0400.700-0425.750 | Y=0191.290-0200.610 | 2.900
P=0020 | X=0437.210-0462.260 | Y=0191.290-0200.610 | 2.000
P=0020 | X=0497.230-0522.280 | Y=0191.290-0200.610 | 1.700
P=0020 | X=0114.290-0355.400 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0020 | X=0114.290-0148.050 | Y=0208.590-0217.910 | >600m.
P=0020 | X=0114.290-0337.930 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0020 | X=0114.290-0387.800 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0020 | X=0114.290-0385.660 | Y=0253.750-0264.990 | ra Đường Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản
P=0020 | X=0114.290-0383.960 | Y=0265.270-0276.510 | đến Ngã ba Gạc Nai có hiện trạng là đường nhựa, bê tông xi
P=0020 | X=0114.290-0142.290 | Y=0276.790-0288.030 | măng:
P=0020 | X=0096.290-0107.410 | Y=0284.700-0294.020 | 33
P=0020 | X=0400.700-0425.750 | Y=0284.700-0294.020 | 6.800
P=0020 | X=0437.210-0462.260 | Y=0284.700-0294.020 | 4.800
P=0020 | X=0497.230-0522.280 | Y=0284.700-0294.020 | 4.100
P=0020 | X=0114.290-0337.200 | Y=0294.340-0305.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0020 | X=0114.290-0355.400 | Y=0311.860-0323.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0020 | X=0114.290-0147.810 | Y=0323.380-0334.620 | ≤400m.
P=0020 | X=0114.290-0387.800 | Y=0341.380-0352.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0020 | X=0114.290-0385.660 | Y=0352.900-0364.140 | ra Đường Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản
P=0020 | X=0114.290-0383.960 | Y=0364.180-0375.420 | đến Ngã ba Gạc Nai có hiện trạng là đường nhựa, bê tông xi
P=0020 | X=0114.290-0142.290 | Y=0375.720-0386.960 | măng:
P=0020 | X=0096.290-0337.460 | Y=0392.480-0404.480 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0020 | X=0400.700-0425.750 | Y=0392.480-0401.800 | 3.800
P=0020 | X=0437.210-0462.260 | Y=0392.480-0401.800 | 2.700
P=0020 | X=0497.230-0522.280 | Y=0392.480-0401.800 | 2.300
P=0020 | X=0114.290-0367.600 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0020 | X=0114.290-0200.840 | Y=0422.280-0433.520 | >400m đến ≤600m.
P=0020 | X=0114.290-0337.480 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0020 | X=0114.290-0387.800 | Y=0457.820-0469.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0020 | X=0114.290-0385.660 | Y=0469.340-0480.580 | ra Đường Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản
P=0020 | X=0114.290-0383.960 | Y=0480.860-0492.100 | đến Ngã ba Gạc Nai có hiện trạng là đường nhựa, bê tông xi
P=0020 | X=0114.290-0142.290 | Y=0492.380-0503.620 | măng:
P=0020 | X=0096.290-0107.410 | Y=0500.260-0509.580 | 35
P=0020 | X=0400.700-0425.750 | Y=0500.260-0509.580 | 2.600
P=0020 | X=0437.210-0462.260 | Y=0500.260-0509.580 | 1.800
P=0020 | X=0497.230-0522.280 | Y=0500.260-0509.580 | 1.600
P=0020 | X=0114.290-0355.400 | Y=0509.900-0521.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0020 | X=0114.290-0148.050 | Y=0523.300-0532.620 | >600m.
P=0020 | X=0114.290-0337.930 | Y=0538.970-0550.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0020 | X=0114.290-0240.580 | Y=0556.970-0568.210 | Đường Huỳnh Ngã ba Gạc
P=0020 | X=0256.180-0384.230 | Y=0562.490-0573.730 | Giáp ranh phường Tân Triều
P=0020 | X=0096.290-0107.410 | Y=0564.370-0573.690 | 36
P=0020 | X=0395.180-0425.750 | Y=0564.370-0573.690 | 11.400
P=0020 | X=0437.210-0462.260 | Y=0564.370-0573.690 | 8.000
P=0020 | X=0497.230-0522.280 | Y=0564.370-0573.690 | 6.800
P=0020 | X=0114.290-0158.770 | Y=0568.250-0579.490 | Văn Nghệ
P=0020 | X=0187.030-0201.990 | Y=0570.130-0579.450 | Nai
P=0020 | X=0114.290-0362.610 | Y=0586.250-0597.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0020 | X=0114.290-0367.880 | Y=0597.770-0609.010 | Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến Giáp ranh
P=0020 | X=0114.290-0374.350 | Y=0609.290-0620.530 | phường Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0020 | X=0114.290-0142.290 | Y=0620.830-0632.070 | măng:
P=0020 | X=0096.290-0107.410 | Y=0628.710-0638.030 | 37
P=0020 | X=0400.700-0425.750 | Y=0628.710-0638.030 | 5.700
P=0020 | X=0437.210-0462.260 | Y=0628.710-0638.030 | 4.000
P=0020 | X=0497.230-0522.280 | Y=0628.710-0638.030 | 3.400
P=0020 | X=0114.290-0337.200 | Y=0638.350-0649.590 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0020 | X=0114.290-0355.400 | Y=0655.870-0667.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0020 | X=0114.290-0147.810 | Y=0667.390-0678.630 | ≤400m.
P=0020 | X=0114.290-0362.610 | Y=0685.390-0696.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0020 | X=0096.290-0367.880 | Y=0696.910-0708.150 | 38 Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến Giáp ranh
P=0020 | X=0400.700-0425.750 | Y=0698.790-0708.110 | 3.700
P=0020 | X=0437.210-0462.260 | Y=0698.790-0708.110 | 2.600
P=0020 | X=0497.230-0522.280 | Y=0698.790-0708.110 | 2.200
P=0020 | X=0114.290-0374.350 | Y=0708.450-0719.690 | phường Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0021 | X=0114.290-0142.290 | Y=0072.740-0083.980 | măng:
P=0021 | X=0114.290-0337.460 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0021 | X=0114.290-0367.600 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0021 | X=0114.290-0200.840 | Y=0119.330-0130.570 | >400m đến ≤600m.
P=0021 | X=0114.290-0337.460 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0021 | X=0114.290-0362.610 | Y=0154.850-0166.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0021 | X=0114.290-0367.880 | Y=0166.370-0177.610 | Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến Giáp ranh
P=0021 | X=0114.290-0374.350 | Y=0177.650-0188.890 | phường Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0021 | X=0114.290-0142.290 | Y=0189.170-0200.410 | măng:
P=0021 | X=0096.290-0107.410 | Y=0197.050-0206.370 | 39
P=0021 | X=0400.700-0425.750 | Y=0197.050-0206.370 | 2.700
P=0021 | X=0437.210-0462.260 | Y=0197.050-0206.370 | 1.900
P=0021 | X=0497.230-0522.280 | Y=0197.050-0206.370 | 1.600
P=0021 | X=0114.290-0355.400 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0021 | X=0114.290-0148.050 | Y=0220.110-0229.430 | >600m.
P=0021 | X=0114.290-0337.930 | Y=0235.750-0246.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0021 | X=0114.290-0387.800 | Y=0253.750-0264.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0021 | X=0114.290-0367.180 | Y=0265.270-0276.510 | ra Đường Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến
P=0021 | X=0114.290-0389.020 | Y=0276.790-0288.030 | Giáp ranh phường Tân Triều có hiện trạng là đường nhựa, bê
P=0021 | X=0114.290-0174.450 | Y=0288.340-0299.580 | tông xi măng:
P=0021 | X=0096.290-0107.410 | Y=0296.220-0305.540 | 40
P=0021 | X=0400.700-0425.750 | Y=0296.220-0305.540 | 5.100
P=0021 | X=0437.210-0462.260 | Y=0296.220-0305.540 | 3.600
P=0021 | X=0497.230-0522.280 | Y=0296.220-0305.540 | 3.100
P=0021 | X=0114.290-0337.200 | Y=0305.860-0317.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0021 | X=0114.290-0355.400 | Y=0323.380-0334.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0021 | X=0114.290-0147.810 | Y=0334.900-0346.140 | ≤400m.
P=0021 | X=0114.290-0387.800 | Y=0352.900-0364.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0021 | X=0114.290-0367.180 | Y=0364.180-0375.420 | ra Đường Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến
P=0021 | X=0114.290-0389.020 | Y=0375.720-0386.960 | Giáp ranh phường Tân Triều có hiện trạng là đường nhựa, bê
P=0021 | X=0114.290-0174.450 | Y=0387.240-0398.480 | tông xi măng:
P=0021 | X=0096.290-0337.460 | Y=0404.000-0416.000 | 41 - Cố bề rộng ≥5m, cách đường giao thông >600m.
P=0021 | X=0400.700-0425.750 | Y=0404.000-0413.320 | 3.300
P=0021 | X=0437.210-0462.260 | Y=0404.000-0413.320 | 2.300
P=0021 | X=0497.230-0522.280 | Y=0404.000-0413.320 | 2.000
P=0021 | X=0114.290-0367.600 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0021 | X=0114.290-0200.840 | Y=0433.800-0445.040 | >400m đến ≤600m.
P=0021 | X=0114.290-0337.460 | Y=0451.340-0462.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0021 | X=0114.290-0387.800 | Y=0469.340-0480.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0021 | X=0114.290-0367.180 | Y=0480.860-0492.100 | ra Đường Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến
P=0021 | X=0114.290-0389.020 | Y=0492.380-0503.620 | Giáp ranh phường Tân Triều có hiện trạng là đường nhựa, bê
P=0021 | X=0114.290-0174.450 | Y=0503.900-0515.140 | tông xi măng:
P=0021 | X=0096.290-0107.410 | Y=0511.780-0521.100 | 42
P=0021 | X=0400.700-0425.750 | Y=0511.780-0521.100 | 2.400
P=0021 | X=0437.210-0462.260 | Y=0511.780-0521.100 | 1.700
P=0021 | X=0497.230-0522.280 | Y=0511.780-0521.100 | 1.400
P=0021 | X=0114.290-0355.400 | Y=0521.420-0532.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0021 | X=0114.290-0148.050 | Y=0534.850-0544.170 | >600m.
P=0021 | X=0114.290-0337.930 | Y=0550.250-0561.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0021 | X=0114.290-0250.500 | Y=0568.250-0579.490 | Đường Nguyễn Đường Huỳnh
P=0021 | X=0256.180-0365.260 | Y=0574.010-0585.250 | Đường Võ Trường Toản
P=0021 | X=0096.290-0107.410 | Y=0575.890-0585.210 | 43
P=0021 | X=0395.180-0462.260 | Y=0575.890-0585.210 | 18.700 13.100
P=0021 | X=0491.710-0522.280 | Y=0575.890-0585.210 | 11.200
P=0021 | X=0114.290-0164.530 | Y=0579.770-0591.010 | Đình Chiểu
P=0021 | X=0187.030-0231.540 | Y=0579.770-0591.010 | Văn Nghệ
P=0021 | X=0114.290-0362.610 | Y=0597.770-0609.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0021 | X=0114.290-0371.740 | Y=0609.290-0620.530 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến
P=0021 | X=0114.290-0369.810 | Y=0620.830-0632.070 | Đường Võ Trường Toản có hiện trạng là đường nhựa, bê
P=0021 | X=0114.290-0174.450 | Y=0632.350-0643.590 | tông xi măng:
P=0021 | X=0096.290-0107.410 | Y=0640.230-0649.550 | 44
P=0021 | X=0400.700-0425.750 | Y=0640.230-0649.550 | 9.000
P=0021 | X=0437.210-0462.260 | Y=0640.230-0649.550 | 6.300
P=0021 | X=0497.230-0522.280 | Y=0640.230-0649.550 | 5.400
P=0021 | X=0114.290-0337.200 | Y=0649.870-0661.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0021 | X=0114.290-0355.400 | Y=0667.390-0678.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0021 | X=0114.290-0147.810 | Y=0678.910-0690.150 | ≤400m.
P=0021 | X=0114.290-0362.610 | Y=0696.910-0708.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0021 | X=0096.290-0107.410 | Y=0704.580-0713.900 | 45
P=0021 | X=0400.700-0425.750 | Y=0704.580-0713.900 | 4.700
P=0021 | X=0437.210-0462.260 | Y=0704.580-0713.900 | 3.300
P=0021 | X=0497.230-0522.280 | Y=0704.580-0713.900 | 2.800
P=0021 | X=0114.290-0371.740 | Y=0708.450-0719.690 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến
P=0022 | X=0114.290-0369.810 | Y=0072.740-0083.980 | Đường Võ Trường Toản có hiện trạng là đường nhựa, bê
P=0022 | X=0114.290-0174.450 | Y=0084.260-0095.500 | tông xi măng:
P=0022 | X=0114.290-0337.460 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0022 | X=0114.290-0367.600 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0022 | X=0114.290-0200.840 | Y=0130.850-0142.090 | >400m đến ≤600m.
P=0022 | X=0114.290-0337.460 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0022 | X=0114.290-0362.610 | Y=0166.370-0177.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0022 | X=0114.290-0371.740 | Y=0177.650-0188.890 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến
P=0022 | X=0114.290-0369.810 | Y=0189.170-0200.410 | Đường Võ Trường Toản có hiện trạng là đường nhựa, bê
P=0022 | X=0114.290-0174.450 | Y=0200.710-0211.950 | tông xi măng;
P=0022 | X=0096.290-0107.410 | Y=0208.590-0217.910 | 46
P=0022 | X=0400.700-0425.750 | Y=0208.590-0217.910 | 3.500
P=0022 | X=0437.210-0462.260 | Y=0208.590-0217.910 | 2.500
P=0022 | X=0497.230-0522.280 | Y=0208.590-0217.910 | 2.100
P=0022 | X=0114.290-0355.410 | Y=0218.230-0229.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0022 | X=0114.290-0148.050 | Y=0231.630-0240.950 | >600m.
P=0022 | X=0114.290-0337.930 | Y=0247.270-0258.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0022 | X=0114.290-0387.800 | Y=0265.270-0276.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0022 | X=0114.290-0371.490 | Y=0276.790-0288.030 | ra Đường Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn
P=0022 | X=0114.290-0373.180 | Y=0288.340-0299.580 | Nghệ đến Đường Võ Trường Toản có hiện trạng là đường
P=0022 | X=0114.290-0217.410 | Y=0299.860-0311.100 | nhựa, bê tông xi măng:
P=0022 | X=0096.290-0107.410 | Y=0307.740-0317.060 | 47
P=0022 | X=0400.700-0425.750 | Y=0307.740-0317.060 | 8.100
P=0022 | X=0437.210-0462.260 | Y=0307.740-0317.060 | 5.700
P=0022 | X=0497.230-0522.280 | Y=0307.740-0317.060 | 4.900
P=0022 | X=0114.290-0337.200 | Y=0317.380-0328.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0022 | X=0114.290-0355.400 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0022 | X=0114.290-0147.810 | Y=0346.420-0357.660 | ≤400m.
P=0022 | X=0114.290-0387.800 | Y=0364.180-0375.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0022 | X=0114.290-0371.490 | Y=0375.720-0386.960 | ra Đường Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn
P=0022 | X=0114.290-0373.180 | Y=0387.240-0398.480 | Nghệ đến Đường Võ Trường Toản có hiện trạng là đường
P=0022 | X=0114.290-0217.400 | Y=0398.760-0410.000 | nhựa, bê tông xi măng:
P=0022 | X=0096.290-0337.460 | Y=0415.520-0427.520 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0022 | X=0400.700-0425.750 | Y=0415.520-0424.840 | 4.200
P=0022 | X=0437.210-0462.260 | Y=0415.520-0424.840 | 2.900
