TABLE=009 | AREA=Phường Phước Tân | SECTION=non-agricultural | SEGMENTS=1
P=0339 | X=0112.850-0335.760 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0339 | X=0112.850-0353.960 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0339 | X=0112.850-0146.370 | Y=0485.180-0496.420 | ≤400m.
P=0339 | X=0112.850-0361.170 | Y=0502.940-0514.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0339 | X=0112.850-0377.980 | Y=0514.220-0525.460 | chuyên dùng vận chuyển vật liệu xây dựng đoạn từ Quốc lộ
P=0339 | X=0112.850-0366.910 | Y=0525.740-0536.980 | 51 đến Hết ranh giới phường Phước Tân có hiện trạng là
P=0339 | X=0112.850-0248.620 | Y=0537.290-0548.530 | đường nhựa, bê tông xi măng:
P=0339 | X=0092.900-0336.020 | Y=0554.050-0566.050 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0339 | X=0397.820-0422.870 | Y=0554.050-0563.370 | 3.400
P=0339 | X=0446.330-0471.380 | Y=0554.050-0563.370 | 2.400
P=0339 | X=0497.230-0522.280 | Y=0554.050-0563.370 | 2.000
P=0339 | X=0112.850-0366.160 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0339 | X=0112.850-0199.400 | Y=0583.850-0595.090 | >400m đến ≤600m.
P=0339 | X=0112.850-0336.020 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0339 | X=0112.850-0361.170 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0339 | X=0112.850-0377.980 | Y=0630.670-0641.910 | chuyên dùng vận chuyển vật liệu xây dựng đoạn từ Quốc lộ
P=0339 | X=0112.850-0366.910 | Y=0642.190-0653.430 | 51 đến Hết ranh giới phường Phước Tân có hiện trạng là
P=0339 | X=0112.850-0248.620 | Y=0653.710-0664.950 | đường nhựa, bê tông xi măng:
P=0339 | X=0092.900-0109.540 | Y=0661.590-0670.910 | 102
P=0339 | X=0397.820-0422.870 | Y=0661.590-0670.910 | 2.100
P=0339 | X=0446.330-0471.380 | Y=0661.590-0670.910 | 1.500
P=0339 | X=0497.230-0522.280 | Y=0661.590-0670.910 | 1.300
P=0339 | X=0112.850-0353.960 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0339 | X=0112.850-0146.610 | Y=0684.390-0693.710 | >600m.
P=0339 | X=0112.850-0336.490 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0340 | X=0112.850-0358.760 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0340 | X=0112.850-0376.780 | Y=0090.020-0101.260 | thông ra Đường chuyên dùng vận chuyển vật liệu xây dựng
P=0340 | X=0112.850-0370.040 | Y=0101.540-0112.780 | đoạn từ Quốc lộ 51 đến Hết ranh giới phường Phước Tân
P=0340 | X=0112.850-0319.700 | Y=0113.060-0124.300 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0340 | X=0092.900-0109.540 | Y=0120.970-0130.290 | 103
P=0340 | X=0397.820-0422.860 | Y=0120.970-0130.290 | 4.200
P=0340 | X=0446.330-0471.380 | Y=0120.970-0130.290 | 2.900
P=0340 | X=0497.230-0522.280 | Y=0120.970-0130.290 | 2.500
P=0340 | X=0112.850-0335.760 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0340 | X=0112.850-0353.960 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0340 | X=0112.850-0146.370 | Y=0159.410-0170.650 | ≤400m.
P=0340 | X=0112.850-0358.760 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0340 | X=0112.850-0376.780 | Y=0188.690-0199.930 | thông ra Đường chuyên dùng vận chuyển vật liệu xây dựng
P=0340 | X=0112.850-0370.040 | Y=0200.230-0211.470 | đoạn từ Quốc lộ 51 đến Hết ranh giới phường Phước Tân
P=0340 | X=0112.850-0319.700 | Y=0211.750-0222.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0340 | X=0092.900-0336.020 | Y=0228.510-0240.510 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0340 | X=0397.820-0422.870 | Y=0228.510-0237.830 | 3.100
P=0340 | X=0446.330-0471.380 | Y=0228.510-0237.830 | 2.200
P=0340 | X=0497.230-0522.280 | Y=0228.510-0237.830 | 1.900
P=0340 | X=0112.850-0366.160 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0340 | X=0112.850-0199.400 | Y=0258.310-0269.550 | >400m đến ≤600m.
P=0340 | X=0112.850-0336.020 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0340 | X=0112.850-0358.760 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0340 | X=0112.850-0376.780 | Y=0305.140-0316.380 | thông ra Đường chuyên dùng vận chuyển vật liệu xây dựng
P=0340 | X=0112.850-0370.040 | Y=0316.660-0327.900 | đoạn từ Quốc lộ 51 đến Hết ranh giới phường Phước Tân
P=0340 | X=0112.850-0319.700 | Y=0327.940-0339.180 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0340 | X=0092.900-0109.540 | Y=0335.820-0345.140 | 105
P=0340 | X=0397.820-0422.870 | Y=0335.820-0345.140 | 1.900
P=0340 | X=0446.330-0471.380 | Y=0335.820-0345.140 | 1.300
P=0340 | X=0497.230-0522.280 | Y=0335.820-0345.140 | 1.100
P=0340 | X=0112.850-0353.960 | Y=0345.460-0356.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0340 | X=0112.850-0146.610 | Y=0358.860-0368.180 | >600m.
P=0340 | X=0112.850-0339.140 | Y=0374.520-0385.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0340 | X=0297.240-0354.920 | Y=0394.160-0403.480 | Hết ranh giới
P=0340 | X=0112.850-0204.070 | Y=0398.040-0409.280 | Đường Phước Tân -
P=0340 | X=0211.030-0366.140 | Y=0403.800-0415.040 | Đường Thành Thái phường Phước
P=0340 | X=0092.900-0109.540 | Y=0405.680-0415.000 | 106
P=0340 | X=0397.820-0422.870 | Y=0405.680-0415.000 | 7.600
P=0340 | X=0446.330-0471.380 | Y=0405.680-0415.000 | 5.300
P=0340 | X=0497.230-0522.280 | Y=0405.680-0415.000 | 4.600
P=0340 | X=0112.850-0163.100 | Y=0409.560-0420.800 | Giang Điền
P=0340 | X=0297.240-0314.600 | Y=0417.200-0426.520 | Tân
P=0340 | X=0112.850-0361.170 | Y=0433.080-0444.320 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0340 | X=0112.850-0366.700 | Y=0444.600-0455.840 | Phước Tân - Giang Điền đoạn từ Đường Thành Thái đến
P=0340 | X=0112.850-0365.980 | Y=0456.140-0467.380 | Hết ranh giới phường Phước Tân có hiện trạng là đường
P=0340 | X=0112.850-0215.970 | Y=0467.660-0478.900 | nhựa, bê tông xi măng:
P=0340 | X=0092.900-0109.540 | Y=0475.540-0484.860 | 107
P=0340 | X=0397.820-0422.870 | Y=0475.540-0484.860 | 3.800
P=0340 | X=0446.330-0471.380 | Y=0475.540-0484.860 | 2.700
P=0340 | X=0497.230-0522.280 | Y=0475.540-0484.860 | 2.300
P=0340 | X=0112.850-0335.760 | Y=0485.180-0496.420 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0340 | X=0112.850-0353.960 | Y=0502.460-0513.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0340 | X=0112.850-0146.370 | Y=0513.980-0525.220 | ≤400m.
P=0340 | X=0112.850-0361.170 | Y=0531.740-0542.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0340 | X=0112.850-0366.700 | Y=0543.290-0554.530 | Phước Tân - Giang Điền đoạn từ Đường Thành Thái đến
P=0340 | X=0112.850-0365.980 | Y=0554.810-0566.050 | Hết ranh giới phường Phước Tân có hiện trạng là đường
P=0340 | X=0112.850-0215.960 | Y=0566.330-0577.570 | nhựa, bê tông xi măng:
P=0340 | X=0092.900-0336.020 | Y=0583.090-0595.090 | 108 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0340 | X=0397.820-0422.870 | Y=0583.090-0592.410 | 2.700
P=0340 | X=0446.330-0471.380 | Y=0583.090-0592.410 | 1.900
P=0340 | X=0497.230-0522.280 | Y=0583.090-0592.410 | 1.600
P=0340 | X=0112.850-0366.160 | Y=0601.370-0612.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0340 | X=0112.850-0199.400 | Y=0612.890-0624.130 | >400m đến ≤600m.
P=0340 | X=0112.850-0336.020 | Y=0630.430-0641.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0340 | X=0112.850-0361.170 | Y=0648.190-0659.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0340 | X=0112.850-0366.700 | Y=0659.710-0670.950 | Phước Tân - Giang Điền đoạn từ Đường Thành Thái đến
P=0340 | X=0092.900-0365.980 | Y=0671.230-0685.310 | 109 Hết ranh giới phường Phước Tân có hiện trạng là đường
P=0340 | X=0397.820-0422.870 | Y=0675.990-0685.310 | 2.200
P=0340 | X=0446.330-0471.380 | Y=0675.990-0685.310 | 1.500
P=0340 | X=0497.230-0522.280 | Y=0675.990-0685.310 | 1.300
P=0340 | X=0112.850-0215.960 | Y=0682.510-0693.750 | nhựa, bê tông xi măng:
P=0340 | X=0112.850-0353.960 | Y=0700.050-0711.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0341 | X=0112.850-0146.610 | Y=0074.380-0083.700 | >600m.
P=0341 | X=0112.850-0336.490 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0341 | X=0112.850-0358.760 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0341 | X=0112.850-0367.900 | Y=0119.330-0130.570 | thông ra Đường Phước Tân - Giang Điền đoạn từ Đường
P=0341 | X=0112.850-0370.070 | Y=0130.850-0142.090 | Thành Thái đến Hết ranh giới phường Phước Tân có hiện
P=0341 | X=0112.850-0284.630 | Y=0142.370-0153.610 | trạng là đường nhựa, bê tông xi măng:
P=0341 | X=0092.900-0109.540 | Y=0150.250-0159.570 | 110
P=0341 | X=0397.820-0422.870 | Y=0150.250-0159.570 | 3.400
P=0341 | X=0446.330-0471.380 | Y=0150.250-0159.570 | 2.400
P=0341 | X=0497.230-0522.280 | Y=0150.250-0159.570 | 2.000
P=0341 | X=0112.850-0335.760 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0341 | X=0112.850-0353.960 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0341 | X=0112.850-0146.370 | Y=0188.690-0199.930 | ≤400m.
P=0341 | X=0112.850-0358.760 | Y=0206.470-0217.710 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0341 | X=0112.850-0367.900 | Y=0217.990-0229.230 | thông ra Đường Phước Tân - Giang Điền đoạn từ Đường
P=0341 | X=0112.850-0370.070 | Y=0229.510-0240.750 | Thành Thái đến Hết ranh giới phường Phước Tân có hiện
P=0341 | X=0112.850-0284.630 | Y=0241.030-0252.270 | trạng là đường nhựa, bê tông xi măng:
P=0341 | X=0092.900-0336.020 | Y=0257.550-0269.790 | 111 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0341 | X=0397.820-0422.870 | Y=0257.550-0266.870 | 2.400
P=0341 | X=0446.330-0471.380 | Y=0257.550-0266.870 | 1.700
P=0341 | X=0497.230-0522.280 | Y=0257.550-0266.870 | 1.400
P=0341 | X=0112.850-0366.160 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0341 | X=0112.850-0199.400 | Y=0287.620-0298.860 | >400m đến ≤600m.
P=0341 | X=0112.850-0336.020 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0341 | X=0112.850-0358.760 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0341 | X=0112.850-0367.900 | Y=0334.420-0345.660 | thông ra Đường Phước Tân - Giang Điền đoạn từ Đường
P=0341 | X=0112.850-0370.070 | Y=0345.700-0356.940 | Thành Thái đến Hết ranh giới phường Phước Tân có hiện
P=0341 | X=0112.850-0284.630 | Y=0357.220-0368.460 | trạng là đường nhựa, bê tông xi măng:
P=0341 | X=0092.900-0109.570 | Y=0365.100-0374.420 | 112
P=0341 | X=0397.820-0422.870 | Y=0365.100-0374.420 | 2.000
P=0341 | X=0446.330-0471.380 | Y=0365.100-0374.420 | 1.400
P=0341 | X=0497.230-0522.280 | Y=0365.100-0374.420 | 1.200
P=0341 | X=0112.850-0353.960 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0341 | X=0112.850-0146.610 | Y=0388.160-0397.480 | >600m.
P=0341 | X=0112.850-0339.140 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0341 | X=0297.240-0374.150 | Y=0421.560-0432.800 | Hết ranh phường
P=0341 | X=0112.850-0195.750 | Y=0427.320-0438.560 | Đường kết nối khu
P=0341 | X=0211.030-0372.420 | Y=0433.080-0444.320 | Đường Võ Nguyên Phước Tân, giáp
P=0341 | X=0092.900-0196.950 | Y=0440.720-0450.040 | 113 công nghiệp Giang
P=0341 | X=0392.300-0422.870 | Y=0440.720-0450.040 | 13.500
P=0341 | X=0446.330-0471.380 | Y=0440.720-0450.040 | 9.500
P=0341 | X=0497.230-0522.280 | Y=0440.720-0450.040 | 8.100
P=0341 | X=0297.240-0355.640 | Y=0444.600-0455.840 | ranh phường
P=0341 | X=0211.030-0232.460 | Y=0446.480-0455.800 | Giáp
P=0341 | X=0112.850-0133.570 | Y=0450.380-0461.620 | Điền
P=0341 | X=0297.240-0350.760 | Y=0456.140-0467.380 | Tam Phước
P=0341 | X=0112.850-0377.340 | Y=0473.900-0485.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường kết
P=0341 | X=0112.850-0342.210 | Y=0485.420-0496.660 | nối khu công nghiệp Giang Điền đoạn từ Đường Võ
P=0341 | X=0112.850-0370.510 | Y=0496.940-0508.180 | Nguyên Giáp đến Hết ranh phường Phước Tân, giáp ranh
P=0341 | X=0112.850-0373.410 | Y=0508.220-0519.460 | phường Tam Phước có hiện trạng là đường nhựa, bê tông
P=0341 | X=0092.900-0150.680 | Y=0519.740-0531.180 | 114 xi măng:
P=0341 | X=0397.820-0422.870 | Y=0521.860-0531.180 | 6.800
P=0341 | X=0446.330-0471.380 | Y=0521.860-0531.180 | 4.800
P=0341 | X=0497.230-0522.280 | Y=0521.860-0531.180 | 4.100
P=0341 | X=0112.850-0335.760 | Y=0537.290-0548.530 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0341 | X=0112.850-0353.960 | Y=0554.810-0566.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0341 | X=0112.850-0146.370 | Y=0566.330-0577.570 | ≤400m.
P=0341 | X=0112.850-0377.340 | Y=0584.090-0595.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường kết
P=0341 | X=0112.850-0342.210 | Y=0595.610-0606.850 | nối khu công nghiệp Giang Điền đoạn từ Đường Võ
P=0341 | X=0112.850-0370.510 | Y=0607.130-0618.370 | Nguyên Giáp đến Hết ranh phường Phước Tân, giáp ranh
P=0341 | X=0112.850-0373.410 | Y=0618.670-0629.910 | phường Tam Phước có hiện trạng là đường nhựa, bê tông
P=0341 | X=0112.850-0150.680 | Y=0630.190-0641.430 | xi măng:
P=0341 | X=0092.900-0109.540 | Y=0640.950-0650.270 | 115
P=0341 | X=0397.820-0422.870 | Y=0640.950-0650.270 | 4.900
P=0341 | X=0446.330-0471.380 | Y=0640.950-0650.270 | 3.400
P=0341 | X=0497.230-0522.280 | Y=0640.950-0650.270 | 2.900
P=0341 | X=0112.850-0336.020 | Y=0647.710-0658.950 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0341 | X=0112.850-0366.160 | Y=0665.230-0676.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0341 | X=0112.850-0199.400 | Y=0676.510-0687.750 | >400m đến ≤600m.
P=0341 | X=0112.850-0336.020 | Y=0694.030-0705.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0342 | X=0112.850-0377.340 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường kết
P=0342 | X=0112.850-0342.210 | Y=0090.020-0101.260 | nối khu công nghiệp Giang Điền đoạn từ Đường Võ
P=0342 | X=0112.850-0370.510 | Y=0101.540-0112.780 | Nguyên Giáp đến Hết ranh phường Phước Tân, giáp ranh
P=0342 | X=0112.850-0373.410 | Y=0113.060-0124.300 | phường Tam Phước có hiện trạng là đường nhựa, bê tông
P=0342 | X=0092.900-0150.680 | Y=0124.610-0136.050 | 116 xi măng:
P=0342 | X=0397.820-0422.870 | Y=0126.730-0136.050 | 2.400
P=0342 | X=0446.330-0471.380 | Y=0126.730-0136.050 | 1.700
P=0342 | X=0497.230-0522.280 | Y=0126.730-0136.050 | 1.400
P=0342 | X=0112.850-0353.960 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0342 | X=0112.850-0146.610 | Y=0155.290-0164.610 | >600m.
P=0342 | X=0112.850-0336.490 | Y=0170.930-0182.170 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0342 | X=0112.850-0358.760 | Y=0188.690-0199.930 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0342 | X=0112.850-0370.070 | Y=0200.230-0211.470 | thông ra Đường kết nối khu công nghiệp Giang Điền đoạn
P=0342 | X=0112.850-0365.180 | Y=0211.750-0222.990 | từ Đường Võ Nguyên Giáp đến Hết ranh phường Phước
P=0342 | X=0112.850-0375.820 | Y=0223.270-0234.510 | Tân, giáp ranh phường Tam Phước có hiện trạng là đường
P=0342 | X=0092.900-0215.960 | Y=0234.790-0246.230 | 117 nhựa, bê tông xi măng:
P=0342 | X=0397.820-0422.870 | Y=0236.910-0246.230 | 6.100
P=0342 | X=0446.330-0471.380 | Y=0236.910-0246.230 | 4.300
P=0342 | X=0497.230-0522.280 | Y=0236.910-0246.230 | 3.700
P=0342 | X=0112.850-0335.760 | Y=0252.310-0263.550 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0342 | X=0112.850-0353.960 | Y=0269.830-0281.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0342 | X=0112.850-0146.370 | Y=0281.380-0292.620 | ≤400m.
P=0342 | X=0112.850-0358.760 | Y=0299.140-0310.380 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0342 | X=0112.850-0370.060 | Y=0310.660-0321.900 | thông ra Đường kết nối khu công nghiệp Giang Điền đoạn
P=0342 | X=0112.850-0365.180 | Y=0321.940-0333.180 | từ Đường Võ Nguyên Giáp đến Hết ranh phường Phước
P=0342 | X=0112.850-0375.820 | Y=0333.460-0344.700 | Tân, giáp ranh phường Tam Phước có hiện trạng là đường
P=0342 | X=0112.850-0215.960 | Y=0344.980-0356.220 | nhựa, bê tông xi măng:
P=0342 | X=0092.900-0109.540 | Y=0355.980-0365.300 | 118
P=0342 | X=0397.820-0422.870 | Y=0355.980-0365.300 | 4.400
P=0342 | X=0446.330-0471.380 | Y=0355.980-0365.300 | 3.100
P=0342 | X=0497.230-0522.280 | Y=0355.980-0365.300 | 2.600
P=0342 | X=0112.850-0336.020 | Y=0362.500-0373.740 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0342 | X=0112.850-0366.160 | Y=0380.040-0391.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0342 | X=0112.850-0199.400 | Y=0391.560-0402.800 | >400m đến ≤600m.
P=0342 | X=0112.850-0336.020 | Y=0409.080-0420.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0342 | X=0112.850-0358.760 | Y=0426.840-0438.080 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0342 | X=0112.850-0370.070 | Y=0438.360-0449.600 | thông ra Đường kết nối khu công nghiệp Giang Điền đoạn
P=0342 | X=0112.850-0365.180 | Y=0449.900-0461.140 | từ Đường Võ Nguyên Giáp đến Hết ranh phường Phước
P=0342 | X=0112.850-0375.820 | Y=0461.420-0472.660 | Tân, giáp ranh phường Tam Phước có hiện trạng là đường
P=0342 | X=0092.900-0215.960 | Y=0472.940-0484.380 | 119 nhựa, bê tông xi măng:
P=0342 | X=0397.820-0422.870 | Y=0475.060-0484.380 | 2.200
P=0342 | X=0446.330-0471.380 | Y=0475.060-0484.380 | 1.500
P=0342 | X=0497.230-0522.280 | Y=0475.060-0484.380 | 1.300
P=0342 | X=0112.850-0353.960 | Y=0490.220-0501.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0342 | X=0112.850-0146.610 | Y=0503.620-0512.940 | >600m.
P=0342 | X=0112.850-0339.140 | Y=0519.260-0530.500 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0342 | X=0297.240-0375.910 | Y=0537.050-0548.290 | Hết ranh thửa đất
P=0342 | X=0297.240-0375.590 | Y=0548.570-0559.810 | số 6, tờ BĐĐC số
P=0342 | X=0297.240-0376.530 | Y=0561.970-0571.290 | 31 về bên phải và
P=0342 | X=0112.850-0193.600 | Y=0571.610-0582.850 | Đường Chu Mạnh
P=0342 | X=0211.030-0266.330 | Y=0571.610-0582.850 | Đường Đinh
P=0342 | X=0297.240-0374.230 | Y=0571.610-0582.850 | hết ranh thửa đất
P=0342 | X=0092.900-0109.540 | Y=0579.250-0588.570 | 120
P=0342 | X=0392.300-0422.870 | Y=0579.250-0588.570 | 10.200
P=0342 | X=0446.330-0471.380 | Y=0579.250-0588.570 | 7.100
P=0342 | X=0497.230-0522.280 | Y=0579.250-0588.570 | 6.100
P=0342 | X=0297.240-0375.590 | Y=0583.130-0594.370 | số 3, tờ BĐĐC số
P=0342 | X=0112.850-0135.950 | Y=0585.010-0594.330 | Trinh
P=0342 | X=0211.030-0256.240 | Y=0585.010-0594.330 | Quang Ân
P=0342 | X=0297.240-0360.740 | Y=0596.530-0605.850 | 32 về bên trái,
P=0342 | X=0297.240-0366.140 | Y=0606.170-0617.410 | phường Phước
P=0342 | X=0297.240-0314.600 | Y=0619.590-0628.910 | Tân
P=0342 | X=0112.850-0361.170 | Y=0635.470-0646.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0342 | X=0112.850-0365.110 | Y=0646.750-0657.990 | Chu Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến Hết
P=0342 | X=0112.850-0375.090 | Y=0658.270-0669.510 | ranh thửa đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh
P=0342 | X=0092.900-0369.020 | Y=0669.030-0681.030 | 121 thửa đất số 3, tờ BĐĐC số 32 về bên trái, phường Phước
P=0342 | X=0397.820-0422.870 | Y=0669.030-0678.350 | 5.100
P=0342 | X=0446.330-0471.380 | Y=0669.030-0678.350 | 3.600
P=0342 | X=0497.230-0522.280 | Y=0669.030-0678.350 | 3.100
P=0342 | X=0112.850-0339.850 | Y=0681.310-0692.550 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0342 | X=0112.850-0335.760 | Y=0698.830-0710.070 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0343 | X=0112.850-0353.960 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0343 | X=0112.850-0146.370 | Y=0090.020-0101.260 | ≤400m.
P=0343 | X=0112.850-0361.170 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0343 | X=0112.850-0365.110 | Y=0119.330-0130.570 | Chu Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến Hết
P=0343 | X=0112.850-0375.090 | Y=0130.850-0142.090 | ranh thửa đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh
P=0343 | X=0112.850-0369.020 | Y=0142.370-0153.610 | thửa đất số 3, tờ BĐĐC số 32 về bên trái, phường Phước
P=0343 | X=0112.850-0339.880 | Y=0153.650-0164.890 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0343 | X=0092.900-0109.540 | Y=0164.650-0173.970 | 122
P=0343 | X=0397.820-0422.870 | Y=0164.650-0173.970 | 3.400
P=0343 | X=0446.330-0471.380 | Y=0164.650-0173.970 | 2.400
P=0343 | X=0497.230-0522.280 | Y=0164.650-0173.970 | 2.000
P=0343 | X=0112.850-0336.020 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0343 | X=0112.850-0366.160 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0343 | X=0112.850-0199.400 | Y=0200.230-0211.470 | >400m đến ≤600m.
P=0343 | X=0112.850-0336.020 | Y=0217.750-0228.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0343 | X=0112.850-0361.170 | Y=0235.510-0246.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0343 | X=0112.850-0365.110 | Y=0247.030-0258.270 | Chu Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến Hết
P=0343 | X=0112.850-0375.090 | Y=0258.550-0269.790 | ranh thửa đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh
P=0343 | X=0112.850-0369.020 | Y=0270.070-0281.310 | thửa đất số 3, tờ BĐĐC số 32 về bên trái, phường Phước
P=0343 | X=0092.900-0339.850 | Y=0281.620-0293.060 | 123 Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0343 | X=0397.820-0422.870 | Y=0283.740-0293.060 | 2.300
P=0343 | X=0446.330-0471.380 | Y=0283.740-0293.060 | 1.600
P=0343 | X=0497.230-0522.280 | Y=0283.740-0293.060 | 1.400
P=0343 | X=0112.850-0353.960 | Y=0299.140-0310.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0343 | X=0112.850-0146.610 | Y=0312.540-0321.860 | >600m.
P=0343 | X=0112.850-0336.490 | Y=0327.940-0339.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0343 | X=0112.850-0358.760 | Y=0345.700-0356.940 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0343 | X=0112.850-0353.710 | Y=0357.220-0368.460 | thông ra Đường Chu Mạnh Trinh đoạn từ Đường Đinh
P=0343 | X=0112.850-0367.180 | Y=0368.760-0380.000 | Quang Ân đến Hết ranh thửa đất số 6, tờ BĐĐC số 31 về
P=0343 | X=0112.850-0371.740 | Y=0380.280-0391.520 | bên phải và hết ranh thửa đất số 3, tờ BĐĐC số 32 về bên
P=0343 | X=0112.850-0367.890 | Y=0391.800-0403.040 | trái, phường Phước Tân có hiện trạng là đường nhựa, bê
P=0343 | X=0092.900-0109.540 | Y=0399.680-0409.000 | 124
P=0343 | X=0397.820-0422.870 | Y=0399.680-0409.000 | 4.600
P=0343 | X=0446.330-0471.380 | Y=0399.680-0409.000 | 3.200
P=0343 | X=0497.230-0522.280 | Y=0399.680-0409.000 | 2.800
P=0343 | X=0112.850-0173.010 | Y=0403.320-0414.560 | tông xi măng:
