TABLE=025 | AREA=Xã Xuân Hòa | SECTION=non-agricultural | SEGMENTS=1
P=0956 | X=0112.130-0365.440 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0956 | X=0112.130-0207.080 | Y=0416.040-0427.280 | >500m đến ≤1.000m.
P=0956 | X=0112.130-0335.300 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0956 | X=0112.130-0386.370 | Y=0451.340-0462.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0956 | X=0112.130-0358.040 | Y=0462.860-0474.100 | Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến Quốc lộ 1
P=0956 | X=0112.130-0352.580 | Y=0474.380-0485.620 | +300m có hiện trạng là đường nhựa, bê tông xi măng:
P=0956 | X=0092.420-0109.060 | Y=0488.020-0497.340 | 109
P=0956 | X=0408.140-0424.780 | Y=0488.020-0497.340 | 580
P=0956 | X=0444.410-0461.050 | Y=0488.020-0497.340 | 410
P=0956 | X=0505.390-0522.030 | Y=0488.020-0497.340 | 350
P=0956 | X=0112.130-0353.240 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0956 | X=0112.130-0154.270 | Y=0505.300-0514.620 | >1.000m.
P=0956 | X=0112.130-0335.770 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0956 | X=0112.130-0385.670 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0956 | X=0112.130-0384.710 | Y=0550.010-0561.250 | ra Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến
P=0956 | X=0112.130-0367.630 | Y=0561.530-0572.770 | Quốc lộ 1 +300m có hiện trạng là đường nhựa, bê tông xi
P=0956 | X=0092.420-0140.130 | Y=0573.050-0584.490 | 110 măng:
P=0956 | X=0408.140-0424.780 | Y=0575.170-0584.490 | 900
P=0956 | X=0444.410-0461.050 | Y=0575.170-0584.490 | 630
P=0956 | X=0505.390-0522.030 | Y=0575.170-0584.490 | 540
P=0956 | X=0112.130-0343.210 | Y=0590.570-0601.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0956 | X=0112.130-0389.320 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0956 | X=0112.130-0385.640 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0956 | X=0112.130-0384.710 | Y=0637.390-0648.630 | ra Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến
P=0956 | X=0112.130-0367.630 | Y=0648.910-0660.150 | Quốc lộ 1 +300m có hiện trạng là đường nhựa, bê tông xi
P=0956 | X=0112.130-0140.130 | Y=0660.430-0671.670 | măng:
P=0956 | X=0092.420-0109.060 | Y=0668.310-0677.630 | 111
P=0956 | X=0408.140-0424.780 | Y=0668.310-0677.630 | 720
P=0956 | X=0444.410-0461.050 | Y=0668.310-0677.630 | 500
P=0956 | X=0505.390-0522.030 | Y=0668.310-0677.630 | 430
P=0956 | X=0112.130-0343.680 | Y=0677.950-0689.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0956 | X=0112.130-0365.440 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0956 | X=0112.130-0207.080 | Y=0706.770-0718.010 | >500m đến ≤1.000m.
P=0957 | X=0112.130-0335.300 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0957 | X=0112.130-0385.640 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0957 | X=0112.130-0384.710 | Y=0107.780-0119.020 | ra Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến
P=0957 | X=0112.130-0367.630 | Y=0119.330-0130.570 | Quốc lộ 1 +300m có hiện trạng là đường nhựa, bê tông xi
P=0957 | X=0112.130-0140.130 | Y=0130.850-0142.090 | măng:
P=0957 | X=0092.420-0109.060 | Y=0138.730-0148.050 | 112
P=0957 | X=0408.140-0424.780 | Y=0138.730-0148.050 | 520
P=0957 | X=0444.410-0461.050 | Y=0138.730-0148.050 | 360
P=0957 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 310
P=0957 | X=0112.130-0353.240 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0957 | X=0112.130-0154.270 | Y=0161.530-0170.850 | >1.000m.
P=0957 | X=0112.130-0335.770 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0957 | X=0112.130-0234.360 | Y=0194.930-0206.170 | Đường Xuân Hưng đi Xuân
P=0957 | X=0092.420-0109.060 | Y=0202.590-0211.910 | 113
P=0957 | X=0243.460-0378.890 | Y=0202.590-0211.910 | Quốc lộ 1 +300m Suối Sông Ui
P=0957 | X=0399.980-0425.030 | Y=0202.590-0211.910 | 1.800
P=0957 | X=0436.250-0461.300 | Y=0202.590-0211.910 | 1.300
P=0957 | X=0497.230-0522.280 | Y=0202.590-0211.910 | 1.100
P=0957 | X=0112.130-0145.780 | Y=0206.470-0217.710 | Tâm cũ
P=0957 | X=0112.130-0386.370 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0957 | X=0112.130-0368.610 | Y=0235.750-0246.990 | Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến Suối
P=0957 | X=0112.130-0357.370 | Y=0247.270-0258.510 | Sông Ui có hiện trạng là đường nhựa, bê tông xi măng:
P=0957 | X=0092.420-0109.060 | Y=0255.150-0264.470 | 114
P=0957 | X=0408.140-0424.780 | Y=0255.150-0264.470 | 880
P=0957 | X=0444.410-0461.050 | Y=0255.150-0264.470 | 620
P=0957 | X=0505.390-0522.030 | Y=0255.150-0264.470 | 530
P=0957 | X=0112.130-0343.210 | Y=0264.790-0276.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0957 | X=0112.130-0389.320 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0957 | X=0112.130-0386.370 | Y=0300.100-0311.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0957 | X=0112.130-0368.610 | Y=0311.620-0322.860 | Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến Suối
P=0957 | X=0112.130-0357.370 | Y=0323.140-0334.380 | Sông Ui có hiện trạng là đường nhựa, bê tông xi măng:
P=0957 | X=0092.420-0343.680 | Y=0340.660-0354.740 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0957 | X=0408.140-0424.780 | Y=0345.420-0354.740 | 730
P=0957 | X=0444.410-0461.050 | Y=0345.420-0354.740 | 510
P=0957 | X=0505.390-0522.030 | Y=0345.420-0354.740 | 440
P=0957 | X=0112.130-0365.450 | Y=0357.940-0369.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0957 | X=0112.130-0207.080 | Y=0369.480-0380.720 | >500m đến ≤1.000m.
P=0957 | X=0112.130-0335.300 | Y=0387.000-0398.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0957 | X=0112.130-0386.370 | Y=0404.760-0416.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0957 | X=0112.130-0368.610 | Y=0416.280-0427.520 | Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến Suối
P=0957 | X=0112.130-0357.400 | Y=0427.800-0439.040 | Sông Ui có hiện trạng là đường nhựa, bê tông xi măng:
P=0957 | X=0092.420-0109.060 | Y=0441.440-0450.760 | 116
P=0957 | X=0408.140-0424.780 | Y=0441.440-0450.760 | 580
P=0957 | X=0444.410-0461.050 | Y=0441.440-0450.760 | 410
P=0957 | X=0505.390-0522.030 | Y=0441.440-0450.760 | 350
P=0957 | X=0112.130-0353.240 | Y=0445.320-0456.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0957 | X=0112.130-0154.270 | Y=0458.740-0468.060 | >1.000m.
P=0957 | X=0112.130-0335.770 | Y=0474.380-0485.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0957 | X=0112.130-0385.640 | Y=0492.140-0503.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0957 | X=0112.130-0365.260 | Y=0503.660-0514.900 | ra Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1
P=0957 | X=0112.130-0370.530 | Y=0515.180-0526.420 | +300m đến Suối Sông Ui có hiện trạng là đường nhựa, bê
P=0957 | X=0092.420-0172.290 | Y=0526.460-0538.140 | 117 tông xi măng:
P=0957 | X=0408.140-0424.780 | Y=0528.820-0538.140 | 790
P=0957 | X=0444.410-0461.050 | Y=0528.820-0538.140 | 550
P=0957 | X=0505.390-0522.030 | Y=0528.820-0538.140 | 470
P=0957 | X=0112.130-0343.210 | Y=0544.010-0555.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0957 | X=0112.130-0389.320 | Y=0561.530-0572.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0957 | X=0112.130-0385.640 | Y=0579.290-0590.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0957 | X=0112.130-0365.260 | Y=0590.810-0602.050 | ra Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1
P=0957 | X=0112.130-0370.530 | Y=0602.330-0613.570 | +300m đến Suối Sông Ui có hiện trạng là đường nhựa, bê
P=0957 | X=0112.130-0172.290 | Y=0613.850-0625.090 | tông xi măng:
P=0957 | X=0092.420-0343.680 | Y=0630.390-0642.630 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0957 | X=0408.140-0424.780 | Y=0630.390-0639.710 | 660
P=0957 | X=0444.410-0461.050 | Y=0630.390-0639.710 | 460
P=0957 | X=0505.390-0522.030 | Y=0630.390-0639.710 | 400
P=0957 | X=0112.130-0365.440 | Y=0648.910-0660.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0957 | X=0112.130-0207.080 | Y=0660.430-0671.670 | >500m đến ≤1.000m.
P=0957 | X=0112.130-0335.300 | Y=0677.950-0689.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0957 | X=0112.130-0385.640 | Y=0695.710-0706.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0957 | X=0092.420-0109.060 | Y=0703.380-0712.700 | 119
P=0957 | X=0408.140-0424.780 | Y=0703.380-0712.700 | 520
P=0957 | X=0444.410-0461.050 | Y=0703.380-0712.700 | 360
P=0957 | X=0505.390-0522.030 | Y=0703.380-0712.700 | 310
P=0957 | X=0112.130-0365.260 | Y=0707.250-0718.490 | ra Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1
P=0958 | X=0112.130-0370.530 | Y=0072.500-0083.740 | +300m đến Suối Sông Ui có hiện trạng là đường nhựa, bê
P=0958 | X=0112.130-0172.290 | Y=0084.020-0095.260 | tông xi măng:
P=0958 | X=0112.130-0353.240 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0958 | X=0112.130-0154.270 | Y=0114.940-0124.260 | >1.000m.
P=0958 | X=0112.130-0335.770 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0958 | X=0320.520-0355.160 | Y=0150.250-0159.570 | Quốc lộ
P=0958 | X=0092.420-0172.200 | Y=0154.130-0165.370 | 120 Đường Tà Lú
P=0958 | X=0243.460-0286.500 | Y=0156.010-0165.330 | Quốc lộ 1
P=0958 | X=0399.980-0425.030 | Y=0156.010-0165.330 | 1.600
P=0958 | X=0436.250-0461.300 | Y=0156.010-0165.330 | 1.100
P=0958 | X=0505.390-0522.030 | Y=0156.010-0165.330 | 960
P=0958 | X=0320.520-0357.000 | Y=0161.530-0170.850 | 1+300m
P=0958 | X=0112.130-0388.990 | Y=0177.410-0188.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú
P=0958 | X=0112.130-0359.250 | Y=0188.930-0200.170 | đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng là
P=0958 | X=0112.130-0247.900 | Y=0200.470-0211.710 | đường nhựa, bê tông xi măng:
P=0958 | X=0092.420-0109.060 | Y=0208.350-0217.670 | 121
P=0958 | X=0408.140-0424.780 | Y=0208.350-0217.670 | 810
P=0958 | X=0444.410-0461.050 | Y=0208.350-0217.670 | 570
P=0958 | X=0505.390-0522.030 | Y=0208.350-0217.670 | 490
P=0958 | X=0112.130-0343.210 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0958 | X=0112.130-0389.320 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0958 | X=0112.130-0388.990 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú
P=0958 | X=0112.130-0359.250 | Y=0264.790-0276.030 | đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng là
P=0958 | X=0112.130-0247.900 | Y=0276.310-0287.550 | đường nhựa, bê tông xi măng:
P=0958 | X=0092.420-0343.680 | Y=0293.860-0307.940 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0958 | X=0408.140-0424.780 | Y=0298.620-0307.940 | 680
P=0958 | X=0444.410-0461.050 | Y=0298.620-0307.940 | 480
P=0958 | X=0505.390-0522.030 | Y=0298.620-0307.940 | 410
P=0958 | X=0112.130-0365.440 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0958 | X=0112.130-0207.080 | Y=0322.900-0334.140 | >500m đến ≤1.000m.
P=0958 | X=0112.130-0335.300 | Y=0340.420-0351.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0958 | X=0112.130-0388.990 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú
P=0958 | X=0112.130-0359.250 | Y=0369.480-0380.720 | đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng là
P=0958 | X=0112.130-0247.900 | Y=0381.000-0392.240 | đường nhựa, bê tông xi măng:
P=0958 | X=0092.420-0109.060 | Y=0394.640-0403.960 | 123
P=0958 | X=0408.140-0424.780 | Y=0394.640-0403.960 | 540
P=0958 | X=0444.410-0461.050 | Y=0394.640-0403.960 | 380
P=0958 | X=0505.390-0522.030 | Y=0394.640-0403.960 | 320
P=0958 | X=0112.130-0353.240 | Y=0398.520-0409.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0958 | X=0112.130-0154.270 | Y=0411.920-0421.240 | >1.000m.
P=0958 | X=0112.130-0335.770 | Y=0427.560-0438.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0958 | X=0112.130-0385.640 | Y=0445.320-0456.560 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0958 | X=0112.130-0376.030 | Y=0456.860-0468.100 | ra Đường Tà Lú đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có
P=0958 | X=0112.130-0305.740 | Y=0468.380-0479.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=0958 | X=0092.420-0109.060 | Y=0476.260-0485.580 | 124
P=0958 | X=0408.140-0424.780 | Y=0476.260-0485.580 | 730
P=0958 | X=0444.410-0461.050 | Y=0476.260-0485.580 | 510
P=0958 | X=0505.390-0522.030 | Y=0476.260-0485.580 | 440
P=0958 | X=0112.130-0343.210 | Y=0485.900-0497.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0958 | X=0112.130-0389.320 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0958 | X=0112.130-0385.640 | Y=0521.180-0532.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0958 | X=0112.130-0376.030 | Y=0532.490-0543.730 | ra Đường Tà Lú đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có
P=0958 | X=0112.130-0305.740 | Y=0544.010-0555.250 | hiện trạng là đường nhựa, bê tông xi măng:
P=0958 | X=0092.420-0343.680 | Y=0561.530-0575.850 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0958 | X=0408.140-0424.780 | Y=0566.530-0575.850 | 610
P=0958 | X=0444.410-0461.050 | Y=0566.530-0575.850 | 430
P=0958 | X=0505.390-0522.030 | Y=0566.530-0575.850 | 370
P=0958 | X=0112.130-0365.440 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0958 | X=0112.130-0207.080 | Y=0590.570-0601.810 | >500m đến ≤1.000m.
P=0958 | X=0112.130-0335.300 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0958 | X=0112.130-0385.640 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0958 | X=0112.130-0376.030 | Y=0637.390-0648.630 | ra Đường Tà Lú đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có
P=0958 | X=0112.130-0305.740 | Y=0648.910-0660.150 | hiện trạng là đường nhựa, bê tông xi măng:
P=0958 | X=0092.420-0109.060 | Y=0662.550-0671.870 | 126
P=0958 | X=0408.140-0424.780 | Y=0662.550-0671.870 | 490
P=0958 | X=0444.410-0461.050 | Y=0662.550-0671.870 | 340
P=0958 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 290
P=0958 | X=0112.130-0353.240 | Y=0666.430-0677.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0958 | X=0112.130-0154.270 | Y=0679.830-0689.150 | >1.000m.
P=0958 | X=0112.130-0335.770 | Y=0695.470-0706.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0959 | X=0320.520-0373.910 | Y=0078.500-0089.740 | Trường bắn
P=0959 | X=0092.420-0172.200 | Y=0084.260-0095.500 | 127 Đường Tà Lú
P=0959 | X=0243.460-0317.140 | Y=0086.140-0095.460 | Quốc lộ 1+300m
P=0959 | X=0399.980-0425.030 | Y=0086.140-0095.460 | 1.300
P=0959 | X=0444.410-0461.050 | Y=0086.140-0095.460 | 910
P=0959 | X=0505.390-0522.030 | Y=0086.140-0095.460 | 780
P=0959 | X=0320.520-0382.510 | Y=0091.900-0101.220 | Quốc gia KV3
P=0959 | X=0112.130-0388.990 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú
P=0959 | X=0112.130-0376.510 | Y=0119.330-0130.570 | đoạn từ Quốc lộ 1+300m đến Trường bắn Quốc gia KV3 có
P=0959 | X=0112.130-0305.740 | Y=0130.850-0142.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0092.420-0109.060 | Y=0138.730-0148.050 | 128
P=0959 | X=0408.140-0424.780 | Y=0138.730-0148.050 | 670
P=0959 | X=0444.410-0461.050 | Y=0138.730-0148.050 | 470
P=0959 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 400
P=0959 | X=0112.130-0343.210 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0959 | X=0112.130-0389.320 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0959 | X=0112.130-0388.990 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú
P=0959 | X=0112.130-0376.510 | Y=0194.930-0206.170 | đoạn từ Quốc lộ 1+300m đến Trường bắn Quốc gia KV3 có
P=0959 | X=0112.130-0305.740 | Y=0206.470-0217.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0092.420-0343.680 | Y=0223.990-0238.310 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0959 | X=0408.140-0424.780 | Y=0228.990-0238.310 | 600
P=0959 | X=0444.410-0461.050 | Y=0228.990-0238.310 | 420
P=0959 | X=0505.390-0522.030 | Y=0228.990-0238.310 | 360
P=0959 | X=0112.130-0365.440 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0959 | X=0112.130-0207.080 | Y=0253.030-0264.270 | >500m đến ≤1.000m.
P=0959 | X=0112.130-0335.300 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0959 | X=0112.130-0388.990 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú
P=0959 | X=0112.130-0376.510 | Y=0299.860-0311.100 | đoạn từ Quốc lộ 1+300m đến Trường bắn Quốc gia KV3 có
P=0959 | X=0112.130-0305.740 | Y=0311.380-0322.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0092.420-0109.060 | Y=0325.020-0334.340 | 130
P=0959 | X=0408.140-0424.780 | Y=0325.020-0334.340 | 450
P=0959 | X=0444.410-0461.050 | Y=0325.020-0334.340 | 320
P=0959 | X=0505.390-0522.030 | Y=0325.020-0334.340 | 270
P=0959 | X=0112.130-0353.240 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0959 | X=0112.130-0154.270 | Y=0342.300-0351.620 | >1.000m.
P=0959 | X=0112.130-0335.770 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0959 | X=0112.130-0385.640 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0959 | X=0112.130-0372.950 | Y=0387.000-0398.240 | ra Đường Tà Lú đoạn từ Quốc lộ 1+300m đến Trường bắn
P=0959 | X=0112.130-0383.550 | Y=0398.520-0409.760 | Quốc gia KV3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0092.420-0109.060 | Y=0406.400-0415.720 | 131
P=0959 | X=0408.140-0424.780 | Y=0406.400-0415.720 | 600
P=0959 | X=0444.410-0461.050 | Y=0406.400-0415.720 | 420
P=0959 | X=0505.390-0522.030 | Y=0406.400-0415.720 | 360
P=0959 | X=0112.130-0343.210 | Y=0416.040-0427.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0959 | X=0112.130-0389.320 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0959 | X=0112.130-0385.640 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0959 | X=0112.130-0372.950 | Y=0462.860-0474.100 | ra Đường Tà Lú đoạn từ Quốc lộ 1+300m đến Trường bắn
P=0959 | X=0112.130-0383.550 | Y=0474.380-0485.620 | Quốc gia KV3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0092.420-0343.680 | Y=0491.900-0505.980 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0959 | X=0408.140-0424.780 | Y=0496.660-0505.980 | 540
P=0959 | X=0444.410-0461.050 | Y=0496.660-0505.980 | 380
P=0959 | X=0505.390-0522.030 | Y=0496.660-0505.980 | 320
P=0959 | X=0112.130-0365.440 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0959 | X=0112.130-0207.080 | Y=0520.940-0532.180 | >500m đến ≤1.000m.
P=0959 | X=0112.130-0335.300 | Y=0538.250-0549.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0959 | X=0112.130-0385.640 | Y=0556.010-0567.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0959 | X=0112.130-0372.950 | Y=0567.530-0578.770 | ra Đường Tà Lú đoạn từ Quốc lộ 1+300m đến Trường bắn
P=0959 | X=0112.130-0383.550 | Y=0579.050-0590.290 | Quốc gia KV3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0959 | X=0092.420-0109.060 | Y=0592.690-0602.010 | 133
P=0959 | X=0408.140-0424.780 | Y=0592.690-0602.010 | 410
P=0959 | X=0444.410-0461.050 | Y=0592.690-0602.010 | 290
P=0959 | X=0505.390-0522.030 | Y=0592.690-0602.010 | 250
P=0959 | X=0112.130-0353.240 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0959 | X=0112.130-0154.270 | Y=0609.970-0619.290 | >1.000m.
P=0959 | X=0112.130-0335.770 | Y=0625.630-0636.870 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0959 | X=0320.520-0378.210 | Y=0643.390-0654.630 | Đường Xuân
P=0959 | X=0092.420-0210.610 | Y=0649.150-0660.390 | 134 Đường Sóc Ba Buông
P=0959 | X=0243.460-0286.500 | Y=0651.030-0660.350 | Quốc lộ 1
P=0959 | X=0399.980-0425.030 | Y=0651.030-0660.350 | 1.700
P=0959 | X=0436.250-0461.300 | Y=0651.030-0660.350 | 1.200
P=0959 | X=0497.230-0522.280 | Y=0651.030-0660.350 | 1.000
P=0959 | X=0320.520-0347.240 | Y=0656.790-0666.110 | Hòa 5
P=0959 | X=0112.130-0380.520 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc
P=0959 | X=0092.420-0383.510 | Y=0684.190-0695.430 | 135 Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có hiện
P=0959 | X=0408.140-0424.780 | Y=0686.070-0695.390 | 860
P=0959 | X=0444.410-0461.050 | Y=0686.070-0695.390 | 600
P=0959 | X=0505.390-0522.030 | Y=0686.070-0695.390 | 520
P=0959 | X=0112.130-0283.910 | Y=0695.710-0706.950 | trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0112.130-0343.230 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0960 | X=0112.130-0389.320 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0960 | X=0112.130-0380.520 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc
P=0960 | X=0112.130-0383.510 | Y=0125.330-0136.570 | Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có hiện
P=0960 | X=0112.130-0283.910 | Y=0136.850-0148.090 | trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0092.420-0343.680 | Y=0154.370-0168.450 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0960 | X=0408.140-0424.780 | Y=0159.130-0168.450 | 660
P=0960 | X=0444.410-0461.050 | Y=0159.130-0168.450 | 460
P=0960 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 400
P=0960 | X=0112.130-0365.440 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0960 | X=0112.130-0207.080 | Y=0183.170-0194.410 | >500m đến ≤1.000m.
P=0960 | X=0112.130-0335.300 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0960 | X=0112.130-0380.520 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc
P=0960 | X=0112.130-0383.510 | Y=0229.990-0241.230 | Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có hiện
P=0960 | X=0112.130-0283.910 | Y=0241.510-0252.750 | trạng là đường nhựa, bê tông xi măng:
P=0960 | X=0092.420-0109.060 | Y=0255.150-0264.470 | 137
P=0960 | X=0408.140-0424.780 | Y=0255.150-0264.470 | 530
