TABLE=038 | AREA=Xã Bình Minh | SECTION=non-agricultural | SEGMENTS=1
P=1330 | X=0424.970-0450.020 | Y=0127.210-0136.530 | 1.400
P=1330 | X=0469.370-0486.010 | Y=0127.210-0136.530 | 980
P=1330 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 840
P=1330 | X=0106.850-0392.640 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1330 | X=0106.850-0330.490 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1330 | X=0235.540-0408.470 | Y=0172.130-0183.370 | Đường Võ Nguyên Giáp ranh xã Trảng
P=1330 | X=0092.900-0149.890 | Y=0179.530-0188.850 | 29 Quốc lộ 1
P=1330 | X=0419.450-0450.020 | Y=0179.530-0188.850 | 10.600
P=1330 | X=0461.210-0486.260 | Y=0179.530-0188.850 | 7.400
P=1330 | X=0497.230-0522.280 | Y=0179.530-0188.850 | 6.400
P=1330 | X=0235.540-0256.970 | Y=0185.290-0194.610 | Giáp
P=1330 | X=0322.200-0342.830 | Y=0185.290-0194.610 | Bom
P=1330 | X=0106.850-0403.850 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1330 | X=0106.850-0407.020 | Y=0212.710-0223.950 | Đường Võ Nguyên Giáp đến Giáp ranh xã Trảng Bom có hiện trạng
P=1330 | X=0106.850-0253.180 | Y=0224.230-0235.470 | là đường nhựa, bê tông xi măng:
P=1330 | X=0092.900-0104.020 | Y=0232.110-0241.430 | 30
P=1330 | X=0424.970-0450.020 | Y=0232.110-0241.430 | 4.000
P=1330 | X=0461.210-0486.260 | Y=0232.110-0241.430 | 2.800
P=1330 | X=0497.230-0522.280 | Y=0232.110-0241.430 | 2.400
P=1330 | X=0106.850-0337.930 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1330 | X=0106.850-0384.020 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1330 | X=0106.850-0403.850 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1330 | X=0106.850-0407.020 | Y=0288.580-0299.820 | Đường Võ Nguyên Giáp đến Giáp ranh xã Trảng Bom có hiện trạng
P=1330 | X=0106.850-0253.180 | Y=0300.100-0311.340 | là đường nhựa, bê tông xi măng:
P=1330 | X=0092.900-0338.400 | Y=0317.620-0331.700 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1330 | X=0424.970-0450.020 | Y=0322.380-0331.700 | 2.700
P=1330 | X=0461.210-0486.260 | Y=0322.380-0331.700 | 1.900
P=1330 | X=0497.230-0522.280 | Y=0322.380-0331.700 | 1.600
P=1330 | X=0106.850-0413.270 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1330 | X=0106.850-0148.530 | Y=0346.660-0357.900 | ≤1.000m.
P=1330 | X=0106.850-0330.020 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1330 | X=0106.850-0403.850 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1330 | X=0106.850-0407.020 | Y=0393.240-0404.480 | Đường Võ Nguyên Giáp đến Giáp ranh xã Trảng Bom có hiện trạng
P=1330 | X=0106.850-0253.180 | Y=0404.760-0416.000 | là đường nhựa, bê tông xi măng:
P=1330 | X=0092.900-0104.020 | Y=0412.640-0421.960 | 32
P=1330 | X=0424.970-0450.020 | Y=0412.640-0421.960 | 1.800
P=1330 | X=0461.210-0486.260 | Y=0412.640-0421.960 | 1.300
P=1330 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 1.100
P=1330 | X=0106.850-0392.660 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1330 | X=0106.850-0330.490 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1330 | X=0106.850-0392.110 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1330 | X=0106.850-0406.060 | Y=0469.100-0480.340 | Quốc lộ 1 đoạn từ Đường Võ Nguyên Giáp đến Giáp ranh xã Trảng
P=1330 | X=0106.850-0337.200 | Y=0480.620-0491.860 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1330 | X=0092.900-0104.020 | Y=0488.500-0497.820 | 33
P=1330 | X=0424.970-0450.020 | Y=0488.500-0497.820 | 3.600
P=1330 | X=0461.210-0486.260 | Y=0488.500-0497.820 | 2.500
P=1330 | X=0497.230-0522.280 | Y=0488.500-0497.820 | 2.200
P=1330 | X=0106.850-0337.930 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1330 | X=0106.850-0384.020 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1330 | X=0106.850-0392.110 | Y=0533.450-0544.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1330 | X=0106.850-0406.060 | Y=0544.970-0556.210 | Quốc lộ 1 đoạn từ Đường Võ Nguyên Giáp đến Giáp ranh xã Trảng
P=1330 | X=0106.850-0337.200 | Y=0556.250-0567.490 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1330 | X=0092.900-0338.400 | Y=0573.770-0588.090 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1330 | X=0424.970-0450.020 | Y=0578.770-0588.090 | 2.400
P=1330 | X=0461.210-0486.260 | Y=0578.770-0588.090 | 1.700
P=1330 | X=0497.230-0522.280 | Y=0578.770-0588.090 | 1.400
P=1330 | X=0106.850-0413.270 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1330 | X=0106.850-0148.530 | Y=0602.810-0614.050 | ≤1.000m.
P=1330 | X=0106.850-0330.020 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1330 | X=0106.850-0392.110 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1330 | X=0106.850-0406.060 | Y=0649.630-0660.870 | Quốc lộ 1 đoạn từ Đường Võ Nguyên Giáp đến Giáp ranh xã Trảng
P=1330 | X=0106.850-0337.200 | Y=0661.150-0672.390 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1330 | X=0092.900-0104.020 | Y=0669.030-0678.350 | 35
P=1330 | X=0424.970-0450.020 | Y=0669.030-0678.350 | 1.600
P=1330 | X=0461.210-0486.260 | Y=0669.030-0678.350 | 1.100
P=1330 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 960
P=1330 | X=0106.850-0392.640 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1330 | X=0106.850-0330.510 | Y=0696.190-0707.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1331 | X=0106.850-0211.350 | Y=0078.500-0089.740 | Đường Bắc Sơn - Long
P=1331 | X=0322.200-0369.900 | Y=0084.260-0095.500 | Đường sắt
P=1331 | X=0092.900-0104.020 | Y=0086.140-0095.460 | 36
P=1331 | X=0235.540-0278.580 | Y=0086.140-0095.460 | Quốc lộ 1
P=1331 | X=0419.450-0450.020 | Y=0086.140-0095.460 | 11.100
P=1331 | X=0461.210-0486.260 | Y=0086.140-0095.460 | 7.800
P=1331 | X=0497.230-0522.280 | Y=0086.140-0095.460 | 6.700
P=1331 | X=0106.850-0135.260 | Y=0091.900-0101.220 | Thành
P=1331 | X=0106.850-0403.100 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1331 | X=0106.850-0384.450 | Y=0119.330-0130.570 | Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=1331 | X=0106.850-0242.600 | Y=0130.850-0142.090 | đường nhựa, bê tông xi măng:
P=1331 | X=0092.900-0104.020 | Y=0138.730-0148.050 | 37
P=1331 | X=0424.970-0450.020 | Y=0138.730-0148.050 | 4.300
P=1331 | X=0461.210-0486.260 | Y=0138.730-0148.050 | 3.000
P=1331 | X=0497.230-0522.280 | Y=0138.730-0148.050 | 2.600
P=1331 | X=0106.850-0337.930 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1331 | X=0106.850-0384.020 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1331 | X=0106.850-0403.100 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1331 | X=0106.850-0384.450 | Y=0194.930-0206.170 | Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=1331 | X=0106.850-0242.600 | Y=0206.470-0217.710 | đường nhựa, bê tông xi măng:
P=1331 | X=0092.900-0338.400 | Y=0223.990-0238.310 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1331 | X=0424.970-0450.020 | Y=0228.990-0238.310 | 3.000
P=1331 | X=0461.210-0486.260 | Y=0228.990-0238.310 | 2.100
P=1331 | X=0497.230-0522.280 | Y=0228.990-0238.310 | 1.800
P=1331 | X=0106.850-0413.270 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1331 | X=0106.850-0148.530 | Y=0253.030-0264.270 | ≤1.000m.
P=1331 | X=0106.850-0330.020 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1331 | X=0106.850-0403.100 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1331 | X=0106.850-0384.450 | Y=0299.860-0311.100 | Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=1331 | X=0106.850-0242.600 | Y=0311.380-0322.620 | đường nhựa, bê tông xi măng:
P=1331 | X=0092.900-0104.020 | Y=0319.260-0328.580 | 39
P=1331 | X=0424.970-0450.020 | Y=0319.260-0328.580 | 2.000
P=1331 | X=0461.210-0486.260 | Y=0319.260-0328.580 | 1.400
P=1331 | X=0497.230-0522.280 | Y=0319.260-0328.580 | 1.200
P=1331 | X=0106.850-0392.640 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1331 | X=0106.850-0330.490 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1331 | X=0106.850-0392.110 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1331 | X=0106.850-0408.690 | Y=0375.480-0386.720 | Đường Bắc Sơn - Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có
P=1331 | X=0106.850-0300.460 | Y=0387.000-0398.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=1331 | X=0092.900-0104.020 | Y=0394.880-0404.200 | 40
P=1331 | X=0424.970-0450.020 | Y=0394.880-0404.200 | 3.900
P=1331 | X=0461.210-0486.260 | Y=0394.880-0404.200 | 2.700
P=1331 | X=0497.230-0522.280 | Y=0394.880-0404.200 | 2.300
P=1331 | X=0106.850-0337.930 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1331 | X=0106.850-0384.020 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1331 | X=0106.850-0392.110 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1331 | X=0106.850-0408.690 | Y=0451.340-0462.580 | Đường Bắc Sơn - Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có
P=1331 | X=0106.850-0300.460 | Y=0462.860-0474.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=1331 | X=0092.900-0338.400 | Y=0480.380-0494.460 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1331 | X=0424.970-0450.020 | Y=0485.140-0494.460 | 2.700
P=1331 | X=0461.210-0486.260 | Y=0485.140-0494.460 | 1.900
P=1331 | X=0497.230-0522.280 | Y=0485.140-0494.460 | 1.600
P=1331 | X=0106.850-0413.270 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1331 | X=0106.850-0148.530 | Y=0509.420-0520.660 | ≤1.000m.
P=1331 | X=0106.850-0330.020 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1331 | X=0106.850-0392.110 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1331 | X=0106.850-0408.690 | Y=0556.010-0567.250 | Đường Bắc Sơn - Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có
P=1331 | X=0106.850-0300.460 | Y=0567.530-0578.770 | hiện trạng là đường nhựa, bê tông xi măng:
P=1331 | X=0092.900-0104.020 | Y=0575.410-0584.730 | 42
P=1331 | X=0424.970-0450.020 | Y=0575.410-0584.730 | 1.800
P=1331 | X=0461.210-0486.260 | Y=0575.410-0584.730 | 1.300
P=1331 | X=0497.230-0522.280 | Y=0575.410-0584.730 | 1.100
P=1331 | X=0106.850-0392.640 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1331 | X=0106.850-0330.490 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1331 | X=0106.850-0211.350 | Y=0620.350-0631.590 | Đường Bắc Sơn - Long
P=1331 | X=0322.200-0404.620 | Y=0620.350-0631.590 | Giáp ranh phường
P=1331 | X=0235.540-0283.220 | Y=0626.110-0637.350 | Đường sắt
P=1331 | X=0092.900-0104.020 | Y=0627.990-0637.310 | 43
P=1331 | X=0424.970-0450.020 | Y=0627.990-0637.310 | 7.800
P=1331 | X=0461.210-0486.260 | Y=0627.990-0637.310 | 5.500
P=1331 | X=0497.230-0522.280 | Y=0627.990-0637.310 | 4.700
P=1331 | X=0322.200-0372.920 | Y=0631.870-0643.110 | Phước Tân
P=1331 | X=0106.850-0135.260 | Y=0633.750-0643.070 | Thành
P=1331 | X=0106.850-0403.100 | Y=0649.630-0660.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1331 | X=0106.850-0406.050 | Y=0661.150-0672.390 | Long Thành đoạn từ Đường sắt đến Giáp ranh phường Phước Tân
P=1331 | X=0106.850-0313.700 | Y=0672.670-0683.910 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1331 | X=0092.900-0104.020 | Y=0680.550-0689.870 | 44
P=1331 | X=0424.970-0450.020 | Y=0680.550-0689.870 | 3.400
P=1331 | X=0461.210-0486.260 | Y=0680.550-0689.870 | 2.400
P=1331 | X=0497.230-0522.280 | Y=0680.550-0689.870 | 2.000
P=1331 | X=0106.850-0337.930 | Y=0690.190-0701.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1331 | X=0106.850-0384.040 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1332 | X=0106.850-0403.100 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1332 | X=0106.850-0406.050 | Y=0090.020-0101.260 | Long Thành đoạn từ Đường sắt đến Giáp ranh phường Phước Tân
P=1332 | X=0106.850-0313.700 | Y=0101.540-0112.780 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0092.900-0338.440 | Y=0119.090-0133.170 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1332 | X=0424.970-0450.020 | Y=0123.850-0133.170 | 2.600
P=1332 | X=0461.210-0486.260 | Y=0123.850-0133.170 | 1.800
P=1332 | X=0497.230-0522.280 | Y=0123.850-0133.170 | 1.600
P=1332 | X=0106.850-0413.270 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1332 | X=0106.850-0148.530 | Y=0148.130-0159.370 | ≤1.000m.
P=1332 | X=0106.850-0330.020 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1332 | X=0106.850-0403.100 | Y=0183.170-0194.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1332 | X=0106.850-0406.050 | Y=0194.690-0205.930 | Long Thành đoạn từ Đường sắt đến Giáp ranh phường Phước Tân
P=1332 | X=0106.850-0313.700 | Y=0206.230-0217.470 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0092.900-0104.020 | Y=0214.110-0223.430 | 46
P=1332 | X=0424.970-0450.020 | Y=0214.110-0223.430 | 1.700
P=1332 | X=0461.210-0486.260 | Y=0214.110-0223.430 | 1.200
P=1332 | X=0497.230-0522.280 | Y=0214.110-0223.430 | 1.000
P=1332 | X=0106.850-0392.640 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1332 | X=0106.850-0330.490 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1332 | X=0106.850-0392.110 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1332 | X=0106.850-0396.440 | Y=0270.550-0281.790 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1332 | X=0106.850-0405.390 | Y=0282.100-0293.340 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0092.900-0104.020 | Y=0289.980-0299.300 | 47
P=1332 | X=0424.970-0450.020 | Y=0289.980-0299.300 | 3.100
P=1332 | X=0461.210-0486.260 | Y=0289.980-0299.300 | 2.200
P=1332 | X=0497.230-0522.280 | Y=0289.980-0299.300 | 1.900
P=1332 | X=0106.850-0337.930 | Y=0299.620-0310.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1332 | X=0106.850-0384.020 | Y=0317.140-0328.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1332 | X=0106.850-0392.110 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1332 | X=0106.850-0396.440 | Y=0346.420-0357.660 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1332 | X=0106.850-0405.390 | Y=0357.700-0368.940 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0092.900-0338.400 | Y=0375.240-0389.560 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1332 | X=0424.970-0450.020 | Y=0380.240-0389.560 | 2.300
P=1332 | X=0461.210-0486.260 | Y=0380.240-0389.560 | 1.600
P=1332 | X=0497.230-0522.280 | Y=0380.240-0389.560 | 1.400
P=1332 | X=0106.850-0413.270 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1332 | X=0106.850-0148.530 | Y=0404.280-0415.520 | ≤1.000m.
P=1332 | X=0106.850-0330.020 | Y=0421.800-0433.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1332 | X=0106.850-0392.110 | Y=0439.560-0450.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1332 | X=0106.850-0396.440 | Y=0451.100-0462.340 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1332 | X=0106.850-0405.390 | Y=0462.620-0473.860 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0092.900-0104.020 | Y=0470.500-0479.820 | 49
P=1332 | X=0424.970-0450.020 | Y=0470.500-0479.820 | 1.500
P=1332 | X=0461.210-0486.260 | Y=0470.500-0479.820 | 1.100
P=1332 | X=0505.390-0522.030 | Y=0470.500-0479.820 | 900
P=1332 | X=0106.850-0392.640 | Y=0480.140-0491.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1332 | X=0106.850-0330.490 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1332 | X=0322.200-0391.890 | Y=0517.300-0526.620 | Ranh Cụm làng
P=1332 | X=0092.900-0165.730 | Y=0526.940-0538.180 | 50 Đường số 69
P=1332 | X=0235.540-0278.580 | Y=0528.820-0538.140 | Quốc lộ 1
P=1332 | X=0322.200-0413.020 | Y=0528.820-0538.140 | nghề gỗ mỹ nghệ xã
P=1332 | X=0424.970-0450.020 | Y=0528.820-0538.140 | 4.400
P=1332 | X=0461.210-0486.260 | Y=0528.820-0538.140 | 3.100
P=1332 | X=0497.230-0522.280 | Y=0528.820-0538.140 | 2.600
P=1332 | X=0322.200-0367.390 | Y=0540.130-0549.450 | Bình Minh
P=1332 | X=0106.850-0407.260 | Y=0556.010-0567.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 69 đoạn
P=1332 | X=0106.850-0408.420 | Y=0567.530-0578.770 | từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ nghệ xã Bình Minh có
P=1332 | X=0106.850-0300.460 | Y=0579.050-0590.290 | hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0092.900-0104.020 | Y=0586.930-0596.250 | 51
P=1332 | X=0424.970-0450.020 | Y=0586.930-0596.250 | 2.100
P=1332 | X=0461.210-0486.260 | Y=0586.930-0596.250 | 1.500
P=1332 | X=0497.230-0522.280 | Y=0586.930-0596.250 | 1.300
P=1332 | X=0106.850-0337.930 | Y=0596.570-0607.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1332 | X=0106.850-0384.040 | Y=0614.090-0625.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1332 | X=0106.850-0407.260 | Y=0631.870-0643.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 69 đoạn
P=1332 | X=0106.850-0408.420 | Y=0643.390-0654.630 | từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ nghệ xã Bình Minh có
P=1332 | X=0106.850-0300.460 | Y=0654.910-0666.150 | hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0092.900-0104.020 | Y=0668.550-0677.870 | 52
P=1332 | X=0424.970-0450.020 | Y=0668.550-0677.870 | 1.800
P=1332 | X=0461.210-0486.260 | Y=0668.550-0677.870 | 1.300
P=1332 | X=0497.230-0522.280 | Y=0668.550-0677.870 | 1.100
P=1332 | X=0106.850-0338.440 | Y=0672.430-0683.670 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1332 | X=0106.850-0413.270 | Y=0689.950-0701.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
