TABLE=049 | AREA=Xã Tà Lài | SECTION=non-agricultural | SEGMENTS=1
P=1675 | X=0461.210-0477.850 | Y=0667.590-0676.910 | 360
P=1675 | X=0505.390-0522.030 | Y=0667.590-0676.910 | 310
P=1675 | X=0108.530-0191.590 | Y=0673.350-0682.670 | Lập 6 - Phú Lập 7)
P=1675 | X=0219.910-0268.900 | Y=0679.110-0688.430 | Phú Lập 7)
P=1675 | X=0302.280-0374.530 | Y=0679.110-0688.430 | số 31 (bên phải)
P=1675 | X=0108.530-0375.310 | Y=0694.750-0705.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1675 | X=0090.740-0107.380 | Y=0702.420-0711.740 | 100
P=1675 | X=0413.180-0429.820 | Y=0702.420-0711.740 | 260
P=1675 | X=0461.210-0477.850 | Y=0702.420-0711.740 | 180
P=1675 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 160
P=1675 | X=0108.530-0382.790 | Y=0706.290-0717.530 | ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường Đường
P=1676 | X=0108.530-0376.520 | Y=0072.500-0083.740 | ấp 2 (ấp Phú Lập 7) đến Hết ranh thửa đất số 488, tờ BĐĐC
P=1676 | X=0108.530-0359.960 | Y=0084.020-0095.260 | số 31 (bên phải) có hiện trạng là đường nhựa, bê tông xi
P=1676 | X=0108.530-0136.530 | Y=0095.540-0106.780 | măng:
P=1676 | X=0108.530-0339.610 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1676 | X=0108.530-0385.700 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1676 | X=0108.530-0375.310 | Y=0148.370-0159.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1676 | X=0108.530-0382.790 | Y=0159.650-0170.890 | ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường Đường
P=1676 | X=0108.530-0376.520 | Y=0171.170-0182.410 | ấp 2 (ấp Phú Lập 7) đến Hết ranh thửa đất số 488, tờ BĐĐC
P=1676 | X=0108.530-0359.960 | Y=0182.690-0193.930 | số 31 (bên phải) có hiện trạng là đường nhựa, bê tông xi
P=1676 | X=0108.530-0136.530 | Y=0194.210-0205.450 | măng:
P=1676 | X=0090.740-0107.380 | Y=0205.230-0214.550 | 101
P=1676 | X=0413.180-0429.820 | Y=0205.230-0214.550 | 220
P=1676 | X=0461.210-0477.850 | Y=0205.230-0214.550 | 150
P=1676 | X=0505.390-0522.030 | Y=0205.230-0214.550 | 130
P=1676 | X=0108.530-0340.080 | Y=0211.750-0222.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1676 | X=0108.530-0361.840 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1676 | X=0108.530-0203.480 | Y=0240.790-0252.030 | >500m đến ≤1.000m.
P=1676 | X=0108.530-0331.730 | Y=0258.310-0269.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1676 | X=0108.530-0375.310 | Y=0276.070-0287.310 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1676 | X=0108.530-0382.790 | Y=0287.620-0298.860 | ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường Đường
P=1676 | X=0108.530-0376.520 | Y=0299.140-0310.380 | ấp 2 (ấp Phú Lập 7) đến Hết ranh thửa đất số 488, tờ BĐĐC
P=1676 | X=0108.530-0359.960 | Y=0310.660-0321.900 | số 31 (bên phải) có hiện trạng là đường nhựa, bê tông xi
P=1676 | X=0090.740-0136.530 | Y=0321.940-0333.620 | 102 măng:
P=1676 | X=0413.180-0429.820 | Y=0324.300-0333.620 | 200
P=1676 | X=0461.210-0477.850 | Y=0324.300-0333.620 | 140
P=1676 | X=0505.390-0522.030 | Y=0324.300-0333.620 | 120
P=1676 | X=0108.530-0349.620 | Y=0339.460-0350.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1676 | X=0108.530-0150.670 | Y=0352.860-0362.180 | >1.000m.
P=1676 | X=0108.530-0332.170 | Y=0368.520-0379.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1676 | X=0108.530-0382.040 | Y=0386.280-0397.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1676 | X=0108.530-0379.890 | Y=0397.800-0409.040 | ra Đường liên ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba
P=1676 | X=0108.530-0377.980 | Y=0409.320-0420.560 | đường Đường ấp 2 (ấp Phú Lập 7) đến Hết ranh thửa đất số
P=1676 | X=0108.530-0379.030 | Y=0420.840-0432.080 | 488, tờ BĐĐC số 31 (bên phải) có hiện trạng là đường nhựa,
P=1676 | X=0090.740-0107.380 | Y=0428.720-0438.040 | 103
P=1676 | X=0413.180-0429.820 | Y=0428.720-0438.040 | 230
P=1676 | X=0461.210-0477.850 | Y=0428.720-0438.040 | 160
P=1676 | X=0505.390-0522.030 | Y=0428.720-0438.040 | 140
P=1676 | X=0108.530-0182.610 | Y=0432.360-0443.600 | bê tông xi măng:
P=1676 | X=0108.530-0339.610 | Y=0449.900-0461.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1676 | X=0108.530-0385.700 | Y=0467.420-0478.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1676 | X=0108.530-0382.040 | Y=0485.180-0496.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1676 | X=0108.530-0379.890 | Y=0496.460-0507.700 | ra Đường liên ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba
P=1676 | X=0108.530-0377.980 | Y=0507.980-0519.220 | đường Đường ấp 2 (ấp Phú Lập 7) đến Hết ranh thửa đất số
P=1676 | X=0108.530-0379.030 | Y=0519.500-0530.740 | 488, tờ BĐĐC số 31 (bên phải) có hiện trạng là đường nhựa,
P=1676 | X=0108.530-0182.610 | Y=0531.020-0542.260 | bê tông xi măng:
P=1676 | X=0090.740-0107.380 | Y=0542.050-0551.370 | 104
P=1676 | X=0413.180-0429.820 | Y=0542.050-0551.370 | 200
P=1676 | X=0461.210-0477.850 | Y=0542.050-0551.370 | 140
P=1676 | X=0505.390-0522.030 | Y=0542.050-0551.370 | 120
P=1676 | X=0108.530-0340.080 | Y=0548.570-0559.810 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1676 | X=0108.530-0361.840 | Y=0566.090-0577.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1676 | X=0108.530-0203.480 | Y=0577.610-0588.850 | >500m đến ≤1.000m.
P=1676 | X=0108.530-0331.700 | Y=0595.130-0606.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1676 | X=0108.530-0382.040 | Y=0612.890-0624.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1676 | X=0108.530-0379.890 | Y=0624.430-0635.670 | ra Đường liên ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba
P=1676 | X=0108.530-0377.980 | Y=0635.950-0647.190 | đường Đường ấp 2 (ấp Phú Lập 7) đến Hết ranh thửa đất số
P=1676 | X=0108.530-0379.030 | Y=0647.470-0658.710 | 488, tờ BĐĐC số 31 (bên phải) có hiện trạng là đường nhựa,
P=1676 | X=0090.740-0182.610 | Y=0658.750-0670.430 | 105 bê tông xi măng:
P=1676 | X=0413.180-0429.820 | Y=0661.110-0670.430 | 180
P=1676 | X=0461.210-0477.850 | Y=0661.110-0670.430 | 130
P=1676 | X=0505.390-0522.030 | Y=0661.110-0670.430 | 110
P=1676 | X=0108.530-0349.620 | Y=0676.270-0687.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1676 | X=0108.530-0150.670 | Y=0689.670-0698.990 | >1.000m.
P=1676 | X=0108.530-0332.170 | Y=0705.330-0716.570 | - Có bề rộng <3m, cách đường giao thông >200m.
