TABLE=054 | AREA=Xã Tân An | SECTION=non-agricultural | SEGMENTS=1
P=1808 | X=0108.290-0321.560 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1808 | X=0108.290-0243.140 | Y=0316.660-0327.900 | thông từ >500m đến ≤1.000m.
P=1808 | X=0108.290-0331.460 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1808 | X=0108.290-0341.000 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1808 | X=0108.290-0314.790 | Y=0363.220-0374.460 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1808 | X=0108.290-0324.660 | Y=0374.760-0386.000 | Đường Trị An - Vĩnh Tân đến Đường tỉnh 768 có
P=1808 | X=0108.290-0301.900 | Y=0386.280-0397.520 | hiện trạng là đường nhựa, bê tông xi măng:
P=1808 | X=0090.500-0107.140 | Y=0394.160-0403.480 | 105
P=1808 | X=0388.940-0405.580 | Y=0394.160-0403.480 | 700
P=1808 | X=0450.170-0466.810 | Y=0394.160-0403.480 | 490
P=1808 | X=0505.390-0522.030 | Y=0394.160-0403.480 | 420
P=1808 | X=0108.290-0321.540 | Y=0403.800-0415.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1808 | X=0108.290-0178.270 | Y=0417.200-0426.520 | thông >1.000m.
P=1808 | X=0108.290-0331.930 | Y=0432.840-0444.080 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1808 | X=0108.290-0179.670 | Y=0450.620-0461.860 | Đường tổ 7 - ấp
P=1808 | X=0191.830-0245.380 | Y=0450.620-0461.860 | Đường Cộ -
P=1808 | X=0262.660-0327.240 | Y=0450.620-0461.860 | Đường Trị An-
P=1808 | X=0090.500-0107.140 | Y=0458.260-0467.580 | 106
P=1808 | X=0380.780-0405.830 | Y=0458.260-0467.580 | 1.700
P=1808 | X=0442.010-0467.060 | Y=0458.260-0467.580 | 1.200
P=1808 | X=0497.230-0522.280 | Y=0458.260-0467.580 | 1.000
P=1808 | X=0262.660-0303.540 | Y=0462.140-0473.380 | Vĩnh Tân
P=1808 | X=0108.290-0148.690 | Y=0464.020-0473.340 | Cây Xoài
P=1808 | X=0191.830-0232.230 | Y=0464.020-0473.340 | Cây Xoài
P=1808 | X=0108.290-0322.520 | Y=0479.900-0491.140 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1808 | X=0108.290-0336.840 | Y=0491.420-0502.660 | Đường tổ 7 - ấp Cây Xoài đoạn từ Đường Cộ - Cây
P=1808 | X=0108.290-0332.590 | Y=0502.940-0514.180 | Xoài đến Đường Trị An - Vĩnh Tân có hiện trạng là
P=1808 | X=0108.290-0244.040 | Y=0514.220-0525.460 | đường nhựa, bê tông xi măng:
P=1808 | X=0090.500-0107.140 | Y=0522.100-0531.420 | 107
P=1808 | X=0388.940-0405.580 | Y=0522.100-0531.420 | 840
P=1808 | X=0450.170-0466.810 | Y=0522.100-0531.420 | 590
P=1808 | X=0505.390-0522.030 | Y=0522.100-0531.420 | 500
P=1808 | X=0108.290-0339.370 | Y=0531.740-0542.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1808 | X=0108.290-0321.540 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1808 | X=0108.290-0169.410 | Y=0560.810-0572.050 | thông ≤500m.
P=1808 | X=0108.290-0322.520 | Y=0578.570-0589.810 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1808 | X=0108.290-0336.840 | Y=0590.090-0601.330 | Đường tổ 7 - ấp Cây Xoài đoạn từ Đường Cộ - Cây
P=1808 | X=0108.290-0332.590 | Y=0601.610-0612.850 | Xoài đến Đường Trị An - Vĩnh Tân có hiện trạng là
P=1808 | X=0108.290-0244.070 | Y=0613.130-0624.370 | đường nhựa, bê tông xi măng:
P=1808 | X=0090.500-0339.840 | Y=0629.670-0641.910 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1808 | X=0388.940-0405.580 | Y=0629.670-0638.990 | 700
P=1808 | X=0450.170-0466.810 | Y=0629.670-0638.990 | 490
P=1808 | X=0505.390-0522.030 | Y=0629.670-0638.990 | 420
P=1808 | X=0108.290-0321.540 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1808 | X=0108.290-0243.110 | Y=0659.710-0670.950 | thông từ >500m đến ≤1.000m.
P=1808 | X=0108.290-0331.460 | Y=0677.230-0688.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1808 | X=0108.290-0322.520 | Y=0694.750-0705.990 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1808 | X=0090.500-0107.140 | Y=0702.420-0711.740 | 109
P=1808 | X=0388.940-0405.580 | Y=0702.420-0711.740 | 560
P=1808 | X=0450.170-0466.810 | Y=0702.420-0711.740 | 390
P=1808 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 340
P=1808 | X=0108.290-0336.840 | Y=0706.290-0717.530 | Đường tổ 7 - ấp Cây Xoài đoạn từ Đường Cộ - Cây
P=1809 | X=0108.290-0332.590 | Y=0072.500-0083.740 | Xoài đến Đường Trị An - Vĩnh Tân có hiện trạng là
P=1809 | X=0108.290-0244.040 | Y=0084.020-0095.260 | đường nhựa, bê tông xi măng:
P=1809 | X=0108.290-0322.520 | Y=0101.540-0112.780 | - Cớ bề rộng từ ≥3m đến <5m, cách đường giao
P=1809 | X=0108.290-0178.270 | Y=0114.940-0124.260 | thông >1.000m.
P=1809 | X=0108.290-0331.930 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1809 | X=0108.290-0341.000 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1809 | X=0108.290-0313.110 | Y=0159.650-0170.890 | và thông ra Đường tổ 7 - ấp Cây Xoài đoạn từ
P=1809 | X=0108.290-0337.870 | Y=0171.170-0182.410 | Đường Cộ - Cây Xoài đến Đường Trị An - Vĩnh Tân
P=1809 | X=0108.290-0315.140 | Y=0182.690-0193.930 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1809 | X=0090.500-0107.140 | Y=0190.570-0199.890 | 110
P=1809 | X=0388.940-0405.580 | Y=0190.570-0199.890 | 760
P=1809 | X=0450.170-0466.810 | Y=0190.570-0199.890 | 530
P=1809 | X=0505.390-0522.030 | Y=0190.570-0199.890 | 460
P=1809 | X=0108.290-0339.370 | Y=0200.230-0211.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1809 | X=0108.290-0321.540 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1809 | X=0108.290-0169.410 | Y=0229.270-0240.510 | thông ≤500m.
P=1809 | X=0108.290-0341.000 | Y=0247.030-0258.270 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1809 | X=0108.290-0313.110 | Y=0258.550-0269.790 | và thông ra Đường tổ 7 - ấp Cây Xoài đoạn từ
P=1809 | X=0108.290-0337.880 | Y=0270.070-0281.310 | Đường Cộ - Cây Xoài đến Đường Trị An - Vĩnh Tân
P=1809 | X=0108.290-0315.140 | Y=0281.620-0292.860 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1809 | X=0090.500-0339.840 | Y=0298.140-0310.380 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1809 | X=0388.940-0405.580 | Y=0298.140-0307.460 | 630
P=1809 | X=0450.170-0466.810 | Y=0298.140-0307.460 | 440
P=1809 | X=0505.390-0522.030 | Y=0298.140-0307.460 | 380
P=1809 | X=0108.290-0321.560 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1809 | X=0108.290-0243.110 | Y=0327.940-0339.180 | thông từ >500m đến ≤1.000m.
P=1809 | X=0108.290-0331.460 | Y=0345.460-0356.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1809 | X=0108.290-0341.000 | Y=0363.220-0374.460 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1809 | X=0108.290-0313.110 | Y=0374.760-0386.000 | và thông ra Đường tổ 7 - ấp Cây Xoài đoạn từ
P=1809 | X=0108.290-0337.870 | Y=0386.280-0397.520 | Đường Cộ - Cây Xoài đến Đường Trị An - Vĩnh Tân
P=1809 | X=0108.290-0315.140 | Y=0397.800-0409.040 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1809 | X=0090.500-0107.140 | Y=0405.680-0415.000 | 112
P=1809 | X=0388.940-0405.580 | Y=0405.680-0415.000 | 500
P=1809 | X=0450.170-0466.810 | Y=0405.680-0415.000 | 350
P=1809 | X=0505.390-0522.030 | Y=0405.680-0415.000 | 300
P=1809 | X=0108.290-0321.540 | Y=0415.320-0426.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1809 | X=0108.290-0178.270 | Y=0428.720-0438.040 | thông >1.000m.
P=1809 | X=0108.290-0331.930 | Y=0444.360-0455.600 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1809 | X=0108.290-0170.770 | Y=0462.140-0473.380 | Đường hồ Mo
P=1809 | X=0191.830-0336.600 | Y=0462.140-0473.380 | Đường Tân An Đường Cộ - Cây
P=1809 | X=0090.500-0107.140 | Y=0469.780-0479.100 | 113
P=1809 | X=0380.780-0405.830 | Y=0469.780-0479.100 | 1.700
P=1809 | X=0442.010-0467.060 | Y=0469.780-0479.100 | 1.200
P=1809 | X=0497.230-0522.280 | Y=0469.780-0479.100 | 1.000
P=1809 | X=0191.830-0238.700 | Y=0473.660-0484.900 | - Vĩnh Tân
P=1809 | X=0108.290-0132.150 | Y=0475.540-0484.860 | Nang
P=1809 | X=0262.660-0282.430 | Y=0475.540-0484.860 | Xoài
P=1809 | X=0108.290-0322.520 | Y=0491.420-0502.660 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1809 | X=0108.290-0333.550 | Y=0502.940-0514.180 | Đường hồ Mo Nang đoạn từ Đường Tân An - Vĩnh
P=1809 | X=0108.290-0315.800 | Y=0514.220-0525.460 | Tân đến Đường Cộ - Cây Xoài có hiện trạng là
P=1809 | X=0108.290-0244.040 | Y=0525.740-0536.980 | đường nhựa, bê tông xi măng:
P=1809 | X=0090.500-0107.140 | Y=0533.620-0542.940 | 114
P=1809 | X=0388.940-0405.580 | Y=0533.620-0542.940 | 840
P=1809 | X=0450.170-0466.810 | Y=0533.620-0542.940 | 590
P=1809 | X=0505.390-0522.030 | Y=0533.620-0542.940 | 500
P=1809 | X=0108.290-0339.400 | Y=0543.290-0554.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1809 | X=0108.290-0321.540 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1809 | X=0108.290-0169.410 | Y=0572.330-0583.570 | thông ≤500m.
P=1809 | X=0108.290-0322.520 | Y=0590.090-0601.330 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1809 | X=0108.290-0333.560 | Y=0601.610-0612.850 | Đường hồ Mo Nang đoạn từ Đường Tân An - Vĩnh
P=1809 | X=0108.290-0315.800 | Y=0613.130-0624.370 | Tân đến Đường Cộ - Cây Xoài có hiện trạng là
P=1809 | X=0108.290-0244.040 | Y=0624.670-0635.910 | đường nhựa, bê tông xi măng:
P=1809 | X=0090.500-0339.840 | Y=0641.190-0653.430 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1809 | X=0388.940-0405.580 | Y=0641.190-0650.510 | 700
P=1809 | X=0450.170-0466.810 | Y=0641.190-0650.510 | 490
P=1809 | X=0505.390-0522.030 | Y=0641.190-0650.510 | 420
P=1809 | X=0108.290-0321.540 | Y=0659.710-0670.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1809 | X=0108.290-0243.140 | Y=0671.230-0682.470 | thông từ >500m đến ≤1.000m.
P=1809 | X=0108.290-0331.460 | Y=0688.510-0699.750 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1809 | X=0090.500-0322.520 | Y=0706.290-0717.530 | 116 Các tuyến đường giao thông đấu nối trực tiếp ra
P=1809 | X=0388.940-0405.580 | Y=0708.180-0717.500 | 560
P=1809 | X=0450.170-0466.810 | Y=0708.180-0717.500 | 390
P=1809 | X=0505.390-0522.030 | Y=0708.180-0717.500 | 340
P=1810 | X=0108.290-0333.550 | Y=0072.500-0083.740 | Đường hồ Mo Nang đoạn từ Đường Tân An - Vĩnh
P=1810 | X=0108.290-0315.800 | Y=0084.020-0095.260 | Tân đến Đường Cộ - Cây Xoài có hiện trạng là
P=1810 | X=0108.290-0244.040 | Y=0095.540-0106.780 | đường nhựa, bê tông xi măng:
P=1810 | X=0108.290-0321.540 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1810 | X=0108.290-0178.270 | Y=0126.490-0135.810 | thông >1.000m.
P=1810 | X=0108.290-0331.930 | Y=0142.130-0153.370 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1810 | X=0108.290-0341.000 | Y=0159.650-0170.890 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1810 | X=0108.290-0341.960 | Y=0171.170-0182.410 | và thông ra Đường hồ Mo Nang đoạn từ Đường Tân
P=1810 | X=0108.290-0324.200 | Y=0182.690-0193.930 | An - Vĩnh Tân đến Đường Cộ - Cây Xoài có hiện
P=1810 | X=0108.290-0280.070 | Y=0194.210-0205.450 | trạng là đường nhựa, bê tông xi măng:
P=1810 | X=0090.500-0107.140 | Y=0202.110-0211.430 | 117
P=1810 | X=0388.940-0405.580 | Y=0202.110-0211.430 | 760
P=1810 | X=0450.170-0466.810 | Y=0202.110-0211.430 | 530
P=1810 | X=0505.390-0522.030 | Y=0202.110-0211.430 | 460
P=1810 | X=0108.290-0339.370 | Y=0211.750-0222.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1810 | X=0108.290-0321.560 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1810 | X=0108.290-0169.410 | Y=0240.790-0252.030 | thông ≤500m.
P=1810 | X=0108.290-0341.000 | Y=0258.550-0269.790 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1810 | X=0108.290-0341.960 | Y=0270.070-0281.310 | và thông ra Đường hồ Mo Nang đoạn từ Đường Tân
P=1810 | X=0108.290-0324.210 | Y=0281.620-0292.860 | An - Vĩnh Tân đến Đường Cộ - Cây Xoài có hiện
P=1810 | X=0108.290-0280.070 | Y=0293.140-0304.380 | trạng là đường nhựa, bê tông xi măng:
P=1810 | X=0090.500-0339.840 | Y=0309.660-0321.900 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1810 | X=0388.940-0405.580 | Y=0309.660-0318.980 | 630
P=1810 | X=0450.170-0466.810 | Y=0309.660-0318.980 | 440
P=1810 | X=0505.390-0522.030 | Y=0309.660-0318.980 | 380
P=1810 | X=0108.290-0321.540 | Y=0327.940-0339.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1810 | X=0108.290-0243.140 | Y=0339.460-0350.700 | thông từ >500m đến ≤1.000m.
P=1810 | X=0108.290-0331.460 | Y=0356.980-0368.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1810 | X=0108.290-0341.000 | Y=0374.760-0386.000 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1810 | X=0108.290-0341.960 | Y=0386.280-0397.520 | và thông ra Đường hồ Mo Nang đoạn từ Đường Tân
P=1810 | X=0108.290-0324.210 | Y=0397.800-0409.040 | An - Vĩnh Tân đến Đường Cộ - Cây Xoài có hiện
P=1810 | X=0108.290-0280.070 | Y=0409.320-0420.560 | trạng là đường nhựa, bê tông xi măng:
P=1810 | X=0090.500-0107.140 | Y=0417.200-0426.520 | 119
P=1810 | X=0388.940-0405.580 | Y=0417.200-0426.520 | 500
P=1810 | X=0450.170-0466.810 | Y=0417.200-0426.520 | 350
P=1810 | X=0505.390-0522.030 | Y=0417.200-0426.520 | 300
P=1810 | X=0108.290-0321.540 | Y=0426.840-0438.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1810 | X=0108.290-0178.270 | Y=0440.240-0449.560 | thông >1.000m.
P=1810 | X=0108.290-0331.930 | Y=0455.900-0467.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1810 | X=0108.290-0162.870 | Y=0473.660-0484.900 | Đường Suối
P=1810 | X=0262.660-0335.640 | Y=0473.660-0484.900 | Đường Tân An -
P=1810 | X=0191.830-0262.030 | Y=0479.420-0490.660 | Đường tỉnh 768
P=1810 | X=0090.500-0107.140 | Y=0481.300-0490.620 | 120
P=1810 | X=0380.780-0405.830 | Y=0481.300-0490.620 | 1.700
P=1810 | X=0442.010-0467.060 | Y=0481.300-0490.620 | 1.200
P=1810 | X=0497.230-0522.280 | Y=0481.300-0490.620 | 1.000
P=1810 | X=0262.660-0303.530 | Y=0485.180-0496.420 | Vĩnh Tân
P=1810 | X=0108.290-0137.670 | Y=0487.060-0496.380 | Ngang
P=1810 | X=0108.290-0322.520 | Y=0502.940-0514.180 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1810 | X=0108.290-0324.680 | Y=0514.220-0525.460 | Đường Suối Ngang đoạn từ Đường tỉnh 768 đến
P=1810 | X=0108.290-0328.520 | Y=0525.740-0536.980 | Đường Tân An - Vĩnh Tân có hiện trạng là đường
P=1810 | X=0108.290-0211.400 | Y=0537.290-0548.530 | nhựa, bê tông xi măng:
P=1810 | X=0090.500-0107.140 | Y=0545.170-0554.490 | 121
P=1810 | X=0388.940-0405.580 | Y=0545.170-0554.490 | 840
P=1810 | X=0450.170-0466.810 | Y=0545.170-0554.490 | 590
P=1810 | X=0505.390-0522.030 | Y=0545.170-0554.490 | 500
P=1810 | X=0108.290-0339.370 | Y=0554.810-0566.050 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1810 | X=0108.290-0321.560 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1810 | X=0108.290-0169.430 | Y=0583.850-0595.090 | thông ≤500m.
P=1810 | X=0108.290-0322.520 | Y=0601.610-0612.850 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1810 | X=0108.290-0324.680 | Y=0613.130-0624.370 | Đường Suối Ngang đoạn từ Đường tỉnh 768 đến
P=1810 | X=0108.290-0328.520 | Y=0624.670-0635.910 | Đường Tân An - Vĩnh Tân có hiện trạng là đường
P=1810 | X=0108.290-0211.400 | Y=0636.190-0647.430 | nhựa, bê tông xi măng:
P=1810 | X=0090.500-0339.840 | Y=0652.710-0664.950 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1810 | X=0388.940-0405.580 | Y=0652.710-0662.030 | 700
P=1810 | X=0450.170-0466.810 | Y=0652.710-0662.030 | 490
P=1810 | X=0505.390-0522.030 | Y=0652.710-0662.030 | 420
P=1810 | X=0108.290-0321.540 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1810 | X=0108.290-0243.110 | Y=0682.510-0693.750 | thông từ >500m đến ≤1.000m.
P=1810 | X=0108.290-0331.460 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1811 | X=0108.290-0322.520 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1811 | X=0108.290-0324.680 | Y=0090.020-0101.260 | Đường Suối Ngang đoạn từ Đường tỉnh 768 đến
P=1811 | X=0108.290-0328.520 | Y=0101.540-0112.780 | Đường Tân An - Vĩnh Tân có hiện trạng là đường
P=1811 | X=0108.290-0211.400 | Y=0113.060-0124.300 | nhựa, bê tông xi măng:
P=1811 | X=0090.500-0107.140 | Y=0120.970-0130.290 | 123
P=1811 | X=0388.940-0405.580 | Y=0120.970-0130.290 | 560
P=1811 | X=0450.170-0466.810 | Y=0120.970-0130.290 | 390
P=1811 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 340
P=1811 | X=0108.290-0321.540 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1811 | X=0108.290-0178.270 | Y=0144.010-0153.330 | thông >1.000m.
P=1811 | X=0108.290-0331.930 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1811 | X=0108.290-0341.000 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1811 | X=0108.290-0338.600 | Y=0188.690-0199.930 | và thông ra Đường Suối Ngang đoạn từ Đường tỉnh
P=1811 | X=0108.290-0334.760 | Y=0200.230-0211.470 | 768 đến Đường Tân An - Vĩnh Tân có hiện trạng là
P=1811 | X=0108.290-0244.040 | Y=0211.750-0222.990 | đường nhựa, bê tông xi măng:
P=1811 | X=0090.500-0107.140 | Y=0219.630-0228.950 | 124
P=1811 | X=0388.940-0405.580 | Y=0219.630-0228.950 | 760
P=1811 | X=0450.170-0466.810 | Y=0219.630-0228.950 | 530
P=1811 | X=0505.390-0522.030 | Y=0219.630-0228.950 | 460
P=1811 | X=0108.290-0339.370 | Y=0229.270-0240.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1811 | X=0108.290-0321.560 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1811 | X=0108.290-0169.410 | Y=0258.310-0269.550 | thông ≤500m.
P=1811 | X=0108.290-0341.000 | Y=0276.070-0287.310 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1811 | X=0108.290-0338.600 | Y=0287.620-0298.860 | và thông ra Đường Suối Ngang đoạn từ Đường tỉnh
P=1811 | X=0108.290-0334.760 | Y=0299.140-0310.380 | 768 đến Đường Tân An - Vĩnh Tân có hiện trạng là
P=1811 | X=0108.290-0244.040 | Y=0310.660-0321.900 | đường nhựa, bê tông xi măng:
P=1811 | X=0090.500-0339.840 | Y=0327.180-0339.180 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1811 | X=0388.940-0405.580 | Y=0327.180-0336.500 | 630
P=1811 | X=0450.170-0466.810 | Y=0327.180-0336.500 | 440
P=1811 | X=0505.390-0522.030 | Y=0327.180-0336.500 | 380
P=1811 | X=0108.290-0321.540 | Y=0345.460-0356.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1811 | X=0108.290-0243.110 | Y=0356.980-0368.220 | thông từ >500m đến ≤1.000m.
P=1811 | X=0108.290-0331.460 | Y=0374.520-0385.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1811 | X=0108.290-0341.000 | Y=0392.280-0403.520 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1811 | X=0108.290-0338.600 | Y=0403.800-0415.040 | và thông ra Đường Suối Ngang đoạn từ Đường tỉnh
P=1811 | X=0108.290-0334.760 | Y=0415.320-0426.560 | 768 đến Đường Tân An - Vĩnh Tân có hiện trạng là
P=1811 | X=0108.290-0244.040 | Y=0426.840-0438.080 | đường nhựa, bê tông xi măng:
P=1811 | X=0090.500-0107.140 | Y=0434.720-0444.040 | 126
P=1811 | X=0388.940-0405.580 | Y=0434.720-0444.040 | 500
P=1811 | X=0450.170-0466.810 | Y=0434.720-0444.040 | 350
P=1811 | X=0505.390-0522.030 | Y=0434.720-0444.040 | 300
P=1811 | X=0108.290-0321.540 | Y=0444.360-0455.600 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1811 | X=0108.290-0178.270 | Y=0457.780-0467.100 | thông >1.000m.
P=1811 | X=0108.290-0331.960 | Y=0473.420-0484.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1811 | X=0108.290-0189.670 | Y=0491.180-0502.420 | Đường Vĩnh Tân -
P=1811 | X=0262.660-0322.530 | Y=0491.180-0502.420 | Cây xăng Tín
P=1811 | X=0191.830-0262.030 | Y=0496.940-0508.180 | Đường tỉnh 767
P=1811 | X=0090.500-0107.140 | Y=0498.820-0508.140 | 127
P=1811 | X=0380.780-0405.830 | Y=0498.820-0508.140 | 4.200
P=1811 | X=0442.010-0467.060 | Y=0498.820-0508.140 | 2.900
P=1811 | X=0497.230-0522.280 | Y=0498.820-0508.140 | 2.500
P=1811 | X=0108.290-0149.650 | Y=0502.460-0513.700 | Cây Điệp
P=1811 | X=0262.660-0289.380 | Y=0502.460-0513.700 | Nghĩa
P=1811 | X=0108.290-0322.520 | Y=0520.220-0531.460 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1811 | X=0108.290-0343.410 | Y=0531.740-0542.980 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường tỉnh 767
P=1811 | X=0108.290-0320.840 | Y=0543.290-0554.530 | đến Cây xăng Tín Nghĩa có hiện trạng là đường
P=1811 | X=0108.290-0211.410 | Y=0554.810-0566.050 | nhựa, bê tông xi măng:
P=1811 | X=0090.500-0107.140 | Y=0562.690-0572.010 | 128
P=1811 | X=0380.780-0405.830 | Y=0562.690-0572.010 | 1.400
P=1811 | X=0450.170-0466.810 | Y=0562.690-0572.010 | 980
P=1811 | X=0505.390-0522.030 | Y=0562.690-0572.010 | 840
P=1811 | X=0108.290-0339.370 | Y=0572.330-0583.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1811 | X=0108.290-0321.560 | Y=0589.850-0601.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1811 | X=0108.290-0169.410 | Y=0601.370-0612.610 | thông ≤500m.
P=1811 | X=0108.290-0322.520 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1811 | X=0108.290-0343.410 | Y=0630.670-0641.910 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường tỉnh 767
P=1811 | X=0108.290-0320.840 | Y=0642.190-0653.430 | đến Cây xăng Tín Nghĩa có hiện trạng là đường
P=1811 | X=0108.290-0211.400 | Y=0653.710-0664.950 | nhựa, bê tông xi măng:
P=1811 | X=0090.500-0107.140 | Y=0661.590-0670.910 | 129
P=1811 | X=0380.780-0405.830 | Y=0661.590-0670.910 | 1.100
P=1811 | X=0450.170-0466.810 | Y=0661.590-0670.910 | 770
P=1811 | X=0505.390-0522.030 | Y=0661.590-0670.910 | 660
P=1811 | X=0108.290-0339.870 | Y=0671.230-0682.470 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1811 | X=0108.290-0321.540 | Y=0688.510-0699.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1811 | X=0108.290-0243.140 | Y=0700.050-0711.290 | thông từ >500m đến ≤1.000m.
P=1812 | X=0108.290-0331.460 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1812 | X=0108.290-0322.520 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1812 | X=0108.290-0343.410 | Y=0107.780-0119.020 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường tỉnh 767
P=1812 | X=0108.290-0320.840 | Y=0119.330-0130.570 | đến Cây xăng Tín Nghĩa có hiện trạng là đường
P=1812 | X=0108.290-0211.400 | Y=0130.850-0142.090 | nhựa, bê tông xi măng:
P=1812 | X=0090.500-0107.140 | Y=0138.730-0148.050 | 130
P=1812 | X=0388.940-0405.580 | Y=0138.730-0148.050 | 980
P=1812 | X=0450.170-0466.810 | Y=0138.730-0148.050 | 690
P=1812 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 590
P=1812 | X=0108.290-0321.540 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1812 | X=0108.290-0178.270 | Y=0161.530-0170.850 | thông >1.000m.
