TABLE=006 | AREA=Phường Hố Nai | SECTION=non-agricultural | SEGMENTS=1
P=0210 | X=0106.850-0413.260 | Y=0398.520-0409.760 | Đường Hoàng Văn Bổn đoạn từ Giáp ranh Nhà máy nước Thiện Tân
P=0210 | X=0106.850-0401.980 | Y=0410.040-0421.280 | đến Giáp ranh phường Trảng Dài có hiện trạng là đường nhựa, bê
P=0210 | X=0092.900-0167.010 | Y=0421.560-0433.000 | 28 tông xi măng:
P=0210 | X=0424.970-0450.020 | Y=0423.680-0433.000 | 2.200
P=0210 | X=0461.210-0486.260 | Y=0423.680-0433.000 | 1.500
P=0210 | X=0497.230-0522.280 | Y=0423.680-0433.000 | 1.300
P=0210 | X=0106.850-0384.260 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0210 | X=0106.850-0333.140 | Y=0456.620-0467.860 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0210 | X=0092.900-0193.810 | Y=0474.380-0485.620 | 29 Đường Ngô Sĩ Liên
P=0210 | X=0322.200-0400.060 | Y=0474.380-0485.620 | Đường Điểu Xiển
P=0210 | X=0235.540-0278.580 | Y=0476.260-0485.580 | Quốc lộ 1
P=0210 | X=0419.450-0522.280 | Y=0476.260-0485.580 | 18.700 13.100 11.200
P=0210 | X=0106.850-0410.340 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Sĩ Liên
P=0210 | X=0106.850-0390.940 | Y=0503.660-0514.900 | đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện trạng là đường
P=0210 | X=0106.850-0209.960 | Y=0515.180-0526.420 | nhựa, bê tông xi măng:
P=0210 | X=0092.900-0104.020 | Y=0523.060-0532.380 | 30
P=0210 | X=0424.970-0450.020 | Y=0523.060-0532.380 | 9.000
P=0210 | X=0461.210-0486.260 | Y=0523.060-0532.380 | 6.300
P=0210 | X=0497.230-0522.280 | Y=0523.060-0532.380 | 5.400
P=0210 | X=0106.850-0329.760 | Y=0532.490-0543.730 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0210 | X=0106.850-0384.050 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0210 | X=0106.850-0410.340 | Y=0567.770-0579.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Sĩ Liên
P=0210 | X=0106.850-0390.940 | Y=0579.290-0590.530 | đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện trạng là đường
P=0210 | X=0106.850-0209.960 | Y=0590.810-0602.050 | nhựa, bê tông xi măng:
P=0210 | X=0092.900-0330.020 | Y=0608.330-0622.650 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0210 | X=0424.970-0450.020 | Y=0613.330-0622.650 | 5.200
P=0210 | X=0461.210-0486.260 | Y=0613.330-0622.650 | 3.600
P=0210 | X=0497.230-0522.280 | Y=0613.330-0622.650 | 3.100
P=0210 | X=0106.850-0413.270 | Y=0625.870-0637.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0210 | X=0106.850-0140.370 | Y=0637.390-0648.630 | ≤600m.
P=0210 | X=0106.850-0330.020 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0210 | X=0106.850-0410.340 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Sĩ Liên
P=0210 | X=0092.900-0390.940 | Y=0684.190-0695.430 | 32 đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện trạng là đường
P=0210 | X=0424.970-0450.020 | Y=0686.070-0695.390 | 3.700
P=0210 | X=0461.210-0486.260 | Y=0686.070-0695.390 | 2.600
P=0210 | X=0497.230-0522.280 | Y=0686.070-0695.390 | 2.200
P=0210 | X=0106.850-0209.990 | Y=0695.710-0706.950 | nhựa, bê tông xi măng:
P=0211 | X=0106.850-0384.260 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0211 | X=0106.850-0330.490 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0211 | X=0106.850-0392.110 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0211 | X=0106.850-0411.580 | Y=0125.330-0136.570 | Đường Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện
P=0211 | X=0106.850-0278.630 | Y=0136.850-0148.090 | trạng là đường nhựa, bê tông xi măng:
P=0211 | X=0092.900-0104.020 | Y=0144.730-0154.050 | 33
P=0211 | X=0424.970-0450.020 | Y=0144.730-0154.050 | 8.100
P=0211 | X=0461.210-0486.260 | Y=0144.730-0154.050 | 5.700
P=0211 | X=0497.230-0522.280 | Y=0144.730-0154.050 | 4.900
P=0211 | X=0106.850-0329.760 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0211 | X=0106.850-0384.020 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0211 | X=0106.850-0392.110 | Y=0189.410-0200.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0211 | X=0106.850-0411.580 | Y=0200.950-0212.190 | Đường Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện
P=0211 | X=0106.850-0278.630 | Y=0212.470-0223.710 | trạng là đường nhựa, bê tông xi măng:
P=0211 | X=0092.900-0330.020 | Y=0229.990-0244.310 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0211 | X=0424.970-0450.020 | Y=0234.990-0244.310 | 4.700
P=0211 | X=0461.210-0486.260 | Y=0234.990-0244.310 | 3.300
P=0211 | X=0497.230-0522.280 | Y=0234.990-0244.310 | 2.800
P=0211 | X=0106.850-0413.270 | Y=0247.510-0258.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0211 | X=0106.850-0140.370 | Y=0259.030-0270.270 | ≤600m.
P=0211 | X=0106.850-0330.020 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0211 | X=0106.850-0392.110 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0211 | X=0106.850-0411.580 | Y=0305.860-0317.100 | Đường Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện
P=0211 | X=0106.850-0278.630 | Y=0317.380-0328.620 | trạng là đường nhựa, bê tông xi măng:
P=0211 | X=0092.900-0104.020 | Y=0325.260-0334.580 | 35
P=0211 | X=0424.970-0450.020 | Y=0325.260-0334.580 | 3.300
P=0211 | X=0461.210-0486.260 | Y=0325.260-0334.580 | 2.300
P=0211 | X=0497.230-0522.280 | Y=0325.260-0334.580 | 2.000
P=0211 | X=0106.850-0384.260 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0211 | X=0106.850-0333.140 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0211 | X=0322.200-0411.260 | Y=0369.960-0381.200 | Đường Phùng Khắc
P=0211 | X=0235.540-0321.330 | Y=0375.720-0386.960 | Nguyễn Trường Tộ
P=0211 | X=0092.900-0149.890 | Y=0377.600-0386.920 | 36 Quốc lộ 1
P=0211 | X=0419.450-0522.280 | Y=0377.600-0386.920 | 39.100 27.400 23.500
P=0211 | X=0322.200-0351.090 | Y=0383.360-0392.680 | Khoan
P=0211 | X=0106.850-0403.850 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0211 | X=0106.850-0406.540 | Y=0410.760-0422.000 | Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan có hiện trạng là
P=0211 | X=0106.850-0242.600 | Y=0422.280-0433.520 | đường nhựa, bê tông xi măng:
P=0211 | X=0092.900-0104.020 | Y=0430.160-0439.480 | 37
P=0211 | X=0419.450-0522.280 | Y=0430.160-0439.480 | 16.600 11.600 10.000
P=0211 | X=0106.850-0329.760 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0211 | X=0106.850-0384.020 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0211 | X=0106.850-0403.850 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0211 | X=0106.850-0406.540 | Y=0486.620-0497.860 | Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan có hiện trạng là
P=0211 | X=0106.850-0242.600 | Y=0498.140-0509.380 | đường nhựa, bê tông xi măng:
P=0211 | X=0092.900-0330.020 | Y=0515.660-0529.740 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0211 | X=0424.970-0450.020 | Y=0520.420-0529.740 | 7.700
P=0211 | X=0461.210-0486.260 | Y=0520.420-0529.740 | 5.400
P=0211 | X=0497.230-0522.280 | Y=0520.420-0529.740 | 4.600
P=0211 | X=0106.850-0413.270 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0211 | X=0106.850-0140.370 | Y=0544.490-0555.730 | ≤600m.
P=0211 | X=0106.850-0330.020 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0211 | X=0106.850-0403.850 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0211 | X=0106.850-0406.540 | Y=0591.290-0602.530 | Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan có hiện trạng là
P=0211 | X=0106.850-0242.600 | Y=0602.810-0614.050 | đường nhựa, bê tông xi măng:
P=0211 | X=0092.900-0104.020 | Y=0610.690-0620.010 | 39
P=0211 | X=0424.970-0450.020 | Y=0610.690-0620.010 | 5.900
P=0211 | X=0461.210-0486.260 | Y=0610.690-0620.010 | 4.100
P=0211 | X=0497.230-0522.280 | Y=0610.690-0620.010 | 3.500
P=0211 | X=0106.850-0384.260 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0211 | X=0106.850-0330.490 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0211 | X=0106.850-0392.110 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0211 | X=0106.850-0386.300 | Y=0667.150-0678.390 | Quốc lộ 1 đoạn từ Nguyễn Trường Tộ đến Đường Phùng Khắc
P=0211 | X=0092.900-0345.380 | Y=0677.670-0689.910 | 40 Khoan có hiện trạng là đường nhựa, bê tông xi măng:
P=0211 | X=0419.450-0486.260 | Y=0677.670-0686.990 | 14.900 10.400
P=0211 | X=0497.230-0522.280 | Y=0677.670-0686.990 | 8.900
P=0211 | X=0106.850-0329.760 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0212 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0212 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0212 | X=0106.850-0386.300 | Y=0107.780-0119.020 | Quốc lộ 1 đoạn từ Nguyễn Trường Tộ đến Đường Phùng Khắc
P=0212 | X=0106.850-0345.380 | Y=0119.330-0130.570 | Khoan có hiện trạng là đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0330.030 | Y=0136.850-0150.930 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0212 | X=0424.970-0450.020 | Y=0141.610-0150.930 | 6.900
P=0212 | X=0461.210-0486.260 | Y=0141.610-0150.930 | 4.800
P=0212 | X=0497.230-0522.280 | Y=0141.610-0150.930 | 4.100
P=0212 | X=0106.850-0413.270 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0212 | X=0106.850-0140.370 | Y=0165.650-0176.890 | ≤600m.
P=0212 | X=0106.850-0330.020 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0212 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0212 | X=0106.850-0386.300 | Y=0212.470-0223.710 | Quốc lộ 1 đoạn từ Nguyễn Trường Tộ đến Đường Phùng Khắc
P=0212 | X=0106.850-0345.380 | Y=0223.990-0235.230 | Khoan có hiện trạng là đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0104.020 | Y=0231.870-0241.190 | 42
P=0212 | X=0424.970-0450.020 | Y=0231.870-0241.190 | 5.300
P=0212 | X=0461.210-0486.260 | Y=0231.870-0241.190 | 3.700
P=0212 | X=0497.230-0522.280 | Y=0231.870-0241.190 | 3.200
P=0212 | X=0106.850-0384.260 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0212 | X=0106.850-0333.140 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0212 | X=0235.540-0298.990 | Y=0276.790-0288.030 | Đường Phùng
P=0212 | X=0092.900-0149.890 | Y=0284.460-0293.780 | 43 Quốc lộ 1
P=0212 | X=0322.200-0403.400 | Y=0284.460-0293.780 | Hết chợ Thái Bình
P=0212 | X=0419.450-0522.280 | Y=0284.460-0293.780 | 29.600 20.700 17.800
P=0212 | X=0235.540-0290.100 | Y=0290.220-0299.540 | Khắc Khoan
P=0212 | X=0106.850-0403.850 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0212 | X=0106.850-0402.220 | Y=0317.620-0328.860 | Đường Phùng Khắc Khoan đến Hết chợ Thái Bình có hiện trạng là
P=0212 | X=0106.850-0242.600 | Y=0329.140-0340.380 | đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0104.020 | Y=0337.020-0346.340 | 44
P=0212 | X=0419.450-0450.020 | Y=0337.020-0346.340 | 14.200
P=0212 | X=0461.210-0486.260 | Y=0337.020-0346.340 | 9.900
P=0212 | X=0497.230-0522.280 | Y=0337.020-0346.340 | 8.500
P=0212 | X=0106.850-0329.760 | Y=0346.660-0357.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0212 | X=0106.850-0384.020 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0212 | X=0106.850-0403.850 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0212 | X=0106.850-0402.220 | Y=0393.240-0404.480 | Đường Phùng Khắc Khoan đến Hết chợ Thái Bình có hiện trạng là
P=0212 | X=0106.850-0242.600 | Y=0404.760-0416.000 | đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0330.020 | Y=0422.280-0436.600 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0212 | X=0424.970-0450.020 | Y=0427.280-0436.600 | 9.500
P=0212 | X=0461.210-0486.260 | Y=0427.280-0436.600 | 6.700
P=0212 | X=0497.230-0522.280 | Y=0427.280-0436.600 | 5.700
P=0212 | X=0106.850-0413.270 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0212 | X=0106.850-0140.370 | Y=0451.340-0462.580 | ≤600m.
P=0212 | X=0106.850-0330.020 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0212 | X=0106.850-0403.850 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0212 | X=0106.850-0402.220 | Y=0498.140-0509.380 | Đường Phùng Khắc Khoan đến Hết chợ Thái Bình có hiện trạng là
P=0212 | X=0106.850-0242.600 | Y=0509.660-0520.900 | đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0104.020 | Y=0517.540-0526.860 | 46
P=0212 | X=0424.970-0450.020 | Y=0517.540-0526.860 | 5.900
P=0212 | X=0461.210-0486.260 | Y=0517.540-0526.860 | 4.100
P=0212 | X=0497.230-0522.280 | Y=0517.540-0526.860 | 3.500
P=0212 | X=0106.850-0384.260 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0212 | X=0106.850-0330.490 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0212 | X=0106.850-0392.110 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0212 | X=0106.850-0413.720 | Y=0573.770-0585.010 | Quốc lộ 1 đoạn từ Đường Phùng Khắc Khoan đến Hết chợ Thái Bình
P=0212 | X=0106.850-0313.700 | Y=0585.290-0596.530 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0104.020 | Y=0593.170-0602.490 | 47
P=0212 | X=0419.450-0450.020 | Y=0593.170-0602.490 | 12.800
P=0212 | X=0461.210-0486.260 | Y=0593.170-0602.490 | 9.000
P=0212 | X=0497.230-0522.280 | Y=0593.170-0602.490 | 7.700
P=0212 | X=0106.850-0329.760 | Y=0602.810-0614.050 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0212 | X=0106.850-0384.020 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0212 | X=0106.850-0392.110 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0212 | X=0106.850-0413.720 | Y=0649.630-0660.870 | Quốc lộ 1 đoạn từ Đường Phùng Khắc Khoan đến Hết chợ Thái Bình
P=0212 | X=0106.850-0313.700 | Y=0661.150-0672.390 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0212 | X=0092.900-0104.020 | Y=0674.790-0684.110 | 48
P=0212 | X=0424.970-0450.020 | Y=0674.790-0684.110 | 8.600
P=0212 | X=0461.210-0486.260 | Y=0674.790-0684.110 | 6.000
P=0212 | X=0497.230-0522.280 | Y=0674.790-0684.110 | 5.200
P=0212 | X=0106.850-0330.020 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0212 | X=0106.850-0413.270 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0212 | X=0106.850-0140.370 | Y=0707.730-0718.970 | ≤600m.
P=0213 | X=0106.850-0330.020 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0213 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0213 | X=0106.850-0413.720 | Y=0107.780-0119.020 | Quốc lộ 1 đoạn từ Đường Phùng Khắc Khoan đến Hết chợ Thái Bình
P=0213 | X=0106.850-0313.700 | Y=0119.330-0130.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0213 | X=0092.900-0104.020 | Y=0127.210-0136.530 | 49
P=0213 | X=0424.970-0450.020 | Y=0127.210-0136.530 | 5.300
P=0213 | X=0461.210-0486.260 | Y=0127.210-0136.530 | 3.700
P=0213 | X=0497.230-0522.280 | Y=0127.210-0136.530 | 3.200
P=0213 | X=0106.850-0384.260 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0213 | X=0106.850-0333.140 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0213 | X=0322.200-0396.220 | Y=0174.010-0183.330 | Giáp ranh huyện
P=0213 | X=0092.900-0149.890 | Y=0179.530-0188.850 | 50 Quốc lộ 1
P=0213 | X=0235.540-0316.720 | Y=0179.530-0188.850 | Hết chợ Thái Bình
P=0213 | X=0419.450-0522.280 | Y=0179.530-0188.850 | 24.900 17.400 14.900
P=0213 | X=0322.200-0391.790 | Y=0183.410-0194.650 | Trảng Bom (cũ)
P=0213 | X=0106.850-0403.850 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0213 | X=0106.850-0391.660 | Y=0212.710-0223.950 | Hết chợ Thái Bình đến Giáp ranh huyện Trảng Bom (cũ) có hiện
P=0213 | X=0106.850-0278.630 | Y=0224.230-0235.470 | trạng là đường nhựa, bê tông xi măng:
P=0213 | X=0092.900-0104.020 | Y=0232.110-0241.430 | 51
P=0213 | X=0419.450-0450.020 | Y=0232.110-0241.430 | 10.700
P=0213 | X=0461.210-0486.260 | Y=0232.110-0241.430 | 7.500
P=0213 | X=0497.230-0522.280 | Y=0232.110-0241.430 | 6.400
P=0213 | X=0106.850-0329.760 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0213 | X=0106.850-0384.020 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0213 | X=0106.850-0403.850 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0213 | X=0106.850-0391.660 | Y=0288.580-0299.820 | Hết chợ Thái Bình đến Giáp ranh huyện Trảng Bom (cũ) có hiện
P=0213 | X=0106.850-0278.630 | Y=0300.100-0311.340 | trạng là đường nhựa, bê tông xi măng:
P=0213 | X=0092.900-0330.020 | Y=0317.620-0331.700 | 52 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0213 | X=0424.970-0450.020 | Y=0322.380-0331.700 | 6.200
P=0213 | X=0461.210-0486.260 | Y=0322.380-0331.700 | 4.300
P=0213 | X=0497.230-0522.280 | Y=0322.380-0331.700 | 3.700
P=0213 | X=0106.850-0413.270 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0213 | X=0106.850-0140.370 | Y=0346.660-0357.900 | ≤600m.
P=0213 | X=0106.850-0330.020 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0213 | X=0106.850-0403.850 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
