TABLE=020 | AREA=Phường Bảo Vinh | SECTION=non-agricultural | SEGMENTS=1
P=0713 | X=0505.390-0522.030 | Y=0214.830-0224.150 | 590
P=0713 | X=0115.730-0338.640 | Y=0230.230-0241.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0713 | X=0115.730-0392.920 | Y=0247.750-0258.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0713 | X=0115.730-0387.980 | Y=0265.750-0276.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm
P=0713 | X=0115.730-0391.670 | Y=0277.270-0288.510 | Nghi (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ An
P=0713 | X=0115.730-0376.540 | Y=0288.820-0300.060 | đến Đường Bảo Quang - Xuân Bắc có hiện trạng là đường
P=0713 | X=0115.730-0218.840 | Y=0300.340-0311.580 | nhựa, bê tông xi măng:
P=0713 | X=0094.100-0338.900 | Y=0316.860-0329.100 | 115 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0713 | X=0408.620-0425.260 | Y=0316.860-0326.180 | 820
P=0713 | X=0445.370-0462.010 | Y=0316.860-0326.180 | 570
P=0713 | X=0505.390-0522.030 | Y=0316.860-0326.180 | 490
P=0713 | X=0115.730-0369.040 | Y=0335.380-0346.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0713 | X=0115.730-0202.320 | Y=0346.900-0358.140 | >400m đến ≤600m.
P=0713 | X=0115.730-0338.900 | Y=0364.180-0375.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0713 | X=0115.730-0387.960 | Y=0382.200-0393.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm
P=0713 | X=0115.730-0391.670 | Y=0393.720-0404.960 | Nghi (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ An
P=0713 | X=0115.730-0376.540 | Y=0405.240-0416.480 | đến Đường Bảo Quang - Xuân Bắc có hiện trạng là đường
P=0713 | X=0094.100-0218.880 | Y=0416.760-0428.200 | 116 nhựa, bê tông xi măng:
P=0713 | X=0408.620-0425.260 | Y=0418.880-0428.200 | 570
P=0713 | X=0445.370-0462.010 | Y=0418.880-0428.200 | 400
P=0713 | X=0505.390-0522.030 | Y=0418.880-0428.200 | 340
P=0713 | X=0115.730-0393.160 | Y=0434.280-0445.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0713 | X=0115.730-0339.370 | Y=0451.820-0463.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0713 | X=0115.730-0389.240 | Y=0469.820-0481.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0713 | X=0115.730-0370.060 | Y=0481.340-0492.580 | ra Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Đường
P=0713 | X=0115.730-0377.250 | Y=0492.860-0504.100 | Ruộng Tre - Thọ An đến Đường Bảo Quang - Xuân Bắc có
P=0713 | X=0094.100-0309.340 | Y=0504.380-0515.820 | 117 hiện trạng là đường nhựa, bê tông xi măng:
P=0713 | X=0408.620-0425.260 | Y=0506.500-0515.820 | 890
P=0713 | X=0445.370-0462.010 | Y=0506.500-0515.820 | 620
P=0713 | X=0505.390-0522.030 | Y=0506.500-0515.820 | 530
P=0713 | X=0115.730-0338.640 | Y=0521.900-0533.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0713 | X=0115.730-0392.920 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0713 | X=0115.730-0389.240 | Y=0557.450-0568.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0713 | X=0115.730-0370.060 | Y=0568.970-0580.210 | ra Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Đường
P=0713 | X=0115.730-0377.250 | Y=0580.250-0591.490 | Ruộng Tre - Thọ An đến Đường Bảo Quang - Xuân Bắc có
P=0713 | X=0115.730-0309.340 | Y=0591.770-0603.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=0713 | X=0094.100-0338.900 | Y=0608.530-0620.530 | 118 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0713 | X=0408.620-0425.260 | Y=0608.530-0617.850 | 740
P=0713 | X=0445.370-0462.010 | Y=0608.530-0617.850 | 520
P=0713 | X=0505.390-0522.030 | Y=0608.530-0617.850 | 440
P=0713 | X=0115.730-0369.040 | Y=0626.830-0638.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0713 | X=0115.730-0202.300 | Y=0638.350-0649.590 | >400m đến ≤600m.
P=0713 | X=0115.730-0338.900 | Y=0655.870-0667.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0713 | X=0115.730-0389.240 | Y=0673.870-0685.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0713 | X=0115.730-0370.060 | Y=0685.390-0696.630 | ra Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Đường
P=0713 | X=0094.100-0110.740 | Y=0693.030-0702.350 | 119
P=0713 | X=0408.620-0425.260 | Y=0693.030-0702.350 | 510
P=0713 | X=0445.370-0462.010 | Y=0693.030-0702.350 | 360
P=0713 | X=0505.390-0522.030 | Y=0693.030-0702.350 | 310
P=0713 | X=0115.730-0377.250 | Y=0696.910-0708.150 | Ruộng Tre - Thọ An đến Đường Bảo Quang - Xuân Bắc có
P=0713 | X=0115.730-0309.400 | Y=0708.450-0719.690 | hiện trạng là đường nhựa, bê tông xi măng:
P=0714 | X=0115.730-0393.160 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0714 | X=0115.730-0342.050 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0714 | X=0115.730-0180.870 | Y=0114.290-0125.530 | Đường tổ 1 ấp
P=0714 | X=0208.390-0384.680 | Y=0114.290-0125.530 | Đường Ruộng Tre - Giáp ranh xã Xuân
P=0714 | X=0094.100-0110.740 | Y=0121.930-0131.250 | 120
P=0714 | X=0400.460-0425.510 | Y=0121.930-0131.250 | 1.800
P=0714 | X=0437.210-0462.260 | Y=0121.930-0131.250 | 1.300
P=0714 | X=0497.230-0522.280 | Y=0121.930-0131.250 | 1.100
P=0714 | X=0115.730-0163.080 | Y=0127.690-0137.010 | Ruộng Tre
P=0714 | X=0208.390-0240.900 | Y=0127.690-0137.010 | Thọ An
P=0714 | X=0301.320-0317.400 | Y=0127.690-0137.010 | Lộc
P=0714 | X=0115.730-0383.740 | Y=0143.810-0155.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1
P=0714 | X=0115.730-0383.230 | Y=0155.330-0166.570 | ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ An đến Giáp
P=0714 | X=0115.730-0373.150 | Y=0166.850-0178.090 | ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0714 | X=0094.100-0143.730 | Y=0178.370-0189.810 | 121 măng:
P=0714 | X=0408.620-0425.260 | Y=0180.490-0189.810 | 860
P=0714 | X=0445.370-0462.010 | Y=0180.490-0189.810 | 600
P=0714 | X=0505.390-0522.030 | Y=0180.490-0189.810 | 520
P=0714 | X=0115.730-0338.640 | Y=0195.650-0206.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0714 | X=0115.730-0392.940 | Y=0213.190-0224.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0714 | X=0115.730-0383.740 | Y=0231.190-0242.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1
P=0714 | X=0115.730-0383.230 | Y=0242.710-0253.950 | ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ An đến Giáp
P=0714 | X=0115.730-0373.150 | Y=0254.230-0265.470 | ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0714 | X=0115.730-0143.730 | Y=0265.750-0276.990 | măng:
P=0714 | X=0094.100-0338.900 | Y=0282.510-0294.540 | 122 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0714 | X=0408.620-0425.260 | Y=0282.510-0291.830 | 600
P=0714 | X=0445.370-0462.010 | Y=0282.510-0291.830 | 420
P=0714 | X=0505.390-0522.030 | Y=0282.510-0291.830 | 360
P=0714 | X=0115.730-0369.040 | Y=0300.820-0312.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0714 | X=0115.730-0202.300 | Y=0312.340-0323.580 | >400m đến ≤600m.
P=0714 | X=0115.730-0338.900 | Y=0329.860-0341.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0714 | X=0115.730-0383.740 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1
P=0714 | X=0115.730-0383.230 | Y=0359.380-0370.620 | ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ An đến Giáp
P=0714 | X=0115.730-0373.150 | Y=0370.920-0382.160 | ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0714 | X=0094.100-0143.730 | Y=0382.200-0393.880 | 123 măng:
P=0714 | X=0408.620-0425.260 | Y=0384.560-0393.880 | 480
P=0714 | X=0445.370-0462.010 | Y=0384.560-0393.880 | 340
P=0714 | X=0505.390-0522.030 | Y=0384.560-0393.880 | 290
P=0714 | X=0115.730-0393.160 | Y=0399.720-0410.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0714 | X=0115.730-0339.370 | Y=0417.240-0428.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0714 | X=0115.730-0389.240 | Y=0435.240-0446.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0714 | X=0115.730-0390.460 | Y=0446.760-0458.000 | ra Đường tổ 1 ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ
P=0714 | X=0115.730-0385.270 | Y=0458.300-0469.540 | An đến Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa,
P=0714 | X=0094.100-0189.810 | Y=0469.820-0481.260 | 124 bê tông xi măng:
P=0714 | X=0408.620-0425.260 | Y=0471.940-0481.260 | 770
P=0714 | X=0445.370-0462.010 | Y=0471.940-0481.260 | 540
P=0714 | X=0505.390-0522.030 | Y=0471.940-0481.260 | 460
P=0714 | X=0115.730-0338.640 | Y=0487.340-0498.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0714 | X=0115.730-0392.920 | Y=0504.860-0516.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0714 | X=0115.730-0389.240 | Y=0522.860-0534.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0714 | X=0115.730-0390.460 | Y=0534.410-0545.650 | ra Đường tổ 1 ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ
P=0714 | X=0115.730-0385.270 | Y=0545.930-0557.170 | An đến Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa,
P=0714 | X=0115.730-0189.810 | Y=0557.450-0568.690 | bê tông xi măng:
P=0714 | X=0094.100-0338.900 | Y=0573.970-0586.210 | 125 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0714 | X=0408.620-0425.260 | Y=0573.970-0583.290 | 540
P=0714 | X=0445.370-0462.010 | Y=0573.970-0583.290 | 380
P=0714 | X=0505.390-0522.030 | Y=0573.970-0583.290 | 320
P=0714 | X=0115.730-0369.040 | Y=0592.250-0603.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0714 | X=0115.730-0202.300 | Y=0603.770-0615.010 | >400m đến ≤600m.
P=0714 | X=0115.730-0338.920 | Y=0621.310-0632.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0714 | X=0115.730-0389.240 | Y=0639.310-0650.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0714 | X=0115.730-0390.460 | Y=0650.830-0662.070 | ra Đường tổ 1 ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ
P=0714 | X=0094.100-0385.270 | Y=0662.350-0676.670 | 126 An dân Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa,
P=0714 | X=0408.620-0425.260 | Y=0667.350-0676.670 | 430
P=0714 | X=0445.370-0462.010 | Y=0667.350-0676.670 | 300
P=0714 | X=0505.390-0522.030 | Y=0667.350-0676.670 | 260
P=0714 | X=0115.730-0189.810 | Y=0673.870-0685.110 | bê tông xi măng:
P=0714 | X=0115.730-0393.160 | Y=0691.390-0702.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0715 | X=0115.730-0342.050 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0715 | X=0301.320-0374.360 | Y=0098.620-0107.940 | Ngã ba tiếp giáp
P=0715 | X=0115.730-0206.950 | Y=0102.500-0113.740 | Đường Bảo Quang -
P=0715 | X=0208.390-0287.200 | Y=0108.260-0119.500 | Đường Hàm Nghi
P=0715 | X=0301.320-0378.140 | Y=0108.260-0119.500 | đường Bảo Vinh-
P=0715 | X=0094.100-0110.740 | Y=0110.140-0119.460 | 127
P=0715 | X=0400.460-0425.510 | Y=0110.140-0119.460 | 1.800
P=0715 | X=0437.210-0462.260 | Y=0110.140-0119.460 | 1.300
P=0715 | X=0497.230-0522.280 | Y=0110.140-0119.460 | 1.100
P=0715 | X=0115.730-0151.320 | Y=0115.930-0125.250 | Bàu Cối
P=0715 | X=0301.320-0352.050 | Y=0121.690-0131.010 | Bảo Quang
P=0715 | X=0115.730-0384.710 | Y=0137.810-0149.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0715 | X=0115.730-0382.780 | Y=0149.330-0160.570 | Quang - Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba tiếp
P=0715 | X=0115.730-0368.620 | Y=0160.850-0172.090 | giáp đường Bảo Vinh-Bảo Quang có hiện trạng là đường
P=0715 | X=0094.100-0218.840 | Y=0172.370-0183.810 | 128 nhựa, bê tông xi măng:
P=0715 | X=0408.620-0425.260 | Y=0174.490-0183.810 | 860
P=0715 | X=0445.370-0462.010 | Y=0174.490-0183.810 | 600
P=0715 | X=0505.390-0522.030 | Y=0174.490-0183.810 | 520
P=0715 | X=0115.730-0346.850 | Y=0189.650-0200.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0715 | X=0115.730-0392.930 | Y=0207.190-0218.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0715 | X=0115.730-0384.710 | Y=0225.190-0236.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0715 | X=0115.730-0382.780 | Y=0236.710-0247.950 | Quang - Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba tiếp
P=0715 | X=0115.730-0368.620 | Y=0248.230-0259.470 | giáp đường Bảo Vinh-Bảo Quang có hiện trạng là đường
P=0715 | X=0115.730-0218.840 | Y=0259.750-0270.990 | nhựa, bê tông xi măng:
P=0715 | X=0094.100-0347.280 | Y=0276.510-0288.510 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0715 | X=0408.620-0425.260 | Y=0276.510-0285.830 | 710
P=0715 | X=0445.370-0462.010 | Y=0276.510-0285.830 | 500
P=0715 | X=0505.390-0522.030 | Y=0276.510-0285.830 | 430
P=0715 | X=0115.730-0369.040 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0715 | X=0115.730-0210.700 | Y=0306.340-0317.580 | >500m đến ≤1.000m.
P=0715 | X=0115.730-0338.900 | Y=0323.860-0335.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0715 | X=0115.730-0384.710 | Y=0341.860-0353.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0715 | X=0115.730-0382.780 | Y=0353.380-0364.620 | Quang - Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba tiếp
P=0715 | X=0115.730-0368.620 | Y=0364.900-0376.140 | giáp đường Bảo Vinh-Bảo Quang có hiện trạng là đường
P=0715 | X=0115.730-0218.840 | Y=0376.200-0387.440 | nhựa, bê tông xi măng:
P=0715 | X=0094.100-0110.740 | Y=0384.080-0393.400 | 130
P=0715 | X=0408.620-0425.260 | Y=0384.080-0393.400 | 480
P=0715 | X=0445.370-0462.010 | Y=0384.080-0393.400 | 340
P=0715 | X=0505.390-0522.030 | Y=0384.080-0393.400 | 290
P=0715 | X=0115.730-0356.840 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0715 | X=0115.730-0157.870 | Y=0407.120-0416.440 | >1.000m.
P=0715 | X=0115.730-0339.370 | Y=0422.760-0434.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0715 | X=0115.730-0389.240 | Y=0440.760-0452.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0715 | X=0115.730-0375.560 | Y=0452.300-0463.540 | ra Đường Bảo Quang - Bàu Cối đoạn từ Đường Hàm Nghi
P=0715 | X=0115.730-0373.180 | Y=0463.820-0475.060 | đến Ngã ba tiếp giáp đường Bảo Vinh-Bảo Quang có hiện
P=0715 | X=0094.100-0287.510 | Y=0475.340-0486.780 | 131 trạng là đường nhựa, bê tông xi măng:
P=0715 | X=0408.620-0425.260 | Y=0477.460-0486.780 | 770
P=0715 | X=0445.370-0462.010 | Y=0477.460-0486.780 | 540
P=0715 | X=0505.390-0522.030 | Y=0477.460-0486.780 | 460
P=0715 | X=0115.730-0346.810 | Y=0492.860-0504.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0715 | X=0115.730-0392.920 | Y=0510.380-0521.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0715 | X=0115.730-0389.240 | Y=0528.380-0539.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0715 | X=0115.730-0375.560 | Y=0539.930-0551.170 | ra Đường Bảo Quang - Bàu Cối đoạn từ Đường Hàm Nghi
P=0715 | X=0115.730-0373.180 | Y=0551.450-0562.690 | đến Ngã ba tiếp giáp đường Bảo Vinh-Bảo Quang có hiện
P=0715 | X=0115.730-0287.510 | Y=0562.970-0574.210 | trạng là đường nhựa, bê tông xi măng:
P=0715 | X=0094.100-0347.280 | Y=0579.490-0591.490 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0715 | X=0408.620-0425.260 | Y=0579.490-0588.810 | 640
P=0715 | X=0445.370-0462.010 | Y=0579.490-0588.810 | 450
P=0715 | X=0505.390-0522.030 | Y=0579.490-0588.810 | 380
P=0715 | X=0115.730-0369.040 | Y=0597.770-0609.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0715 | X=0115.730-0210.700 | Y=0609.290-0620.530 | >500m đến ≤1.000m.
P=0715 | X=0115.730-0338.900 | Y=0626.830-0638.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0715 | X=0115.730-0389.240 | Y=0644.830-0656.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0715 | X=0115.730-0375.560 | Y=0656.350-0667.590 | ra Đường Bảo Quang - Bàu Cối đoạn từ Đường Hàm Nghi
P=0715 | X=0115.730-0373.180 | Y=0667.870-0679.110 | đến Ngã ba tiếp giáp đường Bảo Vinh-Bảo Quang có hiện
P=0715 | X=0094.100-0287.510 | Y=0678.390-0690.630 | 133 trạng là đường nhựa, bê tông xi măng:
P=0715 | X=0408.620-0425.260 | Y=0678.390-0687.710 | 430
P=0715 | X=0445.370-0462.010 | Y=0678.390-0687.710 | 300
P=0715 | X=0505.390-0522.030 | Y=0678.390-0687.710 | 260
P=0715 | X=0115.730-0356.840 | Y=0696.910-0708.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0715 | X=0115.730-0157.870 | Y=0710.340-0719.660 | >1.000m.
P=0716 | X=0115.730-0342.050 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0716 | X=0208.390-0281.460 | Y=0098.620-0107.940 | Ngã ba tiếp giáp
P=0716 | X=0115.730-0206.950 | Y=0102.500-0113.740 | Đường Bảo Quang -
P=0716 | X=0301.320-0388.700 | Y=0102.500-0113.740 | Đường Suối Chồn -
P=0716 | X=0208.390-0285.220 | Y=0108.260-0119.500 | đường Bảo Vinh-
P=0716 | X=0094.100-0110.740 | Y=0110.140-0119.460 | 134
P=0716 | X=0400.460-0425.510 | Y=0110.140-0119.460 | 1.400
P=0716 | X=0445.370-0462.010 | Y=0110.140-0119.460 | 980
P=0716 | X=0505.390-0522.030 | Y=0110.140-0119.460 | 840
P=0716 | X=0115.730-0151.330 | Y=0115.930-0125.250 | Bàu Cối
P=0716 | X=0301.320-0336.910 | Y=0115.930-0125.250 | Bàu Cối
P=0716 | X=0208.390-0259.120 | Y=0121.690-0131.010 | Bảo Quang
P=0716 | X=0115.730-0384.710 | Y=0137.810-0149.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0716 | X=0115.730-0382.690 | Y=0149.330-0160.570 | Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo Vinh-
P=0716 | X=0115.730-0385.410 | Y=0160.850-0172.090 | Bảo Quang đến Đường Suối Chồn - Bàu Cối có hiện trạng là
P=0716 | X=0094.100-0251.500 | Y=0172.370-0183.810 | 135 đường nhựa, bê tông xi măng:
P=0716 | X=0408.620-0425.260 | Y=0174.490-0183.810 | 720
P=0716 | X=0445.370-0462.010 | Y=0174.490-0183.810 | 500
P=0716 | X=0505.390-0522.030 | Y=0174.490-0183.810 | 430
P=0716 | X=0115.730-0346.810 | Y=0189.650-0200.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0716 | X=0115.730-0392.920 | Y=0207.190-0218.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0716 | X=0115.730-0384.710 | Y=0225.190-0236.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0716 | X=0115.730-0382.690 | Y=0236.710-0247.950 | Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo Vinh-
P=0716 | X=0115.730-0385.410 | Y=0248.230-0259.470 | Bảo Quang đến Đường Suối Chồn - Bàu Cối có hiện trạng là
P=0716 | X=0115.730-0251.500 | Y=0259.750-0270.990 | đường nhựa, bê tông xi măng:
P=0716 | X=0094.100-0347.280 | Y=0276.510-0288.510 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0716 | X=0408.620-0425.260 | Y=0276.510-0285.830 | 600
P=0716 | X=0445.370-0462.010 | Y=0276.510-0285.830 | 420
P=0716 | X=0505.390-0522.030 | Y=0276.510-0285.830 | 360
P=0716 | X=0115.730-0369.040 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0716 | X=0115.730-0210.700 | Y=0306.340-0317.580 | >500m đến ≤1.000m.
P=0716 | X=0115.730-0338.900 | Y=0323.860-0335.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0716 | X=0115.730-0384.710 | Y=0341.860-0353.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo
P=0716 | X=0115.730-0382.690 | Y=0353.380-0364.620 | Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo Vinh-
P=0716 | X=0115.730-0385.410 | Y=0364.900-0376.140 | Bảo Quang đến Đường Suối Chồn - Bàu Cối có hiện trạng là
P=0716 | X=0115.730-0251.540 | Y=0376.200-0387.440 | đường nhựa, bê tông xi măng:
P=0716 | X=0094.100-0110.740 | Y=0384.080-0393.400 | 137
P=0716 | X=0408.620-0425.260 | Y=0384.080-0393.400 | 480
P=0716 | X=0445.370-0462.010 | Y=0384.080-0393.400 | 340
P=0716 | X=0505.390-0522.030 | Y=0384.080-0393.400 | 290
P=0716 | X=0115.730-0356.840 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0716 | X=0115.730-0157.870 | Y=0407.120-0416.440 | >1.000m.
P=0716 | X=0115.730-0339.370 | Y=0422.760-0434.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0716 | X=0115.730-0389.270 | Y=0440.760-0452.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0716 | X=0115.730-0369.810 | Y=0452.300-0463.540 | ra Đường Bảo Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp
P=0716 | X=0115.730-0390.690 | Y=0463.820-0475.060 | đường Bảo Vinh-Bảo Quang đến Đường Suối Chồn - Bàu Cối
P=0716 | X=0094.100-0322.580 | Y=0475.340-0486.780 | 138 có hiện trạng là đường nhựa, bê tông xi măng:
P=0716 | X=0408.620-0425.260 | Y=0477.460-0486.780 | 650
P=0716 | X=0445.370-0462.010 | Y=0477.460-0486.780 | 460
P=0716 | X=0505.390-0522.030 | Y=0477.460-0486.780 | 390
P=0716 | X=0115.730-0346.810 | Y=0492.860-0504.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0716 | X=0115.730-0392.920 | Y=0510.380-0521.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0716 | X=0115.730-0389.240 | Y=0528.380-0539.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0716 | X=0115.730-0369.810 | Y=0539.930-0551.170 | ra Đường Bảo Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp
P=0716 | X=0115.730-0390.690 | Y=0551.450-0562.690 | đường Bảo Vinh-Bảo Quang đến Đường Suối Chồn - Bàu Cối
P=0716 | X=0115.730-0322.580 | Y=0562.970-0574.210 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0716 | X=0094.100-0347.280 | Y=0579.490-0591.490 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0716 | X=0408.620-0425.260 | Y=0579.490-0588.810 | 540
P=0716 | X=0445.370-0462.010 | Y=0579.490-0588.810 | 380
P=0716 | X=0505.390-0522.030 | Y=0579.490-0588.810 | 320
P=0716 | X=0115.730-0369.050 | Y=0597.770-0609.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0716 | X=0115.730-0210.700 | Y=0609.290-0620.530 | >500m đến ≤1.000m.
P=0716 | X=0115.730-0338.900 | Y=0626.830-0638.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0716 | X=0115.730-0389.240 | Y=0644.830-0656.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0716 | X=0115.730-0369.810 | Y=0656.350-0667.590 | ra Đường Bảo Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp
P=0716 | X=0115.730-0390.690 | Y=0667.870-0679.110 | đường Bảo Vinh-Bảo Quang đến Đường Suối Chồn - Bàu Cối
P=0716 | X=0094.100-0322.580 | Y=0678.390-0690.630 | 140 có hiện trạng là đường nhựa, bê tông xi măng:
P=0716 | X=0408.620-0425.260 | Y=0678.390-0687.710 | 430
P=0716 | X=0445.370-0462.010 | Y=0678.390-0687.710 | 300
P=0716 | X=0505.390-0522.030 | Y=0678.390-0687.710 | 260
P=0716 | X=0115.730-0356.840 | Y=0696.910-0708.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0716 | X=0115.730-0157.870 | Y=0710.340-0719.660 | >1.000m.
P=0717 | X=0115.730-0342.050 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0717 | X=0115.730-0384.680 | Y=0096.740-0107.980 | Đường Ruộng Tre - Đường Ruộng tre - Giáp ranh xã Xuân
