TABLE=041 | AREA=Xã Gia Kiệm | SECTION=non-agricultural | SEGMENTS=1
P=1433 | X=0110.930-0334.100 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1433 | X=0110.930-0378.470 | Y=0194.690-0205.930 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1433 | X=0110.930-0377.270 | Y=0206.230-0217.470 | 770 (đường Suối Tre - Bình Lộc cũ) đoạn từ Quốc lộ 20 đến
P=1433 | X=0110.930-0382.300 | Y=0217.750-0228.990 | Giáp ranh phường Bình Lộc có hiện trạng là đường nhựa, bê
P=1433 | X=0110.930-0171.090 | Y=0229.270-0240.510 | tông xi măng:
P=1433 | X=0091.940-0108.580 | Y=0237.150-0246.470 | 109
P=1433 | X=0415.580-0432.220 | Y=0237.150-0246.470 | 540
P=1433 | X=0462.650-0479.290 | Y=0237.150-0246.470 | 380
P=1433 | X=0505.390-0522.030 | Y=0237.150-0246.470 | 320
P=1433 | X=0110.930-0352.040 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1433 | X=0110.930-0153.070 | Y=0260.190-0269.510 | >1.000m.
P=1433 | X=0110.930-0334.570 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1433 | X=0110.930-0384.440 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1433 | X=0110.930-0371.690 | Y=0305.140-0316.380 | ra Đường tỉnh 770 (đường Suối Tre - Bình Lộc cũ) đoạn từ
P=1433 | X=0110.930-0377.490 | Y=0316.660-0327.900 | Quốc lộ 20 đến Giáp ranh phường Bình Lộc có hiện trạng là
P=1433 | X=0091.940-0246.700 | Y=0327.940-0339.620 | 110 đường nhựa, bê tông xi măng:
P=1433 | X=0407.420-0432.470 | Y=0330.300-0339.620 | 1.300
P=1433 | X=0462.650-0479.290 | Y=0330.300-0339.620 | 910
P=1433 | X=0505.390-0522.030 | Y=0330.300-0339.620 | 780
P=1433 | X=0110.930-0342.020 | Y=0345.460-0356.700 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1433 | X=0110.930-0388.120 | Y=0362.980-0374.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1433 | X=0110.930-0384.440 | Y=0380.760-0392.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1433 | X=0110.930-0371.690 | Y=0392.280-0403.520 | ra Đường tỉnh 770 (đường Suối Tre - Bình Lộc cũ) đoạn từ
P=1433 | X=0110.930-0377.490 | Y=0403.800-0415.040 | Quốc lộ 20 đến Giáp ranh phường Bình Lộc có hiện trạng là
P=1433 | X=0110.930-0246.700 | Y=0415.320-0426.560 | đường nhựa, bê tông xi măng:
P=1433 | X=0091.940-0342.480 | Y=0431.840-0444.080 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1433 | X=0415.580-0432.220 | Y=0431.840-0441.160 | 750
P=1433 | X=0462.650-0479.290 | Y=0431.840-0441.160 | 530
P=1433 | X=0505.390-0522.030 | Y=0431.840-0441.160 | 450
P=1433 | X=0110.930-0364.240 | Y=0450.380-0461.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1433 | X=0110.930-0205.880 | Y=0461.900-0473.140 | >500m đến ≤1.000m.
P=1433 | X=0110.930-0334.100 | Y=0479.420-0490.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1433 | X=0110.930-0384.440 | Y=0497.180-0508.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1433 | X=0110.930-0371.690 | Y=0508.460-0519.700 | ra Đường tỉnh 770 (đường Suối Tre - Bình Lộc cũ) đoạn từ
P=1433 | X=0110.930-0377.490 | Y=0519.980-0531.220 | Quốc lộ 20 đến Giáp ranh phường Bình Lộc có hiện trạng là
P=1433 | X=0110.930-0246.700 | Y=0531.500-0542.740 | đường nhựa, bê tông xi măng:
P=1433 | X=0091.940-0108.580 | Y=0539.410-0548.730 | 112
P=1433 | X=0415.580-0432.220 | Y=0539.410-0548.730 | 490
P=1433 | X=0462.650-0479.290 | Y=0539.410-0548.730 | 340
P=1433 | X=0505.390-0522.030 | Y=0539.410-0548.730 | 290
P=1433 | X=0110.930-0352.040 | Y=0549.050-0560.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1433 | X=0110.930-0153.070 | Y=0562.450-0571.770 | >1.000m.
P=1433 | X=0110.930-0334.570 | Y=0578.090-0589.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1433 | X=0110.930-0209.350 | Y=0595.850-0607.090 | Đường Võ Dõng - Lạc
P=1433 | X=0091.940-0108.580 | Y=0603.490-0612.810 | 113
P=1433 | X=0215.110-0263.700 | Y=0603.490-0612.810 | Quốc lộ 20
P=1433 | X=0299.880-0372.460 | Y=0603.490-0612.810 | Hết mét thứ 500
P=1433 | X=0407.420-0432.470 | Y=0603.490-0612.810 | 3.800
P=1433 | X=0454.490-0479.540 | Y=0603.490-0612.810 | 2.700
P=1433 | X=0497.230-0522.280 | Y=0603.490-0612.810 | 2.300
P=1433 | X=0110.930-0129.960 | Y=0607.370-0618.610 | Sơn
P=1433 | X=0110.930-0374.370 | Y=0625.150-0636.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1433 | X=0110.930-0377.720 | Y=0636.670-0647.910 | Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có
P=1433 | X=0110.930-0304.580 | Y=0648.190-0659.430 | hiện trạng là đường nhựa, bê tông xi măng:
P=1433 | X=0091.940-0108.580 | Y=0656.070-0665.390 | 114
P=1433 | X=0407.420-0432.470 | Y=0656.070-0665.390 | 1.500
P=1433 | X=0454.490-0479.540 | Y=0656.070-0665.390 | 1.100
P=1433 | X=0505.390-0522.030 | Y=0656.070-0665.390 | 900
P=1433 | X=0110.930-0342.010 | Y=0665.710-0676.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1433 | X=0110.930-0388.120 | Y=0683.230-0694.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1433 | X=0091.940-0374.370 | Y=0700.770-0712.010 | 115 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1433 | X=0407.420-0432.470 | Y=0702.660-0711.980 | 1.100
P=1433 | X=0462.650-0479.290 | Y=0702.660-0711.980 | 770
P=1433 | X=0505.390-0522.030 | Y=0702.660-0711.980 | 660
P=1434 | X=0110.930-0377.740 | Y=0072.500-0083.740 | Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có
P=1434 | X=0110.930-0304.540 | Y=0084.020-0095.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=1434 | X=0110.930-0342.480 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1434 | X=0110.930-0364.240 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1434 | X=0110.930-0205.880 | Y=0130.610-0141.850 | >500m đến ≤1.000m.
P=1434 | X=0110.930-0334.100 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1434 | X=0110.930-0374.370 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1434 | X=0110.930-0377.720 | Y=0177.170-0188.410 | Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có
P=1434 | X=0110.930-0304.540 | Y=0188.690-0199.930 | hiện trạng là đường nhựa, bê tông xi măng:
P=1434 | X=0091.940-0108.580 | Y=0202.350-0211.670 | 116
P=1434 | X=0415.580-0432.220 | Y=0202.350-0211.670 | 770
P=1434 | X=0462.650-0479.290 | Y=0202.350-0211.670 | 540
P=1434 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 460
P=1434 | X=0110.930-0352.040 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1434 | X=0110.930-0153.070 | Y=0219.630-0228.950 | >1.000m.
P=1434 | X=0110.930-0334.570 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1434 | X=0110.930-0384.440 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1434 | X=0110.930-0388.360 | Y=0264.550-0275.790 | ra Đường Võ Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét
P=1434 | X=0110.930-0355.200 | Y=0276.070-0287.310 | thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1434 | X=0091.940-0108.610 | Y=0283.980-0293.300 | 117
P=1434 | X=0407.420-0432.470 | Y=0283.980-0293.300 | 1.400
P=1434 | X=0462.650-0479.290 | Y=0283.980-0293.300 | 980
P=1434 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 840
P=1434 | X=0110.930-0342.010 | Y=0293.620-0304.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1434 | X=0110.930-0388.120 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1434 | X=0110.930-0384.440 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1434 | X=0110.930-0388.360 | Y=0340.420-0351.660 | ra Đường Võ Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét
P=1434 | X=0110.930-0355.200 | Y=0351.700-0362.940 | thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1434 | X=0091.940-0342.500 | Y=0369.240-0383.560 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1434 | X=0415.580-0432.220 | Y=0374.240-0383.560 | 990
P=1434 | X=0462.650-0479.290 | Y=0374.240-0383.560 | 690
P=1434 | X=0505.390-0522.030 | Y=0374.240-0383.560 | 590
P=1434 | X=0110.930-0364.240 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1434 | X=0110.930-0205.880 | Y=0398.280-0409.520 | >500m đến ≤1.000m.
P=1434 | X=0110.930-0334.100 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1434 | X=0110.930-0384.440 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1434 | X=0110.930-0388.360 | Y=0445.080-0456.320 | ra Đường Võ Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét
P=1434 | X=0110.930-0355.200 | Y=0456.620-0467.860 | thứ 500 có hiện trạng là đường nhựa, bê tông xi măng:
P=1434 | X=0091.940-0108.580 | Y=0470.260-0479.580 | 119
P=1434 | X=0415.580-0432.220 | Y=0470.260-0479.580 | 690
P=1434 | X=0462.650-0479.290 | Y=0470.260-0479.580 | 480
P=1434 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 410
P=1434 | X=0110.930-0352.040 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1434 | X=0110.930-0153.070 | Y=0487.540-0496.860 | >1.000m.
P=1434 | X=0110.930-0334.570 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1434 | X=0110.930-0209.350 | Y=0520.940-0532.180 | Đường Võ Dõng - Lạc
P=1434 | X=0299.880-0378.380 | Y=0520.940-0532.180 | Đường Lạc Sơn -
P=1434 | X=0091.940-0108.580 | Y=0528.340-0537.660 | 120
P=1434 | X=0215.110-0287.700 | Y=0528.340-0537.660 | Hết mét thứ 500
P=1434 | X=0407.420-0432.460 | Y=0528.340-0537.660 | 2.500
P=1434 | X=0454.490-0479.540 | Y=0528.340-0537.660 | 1.800
P=1434 | X=0497.230-0522.280 | Y=0528.340-0537.660 | 1.500
P=1434 | X=0110.930-0129.960 | Y=0532.220-0543.460 | Sơn
P=1434 | X=0299.880-0351.090 | Y=0534.100-0543.420 | Xuân Thiện
P=1434 | X=0110.930-0374.370 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1434 | X=0110.930-0388.520 | Y=0561.530-0572.770 | Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc Sơn
P=1434 | X=0110.930-0378.030 | Y=0573.050-0584.290 | - Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=1434 | X=0091.940-0108.580 | Y=0580.930-0590.250 | 121
P=1434 | X=0407.420-0432.470 | Y=0580.930-0590.250 | 1.100
P=1434 | X=0462.650-0479.290 | Y=0580.930-0590.250 | 770
P=1434 | X=0505.390-0522.030 | Y=0580.930-0590.250 | 660
P=1434 | X=0110.930-0342.010 | Y=0590.570-0601.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1434 | X=0110.930-0388.120 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1434 | X=0110.930-0374.370 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1434 | X=0110.930-0388.520 | Y=0637.390-0648.630 | Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc Sơn
P=1434 | X=0110.930-0378.030 | Y=0648.910-0660.150 | - Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=1434 | X=0091.940-0108.580 | Y=0662.550-0671.870 | 122
P=1434 | X=0415.580-0432.220 | Y=0662.550-0671.870 | 770
P=1434 | X=0462.650-0479.290 | Y=0662.550-0671.870 | 540
P=1434 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 460
P=1434 | X=0110.930-0342.480 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1434 | X=0110.930-0364.240 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1434 | X=0110.930-0205.880 | Y=0695.470-0706.710 | >500m đến ≤1.000m.
P=1435 | X=0110.930-0334.100 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1435 | X=0110.930-0374.370 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1435 | X=0110.930-0388.520 | Y=0107.780-0119.020 | Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc Sơn
P=1435 | X=0110.930-0378.030 | Y=0119.330-0130.570 | - Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=1435 | X=0091.940-0108.580 | Y=0132.970-0142.290 | 123
P=1435 | X=0415.580-0432.220 | Y=0132.970-0142.290 | 540
P=1435 | X=0462.650-0479.290 | Y=0132.970-0142.290 | 380
P=1435 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 320
P=1435 | X=0110.930-0352.040 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1435 | X=0110.930-0153.070 | Y=0150.250-0159.570 | >1.000m.
P=1435 | X=0110.930-0334.570 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1435 | X=0110.930-0384.440 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1435 | X=0110.930-0374.380 | Y=0194.930-0206.170 | ra Đường Võ Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến
P=1435 | X=0110.930-0375.910 | Y=0206.470-0217.710 | Đường Lạc Sơn - Xuân Thiện có hiện trạng là đường nhựa,
P=1435 | X=0091.940-0185.010 | Y=0217.990-0229.430 | 124 bê tông xi măng:
P=1435 | X=0415.580-0432.220 | Y=0220.110-0229.430 | 990
P=1435 | X=0462.650-0479.290 | Y=0220.110-0229.430 | 690
P=1435 | X=0505.390-0522.030 | Y=0220.110-0229.430 | 590
P=1435 | X=0110.930-0342.010 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1435 | X=0110.930-0388.120 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1435 | X=0110.930-0384.440 | Y=0270.790-0282.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1435 | X=0110.930-0374.380 | Y=0282.340-0293.580 | ra Đường Võ Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến
P=1435 | X=0110.930-0375.910 | Y=0293.860-0305.100 | Đường Lạc Sơn - Xuân Thiện có hiện trạng là đường nhựa,
P=1435 | X=0110.930-0185.010 | Y=0305.380-0316.620 | bê tông xi măng:
P=1435 | X=0091.940-0342.480 | Y=0321.900-0334.140 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1435 | X=0415.580-0432.220 | Y=0321.900-0331.220 | 690
P=1435 | X=0462.650-0479.290 | Y=0321.900-0331.220 | 480
P=1435 | X=0505.390-0522.030 | Y=0321.900-0331.220 | 410
P=1435 | X=0110.930-0364.240 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1435 | X=0110.930-0205.880 | Y=0351.700-0362.940 | >500m đến ≤1.000m.
P=1435 | X=0110.930-0334.100 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1435 | X=0110.930-0384.440 | Y=0387.000-0398.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1435 | X=0110.930-0374.380 | Y=0398.520-0409.760 | ra Đường Võ Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến
P=1435 | X=0110.930-0375.910 | Y=0410.040-0421.280 | Đường Lạc Sơn - Xuân Thiện có hiện trạng là đường nhựa,
P=1435 | X=0110.930-0185.010 | Y=0421.560-0432.800 | bê tông xi măng:
P=1435 | X=0091.940-0108.580 | Y=0429.440-0438.760 | 126
P=1435 | X=0415.580-0432.220 | Y=0429.440-0438.760 | 490
P=1435 | X=0462.650-0479.290 | Y=0429.440-0438.760 | 340
P=1435 | X=0505.390-0522.030 | Y=0429.440-0438.760 | 290
P=1435 | X=0110.930-0352.040 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1435 | X=0110.930-0153.070 | Y=0452.500-0461.820 | >1.000m.
P=1435 | X=0110.930-0334.570 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1435 | X=0110.930-0195.670 | Y=0485.900-0497.140 | Đường Đông Kim -
P=1435 | X=0091.940-0108.580 | Y=0493.540-0502.860 | 127
P=1435 | X=0215.110-0263.700 | Y=0493.540-0502.860 | Quốc lộ 20
P=1435 | X=0299.880-0362.830 | Y=0493.540-0502.860 | Suối Ông Ngà
P=1435 | X=0407.420-0432.470 | Y=0493.540-0502.860 | 3.900
P=1435 | X=0454.490-0479.540 | Y=0493.540-0502.860 | 2.700
P=1435 | X=0497.230-0522.280 | Y=0493.540-0502.860 | 2.300
P=1435 | X=0110.930-0162.140 | Y=0499.300-0508.620 | Xuân Thiện
P=1435 | X=0110.930-0385.890 | Y=0515.180-0526.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông
P=1435 | X=0110.930-0375.060 | Y=0526.460-0537.700 | Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà có
P=1435 | X=0110.930-0304.540 | Y=0538.010-0549.250 | hiện trạng là đường nhựa, bê tông xi măng:
P=1435 | X=0091.940-0108.580 | Y=0545.890-0555.210 | 128
P=1435 | X=0407.420-0432.470 | Y=0545.890-0555.210 | 1.600
P=1435 | X=0454.490-0479.540 | Y=0545.890-0555.210 | 1.100
P=1435 | X=0505.390-0522.030 | Y=0545.890-0555.210 | 960
P=1435 | X=0110.930-0342.010 | Y=0555.530-0566.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1435 | X=0110.930-0388.130 | Y=0573.050-0584.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1435 | X=0110.930-0385.890 | Y=0590.810-0602.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông
P=1435 | X=0110.930-0375.060 | Y=0602.330-0613.570 | Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà có
P=1435 | X=0110.930-0304.540 | Y=0613.850-0625.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=1435 | X=0091.940-0342.480 | Y=0631.390-0645.470 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1435 | X=0407.420-0432.470 | Y=0636.150-0645.470 | 1.200
P=1435 | X=0462.650-0479.290 | Y=0636.150-0645.470 | 840
P=1435 | X=0505.390-0522.030 | Y=0636.150-0645.470 | 720
P=1435 | X=0110.930-0364.240 | Y=0648.910-0660.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1435 | X=0110.930-0205.880 | Y=0660.430-0671.670 | >500m đến ≤1.000m.
P=1435 | X=0110.930-0334.100 | Y=0677.950-0689.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1435 | X=0110.930-0385.890 | Y=0695.710-0706.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông
P=1435 | X=0091.940-0108.580 | Y=0703.380-0712.700 | 130
P=1435 | X=0415.580-0432.220 | Y=0703.380-0712.700 | 820
P=1435 | X=0462.650-0479.290 | Y=0703.380-0712.700 | 570
P=1435 | X=0505.390-0522.030 | Y=0703.380-0712.700 | 490
P=1435 | X=0110.930-0375.060 | Y=0707.250-0718.490 | Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà có
P=1436 | X=0110.930-0304.540 | Y=0072.500-0083.740 | hiện trạng là đường nhựa, bê tông xi măng:
P=1436 | X=0110.930-0352.040 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1436 | X=0110.930-0153.070 | Y=0103.420-0112.740 | >1.000m.
P=1436 | X=0110.930-0334.570 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1436 | X=0110.930-0384.440 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1436 | X=0110.930-0368.860 | Y=0148.370-0159.610 | ra Đường Đông Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến
P=1436 | X=0110.930-0383.540 | Y=0159.650-0170.890 | Suối Ông Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1436 | X=0091.940-0108.580 | Y=0167.530-0176.850 | 131
P=1436 | X=0407.420-0432.470 | Y=0167.530-0176.850 | 1.400
P=1436 | X=0462.650-0479.290 | Y=0167.530-0176.850 | 980
P=1436 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 840
P=1436 | X=0110.930-0342.010 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1436 | X=0110.930-0388.120 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1436 | X=0110.930-0384.440 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1436 | X=0110.930-0368.870 | Y=0223.990-0235.230 | ra Đường Đông Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến
P=1436 | X=0110.930-0383.540 | Y=0235.510-0246.750 | Suối Ông Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1436 | X=0091.940-0342.480 | Y=0253.030-0267.110 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1436 | X=0407.420-0432.470 | Y=0257.790-0267.110 | 1.100
P=1436 | X=0462.650-0479.290 | Y=0257.790-0267.110 | 770
P=1436 | X=0505.390-0522.030 | Y=0257.790-0267.110 | 660
P=1436 | X=0110.930-0364.240 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1436 | X=0110.930-0205.880 | Y=0282.100-0293.340 | >500m đến ≤1.000m.
P=1436 | X=0110.930-0334.100 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1436 | X=0110.930-0384.440 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1436 | X=0110.930-0368.870 | Y=0328.900-0340.140 | ra Đường Đông Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến
P=1436 | X=0110.930-0383.540 | Y=0340.420-0351.660 | Suối Ông Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1436 | X=0091.940-0108.580 | Y=0353.820-0363.140 | 133
P=1436 | X=0415.580-0432.220 | Y=0353.820-0363.140 | 740
P=1436 | X=0462.650-0479.290 | Y=0353.820-0363.140 | 520
P=1436 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 440
P=1436 | X=0110.930-0352.050 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1436 | X=0110.930-0153.070 | Y=0371.120-0380.440 | >1.000m.
P=1436 | X=0110.930-0334.570 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1436 | X=0110.930-0195.670 | Y=0404.520-0415.760 | Đường Đông Kim -
P=1436 | X=0299.880-0382.300 | Y=0404.520-0415.760 | Giáp ranh phường
P=1436 | X=0091.940-0108.580 | Y=0412.160-0421.480 | 134
P=1436 | X=0215.110-0278.090 | Y=0412.160-0421.480 | Suối Ông Ngà
P=1436 | X=0407.420-0432.470 | Y=0412.160-0421.480 | 2.900
P=1436 | X=0454.490-0479.540 | Y=0412.160-0421.480 | 2.000
P=1436 | X=0497.230-0522.280 | Y=0412.160-0421.480 | 1.700
P=1436 | X=0110.930-0162.140 | Y=0417.920-0427.240 | Xuân Thiện
P=1436 | X=0299.880-0339.480 | Y=0417.920-0427.240 | Bình Lộc
P=1436 | X=0110.930-0385.890 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông
P=1436 | X=0110.930-0357.320 | Y=0445.320-0456.560 | Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh
P=1436 | X=0110.930-0367.880 | Y=0456.860-0468.100 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi
P=1436 | X=0091.940-0138.930 | Y=0468.380-0479.820 | 135 măng:
P=1436 | X=0407.420-0432.470 | Y=0470.500-0479.820 | 1.200
P=1436 | X=0462.650-0479.290 | Y=0470.500-0479.820 | 840
P=1436 | X=0505.390-0522.030 | Y=0470.500-0479.820 | 720
P=1436 | X=0110.930-0342.010 | Y=0485.900-0497.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1436 | X=0110.930-0388.120 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1436 | X=0110.930-0385.890 | Y=0521.180-0532.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông
P=1436 | X=0110.930-0357.320 | Y=0532.490-0543.730 | Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh
P=1436 | X=0110.930-0367.880 | Y=0544.010-0555.250 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi
P=1436 | X=0110.930-0138.930 | Y=0555.530-0566.770 | măng:
P=1436 | X=0091.940-0342.480 | Y=0572.290-0584.290 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1436 | X=0415.580-0432.220 | Y=0572.290-0581.610 | 880
P=1436 | X=0462.650-0479.290 | Y=0572.290-0581.610 | 620
P=1436 | X=0505.390-0522.030 | Y=0572.290-0581.610 | 530
