TABLE=051 | AREA=Xã Phú Lâm | SECTION=non-agricultural | SEGMENTS=1
P=1692 | X=0106.850-0413.270 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1692 | X=0106.850-0148.530 | Y=0299.620-0310.860 | ≤1.000m.
P=1692 | X=0106.850-0330.020 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1692 | X=0106.850-0392.110 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1692 | X=0106.850-0398.980 | Y=0346.420-0357.660 | Quốc lộ 20 đoạn từ Ngã tư Cây Xoài xã Phú Lâm đến Ngã tư Cây
P=1692 | X=0106.850-0398.670 | Y=0357.700-0368.940 | Dừa (xã Phú Lâm) có hiện trạng là đường nhựa, bê tông xi măng:
P=1692 | X=0092.900-0104.020 | Y=0365.580-0374.900 | 28
P=1692 | X=0424.970-0450.020 | Y=0365.580-0374.900 | 1.100
P=1692 | X=0469.370-0486.010 | Y=0365.580-0374.900 | 770
P=1692 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 660
P=1692 | X=0106.850-0392.640 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1692 | X=0106.850-0330.490 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1692 | X=0235.540-0309.320 | Y=0410.520-0421.760 | Ngã tư Cây Dừa
P=1692 | X=0322.200-0411.770 | Y=0412.400-0421.720 | Hẻm SONY (xã Phú
P=1692 | X=0092.900-0155.410 | Y=0418.160-0427.480 | 29 Quốc lộ 20
P=1692 | X=0424.970-0450.020 | Y=0418.160-0427.480 | 6.300
P=1692 | X=0461.210-0486.260 | Y=0418.160-0427.480 | 4.400
P=1692 | X=0497.230-0522.280 | Y=0418.160-0427.480 | 3.800
P=1692 | X=0235.540-0295.750 | Y=0423.920-0433.240 | (xã Phú Lâm)
P=1692 | X=0322.200-0345.230 | Y=0423.920-0433.240 | Lâm)
P=1692 | X=0106.850-0409.370 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1692 | X=0106.850-0415.660 | Y=0451.340-0462.580 | Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY (xã Phú Lâm) có hiện
P=1692 | X=0106.850-0278.630 | Y=0462.860-0474.100 | trạng là đường nhựa, bê tông xi măng:
P=1692 | X=0092.900-0104.020 | Y=0470.740-0480.060 | 30
P=1692 | X=0424.970-0450.020 | Y=0470.740-0480.060 | 1.800
P=1692 | X=0461.210-0486.260 | Y=0470.740-0480.060 | 1.300
P=1692 | X=0497.230-0522.280 | Y=0470.740-0480.060 | 1.100
P=1692 | X=0106.850-0337.930 | Y=0480.380-0491.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1692 | X=0106.850-0384.020 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1692 | X=0106.850-0409.370 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1692 | X=0106.850-0415.660 | Y=0527.180-0538.420 | Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY (xã Phú Lâm) có hiện
P=1692 | X=0106.850-0278.630 | Y=0538.490-0549.730 | trạng là đường nhựa, bê tông xi măng:
P=1692 | X=0092.900-0338.410 | Y=0556.010-0570.330 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1692 | X=0424.970-0450.020 | Y=0561.010-0570.330 | 1.300
P=1692 | X=0469.370-0486.010 | Y=0561.010-0570.330 | 910
P=1692 | X=0505.390-0522.030 | Y=0561.010-0570.330 | 780
P=1692 | X=0106.850-0413.270 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1692 | X=0106.850-0148.530 | Y=0585.050-0596.290 | ≤1.000m.
P=1692 | X=0106.850-0330.020 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1692 | X=0106.850-0409.370 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1692 | X=0106.850-0415.660 | Y=0631.870-0643.110 | Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY (xã Phú Lâm) có hiện
P=1692 | X=0106.850-0278.630 | Y=0643.390-0654.630 | trạng là đường nhựa, bê tông xi măng:
P=1692 | X=0092.900-0104.020 | Y=0651.270-0660.590 | 32
P=1692 | X=0424.970-0450.020 | Y=0651.270-0660.590 | 1.000
P=1692 | X=0469.370-0486.010 | Y=0651.270-0660.590 | 700
P=1692 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 600
P=1692 | X=0106.850-0392.640 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1692 | X=0106.850-0330.490 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1692 | X=0106.850-0392.110 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1692 | X=0092.900-0104.020 | Y=0703.860-0713.180 | 33
P=1692 | X=0424.970-0450.020 | Y=0703.860-0713.180 | 1.600
P=1692 | X=0461.210-0486.260 | Y=0703.860-0713.180 | 1.100
P=1692 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 960
P=1692 | X=0106.850-0406.200 | Y=0707.730-0718.970 | Quốc lộ 20 đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY
P=1693 | X=0106.850-0376.590 | Y=0072.500-0083.740 | (xã Phú Lâm) có hiện trạng là đường nhựa, bê tông xi măng:
P=1693 | X=0106.850-0337.930 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1693 | X=0106.850-0384.020 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1693 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1693 | X=0106.850-0406.200 | Y=0136.850-0148.090 | Quốc lộ 20 đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY
P=1693 | X=0106.850-0376.590 | Y=0148.370-0159.610 | (xã Phú Lâm) có hiện trạng là đường nhựa, bê tông xi măng:
P=1693 | X=0092.900-0338.400 | Y=0165.650-0179.970 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1693 | X=0424.970-0450.020 | Y=0170.650-0179.970 | 1.200
P=1693 | X=0469.370-0486.010 | Y=0170.650-0179.970 | 840
P=1693 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 720
P=1693 | X=0106.850-0413.270 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1693 | X=0106.850-0148.530 | Y=0194.690-0205.930 | ≤1.000m.
P=1693 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1693 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1693 | X=0106.850-0406.200 | Y=0241.510-0252.750 | Quốc lộ 20 đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY
P=1693 | X=0106.850-0376.590 | Y=0253.030-0264.270 | (xã Phú Lâm) có hiện trạng là đường nhựa, bê tông xi măng:
P=1693 | X=0092.900-0104.020 | Y=0260.910-0270.230 | 35
P=1693 | X=0433.130-0449.770 | Y=0260.910-0270.230 | 900
P=1693 | X=0469.370-0486.010 | Y=0260.910-0270.230 | 630
P=1693 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 540
P=1693 | X=0106.850-0392.640 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1693 | X=0106.850-0330.490 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1693 | X=0235.540-0304.710 | Y=0307.740-0317.060 | Hẻm SONY (xã
P=1693 | X=0322.200-0395.230 | Y=0311.620-0322.860 | Đường Phú Yên
P=1693 | X=0092.900-0155.410 | Y=0313.500-0322.820 | 36 Quốc lộ 20
P=1693 | X=0424.970-0450.020 | Y=0313.500-0322.820 | 2.900
P=1693 | X=0461.210-0486.260 | Y=0313.500-0322.820 | 2.000
P=1693 | X=0497.230-0522.280 | Y=0313.500-0322.820 | 1.700
P=1693 | X=0235.540-0279.200 | Y=0319.260-0328.580 | Phú Lâm)
P=1693 | X=0106.850-0409.370 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1693 | X=0106.850-0388.300 | Y=0346.660-0357.900 | Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên có hiện trạng là
P=1693 | X=0106.850-0242.600 | Y=0357.940-0369.180 | đường nhựa, bê tông xi măng:
P=1693 | X=0092.900-0104.020 | Y=0365.820-0375.140 | 37
P=1693 | X=0433.130-0449.770 | Y=0365.820-0375.140 | 780
P=1693 | X=0469.370-0486.010 | Y=0365.820-0375.140 | 550
P=1693 | X=0505.390-0522.030 | Y=0365.820-0375.140 | 470
P=1693 | X=0106.850-0337.930 | Y=0375.480-0386.720 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1693 | X=0106.850-0384.020 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1693 | X=0106.850-0409.370 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1693 | X=0106.850-0388.300 | Y=0422.280-0433.520 | Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên có hiện trạng là
P=1693 | X=0106.850-0242.600 | Y=0433.800-0445.040 | đường nhựa, bê tông xi măng:
P=1693 | X=0092.900-0338.400 | Y=0451.340-0465.420 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1693 | X=0433.130-0449.770 | Y=0456.100-0465.420 | 670
P=1693 | X=0469.370-0486.010 | Y=0456.100-0465.420 | 470
P=1693 | X=0505.390-0522.030 | Y=0456.100-0465.420 | 400
P=1693 | X=0106.850-0413.270 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1693 | X=0106.850-0148.530 | Y=0480.380-0491.620 | ≤1.000m.
P=1693 | X=0106.850-0330.020 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1693 | X=0106.850-0409.370 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1693 | X=0106.850-0388.300 | Y=0527.180-0538.420 | Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên có hiện trạng là
P=1693 | X=0106.850-0242.600 | Y=0538.490-0549.730 | đường nhựa, bê tông xi măng:
P=1693 | X=0092.900-0104.020 | Y=0546.370-0555.690 | 39
P=1693 | X=0433.130-0449.770 | Y=0546.370-0555.690 | 500
P=1693 | X=0469.370-0486.010 | Y=0546.370-0555.690 | 350
P=1693 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 300
P=1693 | X=0106.850-0392.660 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1693 | X=0106.850-0330.490 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1693 | X=0106.850-0392.110 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1693 | X=0106.850-0405.550 | Y=0602.810-0614.050 | Quốc lộ 20 đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên
P=1693 | X=0106.850-0313.700 | Y=0614.330-0625.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1693 | X=0092.900-0104.020 | Y=0622.230-0631.550 | 40
P=1693 | X=0433.130-0449.770 | Y=0622.230-0631.550 | 700
P=1693 | X=0469.370-0486.010 | Y=0622.230-0631.550 | 490
P=1693 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 420
P=1693 | X=0106.850-0337.930 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1693 | X=0106.850-0384.020 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1693 | X=0106.850-0392.110 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1693 | X=0106.850-0405.550 | Y=0678.670-0689.910 | Quốc lộ 20 đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên
P=1693 | X=0092.900-0313.700 | Y=0689.190-0701.430 | 41 có hiện trạng là đường nhựa, bê tông xi măng:
P=1693 | X=0433.130-0449.770 | Y=0689.190-0698.510 | 600
P=1693 | X=0469.370-0486.010 | Y=0689.190-0698.510 | 420
P=1693 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 360
P=1693 | X=0106.850-0338.400 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1694 | X=0106.850-0413.270 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1694 | X=0106.850-0148.530 | Y=0090.020-0101.260 | ≤1.000m.
P=1694 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1694 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1694 | X=0106.850-0405.550 | Y=0136.850-0148.090 | Quốc lộ 20 đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên
P=1694 | X=0106.850-0313.700 | Y=0148.370-0159.610 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1694 | X=0092.900-0104.020 | Y=0156.250-0165.570 | 42
P=1694 | X=0433.130-0449.770 | Y=0156.250-0165.570 | 450
P=1694 | X=0469.370-0486.010 | Y=0156.250-0165.570 | 320
P=1694 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 270
P=1694 | X=0106.850-0392.640 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1694 | X=0106.850-0330.490 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1694 | X=0235.540-0308.570 | Y=0200.950-0212.190 | Đường Phú Yên
P=1694 | X=0322.200-0413.980 | Y=0200.950-0212.190 | Đường Phú Thắng 2
P=1694 | X=0092.900-0155.410 | Y=0202.830-0212.150 | 43 Quốc lộ 20
P=1694 | X=0424.970-0450.020 | Y=0202.830-0212.150 | 1.300
P=1694 | X=0469.370-0486.010 | Y=0202.830-0212.150 | 910
P=1694 | X=0505.390-0522.030 | Y=0202.830-0212.150 | 780
P=1694 | X=0106.850-0409.370 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1694 | X=0106.850-0397.670 | Y=0230.230-0241.470 | Đường Phú Yên đến Đường Phú Thắng 2 có hiện trạng là đường
P=1694 | X=0106.850-0209.960 | Y=0241.750-0252.990 | nhựa, bê tông xi măng:
P=1694 | X=0092.900-0104.020 | Y=0249.630-0258.950 | 44
P=1694 | X=0433.130-0449.770 | Y=0249.630-0258.950 | 450
P=1694 | X=0469.370-0486.010 | Y=0249.630-0258.950 | 320
P=1694 | X=0505.390-0522.030 | Y=0249.630-0258.950 | 270
P=1694 | X=0106.850-0337.930 | Y=0259.270-0270.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1694 | X=0106.850-0384.020 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1694 | X=0106.850-0409.370 | Y=0294.580-0305.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1694 | X=0106.850-0397.670 | Y=0306.100-0317.340 | Đường Phú Yên đến Đường Phú Thắng 2 có hiện trạng là đường
P=1694 | X=0106.850-0209.960 | Y=0317.620-0328.860 | nhựa, bê tông xi măng:
P=1694 | X=0092.900-0338.420 | Y=0335.140-0349.220 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1694 | X=0433.130-0449.770 | Y=0339.900-0349.220 | 340
P=1694 | X=0469.370-0486.010 | Y=0339.900-0349.220 | 240
P=1694 | X=0505.390-0522.030 | Y=0339.900-0349.220 | 200
P=1694 | X=0106.850-0413.270 | Y=0352.660-0363.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1694 | X=0106.850-0148.530 | Y=0363.940-0375.180 | ≤1.000m.
P=1694 | X=0106.850-0330.020 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1694 | X=0106.850-0409.370 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1694 | X=0106.850-0397.670 | Y=0410.760-0422.000 | Đường Phú Yên đến Đường Phú Thắng 2 có hiện trạng là đường
P=1694 | X=0106.850-0209.960 | Y=0422.280-0433.520 | nhựa, bê tông xi măng:
P=1694 | X=0092.900-0104.020 | Y=0430.160-0439.480 | 46
P=1694 | X=0433.130-0449.770 | Y=0430.160-0439.480 | 220
P=1694 | X=0469.370-0486.010 | Y=0430.160-0439.480 | 150
P=1694 | X=0505.390-0522.030 | Y=0430.160-0439.480 | 130
P=1694 | X=0106.850-0392.640 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1694 | X=0106.850-0330.490 | Y=0457.340-0468.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1694 | X=0106.850-0392.110 | Y=0475.100-0486.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1694 | X=0106.850-0395.260 | Y=0486.620-0497.860 | Quốc lộ 20 đoạn từ Đường Phú Yên đến Đường Phú Thắng 2 có
P=1694 | X=0106.850-0300.460 | Y=0498.140-0509.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=1694 | X=0092.900-0104.020 | Y=0506.020-0515.340 | 47
P=1694 | X=0433.130-0449.770 | Y=0506.020-0515.340 | 410
P=1694 | X=0469.370-0486.010 | Y=0506.020-0515.340 | 290
P=1694 | X=0505.390-0522.030 | Y=0506.020-0515.340 | 250
P=1694 | X=0106.850-0337.930 | Y=0515.660-0526.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1694 | X=0106.850-0384.020 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1694 | X=0106.850-0392.140 | Y=0550.970-0562.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1694 | X=0106.850-0395.260 | Y=0562.250-0573.490 | Quốc lộ 20 đoạn từ Đường Phú Yên đến Đường Phú Thắng 2 có
P=1694 | X=0106.850-0300.460 | Y=0573.770-0585.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=1694 | X=0092.900-0338.400 | Y=0591.290-0605.610 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1694 | X=0433.130-0449.770 | Y=0596.290-0605.610 | 310
P=1694 | X=0469.370-0486.010 | Y=0596.290-0605.610 | 220
P=1694 | X=0505.390-0522.030 | Y=0596.290-0605.610 | 190
P=1694 | X=0106.850-0413.270 | Y=0608.810-0620.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1694 | X=0106.850-0148.530 | Y=0620.350-0631.590 | ≤1.000m.
P=1694 | X=0106.850-0330.020 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1694 | X=0106.850-0392.110 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1694 | X=0106.850-0395.260 | Y=0667.150-0678.390 | Quốc lộ 20 đoạn từ Đường Phú Yên đến Đường Phú Thắng 2 có
P=1694 | X=0092.900-0300.460 | Y=0677.670-0689.910 | 49 hiện trạng là đường nhựa, bê tông xi măng:
P=1694 | X=0433.130-0449.770 | Y=0677.670-0686.990 | 200
P=1694 | X=0469.370-0486.010 | Y=0677.670-0686.990 | 140
P=1694 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 120
P=1694 | X=0106.850-0392.700 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1695 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1695 | X=0235.540-0318.920 | Y=0096.260-0107.500 | Đường Phú Thắng
P=1695 | X=0322.200-0391.160 | Y=0102.020-0113.260 | Đường Km 138
P=1695 | X=0092.900-0155.410 | Y=0103.900-0113.220 | 50 Quốc lộ 20
P=1695 | X=0424.970-0450.020 | Y=0103.900-0113.220 | 1.500
P=1695 | X=0461.210-0486.260 | Y=0103.900-0113.220 | 1.100
P=1695 | X=0505.390-0522.030 | Y=0103.900-0113.220 | 900
P=1695 | X=0235.540-0241.140 | Y=0109.660-0118.980 | 2
P=1695 | X=0106.850-0409.370 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1695 | X=0106.850-0393.830 | Y=0137.090-0148.330 | Đường Phú Thắng 2 đến Đường Km 138 có hiện trạng là đường
P=1695 | X=0106.850-0209.950 | Y=0148.610-0159.850 | nhựa, bê tông xi măng:
P=1695 | X=0092.900-0104.020 | Y=0156.490-0165.810 | 51
P=1695 | X=0433.130-0449.770 | Y=0156.490-0165.810 | 500
P=1695 | X=0469.370-0486.010 | Y=0156.490-0165.810 | 350
P=1695 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 300
P=1695 | X=0106.850-0337.930 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1695 | X=0106.850-0384.020 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1695 | X=0106.850-0409.370 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20 đoạn từ
P=1695 | X=0106.850-0393.820 | Y=0212.710-0223.950 | Đường Phú Thắng 2 đến Đường Km 138 có hiện trạng là đường
P=1695 | X=0106.850-0209.960 | Y=0224.230-0235.470 | nhựa, bê tông xi măng:
P=1695 | X=0092.900-0338.400 | Y=0241.750-0256.070 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1695 | X=0433.130-0449.770 | Y=0246.750-0256.070 | 390
P=1695 | X=0469.370-0486.010 | Y=0246.750-0256.070 | 270
