TABLE=030 | AREA=Xã Cẩm Mỹ | SECTION=non-agricultural | SEGMENTS=1
P=1094 | X=0111.170-0387.340 | Y=0514.220-0525.460 | ba giao với Đường tỉnh 765B (-1000m) có hiện trạng là đường
P=1094 | X=0094.820-0214.280 | Y=0525.740-0537.180 | 26 nhựa, bê tông xi măng:
P=1094 | X=0414.380-0431.020 | Y=0527.860-0537.180 | 580
P=1094 | X=0461.930-0478.570 | Y=0527.860-0537.180 | 410
P=1094 | X=0505.630-0522.270 | Y=0527.860-0537.180 | 350
P=1094 | X=0111.170-0342.250 | Y=0543.290-0554.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1094 | X=0111.170-0388.360 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1094 | X=0111.170-0384.680 | Y=0578.570-0589.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1094 | X=0111.170-0381.350 | Y=0590.090-0601.330 | ra Đường ấp 9,11 đoạn từ Giáp ranh xã Xuân Đông đến Ngã
P=1094 | X=0111.170-0387.340 | Y=0601.610-0612.850 | ba giao với Đường tỉnh 765B (-1000m) có hiện trạng là đường
P=1094 | X=0111.170-0214.280 | Y=0613.130-0624.370 | nhựa, bê tông xi măng:
P=1094 | X=0094.820-0342.720 | Y=0629.670-0641.910 | 27 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1094 | X=0414.380-0431.020 | Y=0629.670-0638.990 | 480
P=1094 | X=0461.930-0478.570 | Y=0629.670-0638.990 | 340
P=1094 | X=0505.630-0522.270 | Y=0629.670-0638.990 | 290
P=1094 | X=0111.170-0364.480 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1094 | X=0111.170-0206.120 | Y=0659.710-0670.950 | >500m đến ≤1.000m.
P=1094 | X=0111.170-0334.340 | Y=0677.230-0688.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1094 | X=0111.170-0384.680 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1094 | X=0094.820-0105.940 | Y=0702.420-0711.740 | 28
P=1094 | X=0414.380-0431.020 | Y=0702.420-0711.740 | 370
P=1094 | X=0461.930-0478.570 | Y=0702.420-0711.740 | 260
P=1094 | X=0505.630-0522.270 | Y=0702.420-0711.740 | 220
P=1094 | X=0111.170-0381.350 | Y=0706.290-0717.530 | ra Đường ấp 9,11 đoạn từ Giáp ranh xã Xuân Đông đến Ngã
P=1095 | X=0111.170-0387.340 | Y=0072.500-0083.740 | ba giao với Đường tỉnh 765B (-1000m) có hiện trạng là đường
P=1095 | X=0111.170-0214.310 | Y=0084.020-0095.260 | nhựa, bê tông xi măng:
P=1095 | X=0111.170-0352.280 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1095 | X=0111.170-0153.310 | Y=0114.940-0124.260 | >1.000m.
P=1095 | X=0111.170-0334.810 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1095 | X=0221.350-0299.910 | Y=0150.250-0159.570 | Cách ngã ba giao
P=1095 | X=0094.820-0179.170 | Y=0159.650-0170.890 | 29 Đường ấp 9,11
P=1095 | X=0221.350-0288.660 | Y=0159.650-0170.890 | với Đường tỉnh
P=1095 | X=0303.960-0380.770 | Y=0159.650-0170.890 | Đường tỉnh 765B
P=1095 | X=0405.980-0431.030 | Y=0161.530-0170.850 | 1.400
P=1095 | X=0461.930-0478.570 | Y=0161.530-0170.850 | 980
P=1095 | X=0505.630-0522.270 | Y=0161.530-0170.850 | 840
P=1095 | X=0221.350-0290.980 | Y=0173.050-0182.370 | 765B (-1000 m)
P=1095 | X=0111.170-0373.420 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp
P=1095 | X=0111.170-0376.790 | Y=0200.470-0211.710 | 9,11 đoạn từ Cách ngã ba giao với Đường tỉnh 765B (-1000
P=1095 | X=0111.170-0368.610 | Y=0211.990-0223.230 | m) đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê
P=1095 | X=0094.820-0171.330 | Y=0223.510-0234.950 | 30 tông xi măng:
P=1095 | X=0414.380-0431.020 | Y=0225.630-0234.950 | 700
P=1095 | X=0461.930-0478.570 | Y=0225.630-0234.950 | 490
P=1095 | X=0505.630-0522.270 | Y=0225.630-0234.950 | 420
P=1095 | X=0111.170-0342.250 | Y=0241.030-0252.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1095 | X=0111.170-0388.380 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1095 | X=0111.170-0373.420 | Y=0276.310-0287.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp
P=1095 | X=0111.170-0376.790 | Y=0287.860-0299.100 | 9,11 đoạn từ Cách ngã ba giao với Đường tỉnh 765B (-1000
P=1095 | X=0111.170-0368.610 | Y=0299.380-0310.620 | m) đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê
P=1095 | X=0111.170-0171.330 | Y=0310.900-0322.140 | tông xi măng:
P=1095 | X=0094.820-0342.740 | Y=0327.420-0339.660 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1095 | X=0414.380-0431.020 | Y=0327.420-0336.740 | 590
P=1095 | X=0461.930-0478.570 | Y=0327.420-0336.740 | 410
P=1095 | X=0505.630-0522.270 | Y=0327.420-0336.740 | 350
P=1095 | X=0111.170-0364.480 | Y=0345.700-0356.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1095 | X=0111.170-0206.120 | Y=0357.220-0368.460 | >500m đến ≤1.000m.
P=1095 | X=0111.170-0334.340 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1095 | X=0111.170-0373.420 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp
P=1095 | X=0111.170-0376.780 | Y=0404.040-0415.280 | 9,11 đoạn từ Cách ngã ba giao với Đường tỉnh 765B (-1000
P=1095 | X=0111.170-0368.610 | Y=0415.560-0426.800 | m) đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê
P=1095 | X=0111.170-0171.330 | Y=0427.080-0438.320 | tông xi măng:
P=1095 | X=0094.820-0105.940 | Y=0434.960-0444.280 | 32
P=1095 | X=0414.380-0431.020 | Y=0434.960-0444.280 | 470
P=1095 | X=0461.930-0478.570 | Y=0434.960-0444.280 | 330
P=1095 | X=0505.630-0522.270 | Y=0434.960-0444.280 | 280
P=1095 | X=0111.170-0352.280 | Y=0444.600-0455.840 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1095 | X=0111.170-0153.310 | Y=0458.020-0467.340 | >1.000m.
P=1095 | X=0111.170-0334.810 | Y=0473.660-0484.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1095 | X=0111.170-0384.680 | Y=0491.420-0502.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1095 | X=0111.170-0379.190 | Y=0502.940-0514.180 | ra Đường ấp 9,11 đoạn từ Cách ngã ba giao với Đường tỉnh
P=1095 | X=0111.170-0383.500 | Y=0514.220-0525.460 | 765B (-1000 m) đến Đường tỉnh 765B có hiện trạng là đường
P=1095 | X=0094.820-0214.280 | Y=0525.740-0537.180 | 33 nhựa, bê tông xi măng:
P=1095 | X=0414.380-0431.020 | Y=0527.860-0537.180 | 630
P=1095 | X=0461.930-0478.570 | Y=0527.860-0537.180 | 440
P=1095 | X=0505.630-0522.270 | Y=0527.860-0537.180 | 380
P=1095 | X=0111.170-0342.250 | Y=0543.290-0554.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1095 | X=0111.170-0388.360 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1095 | X=0111.170-0384.680 | Y=0578.570-0589.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1095 | X=0111.170-0379.190 | Y=0590.090-0601.330 | ra Đường ấp 9,11 đoạn từ Cách ngã ba giao với Đường tỉnh
P=1095 | X=0111.170-0383.500 | Y=0601.610-0612.850 | 765B (-1000 m) đến Đường tỉnh 765B có hiện trạng là đường
P=1095 | X=0111.170-0214.280 | Y=0613.130-0624.370 | nhựa, bê tông xi măng:
P=1095 | X=0094.820-0342.740 | Y=0629.670-0641.910 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1095 | X=0414.380-0431.020 | Y=0629.670-0638.990 | 530
P=1095 | X=0461.930-0478.570 | Y=0629.670-0638.990 | 370
P=1095 | X=0505.630-0522.270 | Y=0629.670-0638.990 | 320
P=1095 | X=0111.170-0364.480 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1095 | X=0111.170-0206.120 | Y=0659.710-0670.950 | >500m đến ≤1.000m.
P=1095 | X=0111.170-0334.340 | Y=0677.230-0688.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1095 | X=0111.170-0384.680 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1095 | X=0094.820-0105.940 | Y=0702.420-0711.740 | 35
P=1095 | X=0414.380-0431.020 | Y=0702.420-0711.740 | 420
P=1095 | X=0461.930-0478.570 | Y=0702.420-0711.740 | 290
P=1095 | X=0505.630-0522.270 | Y=0702.420-0711.740 | 250
P=1095 | X=0111.170-0379.190 | Y=0706.290-0717.530 | ra Đường ấp 9,11 đoạn từ Cách ngã ba giao với Đường tỉnh
P=1096 | X=0111.170-0383.500 | Y=0072.500-0083.740 | 765B (-1000 m) đến Đường tỉnh 765B có hiện trạng là đường
P=1096 | X=0111.170-0214.280 | Y=0084.020-0095.260 | nhựa, bê tông xi măng:
P=1096 | X=0111.170-0352.280 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1096 | X=0111.170-0153.310 | Y=0114.940-0124.260 | >1.000m.
P=1096 | X=0111.170-0334.810 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1096 | X=0111.170-0205.270 | Y=0148.370-0159.610 | Đường Nhân Nghĩa -
P=1096 | X=0303.960-0379.180 | Y=0148.370-0159.610 | Hết Nghĩa địa Lò
P=1096 | X=0094.820-0105.940 | Y=0156.010-0165.330 | 36
P=1096 | X=0221.350-0269.940 | Y=0156.010-0165.330 | Quốc lộ 56
P=1096 | X=0405.980-0431.030 | Y=0156.010-0165.330 | 1.600
P=1096 | X=0453.530-0478.580 | Y=0156.010-0165.330 | 1.100
P=1096 | X=0505.630-0522.270 | Y=0156.010-0165.330 | 960
P=1096 | X=0111.170-0160.950 | Y=0159.650-0170.890 | Xuân Đông
P=1096 | X=0303.960-0376.990 | Y=0161.530-0170.850 | Than - Bảo Bình
P=1096 | X=0111.170-0386.130 | Y=0177.410-0188.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1096 | X=0111.170-0382.790 | Y=0188.930-0200.170 | Nghĩa - Xuân Đông đoạn từ Quốc lộ 56 đến Hết Nghĩa địa Lò
P=1096 | X=0111.170-0363.080 | Y=0200.470-0211.710 | Than - Bảo Bình có hiện trạng là đường nhựa, bê tông xi
P=1096 | X=0094.820-0139.170 | Y=0211.990-0223.430 | 37 măng:
P=1096 | X=0414.380-0431.020 | Y=0214.110-0223.430 | 820
P=1096 | X=0461.930-0478.570 | Y=0214.110-0223.430 | 570
P=1096 | X=0505.630-0522.270 | Y=0214.110-0223.430 | 490
P=1096 | X=0111.170-0342.250 | Y=0229.510-0240.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1096 | X=0111.170-0388.360 | Y=0247.030-0258.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1096 | X=0111.170-0386.130 | Y=0264.790-0276.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1096 | X=0111.170-0382.790 | Y=0276.310-0287.550 | Nghĩa - Xuân Đông đoạn từ Quốc lộ 56 đến Hết Nghĩa địa Lò
P=1096 | X=0111.170-0363.080 | Y=0287.860-0299.100 | Than - Bảo Bình có hiện trạng là đường nhựa, bê tông xi
P=1096 | X=0111.170-0139.170 | Y=0299.380-0310.620 | măng:
P=1096 | X=0094.820-0342.720 | Y=0315.900-0328.140 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1096 | X=0414.380-0431.020 | Y=0315.900-0325.220 | 640
P=1096 | X=0461.930-0478.570 | Y=0315.900-0325.220 | 450
P=1096 | X=0505.630-0522.270 | Y=0315.900-0325.220 | 380
P=1096 | X=0111.170-0364.480 | Y=0334.420-0345.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1096 | X=0111.170-0206.120 | Y=0345.700-0356.940 | >500m đến ≤1.000m.
P=1096 | X=0111.170-0334.340 | Y=0363.220-0374.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1096 | X=0111.170-0386.130 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1096 | X=0111.170-0382.790 | Y=0392.520-0403.760 | Nghĩa - Xuân Đông đoạn từ Quốc lộ 56 đến Hết Nghĩa địa Lò
P=1096 | X=0111.170-0363.080 | Y=0404.040-0415.280 | Than - Bảo Bình có hiện trạng là đường nhựa, bê tông xi
P=1096 | X=0111.170-0139.170 | Y=0415.560-0426.800 | măng:
P=1096 | X=0094.820-0105.940 | Y=0423.440-0432.760 | 39
P=1096 | X=0414.380-0431.020 | Y=0423.440-0432.760 | 470
P=1096 | X=0461.930-0478.570 | Y=0423.440-0432.760 | 330
P=1096 | X=0505.630-0522.270 | Y=0423.440-0432.760 | 280
P=1096 | X=0111.170-0352.280 | Y=0433.080-0444.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1096 | X=0111.170-0153.310 | Y=0446.480-0455.800 | >1.000m.
P=1096 | X=0111.170-0334.830 | Y=0462.140-0473.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1096 | X=0111.170-0384.680 | Y=0479.900-0491.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1096 | X=0111.170-0377.510 | Y=0491.420-0502.660 | ra Đường Nhân Nghĩa - Xuân Đông đoạn từ Quốc lộ 56 đến
P=1096 | X=0111.170-0365.740 | Y=0502.940-0514.180 | Hết Nghĩa địa Lò Than - Bảo Bình có hiện trạng là đường
P=1096 | X=0094.820-0214.280 | Y=0514.220-0525.660 | 40 nhựa, bê tông xi măng:
P=1096 | X=0414.380-0431.020 | Y=0516.340-0525.660 | 740
P=1096 | X=0461.930-0478.570 | Y=0516.340-0525.660 | 520
P=1096 | X=0505.630-0522.270 | Y=0516.340-0525.660 | 440
P=1096 | X=0111.170-0342.260 | Y=0531.740-0542.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1096 | X=0111.170-0388.360 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1096 | X=0111.170-0384.680 | Y=0567.050-0578.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1096 | X=0111.170-0377.510 | Y=0578.570-0589.810 | ra Đường Nhân Nghĩa - Xuân Đông đoạn từ Quốc lộ 56 đến
P=1096 | X=0111.170-0365.740 | Y=0590.090-0601.330 | Hết Nghĩa địa Lò Than - Bảo Bình có hiện trạng là đường
P=1096 | X=0111.170-0214.280 | Y=0601.610-0612.850 | nhựa, bê tông xi măng:
P=1096 | X=0094.820-0342.720 | Y=0618.150-0630.390 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1096 | X=0414.380-0431.020 | Y=0618.150-0627.470 | 580
P=1096 | X=0461.930-0478.570 | Y=0618.150-0627.470 | 410
P=1096 | X=0505.630-0522.270 | Y=0618.150-0627.470 | 350
P=1096 | X=0111.170-0364.480 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1096 | X=0111.170-0206.120 | Y=0648.190-0659.430 | >500m đến ≤1.000m.
P=1096 | X=0111.170-0334.340 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1096 | X=0111.170-0384.680 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1096 | X=0094.820-0377.510 | Y=0694.750-0705.990 | 42 ra Đường Nhân Nghĩa - Xuân Đông đoạn từ Quốc lộ 56 đến
P=1096 | X=0414.380-0431.020 | Y=0696.630-0705.950 | 420
P=1096 | X=0461.930-0478.570 | Y=0696.630-0705.950 | 290
P=1096 | X=0505.630-0522.270 | Y=0696.630-0705.950 | 250
P=1096 | X=0111.170-0365.740 | Y=0706.290-0717.530 | Hết Nghĩa địa Lò Than - Bảo Bình có hiện trạng là đường
P=1097 | X=0111.170-0214.280 | Y=0072.500-0083.740 | nhựa, bê tông xi măng:
P=1097 | X=0111.170-0352.280 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1097 | X=0111.170-0153.310 | Y=0103.420-0112.740 | >1.000m.
P=1097 | X=0111.170-0334.820 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1097 | X=0111.170-0205.270 | Y=0136.850-0148.090 | Đường Nhân Nghĩa -
P=1097 | X=0221.350-0384.230 | Y=0136.850-0148.090 | Nghĩa địa Lò Than Giáp Trường Tiểu
P=1097 | X=0094.820-0105.940 | Y=0144.490-0153.810 | 43
P=1097 | X=0405.980-0431.030 | Y=0144.490-0153.810 | 1.400
P=1097 | X=0461.930-0478.570 | Y=0144.490-0153.810 | 980
P=1097 | X=0505.630-0522.270 | Y=0144.490-0153.810 | 840
P=1097 | X=0111.170-0160.950 | Y=0148.370-0159.610 | Xuân Đông
P=1097 | X=0221.350-0268.970 | Y=0150.250-0159.570 | - Bảo Bình
P=1097 | X=0303.960-0372.920 | Y=0150.250-0159.570 | học Nguyễn Du
P=1097 | X=0111.170-0386.130 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1097 | X=0111.170-0388.780 | Y=0177.410-0188.650 | Nghĩa - Xuân Đông đoạn từ Nghĩa địa Lò Than - Bảo Bình đến
P=1097 | X=0111.170-0366.700 | Y=0188.930-0200.170 | Giáp Trường Tiểu học Nguyễn Du có hiện trạng là đường
P=1097 | X=0094.820-0214.280 | Y=0200.470-0211.910 | 44 nhựa, bê tông xi măng:
P=1097 | X=0414.380-0431.020 | Y=0202.590-0211.910 | 700
P=1097 | X=0461.930-0478.570 | Y=0202.590-0211.910 | 490
P=1097 | X=0505.630-0522.270 | Y=0202.590-0211.910 | 420
P=1097 | X=0111.170-0342.250 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1097 | X=0111.170-0388.360 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1097 | X=0111.170-0386.130 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1097 | X=0111.170-0388.780 | Y=0264.790-0276.030 | Nghĩa - Xuân Đông đoạn từ Nghĩa địa Lò Than - Bảo Bình đến
P=1097 | X=0111.170-0366.700 | Y=0276.310-0287.550 | Giáp Trường Tiểu học Nguyễn Du có hiện trạng là đường
P=1097 | X=0111.170-0214.280 | Y=0287.860-0299.100 | nhựa, bê tông xi măng:
P=1097 | X=0094.820-0342.720 | Y=0304.380-0316.620 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1097 | X=0414.380-0431.020 | Y=0304.380-0313.700 | 590
P=1097 | X=0461.930-0478.570 | Y=0304.380-0313.700 | 410
P=1097 | X=0505.630-0522.270 | Y=0304.380-0313.700 | 350
P=1097 | X=0111.170-0364.480 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1097 | X=0111.170-0206.120 | Y=0334.420-0345.660 | >500m đến ≤1.000m.
P=1097 | X=0111.170-0334.340 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1097 | X=0111.170-0386.130 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1097 | X=0111.170-0388.780 | Y=0381.000-0392.240 | Nghĩa - Xuân Đông đoạn từ Nghĩa địa Lò Than - Bảo Bình đến
P=1097 | X=0111.170-0366.700 | Y=0392.520-0403.760 | Giáp Trường Tiểu học Nguyễn Du có hiện trạng là đường
P=1097 | X=0111.170-0214.280 | Y=0404.040-0415.280 | nhựa, bê tông xi măng:
P=1097 | X=0094.820-0105.940 | Y=0411.920-0421.240 | 46
P=1097 | X=0414.380-0431.020 | Y=0411.920-0421.240 | 470
P=1097 | X=0461.930-0478.570 | Y=0411.920-0421.240 | 330
P=1097 | X=0505.630-0522.270 | Y=0411.920-0421.240 | 280
P=1097 | X=0111.170-0352.280 | Y=0421.560-0432.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1097 | X=0111.170-0153.310 | Y=0434.960-0444.280 | >1.000m.
P=1097 | X=0111.170-0334.810 | Y=0450.620-0461.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1097 | X=0111.170-0384.680 | Y=0468.380-0479.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1097 | X=0111.170-0366.210 | Y=0479.900-0491.140 | ra Đường Nhân Nghĩa - Xuân Đông đoạn từ Nghĩa địa Lò
P=1097 | X=0111.170-0371.470 | Y=0491.420-0502.660 | Than - Bảo Bình đến Giáp Trường Tiểu học Nguyễn Du có
P=1097 | X=0094.820-0304.780 | Y=0502.940-0514.380 | 47 hiện trạng là đường nhựa, bê tông xi măng:
P=1097 | X=0414.380-0431.020 | Y=0505.060-0514.380 | 630
P=1097 | X=0461.930-0478.570 | Y=0505.060-0514.380 | 440
P=1097 | X=0505.630-0522.270 | Y=0505.060-0514.380 | 380
P=1097 | X=0111.170-0342.250 | Y=0520.220-0531.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1097 | X=0111.170-0388.360 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1097 | X=0111.170-0384.680 | Y=0555.530-0566.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1097 | X=0111.170-0366.210 | Y=0567.050-0578.290 | ra Đường Nhân Nghĩa - Xuân Đông đoạn từ Nghĩa địa Lò
