TABLE=037 | AREA=Xã Bàu Hàm | SECTION=non-agricultural | SEGMENTS=1
P=1320 | X=0111.170-0139.170 | Y=0502.940-0514.180 | măng:
P=1320 | X=0091.940-0342.720 | Y=0519.460-0531.460 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1320 | X=0408.860-0425.500 | Y=0519.460-0528.780 | 890
P=1320 | X=0456.410-0473.050 | Y=0519.460-0528.780 | 620
P=1320 | X=0505.630-0522.270 | Y=0519.460-0528.780 | 530
P=1320 | X=0111.170-0364.480 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1320 | X=0111.170-0206.120 | Y=0549.290-0560.530 | >500m đến ≤1.000m.
P=1320 | X=0111.170-0334.360 | Y=0566.810-0578.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1320 | X=0111.170-0359.490 | Y=0584.570-0595.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1320 | X=0111.170-0383.020 | Y=0596.090-0607.330 | Sông Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng Thịnh đến
P=1320 | X=0111.170-0371.960 | Y=0607.610-0618.850 | Đường 19 tháng 5 có hiện trạng là đường nhựa, bê tông xi
P=1320 | X=0111.170-0139.170 | Y=0619.150-0630.390 | măng:
P=1320 | X=0091.940-0108.580 | Y=0627.030-0636.350 | 102
P=1320 | X=0408.860-0425.500 | Y=0627.030-0636.350 | 620
P=1320 | X=0456.410-0473.050 | Y=0627.030-0636.350 | 430
P=1320 | X=0505.630-0522.270 | Y=0627.030-0636.350 | 370
P=1320 | X=0111.170-0352.280 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1320 | X=0111.170-0153.330 | Y=0650.070-0659.390 | >1.000m.
P=1320 | X=0111.170-0334.810 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1320 | X=0111.170-0384.680 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1320 | X=0091.940-0381.790 | Y=0694.750-0705.990 | 103 ra Đường Sông Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng
P=1320 | X=0408.860-0425.500 | Y=0696.630-0705.950 | 990
P=1320 | X=0456.410-0473.050 | Y=0696.630-0705.950 | 690
P=1320 | X=0505.630-0522.270 | Y=0696.630-0705.950 | 590
P=1320 | X=0111.170-0372.790 | Y=0706.290-0717.530 | Thịnh đến Đường 19 tháng 5 có hiện trạng là đường nhựa,
P=1321 | X=0111.170-0185.250 | Y=0072.500-0083.740 | bê tông xi măng:
P=1321 | X=0111.170-0342.250 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1321 | X=0111.170-0352.280 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1321 | X=0111.170-0144.690 | Y=0119.090-0130.330 | ≤500m.
P=1321 | X=0111.170-0384.680 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1321 | X=0111.170-0381.790 | Y=0148.370-0159.610 | ra Đường Sông Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng
P=1321 | X=0111.170-0372.790 | Y=0159.650-0170.890 | Thịnh đến Đường 19 tháng 5 có hiện trạng là đường nhựa,
P=1321 | X=0111.170-0185.250 | Y=0171.170-0182.410 | bê tông xi măng:
P=1321 | X=0091.940-0342.720 | Y=0187.930-0199.930 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1321 | X=0408.860-0425.500 | Y=0187.930-0197.250 | 800
P=1321 | X=0456.410-0473.050 | Y=0187.930-0197.250 | 560
P=1321 | X=0505.630-0522.270 | Y=0187.930-0197.250 | 480
P=1321 | X=0111.170-0364.480 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1321 | X=0111.170-0206.120 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1321 | X=0111.170-0334.340 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1321 | X=0111.170-0384.680 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1321 | X=0111.170-0381.790 | Y=0264.550-0275.790 | ra Đường Sông Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng
P=1321 | X=0111.170-0372.790 | Y=0276.070-0287.310 | Thịnh đến Đường 19 tháng 5 có hiện trạng là đường nhựa,
P=1321 | X=0111.170-0185.250 | Y=0287.620-0298.860 | bê tông xi măng:
P=1321 | X=0091.940-0108.580 | Y=0295.500-0304.820 | 105
P=1321 | X=0408.860-0425.500 | Y=0295.500-0304.820 | 560
P=1321 | X=0456.410-0473.050 | Y=0295.500-0304.820 | 390
P=1321 | X=0505.630-0522.270 | Y=0295.500-0304.820 | 340
P=1321 | X=0111.170-0352.280 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1321 | X=0111.170-0153.310 | Y=0318.540-0327.860 | >1.000m.
P=1321 | X=0111.170-0334.810 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1321 | X=0111.170-0200.710 | Y=0351.700-0362.940 | Đường Sông Thao -
P=1321 | X=0220.150-0379.670 | Y=0351.700-0362.940 | Đường 19 tháng Giáp ranh xã Dầu
P=1321 | X=0091.940-0108.580 | Y=0359.340-0368.660 | 106
P=1321 | X=0400.700-0425.750 | Y=0359.340-0368.660 | 2.100
P=1321 | X=0448.250-0473.300 | Y=0359.340-0368.660 | 1.500
P=1321 | X=0497.470-0522.520 | Y=0359.340-0368.660 | 1.300
P=1321 | X=0111.170-0152.920 | Y=0365.100-0374.420 | Bàu Hàm
P=1321 | X=0220.150-0225.750 | Y=0365.100-0374.420 | 5
P=1321 | X=0301.080-0321.950 | Y=0365.100-0374.420 | Giây
P=1321 | X=0111.170-0359.490 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1321 | X=0111.170-0376.030 | Y=0392.520-0403.760 | Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp
P=1321 | X=0111.170-0368.110 | Y=0404.040-0415.280 | ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1321 | X=0111.170-0139.170 | Y=0415.560-0426.800 | măng:
P=1321 | X=0091.940-0108.580 | Y=0423.440-0432.760 | 107
P=1321 | X=0400.700-0425.750 | Y=0423.440-0432.760 | 1.100
P=1321 | X=0456.410-0473.050 | Y=0423.440-0432.760 | 770
P=1321 | X=0505.630-0522.270 | Y=0423.440-0432.760 | 660
P=1321 | X=0111.170-0342.250 | Y=0433.080-0444.320 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1321 | X=0111.170-0352.280 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1321 | X=0111.170-0144.690 | Y=0462.140-0473.380 | ≤500m.
P=1321 | X=0111.170-0359.490 | Y=0479.900-0491.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1321 | X=0111.170-0376.030 | Y=0491.420-0502.660 | Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp
P=1321 | X=0111.170-0368.110 | Y=0502.940-0514.180 | ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1321 | X=0111.170-0139.170 | Y=0514.220-0525.460 | măng:
P=1321 | X=0091.940-0342.720 | Y=0530.980-0542.980 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1321 | X=0408.860-0425.530 | Y=0530.980-0540.300 | 850
P=1321 | X=0456.410-0473.050 | Y=0530.980-0540.300 | 600
P=1321 | X=0505.630-0522.270 | Y=0530.980-0540.300 | 510
P=1321 | X=0111.170-0364.480 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1321 | X=0111.170-0206.120 | Y=0560.810-0572.050 | >500m đến ≤1.000m.
P=1321 | X=0111.170-0334.340 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1321 | X=0111.170-0359.490 | Y=0596.090-0607.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1321 | X=0111.170-0376.030 | Y=0607.610-0618.850 | Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp
P=1321 | X=0111.170-0368.110 | Y=0619.150-0630.390 | ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1321 | X=0111.170-0139.170 | Y=0630.670-0641.910 | măng:
P=1321 | X=0091.940-0108.580 | Y=0638.550-0647.870 | 109
P=1321 | X=0408.860-0425.500 | Y=0638.550-0647.870 | 580
P=1321 | X=0456.410-0473.050 | Y=0638.550-0647.870 | 410
P=1321 | X=0505.630-0522.270 | Y=0638.550-0647.870 | 350
P=1321 | X=0111.170-0352.280 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1321 | X=0111.170-0153.310 | Y=0661.590-0670.910 | >1.000m.
P=1321 | X=0111.170-0334.810 | Y=0677.230-0688.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1321 | X=0111.170-0384.680 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1321 | X=0091.940-0108.580 | Y=0702.420-0711.740 | 110
P=1321 | X=0408.860-0425.500 | Y=0702.420-0711.740 | 990
P=1321 | X=0456.410-0473.050 | Y=0702.420-0711.740 | 690
P=1321 | X=0505.630-0522.270 | Y=0702.420-0711.740 | 590
P=1321 | X=0111.170-0378.440 | Y=0706.290-0717.530 | ra Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5
P=1322 | X=0111.170-0379.180 | Y=0072.500-0083.740 | đến Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê
P=1322 | X=0111.170-0171.330 | Y=0084.020-0095.260 | tông xi măng:
P=1322 | X=0111.170-0342.250 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1322 | X=0111.170-0352.280 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1322 | X=0111.170-0144.690 | Y=0130.610-0141.850 | ≤500m.
P=1322 | X=0111.170-0384.680 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1322 | X=0111.170-0378.440 | Y=0159.650-0170.890 | ra Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5
P=1322 | X=0111.170-0379.180 | Y=0171.170-0182.410 | đến Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê
P=1322 | X=0111.170-0171.330 | Y=0182.690-0193.930 | tông xi măng:
P=1322 | X=0091.940-0342.720 | Y=0199.470-0211.470 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1322 | X=0408.860-0425.500 | Y=0199.470-0208.790 | 770
P=1322 | X=0456.410-0473.050 | Y=0199.470-0208.790 | 540
P=1322 | X=0505.630-0522.270 | Y=0199.470-0208.790 | 460
P=1322 | X=0111.170-0364.480 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1322 | X=0111.170-0206.120 | Y=0229.270-0240.510 | >500m đến ≤1.000m.
P=1322 | X=0111.170-0334.340 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1322 | X=0111.170-0384.680 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1322 | X=0111.170-0378.440 | Y=0276.070-0287.310 | ra Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5
P=1322 | X=0111.170-0379.180 | Y=0287.620-0298.860 | đến Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê
P=1322 | X=0111.170-0171.330 | Y=0299.140-0310.380 | tông xi măng:
P=1322 | X=0091.940-0108.580 | Y=0307.020-0316.340 | 112
P=1322 | X=0408.860-0425.500 | Y=0307.020-0316.340 | 520
P=1322 | X=0456.410-0473.050 | Y=0307.020-0316.340 | 360
P=1322 | X=0505.630-0522.270 | Y=0307.020-0316.340 | 310
P=1322 | X=0111.170-0352.280 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1322 | X=0111.170-0153.310 | Y=0329.820-0339.140 | >1.000m.
P=1322 | X=0111.170-0334.830 | Y=0345.460-0356.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1322 | X=0301.080-0384.680 | Y=0363.220-0374.460 | Đường Sông Thao
P=1322 | X=0091.940-0193.090 | Y=0369.000-0380.240 | 113 Đường 19 tháng 5
P=1322 | X=0220.150-0290.350 | Y=0369.000-0380.240 | Đường tỉnh 762
P=1322 | X=0400.700-0425.750 | Y=0370.880-0380.200 | 1.700
P=1322 | X=0448.250-0473.300 | Y=0370.880-0380.200 | 1.200
P=1322 | X=0497.470-0522.520 | Y=0370.880-0380.200 | 1.000
P=1322 | X=0301.080-0348.830 | Y=0376.640-0385.960 | - Bàu Hàm
P=1322 | X=0111.170-0373.410 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19
P=1322 | X=0111.170-0366.380 | Y=0404.040-0415.280 | tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao -
P=1322 | X=0111.170-0362.430 | Y=0415.560-0426.800 | Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1322 | X=0091.940-0108.580 | Y=0429.200-0438.520 | 114
P=1322 | X=0408.860-0425.500 | Y=0429.200-0438.520 | 830
P=1322 | X=0456.410-0473.050 | Y=0429.200-0438.520 | 580
P=1322 | X=0505.630-0522.270 | Y=0429.200-0438.520 | 500
P=1322 | X=0111.170-0342.250 | Y=0433.080-0444.320 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1322 | X=0111.170-0352.280 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1322 | X=0111.170-0144.690 | Y=0462.140-0473.380 | ≤500m.
P=1322 | X=0111.170-0373.410 | Y=0479.900-0491.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19
P=1322 | X=0111.170-0366.380 | Y=0491.420-0502.660 | tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao -
P=1322 | X=0111.170-0362.400 | Y=0502.940-0514.180 | Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1322 | X=0091.940-0342.720 | Y=0520.220-0534.540 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1322 | X=0408.860-0425.500 | Y=0525.220-0534.540 | 690
P=1322 | X=0456.410-0473.050 | Y=0525.220-0534.540 | 480
P=1322 | X=0505.630-0522.270 | Y=0525.220-0534.540 | 410
P=1322 | X=0111.170-0364.480 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1322 | X=0111.170-0206.120 | Y=0549.290-0560.530 | >500m đến ≤1.000m.
P=1322 | X=0111.170-0334.340 | Y=0566.810-0578.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1322 | X=0111.170-0373.410 | Y=0584.570-0595.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19
P=1322 | X=0111.170-0366.380 | Y=0596.090-0607.330 | tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao -
P=1322 | X=0111.170-0362.400 | Y=0607.610-0618.850 | Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1322 | X=0091.940-0108.580 | Y=0621.270-0630.590 | 116
P=1322 | X=0408.860-0425.500 | Y=0621.270-0630.590 | 480
P=1322 | X=0456.410-0473.050 | Y=0621.270-0630.590 | 340
P=1322 | X=0505.630-0522.270 | Y=0621.270-0630.590 | 290
P=1322 | X=0111.170-0352.280 | Y=0625.150-0636.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1322 | X=0111.170-0153.310 | Y=0638.550-0647.870 | >1.000m.
P=1322 | X=0111.170-0334.810 | Y=0654.190-0665.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1322 | X=0111.170-0384.680 | Y=0671.950-0683.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1322 | X=0111.170-0368.630 | Y=0683.470-0694.710 | ra Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường
P=1322 | X=0091.940-0108.580 | Y=0691.110-0700.430 | 117
P=1322 | X=0408.860-0425.500 | Y=0691.110-0700.430 | 750
P=1322 | X=0456.410-0473.050 | Y=0691.110-0700.430 | 530
P=1322 | X=0505.630-0522.270 | Y=0691.110-0700.430 | 450
P=1322 | X=0111.170-0379.880 | Y=0694.750-0705.990 | Sông Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông
P=1322 | X=0111.170-0149.000 | Y=0706.290-0717.530 | xi măng:
P=1323 | X=0111.170-0342.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1323 | X=0111.170-0352.280 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1323 | X=0111.170-0144.690 | Y=0107.540-0118.780 | ≤500m.
P=1323 | X=0111.170-0384.680 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1323 | X=0111.170-0368.630 | Y=0136.850-0148.090 | ra Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường
P=1323 | X=0111.170-0379.880 | Y=0148.370-0159.610 | Sông Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông
P=1323 | X=0111.170-0149.000 | Y=0159.650-0170.890 | xi măng:
P=1323 | X=0091.940-0342.720 | Y=0176.410-0188.410 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1323 | X=0408.860-0425.500 | Y=0176.410-0185.730 | 620
P=1323 | X=0456.410-0473.050 | Y=0176.410-0185.730 | 430
P=1323 | X=0505.630-0522.270 | Y=0176.410-0185.730 | 370
P=1323 | X=0111.170-0364.480 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1323 | X=0111.170-0206.120 | Y=0206.230-0217.470 | >500m đến ≤1.000m.
P=1323 | X=0111.170-0334.340 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1323 | X=0111.170-0384.680 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1323 | X=0111.170-0368.630 | Y=0253.030-0264.270 | ra Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường
P=1323 | X=0111.170-0379.880 | Y=0264.550-0275.790 | Sông Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông
P=1323 | X=0111.170-0149.000 | Y=0276.070-0287.310 | xi măng:
P=1323 | X=0091.940-0108.580 | Y=0283.980-0293.300 | 119
P=1323 | X=0408.860-0425.500 | Y=0283.980-0293.300 | 430
P=1323 | X=0456.410-0473.050 | Y=0283.980-0293.300 | 300
P=1323 | X=0505.630-0522.270 | Y=0283.980-0293.300 | 260
P=1323 | X=0111.170-0352.280 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1323 | X=0111.170-0153.310 | Y=0307.020-0316.340 | >1.000m.
P=1323 | X=0111.170-0334.810 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1323 | X=0220.150-0278.110 | Y=0340.420-0351.660 | Đường Sông
P=1323 | X=0091.940-0193.090 | Y=0345.940-0357.180 | 120 Đường 30 tháng 4
P=1323 | X=0301.080-0371.250 | Y=0345.940-0357.180 | Đường tỉnh 762
P=1323 | X=0400.700-0425.750 | Y=0347.820-0357.140 | 1.700
P=1323 | X=0448.250-0473.300 | Y=0347.820-0357.140 | 1.200
P=1323 | X=0497.470-0522.520 | Y=0347.820-0357.140 | 1.000
P=1323 | X=0220.150-0293.610 | Y=0353.580-0362.900 | Thao - Bàu Hàm
P=1323 | X=0111.170-0373.410 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30
P=1323 | X=0111.170-0372.470 | Y=0381.000-0392.240 | tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường
P=1323 | X=0111.170-0356.420 | Y=0392.520-0403.760 | tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1323 | X=0091.940-0108.580 | Y=0406.160-0415.480 | 121
P=1323 | X=0408.860-0425.500 | Y=0406.160-0415.480 | 830
P=1323 | X=0456.410-0473.050 | Y=0406.160-0415.480 | 580
P=1323 | X=0505.630-0522.270 | Y=0406.160-0415.480 | 500
P=1323 | X=0111.170-0342.250 | Y=0410.040-0421.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1323 | X=0111.170-0352.280 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1323 | X=0111.170-0144.690 | Y=0439.080-0450.320 | ≤500m.
P=1323 | X=0111.170-0373.410 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30
P=1323 | X=0111.170-0372.470 | Y=0468.380-0479.620 | tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường
P=1323 | X=0111.170-0356.420 | Y=0479.900-0491.140 | tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1323 | X=0091.940-0342.720 | Y=0497.420-0511.500 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1323 | X=0408.860-0425.500 | Y=0502.180-0511.500 | 690
P=1323 | X=0456.410-0473.050 | Y=0502.180-0511.500 | 480
P=1323 | X=0505.630-0522.270 | Y=0502.180-0511.500 | 410
P=1323 | X=0111.170-0364.480 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1323 | X=0111.170-0206.120 | Y=0526.220-0537.460 | >500m đến ≤1.000m.
P=1323 | X=0111.170-0334.340 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1323 | X=0111.170-0373.410 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30
P=1323 | X=0111.170-0372.470 | Y=0573.050-0584.290 | tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường
P=1323 | X=0111.170-0356.420 | Y=0584.570-0595.810 | tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1323 | X=0091.940-0108.580 | Y=0598.210-0607.530 | 123
P=1323 | X=0408.860-0425.500 | Y=0598.210-0607.530 | 480
P=1323 | X=0456.410-0473.050 | Y=0598.210-0607.530 | 340
P=1323 | X=0505.630-0522.270 | Y=0598.210-0607.530 | 290
P=1323 | X=0111.170-0352.280 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1323 | X=0111.170-0153.310 | Y=0615.490-0624.810 | >1.000m.
P=1323 | X=0111.170-0334.810 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1323 | X=0111.170-0384.680 | Y=0648.910-0660.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1323 | X=0111.170-0378.590 | Y=0660.430-0671.670 | ra Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm
P=1323 | X=0091.940-0379.640 | Y=0671.950-0686.030 | 124 đến Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi
P=1323 | X=0408.860-0425.500 | Y=0676.710-0686.030 | 750
P=1323 | X=0456.410-0473.050 | Y=0676.710-0686.030 | 530
P=1323 | X=0505.630-0522.270 | Y=0676.710-0686.030 | 450
P=1323 | X=0111.170-0139.170 | Y=0683.470-0694.710 | măng:
P=1323 | X=0111.170-0342.250 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1324 | X=0111.170-0352.280 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1324 | X=0111.170-0144.690 | Y=0090.020-0101.260 | ≤500m.
P=1324 | X=0111.170-0384.680 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1324 | X=0111.170-0378.590 | Y=0119.330-0130.570 | ra Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm
P=1324 | X=0111.170-0379.640 | Y=0130.850-0142.090 | đến Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi
P=1324 | X=0111.170-0139.170 | Y=0142.370-0153.610 | măng:
P=1324 | X=0091.940-0342.720 | Y=0158.890-0170.890 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1324 | X=0408.860-0425.500 | Y=0158.890-0168.210 | 620
P=1324 | X=0456.410-0473.050 | Y=0158.890-0168.210 | 430
P=1324 | X=0505.630-0522.270 | Y=0158.890-0168.210 | 370
P=1324 | X=0111.170-0364.490 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1324 | X=0111.170-0206.120 | Y=0188.690-0199.930 | >500m đến ≤1.000m.
P=1324 | X=0111.170-0334.340 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1324 | X=0111.170-0384.680 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1324 | X=0111.170-0378.590 | Y=0235.510-0246.750 | ra Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm
P=1324 | X=0111.170-0379.650 | Y=0247.030-0258.270 | đến Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi
P=1324 | X=0111.170-0139.170 | Y=0258.550-0269.790 | măng:
P=1324 | X=0091.940-0108.580 | Y=0266.430-0275.750 | 126
P=1324 | X=0408.860-0425.500 | Y=0266.430-0275.750 | 430
P=1324 | X=0456.410-0473.050 | Y=0266.430-0275.750 | 300
P=1324 | X=0505.630-0522.270 | Y=0266.430-0275.750 | 260
P=1324 | X=0111.170-0352.280 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1324 | X=0111.170-0153.310 | Y=0289.500-0298.820 | >1.000m.
P=1324 | X=0111.170-0334.810 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1324 | X=0111.170-0280.980 | Y=0322.900-0334.140 | Đường vào khu di tích Đường Trảng
P=1324 | X=0301.080-0376.980 | Y=0330.540-0339.860 | Giáp ranh xã Gia
P=1324 | X=0091.940-0278.110 | Y=0334.420-0345.660 | 127 lịch sử căn cứ Tỉnh ủy Bom - Thanh
P=1324 | X=0400.700-0425.750 | Y=0336.300-0345.620 | 1.700
P=1324 | X=0448.250-0473.300 | Y=0336.300-0345.620 | 1.200
P=1324 | X=0497.470-0522.510 | Y=0336.300-0345.620 | 1.000
P=1324 | X=0301.080-0323.880 | Y=0341.820-0351.140 | Kiệm
P=1324 | X=0111.170-0152.530 | Y=0347.580-0356.900 | Biên Hòa
P=1324 | X=0220.150-0240.860 | Y=0347.580-0356.900 | Bình
P=1324 | X=0111.170-0378.690 | Y=0363.460-0374.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1324 | X=0111.170-0373.660 | Y=0375.000-0386.240 | khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ Đường
P=1324 | X=0111.170-0379.900 | Y=0386.520-0397.760 | Trảng Bom - Thanh Bình đến Giáp ranh xã Gia Kiệm có hiện
