TABLE=033 | AREA=Xã Sông Ray | SECTION=non-agricultural | SEGMENTS=1
P=1160 | X=0111.410-0365.240 | Y=0549.530-0560.770 | Trường THCS Nguyễn Hữu Cảnh có hiện trạng là đường
P=1160 | X=0092.180-0214.520 | Y=0561.050-0572.490 | 110 nhựa, bê tông xi măng:
P=1160 | X=0413.900-0430.540 | Y=0563.170-0572.490 | 680
P=1160 | X=0461.690-0478.330 | Y=0563.170-0572.490 | 480
P=1160 | X=0505.390-0522.030 | Y=0563.170-0572.490 | 410
P=1160 | X=0111.410-0342.510 | Y=0578.570-0589.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1160 | X=0111.410-0388.600 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1160 | X=0111.410-0384.920 | Y=0613.850-0625.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1160 | X=0111.410-0360.550 | Y=0625.390-0636.630 | ra Đường tỉnh 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết
P=1160 | X=0111.410-0365.240 | Y=0636.910-0648.150 | Trường THCS Nguyễn Hữu Cảnh có hiện trạng là đường
P=1160 | X=0111.410-0214.520 | Y=0648.430-0659.670 | nhựa, bê tông xi măng:
P=1160 | X=0092.180-0108.820 | Y=0656.310-0665.630 | 111
P=1160 | X=0413.900-0430.540 | Y=0656.310-0665.630 | 530
P=1160 | X=0461.690-0478.330 | Y=0656.310-0665.630 | 370
P=1160 | X=0505.390-0522.030 | Y=0656.310-0665.630 | 320
P=1160 | X=0111.410-0342.960 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1160 | X=0111.410-0364.720 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1160 | X=0111.410-0206.360 | Y=0694.750-0705.990 | >500m đến ≤1.000m.
P=1161 | X=0111.410-0334.580 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1161 | X=0111.410-0384.920 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1161 | X=0111.410-0360.550 | Y=0107.780-0119.020 | ra Đường tỉnh 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết
P=1161 | X=0111.410-0365.240 | Y=0119.330-0130.570 | Trường THCS Nguyễn Hữu Cảnh có hiện trạng là đường
P=1161 | X=0111.410-0214.520 | Y=0130.850-0142.090 | nhựa, bê tông xi măng:
P=1161 | X=0092.180-0108.820 | Y=0138.730-0148.050 | 112
P=1161 | X=0413.900-0430.540 | Y=0138.730-0148.050 | 420
P=1161 | X=0461.690-0478.330 | Y=0138.730-0148.050 | 290
P=1161 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 250
P=1161 | X=0111.410-0352.520 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1161 | X=0111.410-0153.550 | Y=0161.530-0170.850 | >1.000m.
P=1161 | X=0111.410-0335.050 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1161 | X=0220.630-0273.070 | Y=0194.930-0206.170 | Hết Trường
P=1161 | X=0092.180-0188.220 | Y=0206.470-0217.710 | 113 Đường tỉnh 765B
P=1161 | X=0303.240-0373.410 | Y=0206.470-0217.710 | Đường tỉnh 765
P=1161 | X=0220.630-0285.300 | Y=0208.350-0217.670 | THCS Nguyễn
P=1161 | X=0405.740-0430.790 | Y=0208.350-0217.670 | 2.100
P=1161 | X=0453.530-0478.580 | Y=0208.350-0217.670 | 1.500
P=1161 | X=0497.230-0522.280 | Y=0208.350-0217.670 | 1.300
P=1161 | X=0220.630-0266.830 | Y=0219.870-0229.190 | Hữu Cảnh
P=1161 | X=0111.410-0378.950 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1161 | X=0111.410-0362.620 | Y=0247.270-0258.510 | 765B đoạn từ Hết Trường THCS Nguyễn Hữu Cảnh đến
P=1161 | X=0111.410-0360.440 | Y=0258.790-0270.030 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi
P=1161 | X=0092.180-0139.410 | Y=0270.310-0281.750 | 114 măng:
P=1161 | X=0405.740-0430.790 | Y=0272.430-0281.750 | 1.100
P=1161 | X=0461.690-0478.330 | Y=0272.430-0281.750 | 770
P=1161 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 660
P=1161 | X=0111.410-0342.490 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1161 | X=0111.410-0388.600 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1161 | X=0111.410-0378.950 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1161 | X=0111.410-0362.620 | Y=0334.660-0345.900 | 765B đoạn từ Hết Trường THCS Nguyễn Hữu Cảnh đến
P=1161 | X=0111.410-0360.440 | Y=0345.940-0357.180 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi
P=1161 | X=0111.410-0139.410 | Y=0357.460-0368.700 | măng:
P=1161 | X=0092.180-0342.960 | Y=0374.240-0386.240 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1161 | X=0413.900-0430.540 | Y=0374.240-0383.560 | 700
P=1161 | X=0461.690-0478.330 | Y=0374.240-0383.560 | 490
P=1161 | X=0505.390-0522.030 | Y=0374.240-0383.560 | 420
P=1161 | X=0111.410-0364.720 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1161 | X=0111.410-0206.360 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=1161 | X=0111.410-0334.580 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1161 | X=0111.410-0378.950 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1161 | X=0111.410-0362.620 | Y=0450.860-0462.100 | 765B đoạn từ Hết Trường THCS Nguyễn Hữu Cảnh đến
P=1161 | X=0111.410-0360.440 | Y=0462.380-0473.620 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi
P=1161 | X=0111.410-0139.410 | Y=0473.900-0485.140 | măng:
P=1161 | X=0092.180-0108.820 | Y=0481.780-0491.100 | 116
P=1161 | X=0413.900-0430.540 | Y=0481.780-0491.100 | 470
P=1161 | X=0461.690-0478.330 | Y=0481.780-0491.100 | 330
P=1161 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 280
P=1161 | X=0111.410-0352.520 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1161 | X=0111.410-0153.550 | Y=0504.820-0514.140 | >1.000m.
P=1161 | X=0111.410-0335.050 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1161 | X=0111.410-0384.920 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1161 | X=0111.410-0381.590 | Y=0549.530-0560.770 | ra Đường tỉnh 765B đoạn từ Hết Trường THCS Nguyễn Hữu
P=1161 | X=0111.410-0374.360 | Y=0561.050-0572.290 | Cảnh đến Đường tỉnh 765 có hiện trạng là đường nhựa, bê
P=1161 | X=0092.180-0171.570 | Y=0572.570-0584.010 | 117 tông xi măng:
P=1161 | X=0413.900-0430.540 | Y=0574.690-0584.010 | 990
P=1161 | X=0461.690-0478.330 | Y=0574.690-0584.010 | 690
P=1161 | X=0505.390-0522.030 | Y=0574.690-0584.010 | 590
P=1161 | X=0111.410-0342.490 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1161 | X=0111.410-0388.600 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1161 | X=0111.410-0384.920 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1161 | X=0111.410-0381.590 | Y=0636.910-0648.150 | ra Đường tỉnh 765B đoạn từ Hết Trường THCS Nguyễn Hữu
P=1161 | X=0111.410-0374.360 | Y=0648.430-0659.670 | Cảnh đến Đường tỉnh 765 có hiện trạng là đường nhựa, bê
P=1161 | X=0111.410-0171.570 | Y=0659.950-0671.190 | tông xi măng:
P=1161 | X=0092.180-0108.820 | Y=0667.830-0677.150 | 118
P=1161 | X=0413.900-0430.540 | Y=0667.830-0677.150 | 630
P=1161 | X=0461.690-0478.330 | Y=0667.830-0677.150 | 440
P=1161 | X=0505.390-0522.030 | Y=0667.830-0677.150 | 380
P=1161 | X=0111.410-0342.960 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1161 | X=0111.410-0364.720 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1161 | X=0111.410-0206.360 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=1162 | X=0111.410-0334.580 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1162 | X=0111.410-0384.920 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1162 | X=0111.410-0381.590 | Y=0107.780-0119.020 | ra Đường tỉnh 765B đoạn từ Hết Trường THCS Nguyễn Hữu
P=1162 | X=0111.410-0374.360 | Y=0119.330-0130.570 | Cảnh đến Đường tỉnh 765 có hiện trạng là đường nhựa, bê
P=1162 | X=0111.410-0171.570 | Y=0130.850-0142.090 | tông xi măng:
P=1162 | X=0092.180-0108.820 | Y=0138.730-0148.050 | 119
P=1162 | X=0413.900-0430.540 | Y=0138.730-0148.050 | 420
P=1162 | X=0461.690-0478.330 | Y=0138.730-0148.050 | 290
P=1162 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 250
P=1162 | X=0111.410-0352.520 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1162 | X=0111.410-0153.550 | Y=0161.530-0170.850 | >1.000m.
P=1162 | X=0111.410-0335.050 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1162 | X=0111.410-0206.080 | Y=0194.930-0206.170 | Đường ấp 6 - 7 Sông
P=1162 | X=0220.630-0290.830 | Y=0200.710-0211.950 | Đường tỉnh 764
P=1162 | X=0303.240-0380.050 | Y=0200.710-0211.950 | Đường tỉnh 765B
P=1162 | X=0092.180-0108.820 | Y=0202.590-0211.910 | 120
P=1162 | X=0405.740-0430.790 | Y=0202.590-0211.910 | 1.400
P=1162 | X=0461.690-0478.330 | Y=0202.590-0211.910 | 980
P=1162 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 840
P=1162 | X=0111.410-0129.180 | Y=0208.350-0217.670 | Ray
P=1162 | X=0111.410-0388.220 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 -
P=1162 | X=0111.410-0386.120 | Y=0235.750-0246.990 | 7 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765B có
P=1162 | X=0111.410-0305.020 | Y=0247.270-0258.510 | hiện trạng là đường nhựa, bê tông xi măng:
P=1162 | X=0092.180-0108.820 | Y=0255.150-0264.470 | 121
P=1162 | X=0413.900-0430.540 | Y=0255.150-0264.470 | 700
P=1162 | X=0461.690-0478.330 | Y=0255.150-0264.470 | 490
P=1162 | X=0505.390-0522.030 | Y=0255.150-0264.470 | 420
P=1162 | X=0111.410-0342.490 | Y=0264.790-0276.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1162 | X=0111.410-0388.600 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1162 | X=0111.410-0388.220 | Y=0300.100-0311.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 -
P=1162 | X=0111.410-0386.120 | Y=0311.620-0322.860 | 7 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765B có
P=1162 | X=0111.410-0305.020 | Y=0323.140-0334.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=1162 | X=0092.180-0342.960 | Y=0340.660-0354.740 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1162 | X=0413.900-0430.540 | Y=0345.420-0354.740 | 590
P=1162 | X=0461.690-0478.330 | Y=0345.420-0354.740 | 410
P=1162 | X=0505.390-0522.030 | Y=0345.420-0354.740 | 350
P=1162 | X=0111.410-0364.720 | Y=0357.940-0369.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1162 | X=0111.410-0206.360 | Y=0369.480-0380.720 | >500m đến ≤1.000m.
P=1162 | X=0111.410-0334.580 | Y=0387.000-0398.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1162 | X=0111.410-0388.220 | Y=0404.760-0416.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 -
P=1162 | X=0111.410-0386.120 | Y=0416.280-0427.520 | 7 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765B có
P=1162 | X=0111.410-0305.020 | Y=0427.800-0439.040 | hiện trạng là đường nhựa, bê tông xi măng:
P=1162 | X=0092.180-0108.820 | Y=0441.440-0450.760 | 123
P=1162 | X=0413.900-0430.540 | Y=0441.440-0450.760 | 470
P=1162 | X=0461.690-0478.330 | Y=0441.440-0450.760 | 330
P=1162 | X=0505.390-0522.030 | Y=0441.440-0450.760 | 280
P=1162 | X=0111.410-0352.520 | Y=0445.320-0456.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1162 | X=0111.410-0153.550 | Y=0458.740-0468.060 | >1.000m.
P=1162 | X=0111.410-0335.050 | Y=0474.380-0485.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1162 | X=0111.410-0384.920 | Y=0492.140-0503.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1162 | X=0111.410-0367.660 | Y=0503.660-0514.900 | ra Đường ấp 6 - 7 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1162 | X=0111.410-0367.150 | Y=0515.180-0526.420 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1162 | X=0092.180-0139.410 | Y=0526.460-0538.140 | 124 măng:
P=1162 | X=0413.900-0430.540 | Y=0528.820-0538.140 | 630
P=1162 | X=0461.690-0478.330 | Y=0528.820-0538.140 | 440
P=1162 | X=0505.390-0522.030 | Y=0528.820-0538.140 | 380
P=1162 | X=0111.410-0342.490 | Y=0544.010-0555.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1162 | X=0111.410-0388.600 | Y=0561.530-0572.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1162 | X=0111.410-0384.920 | Y=0579.290-0590.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1162 | X=0111.410-0367.660 | Y=0590.810-0602.050 | ra Đường ấp 6 - 7 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1162 | X=0111.410-0367.150 | Y=0602.330-0613.570 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1162 | X=0111.410-0139.410 | Y=0613.850-0625.090 | măng:
P=1162 | X=0092.180-0342.960 | Y=0630.390-0642.630 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1162 | X=0413.900-0430.540 | Y=0630.390-0639.710 | 530
P=1162 | X=0461.690-0478.330 | Y=0630.390-0639.710 | 370
P=1162 | X=0505.390-0522.030 | Y=0630.390-0639.710 | 320
P=1162 | X=0111.410-0364.720 | Y=0648.910-0660.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1162 | X=0111.410-0206.360 | Y=0660.430-0671.670 | >500m đến ≤1.000m.
P=1162 | X=0111.410-0334.580 | Y=0677.950-0689.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1162 | X=0111.410-0384.920 | Y=0695.710-0706.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1162 | X=0092.180-0108.820 | Y=0703.380-0712.700 | 126
P=1162 | X=0413.900-0430.540 | Y=0703.380-0712.700 | 420
P=1162 | X=0461.690-0478.330 | Y=0703.380-0712.700 | 290
P=1162 | X=0505.390-0522.030 | Y=0703.380-0712.700 | 250
P=1162 | X=0111.410-0367.660 | Y=0707.250-0718.490 | ra Đường ấp 6 - 7 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1163 | X=0111.410-0367.170 | Y=0072.500-0083.740 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1163 | X=0111.410-0139.410 | Y=0084.020-0095.260 | măng:
P=1163 | X=0111.410-0352.520 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1163 | X=0111.410-0153.550 | Y=0114.940-0124.260 | >1.000m.
P=1163 | X=0111.410-0335.050 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1163 | X=0303.240-0381.910 | Y=0148.370-0159.610 | Hết ranh thửa đất
P=1163 | X=0303.240-0387.110 | Y=0159.650-0170.890 | số 94, tờ BĐĐC số
P=1163 | X=0303.240-0380.340 | Y=0173.050-0182.370 | 15, về bên trái và
P=1163 | X=0111.410-0214.950 | Y=0176.930-0188.170 | Đường liên ấp 1-5-6 xã
P=1163 | X=0220.630-0290.830 | Y=0182.690-0193.930 | Đường tỉnh 764
P=1163 | X=0303.240-0380.230 | Y=0182.690-0193.930 | hết ranh thửa đất
P=1163 | X=0092.180-0108.820 | Y=0184.570-0193.890 | 127
P=1163 | X=0405.740-0430.790 | Y=0184.570-0193.890 | 1.700
P=1163 | X=0453.530-0478.580 | Y=0184.570-0193.890 | 1.200
P=1163 | X=0497.230-0522.280 | Y=0184.570-0193.890 | 1.000
P=1163 | X=0111.410-0155.330 | Y=0190.330-0199.650 | Sông Ray
P=1163 | X=0303.240-0379.400 | Y=0194.210-0205.450 | số 185, tờ BĐĐC
P=1163 | X=0303.240-0385.020 | Y=0207.630-0216.950 | số 15 về bên phải,
P=1163 | X=0303.240-0360.590 | Y=0219.150-0228.470 | xã Sông Ray
P=1163 | X=0111.410-0378.190 | Y=0235.030-0246.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1163 | X=0111.410-0379.400 | Y=0246.550-0257.790 | ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764 đến Hết ranh
P=1163 | X=0111.410-0377.740 | Y=0258.070-0269.310 | thửa đất số 94, tờ BĐĐC số 15, về bên trái và hết ranh thửa
P=1163 | X=0111.410-0383.980 | Y=0269.590-0280.830 | đất số 185, tờ BĐĐC số 15 về bên phải, xã Sông Ray có hiện
P=1163 | X=0092.180-0108.820 | Y=0277.470-0286.790 | 128
P=1163 | X=0413.900-0430.540 | Y=0277.470-0286.790 | 820
P=1163 | X=0461.690-0478.330 | Y=0277.470-0286.790 | 570
P=1163 | X=0505.390-0522.030 | Y=0277.470-0286.790 | 490
P=1163 | X=0111.410-0283.190 | Y=0281.110-0292.350 | trạng là đường nhựa, bê tông xi măng:
P=1163 | X=0111.410-0342.490 | Y=0298.660-0309.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1163 | X=0111.410-0388.600 | Y=0315.940-0327.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1163 | X=0111.410-0378.190 | Y=0333.700-0344.940 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1163 | X=0111.410-0379.400 | Y=0345.220-0356.460 | ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764 đến Hết ranh
P=1163 | X=0111.410-0377.740 | Y=0356.740-0367.980 | thửa đất số 94, tờ BĐĐC số 15, về bên trái và hết ranh thửa
P=1163 | X=0111.410-0383.980 | Y=0368.280-0379.520 | đất số 185, tờ BĐĐC số 15 về bên phải, xã Sông Ray có hiện
P=1163 | X=0111.410-0283.190 | Y=0379.800-0391.040 | trạng là đường nhựa, bê tông xi măng:
P=1163 | X=0092.180-0108.820 | Y=0390.800-0400.120 | 129
P=1163 | X=0413.900-0430.540 | Y=0390.800-0400.120 | 640
P=1163 | X=0461.690-0478.330 | Y=0390.800-0400.120 | 450
P=1163 | X=0505.390-0522.030 | Y=0390.800-0400.120 | 380
P=1163 | X=0111.410-0342.970 | Y=0397.320-0408.560 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1163 | X=0111.410-0364.720 | Y=0414.840-0426.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1163 | X=0111.410-0206.360 | Y=0426.360-0437.600 | >500m đến ≤1.000m.
P=1163 | X=0111.410-0334.580 | Y=0443.880-0455.120 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1163 | X=0111.410-0378.190 | Y=0461.660-0472.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1163 | X=0111.410-0379.400 | Y=0473.180-0484.420 | ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764 đến Hết ranh
P=1163 | X=0111.410-0377.740 | Y=0484.460-0495.700 | thửa đất số 94, tờ BĐĐC số 15, về bên trái và hết ranh thửa
P=1163 | X=0111.410-0383.980 | Y=0495.980-0507.220 | đất số 185, tờ BĐĐC số 15 về bên phải, xã Sông Ray có hiện
P=1163 | X=0092.180-0283.190 | Y=0507.500-0518.940 | 130 trạng là đường nhựa, bê tông xi măng:
P=1163 | X=0413.900-0430.540 | Y=0509.620-0518.940 | 530
P=1163 | X=0461.690-0478.330 | Y=0509.620-0518.940 | 370
P=1163 | X=0505.390-0522.030 | Y=0509.620-0518.940 | 320
P=1163 | X=0111.410-0352.520 | Y=0525.020-0536.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1163 | X=0111.410-0153.550 | Y=0538.450-0547.770 | >1.000m.
P=1163 | X=0111.410-0335.050 | Y=0554.090-0565.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1163 | X=0111.410-0384.920 | Y=0571.850-0583.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1163 | X=0111.410-0383.010 | Y=0583.370-0594.610 | ra Đường liên ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764
P=1163 | X=0111.410-0375.800 | Y=0594.890-0606.130 | đến Hết ranh thửa đất số 94, tờ BĐĐC số 15, về bên trái và
P=1163 | X=0111.410-0365.230 | Y=0606.410-0617.650 | hết ranh thửa đất số 185, tờ BĐĐC số 15 về bên phải, xã
P=1163 | X=0092.180-0108.820 | Y=0614.290-0623.610 | 131
P=1163 | X=0413.900-0430.540 | Y=0614.290-0623.610 | 740
P=1163 | X=0461.690-0478.330 | Y=0614.290-0623.610 | 520
P=1163 | X=0505.390-0522.030 | Y=0614.290-0623.610 | 440
P=1163 | X=0111.410-0364.810 | Y=0617.950-0629.190 | Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1163 | X=0111.410-0342.490 | Y=0635.470-0646.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1163 | X=0111.410-0388.600 | Y=0652.750-0663.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1163 | X=0111.410-0384.920 | Y=0670.510-0681.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1163 | X=0111.410-0383.010 | Y=0682.030-0693.270 | ra Đường liên ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764
P=1163 | X=0092.180-0108.820 | Y=0689.670-0698.990 | 132
P=1163 | X=0413.900-0430.540 | Y=0689.670-0698.990 | 580
P=1163 | X=0461.690-0478.330 | Y=0689.670-0698.990 | 410
P=1163 | X=0505.390-0522.030 | Y=0689.670-0698.990 | 350
P=1163 | X=0111.410-0375.800 | Y=0693.550-0704.790 | đến Hết ranh thửa đất số 94, tờ BĐĐC số 15, về bên trái và
P=1163 | X=0111.410-0365.230 | Y=0705.090-0716.330 | hết ranh thửa đất số 185, tờ BĐĐC số 15 về bên phải, xã
P=1164 | X=0111.410-0364.810 | Y=0072.500-0083.740 | Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1164 | X=0111.410-0342.960 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1164 | X=0111.410-0364.720 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1164 | X=0111.410-0206.360 | Y=0119.090-0130.330 | >500m đến ≤1.000m.
P=1164 | X=0111.410-0334.580 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1164 | X=0111.410-0384.920 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1164 | X=0111.410-0383.010 | Y=0165.650-0176.890 | ra Đường liên ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764
P=1164 | X=0111.410-0375.800 | Y=0177.170-0188.410 | đến Hết ranh thửa đất số 94, tờ BĐĐC số 15, về bên trái và
P=1164 | X=0111.410-0365.230 | Y=0188.690-0199.930 | hết ranh thửa đất số 185, tờ BĐĐC số 15 về bên phải, xã
P=1164 | X=0092.180-0364.810 | Y=0200.230-0211.670 | 133 Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1164 | X=0413.900-0430.540 | Y=0202.350-0211.670 | 480
P=1164 | X=0461.690-0478.330 | Y=0202.350-0211.670 | 340
P=1164 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 290
P=1164 | X=0111.410-0352.520 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1164 | X=0111.410-0153.550 | Y=0231.150-0240.470 | >1.000m.
P=1164 | X=0111.410-0335.050 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1164 | X=0111.410-0220.000 | Y=0264.550-0275.790 | Đường ấp 9-ấp 10 Sông
P=1164 | X=0220.630-0290.830 | Y=0270.310-0281.550 | Đường tỉnh 764
P=1164 | X=0303.240-0373.410 | Y=0270.310-0281.550 | Đường tỉnh 765
P=1164 | X=0092.180-0108.820 | Y=0272.190-0281.510 | 134
P=1164 | X=0405.740-0430.790 | Y=0272.190-0281.510 | 1.600
P=1164 | X=0453.530-0478.580 | Y=0272.190-0281.510 | 1.100
P=1164 | X=0505.390-0522.030 | Y=0272.190-0281.510 | 960
P=1164 | X=0111.410-0129.180 | Y=0277.950-0287.270 | Ray
P=1164 | X=0111.410-0385.340 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9-
P=1164 | X=0111.410-0385.430 | Y=0305.380-0316.620 | ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765
P=1164 | X=0111.410-0318.260 | Y=0316.900-0328.140 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1164 | X=0092.180-0108.820 | Y=0324.780-0334.100 | 135
P=1164 | X=0413.900-0430.540 | Y=0324.780-0334.100 | 760
P=1164 | X=0461.690-0478.330 | Y=0324.780-0334.100 | 530
P=1164 | X=0505.390-0522.030 | Y=0324.780-0334.100 | 460
P=1164 | X=0111.410-0342.490 | Y=0334.420-0345.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1164 | X=0111.410-0388.600 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1164 | X=0111.410-0385.340 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9-
