TABLE=044 | AREA=Xã Phú Vinh | SECTION=non-agricultural | SEGMENTS=1
P=1540 | X=0111.410-0153.550 | Y=0679.110-0688.430 | >1.000m.
P=1540 | X=0111.410-0335.050 | Y=0694.510-0705.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1541 | X=0111.410-0384.920 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1541 | X=0111.410-0377.230 | Y=0090.020-0101.260 | ra Đường Phú Vinh - Ngọc Định đoạn từ Ngã ba đường liên
P=1541 | X=0111.410-0389.350 | Y=0101.540-0112.780 | ấp 4-5 đến Đường Suối Soong 2 có hiện trạng là đường nhựa,
P=1541 | X=0092.180-0185.490 | Y=0113.060-0124.500 | 110 bê tông xi măng:
P=1541 | X=0413.900-0430.540 | Y=0115.180-0124.500 | 350
P=1541 | X=0461.690-0478.330 | Y=0115.180-0124.500 | 250
P=1541 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 210
P=1541 | X=0111.410-0342.490 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1541 | X=0111.410-0388.600 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1541 | X=0111.410-0384.920 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1541 | X=0111.410-0377.230 | Y=0177.170-0188.410 | ra Đường Phú Vinh - Ngọc Định đoạn từ Ngã ba đường liên
P=1541 | X=0111.410-0389.350 | Y=0188.690-0199.930 | ấp 4-5 đến Đường Suối Soong 2 có hiện trạng là đường nhựa,
P=1541 | X=0111.410-0185.490 | Y=0200.230-0211.470 | bê tông xi măng:
P=1541 | X=0092.180-0342.960 | Y=0216.990-0228.990 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1541 | X=0413.900-0430.540 | Y=0216.990-0226.310 | 230
P=1541 | X=0461.690-0478.330 | Y=0216.990-0226.310 | 160
P=1541 | X=0505.390-0522.030 | Y=0216.990-0226.310 | 140
P=1541 | X=0111.410-0364.720 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1541 | X=0111.410-0206.360 | Y=0246.790-0258.030 | >500m đến ≤1.000m.
P=1541 | X=0111.410-0334.580 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1541 | X=0111.410-0384.920 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1541 | X=0111.410-0377.230 | Y=0293.620-0304.860 | ra Đường Phú Vinh - Ngọc Định đoạn từ Ngã ba đường liên
P=1541 | X=0111.410-0389.350 | Y=0305.140-0316.380 | ấp 4-5 đến Đường Suối Soong 2 có hiện trạng là đường nhựa,
P=1541 | X=0111.410-0185.490 | Y=0316.660-0327.900 | bê tông xi măng:
P=1541 | X=0092.180-0108.820 | Y=0324.540-0333.860 | 112
P=1541 | X=0413.900-0430.540 | Y=0324.540-0333.860 | 130
P=1541 | X=0467.450-0478.570 | Y=0324.540-0333.860 | 90
P=1541 | X=0511.150-0522.270 | Y=0324.540-0333.860 | 80
P=1541 | X=0111.410-0352.520 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1541 | X=0111.410-0153.550 | Y=0347.340-0356.660 | >1.000m.
P=1541 | X=0111.410-0335.050 | Y=0362.980-0374.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1541 | X=0092.180-0298.760 | Y=0380.760-0392.000 | 113 Đường Phú Vinh - Ngọc Định đoạn còn lại
P=1541 | X=0413.900-0430.540 | Y=0382.640-0391.960 | 600
P=1541 | X=0461.690-0478.330 | Y=0382.640-0391.960 | 420
P=1541 | X=0505.390-0522.030 | Y=0382.640-0391.960 | 360
P=1541 | X=0111.410-0380.360 | Y=0398.520-0409.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1541 | X=0111.410-0376.630 | Y=0410.040-0421.280 | Vinh - Ngọc Định đoạn còn lại có hiện trạng là đường nhựa,
P=1541 | X=0111.410-0185.490 | Y=0421.560-0432.800 | bê tông xi măng:
P=1541 | X=0092.180-0108.820 | Y=0429.440-0438.760 | 114
P=1541 | X=0413.900-0430.540 | Y=0429.440-0438.760 | 290
P=1541 | X=0461.690-0478.330 | Y=0429.440-0438.760 | 200
P=1541 | X=0505.390-0522.030 | Y=0429.440-0438.760 | 170
P=1541 | X=0111.410-0342.490 | Y=0439.080-0450.320 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1541 | X=0111.410-0388.600 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1541 | X=0111.410-0380.360 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1541 | X=0111.410-0376.630 | Y=0485.900-0497.140 | Vinh - Ngọc Định đoạn còn lại có hiện trạng là đường nhựa,
P=1541 | X=0111.410-0185.490 | Y=0497.420-0508.660 | bê tông xi măng:
P=1541 | X=0092.180-0342.960 | Y=0514.940-0529.020 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1541 | X=0413.900-0430.540 | Y=0519.700-0529.020 | 220
P=1541 | X=0461.690-0478.330 | Y=0519.700-0529.020 | 150
P=1541 | X=0505.390-0522.030 | Y=0519.700-0529.020 | 130
P=1541 | X=0111.410-0364.730 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1541 | X=0111.410-0206.360 | Y=0543.770-0555.010 | >500m đến ≤1.000m.
P=1541 | X=0111.410-0334.580 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1541 | X=0111.410-0380.360 | Y=0579.050-0590.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1541 | X=0111.410-0376.630 | Y=0590.570-0601.810 | Vinh - Ngọc Định đoạn còn lại có hiện trạng là đường nhựa,
P=1541 | X=0111.410-0185.490 | Y=0602.090-0613.330 | bê tông xi măng:
P=1541 | X=0092.180-0108.820 | Y=0615.730-0625.050 | 116
P=1541 | X=0413.900-0430.540 | Y=0615.730-0625.050 | 170
P=1541 | X=0461.690-0478.330 | Y=0615.730-0625.050 | 120
P=1541 | X=0505.390-0522.030 | Y=0615.730-0625.050 | 100
P=1541 | X=0111.410-0352.520 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1541 | X=0111.410-0153.550 | Y=0633.030-0642.350 | >1.000m.
P=1541 | X=0111.410-0335.050 | Y=0648.670-0659.910 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1541 | X=0111.410-0384.920 | Y=0666.430-0677.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1541 | X=0111.410-0381.810 | Y=0677.950-0689.190 | ra Đường Phú Vinh - Ngọc Định đoạn còn lại có hiện trạng là
P=1541 | X=0092.180-0247.180 | Y=0688.470-0700.710 | 117 đường nhựa, bê tông xi măng:
P=1541 | X=0413.900-0430.540 | Y=0688.470-0697.790 | 260
P=1541 | X=0461.690-0478.330 | Y=0688.470-0697.790 | 180
P=1541 | X=0505.390-0522.030 | Y=0688.470-0697.790 | 160
P=1541 | X=0111.410-0342.490 | Y=0706.770-0718.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1542 | X=0111.410-0388.600 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1542 | X=0111.410-0384.920 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1542 | X=0111.410-0381.810 | Y=0107.780-0119.020 | ra Đường Phú Vinh - Ngọc Định đoạn còn lại có hiện trạng là
P=1542 | X=0111.410-0247.180 | Y=0119.330-0130.570 | đường nhựa, bê tông xi măng:
P=1542 | X=0092.180-0342.960 | Y=0136.850-0150.930 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1542 | X=0413.900-0430.540 | Y=0141.610-0150.930 | 200
P=1542 | X=0461.690-0478.330 | Y=0141.610-0150.930 | 140
P=1542 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 120
P=1542 | X=0111.410-0364.720 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1542 | X=0111.410-0206.360 | Y=0165.650-0176.890 | >500m đến ≤1.000m.
P=1542 | X=0111.410-0334.580 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1542 | X=0111.410-0384.920 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1542 | X=0111.410-0381.810 | Y=0212.470-0223.710 | ra Đường Phú Vinh - Ngọc Định đoạn còn lại có hiện trạng là
P=1542 | X=0111.410-0247.180 | Y=0223.990-0235.230 | đường nhựa, bê tông xi măng:
P=1542 | X=0092.180-0108.820 | Y=0237.630-0246.950 | 119
P=1542 | X=0413.900-0430.540 | Y=0237.630-0246.950 | 150
P=1542 | X=0461.690-0478.330 | Y=0237.630-0246.950 | 110
P=1542 | X=0511.150-0522.270 | Y=0237.630-0246.950 | 90
P=1542 | X=0111.410-0352.520 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1542 | X=0111.410-0153.550 | Y=0254.910-0264.230 | >1.000m.
P=1542 | X=0111.410-0335.050 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1542 | X=0221.590-0286.750 | Y=0288.340-0299.580 | Ngã ba đường
P=1542 | X=0303.960-0369.260 | Y=0288.340-0299.580 | Đường Ngã tư
P=1542 | X=0092.180-0206.060 | Y=0294.100-0305.340 | 120 Đường Suối Soong 2
P=1542 | X=0413.900-0430.540 | Y=0295.980-0305.300 | 370
P=1542 | X=0461.690-0478.330 | Y=0295.980-0305.300 | 260
P=1542 | X=0505.390-0522.030 | Y=0295.980-0305.300 | 220
P=1542 | X=0221.590-0238.150 | Y=0301.740-0311.060 | WB
P=1542 | X=0303.960-0340.050 | Y=0301.740-0311.060 | km+115
P=1542 | X=0111.410-0382.540 | Y=0317.620-0328.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối
P=1542 | X=0111.410-0359.900 | Y=0329.140-0340.380 | Soong 2 đoạn từ Ngã ba đường WB đến Đường Ngã tư
P=1542 | X=0111.410-0356.900 | Y=0340.660-0351.900 | km+115 có hiện trạng là đường nhựa, bê tông xi măng:
P=1542 | X=0092.180-0108.820 | Y=0348.540-0357.860 | 121
P=1542 | X=0413.900-0430.540 | Y=0348.540-0357.860 | 310
P=1542 | X=0461.690-0478.330 | Y=0348.540-0357.860 | 220
P=1542 | X=0505.390-0522.030 | Y=0348.540-0357.860 | 190
P=1542 | X=0111.410-0342.490 | Y=0357.940-0369.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1542 | X=0111.410-0388.600 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1542 | X=0111.410-0382.540 | Y=0393.240-0404.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối
P=1542 | X=0111.410-0359.900 | Y=0404.760-0416.000 | Soong 2 đoạn từ Ngã ba đường WB đến Đường Ngã tư
P=1542 | X=0111.410-0356.900 | Y=0416.280-0427.520 | km+115 có hiện trạng là đường nhựa, bê tông xi măng:
P=1542 | X=0092.180-0342.970 | Y=0433.800-0448.120 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1542 | X=0413.900-0430.540 | Y=0438.800-0448.120 | 190
P=1542 | X=0461.690-0478.330 | Y=0438.800-0448.120 | 130
P=1542 | X=0505.390-0522.030 | Y=0438.800-0448.120 | 110
P=1542 | X=0111.410-0364.720 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1542 | X=0111.410-0206.360 | Y=0462.860-0474.100 | >500m đến ≤1.000m.
P=1542 | X=0111.410-0334.580 | Y=0480.380-0491.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1542 | X=0111.410-0382.540 | Y=0498.140-0509.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối
P=1542 | X=0111.410-0359.900 | Y=0509.660-0520.900 | Soong 2 đoạn từ Ngã ba đường WB đến Đường Ngã tư
P=1542 | X=0111.410-0356.900 | Y=0521.180-0532.420 | km+115 có hiện trạng là đường nhựa, bê tông xi măng:
P=1542 | X=0092.180-0108.820 | Y=0534.850-0544.170 | 123
P=1542 | X=0413.900-0430.540 | Y=0534.850-0544.170 | 130
P=1542 | X=0467.450-0478.570 | Y=0534.850-0544.170 | 90
P=1542 | X=0511.150-0522.270 | Y=0534.850-0544.170 | 80
P=1542 | X=0111.410-0352.520 | Y=0538.490-0549.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1542 | X=0111.410-0153.550 | Y=0551.890-0561.210 | >1.000m.
P=1542 | X=0111.410-0335.050 | Y=0567.530-0578.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1542 | X=0111.410-0384.920 | Y=0585.290-0596.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1542 | X=0111.410-0360.940 | Y=0596.810-0608.050 | ra Đường Suối Soong 2 đoạn từ Ngã ba đường WB đến
P=1542 | X=0111.410-0384.200 | Y=0608.330-0619.570 | Đường Ngã tư km+115 có hiện trạng là đường nhựa, bê tông
P=1542 | X=0092.180-0149.240 | Y=0619.870-0631.310 | 124 xi măng:
P=1542 | X=0413.900-0430.540 | Y=0621.990-0631.310 | 280
P=1542 | X=0461.690-0478.330 | Y=0621.990-0631.310 | 200
P=1542 | X=0505.390-0522.030 | Y=0621.990-0631.310 | 170
P=1542 | X=0111.410-0342.490 | Y=0637.390-0648.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1542 | X=0111.410-0388.600 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1542 | X=0111.410-0384.920 | Y=0672.670-0683.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1542 | X=0111.410-0360.940 | Y=0684.190-0695.430 | ra Đường Suối Soong 2 đoạn từ Ngã ba đường WB đến
P=1542 | X=0092.180-0108.820 | Y=0691.830-0701.150 | 125
P=1542 | X=0413.900-0430.540 | Y=0691.830-0701.150 | 170
P=1542 | X=0461.690-0478.330 | Y=0691.830-0701.150 | 120
P=1542 | X=0505.390-0522.030 | Y=0691.830-0701.150 | 100
P=1542 | X=0111.410-0384.200 | Y=0695.710-0706.950 | Đường Ngã tư km+115 có hiện trạng là đường nhựa, bê tông
P=1542 | X=0111.410-0149.240 | Y=0707.250-0718.490 | xi măng:
P=1543 | X=0111.410-0342.960 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1543 | X=0111.410-0364.720 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1543 | X=0111.410-0206.390 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1543 | X=0111.410-0334.580 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1543 | X=0111.410-0384.920 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1543 | X=0111.410-0360.940 | Y=0154.370-0165.610 | ra Đường Suối Soong 2 đoạn từ Ngã ba đường WB đến
P=1543 | X=0111.410-0384.200 | Y=0165.650-0176.890 | Đường Ngã tư km+115 có hiện trạng là đường nhựa, bê tông
P=1543 | X=0111.410-0149.240 | Y=0177.170-0188.410 | xi măng:
P=1543 | X=0092.180-0108.820 | Y=0185.050-0194.370 | 126
P=1543 | X=0413.900-0430.540 | Y=0185.050-0194.370 | 120
P=1543 | X=0467.450-0478.570 | Y=0185.050-0194.370 | 80
P=1543 | X=0511.150-0522.270 | Y=0185.050-0194.370 | 70
P=1543 | X=0111.410-0352.520 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1543 | X=0111.410-0153.550 | Y=0208.110-0217.430 | >1.000m.
P=1543 | X=0111.410-0335.050 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1543 | X=0111.410-0303.310 | Y=0241.510-0252.750 | Đường ven sông Đồng Đường 118 - sông
P=1543 | X=0303.960-0385.430 | Y=0247.270-0258.510 | Đường liên ấp 6-7
P=1543 | X=0092.180-0108.820 | Y=0249.150-0258.470 | 127
P=1543 | X=0413.900-0430.540 | Y=0249.150-0258.470 | 370
P=1543 | X=0461.690-0478.330 | Y=0249.150-0258.470 | 260
P=1543 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 220
P=1543 | X=0221.590-0263.220 | Y=0253.030-0264.270 | Đồng Nai
P=1543 | X=0111.410-0126.370 | Y=0254.910-0264.230 | Nai
P=1543 | X=0111.410-0378.930 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ven
P=1543 | X=0111.410-0363.340 | Y=0282.340-0293.580 | sông Đồng Nai đoạn từ Đường 118 - sông Đồng Nai đến
P=1543 | X=0111.410-0371.470 | Y=0293.860-0305.100 | Đường liên ấp 6-7 có hiện trạng là đường nhựa, bê tông xi
P=1543 | X=0092.180-0139.410 | Y=0305.380-0316.820 | 128 măng:
P=1543 | X=0413.900-0430.540 | Y=0307.500-0316.820 | 310
P=1543 | X=0461.690-0478.330 | Y=0307.500-0316.820 | 220
P=1543 | X=0505.390-0522.030 | Y=0307.500-0316.820 | 190
P=1543 | X=0111.410-0342.490 | Y=0322.900-0334.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1543 | X=0111.410-0388.600 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1543 | X=0111.410-0378.930 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ven
P=1543 | X=0111.410-0363.340 | Y=0369.480-0380.720 | sông Đồng Nai đoạn từ Đường 118 - sông Đồng Nai đến
P=1543 | X=0111.410-0371.470 | Y=0381.000-0392.240 | Đường liên ấp 6-7 có hiện trạng là đường nhựa, bê tông xi
P=1543 | X=0111.410-0139.410 | Y=0392.520-0403.760 | măng:
P=1543 | X=0092.180-0342.960 | Y=0409.280-0421.280 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1543 | X=0413.900-0430.540 | Y=0409.280-0418.600 | 190
P=1543 | X=0461.690-0478.330 | Y=0409.280-0418.600 | 130
P=1543 | X=0505.390-0522.030 | Y=0409.280-0418.600 | 110
P=1543 | X=0111.410-0364.720 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1543 | X=0111.410-0206.360 | Y=0439.080-0450.320 | >500m đến ≤1.000m.
P=1543 | X=0111.410-0334.580 | Y=0456.620-0467.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1543 | X=0111.410-0378.930 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ven
P=1543 | X=0111.410-0363.340 | Y=0485.900-0497.140 | sông Đồng Nai đoạn từ Đường 118 - sông Đồng Nai đến
P=1543 | X=0111.410-0371.470 | Y=0497.420-0508.660 | Đường liên ấp 6-7 có hiện trạng là đường nhựa, bê tông xi
P=1543 | X=0111.410-0139.410 | Y=0510.820-0520.140 | măng:
P=1543 | X=0092.180-0108.820 | Y=0516.820-0526.140 | 130
P=1543 | X=0413.900-0430.540 | Y=0516.820-0526.140 | 120
P=1543 | X=0467.450-0478.570 | Y=0516.820-0526.140 | 80
P=1543 | X=0511.150-0522.270 | Y=0516.820-0526.140 | 70
P=1543 | X=0111.410-0352.520 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1543 | X=0111.410-0153.550 | Y=0539.650-0548.970 | >1.000m.
P=1543 | X=0111.410-0335.050 | Y=0555.290-0566.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1543 | X=0111.410-0384.920 | Y=0573.050-0584.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1543 | X=0111.410-0364.290 | Y=0584.570-0595.810 | ra Đường ven sông Đồng Nai đoạn từ Đường 118 - sông
P=1543 | X=0111.410-0389.350 | Y=0596.090-0607.330 | Đồng Nai đến Đường liên ấp 6-7 có hiện trạng là đường nhựa,
P=1543 | X=0092.180-0185.490 | Y=0607.610-0619.050 | 131 bê tông xi măng:
P=1543 | X=0413.900-0430.540 | Y=0609.730-0619.050 | 280
P=1543 | X=0461.690-0478.330 | Y=0609.730-0619.050 | 200
P=1543 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 170
P=1543 | X=0111.410-0342.490 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1543 | X=0111.410-0388.600 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1543 | X=0111.410-0384.920 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1543 | X=0111.410-0364.290 | Y=0671.950-0683.190 | ra Đường ven sông Đồng Nai đoạn từ Đường 118 - sông
P=1543 | X=0092.180-0108.820 | Y=0679.590-0688.910 | 132
P=1543 | X=0413.900-0430.540 | Y=0679.590-0688.910 | 170
P=1543 | X=0461.690-0478.330 | Y=0679.590-0688.910 | 120
P=1543 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 100
P=1543 | X=0111.410-0389.350 | Y=0683.470-0694.710 | Đồng Nai đến Đường liên ấp 6-7 có hiện trạng là đường nhựa,
P=1543 | X=0111.410-0185.490 | Y=0694.750-0705.990 | bê tông xi măng:
P=1544 | X=0111.410-0342.960 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1544 | X=0111.410-0364.720 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1544 | X=0111.410-0206.360 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1544 | X=0111.410-0334.580 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1544 | X=0111.410-0384.920 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1544 | X=0111.410-0364.290 | Y=0154.370-0165.610 | ra Đường ven sông Đồng Nai đoạn từ Đường 118 - sông
P=1544 | X=0111.410-0389.350 | Y=0165.650-0176.890 | Đồng Nai đến Đường liên ấp 6-7 có hiện trạng là đường nhựa,
P=1544 | X=0111.410-0185.490 | Y=0177.170-0188.410 | bê tông xi măng:
P=1544 | X=0092.180-0108.820 | Y=0185.050-0194.370 | 133
P=1544 | X=0413.900-0430.540 | Y=0185.050-0194.370 | 110
P=1544 | X=0467.450-0478.570 | Y=0185.050-0194.370 | 80
P=1544 | X=0511.150-0522.270 | Y=0185.050-0194.370 | 70
P=1544 | X=0111.410-0352.520 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1544 | X=0111.410-0153.550 | Y=0208.110-0217.430 | >1.000m.
P=1544 | X=0111.410-0335.050 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1544 | X=0303.960-0378.930 | Y=0241.510-0252.750 | Đường ven sông
P=1544 | X=0092.180-0192.880 | Y=0247.270-0258.510 | 134 Đường liên ấp 6-7
P=1544 | X=0221.590-0272.830 | Y=0247.270-0258.510 | Đường 120
P=1544 | X=0413.900-0430.540 | Y=0249.150-0258.470 | 370
P=1544 | X=0461.690-0478.330 | Y=0249.150-0258.470 | 260
P=1544 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 220
P=1544 | X=0303.960-0345.560 | Y=0253.030-0264.270 | Đồng Nai
P=1544 | X=0111.410-0378.190 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1544 | X=0111.410-0386.090 | Y=0282.340-0293.580 | ấp 6-7 đoạn từ Đường 120 đến Đường ven sông Đồng Nai có
P=1544 | X=0111.410-0305.020 | Y=0293.860-0305.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=1544 | X=0092.180-0108.820 | Y=0301.740-0311.060 | 135
P=1544 | X=0413.900-0430.540 | Y=0301.740-0311.060 | 310
P=1544 | X=0461.690-0478.330 | Y=0301.740-0311.060 | 220
P=1544 | X=0505.390-0522.030 | Y=0301.740-0311.060 | 190
P=1544 | X=0111.410-0342.490 | Y=0311.380-0322.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1544 | X=0111.410-0388.600 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1544 | X=0111.410-0378.190 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1544 | X=0111.410-0386.090 | Y=0357.940-0369.180 | ấp 6-7 đoạn từ Đường 120 đến Đường ven sông Đồng Nai có
P=1544 | X=0111.410-0305.020 | Y=0369.480-0380.720 | hiện trạng là đường nhựa, bê tông xi măng:
P=1544 | X=0092.180-0342.960 | Y=0387.000-0401.320 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1544 | X=0413.900-0430.540 | Y=0392.000-0401.320 | 190
P=1544 | X=0461.690-0478.330 | Y=0392.000-0401.320 | 130
P=1544 | X=0505.390-0522.030 | Y=0392.000-0401.320 | 110
P=1544 | X=0111.410-0364.720 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1544 | X=0111.410-0206.360 | Y=0416.040-0427.280 | >500m đến ≤1.000m.
P=1544 | X=0111.410-0334.590 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1544 | X=0111.410-0378.190 | Y=0451.340-0462.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1544 | X=0111.410-0386.090 | Y=0462.860-0474.100 | ấp 6-7 đoạn từ Đường 120 đến Đường ven sông Đồng Nai có
P=1544 | X=0111.410-0305.020 | Y=0474.380-0485.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=1544 | X=0092.180-0108.820 | Y=0488.020-0497.340 | 137
P=1544 | X=0413.900-0430.540 | Y=0488.020-0497.340 | 120
P=1544 | X=0467.450-0478.570 | Y=0488.020-0497.340 | 80
P=1544 | X=0511.150-0522.270 | Y=0488.020-0497.340 | 70
P=1544 | X=0111.410-0352.520 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1544 | X=0111.410-0153.550 | Y=0505.300-0514.620 | >1.000m.
P=1544 | X=0111.410-0335.050 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1544 | X=0111.410-0384.920 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1544 | X=0111.410-0368.140 | Y=0550.010-0561.250 | ra Đường liên ấp 6-7 đoạn từ Đường 120 đến Đường ven
P=1544 | X=0111.410-0387.160 | Y=0561.530-0572.770 | sông Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=1544 | X=0092.180-0108.820 | Y=0569.410-0578.730 | 138
P=1544 | X=0413.900-0430.540 | Y=0569.410-0578.730 | 280
P=1544 | X=0461.690-0478.330 | Y=0569.410-0578.730 | 200
P=1544 | X=0505.390-0522.030 | Y=0569.410-0578.730 | 170
