TABLE=005 | AREA=Phường Trảng Dài | SECTION=non-agricultural | SEGMENTS=1
P=0175 | X=0107.090-0384.500 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0175 | X=0107.090-0333.380 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0175 | X=0228.820-0304.030 | Y=0212.470-0223.710 | Đường vào công
P=0175 | X=0092.900-0189.270 | Y=0218.230-0229.470 | 29 Đường Đồng Khởi
P=0175 | X=0311.160-0381.330 | Y=0218.230-0229.470 | Đường tỉnh 768
P=0175 | X=0411.020-0441.590 | Y=0220.110-0229.430 | 19.200
P=0175 | X=0452.330-0522.280 | Y=0220.110-0229.430 | 13.400 11.500
P=0175 | X=0228.820-0282.900 | Y=0225.870-0235.190 | ty Trấn Biên
P=0175 | X=0107.090-0382.070 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đồng
P=0175 | X=0107.090-0392.150 | Y=0253.270-0264.510 | Khởi đoạn từ Đường vào công ty Trấn Biên đến Đường tỉnh 768
P=0175 | X=0107.090-0313.940 | Y=0264.790-0276.030 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0175 | X=0092.900-0104.020 | Y=0272.670-0281.990 | 30
P=0175 | X=0416.540-0441.590 | Y=0272.670-0281.990 | 9.000
P=0175 | X=0457.850-0482.900 | Y=0272.670-0281.990 | 6.300
P=0175 | X=0497.230-0522.280 | Y=0272.670-0281.990 | 5.400
P=0175 | X=0107.090-0330.000 | Y=0282.340-0293.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0175 | X=0107.090-0384.260 | Y=0299.860-0311.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0175 | X=0107.090-0382.070 | Y=0317.620-0328.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đồng
P=0175 | X=0107.090-0392.150 | Y=0329.140-0340.380 | Khởi đoạn từ Đường vào công ty Trấn Biên đến Đường tỉnh 768
P=0175 | X=0107.090-0313.940 | Y=0340.660-0351.900 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0175 | X=0092.900-0330.260 | Y=0357.940-0372.260 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0175 | X=0416.540-0441.610 | Y=0362.940-0372.260 | 5.200
P=0175 | X=0457.850-0482.900 | Y=0362.940-0372.260 | 3.600
P=0175 | X=0497.230-0522.280 | Y=0362.940-0372.260 | 3.100
P=0175 | X=0107.090-0393.980 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0175 | X=0107.090-0160.050 | Y=0387.000-0398.240 | đến ≤600m.
P=0175 | X=0107.090-0330.260 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0175 | X=0107.090-0382.070 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đồng
P=0175 | X=0107.090-0392.150 | Y=0433.800-0445.040 | Khởi đoạn từ Đường vào công ty Trấn Biên đến Đường tỉnh 768
P=0175 | X=0107.090-0313.940 | Y=0445.320-0456.560 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0175 | X=0092.900-0104.020 | Y=0453.220-0462.540 | 32
P=0175 | X=0416.540-0441.590 | Y=0453.220-0462.540 | 2.900
P=0175 | X=0457.850-0482.900 | Y=0453.220-0462.540 | 2.000
P=0175 | X=0497.230-0522.280 | Y=0453.220-0462.540 | 1.700
P=0175 | X=0107.090-0384.500 | Y=0462.860-0474.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0175 | X=0107.090-0330.730 | Y=0480.380-0491.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0175 | X=0107.090-0392.350 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0175 | X=0107.090-0380.390 | Y=0509.660-0520.900 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến
P=0175 | X=0107.090-0386.670 | Y=0521.180-0532.420 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0175 | X=0092.900-0104.020 | Y=0529.060-0538.380 | 33
P=0175 | X=0416.540-0441.590 | Y=0529.060-0538.380 | 8.100
P=0175 | X=0457.850-0482.900 | Y=0529.060-0538.380 | 5.700
P=0175 | X=0497.230-0522.280 | Y=0529.060-0538.380 | 4.900
P=0175 | X=0107.090-0330.000 | Y=0538.490-0549.730 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0175 | X=0107.090-0384.260 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0175 | X=0107.090-0392.350 | Y=0573.770-0585.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0175 | X=0107.090-0380.390 | Y=0585.290-0596.530 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến
P=0175 | X=0107.090-0386.670 | Y=0596.810-0608.050 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0175 | X=0092.900-0330.260 | Y=0614.330-0628.670 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0175 | X=0416.540-0441.590 | Y=0619.350-0628.670 | 4.700
P=0175 | X=0457.850-0482.900 | Y=0619.350-0628.670 | 3.300
P=0175 | X=0497.230-0522.280 | Y=0619.350-0628.670 | 2.800
P=0175 | X=0107.090-0393.980 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0175 | X=0107.090-0160.050 | Y=0643.390-0654.630 | đến ≤600m.
P=0175 | X=0107.090-0330.260 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0175 | X=0107.090-0392.350 | Y=0678.670-0689.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0175 | X=0092.900-0380.390 | Y=0690.190-0701.430 | 35 Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến
P=0175 | X=0416.540-0441.590 | Y=0692.070-0701.390 | 2.600
P=0175 | X=0457.850-0482.890 | Y=0692.070-0701.390 | 1.800
P=0175 | X=0497.230-0522.280 | Y=0692.070-0701.390 | 1.600
P=0175 | X=0107.090-0386.670 | Y=0701.730-0712.970 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0176 | X=0107.090-0384.500 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0176 | X=0107.090-0333.380 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0176 | X=0228.820-0297.800 | Y=0113.780-0125.020 | Đường Nguyễn
P=0176 | X=0311.160-0395.240 | Y=0113.780-0125.020 | Đường Thân Nhân
P=0176 | X=0092.900-0218.950 | Y=0119.570-0130.810 | 36 Đường Nguyễn Thái Học
P=0176 | X=0411.020-0441.590 | Y=0121.450-0130.770 | 15.000
P=0176 | X=0452.330-0482.900 | Y=0121.450-0130.770 | 10.500
P=0176 | X=0497.230-0522.280 | Y=0121.450-0130.770 | 9.000
P=0176 | X=0228.820-0262.740 | Y=0127.210-0136.530 | Khuyến
P=0176 | X=0311.160-0337.400 | Y=0127.210-0136.530 | Trung
P=0176 | X=0107.090-0392.630 | Y=0143.090-0154.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0176 | X=0107.090-0398.850 | Y=0154.610-0165.850 | Thái Học đoạn từ Đường Nguyễn Khuyến đến Đường Thân Nhân
P=0176 | X=0107.090-0342.970 | Y=0166.130-0177.370 | Trung có hiện trạng là đường nhựa, bê tông xi măng:
P=0176 | X=0092.900-0104.020 | Y=0174.010-0183.330 | 37
P=0176 | X=0416.540-0441.590 | Y=0174.010-0183.330 | 7.800
P=0176 | X=0457.850-0482.900 | Y=0174.010-0183.330 | 5.500
P=0176 | X=0497.230-0522.280 | Y=0174.010-0183.330 | 4.700
P=0176 | X=0107.090-0330.000 | Y=0183.410-0194.650 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0176 | X=0107.090-0384.260 | Y=0200.950-0212.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0176 | X=0107.090-0392.630 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0176 | X=0107.090-0398.840 | Y=0230.230-0241.470 | Thái Học đoạn từ Đường Nguyễn Khuyến đến Đường Thân Nhân
P=0176 | X=0107.090-0342.970 | Y=0241.750-0252.990 | Trung có hiện trạng là đường nhựa, bê tông xi măng:
P=0176 | X=0092.900-0330.260 | Y=0259.270-0273.590 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0176 | X=0416.540-0441.590 | Y=0264.270-0273.590 | 4.700
P=0176 | X=0457.850-0482.900 | Y=0264.270-0273.590 | 3.300
P=0176 | X=0497.230-0522.280 | Y=0264.270-0273.590 | 2.800
P=0176 | X=0107.090-0393.980 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0176 | X=0107.090-0160.050 | Y=0288.340-0299.580 | đến ≤600m.
P=0176 | X=0107.090-0330.260 | Y=0305.860-0317.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0176 | X=0107.090-0392.630 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0176 | X=0107.090-0398.850 | Y=0335.140-0346.380 | Thái Học đoạn từ Đường Nguyễn Khuyến đến Đường Thân Nhân
P=0176 | X=0107.090-0342.970 | Y=0346.660-0357.900 | Trung có hiện trạng là đường nhựa, bê tông xi măng:
P=0176 | X=0092.900-0104.020 | Y=0354.540-0363.860 | 39
P=0176 | X=0416.540-0441.590 | Y=0354.540-0363.860 | 3.400
P=0176 | X=0457.850-0482.900 | Y=0354.540-0363.860 | 2.400
P=0176 | X=0497.230-0522.280 | Y=0354.540-0363.860 | 2.000
P=0176 | X=0107.090-0384.500 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0176 | X=0107.090-0330.730 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0176 | X=0107.090-0392.350 | Y=0399.240-0410.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0176 | X=0107.090-0383.750 | Y=0410.760-0422.000 | Đường Nguyễn Thái Học đoạn từ Đường Nguyễn Khuyến đến
P=0176 | X=0107.090-0398.840 | Y=0422.280-0433.520 | Đường Thân Nhân Trung có hiện trạng là đường nhựa, bê tông xi
P=0176 | X=0092.900-0135.090 | Y=0433.800-0445.240 | 40 măng:
P=0176 | X=0416.540-0441.590 | Y=0435.920-0445.240 | 7.000
P=0176 | X=0457.850-0482.900 | Y=0435.920-0445.240 | 4.900
P=0176 | X=0497.230-0522.280 | Y=0435.920-0445.240 | 4.200
P=0176 | X=0107.090-0330.010 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0176 | X=0107.090-0384.260 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0176 | X=0107.090-0392.350 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0176 | X=0107.090-0383.750 | Y=0498.140-0509.380 | Đường Nguyễn Thái Học đoạn từ Đường Nguyễn Khuyến đến
P=0176 | X=0107.090-0398.840 | Y=0509.660-0520.900 | Đường Thân Nhân Trung có hiện trạng là đường nhựa, bê tông xi
P=0176 | X=0107.090-0135.090 | Y=0521.180-0532.420 | măng:
P=0176 | X=0092.900-0330.260 | Y=0537.730-0549.730 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0176 | X=0416.540-0441.590 | Y=0537.730-0547.050 | 4.200
P=0176 | X=0457.850-0482.900 | Y=0537.730-0547.050 | 2.900
P=0176 | X=0497.230-0522.280 | Y=0537.730-0547.050 | 2.500
P=0176 | X=0107.090-0393.980 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0176 | X=0107.090-0160.050 | Y=0567.530-0578.770 | đến ≤600m.
P=0176 | X=0107.090-0330.260 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0176 | X=0107.090-0392.350 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0176 | X=0107.090-0383.750 | Y=0614.330-0625.570 | Đường Nguyễn Thái Học đoạn từ Đường Nguyễn Khuyến đến
P=0176 | X=0107.090-0398.840 | Y=0625.870-0637.110 | Đường Thân Nhân Trung có hiện trạng là đường nhựa, bê tông xi
P=0176 | X=0092.900-0135.090 | Y=0637.390-0648.830 | 42 măng:
P=0176 | X=0416.540-0441.590 | Y=0639.510-0648.830 | 3.100
P=0176 | X=0457.850-0482.900 | Y=0639.510-0648.830 | 2.200
P=0176 | X=0497.230-0522.270 | Y=0639.510-0648.830 | 1.900
P=0176 | X=0107.090-0384.500 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0176 | X=0107.090-0333.380 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0176 | X=0107.090-0292.480 | Y=0690.190-0701.430 | Đường từ ngã ba đi Văn Ngã ba đi Văn
P=0176 | X=0311.160-0395.240 | Y=0690.190-0701.430 | Đường Thân Nhân
P=0176 | X=0092.900-0104.020 | Y=0697.830-0707.150 | 43
P=0176 | X=0411.020-0441.590 | Y=0697.830-0707.150 | 16.900
P=0176 | X=0452.330-0522.280 | Y=0697.830-0707.150 | 11.800 10.100
P=0176 | X=0107.090-0278.360 | Y=0701.730-0712.970 | phòng KP4 phường Trảng phòng KP4
P=0176 | X=0311.160-0337.400 | Y=0703.620-0712.940 | Trung
P=0177 | X=0107.090-0293.460 | Y=0072.500-0083.740 | Dài đến đường Thân Nhân phường Trảng
P=0177 | X=0107.090-0243.780 | Y=0085.900-0095.220 | Trung (ngã ba Thanh Hóa) Dài
P=0177 | X=0107.090-0387.340 | Y=0101.780-0113.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ ngã
P=0177 | X=0107.090-0390.940 | Y=0113.300-0124.540 | ba đi Văn phòng KP4 phường Trảng Dài đến đường Thân Nhân
P=0177 | X=0107.090-0394.750 | Y=0124.850-0136.090 | Trung (ngã ba Thanh Hóa) có hiện trạng là đường nhựa, bê tông
P=0177 | X=0092.900-0144.920 | Y=0136.370-0147.810 | 44 xi măng:
P=0177 | X=0416.540-0441.590 | Y=0138.490-0147.810 | 9.000
P=0177 | X=0457.850-0482.900 | Y=0138.490-0147.810 | 6.300
P=0177 | X=0497.230-0522.280 | Y=0138.490-0147.810 | 5.400
P=0177 | X=0107.090-0330.000 | Y=0153.650-0164.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0177 | X=0107.090-0384.260 | Y=0171.170-0182.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0177 | X=0107.090-0387.340 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ ngã
P=0177 | X=0107.090-0390.940 | Y=0200.470-0211.710 | ba đi Văn phòng KP4 phường Trảng Dài đến đường Thân Nhân
P=0177 | X=0107.090-0394.750 | Y=0211.990-0223.230 | Trung (ngã ba Thanh Hóa) có hiện trạng là đường nhựa, bê tông
P=0177 | X=0107.090-0144.920 | Y=0223.510-0234.750 | xi măng:
P=0177 | X=0092.900-0330.260 | Y=0240.270-0252.270 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0177 | X=0416.540-0441.590 | Y=0240.270-0249.590 | 4.700
P=0177 | X=0457.850-0482.900 | Y=0240.270-0249.590 | 3.300
P=0177 | X=0497.230-0522.280 | Y=0240.270-0249.590 | 2.800
P=0177 | X=0107.090-0393.980 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0177 | X=0107.090-0160.050 | Y=0270.070-0281.310 | đến ≤600m.
P=0177 | X=0107.090-0330.260 | Y=0287.620-0298.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0177 | X=0107.090-0387.340 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ ngã
P=0177 | X=0107.090-0390.940 | Y=0316.900-0328.140 | ba đi Văn phòng KP4 phường Trảng Dài đến đường Thân Nhân
P=0177 | X=0107.090-0394.750 | Y=0328.420-0339.660 | Trung (ngã ba Thanh Hóa) có hiện trạng là đường nhựa, bê tông
P=0177 | X=0092.900-0144.920 | Y=0339.700-0351.140 | 46 xi măng:
P=0177 | X=0416.540-0441.590 | Y=0341.820-0351.140 | 3.400
P=0177 | X=0457.850-0482.900 | Y=0341.820-0351.140 | 2.400
P=0177 | X=0497.230-0522.280 | Y=0341.820-0351.140 | 2.000
P=0177 | X=0107.090-0384.500 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0177 | X=0107.090-0330.730 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0177 | X=0107.090-0392.350 | Y=0392.520-0403.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0177 | X=0107.090-0372.220 | Y=0404.040-0415.280 | Đường từ ngã ba đi Văn phòng KP4 phường Trảng Dài đến
P=0177 | X=0107.090-0381.810 | Y=0415.560-0426.800 | đường Thân Nhân Trung (ngã ba Thanh Hóa) có hiện trạng là
P=0177 | X=0092.900-0242.840 | Y=0427.080-0438.520 | 47 đường nhựa, bê tông xi măng:
P=0177 | X=0416.540-0441.590 | Y=0429.200-0438.520 | 8.100
P=0177 | X=0457.850-0482.900 | Y=0429.200-0438.520 | 5.700
P=0177 | X=0497.230-0522.280 | Y=0429.200-0438.520 | 4.900
P=0177 | X=0107.090-0330.000 | Y=0444.600-0455.840 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0177 | X=0107.090-0384.260 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0177 | X=0107.090-0392.350 | Y=0479.900-0491.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0177 | X=0107.090-0372.220 | Y=0491.420-0502.660 | Đường từ ngã ba đi Văn phòng KP4 phường Trảng Dài đến
P=0177 | X=0107.090-0381.810 | Y=0502.940-0514.180 | đường Thân Nhân Trung (ngã ba Thanh Hóa) có hiện trạng là
P=0177 | X=0107.090-0242.840 | Y=0514.220-0525.460 | đường nhựa, bê tông xi măng:
P=0177 | X=0092.900-0330.260 | Y=0530.980-0542.980 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0177 | X=0416.540-0441.590 | Y=0530.980-0540.300 | 4.200
P=0177 | X=0457.850-0482.900 | Y=0530.980-0540.300 | 2.900
P=0177 | X=0497.230-0522.280 | Y=0530.980-0540.300 | 2.500
P=0177 | X=0107.090-0393.980 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0177 | X=0107.090-0160.050 | Y=0560.810-0572.050 | đến ≤600m.
P=0177 | X=0107.090-0330.260 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0177 | X=0107.090-0392.350 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0177 | X=0107.090-0372.220 | Y=0607.610-0618.850 | Đường từ ngã ba đi Văn phòng KP4 phường Trảng Dài đến
P=0177 | X=0107.090-0381.810 | Y=0619.150-0630.390 | đường Thân Nhân Trung (ngã ba Thanh Hóa) có hiện trạng là
P=0177 | X=0092.900-0242.840 | Y=0630.670-0642.110 | 49 đường nhựa, bê tông xi măng:
P=0177 | X=0416.540-0441.590 | Y=0632.790-0642.110 | 3.100
P=0177 | X=0457.850-0482.900 | Y=0632.790-0642.110 | 2.200
P=0177 | X=0497.230-0522.280 | Y=0632.790-0642.110 | 1.900
P=0177 | X=0107.090-0384.500 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0177 | X=0107.090-0333.380 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0177 | X=0228.820-0287.220 | Y=0683.470-0694.710 | Đường Đồng
P=0177 | X=0311.160-0380.140 | Y=0683.470-0694.710 | Đường Nguyễn
P=0177 | X=0092.900-0183.900 | Y=0689.230-0700.470 | 50 Đường tỉnh 768B
P=0177 | X=0411.020-0441.590 | Y=0691.110-0700.430 | 19.200
P=0177 | X=0452.330-0522.280 | Y=0691.110-0700.430 | 13.400 11.500
P=0177 | X=0228.820-0250.020 | Y=0696.630-0705.950 | Khởi
P=0177 | X=0311.160-0345.080 | Y=0696.630-0705.950 | Khuyến
P=0178 | X=0107.090-0374.630 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=0178 | X=0107.090-0393.820 | Y=0090.020-0101.260 | 768B đoạn từ Đường Đồng Khởi đến Đường Nguyễn Khuyến có
P=0178 | X=0107.090-0300.700 | Y=0101.540-0112.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=0178 | X=0092.900-0104.020 | Y=0109.420-0118.740 | 51
P=0178 | X=0416.540-0441.590 | Y=0109.420-0118.740 | 9.000
P=0178 | X=0457.850-0482.900 | Y=0109.420-0118.740 | 6.300
P=0178 | X=0497.230-0522.280 | Y=0109.420-0118.740 | 5.400
P=0178 | X=0107.090-0330.000 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0178 | X=0107.090-0384.260 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
