TABLE=046 | AREA=Xã Phú Hòa | SECTION=non-agricultural | SEGMENTS=1
P=1578 | X=0111.170-0206.120 | Y=0206.230-0217.470 | >500m đến ≤1.000m.
P=1578 | X=0111.170-0334.340 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1578 | X=0111.170-0380.120 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1578 | X=0111.170-0369.900 | Y=0253.030-0264.270 | Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết
P=1578 | X=0111.170-0365.460 | Y=0264.550-0275.790 | ranh xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi
P=1578 | X=0111.170-0139.170 | Y=0276.070-0287.310 | măng:
P=1578 | X=0091.940-0108.580 | Y=0283.980-0293.300 | 109
P=1578 | X=0413.660-0430.300 | Y=0283.980-0293.300 | 160
P=1578 | X=0461.450-0478.090 | Y=0283.980-0293.300 | 110
P=1578 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 100
P=1578 | X=0111.170-0352.280 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1578 | X=0111.170-0153.310 | Y=0307.020-0316.340 | >1.000m.
P=1578 | X=0111.170-0334.810 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1578 | X=0111.170-0384.680 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1578 | X=0111.170-0379.420 | Y=0351.700-0362.940 | ra Đường Phú Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú
P=1578 | X=0111.170-0376.390 | Y=0363.220-0374.460 | Hòa đến hết ranh xã Phú Hòa có hiện trạng là đường nhựa,
P=1578 | X=0091.940-0185.250 | Y=0374.760-0386.200 | 110 bê tông xi măng:
P=1578 | X=0413.660-0430.300 | Y=0376.880-0386.200 | 400
P=1578 | X=0461.450-0478.090 | Y=0376.880-0386.200 | 280
P=1578 | X=0505.390-0522.030 | Y=0376.880-0386.200 | 240
P=1578 | X=0111.170-0342.250 | Y=0392.280-0403.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1578 | X=0111.170-0388.380 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1578 | X=0111.170-0384.680 | Y=0427.560-0438.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1578 | X=0111.170-0379.420 | Y=0439.080-0450.320 | ra Đường Phú Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú
P=1578 | X=0111.170-0376.390 | Y=0450.620-0461.860 | Hòa đến hết ranh xã Phú Hòa có hiện trạng là đường nhựa,
P=1578 | X=0111.170-0185.250 | Y=0462.140-0473.380 | bê tông xi măng:
P=1578 | X=0091.940-0342.760 | Y=0478.660-0490.900 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1578 | X=0413.660-0430.300 | Y=0478.660-0487.980 | 270
P=1578 | X=0461.450-0478.090 | Y=0478.660-0487.980 | 190
P=1578 | X=0505.390-0522.030 | Y=0478.660-0487.980 | 160
P=1578 | X=0111.170-0364.480 | Y=0497.180-0508.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1578 | X=0111.170-0206.120 | Y=0508.460-0519.700 | >500m đến ≤1.000m.
P=1578 | X=0111.170-0334.340 | Y=0525.980-0537.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1578 | X=0111.170-0384.680 | Y=0543.770-0555.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1578 | X=0111.170-0379.420 | Y=0555.290-0566.530 | ra Đường Phú Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú
P=1578 | X=0111.170-0376.390 | Y=0566.810-0578.050 | Hòa đến hết ranh xã Phú Hòa có hiện trạng là đường nhựa,
P=1578 | X=0111.170-0185.250 | Y=0578.330-0589.570 | bê tông xi măng:
P=1578 | X=0091.940-0108.580 | Y=0586.210-0595.530 | 112
P=1578 | X=0413.660-0430.300 | Y=0586.210-0595.530 | 140
P=1578 | X=0461.450-0478.090 | Y=0586.210-0595.530 | 100
P=1578 | X=0511.150-0522.270 | Y=0586.210-0595.530 | 80
P=1578 | X=0111.170-0352.280 | Y=0595.850-0607.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1578 | X=0111.170-0153.310 | Y=0609.250-0618.570 | >1.000m.
P=1578 | X=0111.170-0334.810 | Y=0624.910-0636.150 | - Có bề rộng <3m, cách đường giao thông >200m.
