TABLE=010 | AREA=Phường Tam Phước | SECTION=non-agricultural | SEGMENTS=1
P=0349 | X=0113.330-0199.880 | Y=0583.850-0595.090 | >400m đến ≤600m.
P=0349 | X=0113.330-0336.500 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0349 | X=0113.330-0375.000 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý
P=0349 | X=0113.330-0362.810 | Y=0630.670-0641.910 | Nhân Tông đoạn từ Quốc lộ 51 đến Đường Dương Diên
P=0349 | X=0113.330-0346.810 | Y=0642.190-0653.430 | Nghệ có hiện trạng là đường nhựa, bê tông xi măng:
P=0349 | X=0096.050-0107.170 | Y=0655.830-0665.150 | 25
P=0349 | X=0405.500-0430.550 | Y=0655.830-0665.150 | 1.400
P=0349 | X=0456.170-0472.810 | Y=0655.830-0665.150 | 980
P=0349 | X=0505.390-0522.030 | Y=0655.830-0665.150 | 840
P=0349 | X=0113.330-0354.440 | Y=0659.710-0670.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0349 | X=0113.330-0147.090 | Y=0673.110-0682.430 | >600m.
P=0349 | X=0113.330-0336.970 | Y=0688.510-0699.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0349 | X=0096.050-0359.240 | Y=0706.290-0717.530 | 26 Các tuyến đường giao thông không đấu nối trực tiếp và
P=0349 | X=0405.500-0430.550 | Y=0708.180-0717.500 | 2.500
P=0349 | X=0448.010-0473.060 | Y=0708.180-0717.500 | 1.800
P=0349 | X=0497.230-0522.280 | Y=0708.180-0717.500 | 1.500
P=0350 | X=0113.330-0358.040 | Y=0072.500-0083.740 | thông ra Đường Lý Nhân Tông đoạn từ Quốc lộ 51 đến
P=0350 | X=0113.330-0376.280 | Y=0084.020-0095.260 | Đường Dương Diên Nghệ có hiện trạng là đường nhựa, bê
P=0350 | X=0113.330-0173.490 | Y=0095.540-0106.780 | tông xi măng:
P=0350 | X=0113.330-0336.270 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0350 | X=0113.330-0354.440 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0350 | X=0113.330-0146.850 | Y=0142.130-0153.370 | ≤400m.
P=0350 | X=0113.330-0359.240 | Y=0159.650-0170.890 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0350 | X=0113.330-0358.040 | Y=0171.170-0182.410 | thông ra Đường Lý Nhân Tông đoạn từ Quốc lộ 51 đến
P=0350 | X=0113.330-0376.280 | Y=0182.690-0193.930 | Đường Dương Diên Nghệ có hiện trạng là đường nhựa, bê
P=0350 | X=0113.330-0173.490 | Y=0194.210-0205.450 | tông xi măng:
P=0350 | X=0096.050-0336.500 | Y=0210.990-0222.990 | 27 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0350 | X=0405.500-0430.550 | Y=0210.990-0220.310 | 2.000
P=0350 | X=0448.010-0473.060 | Y=0210.990-0220.310 | 1.400
P=0350 | X=0497.230-0522.280 | Y=0210.990-0220.310 | 1.200
P=0350 | X=0113.330-0366.640 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0350 | X=0113.330-0199.880 | Y=0240.790-0252.030 | >400m đến ≤600m.
P=0350 | X=0113.330-0336.500 | Y=0258.310-0269.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0350 | X=0113.330-0359.240 | Y=0276.070-0287.310 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0350 | X=0113.330-0358.040 | Y=0287.620-0298.860 | thông ra Đường Lý Nhân Tông đoạn từ Quốc lộ 51 đến
P=0350 | X=0113.330-0376.280 | Y=0299.140-0310.380 | Đường Dương Diên Nghệ có hiện trạng là đường nhựa, bê
P=0350 | X=0113.330-0173.490 | Y=0310.660-0321.900 | tông xi măng:
P=0350 | X=0096.050-0107.170 | Y=0318.540-0327.860 | 28
P=0350 | X=0405.500-0430.550 | Y=0318.540-0327.860 | 1.300
P=0350 | X=0456.170-0472.810 | Y=0318.540-0327.860 | 910
P=0350 | X=0505.390-0522.030 | Y=0318.540-0327.860 | 780
P=0350 | X=0113.330-0354.440 | Y=0327.940-0339.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0350 | X=0113.330-0147.090 | Y=0341.340-0350.660 | >600m.
P=0350 | X=0113.330-0339.620 | Y=0356.980-0368.220 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0350 | X=0219.430-0301.160 | Y=0374.760-0386.000 | Ranh giới phường
P=0350 | X=0306.120-0384.900 | Y=0380.520-0391.760 | Đường Hàm Nghi
P=0350 | X=0096.050-0161.890 | Y=0382.400-0391.720 | 29 Quốc lộ 51
P=0350 | X=0399.980-0430.550 | Y=0382.400-0391.720 | 11.000
P=0350 | X=0448.010-0473.060 | Y=0382.400-0391.720 | 7.700
P=0350 | X=0497.230-0522.280 | Y=0382.400-0391.720 | 6.600
P=0350 | X=0219.430-0270.180 | Y=0386.280-0397.520 | Phước Tân
P=0350 | X=0113.330-0378.460 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0350 | X=0113.330-0386.590 | Y=0415.560-0426.800 | đoạn từ Ranh giới phường Phước Tân đến Đường Hàm Nghi
P=0350 | X=0113.330-0320.180 | Y=0427.080-0438.320 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0350 | X=0096.050-0107.170 | Y=0440.720-0450.040 | 30
P=0350 | X=0405.500-0430.550 | Y=0440.720-0450.040 | 6.100
P=0350 | X=0448.010-0473.060 | Y=0440.720-0450.040 | 4.300
P=0350 | X=0497.230-0522.280 | Y=0440.720-0450.040 | 3.700
P=0350 | X=0113.330-0336.240 | Y=0444.600-0455.840 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0350 | X=0113.330-0354.440 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0350 | X=0113.330-0146.850 | Y=0473.660-0484.900 | ≤400m.
P=0350 | X=0113.330-0378.460 | Y=0491.420-0502.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0350 | X=0113.330-0386.590 | Y=0502.940-0514.180 | đoạn từ Ranh giới phường Phước Tân đến Đường Hàm Nghi
P=0350 | X=0113.330-0320.180 | Y=0514.220-0525.460 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0350 | X=0096.050-0336.500 | Y=0531.740-0546.090 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0350 | X=0405.500-0430.550 | Y=0536.770-0546.090 | 4.400
P=0350 | X=0448.010-0473.060 | Y=0536.770-0546.090 | 3.100
P=0350 | X=0497.230-0522.280 | Y=0536.770-0546.090 | 2.600
P=0350 | X=0113.330-0366.640 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0350 | X=0113.330-0199.880 | Y=0560.810-0572.050 | >400m đến ≤600m.
P=0350 | X=0113.330-0336.500 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0350 | X=0113.330-0378.460 | Y=0596.090-0607.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0350 | X=0113.330-0386.590 | Y=0607.610-0618.850 | đoạn từ Ranh giới phường Phước Tân đến Đường Hàm Nghi
P=0350 | X=0113.330-0320.180 | Y=0619.150-0630.390 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0350 | X=0096.050-0107.170 | Y=0632.790-0642.110 | 32
P=0350 | X=0405.500-0430.550 | Y=0632.790-0642.110 | 2.800
P=0350 | X=0448.010-0473.060 | Y=0632.790-0642.110 | 2.000
P=0350 | X=0497.230-0522.280 | Y=0632.790-0642.110 | 1.700
P=0350 | X=0113.330-0354.440 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0350 | X=0113.330-0147.090 | Y=0650.070-0659.390 | >600m.
P=0350 | X=0113.330-0336.970 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0350 | X=0113.330-0359.240 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0350 | X=0096.050-0376.280 | Y=0694.750-0705.990 | 33 thông ra Quốc lộ 51 đoạn từ Ranh giới phường Phước Tân
P=0350 | X=0405.500-0430.550 | Y=0696.630-0705.950 | 5.500
P=0350 | X=0448.010-0473.060 | Y=0696.630-0705.950 | 3.900
P=0350 | X=0497.230-0522.280 | Y=0696.630-0705.950 | 3.300
P=0350 | X=0113.330-0380.840 | Y=0706.290-0717.530 | đến Đường Hàm Nghi có hiện trạng là đường nhựa, bê tông
P=0351 | X=0113.330-0151.160 | Y=0072.500-0083.740 | xi măng:
P=0351 | X=0113.330-0336.240 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0351 | X=0113.330-0354.440 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0351 | X=0113.330-0146.850 | Y=0119.090-0130.330 | ≤400m.
P=0351 | X=0113.330-0359.240 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0351 | X=0113.330-0376.280 | Y=0148.370-0159.610 | thông ra Quốc lộ 51 đoạn từ Ranh giới phường Phước Tân
P=0351 | X=0113.330-0380.840 | Y=0159.650-0170.890 | đến Đường Hàm Nghi có hiện trạng là đường nhựa, bê tông
P=0351 | X=0113.330-0151.160 | Y=0171.170-0182.410 | xi măng:
P=0351 | X=0096.050-0336.500 | Y=0187.930-0199.930 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0351 | X=0405.500-0430.550 | Y=0187.930-0197.250 | 4.000
P=0351 | X=0448.010-0473.060 | Y=0187.930-0197.250 | 2.800
P=0351 | X=0497.230-0522.280 | Y=0187.930-0197.250 | 2.400
P=0351 | X=0113.330-0366.640 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0351 | X=0113.330-0199.880 | Y=0217.750-0228.990 | >400m đến ≤600m.
P=0351 | X=0113.330-0336.500 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0351 | X=0113.330-0359.240 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0351 | X=0113.330-0376.280 | Y=0264.550-0275.790 | thông ra Quốc lộ 51 đoạn từ Ranh giới phường Phước Tân
P=0351 | X=0113.330-0380.870 | Y=0276.070-0287.310 | đến Đường Hàm Nghi có hiện trạng là đường nhựa, bê tông
P=0351 | X=0113.330-0151.160 | Y=0287.620-0298.860 | xi măng:
P=0351 | X=0096.050-0107.170 | Y=0295.500-0304.820 | 35
P=0351 | X=0405.500-0430.550 | Y=0295.500-0304.820 | 2.500
P=0351 | X=0448.010-0473.060 | Y=0295.500-0304.820 | 1.800
P=0351 | X=0497.230-0522.280 | Y=0295.500-0304.820 | 1.500
P=0351 | X=0113.330-0354.440 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0351 | X=0113.330-0147.090 | Y=0318.540-0327.860 | >600m.
P=0351 | X=0113.330-0339.620 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0351 | X=0306.120-0375.690 | Y=0353.580-0362.900 | Giáp Trung tâm
P=0351 | X=0306.120-0374.130 | Y=0365.100-0374.420 | huấn luyện chó
P=0351 | X=0219.430-0298.240 | Y=0369.000-0380.240 | Đường Hàm Nghi
P=0351 | X=0096.050-0161.890 | Y=0370.880-0380.200 | 36 Quốc lộ 51
P=0351 | X=0399.980-0430.550 | Y=0370.880-0380.200 | 14.600
P=0351 | X=0442.490-0473.060 | Y=0370.880-0380.200 | 10.200
P=0351 | X=0497.230-0522.280 | Y=0370.880-0380.200 | 8.800
P=0351 | X=0306.120-0377.000 | Y=0376.640-0385.960 | nghiệp vụ Quân
P=0351 | X=0306.120-0340.040 | Y=0388.160-0397.480 | Khuyển
P=0351 | X=0113.330-0378.460 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0351 | X=0113.330-0372.950 | Y=0415.560-0426.800 | đoạn từ Đường Hàm Nghi đến Giáp Trung tâm huấn luyện
P=0351 | X=0113.330-0386.380 | Y=0427.080-0438.320 | chó nghiệp vụ Quân Khuyển có hiện trạng là đường nhựa, bê
P=0351 | X=0113.330-0173.490 | Y=0438.600-0449.840 | tông xi măng:
P=0351 | X=0096.050-0107.170 | Y=0446.480-0455.800 | 37
P=0351 | X=0405.500-0430.550 | Y=0446.480-0455.800 | 6.100
P=0351 | X=0448.010-0473.060 | Y=0446.480-0455.800 | 4.300
P=0351 | X=0497.230-0522.280 | Y=0446.480-0455.800 | 3.700
P=0351 | X=0113.330-0336.240 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0351 | X=0113.330-0354.440 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0351 | X=0113.330-0146.850 | Y=0485.180-0496.420 | ≤400m.
P=0351 | X=0113.330-0378.460 | Y=0502.940-0514.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0351 | X=0113.330-0372.950 | Y=0514.220-0525.460 | đoạn từ Đường Hàm Nghi đến Giáp Trung tâm huấn luyện
P=0351 | X=0113.330-0386.380 | Y=0525.740-0536.980 | chó nghiệp vụ Quân Khuyển có hiện trạng là đường nhựa, bê
P=0351 | X=0113.330-0173.490 | Y=0537.290-0548.530 | tông xi măng:
P=0351 | X=0096.050-0336.510 | Y=0554.050-0566.050 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0351 | X=0405.500-0430.550 | Y=0554.050-0563.370 | 4.400
P=0351 | X=0448.010-0473.060 | Y=0554.050-0563.370 | 3.100
P=0351 | X=0497.230-0522.280 | Y=0554.050-0563.370 | 2.600
P=0351 | X=0113.330-0366.640 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0351 | X=0113.330-0199.880 | Y=0583.850-0595.090 | >400m đến ≤600m.
P=0351 | X=0113.330-0336.500 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0351 | X=0113.330-0378.460 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0351 | X=0113.330-0372.950 | Y=0630.670-0641.910 | đoạn từ Đường Hàm Nghi đến Giáp Trung tâm huấn luyện
P=0351 | X=0113.330-0386.380 | Y=0642.190-0653.430 | chó nghiệp vụ Quân Khuyển có hiện trạng là đường nhựa, bê
P=0351 | X=0113.330-0173.490 | Y=0653.710-0664.950 | tông xi măng:
P=0351 | X=0096.050-0107.170 | Y=0661.590-0670.910 | 39
P=0351 | X=0405.500-0430.550 | Y=0661.590-0670.910 | 2.800
P=0351 | X=0448.010-0473.060 | Y=0661.590-0670.910 | 2.000
P=0351 | X=0497.230-0522.280 | Y=0661.590-0670.910 | 1.700
P=0351 | X=0113.330-0354.440 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0351 | X=0113.330-0147.090 | Y=0684.390-0693.710 | >600m.
P=0351 | X=0113.330-0336.970 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0352 | X=0113.330-0359.240 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0352 | X=0113.330-0363.550 | Y=0090.020-0101.260 | thông ra Quốc lộ 51 đoạn từ Đường Hàm Nghi đến Giáp
P=0352 | X=0113.330-0374.860 | Y=0103.420-0112.740 | Trung tâm huấn luyện chó nghiệp vụ Quân Khuyển có hiện
P=0352 | X=0113.330-0285.110 | Y=0113.060-0124.300 | trạng là đường nhựa, bê tông xi măng:
P=0352 | X=0096.050-0107.170 | Y=0120.970-0130.290 | 40
P=0352 | X=0405.500-0430.550 | Y=0120.970-0130.290 | 5.500
P=0352 | X=0448.010-0473.060 | Y=0120.970-0130.290 | 3.900
P=0352 | X=0497.230-0522.280 | Y=0120.970-0130.290 | 3.300
P=0352 | X=0113.330-0336.240 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0352 | X=0113.330-0354.440 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0352 | X=0113.330-0146.850 | Y=0159.410-0170.650 | ≤400m.
P=0352 | X=0113.330-0359.240 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0352 | X=0113.330-0363.550 | Y=0188.690-0199.930 | thông ra Quốc lộ 51 đoạn từ Đường Hàm Nghi đến Giáp
P=0352 | X=0113.330-0374.860 | Y=0202.110-0211.430 | Trung tâm huấn luyện chó nghiệp vụ Quân Khuyển có hiện
P=0352 | X=0113.330-0285.110 | Y=0211.750-0222.990 | trạng là đường nhựa, bê tông xi măng:
P=0352 | X=0096.050-0336.510 | Y=0228.510-0240.510 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0352 | X=0405.500-0430.550 | Y=0228.510-0237.830 | 4.000
P=0352 | X=0448.010-0473.060 | Y=0228.510-0237.830 | 2.800
P=0352 | X=0497.230-0522.280 | Y=0228.510-0237.830 | 2.400
P=0352 | X=0113.330-0366.640 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0352 | X=0113.330-0199.880 | Y=0258.310-0269.550 | >400m đến ≤600m.
P=0352 | X=0113.330-0336.500 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0352 | X=0113.330-0359.240 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0352 | X=0113.330-0363.550 | Y=0305.140-0316.380 | thông ra Quốc lộ 51 đoạn từ Đường Hàm Nghi đến Giáp
P=0352 | X=0113.330-0374.860 | Y=0318.540-0327.860 | Trung tâm huấn luyện chó nghiệp vụ Quân Khuyển có hiện
P=0352 | X=0113.330-0285.110 | Y=0327.940-0339.180 | trạng là đường nhựa, bê tông xi măng:
P=0352 | X=0096.050-0107.170 | Y=0335.820-0345.140 | 42
P=0352 | X=0405.500-0430.550 | Y=0335.820-0345.140 | 2.500
P=0352 | X=0448.010-0473.060 | Y=0335.820-0345.140 | 1.800
P=0352 | X=0497.230-0522.280 | Y=0335.820-0345.140 | 1.500
P=0352 | X=0113.330-0354.440 | Y=0345.460-0356.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0352 | X=0113.330-0147.090 | Y=0358.860-0368.180 | >600m.
P=0352 | X=0113.330-0339.620 | Y=0374.520-0385.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0352 | X=0219.430-0289.000 | Y=0394.160-0403.480 | Giáp Trung tâm
P=0352 | X=0306.120-0349.400 | Y=0394.160-0403.480 | Ranh giới
P=0352 | X=0306.120-0364.430 | Y=0403.800-0415.040 | phường Tam
P=0352 | X=0219.430-0287.470 | Y=0405.680-0415.000 | huấn luyện chó
P=0352 | X=0096.050-0161.890 | Y=0411.440-0420.760 | 43 Quốc lộ 51
P=0352 | X=0399.980-0430.550 | Y=0411.440-0420.760 | 11.000
P=0352 | X=0448.010-0473.060 | Y=0411.440-0420.760 | 7.700
P=0352 | X=0497.230-0522.280 | Y=0411.440-0420.760 | 6.600
P=0352 | X=0306.120-0378.670 | Y=0415.320-0426.560 | Phước và xã An
P=0352 | X=0219.430-0290.340 | Y=0417.200-0426.520 | nghiệp vụ Quân
P=0352 | X=0306.120-0336.840 | Y=0426.840-0438.080 | Phước
P=0352 | X=0219.430-0253.380 | Y=0428.720-0438.040 | Khuyển
P=0352 | X=0113.330-0378.460 | Y=0444.600-0455.840 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0352 | X=0113.330-0364.040 | Y=0456.140-0467.380 | đoạn từ Giáp Trung tâm huấn luyện chó nghiệp vụ Quân
P=0352 | X=0113.330-0382.220 | Y=0467.660-0478.900 | Khuyển đến Ranh giới phường Tam Phước và xã An Phước
P=0352 | X=0113.330-0320.180 | Y=0479.180-0490.420 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0352 | X=0096.050-0107.170 | Y=0487.060-0496.380 | 44
P=0352 | X=0405.500-0430.550 | Y=0487.060-0496.380 | 4.900
P=0352 | X=0448.010-0473.060 | Y=0487.060-0496.380 | 3.400
P=0352 | X=0497.230-0522.280 | Y=0487.060-0496.380 | 2.900
P=0352 | X=0113.330-0336.240 | Y=0496.460-0507.700 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0352 | X=0113.330-0354.440 | Y=0513.980-0525.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0352 | X=0113.330-0146.850 | Y=0525.500-0536.740 | ≤400m.
P=0352 | X=0113.330-0378.460 | Y=0543.290-0554.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0352 | X=0113.330-0364.040 | Y=0554.810-0566.050 | đoạn từ Giáp Trung tâm huấn luyện chó nghiệp vụ Quân
P=0352 | X=0113.330-0382.220 | Y=0566.330-0577.570 | Khuyển đến Ranh giới phường Tam Phước và xã An Phước
P=0352 | X=0113.330-0320.180 | Y=0577.850-0589.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0352 | X=0096.050-0336.500 | Y=0594.370-0606.610 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0352 | X=0405.500-0430.550 | Y=0594.370-0603.690 | 4.000
P=0352 | X=0448.010-0473.060 | Y=0594.370-0603.690 | 2.800
P=0352 | X=0497.230-0522.280 | Y=0594.370-0603.690 | 2.400
P=0352 | X=0113.330-0366.640 | Y=0612.890-0624.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0352 | X=0113.330-0199.880 | Y=0624.430-0635.670 | >400m đến ≤600m.
P=0352 | X=0113.330-0336.500 | Y=0641.950-0653.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0352 | X=0113.330-0378.460 | Y=0659.710-0670.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51
P=0352 | X=0113.330-0364.040 | Y=0671.230-0682.470 | đoạn từ Giáp Trung tâm huấn luyện chó nghiệp vụ Quân
P=0352 | X=0096.050-0107.170 | Y=0678.630-0687.950 | 46
