TABLE=027 | AREA=Xã Xuân Bắc | SECTION=non-agricultural | SEGMENTS=1
P=1008 | X=0090.020-0210.440 | Y=0473.900-0485.340 | 103 nhựa, bê tông xi măng:
P=1008 | X=0406.940-0423.580 | Y=0476.020-0485.340 | 600
P=1008 | X=0443.450-0460.090 | Y=0476.020-0485.340 | 420
P=1008 | X=0505.390-0522.030 | Y=0476.020-0485.340 | 360
P=1008 | X=0107.330-0338.410 | Y=0491.420-0502.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1008 | X=0107.330-0384.500 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1008 | X=0107.330-0380.840 | Y=0526.460-0537.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1008 | X=0107.330-0381.580 | Y=0538.010-0549.250 | ra Đường ấp 6 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo
P=1008 | X=0107.330-0389.260 | Y=0549.530-0560.770 | Quang đến Giáp ranh phường Bảo Vinh có hiện trạng là đường
P=1008 | X=0107.330-0210.440 | Y=0561.050-0572.290 | nhựa, bê tông xi măng:
P=1008 | X=0090.020-0338.880 | Y=0577.810-0589.810 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1008 | X=0406.940-0423.580 | Y=0577.810-0587.130 | 540
P=1008 | X=0443.450-0460.090 | Y=0577.810-0587.130 | 380
P=1008 | X=0505.390-0522.030 | Y=0577.810-0587.130 | 320
P=1008 | X=0107.330-0360.620 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1008 | X=0107.330-0202.280 | Y=0607.610-0618.850 | >500m đến ≤1.000m.
P=1008 | X=0107.330-0330.500 | Y=0625.150-0636.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1008 | X=0107.330-0380.840 | Y=0642.910-0654.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1008 | X=0107.330-0381.580 | Y=0654.430-0665.670 | ra Đường ấp 6 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo
P=1008 | X=0107.330-0389.260 | Y=0665.950-0677.190 | Quang đến Giáp ranh phường Bảo Vinh có hiện trạng là đường
P=1008 | X=0090.020-0210.440 | Y=0676.470-0688.710 | 105 nhựa, bê tông xi măng:
P=1008 | X=0406.940-0423.580 | Y=0676.470-0685.790 | 410
P=1008 | X=0443.450-0460.090 | Y=0676.470-0685.790 | 290
P=1008 | X=0505.390-0522.030 | Y=0676.470-0685.790 | 250
P=1008 | X=0107.330-0348.420 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1008 | X=0107.330-0149.470 | Y=0708.180-0717.500 | >1.000m.
P=1009 | X=0107.330-0330.970 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1009 | X=0315.000-0359.000 | Y=0098.140-0107.460 | Giáp ranh
P=1009 | X=0235.540-0313.320 | Y=0102.020-0113.260 | Đường Xuân Bắc
P=1009 | X=0090.020-0225.280 | Y=0107.780-0119.020 | 106 Đường ấp 1 đi Bảo Quang
P=1009 | X=0315.000-0371.260 | Y=0107.780-0119.020 | phường Bảo
P=1009 | X=0398.780-0423.830 | Y=0109.660-0118.980 | 1.300
P=1009 | X=0443.450-0460.090 | Y=0109.660-0118.980 | 910
P=1009 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 780
P=1009 | X=0235.540-0292.510 | Y=0115.420-0124.740 | - Bảo Quang
P=1009 | X=0315.000-0335.240 | Y=0121.210-0130.530 | Vinh
P=1009 | X=0107.330-0388.530 | Y=0137.090-0148.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 1 đi
P=1009 | X=0107.330-0378.680 | Y=0148.610-0159.850 | Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp
P=1009 | X=0107.330-0388.040 | Y=0160.130-0171.370 | ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê tông xi
P=1009 | X=0090.020-0135.330 | Y=0171.410-0182.850 | 107 măng:
P=1009 | X=0406.940-0423.580 | Y=0173.530-0182.850 | 670
P=1009 | X=0443.450-0460.090 | Y=0173.530-0182.850 | 470
P=1009 | X=0505.390-0522.030 | Y=0173.530-0182.850 | 400
P=1009 | X=0107.330-0338.420 | Y=0188.930-0200.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1009 | X=0107.330-0384.500 | Y=0206.470-0217.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1009 | X=0107.330-0388.530 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 1 đi
P=1009 | X=0107.330-0378.680 | Y=0235.750-0246.990 | Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp
P=1009 | X=0107.330-0388.070 | Y=0247.270-0258.510 | ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê tông xi
P=1009 | X=0107.330-0135.330 | Y=0258.790-0270.030 | măng:
P=1009 | X=0090.020-0338.880 | Y=0275.310-0287.550 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1009 | X=0406.940-0423.580 | Y=0275.310-0284.630 | 600
P=1009 | X=0443.450-0460.090 | Y=0275.310-0284.630 | 420
P=1009 | X=0505.390-0522.030 | Y=0275.310-0284.630 | 360
P=1009 | X=0107.330-0360.620 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1009 | X=0107.330-0202.280 | Y=0305.380-0316.620 | >500m đến ≤1.000m.
P=1009 | X=0107.330-0330.500 | Y=0322.900-0334.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1009 | X=0107.330-0388.540 | Y=0340.660-0351.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 1 đi
P=1009 | X=0107.330-0378.680 | Y=0351.940-0363.180 | Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp
P=1009 | X=0107.330-0388.040 | Y=0363.460-0374.700 | ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê tông xi
P=1009 | X=0107.330-0135.330 | Y=0375.000-0386.240 | măng:
P=1009 | X=0090.020-0106.660 | Y=0382.880-0392.200 | 109
P=1009 | X=0406.940-0423.580 | Y=0382.880-0392.200 | 450
P=1009 | X=0443.450-0460.090 | Y=0382.880-0392.200 | 320
P=1009 | X=0505.390-0522.030 | Y=0382.880-0392.200 | 270
P=1009 | X=0107.330-0348.420 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1009 | X=0107.330-0149.470 | Y=0405.920-0415.240 | >1.000m.
P=1009 | X=0107.330-0330.970 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1009 | X=0107.330-0380.840 | Y=0439.320-0450.560 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1009 | X=0107.330-0381.580 | Y=0450.860-0462.100 | ra Đường ấp 1 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo
P=1009 | X=0107.330-0389.260 | Y=0462.380-0473.620 | Quang đến Giáp ranh phường Bảo Vinh có hiện trạng là đường
P=1009 | X=0090.020-0210.440 | Y=0473.900-0485.340 | 110 nhựa, bê tông xi măng:
P=1009 | X=0406.940-0423.580 | Y=0476.020-0485.340 | 600
P=1009 | X=0443.450-0460.090 | Y=0476.020-0485.340 | 420
P=1009 | X=0505.390-0522.030 | Y=0476.020-0485.340 | 360
P=1009 | X=0107.330-0338.410 | Y=0491.420-0502.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1009 | X=0107.330-0384.500 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1009 | X=0107.330-0380.840 | Y=0526.460-0537.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1009 | X=0107.330-0381.580 | Y=0538.010-0549.250 | ra Đường ấp 1 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo
P=1009 | X=0107.330-0389.260 | Y=0549.530-0560.770 | Quang đến Giáp ranh phường Bảo Vinh có hiện trạng là đường
P=1009 | X=0107.330-0210.480 | Y=0561.050-0572.290 | nhựa, bê tông xi măng:
P=1009 | X=0090.020-0338.880 | Y=0577.810-0589.810 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1009 | X=0406.940-0423.580 | Y=0577.810-0587.130 | 540
P=1009 | X=0443.450-0460.090 | Y=0577.810-0587.130 | 380
P=1009 | X=0505.390-0522.030 | Y=0577.810-0587.130 | 320
P=1009 | X=0107.330-0360.620 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1009 | X=0107.330-0202.280 | Y=0607.610-0618.850 | >500m đến ≤1.000m.
P=1009 | X=0107.330-0330.500 | Y=0625.150-0636.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1009 | X=0107.330-0380.840 | Y=0642.910-0654.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1009 | X=0107.330-0381.580 | Y=0654.430-0665.670 | ra Đường ấp 1 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo
P=1009 | X=0107.330-0389.260 | Y=0665.950-0677.190 | Quang đến Giáp ranh phường Bảo Vinh có hiện trạng là đường
P=1009 | X=0090.020-0210.440 | Y=0676.470-0688.710 | 112 nhựa, bê tông xi măng:
P=1009 | X=0406.940-0423.580 | Y=0676.470-0685.790 | 410
P=1009 | X=0443.450-0460.090 | Y=0676.470-0685.790 | 290
P=1009 | X=0505.390-0522.030 | Y=0676.470-0685.790 | 250
P=1009 | X=0107.330-0348.420 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1009 | X=0107.330-0149.470 | Y=0708.180-0717.500 | >1.000m.
P=1010 | X=0107.330-0330.970 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1010 | X=0090.020-0206.550 | Y=0096.260-0107.500 | 113 Đường cầu Đội 1 ấp 8
P=1010 | X=0235.540-0374.010 | Y=0096.260-0107.500 | Đường tỉnh 763 Suối Gia Ray
P=1010 | X=0398.780-0423.830 | Y=0098.140-0107.460 | 1.300
P=1010 | X=0443.450-0460.090 | Y=0098.140-0107.460 | 910
P=1010 | X=0505.390-0522.030 | Y=0098.140-0107.460 | 780
P=1010 | X=0107.330-0374.630 | Y=0114.050-0125.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu
P=1010 | X=0107.330-0379.420 | Y=0125.570-0136.810 | Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện
P=1010 | X=0107.330-0279.110 | Y=0137.090-0148.330 | trạng là đường nhựa, bê tông xi măng:
P=1010 | X=0090.020-0106.660 | Y=0144.970-0154.290 | 114
P=1010 | X=0406.940-0423.580 | Y=0144.970-0154.290 | 670
P=1010 | X=0443.450-0460.090 | Y=0144.970-0154.290 | 470
P=1010 | X=0505.390-0522.030 | Y=0144.970-0154.290 | 400
P=1010 | X=0107.330-0338.430 | Y=0154.610-0165.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1010 | X=0107.330-0384.500 | Y=0172.130-0183.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1010 | X=0107.330-0374.630 | Y=0189.650-0200.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu
P=1010 | X=0107.330-0379.420 | Y=0201.190-0212.430 | Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện
P=1010 | X=0107.330-0279.110 | Y=0212.710-0223.950 | trạng là đường nhựa, bê tông xi măng:
P=1010 | X=0090.020-0338.880 | Y=0230.230-0244.550 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1010 | X=0406.940-0423.580 | Y=0235.230-0244.550 | 600
P=1010 | X=0443.450-0460.090 | Y=0235.230-0244.550 | 420
P=1010 | X=0505.390-0522.030 | Y=0235.230-0244.550 | 360
P=1010 | X=0107.330-0360.620 | Y=0247.750-0258.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1010 | X=0107.330-0202.280 | Y=0259.270-0270.510 | >500m đến ≤1.000m.
P=1010 | X=0107.330-0330.500 | Y=0276.790-0288.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1010 | X=0107.330-0374.630 | Y=0294.580-0305.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu
P=1010 | X=0107.330-0379.420 | Y=0306.100-0317.340 | Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện
P=1010 | X=0107.330-0279.110 | Y=0317.620-0328.860 | trạng là đường nhựa, bê tông xi măng:
P=1010 | X=0090.020-0106.660 | Y=0331.260-0340.580 | 116
P=1010 | X=0406.940-0423.580 | Y=0331.260-0340.580 | 450
P=1010 | X=0443.450-0460.090 | Y=0331.260-0340.580 | 320
P=1010 | X=0505.390-0522.030 | Y=0331.260-0340.580 | 270
P=1010 | X=0107.330-0348.420 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1010 | X=0107.330-0149.470 | Y=0348.540-0357.860 | >1.000m.
P=1010 | X=0107.330-0330.970 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1010 | X=0107.330-0380.840 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1010 | X=0107.330-0388.760 | Y=0393.240-0404.480 | ra Đường cầu Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia
P=1010 | X=0107.330-0334.810 | Y=0404.760-0416.000 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1010 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 117
P=1010 | X=0406.940-0423.580 | Y=0412.640-0421.960 | 600
P=1010 | X=0443.450-0460.090 | Y=0412.640-0421.960 | 420
P=1010 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 360
P=1010 | X=0107.330-0338.410 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1010 | X=0107.330-0384.500 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1010 | X=0107.330-0380.840 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1010 | X=0107.330-0388.760 | Y=0469.100-0480.340 | ra Đường cầu Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia
P=1010 | X=0107.330-0334.810 | Y=0480.620-0491.860 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1010 | X=0090.020-0338.880 | Y=0498.140-0512.220 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1010 | X=0406.940-0423.580 | Y=0502.900-0512.220 | 540
P=1010 | X=0443.450-0460.090 | Y=0502.900-0512.220 | 380
P=1010 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 320
P=1010 | X=0107.330-0360.620 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1010 | X=0107.330-0202.280 | Y=0527.180-0538.420 | >500m đến ≤1.000m.
P=1010 | X=0107.330-0330.500 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1010 | X=0107.330-0380.840 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1010 | X=0107.330-0388.760 | Y=0573.770-0585.010 | ra Đường cầu Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia
P=1010 | X=0107.330-0334.810 | Y=0585.290-0596.530 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1010 | X=0090.020-0106.660 | Y=0598.930-0608.250 | 119
P=1010 | X=0406.940-0423.580 | Y=0598.930-0608.250 | 410
P=1010 | X=0443.450-0460.090 | Y=0598.930-0608.250 | 290
P=1010 | X=0505.390-0522.030 | Y=0598.930-0608.250 | 250
P=1010 | X=0107.330-0348.420 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1010 | X=0107.330-0149.470 | Y=0616.210-0625.530 | >1.000m.
P=1010 | X=0107.330-0330.970 | Y=0631.870-0643.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1010 | X=0090.020-0204.870 | Y=0649.630-0660.870 | 120 Đường vào đồi đất đỏ
P=1010 | X=0235.540-0374.010 | Y=0649.630-0660.870 | Đường tỉnh 763 Suối Gia Ray
P=1010 | X=0398.780-0423.830 | Y=0651.510-0660.830 | 1.300
P=1010 | X=0443.450-0460.090 | Y=0651.510-0660.830 | 910
P=1010 | X=0505.390-0522.030 | Y=0651.510-0660.830 | 780
P=1010 | X=0107.330-0374.850 | Y=0667.390-0678.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1010 | X=0107.330-0377.740 | Y=0678.910-0690.150 | đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện
P=1010 | X=0090.020-0279.110 | Y=0689.430-0701.670 | 121 trạng là đường nhựa, bê tông xi măng:
P=1010 | X=0406.940-0423.580 | Y=0689.430-0698.750 | 670
P=1010 | X=0443.450-0460.090 | Y=0689.430-0698.750 | 470
P=1010 | X=0505.390-0522.030 | Y=0689.430-0698.750 | 400
P=1010 | X=0107.330-0338.410 | Y=0707.970-0719.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1011 | X=0107.330-0384.500 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1011 | X=0107.330-0374.850 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1011 | X=0107.330-0377.740 | Y=0107.780-0119.020 | đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện
P=1011 | X=0107.330-0279.110 | Y=0119.330-0130.570 | trạng là đường nhựa, bê tông xi măng:
P=1011 | X=0090.020-0338.880 | Y=0136.850-0150.930 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1011 | X=0406.940-0423.580 | Y=0141.610-0150.930 | 600
P=1011 | X=0443.450-0460.090 | Y=0141.610-0150.930 | 420
P=1011 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 360
P=1011 | X=0107.330-0360.620 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1011 | X=0107.330-0202.280 | Y=0165.650-0176.890 | >500m đến ≤1.000m.
P=1011 | X=0107.330-0330.500 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1011 | X=0107.330-0374.850 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=1011 | X=0107.330-0377.740 | Y=0212.470-0223.710 | đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện
P=1011 | X=0107.330-0279.110 | Y=0223.990-0235.230 | trạng là đường nhựa, bê tông xi măng:
P=1011 | X=0090.020-0106.660 | Y=0237.630-0246.950 | 123
P=1011 | X=0406.940-0423.580 | Y=0237.630-0246.950 | 450
P=1011 | X=0443.450-0460.090 | Y=0237.630-0246.950 | 320
P=1011 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 270
P=1011 | X=0107.330-0348.420 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1011 | X=0107.330-0149.470 | Y=0254.910-0264.230 | >1.000m.
P=1011 | X=0107.330-0330.970 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1011 | X=0107.330-0380.840 | Y=0288.340-0299.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1011 | X=0107.330-0387.320 | Y=0299.860-0311.100 | ra Đường vào đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia
P=1011 | X=0107.330-0334.810 | Y=0311.380-0322.620 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1011 | X=0090.020-0106.660 | Y=0319.260-0328.580 | 124
P=1011 | X=0406.940-0423.580 | Y=0319.260-0328.580 | 600
P=1011 | X=0443.450-0460.090 | Y=0319.260-0328.580 | 420
P=1011 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 360
P=1011 | X=0107.330-0338.410 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1011 | X=0107.330-0384.500 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1011 | X=0107.330-0380.840 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1011 | X=0107.330-0387.320 | Y=0375.480-0386.720 | ra Đường vào đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia
P=1011 | X=0107.330-0334.820 | Y=0387.000-0398.240 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1011 | X=0090.020-0338.880 | Y=0404.520-0418.840 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1011 | X=0406.940-0423.580 | Y=0409.520-0418.840 | 540
P=1011 | X=0443.450-0460.090 | Y=0409.520-0418.840 | 380
P=1011 | X=0505.390-0522.030 | Y=0409.520-0418.840 | 320
P=1011 | X=0107.330-0360.620 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1011 | X=0107.330-0202.280 | Y=0433.560-0444.800 | >500m đến ≤1.000m.
P=1011 | X=0107.330-0330.500 | Y=0451.100-0462.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1011 | X=0107.330-0380.870 | Y=0468.860-0480.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1011 | X=0107.330-0387.320 | Y=0480.380-0491.620 | ra Đường vào đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia
P=1011 | X=0107.330-0334.810 | Y=0491.900-0503.140 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1011 | X=0090.020-0106.660 | Y=0505.540-0514.860 | 126
P=1011 | X=0406.940-0423.580 | Y=0505.540-0514.860 | 410
P=1011 | X=0443.450-0460.090 | Y=0505.540-0514.860 | 290
P=1011 | X=0505.390-0522.030 | Y=0505.540-0514.860 | 250
P=1011 | X=0107.330-0348.420 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1011 | X=0107.330-0149.470 | Y=0522.820-0532.140 | >1.000m.
P=1011 | X=0107.330-0330.970 | Y=0538.250-0549.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1011 | X=0107.330-0225.270 | Y=0556.010-0567.250 | Đường Xuân Thành - Suối
P=1011 | X=0235.540-0374.100 | Y=0561.770-0573.010 | Đường tỉnh 763 Cầu Suối Tre
P=1011 | X=0090.020-0106.660 | Y=0563.650-0572.970 | 127
P=1011 | X=0398.780-0423.830 | Y=0563.650-0572.970 | 1.600
P=1011 | X=0435.290-0460.340 | Y=0563.650-0572.970 | 1.100
P=1011 | X=0505.390-0522.030 | Y=0563.650-0572.970 | 960
P=1011 | X=0107.330-0177.910 | Y=0569.410-0578.730 | Cao - Xuân Bắc
P=1011 | X=0107.330-0381.570 | Y=0585.290-0596.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1011 | X=0107.330-0388.550 | Y=0596.810-0608.050 | Thành - Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763 đến Cầu
P=1011 | X=0107.330-0354.740 | Y=0608.330-0619.570 | Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=1011 | X=0090.020-0106.660 | Y=0616.210-0625.530 | 128
P=1011 | X=0406.940-0423.580 | Y=0616.210-0625.530 | 790
P=1011 | X=0443.450-0460.090 | Y=0616.210-0625.530 | 550
P=1011 | X=0505.390-0522.030 | Y=0616.210-0625.530 | 470
P=1011 | X=0107.330-0338.410 | Y=0625.870-0637.110 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1011 | X=0107.330-0384.500 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1011 | X=0107.330-0381.570 | Y=0661.150-0672.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1011 | X=0107.330-0388.550 | Y=0672.670-0683.910 | Thành - Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763 đến Cầu
P=1011 | X=0090.020-0354.740 | Y=0683.190-0695.430 | 129 Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=1011 | X=0406.940-0423.580 | Y=0683.190-0692.510 | 660
P=1011 | X=0443.450-0460.090 | Y=0683.190-0692.510 | 460
P=1011 | X=0505.390-0522.030 | Y=0683.190-0692.510 | 400
P=1011 | X=0107.330-0338.880 | Y=0701.730-0712.970 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1012 | X=0107.330-0360.620 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1012 | X=0107.330-0202.280 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1012 | X=0107.330-0330.500 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1012 | X=0107.330-0381.570 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1012 | X=0107.330-0388.550 | Y=0136.850-0148.090 | Thành - Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763 đến Cầu
P=1012 | X=0107.330-0354.740 | Y=0148.370-0159.610 | Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=1012 | X=0090.020-0106.660 | Y=0162.010-0171.330 | 130
P=1012 | X=0406.940-0423.580 | Y=0162.010-0171.330 | 530
P=1012 | X=0443.450-0460.090 | Y=0162.010-0171.330 | 370
P=1012 | X=0505.390-0522.030 | Y=0162.010-0171.330 | 320
P=1012 | X=0107.330-0348.420 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1012 | X=0107.330-0149.470 | Y=0179.050-0188.370 | >1.000m.
P=1012 | X=0107.330-0330.970 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1012 | X=0107.330-0380.840 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1012 | X=0107.330-0382.060 | Y=0223.990-0235.230 | ra Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Đường
P=1012 | X=0107.330-0371.000 | Y=0235.510-0246.750 | tỉnh 763 đến Cầu Suối Tre có hiện trạng là đường nhựa, bê
P=1012 | X=0090.020-0167.490 | Y=0247.030-0258.470 | 131 tông xi măng:
P=1012 | X=0406.940-0423.580 | Y=0249.150-0258.470 | 710
P=1012 | X=0443.450-0460.090 | Y=0249.150-0258.470 | 500
P=1012 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 430
P=1012 | X=0107.330-0338.410 | Y=0264.550-0275.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1012 | X=0107.330-0384.500 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1012 | X=0107.330-0380.840 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
