TABLE=012 | AREA=Xã Bình An | SECTION=non-agricultural | SEGMENTS=1
P=0436 | X=0399.500-0424.550 | Y=0150.730-0160.050 | 1.300
P=0436 | X=0456.890-0473.530 | Y=0150.730-0160.050 | 910
P=0436 | X=0505.390-0522.030 | Y=0150.730-0160.050 | 780
P=0436 | X=0113.090-0354.200 | Y=0160.370-0171.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0436 | X=0113.090-0155.230 | Y=0173.530-0182.850 | >1.000m.
P=0436 | X=0113.090-0336.730 | Y=0189.170-0200.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0436 | X=0113.090-0203.670 | Y=0207.190-0218.430 | Đường Hương lộ 10
P=0436 | X=0113.090-0200.540 | Y=0220.590-0229.910 | xây dựng mới tránh
P=0436 | X=0293.160-0373.870 | Y=0226.350-0235.670 | Giáp ranh xã Bình
P=0436 | X=0092.900-0276.880 | Y=0232.110-0241.430 | 106 sân bay Long Thành, Cầu Suối Sâu
P=0436 | X=0399.500-0424.550 | Y=0232.110-0241.430 | 6.000
P=0436 | X=0448.730-0473.780 | Y=0232.110-0241.430 | 4.200
P=0436 | X=0497.230-0522.280 | Y=0232.110-0241.430 | 3.600
P=0436 | X=0293.160-0359.490 | Y=0237.870-0247.190 | An - Xuân Quế
P=0436 | X=0113.090-0199.540 | Y=0241.750-0252.990 | đoạn thuộc xã Bình
P=0436 | X=0113.090-0125.410 | Y=0255.150-0264.470 | An
P=0436 | X=0113.090-0361.410 | Y=0271.270-0282.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0436 | X=0113.090-0355.940 | Y=0282.820-0294.060 | Hương lộ 10 xây dựng mới tránh sân bay Long Thành,
P=0436 | X=0113.090-0359.480 | Y=0294.340-0305.580 | đoạn thuộc xã Bình An đoạn từ Cầu Suối Sâu đến Giáp
P=0436 | X=0113.090-0371.590 | Y=0305.860-0317.100 | ranh xã Bình An - Xuân Quế có hiện trạng là đường nhựa,
P=0436 | X=0092.900-0187.170 | Y=0317.380-0328.820 | 107 bê tông xi măng:
P=0436 | X=0399.500-0424.550 | Y=0319.500-0328.820 | 2.900
P=0436 | X=0448.730-0473.780 | Y=0319.500-0328.820 | 2.000
P=0436 | X=0497.230-0522.280 | Y=0319.500-0328.820 | 1.700
P=0436 | X=0113.090-0344.170 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0436 | X=0113.090-0354.200 | Y=0352.180-0363.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0436 | X=0113.090-0146.610 | Y=0363.700-0374.940 | ≤500m.
P=0436 | X=0113.090-0361.410 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0436 | X=0113.090-0355.940 | Y=0393.240-0404.480 | Hương lộ 10 xây dựng mới tránh sân bay Long Thành,
P=0436 | X=0113.090-0359.480 | Y=0404.760-0416.000 | đoạn thuộc xã Bình An đoạn từ Cầu Suối Sâu đến Giáp
P=0436 | X=0113.090-0371.590 | Y=0416.280-0427.520 | ranh xã Bình An - Xuân Quế có hiện trạng là đường nhựa,
P=0436 | X=0113.090-0187.170 | Y=0427.800-0439.040 | bê tông xi măng:
P=0436 | X=0092.900-0109.540 | Y=0438.800-0448.120 | 108
P=0436 | X=0399.500-0424.550 | Y=0438.800-0448.120 | 2.100
P=0436 | X=0448.730-0473.780 | Y=0438.800-0448.120 | 1.500
P=0436 | X=0497.230-0522.280 | Y=0438.800-0448.120 | 1.300
P=0436 | X=0113.090-0344.640 | Y=0445.320-0456.560 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0436 | X=0113.090-0366.400 | Y=0462.860-0474.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0436 | X=0113.090-0208.040 | Y=0474.380-0485.620 | >500m đến ≤1.000m.
P=0436 | X=0113.090-0336.260 | Y=0491.900-0503.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0436 | X=0113.090-0361.410 | Y=0509.900-0521.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0436 | X=0113.090-0355.940 | Y=0521.420-0532.660 | Hương lộ 10 xây dựng mới tránh sân bay Long Thành,
P=0436 | X=0113.090-0359.480 | Y=0532.970-0544.210 | đoạn thuộc xã Bình An đoạn từ Cầu Suối Sâu đến Giáp
P=0436 | X=0113.090-0371.590 | Y=0544.250-0555.490 | ranh xã Bình An - Xuân Quế có hiện trạng là đường nhựa,
P=0436 | X=0092.900-0187.170 | Y=0555.770-0567.210 | 109 bê tông xi măng:
P=0436 | X=0399.500-0424.550 | Y=0557.890-0567.210 | 1.500
P=0436 | X=0448.730-0473.780 | Y=0557.890-0567.210 | 1.100
P=0436 | X=0505.390-0522.030 | Y=0557.890-0567.210 | 900
P=0436 | X=0113.090-0354.200 | Y=0573.290-0584.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0436 | X=0113.090-0155.250 | Y=0586.690-0596.010 | >1.000m.
P=0436 | X=0113.090-0336.730 | Y=0602.330-0613.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0436 | X=0113.090-0359.000 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0436 | X=0113.090-0370.670 | Y=0631.870-0643.110 | thông ra Đường Hương lộ 10 xây dựng mới tránh sân bay
P=0436 | X=0113.090-0354.440 | Y=0643.390-0654.630 | Long Thành, đoạn thuộc xã Bình An đoạn từ Cầu Suối
P=0436 | X=0113.090-0374.110 | Y=0654.910-0666.150 | Sâu đến Giáp ranh xã Bình An - Xuân Quế có hiện trạng là
P=0436 | X=0092.900-0109.540 | Y=0662.790-0672.110 | 110
P=0436 | X=0399.500-0424.550 | Y=0662.790-0672.110 | 2.600
P=0436 | X=0448.730-0473.780 | Y=0662.790-0672.110 | 1.800
P=0436 | X=0497.230-0522.280 | Y=0662.790-0672.110 | 1.600
P=0436 | X=0113.090-0248.860 | Y=0666.430-0677.670 | đường nhựa, bê tông xi măng:
P=0436 | X=0113.090-0344.170 | Y=0683.950-0695.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0436 | X=0113.090-0354.200 | Y=0701.490-0712.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0437 | X=0113.090-0146.610 | Y=0072.740-0083.980 | ≤500m.
P=0437 | X=0113.090-0359.000 | Y=0090.740-0101.980 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0437 | X=0113.090-0370.670 | Y=0102.260-0113.500 | thông ra Đường Hương lộ 10 xây dựng mới tránh sân bay
P=0437 | X=0113.090-0354.440 | Y=0113.780-0125.020 | Long Thành, đoạn thuộc xã Bình An đoạn từ Cầu Suối
P=0437 | X=0113.090-0374.110 | Y=0125.330-0136.570 | Sâu đến Giáp ranh xã Bình An - Xuân Quế có hiện trạng là
P=0437 | X=0113.090-0248.860 | Y=0136.850-0148.090 | đường nhựa, bê tông xi măng:
P=0437 | X=0092.900-0109.540 | Y=0147.610-0156.930 | 111
P=0437 | X=0399.500-0424.550 | Y=0147.610-0156.930 | 1.900
P=0437 | X=0448.730-0473.780 | Y=0147.610-0156.930 | 1.300
P=0437 | X=0497.230-0522.280 | Y=0147.610-0156.930 | 1.100
P=0437 | X=0113.090-0344.640 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0437 | X=0113.090-0366.400 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0437 | X=0113.090-0208.040 | Y=0183.170-0194.410 | >500m đến ≤1.000m.
P=0437 | X=0113.090-0336.260 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0437 | X=0113.090-0359.000 | Y=0218.710-0229.950 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0437 | X=0113.090-0370.670 | Y=0230.230-0241.470 | thông ra Đường Hương lộ 10 xây dựng mới tránh sân bay
P=0437 | X=0113.090-0354.440 | Y=0241.750-0252.990 | Long Thành, đoạn thuộc xã Bình An đoạn từ Cầu Suối
P=0437 | X=0113.090-0374.110 | Y=0253.270-0264.510 | Sâu đến Giáp ranh xã Bình An - Xuân Quế có hiện trạng là
P=0437 | X=0092.900-0248.860 | Y=0264.790-0276.230 | 112 đường nhựa, bê tông xi măng:
P=0437 | X=0399.500-0424.550 | Y=0266.910-0276.230 | 1.400
P=0437 | X=0456.890-0473.530 | Y=0266.910-0276.230 | 980
P=0437 | X=0505.390-0522.030 | Y=0266.910-0276.230 | 840
P=0437 | X=0113.090-0354.200 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0437 | X=0113.090-0155.230 | Y=0295.740-0305.060 | >1.000m.
P=0437 | X=0113.090-0336.730 | Y=0311.380-0322.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0437 | X=0113.090-0211.090 | Y=0329.380-0340.620 | Đường Liên ấp Sa Cá
P=0437 | X=0293.160-0367.810 | Y=0329.380-0340.620 | Hương lộ 10 xây
P=0437 | X=0214.870-0285.070 | Y=0335.140-0346.380 | Đường tỉnh 769
P=0437 | X=0092.900-0109.540 | Y=0337.020-0346.340 | 113
P=0437 | X=0399.500-0424.550 | Y=0337.020-0346.340 | 4.400
P=0437 | X=0448.730-0473.780 | Y=0337.020-0346.340 | 3.100
P=0437 | X=0497.230-0522.280 | Y=0337.020-0346.340 | 2.600
P=0437 | X=0113.090-0154.930 | Y=0342.780-0352.100 | - Bàu Tre
P=0437 | X=0293.160-0336.440 | Y=0342.780-0352.100 | dựng mới
P=0437 | X=0113.090-0361.410 | Y=0358.900-0370.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0437 | X=0113.090-0350.600 | Y=0370.200-0381.440 | Liên ấp Sa Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến
P=0437 | X=0113.090-0366.310 | Y=0381.720-0392.960 | Hương lộ 10 xây dựng mới có hiện trạng là đường nhựa,
P=0437 | X=0113.090-0187.170 | Y=0393.240-0404.480 | bê tông xi măng:
P=0437 | X=0092.900-0109.540 | Y=0401.120-0410.440 | 114
P=0437 | X=0399.500-0424.550 | Y=0401.120-0410.440 | 2.200
P=0437 | X=0448.730-0473.780 | Y=0401.120-0410.440 | 1.500
P=0437 | X=0497.230-0522.280 | Y=0401.120-0410.440 | 1.300
P=0437 | X=0113.090-0344.170 | Y=0410.760-0422.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0437 | X=0113.090-0354.200 | Y=0428.280-0439.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0437 | X=0113.090-0146.610 | Y=0439.800-0451.040 | ≤500m.
P=0437 | X=0113.090-0361.410 | Y=0457.820-0469.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0437 | X=0113.090-0350.600 | Y=0469.340-0480.580 | Liên ấp Sa Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến
P=0437 | X=0113.090-0366.310 | Y=0480.860-0492.100 | Hương lộ 10 xây dựng mới có hiện trạng là đường nhựa,
P=0437 | X=0113.090-0187.170 | Y=0492.380-0503.620 | bê tông xi măng:
P=0437 | X=0092.900-0344.640 | Y=0508.900-0521.140 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0437 | X=0399.500-0424.550 | Y=0508.900-0518.220 | 1.700
P=0437 | X=0448.730-0473.780 | Y=0508.900-0518.220 | 1.200
P=0437 | X=0497.230-0522.280 | Y=0508.900-0518.220 | 1.000
P=0437 | X=0113.090-0366.400 | Y=0527.420-0538.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0437 | X=0113.090-0208.040 | Y=0538.970-0550.210 | >500m đến ≤1.000m.
P=0437 | X=0113.090-0336.260 | Y=0556.250-0567.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0437 | X=0113.090-0361.410 | Y=0574.250-0585.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0437 | X=0113.090-0350.600 | Y=0585.770-0597.010 | Liên ấp Sa Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến
P=0437 | X=0113.090-0366.310 | Y=0597.290-0608.530 | Hương lộ 10 xây dựng mới có hiện trạng là đường nhựa,
P=0437 | X=0113.090-0187.170 | Y=0608.810-0620.050 | bê tông xi măng:
P=0437 | X=0092.900-0109.540 | Y=0616.690-0626.010 | 116
P=0437 | X=0399.500-0424.550 | Y=0616.690-0626.010 | 1.500
P=0437 | X=0448.730-0473.780 | Y=0616.690-0626.010 | 1.100
P=0437 | X=0505.390-0522.030 | Y=0616.690-0626.010 | 900
P=0437 | X=0113.090-0354.200 | Y=0626.350-0637.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0437 | X=0113.090-0155.230 | Y=0639.750-0649.070 | >1.000m.
P=0437 | X=0113.090-0336.760 | Y=0655.390-0666.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0437 | X=0113.090-0359.000 | Y=0673.390-0684.630 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0437 | X=0113.090-0366.460 | Y=0684.910-0696.150 | thông ra Đường Liên ấp Sa Cá - Bàu Tre đoạn từ Đường
P=0437 | X=0092.900-0109.540 | Y=0692.550-0701.870 | 117
P=0437 | X=0399.500-0424.550 | Y=0692.550-0701.870 | 2.000
P=0437 | X=0448.730-0473.780 | Y=0692.550-0701.870 | 1.400
P=0437 | X=0497.230-0522.280 | Y=0692.550-0701.870 | 1.200
P=0437 | X=0113.090-0362.610 | Y=0696.430-0707.670 | tỉnh 769 đến Hương lộ 10 xây dựng mới có hiện trạng là
P=0437 | X=0113.090-0248.860 | Y=0707.970-0719.210 | đường nhựa, bê tông xi măng:
P=0438 | X=0113.090-0344.200 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0438 | X=0113.090-0354.200 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0438 | X=0113.090-0146.610 | Y=0107.780-0119.020 | ≤500m.
P=0438 | X=0113.090-0359.000 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0438 | X=0113.090-0366.460 | Y=0137.330-0148.570 | thông ra Đường Liên ấp Sa Cá - Bàu Tre đoạn từ Đường
P=0438 | X=0113.090-0362.610 | Y=0148.850-0160.090 | tỉnh 769 đến Hương lộ 10 xây dựng mới có hiện trạng là
P=0438 | X=0113.090-0248.860 | Y=0160.370-0171.610 | đường nhựa, bê tông xi măng:
P=0438 | X=0092.900-0344.640 | Y=0176.890-0188.890 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0438 | X=0399.500-0424.550 | Y=0176.890-0186.210 | 1.500
P=0438 | X=0445.850-0473.770 | Y=0176.890-0186.210 | 1.1 00
P=0438 | X=0505.390-0522.030 | Y=0176.890-0186.210 | 900
P=0438 | X=0113.090-0366.400 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0438 | X=0113.090-0208.040 | Y=0206.710-0217.950 | >500m đến ≤1.000m.
P=0438 | X=0113.090-0336.260 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0438 | X=0113.090-0359.000 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0438 | X=0113.090-0366.460 | Y=0253.750-0264.990 | thông ra Đường Liên ấp Sa Cá - Bàu Tre đoạn từ Đường
P=0438 | X=0113.090-0362.610 | Y=0265.270-0276.510 | tỉnh 769 đến Hương lộ 10 xây dựng mới có hiện trạng là
P=0438 | X=0113.090-0248.860 | Y=0276.790-0288.030 | đường nhựa, bê tông xi măng:
P=0438 | X=0092.900-0109.540 | Y=0284.700-0294.020 | 119
P=0438 | X=0399.500-0424.550 | Y=0284.700-0294.020 | 1.400
P=0438 | X=0456.890-0473.530 | Y=0284.700-0294.020 | 980
P=0438 | X=0505.390-0522.030 | Y=0284.700-0294.020 | 840
P=0438 | X=0113.090-0354.200 | Y=0294.340-0305.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0438 | X=0113.090-0155.230 | Y=0307.740-0317.060 | >1.000m.
P=0438 | X=0113.090-0336.730 | Y=0323.380-0334.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0438 | X=0293.160-0370.060 | Y=0341.380-0352.620 | Giáp ranh đường
P=0438 | X=0113.090-0191.660 | Y=0347.140-0358.380 | Đường Lê Quang
P=0438 | X=0092.900-0109.540 | Y=0354.780-0364.100 | 120
P=0438 | X=0214.870-0282.410 | Y=0354.780-0364.100 | Cầu Suối Phèn
P=0438 | X=0293.160-0371.710 | Y=0354.780-0364.100 | Cao tốc Biên Hòa
P=0438 | X=0399.500-0424.550 | Y=0354.780-0364.100 | 8.800
P=0438 | X=0448.730-0473.780 | Y=0354.780-0364.100 | 6.200
P=0438 | X=0497.230-0522.280 | Y=0354.780-0364.100 | 5.300
P=0438 | X=0113.090-0133.810 | Y=0358.660-0369.900 | Định
P=0438 | X=0293.160-0342.920 | Y=0364.180-0375.420 | - Vũng Tàu
P=0438 | X=0113.090-0361.410 | Y=0382.200-0393.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0438 | X=0113.090-0353.970 | Y=0393.720-0404.960 | Lê Quang Định đoạn từ Cầu Suối Phèn đến Giáp ranh
P=0438 | X=0113.090-0347.950 | Y=0405.240-0416.480 | đường Cao tốc Biên Hòa - Vũng Tàu có hiện trạng là
P=0438 | X=0113.090-0248.860 | Y=0416.760-0428.000 | đường nhựa, bê tông xi măng:
P=0438 | X=0092.900-0109.540 | Y=0424.640-0433.960 | 121
P=0438 | X=0399.500-0424.550 | Y=0424.640-0433.960 | 4.300
P=0438 | X=0448.730-0473.780 | Y=0424.640-0433.960 | 3.000
P=0438 | X=0497.230-0522.280 | Y=0424.640-0433.960 | 2.600
P=0438 | X=0113.090-0344.170 | Y=0434.280-0445.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0438 | X=0113.090-0354.200 | Y=0451.820-0463.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0438 | X=0113.090-0146.610 | Y=0463.340-0474.580 | ≤500m.
P=0438 | X=0113.090-0361.410 | Y=0481.340-0492.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0438 | X=0113.090-0353.970 | Y=0492.860-0504.100 | Lê Quang Định đoạn từ Cầu Suối Phèn đến Giáp ranh
P=0438 | X=0113.090-0347.950 | Y=0504.380-0515.620 | đường Cao tốc Biên Hòa - Vũng Tàu có hiện trạng là
P=0438 | X=0113.090-0248.860 | Y=0515.900-0527.140 | đường nhựa, bê tông xi măng:
P=0438 | X=0092.900-0344.640 | Y=0532.420-0544.690 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0438 | X=0399.500-0424.550 | Y=0532.420-0541.740 | 3.200
P=0438 | X=0448.730-0473.780 | Y=0532.420-0541.740 | 2.200
P=0438 | X=0497.230-0522.280 | Y=0532.420-0541.740 | 1.900
P=0438 | X=0113.090-0366.400 | Y=0550.970-0562.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0438 | X=0113.090-0208.040 | Y=0562.250-0573.490 | >500m đến ≤1.000m.
P=0438 | X=0113.090-0336.260 | Y=0579.770-0591.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0438 | X=0113.090-0361.410 | Y=0597.770-0609.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0438 | X=0113.090-0353.970 | Y=0609.290-0620.530 | Lê Quang Định đoạn từ Cầu Suối Phèn đến Giáp ranh
P=0438 | X=0113.090-0347.950 | Y=0620.830-0632.070 | đường Cao tốc Biên Hòa - Vũng Tàu có hiện trạng là
P=0438 | X=0113.090-0248.860 | Y=0632.350-0643.590 | đường nhựa, bê tông xi măng:
P=0438 | X=0092.900-0109.540 | Y=0640.230-0649.550 | 123
P=0438 | X=0399.500-0424.550 | Y=0640.230-0649.550 | 2.200
P=0438 | X=0448.730-0473.780 | Y=0640.230-0649.550 | 1.500
P=0438 | X=0497.230-0522.280 | Y=0640.230-0649.550 | 1.300
P=0438 | X=0113.090-0354.200 | Y=0649.870-0661.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0438 | X=0113.090-0155.230 | Y=0663.270-0672.590 | >1.000m.
P=0438 | X=0113.090-0336.730 | Y=0678.910-0690.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0438 | X=0113.090-0359.000 | Y=0696.910-0708.150 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0438 | X=0092.900-0109.540 | Y=0704.580-0713.900 | 124
P=0438 | X=0399.500-0424.550 | Y=0704.580-0713.900 | 3.900
P=0438 | X=0448.730-0473.780 | Y=0704.580-0713.900 | 2.700
P=0438 | X=0497.230-0522.280 | Y=0704.580-0713.900 | 2.300
P=0438 | X=0113.090-0361.620 | Y=0708.450-0719.690 | thông ra Đường Lê Quang Định đoạn từ Cầu Suối Phèn
P=0439 | X=0113.090-0356.350 | Y=0072.740-0083.980 | đến Giáp ranh đường Cao tốc Biên Hòa - Vũng Tàu có
P=0439 | X=0113.090-0306.700 | Y=0084.260-0095.500 | hiện trạng là đường nhựa, bê tông xi măng:
P=0439 | X=0113.090-0344.170 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0439 | X=0113.090-0354.200 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0439 | X=0113.090-0146.610 | Y=0130.850-0142.090 | ≤500m.
P=0439 | X=0113.090-0359.000 | Y=0148.850-0160.090 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0439 | X=0113.090-0361.620 | Y=0160.370-0171.610 | thông ra Đường Lê Quang Định đoạn từ Cầu Suối Phèn
P=0439 | X=0113.090-0356.350 | Y=0171.650-0182.890 | đến Giáp ranh đường Cao tốc Biên Hòa - Vũng Tàu có
P=0439 | X=0113.090-0306.700 | Y=0183.170-0194.410 | hiện trạng là đường nhựa, bê tông xi măng:
P=0439 | X=0092.900-0344.640 | Y=0199.950-0211.950 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0439 | X=0399.500-0424.550 | Y=0199.950-0209.270 | 2.900
P=0439 | X=0448.730-0473.780 | Y=0199.950-0209.270 | 2.000
P=0439 | X=0497.230-0522.280 | Y=0199.950-0209.270 | 1.700
P=0439 | X=0113.090-0366.400 | Y=0218.230-0229.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0439 | X=0113.090-0208.040 | Y=0229.750-0240.990 | >500m đến ≤1.000m.
P=0439 | X=0113.090-0336.260 | Y=0247.270-0258.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0439 | X=0113.090-0359.000 | Y=0265.270-0276.510 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0439 | X=0113.090-0361.620 | Y=0276.790-0288.030 | thông ra Đường Lê Quang Định đoạn từ Cầu Suối Phèn
P=0439 | X=0113.090-0356.350 | Y=0288.340-0299.580 | đến Giáp ranh đường Cao tốc Biên Hòa - Vũng Tàu có
P=0439 | X=0113.090-0306.700 | Y=0299.860-0311.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0439 | X=0092.900-0109.540 | Y=0307.740-0317.060 | 126
P=0439 | X=0399.500-0424.550 | Y=0307.740-0317.060 | 2.000
P=0439 | X=0448.730-0473.780 | Y=0307.740-0317.060 | 1.400
P=0439 | X=0497.230-0522.280 | Y=0307.740-0317.060 | 1.200
P=0439 | X=0113.090-0354.200 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0439 | X=0113.090-0155.230 | Y=0330.780-0340.100 | >1.000m.
P=0439 | X=0113.090-0336.730 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0439 | X=0214.870-0365.720 | Y=0366.060-0375.380 | Nhà máy mủ cao Giáp ranh xã An
P=0439 | X=0092.900-0177.740 | Y=0369.960-0381.200 | 127 Đường khu 14
P=0439 | X=0399.500-0424.550 | Y=0371.840-0381.160 | 5.800
P=0439 | X=0448.730-0473.780 | Y=0371.840-0381.160 | 4.100
P=0439 | X=0497.230-0522.280 | Y=0371.840-0381.160 | 3.500
P=0439 | X=0214.870-0323.880 | Y=0375.720-0386.960 | su Long Thành Phước
P=0439 | X=0113.090-0361.410 | Y=0393.720-0404.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0439 | X=0113.090-0371.720 | Y=0405.240-0416.480 | khu 14 đoạn từ Nhà máy mủ cao su Long Thành đến Giáp
P=0439 | X=0113.090-0373.880 | Y=0416.760-0428.000 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi
P=0439 | X=0113.090-0141.090 | Y=0428.280-0439.520 | măng:
P=0439 | X=0092.900-0109.540 | Y=0436.160-0445.480 | 128
P=0439 | X=0399.500-0424.550 | Y=0436.160-0445.480 | 2.900
P=0439 | X=0448.730-0473.780 | Y=0436.160-0445.480 | 2.000
P=0439 | X=0497.230-0522.280 | Y=0436.160-0445.480 | 1.700
P=0439 | X=0113.090-0344.170 | Y=0445.800-0457.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0439 | X=0113.090-0354.200 | Y=0463.340-0474.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0439 | X=0113.090-0146.610 | Y=0474.860-0486.100 | ≤500m.
P=0439 | X=0113.090-0361.410 | Y=0492.860-0504.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0439 | X=0113.090-0371.720 | Y=0504.380-0515.620 | khu 14 đoạn từ Nhà máy mủ cao su Long Thành đến Giáp
P=0439 | X=0113.090-0373.880 | Y=0515.900-0527.140 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi
P=0439 | X=0113.090-0141.090 | Y=0527.420-0538.660 | măng:
P=0439 | X=0092.900-0344.640 | Y=0543.970-0556.210 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0439 | X=0399.500-0424.550 | Y=0543.970-0553.290 | 2.000
P=0439 | X=0448.730-0473.780 | Y=0543.970-0553.290 | 1.400
P=0439 | X=0497.230-0522.280 | Y=0543.970-0553.290 | 1.200
P=0439 | X=0113.090-0366.400 | Y=0562.250-0573.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0439 | X=0113.090-0208.040 | Y=0573.770-0585.010 | >500m đến ≤1.000m.
P=0439 | X=0113.090-0336.260 | Y=0591.290-0602.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0439 | X=0113.090-0361.410 | Y=0609.290-0620.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0439 | X=0113.090-0371.720 | Y=0620.830-0632.070 | khu 14 đoạn từ Nhà máy mủ cao su Long Thành đến Giáp
P=0439 | X=0113.090-0373.880 | Y=0632.350-0643.590 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi
P=0439 | X=0113.090-0141.090 | Y=0643.870-0655.110 | măng:
P=0439 | X=0092.900-0109.540 | Y=0651.750-0661.070 | 130
P=0439 | X=0399.500-0424.550 | Y=0651.750-0661.070 | 1.400
P=0439 | X=0456.890-0473.530 | Y=0651.750-0661.070 | 980
P=0439 | X=0505.390-0522.030 | Y=0651.750-0661.070 | 840
P=0439 | X=0113.090-0354.200 | Y=0661.390-0672.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
