TABLE=034 | AREA=Xã Xuân Đông | SECTION=non-agricultural | SEGMENTS=1
P=1170 | X=0469.370-0486.010 | Y=0170.650-0179.970 | 600
P=1170 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 510
P=1170 | X=0106.850-0413.270 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1170 | X=0106.850-0148.530 | Y=0194.690-0205.930 | ≤1.000m.
P=1170 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1170 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1170 | X=0106.850-0414.460 | Y=0241.510-0252.750 | Đường tỉnh 765 đoạn từ Cầu Suối Lức đến Giáp Trường Tiểu học Võ
P=1170 | X=0106.850-0350.890 | Y=0253.030-0264.270 | Thị Sáu có hiện trạng là đường nhựa, bê tông xi măng:
P=1170 | X=0092.900-0104.020 | Y=0260.910-0270.230 | 28
P=1170 | X=0433.130-0449.770 | Y=0260.910-0270.230 | 650
P=1170 | X=0469.370-0486.010 | Y=0260.910-0270.230 | 460
P=1170 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 390
P=1170 | X=0106.850-0392.640 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1170 | X=0106.850-0330.490 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1170 | X=0235.540-0405.800 | Y=0305.860-0317.100 | Giáp Trường Tiểu Giáp ranh xã Sông
P=1170 | X=0092.900-0177.020 | Y=0311.620-0322.860 | 29 Đường tỉnh 765
P=1170 | X=0424.970-0450.020 | Y=0313.500-0322.820 | 4.600
P=1170 | X=0461.210-0486.260 | Y=0313.500-0322.820 | 3.200
P=1170 | X=0497.230-0522.280 | Y=0313.500-0322.820 | 2.800
P=1170 | X=0235.540-0304.260 | Y=0319.260-0328.580 | học Võ Thị Sáu
P=1170 | X=0322.200-0339.970 | Y=0319.260-0328.580 | Ray
P=1170 | X=0106.850-0393.580 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765
P=1170 | X=0106.850-0400.980 | Y=0346.660-0357.900 | đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp ranh xã Sông
P=1170 | X=0106.850-0334.330 | Y=0357.940-0369.180 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1170 | X=0092.900-0104.020 | Y=0365.820-0375.140 | 30
P=1170 | X=0424.970-0450.020 | Y=0365.820-0375.140 | 2.100
P=1170 | X=0461.210-0486.260 | Y=0365.820-0375.140 | 1.500
P=1170 | X=0497.230-0522.280 | Y=0365.820-0375.140 | 1.300
P=1170 | X=0106.850-0337.930 | Y=0375.480-0386.720 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1170 | X=0106.850-0384.020 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1170 | X=0106.850-0393.590 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765
P=1170 | X=0106.850-0400.980 | Y=0422.280-0433.520 | đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp ranh xã Sông
P=1170 | X=0106.850-0334.330 | Y=0433.800-0445.040 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1170 | X=0092.900-0338.400 | Y=0451.340-0465.420 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1170 | X=0433.130-0449.770 | Y=0456.100-0465.420 | 940
P=1170 | X=0469.370-0486.010 | Y=0456.100-0465.420 | 660
P=1170 | X=0505.390-0522.030 | Y=0456.100-0465.420 | 560
P=1170 | X=0106.850-0413.270 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1170 | X=0106.850-0148.530 | Y=0480.380-0491.620 | ≤1.000m.
P=1170 | X=0106.850-0330.020 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1170 | X=0106.850-0393.590 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765
P=1170 | X=0106.850-0400.980 | Y=0527.180-0538.420 | đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp ranh xã Sông
P=1170 | X=0106.850-0334.340 | Y=0538.490-0549.730 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1170 | X=0092.900-0104.020 | Y=0546.370-0555.690 | 32
P=1170 | X=0433.130-0449.770 | Y=0546.370-0555.690 | 720
P=1170 | X=0469.370-0486.010 | Y=0546.370-0555.690 | 500
P=1170 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 430
P=1170 | X=0106.850-0392.640 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1170 | X=0106.850-0330.490 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1170 | X=0106.850-0392.110 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1170 | X=0106.850-0411.580 | Y=0602.810-0614.050 | Đường tỉnh 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp
P=1170 | X=0106.850-0396.510 | Y=0614.330-0625.570 | ranh xã Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1170 | X=0092.900-0104.020 | Y=0622.230-0631.550 | 33
P=1170 | X=0424.970-0450.020 | Y=0622.230-0631.550 | 1.900
P=1170 | X=0461.210-0486.260 | Y=0622.230-0631.550 | 1.300
P=1170 | X=0497.230-0522.280 | Y=0622.230-0631.550 | 1.100
P=1170 | X=0106.850-0337.930 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1170 | X=0106.850-0384.020 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1170 | X=0106.850-0392.140 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1170 | X=0106.850-0411.580 | Y=0678.670-0689.910 | Đường tỉnh 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp
P=1170 | X=0092.900-0396.510 | Y=0689.190-0701.430 | 34 ranh xã Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1170 | X=0433.130-0449.770 | Y=0689.190-0698.510 | 850
P=1170 | X=0469.370-0486.010 | Y=0689.190-0698.510 | 600
P=1170 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 510
P=1170 | X=0106.850-0338.400 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1171 | X=0106.850-0413.270 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1171 | X=0106.850-0148.530 | Y=0090.020-0101.260 | ≤1.000m.
P=1171 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1171 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1171 | X=0106.850-0411.580 | Y=0136.850-0148.090 | Đường tỉnh 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp
P=1171 | X=0106.850-0396.510 | Y=0148.370-0159.610 | ranh xã Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1171 | X=0092.900-0104.020 | Y=0156.250-0165.570 | 35
P=1171 | X=0433.130-0449.770 | Y=0156.250-0165.570 | 650
P=1171 | X=0469.370-0486.010 | Y=0156.250-0165.570 | 460
P=1171 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 390
P=1171 | X=0106.850-0392.640 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1171 | X=0106.850-0330.490 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1171 | X=0106.850-0213.030 | Y=0200.950-0212.190 | Đường tỉnh 779 (đường
P=1171 | X=0322.200-0413.000 | Y=0200.950-0212.190 | Giáp cây xăng Châu
P=1171 | X=0235.540-0305.710 | Y=0206.710-0217.950 | Đường tỉnh 765
P=1171 | X=0092.900-0104.020 | Y=0208.590-0217.910 | 36
P=1171 | X=0424.970-0450.020 | Y=0208.590-0217.910 | 2.100
P=1171 | X=0461.210-0486.260 | Y=0208.590-0217.910 | 1.500
P=1171 | X=0497.230-0522.280 | Y=0208.590-0217.910 | 1.300
P=1171 | X=0106.850-0215.130 | Y=0212.470-0223.710 | Xuân Tâm - Xuân Đông)
P=1171 | X=0322.200-0344.360 | Y=0214.350-0223.670 | Loan
P=1171 | X=0106.850-0393.590 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=1171 | X=0106.850-0405.090 | Y=0241.750-0252.990 | (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh 765 đến Giáp
P=1171 | X=0106.850-0408.510 | Y=0253.270-0264.510 | cây xăng Châu Loan có hiện trạng là đường nhựa, bê tông xi măng:
P=1171 | X=0092.900-0104.020 | Y=0261.150-0270.470 | 37
P=1171 | X=0424.970-0450.020 | Y=0261.150-0270.470 | 1.100
P=1171 | X=0469.370-0486.010 | Y=0261.150-0270.470 | 770
P=1171 | X=0505.390-0522.030 | Y=0261.150-0270.470 | 660
P=1171 | X=0106.850-0337.930 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1171 | X=0106.850-0384.040 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1171 | X=0106.850-0393.590 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=1171 | X=0106.850-0405.090 | Y=0317.620-0328.860 | (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh 765 đến Giáp
P=1171 | X=0106.850-0408.510 | Y=0329.140-0340.380 | cây xăng Châu Loan có hiện trạng là đường nhựa, bê tông xi măng:
P=1171 | X=0092.900-0338.440 | Y=0346.660-0360.740 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1171 | X=0433.130-0449.770 | Y=0351.420-0360.740 | 680
P=1171 | X=0469.370-0486.010 | Y=0351.420-0360.740 | 480
P=1171 | X=0505.390-0522.030 | Y=0351.420-0360.740 | 410
P=1171 | X=0106.850-0413.270 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1171 | X=0106.850-0148.530 | Y=0375.480-0386.720 | ≤1.000m.
P=1171 | X=0106.850-0330.020 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1171 | X=0106.850-0393.590 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=1171 | X=0106.850-0405.090 | Y=0422.280-0433.520 | (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh 765 đến Giáp
P=1171 | X=0106.850-0408.510 | Y=0433.800-0445.040 | cây xăng Châu Loan có hiện trạng là đường nhựa, bê tông xi măng:
P=1171 | X=0092.900-0104.020 | Y=0441.680-0451.000 | 39
P=1171 | X=0433.130-0449.770 | Y=0441.680-0451.000 | 470
P=1171 | X=0469.370-0486.010 | Y=0441.680-0451.000 | 330
P=1171 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 280
P=1171 | X=0106.850-0392.640 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1171 | X=0106.850-0330.490 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1171 | X=0106.850-0392.140 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1171 | X=0106.850-0414.940 | Y=0498.140-0509.380 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh
P=1171 | X=0106.850-0408.460 | Y=0509.660-0520.900 | 765 đến Giáp cây xăng Châu Loan có hiện trạng là đường nhựa, bê
P=1171 | X=0092.900-0167.010 | Y=0521.180-0532.620 | 40 tông xi măng:
P=1171 | X=0433.130-0449.770 | Y=0523.300-0532.620 | 990
P=1171 | X=0469.370-0486.010 | Y=0523.300-0532.620 | 690
P=1171 | X=0505.390-0522.030 | Y=0523.300-0532.620 | 590
P=1171 | X=0106.850-0337.930 | Y=0538.490-0549.730 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1171 | X=0106.850-0384.020 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1171 | X=0106.850-0392.110 | Y=0573.770-0585.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1171 | X=0106.850-0414.940 | Y=0585.290-0596.530 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh
P=1171 | X=0106.850-0408.460 | Y=0596.810-0608.050 | 765 đến Giáp cây xăng Châu Loan có hiện trạng là đường nhựa, bê
P=1171 | X=0106.850-0167.010 | Y=0608.330-0619.570 | tông xi măng:
P=1171 | X=0092.900-0338.410 | Y=0625.110-0637.110 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1171 | X=0433.130-0449.770 | Y=0625.110-0634.430 | 610
P=1171 | X=0469.370-0486.010 | Y=0625.110-0634.430 | 430
P=1171 | X=0505.390-0522.030 | Y=0625.110-0634.430 | 370
P=1171 | X=0106.850-0413.270 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1171 | X=0106.850-0148.530 | Y=0654.910-0666.150 | ≤1.000m.
P=1171 | X=0106.850-0330.020 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1171 | X=0106.850-0392.110 | Y=0690.190-0701.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1171 | X=0092.900-0104.020 | Y=0697.830-0707.150 | 42
P=1171 | X=0433.130-0449.770 | Y=0697.830-0707.150 | 420
P=1171 | X=0469.370-0486.010 | Y=0697.830-0707.150 | 290
P=1171 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 250
P=1171 | X=0106.850-0414.940 | Y=0701.730-0712.970 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh
P=1172 | X=0106.850-0408.460 | Y=0072.500-0083.740 | 765 đến Giáp cây xăng Châu Loan có hiện trạng là đường nhựa, bê
P=1172 | X=0106.850-0167.010 | Y=0084.020-0095.260 | tông xi măng:
P=1172 | X=0106.850-0392.640 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1172 | X=0106.850-0330.490 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1172 | X=0106.850-0213.030 | Y=0136.850-0148.090 | Đường tỉnh 779 (đường
P=1172 | X=0235.540-0299.700 | Y=0136.850-0148.090 | Giáp cây xăng
P=1172 | X=0322.200-0415.580 | Y=0136.850-0148.090 | Hết Trường Tiểu học
P=1172 | X=0092.900-0104.020 | Y=0144.490-0153.810 | 43
P=1172 | X=0424.970-0450.020 | Y=0144.490-0153.810 | 1.800
P=1172 | X=0461.210-0486.260 | Y=0144.490-0153.810 | 1.300
P=1172 | X=0497.230-0522.280 | Y=0144.490-0153.810 | 1.100
P=1172 | X=0106.850-0215.130 | Y=0148.370-0159.610 | Xuân Tâm - Xuân Đông)
P=1172 | X=0235.540-0284.360 | Y=0150.250-0159.570 | Châu Loan
P=1172 | X=0322.200-0363.560 | Y=0150.250-0159.570 | Trần Phú
P=1172 | X=0106.850-0393.590 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=1172 | X=0106.850-0407.010 | Y=0177.410-0188.650 | (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây xăng Châu Loan
P=1172 | X=0106.850-0410.620 | Y=0188.930-0200.170 | đến Hết Trường Tiểu học Trần Phú có hiện trạng là đường nhựa, bê
P=1172 | X=0092.900-0167.010 | Y=0200.470-0211.910 | 44 tông xi măng:
P=1172 | X=0433.130-0449.770 | Y=0202.590-0211.910 | 820
P=1172 | X=0469.370-0486.010 | Y=0202.590-0211.910 | 570
P=1172 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 490
P=1172 | X=0106.850-0337.930 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1172 | X=0106.850-0384.020 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1172 | X=0106.850-0393.590 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=1172 | X=0106.850-0407.020 | Y=0264.790-0276.030 | (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây xăng Châu Loan
P=1172 | X=0106.850-0410.620 | Y=0276.310-0287.550 | đến Hết Trường Tiểu học Trần Phú có hiện trạng là đường nhựa, bê
P=1172 | X=0106.850-0167.010 | Y=0287.860-0299.100 | tông xi măng:
P=1172 | X=0092.900-0338.400 | Y=0304.380-0316.620 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1172 | X=0433.130-0449.770 | Y=0304.380-0313.700 | 640
P=1172 | X=0469.370-0486.010 | Y=0304.380-0313.700 | 450
P=1172 | X=0505.390-0522.030 | Y=0304.380-0313.700 | 380
P=1172 | X=0106.850-0413.270 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1172 | X=0106.850-0148.530 | Y=0334.420-0345.660 | ≤1.000m.
P=1172 | X=0106.850-0330.030 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1172 | X=0106.850-0393.590 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=1172 | X=0106.850-0407.010 | Y=0381.000-0392.240 | (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây xăng Châu Loan
P=1172 | X=0106.850-0410.620 | Y=0392.520-0403.760 | đến Hết Trường Tiểu học Trần Phú có hiện trạng là đường nhựa, bê
P=1172 | X=0092.900-0167.010 | Y=0404.040-0415.480 | 46 tông xi măng:
P=1172 | X=0433.130-0449.770 | Y=0406.160-0415.480 | 470
P=1172 | X=0469.370-0486.010 | Y=0406.160-0415.480 | 330
P=1172 | X=0505.390-0522.030 | Y=0406.160-0415.480 | 280
P=1172 | X=0106.850-0392.640 | Y=0421.560-0432.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1172 | X=0106.850-0330.490 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1172 | X=0106.850-0392.110 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1172 | X=0106.850-0403.810 | Y=0468.380-0479.620 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây
P=1172 | X=0106.850-0411.100 | Y=0479.900-0491.140 | xăng Châu Loan đến Hết Trường Tiểu học Trần Phú có hiện trạng là
P=1172 | X=0092.900-0242.600 | Y=0491.420-0502.860 | 47 đường nhựa, bê tông xi măng:
P=1172 | X=0433.130-0449.770 | Y=0493.540-0502.860 | 740
P=1172 | X=0469.370-0486.010 | Y=0493.540-0502.860 | 520
P=1172 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 440
P=1172 | X=0106.850-0337.930 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1172 | X=0106.850-0384.020 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1172 | X=0106.850-0392.110 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1172 | X=0106.850-0403.810 | Y=0555.530-0566.770 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây
P=1172 | X=0106.850-0411.100 | Y=0567.050-0578.290 | xăng Châu Loan đến Hết Trường Tiểu học Trần Phú có hiện trạng là
P=1172 | X=0106.850-0242.600 | Y=0578.570-0589.810 | đường nhựa, bê tông xi măng:
P=1172 | X=0092.900-0338.400 | Y=0595.330-0607.330 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1172 | X=0433.130-0449.770 | Y=0595.330-0604.650 | 580
P=1172 | X=0469.370-0486.010 | Y=0595.330-0604.650 | 410
P=1172 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 350
P=1172 | X=0106.850-0413.270 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1172 | X=0106.850-0148.530 | Y=0625.150-0636.390 | ≤1.000m.
P=1172 | X=0106.850-0330.020 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1172 | X=0106.850-0392.110 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1172 | X=0106.850-0403.810 | Y=0671.950-0683.190 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây
P=1172 | X=0092.900-0104.020 | Y=0679.590-0688.910 | 49
P=1172 | X=0433.130-0449.770 | Y=0679.590-0688.910 | 420
P=1172 | X=0469.370-0486.010 | Y=0679.590-0688.910 | 290
P=1172 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 250
P=1172 | X=0106.850-0411.100 | Y=0683.470-0694.710 | xăng Châu Loan đến Hết Trường Tiểu học Trần Phú có hiện trạng là
P=1172 | X=0106.850-0242.600 | Y=0694.750-0705.990 | đường nhựa, bê tông xi măng:
P=1173 | X=0106.850-0392.640 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1173 | X=0106.850-0330.490 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
