TABLE=045 | AREA=Xã La Ngà | SECTION=non-agricultural | SEGMENTS=1
P=1560 | X=0111.170-0352.280 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1560 | X=0111.170-0153.310 | Y=0126.490-0135.810 | >1.000m.
P=1560 | X=0111.170-0334.810 | Y=0142.130-0153.370 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1560 | X=0221.590-0389.970 | Y=0159.650-0170.890 | Đường 101 đi ấp Ngã 3 giáo xứ Vĩnh
P=1560 | X=0091.940-0167.410 | Y=0165.410-0176.650 | 115 Đường WB2
P=1560 | X=0413.900-0430.540 | Y=0167.290-0176.610 | 580
P=1560 | X=0461.690-0478.330 | Y=0167.290-0176.610 | 410
P=1560 | X=0505.390-0522.030 | Y=0167.290-0176.610 | 350
P=1560 | X=0221.590-0257.430 | Y=0171.170-0182.410 | Vĩnh An
P=1560 | X=0303.480-0367.180 | Y=0173.050-0182.370 | An, xã La Ngà
P=1560 | X=0111.170-0384.210 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường WB2
P=1560 | X=0111.170-0388.830 | Y=0200.470-0211.710 | đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã 3 giáo xứ Vĩnh An,
P=1560 | X=0111.170-0366.250 | Y=0211.990-0223.230 | xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1560 | X=0091.940-0108.580 | Y=0219.870-0229.190 | 116
P=1560 | X=0413.900-0430.540 | Y=0219.870-0229.190 | 270
P=1560 | X=0461.690-0478.330 | Y=0219.870-0229.190 | 190
P=1560 | X=0505.390-0522.030 | Y=0219.870-0229.190 | 160
P=1560 | X=0111.170-0342.250 | Y=0229.510-0240.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1560 | X=0111.170-0388.360 | Y=0247.030-0258.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1560 | X=0111.170-0384.210 | Y=0264.790-0276.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường WB2
P=1560 | X=0111.170-0388.830 | Y=0276.310-0287.550 | đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã 3 giáo xứ Vĩnh An,
P=1560 | X=0111.170-0366.250 | Y=0287.860-0299.100 | xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1560 | X=0091.940-0342.720 | Y=0305.380-0319.460 | 117 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1560 | X=0413.900-0430.540 | Y=0310.140-0319.460 | 240
P=1560 | X=0461.690-0478.330 | Y=0310.140-0319.460 | 170
P=1560 | X=0505.390-0522.030 | Y=0310.140-0319.460 | 140
P=1560 | X=0111.170-0364.480 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1560 | X=0111.170-0206.120 | Y=0334.420-0345.660 | >500m đến ≤1.000m.
P=1560 | X=0111.170-0334.340 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1560 | X=0111.170-0384.210 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường WB2
P=1560 | X=0111.170-0388.830 | Y=0381.000-0392.240 | đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã 3 giáo xứ Vĩnh An,
P=1560 | X=0111.170-0366.250 | Y=0392.520-0403.760 | xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1560 | X=0091.940-0108.580 | Y=0406.160-0415.480 | 118
P=1560 | X=0413.900-0430.540 | Y=0406.160-0415.480 | 190
P=1560 | X=0461.690-0478.330 | Y=0406.160-0415.480 | 130
P=1560 | X=0505.390-0522.030 | Y=0406.160-0415.480 | 110
P=1560 | X=0111.170-0352.280 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1560 | X=0111.170-0153.310 | Y=0423.440-0432.760 | >1.000m.
P=1560 | X=0111.170-0334.810 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1560 | X=0111.170-0384.680 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1560 | X=0111.170-0381.800 | Y=0468.380-0479.620 | ra Đường WB2 đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã 3
P=1560 | X=0111.170-0381.100 | Y=0479.900-0491.140 | giáo xứ Vĩnh An, xã La Ngà có hiện trạng là đường nhựa, bê
P=1560 | X=0091.940-0171.330 | Y=0491.420-0502.860 | 119 tông xi măng:
P=1560 | X=0413.900-0430.540 | Y=0493.540-0502.860 | 240
P=1560 | X=0461.690-0478.330 | Y=0493.540-0502.860 | 170
P=1560 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 140
P=1560 | X=0111.170-0342.250 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1560 | X=0111.170-0388.360 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1560 | X=0111.170-0384.680 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1560 | X=0111.170-0381.800 | Y=0555.530-0566.770 | ra Đường WB2 đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã 3
P=1560 | X=0111.170-0381.100 | Y=0567.050-0578.290 | giáo xứ Vĩnh An, xã La Ngà có hiện trạng là đường nhựa, bê
P=1560 | X=0111.170-0171.330 | Y=0578.570-0589.810 | tông xi măng:
P=1560 | X=0091.940-0342.720 | Y=0595.330-0607.330 | 120 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1560 | X=0413.900-0430.540 | Y=0595.330-0604.650 | 220
P=1560 | X=0461.690-0478.330 | Y=0595.330-0604.650 | 150
P=1560 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 130
P=1560 | X=0111.170-0364.480 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1560 | X=0111.170-0206.120 | Y=0625.150-0636.390 | >500m đến ≤1.000m.
P=1560 | X=0111.170-0334.340 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1560 | X=0111.170-0384.680 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1560 | X=0111.170-0381.800 | Y=0671.950-0683.190 | ra Đường WB2 đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã 3
P=1560 | X=0091.940-0108.580 | Y=0679.590-0688.910 | 121
P=1560 | X=0413.900-0430.540 | Y=0679.590-0688.910 | 170
P=1560 | X=0461.690-0478.330 | Y=0679.590-0688.910 | 120
P=1560 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 100
P=1560 | X=0111.170-0381.100 | Y=0683.470-0694.710 | giáo xứ Vĩnh An, xã La Ngà có hiện trạng là đường nhựa, bê
P=1560 | X=0111.170-0171.330 | Y=0694.750-0705.990 | tông xi măng:
P=1561 | X=0111.170-0352.280 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1561 | X=0111.170-0153.310 | Y=0091.900-0101.220 | >1.000m.
P=1561 | X=0111.170-0334.810 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1561 | X=0303.480-0382.150 | Y=0125.330-0136.570 | Hết ranh thửa đất
P=1561 | X=0303.480-0381.830 | Y=0136.850-0148.090 | số 7, tờ BĐĐC số
P=1561 | X=0303.480-0377.710 | Y=0150.250-0159.570 | 19 về bên trái và
P=1561 | X=0111.170-0208.710 | Y=0154.130-0165.370 | Đường nối từ Quốc lộ
P=1561 | X=0303.480-0380.470 | Y=0159.650-0170.890 | hết ranh thửa đất
P=1561 | X=0091.940-0108.580 | Y=0161.530-0170.850 | 122
P=1561 | X=0221.590-0270.180 | Y=0161.530-0170.850 | Quốc lộ 20
P=1561 | X=0413.900-0430.540 | Y=0161.530-0170.850 | 660
P=1561 | X=0461.690-0478.330 | Y=0161.530-0170.850 | 460
P=1561 | X=0505.390-0522.030 | Y=0161.530-0170.850 | 400
P=1561 | X=0111.170-0193.600 | Y=0165.410-0176.650 | 20 với Đồi Du Lịch
P=1561 | X=0303.480-0387.350 | Y=0171.170-0182.410 | số 34, tờ BĐĐC số
P=1561 | X=0303.480-0385.410 | Y=0184.570-0193.890 | 19 về bên phải, xã
P=1561 | X=0303.480-0335.730 | Y=0196.090-0205.410 | La Ngà
P=1561 | X=0111.170-0388.000 | Y=0211.990-0223.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=1561 | X=0111.170-0379.640 | Y=0223.510-0234.750 | Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến Hết ranh
P=1561 | X=0111.170-0385.750 | Y=0235.030-0246.270 | thửa đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh thửa đất
P=1561 | X=0111.170-0385.890 | Y=0246.550-0257.790 | số 34, tờ BĐĐC số 19 về bên phải, xã La Ngà có hiện trạng là
P=1561 | X=0091.940-0108.580 | Y=0254.430-0263.750 | 123
P=1561 | X=0413.900-0430.540 | Y=0254.430-0263.750 | 400
P=1561 | X=0461.690-0478.330 | Y=0254.430-0263.750 | 280
P=1561 | X=0505.390-0522.030 | Y=0254.430-0263.750 | 240
P=1561 | X=0111.170-0246.940 | Y=0258.070-0269.310 | đường nhựa, bê tông xi măng:
P=1561 | X=0111.170-0342.250 | Y=0275.590-0286.830 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1561 | X=0111.170-0388.360 | Y=0293.140-0304.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1561 | X=0111.170-0388.000 | Y=0310.900-0322.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=1561 | X=0111.170-0379.640 | Y=0322.420-0333.660 | Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến Hết ranh
P=1561 | X=0111.170-0385.750 | Y=0333.700-0344.940 | thửa đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh thửa đất
P=1561 | X=0111.170-0385.890 | Y=0345.220-0356.460 | số 34, tờ BĐĐC số 19 về bên phải, xã La Ngà có hiện trạng là
P=1561 | X=0111.170-0246.950 | Y=0356.740-0367.980 | đường nhựa, bê tông xi măng:
P=1561 | X=0091.940-0108.580 | Y=0367.760-0377.080 | 124
P=1561 | X=0413.900-0430.540 | Y=0367.760-0377.080 | 260
P=1561 | X=0461.690-0478.330 | Y=0367.760-0377.080 | 180
P=1561 | X=0505.390-0522.030 | Y=0367.760-0377.080 | 160
P=1561 | X=0111.170-0342.720 | Y=0374.280-0385.520 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1561 | X=0111.170-0364.480 | Y=0391.800-0403.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1561 | X=0111.170-0206.120 | Y=0403.320-0414.560 | >500m đến ≤1.000m.
P=1561 | X=0111.170-0334.340 | Y=0420.840-0432.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1561 | X=0111.170-0388.000 | Y=0438.600-0449.840 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=1561 | X=0111.170-0379.640 | Y=0450.140-0461.380 | Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến Hết ranh
P=1561 | X=0111.170-0385.750 | Y=0461.660-0472.900 | thửa đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh thửa đất
P=1561 | X=0111.170-0385.890 | Y=0473.180-0484.420 | số 34, tờ BĐĐC số 19 về bên phải, xã La Ngà có hiện trạng là
P=1561 | X=0091.940-0246.940 | Y=0484.460-0496.140 | 125 đường nhựa, bê tông xi măng:
P=1561 | X=0413.900-0430.540 | Y=0486.820-0496.140 | 150
P=1561 | X=0461.690-0478.330 | Y=0486.820-0496.140 | 110
P=1561 | X=0511.150-0522.270 | Y=0486.820-0496.140 | 90
P=1561 | X=0111.170-0352.280 | Y=0501.980-0513.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1561 | X=0111.170-0153.310 | Y=0515.380-0524.700 | >1.000m.
P=1561 | X=0111.170-0334.810 | Y=0531.020-0542.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1561 | X=0111.170-0384.680 | Y=0548.810-0560.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1561 | X=0111.170-0379.900 | Y=0560.330-0571.570 | ra Đường nối từ Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ
P=1561 | X=0111.170-0381.080 | Y=0571.850-0583.090 | 20 đến Hết ranh thửa đất số 7, tờ BĐĐC số 19 về bên trái và
P=1561 | X=0111.170-0372.910 | Y=0583.370-0594.610 | hết ranh thửa đất số 34, tờ BĐĐC số 19 về bên phải, xã La
P=1561 | X=0091.940-0108.580 | Y=0591.250-0600.570 | 126
P=1561 | X=0413.900-0430.540 | Y=0591.250-0600.570 | 360
P=1561 | X=0461.690-0478.330 | Y=0591.250-0600.570 | 250
P=1561 | X=0505.390-0522.030 | Y=0591.250-0600.570 | 220
P=1561 | X=0111.170-0339.140 | Y=0594.890-0606.130 | Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1561 | X=0111.170-0342.250 | Y=0612.410-0623.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1561 | X=0111.170-0388.360 | Y=0629.950-0641.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1561 | X=0111.170-0384.680 | Y=0647.710-0658.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1561 | X=0111.170-0379.900 | Y=0659.230-0670.470 | ra Đường nối từ Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ
P=1561 | X=0091.940-0381.080 | Y=0670.510-0681.750 | 127 20 đến Hết ranh thửa đất số 7, tờ BĐĐC số 19 về bên trái và
P=1561 | X=0413.900-0430.540 | Y=0672.390-0681.710 | 230
P=1561 | X=0461.690-0478.330 | Y=0672.390-0681.710 | 160
P=1561 | X=0505.390-0522.030 | Y=0672.390-0681.710 | 140
P=1561 | X=0111.170-0372.910 | Y=0682.030-0693.270 | hết ranh thửa đất số 34, tờ BĐĐC số 19 về bên phải, xã La
P=1561 | X=0111.170-0339.160 | Y=0693.550-0704.790 | Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1562 | X=0111.170-0342.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1562 | X=0111.170-0364.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1562 | X=0111.170-0206.120 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1562 | X=0111.170-0334.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1562 | X=0111.170-0384.680 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1562 | X=0111.170-0379.900 | Y=0154.370-0165.610 | ra Đường nối từ Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ
P=1562 | X=0111.170-0381.080 | Y=0165.650-0176.890 | 20 đến Hết ranh thửa đất số 7, tờ BĐĐC số 19 về bên trái và
P=1562 | X=0111.170-0372.910 | Y=0177.170-0188.410 | hết ranh thửa đất số 34, tờ BĐĐC số 19 về bên phải, xã La
P=1562 | X=0091.940-0339.140 | Y=0188.690-0200.130 | 128 Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1562 | X=0413.900-0430.540 | Y=0190.810-0200.130 | 135
P=1562 | X=0467.450-0478.570 | Y=0190.810-0200.130 | 90
P=1562 | X=0511.150-0522.270 | Y=0190.810-0200.130 | 80
P=1562 | X=0111.170-0352.280 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1562 | X=0111.170-0153.310 | Y=0219.630-0228.950 | >1.000m.
P=1562 | X=0111.170-0334.810 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1562 | X=0091.940-0186.850 | Y=0253.030-0264.270 | 129 Đường suối Dzui
P=1562 | X=0303.480-0354.690 | Y=0253.030-0264.270 | Đường 101
P=1562 | X=0221.590-0270.180 | Y=0254.910-0264.230 | Quốc lộ 20
P=1562 | X=0413.900-0430.540 | Y=0254.910-0264.230 | 660
P=1562 | X=0461.690-0478.330 | Y=0254.910-0264.230 | 460
P=1562 | X=0505.390-0522.030 | Y=0254.910-0264.230 | 400
P=1562 | X=0111.170-0380.380 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường suối
P=1562 | X=0111.170-0364.280 | Y=0282.340-0293.580 | Dzui đoạn từ Quốc lộ 20 đến Đường 101 có hiện trạng là
P=1562 | X=0111.170-0246.940 | Y=0293.860-0305.100 | đường nhựa, bê tông xi măng:
P=1562 | X=0091.940-0108.580 | Y=0301.740-0311.060 | 130
P=1562 | X=0413.900-0430.540 | Y=0301.740-0311.060 | 400
P=1562 | X=0461.690-0478.330 | Y=0301.740-0311.060 | 280
P=1562 | X=0505.390-0522.030 | Y=0301.740-0311.060 | 240
P=1562 | X=0111.170-0342.250 | Y=0311.380-0322.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1562 | X=0111.170-0388.360 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1562 | X=0111.170-0380.380 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường suối
P=1562 | X=0111.170-0364.280 | Y=0357.940-0369.180 | Dzui đoạn từ Quốc lộ 20 đến Đường 101 có hiện trạng là
P=1562 | X=0111.170-0246.940 | Y=0369.480-0380.720 | đường nhựa, bê tông xi măng:
P=1562 | X=0091.940-0342.720 | Y=0387.000-0401.320 | 131 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1562 | X=0413.900-0430.540 | Y=0392.000-0401.320 | 260
P=1562 | X=0461.690-0478.330 | Y=0392.000-0401.320 | 180
P=1562 | X=0505.390-0522.030 | Y=0392.000-0401.320 | 160
P=1562 | X=0111.170-0364.480 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1562 | X=0111.170-0206.120 | Y=0416.040-0427.280 | >500m đến ≤1.000m.
P=1562 | X=0111.170-0334.340 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1562 | X=0111.170-0380.380 | Y=0451.340-0462.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường suối
P=1562 | X=0111.170-0364.280 | Y=0462.860-0474.100 | Dzui đoạn từ Quốc lộ 20 đến Đường 101 có hiện trạng là
P=1562 | X=0111.170-0246.940 | Y=0474.380-0485.620 | đường nhựa, bê tông xi măng:
P=1562 | X=0091.940-0108.580 | Y=0488.020-0497.340 | 132
P=1562 | X=0413.900-0430.540 | Y=0488.020-0497.340 | 150
P=1562 | X=0461.690-0478.330 | Y=0488.020-0497.340 | 110
P=1562 | X=0511.150-0522.270 | Y=0488.020-0497.340 | 90
P=1562 | X=0111.170-0352.280 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1562 | X=0111.170-0153.310 | Y=0505.300-0514.620 | >1.000m.
P=1562 | X=0111.170-0334.810 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1562 | X=0111.170-0384.680 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1562 | X=0111.170-0373.640 | Y=0550.010-0561.250 | ra Đường suối Dzui đoạn từ Quốc lộ 20 đến Đường 101 có
P=1562 | X=0111.170-0304.780 | Y=0561.530-0572.770 | hiện trạng là đường nhựa, bê tông xi măng:
P=1562 | X=0091.940-0108.580 | Y=0569.410-0578.730 | 133
P=1562 | X=0413.900-0430.540 | Y=0569.410-0578.730 | 360
P=1562 | X=0461.690-0478.330 | Y=0569.410-0578.730 | 250
P=1562 | X=0505.390-0522.030 | Y=0569.410-0578.730 | 220
P=1562 | X=0111.170-0342.250 | Y=0579.050-0590.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1562 | X=0111.170-0388.360 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1562 | X=0111.170-0384.680 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1562 | X=0111.170-0373.640 | Y=0625.870-0637.110 | ra Đường suối Dzui đoạn từ Quốc lộ 20 đến Đường 101 có
P=1562 | X=0111.170-0304.780 | Y=0637.390-0648.630 | hiện trạng là đường nhựa, bê tông xi măng:
P=1562 | X=0091.940-0342.720 | Y=0654.910-0668.990 | 134 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1562 | X=0413.900-0430.540 | Y=0659.670-0668.990 | 230
P=1562 | X=0461.690-0478.330 | Y=0659.670-0668.990 | 160
P=1562 | X=0505.390-0522.030 | Y=0659.670-0668.990 | 140
P=1562 | X=0111.170-0364.490 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1562 | X=0111.170-0206.120 | Y=0683.950-0695.190 | >500m đến ≤1.000m.
P=1562 | X=0111.170-0334.340 | Y=0701.490-0712.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1563 | X=0111.170-0384.680 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1563 | X=0111.170-0373.640 | Y=0090.020-0101.260 | ra Đường suối Dzui đoạn từ Quốc lộ 20 đến Đường 101 có
P=1563 | X=0111.170-0304.780 | Y=0101.540-0112.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=1563 | X=0091.940-0108.580 | Y=0115.180-0124.500 | 135
P=1563 | X=0413.900-0430.540 | Y=0115.180-0124.500 | 135
P=1563 | X=0467.450-0478.570 | Y=0115.180-0124.500 | 90
P=1563 | X=0511.150-0522.270 | Y=0115.180-0124.500 | 80
P=1563 | X=0111.170-0352.280 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1563 | X=0111.170-0153.310 | Y=0132.490-0141.810 | >1.000m.
P=1563 | X=0111.170-0334.810 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông >200m.
