TABLE=008 | AREA=Phường Tân Triều | SECTION=non-agricultural | SEGMENTS=1
P=0268 | X=0439.370-0464.420 | Y=0638.550-0647.870 | 2.600
P=0268 | X=0497.230-0522.280 | Y=0638.550-0647.870 | 2.200
P=0268 | X=0122.210-0363.320 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0268 | X=0122.210-0155.970 | Y=0661.590-0670.910 | >600m.
P=0268 | X=0122.210-0345.870 | Y=0677.230-0688.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0268 | X=0122.210-0368.120 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0268 | X=0100.610-0111.730 | Y=0702.420-0711.740 | 26
P=0268 | X=0383.420-0413.990 | Y=0702.420-0711.740 | 10.200
P=0268 | X=0439.370-0464.420 | Y=0702.420-0711.740 | 7.100
P=0268 | X=0497.230-0522.280 | Y=0702.420-0711.740 | 6.100
P=0268 | X=0122.210-0352.770 | Y=0706.290-0717.530 | thông ra Đường Đồng Khởi đoạn từ Đường Nguyễn
P=0269 | X=0122.210-0351.320 | Y=0072.500-0083.740 | Văn Tiên đến Đường vào công ty Trấn Biên có hiện
P=0269 | X=0122.210-0293.990 | Y=0084.020-0095.260 | trạng là đường nhựa, bê tông xi măng:
P=0269 | X=0122.210-0345.150 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0269 | X=0122.210-0363.320 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0269 | X=0122.210-0155.730 | Y=0130.610-0141.850 | ≤400m.
P=0269 | X=0122.210-0368.120 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0269 | X=0122.210-0352.770 | Y=0159.650-0170.890 | thông ra Đường Đồng Khởi đoạn từ Đường Nguyễn
P=0269 | X=0122.210-0351.320 | Y=0171.170-0182.410 | Văn Tiên đến Đường vào công ty Trấn Biên có hiện
P=0269 | X=0122.210-0293.990 | Y=0182.690-0193.930 | trạng là đường nhựa, bê tông xi măng:
P=0269 | X=0100.610-0111.730 | Y=0199.470-0208.790 | 27
P=0269 | X=0388.940-0413.990 | Y=0199.470-0208.790 | 5.300
P=0269 | X=0439.370-0464.420 | Y=0199.470-0208.790 | 3.700
P=0269 | X=0497.230-0522.280 | Y=0199.470-0208.790 | 3.200
P=0269 | X=0122.210-0345.380 | Y=0200.230-0211.470 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0269 | X=0122.210-0363.320 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0269 | X=0122.210-0221.020 | Y=0229.270-0240.510 | từ >400m đến ≤600m.
P=0269 | X=0122.210-0345.380 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0269 | X=0122.210-0368.120 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0269 | X=0122.210-0352.770 | Y=0276.070-0287.310 | thông ra Đường Đồng Khởi đoạn từ Đường Nguyễn
P=0269 | X=0122.210-0351.320 | Y=0287.620-0298.860 | Văn Tiên đến Đường vào công ty Trấn Biên có hiện
P=0269 | X=0122.210-0293.990 | Y=0299.140-0310.380 | trạng là đường nhựa, bê tông xi măng:
P=0269 | X=0100.610-0111.730 | Y=0307.020-0316.340 | 28
P=0269 | X=0388.940-0413.990 | Y=0307.020-0316.340 | 3.300
P=0269 | X=0439.370-0464.410 | Y=0307.020-0316.340 | 2.300
P=0269 | X=0497.230-0522.280 | Y=0307.020-0316.340 | 2.000
P=0269 | X=0122.210-0363.320 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0269 | X=0122.210-0155.970 | Y=0329.820-0339.140 | >600m.
P=0269 | X=0122.210-0348.500 | Y=0345.460-0356.700 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0269 | X=0122.210-0180.630 | Y=0363.220-0374.460 | Đường Đồng
P=0269 | X=0196.630-0282.310 | Y=0363.220-0374.460 | Đường vào công ty
P=0269 | X=0288.340-0358.530 | Y=0369.000-0380.240 | Đường tỉnh 768
P=0269 | X=0100.610-0111.730 | Y=0370.880-0380.200 | 29
P=0269 | X=0383.420-0413.990 | Y=0370.880-0380.200 | 19.200
P=0269 | X=0433.850-0464.420 | Y=0370.880-0380.200 | 13.400
P=0269 | X=0491.710-0522.280 | Y=0370.880-0380.200 | 11.500
P=0269 | X=0122.210-0143.410 | Y=0376.640-0385.960 | Khởi
P=0269 | X=0196.630-0240.150 | Y=0376.640-0385.960 | Trấn Biên
P=0269 | X=0122.210-0336.440 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0269 | X=0122.210-0353.490 | Y=0404.040-0415.280 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn
P=0269 | X=0122.210-0367.510 | Y=0415.560-0426.800 | Biên đến Đường tỉnh 768 có hiện trạng là đường nhựa,
P=0269 | X=0122.210-0196.310 | Y=0427.080-0438.320 | bê tông xi măng:
P=0269 | X=0100.610-0111.730 | Y=0434.960-0444.280 | 30
P=0269 | X=0388.940-0413.990 | Y=0434.960-0444.280 | 9.000
P=0269 | X=0439.370-0464.420 | Y=0434.960-0444.280 | 6.300
P=0269 | X=0497.230-0522.280 | Y=0434.960-0444.280 | 5.400
P=0269 | X=0122.210-0345.120 | Y=0444.600-0455.840 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0269 | X=0122.210-0363.320 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0269 | X=0122.210-0155.730 | Y=0473.660-0484.900 | ≤400m.
P=0269 | X=0122.210-0336.440 | Y=0491.420-0502.660 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0269 | X=0122.210-0353.490 | Y=0502.940-0514.180 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn
P=0269 | X=0122.210-0367.510 | Y=0514.220-0525.460 | Biên đến Đường tỉnh 768 có hiện trạng là đường nhựa,
P=0269 | X=0122.210-0196.290 | Y=0525.740-0536.980 | bê tông xi măng:
P=0269 | X=0100.610-0111.730 | Y=0542.530-0551.850 | 31
P=0269 | X=0388.940-0413.990 | Y=0542.530-0551.850 | 5.200
P=0269 | X=0439.370-0464.420 | Y=0542.530-0551.850 | 3.600
P=0269 | X=0497.230-0522.280 | Y=0542.530-0551.850 | 3.100
P=0269 | X=0122.210-0345.380 | Y=0543.290-0554.530 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0269 | X=0122.210-0363.320 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0269 | X=0122.210-0221.020 | Y=0572.330-0583.570 | từ >400m đến ≤600m.
P=0269 | X=0122.210-0345.380 | Y=0589.850-0601.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0269 | X=0122.210-0336.440 | Y=0607.610-0618.850 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0269 | X=0122.210-0353.490 | Y=0619.150-0630.390 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn
P=0269 | X=0122.210-0367.510 | Y=0630.670-0641.910 | Biên đến Đường tỉnh 768 có hiện trạng là đường nhựa,
P=0269 | X=0122.210-0196.290 | Y=0642.190-0653.430 | bê tông xi măng:
P=0269 | X=0100.610-0111.730 | Y=0650.070-0659.390 | 32
P=0269 | X=0388.940-0413.990 | Y=0650.070-0659.390 | 2.900
P=0269 | X=0439.370-0464.420 | Y=0650.070-0659.390 | 2.000
P=0269 | X=0497.230-0522.270 | Y=0650.070-0659.390 | 1.700
P=0269 | X=0122.210-0363.320 | Y=0659.710-0670.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0269 | X=0122.210-0155.970 | Y=0673.110-0682.430 | >600m.
P=0269 | X=0122.210-0345.850 | Y=0688.510-0699.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0269 | X=0122.210-0368.120 | Y=0706.290-0717.530 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0269 | X=0100.610-0111.730 | Y=0708.180-0717.500 | 33
P=0269 | X=0388.940-0413.990 | Y=0708.180-0717.500 | 8.100
P=0269 | X=0439.370-0464.420 | Y=0708.180-0717.500 | 5.700
P=0269 | X=0497.230-0522.280 | Y=0708.180-0717.500 | 4.900
P=0270 | X=0122.210-0359.010 | Y=0072.500-0083.740 | thông ra Đường Đồng Khởi đoạn từ Đường vào công
P=0270 | X=0122.210-0339.800 | Y=0084.020-0095.260 | ty Trấn Biên đến Đường tỉnh 768 có hiện trạng là
P=0270 | X=0122.210-0257.980 | Y=0095.540-0106.780 | đường nhựa, bê tông xi măng:
P=0270 | X=0122.210-0345.120 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0270 | X=0122.210-0363.320 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0270 | X=0122.210-0155.730 | Y=0142.130-0153.370 | ≤400m.
P=0270 | X=0122.210-0368.120 | Y=0159.650-0170.890 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0270 | X=0122.210-0359.010 | Y=0171.170-0182.410 | thông ra Đường Đồng Khởi đoạn từ Đường vào công
P=0270 | X=0122.210-0339.800 | Y=0182.690-0193.930 | ty Trấn Biên đến Đường tỉnh 768 có hiện trạng là
P=0270 | X=0122.210-0257.980 | Y=0194.210-0205.450 | đường nhựa, bê tông xi măng:
P=0270 | X=0100.610-0111.730 | Y=0210.990-0220.310 | 34
P=0270 | X=0388.940-0413.990 | Y=0210.990-0220.310 | 4.700
P=0270 | X=0439.370-0464.420 | Y=0210.990-0220.310 | 3.300
P=0270 | X=0497.230-0522.280 | Y=0210.990-0220.310 | 2.800
P=0270 | X=0122.210-0345.380 | Y=0211.750-0222.990 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0270 | X=0122.210-0363.320 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0270 | X=0122.210-0221.020 | Y=0240.790-0252.030 | từ >400m đến ≤600m.
P=0270 | X=0122.210-0345.380 | Y=0258.310-0269.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0270 | X=0122.210-0368.120 | Y=0276.070-0287.310 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0270 | X=0122.210-0359.010 | Y=0287.620-0298.860 | thông ra Đường Đồng Khởi đoạn từ Đường vào công
P=0270 | X=0122.210-0339.800 | Y=0299.140-0310.380 | ty Trấn Biên đến Đường tỉnh 768 có hiện trạng là
P=0270 | X=0122.210-0257.980 | Y=0310.660-0321.900 | đường nhựa, bê tông xi măng:
P=0270 | X=0100.610-0111.730 | Y=0318.540-0327.860 | 35
P=0270 | X=0388.940-0413.990 | Y=0318.540-0327.860 | 2.600
P=0270 | X=0439.370-0464.420 | Y=0318.540-0327.860 | 1.800
P=0270 | X=0497.230-0522.280 | Y=0318.540-0327.860 | 1.600
P=0270 | X=0122.210-0363.320 | Y=0327.940-0339.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0270 | X=0122.210-0155.970 | Y=0341.340-0350.660 | >600m.
P=0270 | X=0122.210-0348.500 | Y=0356.980-0368.220 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0270 | X=0122.210-0191.190 | Y=0374.760-0386.000 | Đường Nguyễn
P=0270 | X=0288.340-0365.240 | Y=0376.640-0385.960 | Hết ranh khu dân
P=0270 | X=0196.630-0278.820 | Y=0380.520-0391.760 | Đường Đồng Khởi
P=0270 | X=0100.610-0111.730 | Y=0382.400-0391.720 | 36
P=0270 | X=0383.420-0413.990 | Y=0382.400-0391.720 | 17.800
P=0270 | X=0433.850-0464.420 | Y=0382.400-0391.720 | 12.500
P=0270 | X=0491.710-0522.280 | Y=0382.400-0391.720 | 10.700
P=0270 | X=0122.210-0162.350 | Y=0386.280-0397.520 | Văn Tiên
P=0270 | X=0288.340-0362.060 | Y=0386.280-0397.520 | cư Hốc Bà Thức
P=0270 | X=0122.210-0336.440 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0270 | X=0122.210-0356.120 | Y=0415.560-0426.800 | Đường Nguyễn Văn Tiên đoạn từ Đường Đồng Khởi
P=0270 | X=0122.210-0365.960 | Y=0427.080-0438.320 | đến Hết ranh khu dân cư Hốc Bà Thức có hiện trạng là
P=0270 | X=0122.210-0257.980 | Y=0438.600-0449.840 | đường nhựa, bê tông xi măng:
P=0270 | X=0100.610-0111.730 | Y=0446.480-0455.800 | 37
P=0270 | X=0388.940-0413.990 | Y=0446.480-0455.800 | 8.900
P=0270 | X=0439.370-0464.420 | Y=0446.480-0455.800 | 6.200
P=0270 | X=0497.230-0522.280 | Y=0446.480-0455.800 | 5.300
P=0270 | X=0122.210-0345.120 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0270 | X=0122.210-0363.320 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0270 | X=0122.210-0155.730 | Y=0485.180-0496.420 | ≤400m.
P=0270 | X=0122.210-0336.440 | Y=0502.940-0514.180 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0270 | X=0122.210-0356.120 | Y=0514.220-0525.460 | Đường Nguyễn Văn Tiên đoạn từ Đường Đồng Khởi
P=0270 | X=0122.210-0365.960 | Y=0525.740-0536.980 | đến Hết ranh khu dân cư Hốc Bà Thức có hiện trạng là
P=0270 | X=0122.210-0257.980 | Y=0537.290-0548.530 | đường nhựa, bê tông xi măng:
P=0270 | X=0100.610-0111.730 | Y=0554.050-0563.370 | 38
P=0270 | X=0388.940-0413.990 | Y=0554.050-0563.370 | 5.300
P=0270 | X=0439.370-0464.420 | Y=0554.050-0563.370 | 3.700
P=0270 | X=0497.230-0522.280 | Y=0554.050-0563.370 | 3.200
P=0270 | X=0122.210-0345.380 | Y=0554.810-0566.050 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0270 | X=0122.210-0363.320 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0270 | X=0122.210-0221.020 | Y=0583.850-0595.090 | từ >400m đến ≤600m.
P=0270 | X=0122.210-0345.380 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0270 | X=0122.210-0336.440 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0270 | X=0122.210-0356.120 | Y=0630.670-0641.910 | Đường Nguyễn Văn Tiên đoạn từ Đường Đồng Khởi
P=0270 | X=0122.210-0365.960 | Y=0642.190-0653.430 | đến Hết ranh khu dân cư Hốc Bà Thức có hiện trạng là
P=0270 | X=0122.210-0257.980 | Y=0653.710-0664.950 | đường nhựa, bê tông xi măng:
P=0270 | X=0100.610-0111.730 | Y=0661.590-0670.910 | 39
P=0270 | X=0388.940-0413.990 | Y=0661.590-0670.910 | 3.800
P=0270 | X=0439.370-0464.420 | Y=0661.590-0670.910 | 2.700
P=0270 | X=0497.230-0522.270 | Y=0661.590-0670.910 | 2.300
P=0270 | X=0122.210-0363.320 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0270 | X=0122.210-0155.970 | Y=0684.390-0693.710 | >600m.
P=0270 | X=0122.210-0345.850 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0271 | X=0122.210-0368.120 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0271 | X=0122.210-0345.320 | Y=0090.020-0101.260 | thông ra Đường Nguyễn Văn Tiên đoạn từ Đường
P=0271 | X=0122.210-0358.750 | Y=0101.540-0112.780 | Đồng Khởi đến Hết ranh khu dân cư Hốc Bà Thức có
P=0271 | X=0122.210-0315.850 | Y=0113.060-0124.300 | hiện trạng là đường nhựa, bê tông xi măng:
P=0271 | X=0100.610-0111.730 | Y=0120.970-0130.290 | 40
P=0271 | X=0388.940-0413.990 | Y=0120.970-0130.290 | 8.000
P=0271 | X=0439.370-0464.420 | Y=0120.970-0130.290 | 5.600
P=0271 | X=0497.230-0522.280 | Y=0120.970-0130.290 | 4.800
P=0271 | X=0122.210-0345.120 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0271 | X=0122.210-0363.320 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0271 | X=0122.210-0155.730 | Y=0159.410-0170.650 | ≤400m.
P=0271 | X=0122.210-0368.120 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0271 | X=0122.210-0345.320 | Y=0188.690-0199.930 | thông ra Đường Nguyễn Văn Tiên đoạn từ Đường
P=0271 | X=0122.210-0358.750 | Y=0200.230-0211.470 | Đồng Khởi đến Hết ranh khu dân cư Hốc Bà Thức có
P=0271 | X=0122.210-0315.880 | Y=0211.750-0222.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=0271 | X=0100.610-0111.730 | Y=0228.510-0237.830 | 41
P=0271 | X=0388.940-0413.990 | Y=0228.510-0237.830 | 4.800
P=0271 | X=0439.370-0464.420 | Y=0228.510-0237.830 | 3.400
P=0271 | X=0497.230-0522.280 | Y=0228.510-0237.830 | 2.900
P=0271 | X=0122.210-0345.380 | Y=0229.270-0240.510 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0271 | X=0122.210-0363.320 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0271 | X=0122.210-0221.020 | Y=0258.310-0269.550 | từ >400m đến ≤600m.
P=0271 | X=0122.210-0345.380 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0271 | X=0122.210-0368.120 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0271 | X=0122.210-0345.320 | Y=0305.140-0316.380 | thông ra Đường Nguyễn Văn Tiên đoạn từ Đường
P=0271 | X=0122.210-0358.750 | Y=0316.660-0327.900 | Đồng Khởi đến Hết ranh khu dân cư Hốc Bà Thức có
P=0271 | X=0122.210-0315.850 | Y=0327.940-0339.180 | hiện trạng là đường nhựa, bê tông xi măng:
P=0271 | X=0100.610-0111.730 | Y=0335.820-0345.140 | 42
P=0271 | X=0388.940-0413.990 | Y=0335.820-0345.140 | 3.400
P=0271 | X=0439.370-0464.420 | Y=0335.820-0345.140 | 2.400
P=0271 | X=0497.230-0522.280 | Y=0335.820-0345.140 | 2.000
P=0271 | X=0122.210-0363.320 | Y=0345.460-0356.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0271 | X=0122.210-0155.970 | Y=0358.860-0368.180 | >600m.
P=0271 | X=0122.210-0348.500 | Y=0374.520-0385.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0271 | X=0288.340-0342.930 | Y=0392.280-0403.520 | Đường ranh
P=0271 | X=0122.210-0284.340 | Y=0398.040-0409.280 | Đường Nguyễn Khu dân cư Hốc Bà
P=0271 | X=0288.340-0351.570 | Y=0403.800-0415.040 | tường rào sân
P=0271 | X=0100.610-0111.730 | Y=0405.680-0415.000 | 43
P=0271 | X=0383.420-0413.990 | Y=0405.680-0415.000 | 12.700
P=0271 | X=0439.370-0464.420 | Y=0405.680-0415.000 | 8.900
P=0271 | X=0497.230-0522.280 | Y=0405.680-0415.000 | 7.600
P=0271 | X=0122.210-0162.350 | Y=0409.560-0420.800 | Văn Tiên
P=0271 | X=0196.630-0220.150 | Y=0411.440-0420.760 | Thức
P=0271 | X=0288.340-0304.420 | Y=0417.200-0426.520 | bay
P=0271 | X=0122.210-0336.440 | Y=0433.080-0444.320 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0271 | X=0122.210-0361.640 | Y=0444.600-0455.840 | Đường Nguyễn Văn Tiên đoạn từ Khu dân cư Hốc Bà
P=0271 | X=0122.210-0367.910 | Y=0456.140-0467.380 | Thức đến Đường ranh tường rào sân bay có hiện trạng
P=0271 | X=0122.210-0268.540 | Y=0467.660-0478.900 | là đường nhựa, bê tông xi măng:
P=0271 | X=0100.610-0111.730 | Y=0475.540-0484.860 | 44
P=0271 | X=0388.940-0413.990 | Y=0475.540-0484.860 | 6.300
P=0271 | X=0439.370-0464.420 | Y=0475.540-0484.860 | 4.400
P=0271 | X=0497.230-0522.280 | Y=0475.540-0484.860 | 3.800
P=0271 | X=0122.210-0345.120 | Y=0485.180-0496.420 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0271 | X=0122.210-0363.320 | Y=0502.460-0513.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0271 | X=0122.210-0155.730 | Y=0513.980-0525.220 | ≤400m.
P=0271 | X=0122.210-0336.440 | Y=0531.740-0542.980 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0271 | X=0122.210-0361.640 | Y=0543.290-0554.530 | Đường Nguyễn Văn Tiên đoạn từ Khu dân cư Hốc Bà
P=0271 | X=0122.210-0367.910 | Y=0554.810-0566.050 | Thức đến Đường ranh tường rào sân bay có hiện trạng
P=0271 | X=0122.210-0268.540 | Y=0566.330-0577.570 | là đường nhựa, bê tông xi măng:
P=0271 | X=0100.610-0111.730 | Y=0583.090-0592.410 | 45
P=0271 | X=0388.940-0413.990 | Y=0583.090-0592.410 | 4.900
P=0271 | X=0439.370-0464.420 | Y=0583.090-0592.410 | 3.400
P=0271 | X=0497.230-0522.280 | Y=0583.090-0592.410 | 2.900
P=0271 | X=0122.210-0345.380 | Y=0583.850-0595.090 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0271 | X=0122.210-0363.320 | Y=0601.370-0612.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0271 | X=0122.210-0221.020 | Y=0612.890-0624.130 | từ >400m đến ≤600m.
P=0271 | X=0122.210-0345.380 | Y=0630.430-0641.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0271 | X=0122.210-0336.440 | Y=0648.190-0659.430 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0271 | X=0122.210-0361.640 | Y=0659.710-0670.950 | Đường Nguyễn Văn Tiên đoạn từ Khu dân cư Hốc Bà
P=0271 | X=0122.210-0367.910 | Y=0671.230-0682.470 | Thức đến Đường ranh tường rào sân bay có hiện trạng
P=0271 | X=0100.610-0111.730 | Y=0675.990-0685.310 | 46
P=0271 | X=0388.940-0413.990 | Y=0675.990-0685.310 | 3.300
P=0271 | X=0439.370-0464.420 | Y=0675.990-0685.310 | 2.300
