TABLE=021 | AREA=Phường Xuân Lập | SECTION=non-agricultural | SEGMENTS=1
P=0739 | X=0115.970-0369.820 | Y=0528.380-0539.620 | đai 1 đoạn qua phường Xuân Lập có hiện trạng là đường
P=0739 | X=0115.970-0219.080 | Y=0539.930-0551.170 | nhựa, bê tông xi măng:
P=0739 | X=0094.340-0110.980 | Y=0547.810-0557.130 | 114
P=0739 | X=0402.860-0427.910 | Y=0547.810-0557.130 | 1.200
P=0739 | X=0448.490-0465.130 | Y=0547.810-0557.130 | 840
P=0739 | X=0505.390-0522.030 | Y=0547.810-0557.130 | 720
P=0739 | X=0115.970-0338.910 | Y=0557.450-0568.690 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0739 | X=0115.970-0393.160 | Y=0574.970-0586.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0739 | X=0115.970-0390.450 | Y=0592.970-0604.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vành
P=0739 | X=0115.970-0369.820 | Y=0604.250-0615.490 | đai 1 đoạn qua phường Xuân Lập có hiện trạng là đường
P=0739 | X=0115.970-0219.080 | Y=0615.770-0627.010 | nhựa, bê tông xi măng:
P=0739 | X=0094.340-0339.160 | Y=0633.310-0647.630 | 115 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0739 | X=0411.020-0427.660 | Y=0638.310-0647.630 | 780
P=0739 | X=0448.490-0465.130 | Y=0638.310-0647.630 | 550
P=0739 | X=0505.390-0522.030 | Y=0638.310-0647.630 | 470
P=0739 | X=0115.970-0369.280 | Y=0650.830-0662.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0739 | X=0115.970-0202.540 | Y=0662.350-0673.590 | >400m đến ≤600m.
P=0739 | X=0115.970-0339.140 | Y=0679.870-0691.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0739 | X=0094.340-0390.450 | Y=0697.870-0709.110 | 116 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vành
P=0739 | X=0411.020-0427.660 | Y=0699.750-0709.070 | 550
P=0739 | X=0448.490-0465.130 | Y=0699.750-0709.070 | 390
P=0739 | X=0505.390-0522.030 | Y=0699.750-0709.070 | 330
P=0740 | X=0115.970-0369.820 | Y=0072.740-0083.980 | đai 1 đoạn qua phường Xuân Lập có hiện trạng là đường
P=0740 | X=0115.970-0219.080 | Y=0084.260-0095.500 | nhựa, bê tông xi măng:
P=0740 | X=0115.970-0393.400 | Y=0101.780-0113.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0740 | X=0115.970-0339.610 | Y=0119.330-0130.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0740 | X=0115.970-0389.480 | Y=0137.330-0148.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0740 | X=0115.970-0373.420 | Y=0148.850-0160.090 | ra Đường Vành đai 1 đoạn qua phường Xuân Lập có hiện
P=0740 | X=0115.970-0287.750 | Y=0160.370-0171.610 | trạng là đường nhựa, bê tông xi măng:
P=0740 | X=0094.340-0110.980 | Y=0168.250-0177.570 | 117
P=0740 | X=0402.860-0427.910 | Y=0168.250-0177.570 | 1.100
P=0740 | X=0448.490-0465.130 | Y=0168.250-0177.570 | 770
P=0740 | X=0505.390-0522.030 | Y=0168.250-0177.570 | 660
P=0740 | X=0115.970-0338.880 | Y=0177.650-0188.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0740 | X=0115.970-0393.160 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0740 | X=0115.970-0389.480 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0740 | X=0115.970-0373.420 | Y=0224.710-0235.950 | ra Đường Vành đai 1 đoạn qua phường Xuân Lập có hiện
P=0740 | X=0115.970-0287.750 | Y=0236.230-0247.470 | trạng là đường nhựa, bê tông xi măng:
P=0740 | X=0094.340-0339.140 | Y=0253.750-0268.070 | 118 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0740 | X=0411.020-0427.660 | Y=0258.750-0268.070 | 700
P=0740 | X=0448.490-0465.130 | Y=0258.750-0268.070 | 490
P=0740 | X=0505.390-0522.030 | Y=0258.750-0268.070 | 420
P=0740 | X=0115.970-0369.280 | Y=0271.270-0282.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0740 | X=0115.970-0202.540 | Y=0282.820-0294.060 | >400m đến ≤600m.
P=0740 | X=0115.970-0339.140 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0740 | X=0115.970-0389.480 | Y=0318.340-0329.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0740 | X=0115.970-0373.420 | Y=0329.860-0341.100 | ra Đường Vành đai 1 đoạn qua phường Xuân Lập có hiện
P=0740 | X=0115.970-0287.750 | Y=0341.380-0352.620 | trạng là đường nhựa, bê tông xi măng:
P=0740 | X=0094.340-0110.980 | Y=0349.260-0358.580 | 119
P=0740 | X=0411.020-0427.660 | Y=0349.260-0358.580 | 500
P=0740 | X=0448.490-0465.130 | Y=0349.260-0358.580 | 350
P=0740 | X=0505.390-0522.030 | Y=0349.260-0358.580 | 300
P=0740 | X=0115.970-0393.400 | Y=0358.900-0370.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0740 | X=0115.970-0342.290 | Y=0376.200-0387.440 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0740 | X=0115.970-0187.360 | Y=0394.200-0405.440 | Đường cầu Bến
P=0740 | X=0209.590-0292.920 | Y=0394.200-0405.440 | Đường Xuân Lập -
P=0740 | X=0303.240-0376.270 | Y=0399.960-0411.200 | Đường Bàu Sen
P=0740 | X=0094.340-0110.980 | Y=0401.840-0411.160 | 120
P=0740 | X=0402.860-0427.910 | Y=0401.840-0411.160 | 1.500
P=0740 | X=0440.330-0465.380 | Y=0401.840-0411.160 | 1.100
P=0740 | X=0505.390-0522.030 | Y=0401.840-0411.160 | 900
P=0740 | X=0115.970-0141.010 | Y=0407.600-0416.920 | Ngựa
P=0740 | X=0209.590-0248.060 | Y=0407.600-0416.920 | Bàu Sao
P=0740 | X=0115.970-0383.270 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu
P=0740 | X=0115.970-0380.150 | Y=0435.240-0446.480 | Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao đến Đường
P=0740 | X=0115.970-0363.850 | Y=0446.760-0458.000 | Bàu Sen có hiện trạng là đường nhựa, bê tông xi măng:
P=0740 | X=0094.340-0110.980 | Y=0454.660-0463.980 | 121
P=0740 | X=0411.020-0427.660 | Y=0454.660-0463.980 | 770
P=0740 | X=0448.490-0465.130 | Y=0454.660-0463.980 | 540
P=0740 | X=0505.390-0522.030 | Y=0454.660-0463.980 | 460
P=0740 | X=0115.970-0338.880 | Y=0464.300-0475.540 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0740 | X=0118.850-0389.800 | Y=0481.820-0493.060 | Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0740 | X=0115.970-0383.270 | Y=0499.820-0511.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu
P=0740 | X=0115.970-0380.150 | Y=0511.340-0522.580 | Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao đến Đường
P=0740 | X=0115.970-0363.850 | Y=0522.860-0534.100 | Bàu Sen có hiện trạng là đường nhựa, bê tông xi măng:
P=0740 | X=0094.340-0339.140 | Y=0540.410-0554.490 | 122 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0740 | X=0411.020-0427.660 | Y=0545.170-0554.490 | 700
P=0740 | X=0448.490-0465.130 | Y=0545.170-0554.490 | 490
P=0740 | X=0505.390-0522.030 | Y=0545.170-0554.490 | 420
P=0740 | X=0115.970-0369.280 | Y=0557.930-0569.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0740 | X=0115.970-0202.550 | Y=0569.450-0580.690 | >400m đến ≤600m.
P=0740 | X=0115.970-0339.140 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0740 | X=0115.970-0383.260 | Y=0604.970-0616.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu
P=0740 | X=0115.970-0380.150 | Y=0616.270-0627.510 | Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao đến Đường
P=0740 | X=0115.970-0363.850 | Y=0627.790-0639.030 | Bàu Sen có hiện trạng là đường nhựa, bê tông xi măng:
P=0740 | X=0094.340-0110.980 | Y=0635.670-0644.990 | 123
P=0740 | X=0411.020-0427.660 | Y=0635.670-0644.990 | 560
P=0740 | X=0448.490-0465.130 | Y=0635.670-0644.990 | 390
P=0740 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 340
P=0740 | X=0115.970-0393.400 | Y=0645.310-0656.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0740 | X=0115.970-0339.610 | Y=0662.830-0674.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0740 | X=0115.970-0389.480 | Y=0680.830-0692.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0740 | X=0094.340-0391.160 | Y=0692.350-0703.590 | 124 ra Đường cầu Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao
P=0740 | X=0411.020-0427.660 | Y=0694.230-0703.550 | 690
P=0740 | X=0448.490-0465.130 | Y=0694.230-0703.550 | 480
P=0740 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 410
P=0740 | X=0115.970-0387.080 | Y=0703.890-0715.130 | đến Đường Bàu Sen có hiện trạng là đường nhựa, bê tông xi
P=0741 | X=0115.970-0143.970 | Y=0072.740-0083.980 | măng:
P=0741 | X=0115.970-0338.880 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0741 | X=0115.970-0393.170 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0741 | X=0115.970-0389.480 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0741 | X=0115.970-0391.160 | Y=0137.330-0148.570 | ra Đường cầu Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao
P=0741 | X=0115.970-0387.080 | Y=0148.850-0160.090 | đến Đường Bàu Sen có hiện trạng là đường nhựa, bê tông xi
P=0741 | X=0115.970-0143.970 | Y=0160.370-0171.610 | măng:
P=0741 | X=0094.340-0339.140 | Y=0176.890-0188.890 | 125 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0741 | X=0411.020-0427.660 | Y=0176.890-0186.210 | 630
P=0741 | X=0448.490-0465.130 | Y=0176.890-0186.210 | 440
P=0741 | X=0505.390-0522.030 | Y=0176.890-0186.210 | 380
P=0741 | X=0115.970-0369.280 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0741 | X=0115.970-0202.540 | Y=0206.710-0217.950 | >400m đến ≤600m.
P=0741 | X=0115.970-0339.140 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0741 | X=0115.970-0389.480 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0741 | X=0115.970-0391.160 | Y=0253.750-0264.990 | ra Đường cầu Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao
P=0741 | X=0115.970-0387.080 | Y=0265.270-0276.510 | đến Đường Bàu Sen có hiện trạng là đường nhựa, bê tông xi
P=0741 | X=0094.340-0143.970 | Y=0276.790-0288.230 | 126 măng:
P=0741 | X=0411.020-0427.660 | Y=0278.910-0288.230 | 500
P=0741 | X=0448.490-0465.130 | Y=0278.910-0288.230 | 350
P=0741 | X=0505.390-0522.030 | Y=0278.910-0288.230 | 300
P=0741 | X=0115.970-0393.400 | Y=0294.340-0305.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0741 | X=0115.970-0342.290 | Y=0311.860-0323.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
