TABLE=052 | AREA=Xã Đắk Lua | SECTION=non-agricultural | SEGMENTS=1
P=1723 | X=0511.390-0522.510 | Y=0174.010-0183.330 | 70
P=1723 | X=0116.930-0358.040 | Y=0189.170-0200.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1723 | X=0116.930-0159.070 | Y=0202.590-0211.910 | >1.000m.
P=1723 | X=0116.930-0340.570 | Y=0218.230-0229.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1723 | X=0202.630-0281.310 | Y=0236.230-0247.470 | Hết ranh thửa đất
P=1723 | X=0202.630-0286.510 | Y=0247.750-0258.990 | số 18, tờ BĐĐC số
P=1723 | X=0202.630-0281.930 | Y=0261.150-0270.470 | 11 về bên phải và
P=1723 | X=0097.730-0188.790 | Y=0270.790-0282.030 | 22 Đường Đắc Lua
P=1723 | X=0202.630-0324.450 | Y=0270.790-0282.030 | hết ranh thửa đất Bến phà
P=1723 | X=0415.100-0431.740 | Y=0272.670-0281.990 | 900
P=1723 | X=0451.610-0468.250 | Y=0272.670-0281.990 | 630
P=1723 | X=0505.630-0522.270 | Y=0272.670-0281.990 | 540
P=1723 | X=0202.630-0286.500 | Y=0282.340-0293.580 | số 23, tờ BĐĐC số
P=1723 | X=0202.630-0279.790 | Y=0295.740-0305.060 | 11 về bên trái, xã
P=1723 | X=0202.630-0239.910 | Y=0305.380-0316.620 | Đắc Lua
P=1723 | X=0116.930-0365.270 | Y=0323.380-0334.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1723 | X=0116.930-0373.180 | Y=0334.900-0346.140 | Đắc Lua đoạn từ Hết ranh thửa đất số 18, tờ BĐĐC số 11
P=1723 | X=0116.930-0375.830 | Y=0346.180-0357.420 | về bên phải và hết ranh thửa đất số 23, tờ BĐĐC số 11 về
P=1723 | X=0116.930-0369.820 | Y=0357.700-0368.940 | bên trái, xã Đắc Lua đến Bến phà có hiện trạng là đường
P=1723 | X=0097.730-0220.040 | Y=0369.240-0380.680 | 23 nhựa, bê tông xi măng:
P=1723 | X=0415.100-0431.740 | Y=0371.360-0380.680 | 450
P=1723 | X=0451.610-0468.250 | Y=0371.360-0380.680 | 320
P=1723 | X=0505.630-0522.270 | Y=0371.360-0380.680 | 270
P=1723 | X=0116.930-0348.010 | Y=0386.760-0398.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1723 | X=0116.930-0358.040 | Y=0404.280-0415.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1723 | X=0116.930-0150.450 | Y=0415.800-0427.040 | ≤500m.
P=1723 | X=0116.930-0365.270 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1723 | X=0116.930-0373.180 | Y=0445.320-0456.560 | Đắc Lua đoạn từ Hết ranh thửa đất số 18, tờ BĐĐC số 11
P=1723 | X=0116.930-0375.830 | Y=0456.860-0468.100 | về bên phải và hết ranh thửa đất số 23, tờ BĐĐC số 11 về
P=1723 | X=0116.930-0369.820 | Y=0468.380-0479.620 | bên trái, xã Đắc Lua đến Bến phà có hiện trạng là đường
P=1723 | X=0116.930-0220.040 | Y=0479.900-0491.140 | nhựa, bê tông xi măng:
P=1723 | X=0097.730-0108.850 | Y=0490.660-0499.980 | 24
P=1723 | X=0415.100-0431.740 | Y=0490.660-0499.980 | 320
P=1723 | X=0451.610-0468.250 | Y=0490.660-0499.980 | 220
P=1723 | X=0505.630-0522.270 | Y=0490.660-0499.980 | 190
P=1723 | X=0116.930-0348.480 | Y=0497.420-0508.660 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1723 | X=0116.930-0370.240 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1723 | X=0116.930-0211.900 | Y=0526.220-0537.460 | >500m đến ≤1.000m.
P=1723 | X=0116.930-0340.100 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1723 | X=0116.930-0365.270 | Y=0561.770-0573.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1723 | X=0116.930-0373.180 | Y=0573.290-0584.530 | Đắc Lua đoạn từ Hết ranh thửa đất số 18, tờ BĐĐC số 11
P=1723 | X=0116.930-0375.830 | Y=0584.810-0596.050 | về bên phải và hết ranh thửa đất số 23, tờ BĐĐC số 11 về
P=1723 | X=0116.930-0369.820 | Y=0596.330-0607.570 | bên trái, xã Đắc Lua đến Bến phà có hiện trạng là đường
P=1723 | X=0097.730-0220.040 | Y=0607.850-0619.290 | 25 nhựa, bê tông xi măng:
P=1723 | X=0415.100-0431.740 | Y=0609.970-0619.290 | 220
P=1723 | X=0451.610-0468.250 | Y=0609.970-0619.290 | 150
P=1723 | X=0505.630-0522.270 | Y=0609.970-0619.290 | 130
P=1723 | X=0116.930-0358.040 | Y=0625.390-0636.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1723 | X=0116.930-0159.070 | Y=0638.790-0648.110 | >1.000m.
P=1723 | X=0116.930-0340.570 | Y=0654.430-0665.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1724 | X=0116.930-0362.840 | Y=0081.860-0093.100 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=1724 | X=0116.930-0376.390 | Y=0093.380-0104.620 | thông ra Đường Đắc Lua đoạn từ Hết ranh thửa đất số 18,
P=1724 | X=0116.930-0374.190 | Y=0104.900-0116.140 | tờ BĐĐC số 11 về bên phải và hết ranh thửa đất số 23, tờ
P=1724 | X=0116.930-0372.710 | Y=0116.450-0127.690 | BĐĐC số 11 về bên trái, xã Đắc Lua đến Bến phà có hiện
P=1724 | X=0097.730-0288.710 | Y=0127.970-0139.410 | 26 trạng là đường nhựa, bê tông xi măng:
P=1724 | X=0415.100-0431.740 | Y=0130.090-0139.410 | 410
P=1724 | X=0451.610-0468.250 | Y=0130.090-0139.410 | 290
P=1724 | X=0505.630-0522.270 | Y=0130.090-0139.410 | 250
P=1724 | X=0116.930-0348.010 | Y=0145.250-0156.490 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1724 | X=0116.930-0358.040 | Y=0162.770-0174.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1724 | X=0116.930-0150.450 | Y=0174.290-0185.530 | ≤500m.
P=1724 | X=0116.930-0362.840 | Y=0195.410-0206.650 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=1724 | X=0116.930-0376.390 | Y=0206.950-0218.190 | thông ra Đường Đắc Lua đoạn từ Hết ranh thửa đất số 18,
P=1724 | X=0116.930-0374.190 | Y=0218.470-0229.710 | tờ BĐĐC số 11 về bên phải và hết ranh thửa đất số 23, tờ
P=1724 | X=0116.930-0372.710 | Y=0229.990-0241.230 | BĐĐC số 11 về bên trái, xã Đắc Lua đến Bến phà có hiện
P=1724 | X=0116.930-0288.710 | Y=0241.510-0252.750 | trạng là đường nhựa, bê tông xi măng:
P=1724 | X=0097.730-0108.850 | Y=0252.270-0261.590 | 27
P=1724 | X=0415.100-0431.740 | Y=0252.270-0261.590 | 290
P=1724 | X=0451.610-0468.250 | Y=0252.270-0261.590 | 200
P=1724 | X=0505.630-0522.270 | Y=0252.270-0261.590 | 170
P=1724 | X=0116.930-0348.480 | Y=0259.030-0270.270 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1724 | X=0116.930-0370.240 | Y=0276.550-0287.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1724 | X=0116.930-0211.900 | Y=0288.100-0299.340 | >500m đến ≤1.000m.
P=1724 | X=0116.930-0340.100 | Y=0305.620-0316.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1724 | X=0116.930-0362.840 | Y=0323.620-0334.860 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=1724 | X=0116.930-0376.390 | Y=0334.900-0346.140 | thông ra Đường Đắc Lua đoạn từ Hết ranh thửa đất số 18,
P=1724 | X=0116.930-0374.190 | Y=0346.420-0357.660 | tờ BĐĐC số 11 về bên phải và hết ranh thửa đất số 23, tờ
P=1724 | X=0116.930-0372.710 | Y=0357.940-0369.180 | BĐĐC số 11 về bên trái, xã Đắc Lua đến Bến phà có hiện
P=1724 | X=0097.730-0288.710 | Y=0369.480-0380.920 | 28 trạng là đường nhựa, bê tông xi măng:
P=1724 | X=0415.100-0431.740 | Y=0371.600-0380.920 | 200
P=1724 | X=0451.610-0468.250 | Y=0371.600-0380.920 | 140
P=1724 | X=0505.630-0522.270 | Y=0371.600-0380.920 | 120
P=1724 | X=0116.930-0358.040 | Y=0387.000-0398.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1724 | X=0116.930-0159.070 | Y=0400.400-0409.720 | >1.000m.
P=1724 | X=0116.930-0340.570 | Y=0416.040-0427.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1724 | X=0287.140-0359.720 | Y=0434.040-0445.280 | Giáp ranh Vườn
P=1724 | X=0097.730-0188.790 | Y=0445.560-0456.800 | 29 Đường Đắc Lua
P=1724 | X=0202.630-0239.920 | Y=0447.440-0456.760 | Bến phà
P=1724 | X=0287.140-0371.820 | Y=0447.440-0456.760 | Quốc Gia Nam Cát
P=1724 | X=0415.100-0431.740 | Y=0447.440-0456.760 | 650
P=1724 | X=0451.610-0468.250 | Y=0447.440-0456.760 | 460
P=1724 | X=0505.630-0522.270 | Y=0447.440-0456.760 | 390
P=1724 | X=0287.140-0306.920 | Y=0458.980-0468.300 | Tiên
P=1724 | X=0116.930-0365.270 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1724 | X=0116.930-0371.230 | Y=0486.620-0497.860 | Đắc Lua đoạn từ Bến phà đến Giáp ranh Vườn Quốc Gia
P=1724 | X=0116.930-0357.560 | Y=0498.140-0509.380 | Nam Cát Tiên có hiện trạng là đường nhựa, bê tông xi
P=1724 | X=0116.930-0144.930 | Y=0509.420-0520.660 | măng:
P=1724 | X=0097.730-0108.850 | Y=0517.300-0526.620 | 30
P=1724 | X=0415.100-0431.740 | Y=0517.300-0526.620 | 320
P=1724 | X=0451.610-0468.250 | Y=0517.300-0526.620 | 220
P=1724 | X=0505.630-0522.270 | Y=0517.300-0526.620 | 190
P=1724 | X=0116.930-0348.050 | Y=0526.940-0538.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1724 | X=0116.930-0358.040 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1724 | X=0116.930-0150.450 | Y=0556.010-0567.250 | ≤500m.
P=1724 | X=0116.930-0365.270 | Y=0574.010-0585.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1724 | X=0116.930-0371.230 | Y=0585.530-0596.770 | Đắc Lua đoạn từ Bến phà đến Giáp ranh Vườn Quốc Gia
P=1724 | X=0116.930-0357.560 | Y=0597.050-0608.290 | Nam Cát Tiên có hiện trạng là đường nhựa, bê tông xi
P=1724 | X=0116.930-0144.930 | Y=0608.570-0619.810 | măng:
P=1724 | X=0097.730-0348.480 | Y=0625.110-0637.350 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1724 | X=0415.100-0431.740 | Y=0625.110-0634.430 | 160
P=1724 | X=0451.610-0468.250 | Y=0625.110-0634.430 | 110
P=1724 | X=0505.630-0522.270 | Y=0625.110-0634.430 | 100
P=1724 | X=0116.930-0370.240 | Y=0643.630-0654.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1724 | X=0116.930-0211.910 | Y=0655.150-0666.390 | >500m đến ≤1.000m.
P=1724 | X=0116.930-0340.100 | Y=0672.670-0683.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1724 | X=0116.930-0365.270 | Y=0690.670-0701.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1724 | X=0097.730-0108.850 | Y=0698.310-0707.630 | 32
P=1724 | X=0415.100-0431.740 | Y=0698.310-0707.630 | 130
P=1724 | X=0457.370-0468.490 | Y=0698.310-0707.630 | 90
P=1724 | X=0511.390-0522.510 | Y=0698.310-0707.630 | 80
P=1724 | X=0116.930-0371.230 | Y=0702.210-0713.450 | Đắc Lua đoạn từ Bến phà đến Giáp ranh Vườn Quốc Gia
P=1725 | X=0116.930-0357.560 | Y=0072.740-0083.980 | Nam Cát Tiên có hiện trạng là đường nhựa, bê tông xi
P=1725 | X=0116.930-0144.930 | Y=0084.260-0095.500 | măng:
P=1725 | X=0116.930-0358.040 | Y=0101.780-0113.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1725 | X=0116.930-0159.070 | Y=0115.180-0124.500 | >1.000m.
P=1725 | X=0116.930-0340.570 | Y=0130.850-0142.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1725 | X=0116.930-0362.860 | Y=0148.850-0160.090 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=1725 | X=0116.930-0371.480 | Y=0160.370-0171.610 | thông ra Đường Đắc Lua đoạn từ Bến phà đến Giáp ranh
P=1725 | X=0116.930-0356.120 | Y=0171.650-0182.890 | Vườn Quốc Gia Nam Cát Tiên có hiện trạng là đường
P=1725 | X=0116.930-0220.040 | Y=0183.170-0194.410 | nhựa, bê tông xi măng:
P=1725 | X=0097.730-0108.850 | Y=0191.050-0200.370 | 33
P=1725 | X=0415.100-0431.740 | Y=0191.050-0200.370 | 290
P=1725 | X=0451.610-0468.250 | Y=0191.050-0200.370 | 200
P=1725 | X=0505.630-0522.270 | Y=0191.050-0200.370 | 170
P=1725 | X=0116.930-0348.010 | Y=0200.710-0211.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1725 | X=0116.930-0358.040 | Y=0218.230-0229.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1725 | X=0116.930-0150.450 | Y=0229.750-0240.990 | ≤500m.
P=1725 | X=0116.930-0362.840 | Y=0247.750-0258.990 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=1725 | X=0116.930-0371.480 | Y=0259.270-0270.510 | thông ra Đường Đắc Lua đoạn từ Bến phà đến Giáp ranh
P=1725 | X=0116.930-0356.120 | Y=0270.790-0282.030 | Vườn Quốc Gia Nam Cát Tiên có hiện trạng là đường
P=1725 | X=0116.930-0220.040 | Y=0282.340-0293.580 | nhựa, bê tông xi măng;
P=1725 | X=0097.730-0348.480 | Y=0298.860-0311.100 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1725 | X=0415.100-0431.740 | Y=0298.860-0308.180 | 140
P=1725 | X=0451.610-0468.250 | Y=0298.860-0308.180 | 100
P=1725 | X=0511.390-0522.510 | Y=0298.860-0308.180 | 85
P=1725 | X=0116.930-0370.240 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1725 | X=0116.930-0211.910 | Y=0328.900-0340.140 | >500m đến ≤1.000m.
P=1725 | X=0116.930-0340.100 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1725 | X=0116.930-0362.840 | Y=0364.180-0375.420 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=1725 | X=0116.930-0371.480 | Y=0375.720-0386.960 | thông ra Đường Đắc Lua đoạn từ Bến phà đến Giáp ranh
P=1725 | X=0116.930-0356.120 | Y=0387.240-0398.480 | Vườn Quốc Gia Nam Cát Tiên có hiện trạng là đường
P=1725 | X=0116.930-0220.040 | Y=0398.760-0410.000 | nhựa, bê tông xi măng:
P=1725 | X=0097.730-0108.850 | Y=0406.640-0415.960 | 35
P=1725 | X=0415.100-0431.740 | Y=0406.640-0415.960 | 120
P=1725 | X=0457.370-0468.490 | Y=0406.640-0415.960 | 80
P=1725 | X=0511.390-0522.510 | Y=0406.640-0415.960 | 70
P=1725 | X=0116.930-0358.040 | Y=0416.280-0427.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1725 | X=0116.930-0159.070 | Y=0429.680-0439.000 | >1.000m.
P=1725 | X=0116.930-0340.570 | Y=0445.320-0456.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1725 | X=0090.020-0150.690 | Y=0482.500-0491.820 | 53. Xã Trị An
P=1725 | X=0468.410-0518.080 | Y=0498.380-0509.620 | Giá đất cơ
P=1725 | X=0465.050-0521.220 | Y=0511.780-0521.100 | sở sản xuất
P=1725 | X=0472.010-0514.370 | Y=0523.300-0532.620 | phi nông
P=1725 | X=0415.340-0449.450 | Y=0527.180-0538.420 | Giá đất
P=1725 | X=0114.050-0190.740 | Y=0532.970-0544.210 | Tên đường giao
P=1725 | X=0469.850-0516.750 | Y=0534.850-0544.170 | nghiệp và
P=1725 | X=0209.110-0254.420 | Y=0538.730-0549.970 | Điểm đầu
P=1725 | X=0286.180-0334.120 | Y=0538.730-0549.970 | Điểm cuối
P=1725 | X=0354.620-0461.850 | Y=0538.730-0549.970 | Giá đất ở thương mại,
P=1725 | X=0093.620-0106.020 | Y=0540.610-0549.930 | TT
P=1725 | X=0464.330-0522.350 | Y=0544.250-0555.490 | đất sử dụng
P=1725 | X=0138.530-0166.530 | Y=0546.130-0555.450 | thông
P=1725 | X=0414.860-0450.090 | Y=0551.890-0561.210 | dịch vụ
P=1725 | X=0472.250-0514.260 | Y=0557.650-0566.970 | cho hoạt
P=1725 | X=0480.890-0505.540 | Y=0567.290-0578.530 | động
P=1725 | X=0465.530-0521.150 | Y=0580.690-0590.010 | khoáng sản
P=1725 | X=0097.010-0336.430 | Y=0596.810-0608.050 | 1 Đường Xóm Huế Đường tỉnh 768 Đường Hóc Lai
P=1725 | X=0375.740-0400.790 | Y=0598.690-0608.010 | 2.000
P=1725 | X=0438.890-0463.940 | Y=0598.690-0608.010 | 1.400
P=1725 | X=0497.470-0522.520 | Y=0598.690-0608.010 | 1.200
P=1725 | X=0109.970-0324.200 | Y=0614.570-0625.810 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1725 | X=0109.970-0350.130 | Y=0626.110-0637.350 | Đường Xóm Huế đoạn từ Đường tỉnh 768 đến Đường
P=1725 | X=0109.970-0322.980 | Y=0637.630-0648.870 | Hóc Lai có hiện trạng là đường nhựa, bê tông xi
P=1725 | X=0109.970-0137.970 | Y=0649.150-0660.390 | măng:
P=1725 | X=0097.010-0102.610 | Y=0657.030-0666.350 | 2
P=1725 | X=0383.900-0400.540 | Y=0657.030-0666.350 | 910
P=1725 | X=0447.050-0463.690 | Y=0657.030-0666.350 | 640
P=1725 | X=0505.630-0522.270 | Y=0657.030-0666.350 | 550
P=1725 | X=0109.970-0341.050 | Y=0666.670-0677.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1725 | X=0109.970-0351.080 | Y=0684.190-0695.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1725 | X=0109.970-0143.490 | Y=0695.710-0706.950 | ≤500m.
P=1726 | X=0109.970-0324.200 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1726 | X=0109.970-0350.130 | Y=0090.020-0101.260 | Đường Xóm Huế đoạn từ Đường tỉnh 768 đến Đường
P=1726 | X=0109.970-0322.980 | Y=0101.540-0112.780 | Hóc Lai có hiện trạng là đường nhựa, bê tông xi
P=1726 | X=0109.970-0137.970 | Y=0113.060-0124.300 | măng:
P=1726 | X=0097.010-0341.520 | Y=0129.610-0141.850 | 3 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1726 | X=0383.900-0400.540 | Y=0129.610-0138.930 | 780
P=1726 | X=0447.050-0463.690 | Y=0129.610-0138.930 | 550
P=1726 | X=0505.630-0522.270 | Y=0129.610-0138.930 | 470
P=1726 | X=0109.970-0351.080 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1726 | X=0109.970-0217.180 | Y=0159.410-0170.650 | từ >500m đến ≤1.000m.
P=1726 | X=0109.970-0333.140 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1726 | X=0109.970-0324.200 | Y=0194.690-0205.930 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1726 | X=0109.970-0350.130 | Y=0206.230-0217.470 | Đường Xóm Huế đoạn từ Đường tỉnh 768 đến Đường
P=1726 | X=0109.970-0322.980 | Y=0217.750-0228.990 | Hóc Lai có hiện trạng là đường nhựa, bê tông xi
P=1726 | X=0109.970-0137.970 | Y=0229.270-0240.510 | măng:
P=1726 | X=0097.010-0102.610 | Y=0237.150-0246.470 | 4
P=1726 | X=0383.900-0400.540 | Y=0237.150-0246.470 | 650
P=1726 | X=0447.050-0463.690 | Y=0237.150-0246.470 | 460
P=1726 | X=0505.630-0522.270 | Y=0237.150-0246.470 | 390
P=1726 | X=0109.970-0351.080 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1726 | X=0109.970-0152.110 | Y=0260.190-0269.510 | >1.000m.
P=1726 | X=0109.970-0333.610 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1726 | X=0109.970-0342.680 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1726 | X=0109.970-0349.170 | Y=0305.140-0316.380 | và thông ra Đường Xóm Huế đoạn từ Đường tỉnh 768
P=1726 | X=0109.970-0344.610 | Y=0316.660-0327.900 | đến Đường Hóc Lai có hiện trạng là đường nhựa, bê
P=1726 | X=0109.970-0170.130 | Y=0327.940-0339.180 | tông xi măng:
P=1726 | X=0097.010-0102.610 | Y=0335.820-0345.140 | 5
P=1726 | X=0383.900-0400.540 | Y=0335.820-0345.140 | 820
P=1726 | X=0447.050-0463.690 | Y=0335.820-0345.140 | 570
P=1726 | X=0505.630-0522.270 | Y=0335.820-0345.140 | 490
P=1726 | X=0109.970-0341.050 | Y=0345.460-0356.700 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1726 | X=0109.970-0351.080 | Y=0362.980-0374.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1726 | X=0109.970-0143.490 | Y=0374.520-0385.760 | ≤500m.
P=1726 | X=0109.970-0342.680 | Y=0392.280-0403.520 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1726 | X=0109.970-0349.170 | Y=0403.800-0415.040 | và thông ra Đường Xóm Huế đoạn từ Đường tỉnh 768
P=1726 | X=0109.970-0344.610 | Y=0415.320-0426.560 | đến Đường Hóc Lai có hiện trạng là đường nhựa, bê
P=1726 | X=0109.970-0170.130 | Y=0426.840-0438.080 | tông xi măng:
P=1726 | X=0097.010-0341.520 | Y=0443.360-0455.600 | 6 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1726 | X=0383.900-0400.540 | Y=0443.360-0452.680 | 700
