TABLE=063 | AREA=Phường Phước Bình | SECTION=non-agricultural | SEGMENTS=1
P=2005 | X=0497.230-0522.280 | Y=0098.380-0107.700 | 4.400
P=2005 | X=0107.330-0119.170 | Y=0104.140-0113.460 | Tô
P=2005 | X=0107.330-0169.590 | Y=0120.290-0131.530 | Đường Lê Thị
P=2005 | X=0090.020-0106.660 | Y=0127.930-0137.250 | 127
P=2005 | X=0188.230-0238.500 | Y=0127.930-0137.250 | Toàn tuyến
P=2005 | X=0396.620-0421.670 | Y=0127.930-0137.250 | 6.500
P=2005 | X=0439.130-0464.180 | Y=0127.930-0137.250 | 4.600
P=2005 | X=0494.350-0522.270 | Y=0127.930-0137.250 | .3.900
P=2005 | X=0107.330-0133.570 | Y=0133.690-0143.010 | Riêng
P=2005 | X=0107.330-0176.310 | Y=0149.810-0161.050 | Đường Nguyễn
P=2005 | X=0188.230-0273.480 | Y=0155.570-0166.810 | Đường Bùi Văn Dù
P=2005 | X=0287.860-0359.720 | Y=0155.570-0166.810 | Đường Độc Lập
P=2005 | X=0090.020-0106.660 | Y=0157.450-0166.770 | 128
P=2005 | X=0396.620-0421.670 | Y=0157.450-0166.770 | 7.300
P=2005 | X=0439.130-0464.180 | Y=0157.450-0166.770 | 5.100
P=2005 | X=0497.230-0522.280 | Y=0157.450-0166.770 | 4.400
P=2005 | X=0107.330-0158.050 | Y=0161.330-0172.570 | Huy Lượng
P=2005 | X=0107.330-0173.650 | Y=0179.330-0190.570 | Đường nhựa 1
P=2005 | X=0188.230-0273.780 | Y=0179.330-0190.570 | Đường Nguyễn Thị
P=2005 | X=0287.860-0359.720 | Y=0185.090-0196.330 | Đường Độc Lập
P=2005 | X=0090.020-0106.660 | Y=0186.970-0196.290 | 129
P=2005 | X=0396.620-0421.670 | Y=0186.970-0196.290 | 8.800
P=2005 | X=0439.130-0464.180 | Y=0186.970-0196.290 | 6.100
P=2005 | X=0497.230-0522.280 | Y=0186.970-0196.290 | 5.300
P=2005 | X=0107.330-0167.080 | Y=0190.850-0202.090 | (chưa có tên)
P=2005 | X=0188.230-0232.700 | Y=0192.730-0202.050 | Minh Khai
P=2005 | X=0107.330-0173.650 | Y=0208.870-0220.110 | Đường nhựa 2
P=2005 | X=0188.230-0271.810 | Y=0214.630-0225.870 | Đường Vũ Như Tô
P=2005 | X=0287.860-0379.160 | Y=0214.630-0225.870 | Đường Lê Thị Riêng
P=2005 | X=0090.020-0106.690 | Y=0216.510-0225.830 | 130
P=2005 | X=0396.620-0421.670 | Y=0216.510-0225.830 | 6.500
P=2005 | X=0439.130-0464.180 | Y=0216.510-0225.830 | 4.600
P=2005 | X=0497.230-0522.280 | Y=0216.510-0225.830 | 3.900
P=2005 | X=0107.330-0167.080 | Y=0220.390-0231.630 | (chưa có tên)
P=2005 | X=0287.860-0372.930 | Y=0238.390-0249.630 | Đất trụ sở Công an
P=2005 | X=0107.330-0173.650 | Y=0243.910-0255.150 | Đường nhựa 3
P=2005 | X=0188.230-0268.900 | Y=0249.670-0260.910 | Đường Lê Văn Sỹ
P=2005 | X=0287.860-0380.110 | Y=0249.670-0260.910 | phường Phước Bình
P=2005 | X=0090.020-0106.660 | Y=0251.550-0260.870 | 131
P=2005 | X=0396.620-0421.670 | Y=0251.550-0260.870 | 8.800
P=2005 | X=0439.130-0464.180 | Y=0251.550-0260.870 | 6.100
P=2005 | X=0497.230-0522.280 | Y=0251.550-0260.870 | 5.300
P=2005 | X=0107.330-0167.080 | Y=0255.430-0266.670 | (chưa có tên)
P=2005 | X=0287.860-0311.880 | Y=0263.070-0272.390 | (mới)
P=2005 | X=0107.330-0173.650 | Y=0279.190-0290.430 | Đường nhựa 4
P=2005 | X=0188.230-0269.220 | Y=0279.190-0290.430 | Đường Trần Xuân
P=2005 | X=0287.860-0358.050 | Y=0284.980-0296.220 | Đường Bom Bo
P=2005 | X=0090.020-0106.660 | Y=0286.860-0296.180 | 132
P=2005 | X=0396.620-0421.670 | Y=0286.860-0296.180 | 6.500
P=2005 | X=0439.130-0464.180 | Y=0286.860-0296.180 | 4.600
P=2005 | X=0497.230-0522.280 | Y=0286.860-0296.180 | 3.900
P=2005 | X=0107.330-0167.080 | Y=0290.740-0301.980 | (chưa có tên)
P=2005 | X=0188.230-0211.590 | Y=0292.620-0301.940 | Soạn
P=2005 | X=0107.330-0173.650 | Y=0308.740-0319.980 | Đường nhựa 5
P=2005 | X=0287.860-0377.400 | Y=0314.500-0325.740 | Đường Nguyễn Duy
P=2005 | X=0090.020-0257.940 | Y=0320.260-0331.500 | 133 (chưa có tên) (2 Đường Tô Hiệu
P=2005 | X=0396.620-0421.670 | Y=0322.140-0331.460 | 6.500
P=2005 | X=0439.130-0464.180 | Y=0322.140-0331.460 | 4.600
P=2005 | X=0497.230-0522.280 | Y=0322.140-0331.460 | 3.900
P=2005 | X=0287.860-0308.090 | Y=0327.900-0337.220 | trình
P=2005 | X=0107.330-0135.170 | Y=0333.660-0342.980 | tuyến)
P=2005 | X=0107.330-0176.310 | Y=0349.780-0361.020 | Đường Nguyễn
P=2005 | X=0188.230-0270.180 | Y=0349.780-0361.020 | Đường Đặng Trần
P=2005 | X=0287.860-0374.230 | Y=0349.780-0361.020 | Đường Nguyễn Tất
P=2005 | X=0090.020-0106.660 | Y=0357.420-0366.740 | 134
P=2005 | X=0396.620-0421.670 | Y=0357.420-0366.740 | 5.100
P=2005 | X=0439.130-0464.180 | Y=0357.420-0366.740 | 3.600
P=2005 | X=0497.230-0522.280 | Y=0357.420-0366.740 | 3.100
P=2005 | X=0107.330-0135.740 | Y=0363.180-0372.500 | Thông
P=2005 | X=0188.230-0206.560 | Y=0363.180-0372.500 | Côn
P=2005 | X=0287.860-0316.270 | Y=0363.180-0372.500 | Thành
P=2005 | X=0287.860-0381.740 | Y=0379.320-0390.560 | Ngã tư Đường Phạm
P=2005 | X=0287.860-0380.390 | Y=0390.840-0402.080 | Ngũ Lão - Đường bê
P=2005 | X=0188.230-0282.100 | Y=0396.600-0407.840 | Ngã ba đường Phạm
P=2005 | X=0107.330-0167.810 | Y=0402.360-0413.600 | Đường Phạm
P=2005 | X=0287.860-0373.910 | Y=0404.240-0413.560 | tông (hết ranh thửa
P=2005 | X=0188.230-0266.820 | Y=0408.120-0419.360 | Ngũ Lão - Đường
P=2005 | X=0090.020-0106.660 | Y=0410.000-0419.320 | 135
P=2005 | X=0396.620-0421.670 | Y=0410.000-0419.320 | 2.600
P=2005 | X=0439.130-0464.180 | Y=0410.000-0419.320 | 1.800
P=2005 | X=0497.230-0522.280 | Y=0410.000-0419.320 | 1.500
P=2005 | X=0107.330-0145.100 | Y=0413.880-0425.120 | Ngũ Lão
P=2005 | X=0287.860-0377.510 | Y=0413.880-0425.120 | đất số 47, tờ bản đồ
P=2005 | X=0188.230-0265.780 | Y=0421.520-0430.840 | Nguyễn Thái Học
P=2005 | X=0287.860-0379.180 | Y=0425.400-0436.640 | số 39 và thửa đất số
P=2005 | X=0287.860-0377.900 | Y=0436.920-0448.160 | 63, tờ bản đồ số 40)
P=2005 | X=0188.230-0280.420 | Y=0454.940-0466.180 | Ngã tư đường Phạm
P=2005 | X=0188.230-0280.750 | Y=0466.220-0477.460 | Ngũ Lão - Đường bê
P=2005 | X=0287.860-0381.740 | Y=0471.980-0483.220 | Ngã tư Đường Phạm
P=2005 | X=0188.230-0283.470 | Y=0479.620-0488.940 | tông (Bên phải tuyến:
P=2005 | X=0287.860-0388.060 | Y=0483.500-0494.740 | Ngũ Lão - Đường Liên
P=2005 | X=0188.230-0274.020 | Y=0489.260-0500.500 | từ ranh thửa đất số
P=2005 | X=0107.330-0166.610 | Y=0495.020-0506.260 | Đường phạm
P=2005 | X=0287.860-0376.520 | Y=0496.900-0506.220 | Khu vực 1 (hết ranh
P=2005 | X=0188.230-0275.230 | Y=0500.780-0512.020 | 12, tờ bản đồ 40 và
P=2005 | X=0090.020-0106.660 | Y=0502.660-0511.980 | 136
P=2005 | X=0396.620-0421.670 | Y=0502.660-0511.980 | 2.200
P=2005 | X=0439.130-0464.180 | Y=0502.660-0511.980 | 1.500
P=2005 | X=0497.230-0522.280 | Y=0502.660-0511.980 | 1.300
P=2005 | X=0107.330-0145.100 | Y=0506.540-0517.780 | Ngũ Lão
P=2005 | X=0287.860-0371.730 | Y=0506.540-0517.780 | thửa đất số 188 và
P=2005 | X=0188.230-0287.220 | Y=0512.300-0523.540 | thửa đất số 31, tờ bản
P=2005 | X=0287.860-0385.410 | Y=0518.060-0529.300 | thửa đất số 139, cùng
P=2005 | X=0188.230-0277.340 | Y=0523.820-0535.060 | đồ số 39 và Bên trái
P=2005 | X=0287.860-0388.460 | Y=0529.580-0540.820 | thuộc tờ bản đồ số 09)
P=2005 | X=0188.230-0281.220 | Y=0535.370-0546.610 | tuyến tử: thửa đất số
P=2005 | X=0188.230-0278.260 | Y=0546.890-0558.130 | 66, tờ bản đồ số 39)
P=2005 | X=0188.230-0280.420 | Y=0564.890-0576.130 | Ngã tư đường Phạm
P=2005 | X=0188.230-0266.820 | Y=0576.410-0587.650 | Ngũ Lão - Đường
P=2005 | X=0287.860-0370.390 | Y=0576.410-0587.650 | Hết tuyến (đến hết
P=2005 | X=0188.230-0383.260 | Y=0587.930-0599.170 | Liên Khu vực 1 (Từ ranh thửa đất số 4 và
P=2005 | X=0107.330-0167.810 | Y=0593.690-0604.930 | Đường Phạm
P=2005 | X=0188.230-0377.490 | Y=0599.450-0610.690 | ranh thửa đất số 86 Thửa đất số 5, cùng
P=2005 | X=0090.020-0106.690 | Y=0601.330-0610.650 | 137
P=2005 | X=0396.620-0421.670 | Y=0601.330-0610.650 | 1.800
P=2005 | X=0439.130-0464.180 | Y=0601.330-0610.650 | 1.200
P=2005 | X=0497.230-0522.280 | Y=0601.330-0610.650 | 1.100
P=2005 | X=0107.330-0145.100 | Y=0605.210-0616.450 | Ngũ Lão
P=2005 | X=0188.230-0371.260 | Y=0610.730-0621.970 | và thửa đất số 141, thuộc tờ bản đồ số
P=2005 | X=0188.230-0355.800 | Y=0622.270-0633.510 | cùng thuộc tờ bản đồ thửa đất số 08)
P=2005 | X=0188.230-0269.380 | Y=0633.790-0645.030 | số thửa đất số 09)
P=2005 | X=0107.330-0185.440 | Y=0651.790-0663.030 | Các tuyến đường
P=2005 | X=0090.020-0106.660 | Y=0659.430-0668.750 | 138
P=2005 | X=0188.230-0238.500 | Y=0659.430-0668.750 | Toàn tuyến
P=2005 | X=0396.620-0421.670 | Y=0659.430-0668.750 | 2.900
P=2005 | X=0439.130-0464.180 | Y=0659.430-0668.750 | 2.000
P=2005 | X=0497.230-0522.280 | Y=0659.430-0668.750 | 1.700
P=2005 | X=0107.330-0179.430 | Y=0665.190-0674.510 | Nội ô Khu phố 5
P=2005 | X=0107.330-0170.290 | Y=0681.310-0692.550 | Đường Thống
P=2005 | X=0188.230-0281.220 | Y=0681.310-0692.550 | Giáp Đường Nguyễn
P=2005 | X=0287.860-0380.830 | Y=0687.070-0698.310 | Ngã tư Đường Thích
P=2005 | X=0090.020-0261.750 | Y=0692.830-0704.070 | 139 Nhất (Đường ĐT Tất Thành (vòng
P=2005 | X=0391.100-0421.670 | Y=0694.710-0704.030 | 11.100
P=2005 | X=0439.130-0464.180 | Y=0694.710-0704.030 | 7.700
P=2005 | X=0497.230-0522.280 | Y=0694.710-0704.030 | 6.600
P=2005 | X=0287.860-0339.720 | Y=0698.590-0709.830 | Quảng Đức
P=2005 | X=0188.230-0281.700 | Y=0704.370-0715.610 | xoay) (từ thửa đất số
P=2005 | X=0107.330-0127.250 | Y=0706.260-0715.580 | 759)
P=2006 | X=0188.230-0283.780 | Y=0072.740-0083.980 | 20, tờ bản đồ số 141)
P=2006 | X=0287.860-0385.170 | Y=0090.740-0101.980 | Hết ranh trường trung
P=2006 | X=0287.860-0389.490 | Y=0102.260-0113.500 | học cơ sở Phước Bình
P=2006 | X=0107.330-0170.290 | Y=0108.020-0119.260 | Đường Thống
P=2006 | X=0188.230-0369.330 | Y=0113.780-0125.020 | Ngã tư đường Thích (thửa đất số 83 và
P=2006 | X=0090.020-0182.360 | Y=0119.570-0130.810 | 140 Nhất (Đường ĐT
P=2006 | X=0396.620-0421.670 | Y=0121.450-0130.770 | 8.200
P=2006 | X=0439.130-0464.180 | Y=0121.450-0130.770 | 5.700
P=2006 | X=0497.230-0522.280 | Y=0121.450-0130.770 | 4.900
P=2006 | X=0188.230-0240.100 | Y=0125.330-0136.570 | Quảng Đức
P=2006 | X=0287.860-0379.880 | Y=0125.330-0136.570 | thửa đất số 36, cùng
P=2006 | X=0107.330-0127.250 | Y=0132.970-0142.290 | 759)
P=2006 | X=0287.860-0371.260 | Y=0136.850-0148.090 | thuộc tờ bản đồ số
P=2006 | X=0287.860-0307.780 | Y=0150.250-0159.570 | 120)
P=2006 | X=0188.230-0380.380 | Y=0166.370-0177.610 | Hết ranh trường trung Hết ranh xưởng điều
P=2006 | X=0107.330-0170.290 | Y=0177.650-0188.890 | Đường Thống
P=2006 | X=0188.230-0266.500 | Y=0177.650-0188.890 | học cơ sở Phước
P=2006 | X=0287.860-0389.020 | Y=0177.650-0188.890 | Sơn Tùng (thửa đất số
P=2006 | X=0090.020-0371.500 | Y=0189.170-0200.410 | 141 Nhất (Đường ĐT Bình (hết thửa đất số 181 và thửa đất số
P=2006 | X=0396.620-0421.670 | Y=0191.050-0200.370 | 7.000
P=2006 | X=0439.130-0464.180 | Y=0191.050-0200.370 | 4.900
P=2006 | X=0497.230-0522.280 | Y=0191.050-0200.370 | 4.200
P=2006 | X=0188.230-0371.310 | Y=0200.710-0211.950 | 83 và hết thửa đất số 278, cùng thuộc tờ
P=2006 | X=0107.330-0127.250 | Y=0202.590-0211.910 | 759)
P=2006 | X=0188.230-0354.360 | Y=0212.230-0223.470 | 36, tờ bản đồ số 120) bản đồ số 120)
P=2006 | X=0188.230-0280.740 | Y=0230.230-0241.470 | Hết ranh xưởng điều
P=2006 | X=0188.230-0377.980 | Y=0241.750-0252.990 | Sơn Tùng (hết thửa Đường Âu Cơ (thửa
P=2006 | X=0107.330-0170.290 | Y=0247.510-0258.750 | Đường Thống
P=2006 | X=0188.230-0265.220 | Y=0253.270-0264.510 | đất số 181 và hết
P=2006 | X=0287.860-0377.510 | Y=0253.270-0264.510 | đất số 97, tờ bản đồ
P=2006 | X=0090.020-0182.360 | Y=0259.030-0270.270 | 142 Nhất (Đường ĐT
P=2006 | X=0396.620-0421.670 | Y=0260.910-0270.230 | 5.500
P=2006 | X=0439.130-0464.180 | Y=0260.910-0270.230 | 3.900
P=2006 | X=0497.230-0522.280 | Y=0260.910-0270.230 | 3.300
P=2006 | X=0188.230-0384.700 | Y=0264.790-0276.030 | thửa đất số 278 cùng số 121 và thửa đất số
P=2006 | X=0107.330-0127.250 | Y=0272.430-0281.750 | 759)
P=2006 | X=0188.230-0271.620 | Y=0276.310-0287.550 | thuộc tờ bản đồ số
P=2006 | X=0287.860-0388.940 | Y=0276.310-0287.550 | 375, tờ bản đồ số 120)
P=2006 | X=0188.230-0208.150 | Y=0289.740-0299.060 | 120)
P=2006 | X=0188.230-0271.700 | Y=0305.860-0317.100 | Đường Âu Cơ (hết
P=2006 | X=0287.860-0389.260 | Y=0305.860-0317.100 | Đường Phan Thế Hiển
P=2006 | X=0107.330-0170.290 | Y=0317.380-0328.620 | Đường Thống
P=2006 | X=0188.230-0369.330 | Y=0317.380-0328.620 | thửa đất số 97, tờ bản (thửa đất số 34 và
P=2006 | X=0090.020-0379.880 | Y=0328.900-0340.140 | 143 Nhất (Đường ĐT đồ số 121 và hết thửa thửa đất số 73, cùng
P=2006 | X=0396.620-0421.670 | Y=0330.780-0340.100 | 5.100
P=2006 | X=0439.130-0464.180 | Y=0330.780-0340.100 | 3.600
P=2006 | X=0497.230-0522.280 | Y=0330.780-0340.100 | 3.100
P=2006 | X=0188.230-0371.260 | Y=0340.180-0351.420 | đất số 375, tờ bản đồ thuộc tờ bản đồ số
P=2006 | X=0107.330-0127.250 | Y=0342.060-0351.380 | 759)
P=2006 | X=0188.230-0221.350 | Y=0353.580-0362.900 | số 120)
P=2006 | X=0287.860-0307.780 | Y=0353.580-0362.900 | 127)
P=2006 | X=0188.230-0266.350 | Y=0369.720-0380.960 | Đường Phan Thế
P=2006 | X=0107.330-0170.290 | Y=0381.240-0392.480 | Đường Thống
P=2006 | X=0188.230-0282.180 | Y=0381.240-0392.480 | Hiển (hết thửa đất số
P=2006 | X=0287.860-0370.300 | Y=0387.000-0398.240 | Giáp ranh phường
P=2006 | X=0090.020-0282.900 | Y=0392.760-0404.000 | 144 Nhất (Đường ĐT 34 và hết thửa đất số
P=2006 | X=0396.620-0421.670 | Y=0394.640-0403.960 | 4.300
P=2006 | X=0439.130-0464.180 | Y=0394.640-0403.960 | 3.000
P=2006 | X=0497.230-0522.280 | Y=0394.640-0403.960 | 2.600
P=2006 | X=0287.860-0363.720 | Y=0398.520-0409.760 | Phước Long (cũ)
P=2006 | X=0107.330-0127.250 | Y=0406.160-0415.480 | 759)
P=2006 | X=0188.230-0285.540 | Y=0406.160-0415.480 | 73, cùng thuộc tờ bản
P=2006 | X=0188.230-0235.270 | Y=0415.800-0427.040 | đồ số 127)
P=2006 | X=0107.330-0162.290 | Y=0433.800-0445.040 | Đường Xóm
P=2006 | X=0090.020-0162.600 | Y=0447.200-0456.520 | 145 Chùa (Thích
P=2006 | X=0188.230-0238.500 | Y=0447.200-0456.520 | Toàn tuyến
P=2006 | X=0396.620-0421.670 | Y=0447.200-0456.520 | 4.300
P=2006 | X=0439.130-0464.180 | Y=0447.200-0456.520 | 3.000
P=2006 | X=0497.230-0522.280 | Y=0447.200-0456.520 | 2.600
P=2006 | X=0107.330-0162.530 | Y=0456.860-0468.100 | Quảng Đức)
P=2006 | X=0107.330-0170.790 | Y=0474.860-0486.100 | Đường Nội bộ
P=2006 | X=0107.330-0168.070 | Y=0486.380-0497.620 | khu văn hóa -
P=2006 | X=0090.020-0106.660 | Y=0494.020-0503.340 | 146
P=2006 | X=0188.230-0238.500 | Y=0494.020-0503.340 | Toàn tuyến
P=2006 | X=0396.620-0421.670 | Y=0494.020-0503.340 | 4.600
P=2006 | X=0439.130-0464.180 | Y=0494.020-0503.340 | 3.200
P=2006 | X=0497.230-0522.280 | Y=0494.020-0503.340 | 2.800
P=2006 | X=0107.330-0166.390 | Y=0497.900-0509.140 | TDTT Phước
P=2006 | X=0107.330-0148.120 | Y=0509.420-0520.660 | Bình (cũ)
P=2006 | X=0287.860-0358.990 | Y=0529.300-0538.620 | Ngã ba nhà ông
P=2006 | X=0107.330-0181.830 | Y=0533.210-0544.450 | Đường Lê Trọng
P=2006 | X=0188.230-0277.390 | Y=0538.970-0550.210 | Ngã ba Giáp đường
P=2006 | X=0287.860-0373.660 | Y=0540.850-0550.170 | Nguyễn Mạnh Hiền
P=2006 | X=0090.020-0165.740 | Y=0544.490-0555.730 | 147 Tấn, phường
P=2006 | X=0396.620-0421.670 | Y=0546.370-0555.690 | 5.100
P=2006 | X=0439.130-0464.180 | Y=0546.370-0555.690 | 3.600
P=2006 | X=0497.230-0522.280 | Y=0546.370-0555.690 | 3.100
P=2006 | X=0188.230-0225.510 | Y=0550.250-0561.490 | Độc Lập
P=2006 | X=0287.860-0370.830 | Y=0550.250-0561.490 | (thửa đất số 22, tờ
P=2006 | X=0107.330-0164.680 | Y=0556.010-0567.250 | Phước Bình)
P=2006 | X=0287.860-0354.360 | Y=0561.770-0573.010 | bản đồ số 116)
P=2006 | X=0107.330-0181.830 | Y=0579.770-0591.010 | Đường Lê Trọng
P=2006 | X=0090.020-0165.740 | Y=0591.290-0602.530 | 148 Tấn, phường
P=2006 | X=0188.230-0244.020 | Y=0591.290-0602.530 | Đoạn còn lại
P=2006 | X=0396.620-0421.670 | Y=0593.170-0602.490 | 4.500
P=2006 | X=0439.130-0464.180 | Y=0593.170-0602.490 | 3.200
P=2006 | X=0497.230-0522.280 | Y=0593.170-0602.490 | 2.700
P=2006 | X=0107.330-0164.680 | Y=0602.810-0614.050 | Phước Bình)
P=2006 | X=0287.860-0382.550 | Y=0622.710-0632.030 | Ngã ba nhà ông Trần
P=2006 | X=0107.330-0171.260 | Y=0632.350-0643.590 | Đường Hoàng
P=2006 | X=0287.860-0377.110 | Y=0632.350-0643.590 | Văn Hưng (thửa đất
P=2006 | X=0188.230-0274.990 | Y=0638.110-0649.350 | Giáp Đường Thống
P=2006 | X=0090.020-0183.030 | Y=0643.870-0655.110 | 149 Văn Thụ (Đường
P=2006 | X=0287.860-0384.700 | Y=0643.870-0655.110 | số 289 và thửa đất số
P=2006 | X=0396.620-0421.670 | Y=0645.750-0655.070 | 3.100
P=2006 | X=0439.130-0464.180 | Y=0645.750-0655.070 | 2.200
P=2006 | X=0497.230-0522.280 | Y=0645.750-0655.070 | 1.900
P=2006 | X=0188.230-0209.270 | Y=0651.510-0660.830 | Nhất
P=2006 | X=0107.330-0150.750 | Y=0657.270-0666.590 | Suối Tân)
P=2006 | X=0287.860-0371.310 | Y=0657.270-0666.590 | 314, cùng thuộc tờ
P=2006 | X=0287.860-0354.360 | Y=0666.910-0678.150 | bản đồ số 119)
P=2006 | X=0107.330-0171.260 | Y=0684.910-0696.150 | Đường Hoàng
P=2006 | X=0188.230-0380.140 | Y=0686.790-0696.110 | Ngã ba nhà ông Trần Ngã ba nhà ông Cao
P=2006 | X=0090.020-0421.670 | Y=0696.430-0707.670 | 150 Văn Thụ (Đường Văn Hưng (hết thửa Văn Thục (thửa đất số 2.300
P=2006 | X=0439.130-0464.180 | Y=0698.310-0707.630 | 1.600
P=2006 | X=0497.230-0522.280 | Y=0698.310-0707.630 | 1.400
P=2006 | X=0188.230-0265.220 | Y=0707.970-0719.210 | đất số 289 và hết
P=2006 | X=0287.860-0385.660 | Y=0707.970-0719.210 | 418, tờ bản đồ số 119
P=2006 | X=0107.330-0150.750 | Y=0709.860-0719.180 | Suối Tân)
P=2007 | X=0188.230-0375.150 | Y=0072.740-0083.980 | thửa đất số 314, cùng và thửa đất số 7, tờ
P=2007 | X=0188.230-0271.620 | Y=0084.260-0095.500 | thuộc tờ bản đồ số
P=2007 | X=0287.860-0354.360 | Y=0084.260-0095.500 | bản đồ số 124)
P=2007 | X=0188.230-0208.150 | Y=0097.660-0106.980 | 119)
P=2007 | X=0188.230-0280.490 | Y=0115.660-0124.980 | Ngã ba nhà ông Cao
P=2007 | X=0188.230-0379.900 | Y=0125.330-0136.570 | Văn Thục (hết thửa Ngã ba đường về xã
P=2007 | X=0107.330-0171.260 | Y=0131.090-0142.330 | Đường Hoàng
P=2007 | X=0188.230-0388.620 | Y=0136.850-0148.090 | đất số 418, tờ bản đồ Bình Tân (hết thửa đất
P=2007 | X=0090.020-0183.030 | Y=0142.610-0153.850 | 151 Văn Thụ (Đường
P=2007 | X=0396.620-0421.670 | Y=0144.490-0153.810 | 1.600
P=2007 | X=0439.130-0464.180 | Y=0144.490-0153.810 | 1.100
P=2007 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 970
P=2007 | X=0287.860-0374.140 | Y=0148.370-0159.610 | số 97, tờ bản đồ số
P=2007 | X=0188.230-0271.860 | Y=0150.250-0159.570 | số 119 và hết thửa
P=2007 | X=0107.330-0150.750 | Y=0156.010-0165.330 | Suối Tân)
P=2007 | X=0188.230-0307.780 | Y=0159.650-0170.890 | đất số 7, tờ bản đồ số 125)
P=2007 | X=0188.230-0208.150 | Y=0173.050-0182.370 | 124)
P=2007 | X=0287.860-0374.630 | Y=0189.170-0200.410 | Giáp Đường Thống
P=2007 | X=0287.860-0388.870 | Y=0200.710-0211.950 | Nhất + 350m (thửa đất
P=2007 | X=0107.330-0273.310 | Y=0206.470-0217.710 | Đường Phan Thế Giáp đường Thống
P=2007 | X=0287.860-0421.670 | Y=0212.230-0223.470 | số 241 và thửa đất số 2.000
P=2007 | X=0090.020-0106.660 | Y=0214.110-0223.430 | 152
P=2007 | X=0439.130-0464.180 | Y=0214.110-0223.430 | 1.400
P=2007 | X=0497.230-0522.280 | Y=0214.110-0223.430 | 1.200
P=2007 | X=0107.330-0128.050 | Y=0219.870-0229.190 | Hiển
P=2007 | X=0188.230-0209.270 | Y=0219.870-0229.190 | Nhất
P=2007 | X=0287.860-0371.310 | Y=0225.630-0234.950 | 199, cùng thuộc tờ
P=2007 | X=0287.860-0354.360 | Y=0235.270-0246.510 | bản đồ số 127)
P=2007 | X=0188.230-0273.310 | Y=0253.270-0264.510 | Giáp đường Thống
P=2007 | X=0188.230-0280.740 | Y=0266.670-0275.990 | Nhất 350m (hết thửa
P=2007 | X=0287.860-0379.420 | Y=0272.430-0281.750 | Hết tuyến (giáp thửa
P=2007 | X=0107.330-0265.220 | Y=0276.310-0287.550 | Đường Phan Thế đất số 241 và hết
P=2007 | X=0287.860-0377.510 | Y=0282.100-0293.340 | đất số 33, tờ bản đồ
P=2007 | X=0090.020-0106.660 | Y=0283.980-0293.300 | 153
P=2007 | X=0396.620-0421.670 | Y=0283.980-0293.300 | 1.500
P=2007 | X=0439.130-0464.180 | Y=0283.980-0293.300 | 1.100
P=2007 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 920
P=2007 | X=0188.230-0285.790 | Y=0287.860-0299.100 | thửa đất số 199, cùng
P=2007 | X=0107.330-0128.050 | Y=0289.740-0299.060 | Hiển
P=2007 | X=0287.860-0321.000 | Y=0295.500-0304.820 | số 130)
P=2007 | X=0188.230-0271.620 | Y=0299.380-0310.620 | thuộc tờ bản đồ số
P=2007 | X=0188.230-0208.150 | Y=0312.780-0322.100 | 127)
P=2007 | X=0287.860-0372.940 | Y=0328.900-0340.140 | Giáp đường Thống
P=2007 | X=0107.330-0183.000 | Y=0340.180-0351.420 | Đường Lam Sơn
P=2007 | X=0287.860-0388.870 | Y=0340.180-0351.420 | Nhất + 350m (thửa đất
P=2007 | X=0188.230-0274.990 | Y=0345.940-0357.180 | Giáp Đường Thống
P=2007 | X=0090.020-0177.250 | Y=0351.700-0362.940 | 154 (Đường vào núi
P=2007 | X=0287.860-0379.180 | Y=0351.700-0362.940 | số 93 và thửa đất số
P=2007 | X=0396.620-0421.670 | Y=0353.580-0362.900 | 2.300
P=2007 | X=0439.130-0464.180 | Y=0353.580-0362.900 | 1.600
P=2007 | X=0497.230-0522.280 | Y=0353.580-0362.900 | 1.400
P=2007 | X=0188.230-0209.270 | Y=0359.340-0368.660 | Nhất
P=2007 | X=0107.330-0138.520 | Y=0365.100-0374.420 | Bà Rá)
P=2007 | X=0287.860-0388.060 | Y=0365.100-0374.420 | 119,cùng thuộc tờ bản
P=2007 | X=0287.860-0334.920 | Y=0374.760-0386.000 | đồ số 127)
P=2007 | X=0188.230-0274.990 | Y=0392.760-0404.000 | Giáp Đường Thống
P=2007 | X=0188.230-0265.700 | Y=0406.160-0415.480 | Nhất 4 350m (hết
P=2007 | X=0107.330-0183.000 | Y=0410.040-0421.280 | Đường Lam Sơn
P=2007 | X=0188.230-0370.300 | Y=0415.800-0427.040 | thửa đất số 93 và hết Giáp ranh phường
P=2007 | X=0090.020-0177.250 | Y=0421.560-0432.800 | 155 (Đường vào núi
P=2007 | X=0396.620-0421.670 | Y=0423.440-0432.760 | 1.400
P=2007 | X=0447.290-0463.930 | Y=0423.440-0432.760 | 950
P=2007 | X=0505.390-0522.030 | Y=0423.440-0432.760 | 820
P=2007 | X=0188.230-0363.720 | Y=0427.320-0438.560 | thửa đất số 119, cùng Phước Long (cũ)
P=2007 | X=0107.330-0138.520 | Y=0434.960-0444.280 | Bà Rá)
P=2007 | X=0188.230-0271.620 | Y=0438.840-0450.080 | thuộc tờ bản đồ số
