TABLE=004 | AREA=Phường Long Bình | SECTION=non-agricultural | SEGMENTS=1
P=0160 | X=0091.940-0333.860 | Y=0176.410-0188.410 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0160 | X=0406.700-0431.750 | Y=0176.410-0185.730 | 6.700
P=0160 | X=0454.010-0479.060 | Y=0176.410-0185.730 | 4.700
P=0160 | X=0497.230-0522.280 | Y=0176.410-0185.730 | 4.000
P=0160 | X=0110.690-0364.000 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0160 | X=0110.690-0197.240 | Y=0206.230-0217.470 | >400m đến ≤600m.
P=0160 | X=0110.690-0333.860 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0160 | X=0110.690-0382.550 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0160 | X=0110.690-0377.950 | Y=0253.030-0264.270 | Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22, tờ BĐĐC
P=0160 | X=0110.690-0371.480 | Y=0264.550-0275.790 | số 67, phường Long Bình có hiện trạng là đường nhựa, bê
P=0160 | X=0091.940-0170.850 | Y=0276.070-0287.510 | 102 tông xi măng:
P=0160 | X=0406.700-0431.750 | Y=0278.190-0287.510 | 4.400
P=0160 | X=0454.010-0479.060 | Y=0278.190-0287.510 | 3.100
P=0160 | X=0497.230-0522.280 | Y=0278.190-0287.510 | 2.600
P=0160 | X=0110.690-0388.120 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0160 | X=0110.690-0334.330 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0160 | X=0110.690-0384.200 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0160 | X=0110.690-0387.580 | Y=0340.420-0351.660 | ra Đường Điểu Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số
P=0160 | X=0110.690-0355.880 | Y=0351.700-0362.940 | 22, tờ BĐĐC số 67, phường Long Bình có hiện trạng là
P=0160 | X=0091.940-0246.460 | Y=0363.220-0374.660 | 103 đường nhựa, bê tông xi măng:
P=0160 | X=0406.700-0431.750 | Y=0365.340-0374.660 | 9.100
P=0160 | X=0454.010-0479.060 | Y=0365.340-0374.660 | 6.400
P=0160 | X=0497.230-0522.280 | Y=0365.340-0374.660 | 5.500
P=0160 | X=0110.690-0333.600 | Y=0380.760-0392.000 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0160 | X=0110.690-0387.880 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0160 | X=0110.690-0384.200 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0160 | X=0110.690-0387.580 | Y=0427.560-0438.800 | ra Đường Điểu Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số
P=0160 | X=0110.690-0355.880 | Y=0439.080-0450.320 | 22, tờ BĐĐC số 67, phường Long Bình có hiện trạng là
P=0160 | X=0110.690-0246.460 | Y=0450.620-0461.860 | đường nhựa, bê tông xi măng:
P=0160 | X=0091.940-0333.860 | Y=0467.140-0479.380 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0160 | X=0406.700-0431.750 | Y=0467.140-0476.460 | 6.000
P=0160 | X=0454.010-0479.060 | Y=0467.140-0476.460 | 4.200
P=0160 | X=0497.230-0522.280 | Y=0467.140-0476.460 | 3.600
P=0160 | X=0110.690-0364.000 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0160 | X=0110.690-0197.240 | Y=0497.180-0508.420 | >400m đến ≤600m.
P=0160 | X=0110.690-0333.860 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0160 | X=0110.690-0384.200 | Y=0532.220-0543.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0160 | X=0110.690-0387.580 | Y=0543.770-0555.010 | ra Đường Điểu Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số
P=0160 | X=0110.690-0355.880 | Y=0555.290-0566.530 | 22, tờ BĐĐC số 67, phường Long Bình có hiện trạng là
P=0160 | X=0091.940-0246.460 | Y=0566.810-0578.250 | 105 đường nhựa, bê tông xi măng:
P=0160 | X=0406.700-0431.750 | Y=0568.930-0578.250 | 4.000
P=0160 | X=0454.010-0479.060 | Y=0568.930-0578.250 | 2.800
P=0160 | X=0497.230-0522.280 | Y=0568.930-0578.250 | 2.400
P=0160 | X=0110.690-0388.120 | Y=0584.330-0595.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0160 | X=0110.690-0336.980 | Y=0601.850-0613.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0160 | X=0301.800-0380.470 | Y=0619.630-0630.870 | Hết ranh thửa đất
P=0160 | X=0301.800-0385.670 | Y=0631.150-0642.390 | số 86, tờ BĐĐC số
P=0160 | X=0301.800-0381.090 | Y=0644.550-0653.870 | 76 về bên phải và
P=0160 | X=0091.940-0183.000 | Y=0654.190-0665.430 | 106 Đường Yết Kiêu
P=0160 | X=0301.800-0378.790 | Y=0654.190-0665.430 | hết ranh thửa đất
P=0160 | X=0219.670-0275.930 | Y=0656.070-0665.390 | Xa lộ Hà Nội
P=0160 | X=0401.180-0431.750 | Y=0656.070-0665.390 | 22.000
P=0160 | X=0448.490-0479.060 | Y=0656.070-0665.390 | 15.400
P=0160 | X=0491.710-0522.280 | Y=0656.070-0665.390 | 13.200
P=0160 | X=0301.800-0385.670 | Y=0665.710-0676.950 | số 17, tờ BĐĐC số
P=0160 | X=0301.800-0359.780 | Y=0679.110-0688.430 | 6 về bên trái,
P=0160 | X=0301.800-0385.880 | Y=0688.510-0699.750 | phường Long Bình
P=0160 | X=0091.940-0376.860 | Y=0706.290-0717.530 | 107 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết
P=0160 | X=0401.180-0431.750 | Y=0708.180-0717.500 | 13.400
P=0160 | X=0454.010-0479.060 | Y=0708.180-0717.500 | 9.400
P=0160 | X=0497.230-0522.280 | Y=0708.180-0717.500 | 8.000
P=0161 | X=0110.690-0369.870 | Y=0072.500-0083.740 | Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 86, tờ
P=0161 | X=0110.690-0387.100 | Y=0084.020-0095.260 | BĐĐC số 76 về bên phải và hết ranh thửa đất số 17, tờ BĐĐC
P=0161 | X=0110.690-0372.460 | Y=0095.540-0106.780 | số 6 về bên trái, phường Long Bình có hiện trạng là đường
P=0161 | X=0110.690-0213.800 | Y=0107.060-0118.300 | nhựa, bê tông xi măng:
P=0161 | X=0110.690-0333.600 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0161 | X=0110.690-0387.880 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0161 | X=0110.690-0376.860 | Y=0159.650-0170.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết
P=0161 | X=0110.690-0369.870 | Y=0171.170-0182.410 | Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 86, tờ
P=0161 | X=0110.690-0387.100 | Y=0182.690-0193.930 | BĐĐC số 76 về bên phải và hết ranh thửa đất số 17, tờ BĐĐC
P=0161 | X=0110.690-0372.460 | Y=0194.210-0205.450 | số 6 về bên trái, phường Long Bình có hiện trạng là đường
P=0161 | X=0110.690-0213.800 | Y=0205.750-0216.990 | nhựa, bê tông xi măng:
P=0161 | X=0091.940-0108.580 | Y=0216.750-0226.070 | 108
P=0161 | X=0406.700-0431.750 | Y=0216.750-0226.070 | 7.300
P=0161 | X=0454.010-0479.060 | Y=0216.750-0226.070 | 5.100
P=0161 | X=0497.230-0522.280 | Y=0216.750-0226.070 | 4.400
P=0161 | X=0110.690-0333.860 | Y=0223.270-0234.510 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0161 | X=0110.690-0364.000 | Y=0240.790-0252.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0161 | X=0110.690-0197.240 | Y=0252.310-0263.550 | >400m đến ≤600m.
P=0161 | X=0110.690-0333.860 | Y=0269.830-0281.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0161 | X=0110.690-0376.860 | Y=0287.620-0298.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết
P=0161 | X=0110.690-0369.870 | Y=0299.140-0310.380 | Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 86, tờ
P=0161 | X=0110.690-0387.100 | Y=0310.660-0321.900 | BĐĐC số 76 về bên phải và hết ranh thửa đất số 17, tờ BĐĐC
P=0161 | X=0110.690-0372.460 | Y=0321.940-0333.180 | số 6 về bên trái, phường Long Bình có hiện trạng là đường
P=0161 | X=0091.940-0108.580 | Y=0329.820-0339.140 | 109
P=0161 | X=0406.700-0431.750 | Y=0329.820-0339.140 | 4.400
P=0161 | X=0454.010-0479.060 | Y=0329.820-0339.140 | 3.100
P=0161 | X=0497.230-0522.280 | Y=0329.820-0339.140 | 2.600
P=0161 | X=0110.690-0213.800 | Y=0333.460-0344.700 | nhựa, bê tông xi măng:
P=0161 | X=0110.690-0388.120 | Y=0350.980-0362.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0161 | X=0110.690-0334.330 | Y=0368.520-0379.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0161 | X=0110.690-0384.200 | Y=0386.280-0397.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0161 | X=0110.690-0374.860 | Y=0397.800-0409.040 | ra Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa
P=0161 | X=0110.690-0385.900 | Y=0409.320-0420.560 | đất số 86, tờ BĐĐC số 76 về bên phải và hết ranh thửa đất số
P=0161 | X=0110.690-0363.580 | Y=0420.840-0432.080 | 17, tờ BĐĐC số 6 về bên trái, phường Long Bình có hiện
P=0161 | X=0091.940-0108.580 | Y=0428.720-0438.040 | 110
P=0161 | X=0401.180-0431.750 | Y=0428.720-0438.040 | 12.100
P=0161 | X=0454.010-0479.060 | Y=0428.720-0438.040 | 8.500
P=0161 | X=0497.230-0522.280 | Y=0428.720-0438.040 | 7.300
P=0161 | X=0110.690-0282.470 | Y=0432.360-0443.600 | trạng là đường nhựa, bê tông xi măng:
P=0161 | X=0110.690-0333.600 | Y=0449.900-0461.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0161 | X=0110.690-0387.880 | Y=0467.420-0478.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0161 | X=0110.690-0384.200 | Y=0485.180-0496.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0161 | X=0110.690-0374.860 | Y=0496.460-0507.700 | ra Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa
P=0161 | X=0110.690-0385.900 | Y=0507.980-0519.220 | đất số 86, tờ BĐĐC số 76 về bên phải và hết ranh thửa đất số
P=0161 | X=0110.690-0363.580 | Y=0519.500-0530.740 | 17, tờ BĐĐC số 6 về bên trái, phường Long Bình có hiện
P=0161 | X=0110.690-0282.470 | Y=0531.020-0542.260 | trạng là đường nhựa, bê tông xi măng:
P=0161 | X=0091.940-0108.580 | Y=0542.050-0551.370 | 111
P=0161 | X=0406.700-0431.750 | Y=0542.050-0551.370 | 6.600
P=0161 | X=0454.010-0479.060 | Y=0542.050-0551.370 | 4.600
P=0161 | X=0497.230-0522.280 | Y=0542.050-0551.370 | 4.000
P=0161 | X=0110.690-0333.860 | Y=0548.570-0559.810 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0161 | X=0110.690-0364.000 | Y=0566.090-0577.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0161 | X=0110.690-0197.240 | Y=0577.610-0588.850 | >400m đến ≤600m.
P=0161 | X=0110.690-0333.860 | Y=0595.130-0606.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0161 | X=0110.690-0384.200 | Y=0612.890-0624.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0161 | X=0110.690-0374.860 | Y=0624.430-0635.670 | ra Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa
P=0161 | X=0110.690-0385.900 | Y=0635.950-0647.190 | đất số 86, tờ BĐĐC số 76 về bên phải và hết ranh thửa đất số
P=0161 | X=0110.690-0363.580 | Y=0647.470-0658.710 | 17, tờ BĐĐC số 6 về bên trái, phường Long Bình có hiện
P=0161 | X=0091.940-0108.580 | Y=0655.350-0664.670 | 112
P=0161 | X=0406.700-0431.750 | Y=0655.350-0664.670 | 4.000
P=0161 | X=0454.010-0479.060 | Y=0655.350-0664.670 | 2.800
P=0161 | X=0497.230-0522.280 | Y=0655.350-0664.670 | 2.400
P=0161 | X=0110.690-0282.470 | Y=0658.750-0669.990 | trạng là đường nhựa, bê tông xi măng:
P=0161 | X=0110.690-0388.120 | Y=0676.270-0687.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0161 | X=0110.690-0337.010 | Y=0693.790-0705.030 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0162 | X=0301.800-0381.890 | Y=0078.500-0089.740 | Đường liên khu 3,
P=0162 | X=0091.940-0183.000 | Y=0090.020-0101.260 | 113 Đường Yết Kiêu
P=0162 | X=0301.800-0385.180 | Y=0090.020-0101.260 | 4, 5 (phường Long
P=0162 | X=0219.670-0275.930 | Y=0091.900-0101.220 | Xa lộ Hà Nội
P=0162 | X=0401.180-0431.750 | Y=0091.900-0101.220 | 23.700
P=0162 | X=0448.490-0479.060 | Y=0091.900-0101.220 | 16.600
P=0162 | X=0491.710-0522.280 | Y=0091.900-0101.220 | 14.200
P=0162 | X=0301.800-0325.790 | Y=0103.420-0112.740 | Bình)
P=0162 | X=0110.690-0376.860 | Y=0119.330-0130.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết
P=0162 | X=0110.690-0348.880 | Y=0130.850-0142.090 | Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0162 | X=0110.690-0380.120 | Y=0142.370-0153.610 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0162 | X=0091.940-0138.690 | Y=0153.650-0165.330 | 114 măng:
P=0162 | X=0401.180-0431.750 | Y=0156.010-0165.330 | 11.800
P=0162 | X=0454.010-0479.060 | Y=0156.010-0165.330 | 8.300
P=0162 | X=0497.230-0522.280 | Y=0156.010-0165.330 | 7.100
P=0162 | X=0110.690-0333.600 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0162 | X=0110.690-0387.880 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0162 | X=0110.690-0376.860 | Y=0206.470-0217.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết
P=0162 | X=0110.690-0348.880 | Y=0217.990-0229.230 | Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0162 | X=0110.690-0380.120 | Y=0229.510-0240.750 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0162 | X=0110.690-0138.690 | Y=0241.030-0252.270 | măng:
P=0162 | X=0091.940-0333.860 | Y=0257.550-0269.790 | 115 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0162 | X=0406.700-0431.750 | Y=0257.550-0266.870 | 7.700
P=0162 | X=0454.010-0479.060 | Y=0257.550-0266.870 | 5.400
P=0162 | X=0497.230-0522.280 | Y=0257.550-0266.870 | 4.600
P=0162 | X=0110.690-0364.000 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0162 | X=0110.690-0197.240 | Y=0287.620-0298.860 | >400m đến ≤600m.
P=0162 | X=0110.690-0333.880 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0162 | X=0110.690-0376.860 | Y=0322.900-0334.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết
P=0162 | X=0110.690-0348.880 | Y=0334.420-0345.660 | Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0162 | X=0110.690-0380.120 | Y=0345.700-0356.940 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0162 | X=0091.940-0138.690 | Y=0357.220-0368.660 | 116 măng:
P=0162 | X=0406.700-0431.750 | Y=0359.340-0368.660 | 4.600
P=0162 | X=0454.010-0479.060 | Y=0359.340-0368.660 | 3.200
P=0162 | X=0497.230-0522.280 | Y=0359.340-0368.660 | 2.800
P=0162 | X=0110.690-0388.150 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0162 | X=0110.690-0334.330 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0162 | X=0110.690-0384.200 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0162 | X=0110.690-0381.810 | Y=0421.560-0432.800 | ra Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu
P=0162 | X=0110.690-0378.700 | Y=0433.080-0444.320 | 3, 4, 5 (phường Long Bình) có hiện trạng là đường nhựa, bê
P=0162 | X=0091.940-0170.840 | Y=0444.600-0456.040 | 117 tông xi măng:
P=0162 | X=0401.180-0431.750 | Y=0446.720-0456.040 | 10.600
P=0162 | X=0454.010-0479.060 | Y=0446.720-0456.040 | 7.400
P=0162 | X=0497.230-0522.280 | Y=0446.720-0456.040 | 6.400
P=0162 | X=0110.690-0333.600 | Y=0462.140-0473.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0162 | X=0110.690-0387.880 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0162 | X=0110.690-0384.200 | Y=0497.420-0508.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0162 | X=0110.690-0381.810 | Y=0508.940-0520.180 | ra Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu
P=0162 | X=0110.690-0378.700 | Y=0520.220-0531.460 | 3, 4, 5 (phường Long Bình) có hiện trạng là đường nhựa, bê
P=0162 | X=0110.690-0170.850 | Y=0531.740-0542.980 | tông xi măng:
P=0162 | X=0091.940-0333.860 | Y=0548.530-0560.530 | 118 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0162 | X=0406.700-0431.750 | Y=0548.530-0557.850 | 6.900
P=0162 | X=0454.010-0479.060 | Y=0548.530-0557.850 | 4.800
P=0162 | X=0497.230-0522.280 | Y=0548.530-0557.850 | 4.100
P=0162 | X=0110.690-0364.000 | Y=0566.810-0578.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0162 | X=0110.690-0197.240 | Y=0578.330-0589.570 | >400m đến ≤600m.
P=0162 | X=0110.690-0333.860 | Y=0595.850-0607.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0162 | X=0110.690-0384.200 | Y=0613.610-0624.850 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0162 | X=0110.690-0381.810 | Y=0625.150-0636.390 | ra Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu
P=0162 | X=0110.690-0378.700 | Y=0636.670-0647.910 | 3, 4, 5 (phường Long Bình) có hiện trạng là đường nhựa, bê
P=0162 | X=0091.940-0170.850 | Y=0648.190-0659.630 | 119 tông xi măng:
P=0162 | X=0406.700-0431.750 | Y=0650.310-0659.630 | 4.100
P=0162 | X=0454.010-0479.060 | Y=0650.310-0659.630 | 2.900
P=0162 | X=0497.230-0522.280 | Y=0650.310-0659.630 | 2.500
P=0162 | X=0110.690-0388.120 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0162 | X=0110.690-0336.980 | Y=0683.230-0694.470 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0162 | X=0091.940-0275.930 | Y=0700.770-0712.010 | 120 Đường Lê Nguyên Đạt Xa lộ Hà Nội
P=0162 | X=0301.800-0381.890 | Y=0700.770-0712.010 | Đường liên khu 3,
P=0162 | X=0401.180-0431.750 | Y=0702.660-0711.980 | 23.700
P=0162 | X=0448.490-0479.060 | Y=0702.660-0711.980 | 16.600
P=0162 | X=0491.710-0522.280 | Y=0702.660-0711.980 | 14.200
P=0163 | X=0301.800-0385.180 | Y=0072.500-0083.740 | 4, 5 (phường Long
P=0163 | X=0301.800-0325.790 | Y=0085.900-0095.220 | Bình)
P=0163 | X=0110.690-0372.930 | Y=0101.780-0113.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0163 | X=0110.690-0381.780 | Y=0113.300-0124.540 | Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0163 | X=0110.690-0380.120 | Y=0124.850-0136.090 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0163 | X=0091.940-0138.690 | Y=0136.370-0147.810 | 121 măng:
P=0163 | X=0401.180-0431.750 | Y=0138.490-0147.810 | 11.800
P=0163 | X=0454.010-0479.060 | Y=0138.490-0147.810 | 8.300
P=0163 | X=0497.230-0522.280 | Y=0138.490-0147.810 | 7.100
P=0163 | X=0110.690-0333.600 | Y=0153.650-0164.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0163 | X=0110.690-0387.880 | Y=0171.170-0182.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0163 | X=0110.690-0372.930 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0163 | X=0110.690-0381.780 | Y=0200.470-0211.710 | Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0163 | X=0110.690-0380.120 | Y=0211.990-0223.230 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0163 | X=0110.690-0138.690 | Y=0223.510-0234.750 | măng:
P=0163 | X=0091.940-0333.860 | Y=0240.270-0252.270 | 122 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0163 | X=0406.700-0431.750 | Y=0240.270-0249.590 | 7.700
P=0163 | X=0454.010-0479.060 | Y=0240.270-0249.590 | 5.400
P=0163 | X=0497.230-0522.280 | Y=0240.270-0249.590 | 4.600
P=0163 | X=0110.690-0364.000 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0163 | X=0110.690-0197.240 | Y=0270.070-0281.310 | >400m đến ≤600m.
P=0163 | X=0110.690-0333.860 | Y=0287.620-0298.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0163 | X=0110.690-0372.930 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0163 | X=0110.690-0381.780 | Y=0316.900-0328.140 | Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0163 | X=0110.690-0380.120 | Y=0328.420-0339.660 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0163 | X=0091.940-0138.690 | Y=0339.700-0351.140 | 123 măng:
P=0163 | X=0406.700-0431.750 | Y=0341.820-0351.140 | 4.600
P=0163 | X=0454.010-0479.060 | Y=0341.820-0351.140 | 3.200
P=0163 | X=0497.230-0522.280 | Y=0341.820-0351.140 | 2.800
P=0163 | X=0110.690-0388.120 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0163 | X=0110.690-0334.330 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0163 | X=0110.690-0384.200 | Y=0392.520-0403.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0163 | X=0110.690-0373.670 | Y=0404.040-0415.280 | ra Đường Lê Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường
P=0163 | X=0110.690-0373.180 | Y=0415.560-0426.800 | liên khu 3, 4, 5 (phường Long Bình) có hiện trạng là đường
P=0163 | X=0091.940-0213.800 | Y=0427.080-0438.520 | 124 nhựa, bê tông xi măng:
P=0163 | X=0401.180-0431.750 | Y=0429.200-0438.520 | 10.600
P=0163 | X=0454.010-0479.060 | Y=0429.200-0438.520 | 7.400
P=0163 | X=0497.230-0522.280 | Y=0429.200-0438.520 | 6.400
P=0163 | X=0110.690-0333.600 | Y=0444.600-0455.840 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0163 | X=0110.690-0387.880 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0163 | X=0110.690-0384.200 | Y=0479.900-0491.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0163 | X=0110.690-0373.670 | Y=0491.420-0502.660 | ra Đường Lê Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường
P=0163 | X=0110.690-0373.180 | Y=0502.940-0514.180 | liên khu 3, 4, 5 (phường Long Bình) có hiện trạng là đường
P=0163 | X=0110.690-0213.800 | Y=0514.220-0525.460 | nhựa, bê tông xi măng:
P=0163 | X=0091.940-0333.860 | Y=0530.980-0542.980 | 125 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0163 | X=0406.700-0431.750 | Y=0530.980-0540.300 | 6.900
P=0163 | X=0454.010-0479.060 | Y=0530.980-0540.300 | 4.800
P=0163 | X=0497.230-0522.280 | Y=0530.980-0540.300 | 4.100
P=0163 | X=0110.690-0364.000 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0163 | X=0110.690-0197.270 | Y=0560.810-0572.050 | >400m đến ≤600m.
P=0163 | X=0110.690-0333.860 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0163 | X=0110.690-0384.200 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0163 | X=0110.690-0373.670 | Y=0607.610-0618.850 | ra Đường Lê Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường
P=0163 | X=0110.690-0373.180 | Y=0619.150-0630.390 | liên khu 3, 4, 5 (phường Long Bình) có hiện trạng là đường
P=0163 | X=0091.940-0213.800 | Y=0630.670-0642.110 | 126 nhựa, bê tông xi măng:
P=0163 | X=0406.700-0431.750 | Y=0632.790-0642.110 | 4.100
P=0163 | X=0454.010-0479.060 | Y=0632.790-0642.110 | 2.900
P=0163 | X=0497.230-0522.280 | Y=0632.790-0642.110 | 2.500
P=0163 | X=0110.690-0388.120 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0163 | X=0110.690-0336.980 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0163 | X=0219.670-0265.390 | Y=0683.470-0694.710 | Đường Lê
P=0163 | X=0301.800-0380.860 | Y=0691.110-0700.430 | Hết thửa 12 tờ 90
P=0163 | X=0091.940-0272.430 | Y=0694.750-0705.990 | 127 Đường liên khu 3, 4, 5 Nguyên Đạt
P=0163 | X=0401.180-0431.750 | Y=0696.630-0705.950 | 21.300
P=0163 | X=0448.490-0479.060 | Y=0696.630-0705.950 | 14.900
P=0163 | X=0491.710-0522.280 | Y=0696.630-0705.950 | 12.800
