TABLE=018 | AREA=Xã Phước An | SECTION=non-agricultural | SEGMENTS=1
P=0599 | X=0113.570-0366.880 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0599 | X=0113.570-0208.520 | Y=0276.070-0287.310 | >500m đến ≤1.000m.
P=0599 | X=0113.570-0336.740 | Y=0293.620-0304.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0599 | X=0113.570-0361.890 | Y=0311.380-0322.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0599 | X=0113.570-0382.310 | Y=0322.900-0334.140 | Nguyễn Thị Chơn đoạn từ Hết Trường THCS Phước An đến
P=0599 | X=0113.570-0386.590 | Y=0334.420-0345.660 | Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông
P=0599 | X=0113.570-0151.400 | Y=0345.700-0356.940 | xi măng:
P=0599 | X=0093.140-0109.780 | Y=0353.580-0362.900 | 109
P=0599 | X=0405.980-0431.030 | Y=0353.580-0362.900 | 1.600
P=0599 | X=0453.770-0478.820 | Y=0353.580-0362.900 | 1.100
P=0599 | X=0505.390-0522.030 | Y=0353.580-0362.900 | 960
P=0599 | X=0113.570-0354.680 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0599 | X=0113.570-0155.710 | Y=0376.640-0385.960 | >1.000m.
P=0599 | X=0113.570-0337.210 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0599 | X=0113.570-0387.080 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0599 | X=0113.570-0360.840 | Y=0421.560-0432.800 | ra Đường Nguyễn Thị Chơn đoạn từ Hết Trường THCS
P=0599 | X=0113.570-0389.260 | Y=0433.080-0444.320 | Phước An đến Đường Lê Hồng Phong có hiện trạng là đường
P=0599 | X=0093.140-0216.680 | Y=0444.600-0456.040 | 110 nhựa, bê tông xi măng:
P=0599 | X=0405.980-0431.030 | Y=0446.720-0456.040 | 2.600
P=0599 | X=0453.770-0478.820 | Y=0446.720-0456.040 | 1.800
P=0599 | X=0497.230-0522.280 | Y=0446.720-0456.040 | 1.600
P=0599 | X=0113.570-0344.650 | Y=0462.140-0473.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0599 | X=0113.570-0390.760 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0599 | X=0113.570-0387.080 | Y=0497.420-0508.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0599 | X=0113.570-0360.840 | Y=0508.940-0520.180 | ra Đường Nguyễn Thị Chơn đoạn từ Hết Trường THCS
P=0599 | X=0113.570-0389.260 | Y=0520.220-0531.460 | Phước An đến Đường Lê Hồng Phong có hiện trạng là đường
P=0599 | X=0113.570-0216.680 | Y=0531.740-0542.980 | nhựa, bê tông xi măng:
P=0599 | X=0093.140-0345.120 | Y=0548.530-0560.530 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0599 | X=0405.980-0431.030 | Y=0548.530-0557.850 | 2.000
P=0599 | X=0453.770-0478.820 | Y=0548.530-0557.850 | 1.400
P=0599 | X=0497.230-0522.280 | Y=0548.530-0557.850 | 1.200
P=0599 | X=0113.570-0366.880 | Y=0566.810-0578.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0599 | X=0113.570-0208.520 | Y=0578.330-0589.570 | >500m đến ≤1.000m.
P=0599 | X=0113.570-0336.740 | Y=0595.850-0607.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0599 | X=0113.570-0387.080 | Y=0613.610-0624.850 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0599 | X=0113.570-0360.840 | Y=0625.150-0636.390 | ra Đường Nguyễn Thị Chơn đoạn từ Hết Trường THCS
P=0599 | X=0113.570-0389.260 | Y=0636.670-0647.910 | Phước An đến Đường Lê Hồng Phong có hiện trạng là đường
P=0599 | X=0113.570-0216.680 | Y=0648.190-0659.430 | nhựa, bê tông xi măng:
P=0599 | X=0093.140-0109.780 | Y=0656.070-0665.390 | 112
P=0599 | X=0405.980-0431.030 | Y=0656.070-0665.390 | 1.400
P=0599 | X=0461.930-0478.570 | Y=0656.070-0665.390 | 980
P=0599 | X=0505.390-0522.030 | Y=0656.070-0665.390 | 840
P=0599 | X=0113.570-0354.680 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0599 | X=0113.570-0155.710 | Y=0679.110-0688.430 | >1.000m.
P=0599 | X=0113.570-0337.230 | Y=0694.510-0705.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0600 | X=0304.680-0383.350 | Y=0078.500-0089.740 | Hết ranh thửa đất
P=0600 | X=0304.680-0380.840 | Y=0090.020-0101.260 | số 355, tờ BĐĐC
P=0600 | X=0304.680-0389.250 | Y=0103.420-0112.740 | số 107 về bên phải
P=0600 | X=0223.030-0281.470 | Y=0107.300-0118.540 | Đường Hùng
P=0600 | X=0304.680-0378.470 | Y=0114.940-0124.260 | và hết ranh thửa
P=0600 | X=0093.140-0191.190 | Y=0118.850-0130.090 | 113 Đường Rạch Mới
P=0600 | X=0223.030-0302.110 | Y=0118.850-0130.090 | Vương (đoạn qua
P=0600 | X=0405.980-0431.030 | Y=0120.730-0130.050 | 6.200
P=0600 | X=0453.770-0478.820 | Y=0120.730-0130.050 | 4.300
P=0600 | X=0497.230-0522.280 | Y=0120.730-0130.050 | 3.700
P=0600 | X=0304.680-0366.520 | Y=0124.610-0135.850 | đất số 344, tờ
P=0600 | X=0223.030-0285.440 | Y=0130.370-0141.610 | xã Phước An)
P=0600 | X=0304.680-0379.420 | Y=0136.130-0147.370 | BĐĐC số 107 về
P=0600 | X=0304.680-0387.740 | Y=0147.410-0158.650 | bên trái, xã Phước
P=0600 | X=0304.680-0317.000 | Y=0160.810-0170.130 | An
P=0600 | X=0113.570-0388.070 | Y=0176.690-0187.930 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Rạch
P=0600 | X=0113.570-0375.700 | Y=0188.210-0199.450 | Mới đoạn từ Đường Hùng Vương (đoạn qua xã Phước An)
P=0600 | X=0113.570-0377.500 | Y=0199.750-0210.990 | đến Hết ranh thửa đất số 355, tờ BĐĐC số 107 về bên phải
P=0600 | X=0113.570-0381.310 | Y=0211.270-0222.510 | và hết ranh thửa đất số 344, tờ BĐĐC số 107 về bên trái, xã
P=0600 | X=0093.140-0109.780 | Y=0219.150-0228.470 | 114
P=0600 | X=0405.980-0431.030 | Y=0219.150-0228.470 | 2.700
P=0600 | X=0453.770-0478.820 | Y=0219.150-0228.470 | 1.900
P=0600 | X=0497.230-0522.280 | Y=0219.150-0228.470 | 1.600
P=0600 | X=0113.570-0368.420 | Y=0222.790-0234.030 | Phước An có hiện trạng là đường nhựa, bê tông xi măng:
P=0600 | X=0113.570-0344.650 | Y=0240.310-0251.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0600 | X=0113.570-0390.760 | Y=0257.830-0269.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0600 | X=0113.570-0388.070 | Y=0275.590-0286.830 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Rạch
P=0600 | X=0113.570-0375.700 | Y=0287.140-0298.380 | Mới đoạn từ Đường Hùng Vương (đoạn qua xã Phước An)
P=0600 | X=0113.570-0377.500 | Y=0298.660-0309.900 | đến Hết ranh thửa đất số 355, tờ BĐĐC số 107 về bên phải
P=0600 | X=0113.570-0381.310 | Y=0309.940-0321.180 | và hết ranh thửa đất số 344, tờ BĐĐC số 107 về bên trái, xã
P=0600 | X=0113.570-0368.420 | Y=0321.460-0332.700 | Phước An có hiện trạng là đường nhựa, bê tông xi măng:
P=0600 | X=0093.140-0109.780 | Y=0332.460-0341.780 | 115
P=0600 | X=0405.980-0431.030 | Y=0332.460-0341.780 | 2.100
P=0600 | X=0453.770-0478.820 | Y=0332.460-0341.780 | 1.500
P=0600 | X=0497.230-0522.280 | Y=0332.460-0341.780 | 1.300
P=0600 | X=0113.570-0345.120 | Y=0338.980-0350.220 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0600 | X=0113.570-0366.880 | Y=0356.500-0367.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0600 | X=0113.570-0208.520 | Y=0368.040-0379.280 | >500m đến ≤1.000m.
P=0600 | X=0113.570-0336.740 | Y=0385.560-0396.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0600 | X=0113.570-0388.070 | Y=0403.320-0414.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Rạch
P=0600 | X=0113.570-0375.700 | Y=0414.840-0426.080 | Mới đoạn từ Đường Hùng Vương (đoạn qua xã Phước An)
P=0600 | X=0113.570-0377.500 | Y=0426.360-0437.600 | đến Hết ranh thửa đất số 355, tờ BĐĐC số 107 về bên phải
P=0600 | X=0113.570-0381.310 | Y=0437.880-0449.120 | và hết ranh thửa đất số 344, tờ BĐĐC số 107 về bên trái, xã
P=0600 | X=0093.140-0368.420 | Y=0449.420-0460.860 | 116 Phước An có hiện trạng là đường nhựa, bê tông xi măng:
P=0600 | X=0405.980-0431.030 | Y=0451.540-0460.860 | 1.500
P=0600 | X=0453.770-0478.820 | Y=0451.540-0460.860 | 1.100
P=0600 | X=0505.390-0522.030 | Y=0451.540-0460.860 | 900
P=0600 | X=0113.570-0354.680 | Y=0466.940-0478.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0600 | X=0113.570-0155.710 | Y=0480.100-0489.420 | >1.000m.
P=0600 | X=0113.570-0337.210 | Y=0495.740-0506.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0600 | X=0113.570-0387.080 | Y=0513.500-0524.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0600 | X=0113.570-0382.790 | Y=0525.020-0536.260 | ra Đường Rạch Mới đoạn từ Đường Hùng Vương (đoạn qua
P=0600 | X=0113.570-0387.820 | Y=0536.570-0547.810 | xã Phước An) đến Hết ranh thửa đất số 355, tờ BĐĐC số 107
P=0600 | X=0113.570-0383.500 | Y=0548.090-0559.330 | về bên phải và hết ranh thửa đất số 344, tờ BĐĐC số 107 về
P=0600 | X=0093.140-0390.190 | Y=0559.610-0571.050 | 117 bên trái, xã Phước An có hiện trạng là đường nhựa, bê tông xi
P=0600 | X=0405.980-0431.030 | Y=0561.730-0571.050 | 2.400
P=0600 | X=0453.770-0478.820 | Y=0561.730-0571.050 | 1.700
P=0600 | X=0497.230-0522.280 | Y=0561.730-0571.050 | 1.400
P=0600 | X=0113.570-0141.570 | Y=0571.130-0582.370 | măng:
P=0600 | X=0113.570-0344.650 | Y=0588.650-0599.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0600 | X=0113.570-0390.760 | Y=0606.170-0617.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0600 | X=0113.570-0387.080 | Y=0623.950-0635.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0600 | X=0113.570-0382.790 | Y=0635.470-0646.710 | ra Đường Rạch Mới đoạn từ Đường Hùng Vương (đoạn qua
P=0600 | X=0113.570-0387.820 | Y=0646.750-0657.990 | xã Phước An) đến Hết ranh thửa đất số 355, tờ BĐĐC số 107
P=0600 | X=0093.140-0383.500 | Y=0658.270-0672.590 | 118 về bên phải và hết ranh thửa đất số 344, tờ BĐĐC số 107 về
P=0600 | X=0405.980-0431.030 | Y=0663.270-0672.590 | 1.900
P=0600 | X=0453.770-0478.820 | Y=0663.270-0672.590 | 1.300
P=0600 | X=0497.230-0522.280 | Y=0663.270-0672.590 | 1.100
P=0600 | X=0113.570-0390.190 | Y=0669.790-0681.030 | bên trái, xã Phước An có hiện trạng là đường nhựa, bê tông xi
P=0600 | X=0113.570-0141.570 | Y=0681.310-0692.550 | măng:
P=0600 | X=0113.570-0345.120 | Y=0698.830-0710.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0601 | X=0113.570-0366.880 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0601 | X=0113.570-0208.520 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=0601 | X=0113.570-0336.740 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0601 | X=0113.570-0387.080 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0601 | X=0113.570-0382.790 | Y=0136.850-0148.090 | ra Đường Rạch Mới đoạn từ Đường Hùng Vương (đoạn qua
P=0601 | X=0113.570-0387.820 | Y=0148.370-0159.610 | xã Phước An) đến Hết ranh thửa đất số 355, tờ BĐĐC số 107
P=0601 | X=0113.570-0383.500 | Y=0159.650-0170.890 | về bên phải và hết ranh thửa đất số 344, tờ BĐĐC số 107 về
P=0601 | X=0113.570-0390.190 | Y=0171.170-0182.410 | bên trái, xã Phước An có hiện trạng là đường nhựa, bê tông xi
P=0601 | X=0093.140-0109.780 | Y=0179.050-0188.370 | 119
P=0601 | X=0405.980-0431.030 | Y=0179.050-0188.370 | 1.400
P=0601 | X=0461.930-0478.570 | Y=0179.050-0188.370 | 980
P=0601 | X=0505.390-0522.030 | Y=0179.050-0188.370 | 840
P=0601 | X=0113.570-0141.570 | Y=0182.690-0193.930 | măng:
P=0601 | X=0113.570-0354.680 | Y=0200.230-0211.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0601 | X=0113.570-0155.710 | Y=0213.630-0222.950 | >1.000m.
P=0601 | X=0113.570-0337.210 | Y=0229.270-0240.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0601 | X=0304.680-0389.900 | Y=0247.030-0258.270 | Hết ranh xã Phước
P=0601 | X=0223.030-0280.470 | Y=0248.910-0258.230 | Giáp ranh xã
P=0601 | X=0093.140-0189.260 | Y=0252.790-0264.030 | 120 Đường Trần Phú
P=0601 | X=0405.980-0431.030 | Y=0254.670-0263.990 | 7.100
P=0601 | X=0453.770-0478.810 | Y=0254.670-0263.990 | 5.000
P=0601 | X=0497.230-0522.280 | Y=0254.670-0263.990 | 4.300
P=0601 | X=0223.030-0276.660 | Y=0258.550-0269.790 | Nhơn Trạch
P=0601 | X=0304.680-0317.000 | Y=0260.430-0269.750 | An
P=0601 | X=0113.570-0385.430 | Y=0276.310-0287.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0601 | X=0113.570-0358.990 | Y=0287.860-0299.100 | Phú đoạn từ Giáp ranh xã Nhơn Trạch đến Hết ranh xã
P=0601 | X=0113.570-0368.420 | Y=0299.380-0310.620 | Phước An có hiện trạng là đường nhựa, bê tông xi măng:
P=0601 | X=0093.140-0109.780 | Y=0307.260-0316.580 | 121
P=0601 | X=0405.980-0431.030 | Y=0307.260-0316.580 | 3.000
P=0601 | X=0453.770-0478.820 | Y=0307.260-0316.580 | 2.100
P=0601 | X=0497.230-0522.280 | Y=0307.260-0316.580 | 1.800
P=0601 | X=0113.570-0344.650 | Y=0316.900-0328.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0601 | X=0113.570-0390.760 | Y=0334.420-0345.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0601 | X=0113.570-0385.430 | Y=0351.940-0363.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0601 | X=0113.570-0358.990 | Y=0363.460-0374.700 | Phú đoạn từ Giáp ranh xã Nhơn Trạch đến Hết ranh xã
P=0601 | X=0113.570-0368.420 | Y=0375.000-0386.240 | Phước An có hiện trạng là đường nhựa, bê tông xi măng:
P=0601 | X=0093.140-0345.120 | Y=0392.520-0406.840 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0601 | X=0405.980-0431.030 | Y=0397.520-0406.840 | 2.400
P=0601 | X=0453.770-0478.820 | Y=0397.520-0406.840 | 1.700
P=0601 | X=0497.230-0522.280 | Y=0397.520-0406.840 | 1.400
P=0601 | X=0113.570-0366.880 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0601 | X=0113.570-0208.520 | Y=0421.560-0432.800 | >500m đến ≤1.000m.
P=0601 | X=0113.570-0336.740 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0601 | X=0113.570-0385.430 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0601 | X=0113.570-0358.990 | Y=0468.380-0479.620 | Phú đoạn từ Giáp ranh xã Nhơn Trạch đến Hết ranh xã
P=0601 | X=0113.570-0368.420 | Y=0479.900-0491.140 | Phước An có hiện trạng là đường nhựa, bê tông xi măng:
P=0601 | X=0093.140-0109.780 | Y=0493.540-0502.860 | 123
P=0601 | X=0405.980-0431.030 | Y=0493.540-0502.860 | 1.800
P=0601 | X=0453.770-0478.820 | Y=0493.540-0502.860 | 1.300
P=0601 | X=0497.230-0522.280 | Y=0493.540-0502.860 | 1.100
P=0601 | X=0113.570-0354.680 | Y=0497.420-0508.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0601 | X=0113.570-0155.710 | Y=0510.820-0520.140 | >1.000m.
P=0601 | X=0113.570-0337.210 | Y=0526.220-0537.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0601 | X=0113.570-0387.080 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0601 | X=0113.570-0373.660 | Y=0555.530-0566.770 | ra Đường Trần Phú đoạn từ Giáp ranh xã Nhơn Trạch đến
P=0601 | X=0113.570-0382.520 | Y=0567.050-0578.290 | Hết ranh xã Phước An có hiện trạng là đường nhựa, bê tông
P=0601 | X=0093.140-0151.400 | Y=0578.570-0590.010 | 124 xi măng:
P=0601 | X=0405.980-0431.030 | Y=0580.690-0590.010 | 2.700
P=0601 | X=0453.770-0478.820 | Y=0580.690-0590.010 | 1.800
P=0601 | X=0497.230-0522.280 | Y=0580.690-0590.010 | 1.600
P=0601 | X=0113.570-0344.650 | Y=0596.090-0607.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0601 | X=0113.570-0390.760 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0601 | X=0113.570-0387.080 | Y=0631.390-0642.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0601 | X=0113.570-0373.660 | Y=0642.910-0654.150 | ra Đường Trần Phú đoạn từ Giáp ranh xã Nhơn Trạch đến
P=0601 | X=0113.570-0382.520 | Y=0654.430-0665.670 | Hết ranh xã Phước An có hiện trạng là đường nhựa, bê tông
P=0601 | X=0093.140-0151.400 | Y=0665.950-0677.390 | 125 xi măng:
P=0601 | X=0405.980-0431.030 | Y=0668.070-0677.390 | 2.200
P=0601 | X=0453.770-0478.820 | Y=0668.070-0677.390 | 1.500
P=0601 | X=0497.230-0522.280 | Y=0668.070-0677.390 | 1.300
P=0601 | X=0113.570-0345.120 | Y=0683.470-0694.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0601 | X=0113.570-0366.880 | Y=0700.770-0712.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0602 | X=0113.570-0208.520 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=0602 | X=0113.570-0336.740 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0602 | X=0113.570-0387.080 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0602 | X=0113.570-0373.660 | Y=0119.330-0130.570 | ra Đường Trần Phú đoạn từ Giáp ranh xã Nhơn Trạch đến
P=0602 | X=0113.570-0382.520 | Y=0130.850-0142.090 | Hết ranh xã Phước An có hiện trạng là đường nhựa, bê tông
P=0602 | X=0113.570-0151.400 | Y=0142.370-0153.610 | xi măng:
P=0602 | X=0093.140-0109.780 | Y=0150.250-0159.570 | 126
P=0602 | X=0405.980-0431.030 | Y=0150.250-0159.570 | 1.600
P=0602 | X=0453.770-0478.820 | Y=0150.250-0159.570 | 1.100
P=0602 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 960
P=0602 | X=0113.570-0354.680 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0602 | X=0113.570-0155.710 | Y=0173.050-0182.370 | >1.000m.
P=0602 | X=0113.570-0337.210 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0602 | X=0223.030-0288.390 | Y=0206.470-0217.710 | Ngã năm vòng
P=0602 | X=0113.570-0202.150 | Y=0212.230-0223.470 | Đường Huỳnh Thúc
P=0602 | X=0304.680-0363.090 | Y=0212.230-0223.470 | Đường Hùng
P=0602 | X=0223.030-0296.110 | Y=0217.990-0229.230 | xoay đường vào
P=0602 | X=0093.140-0109.780 | Y=0219.870-0229.190 | 127
P=0602 | X=0405.980-0431.030 | Y=0219.870-0229.190 | 8.500
P=0602 | X=0453.770-0478.820 | Y=0219.870-0229.190 | 6.000
P=0602 | X=0497.230-0522.280 | Y=0219.870-0229.190 | 5.100
P=0602 | X=0304.680-0335.960 | Y=0223.750-0234.990 | Vương
P=0602 | X=0113.570-0142.460 | Y=0225.630-0234.950 | Kháng
P=0602 | X=0223.030-0293.220 | Y=0229.510-0240.750 | cảng Phước An
P=0602 | X=0113.570-0361.890 | Y=0247.270-0258.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0602 | X=0113.570-0380.130 | Y=0258.790-0270.030 | Huỳnh Thúc Kháng đoạn từ Ngã năm vòng xoay đường vào
P=0602 | X=0113.570-0369.310 | Y=0270.310-0281.550 | cảng Phước An đến Đường Hùng Vương có hiện trạng là
P=0602 | X=0093.140-0249.340 | Y=0281.860-0293.300 | 128 đường nhựa, bê tông xi măng:
P=0602 | X=0405.980-0431.030 | Y=0283.980-0293.300 | 3.400
P=0602 | X=0453.770-0478.820 | Y=0283.980-0293.300 | 2.400
P=0602 | X=0497.230-0522.280 | Y=0283.980-0293.300 | 2.000
P=0602 | X=0113.570-0344.650 | Y=0299.380-0310.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0602 | X=0113.570-0390.760 | Y=0316.900-0328.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0602 | X=0113.570-0361.890 | Y=0334.660-0345.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0602 | X=0113.570-0380.130 | Y=0345.940-0357.180 | Huỳnh Thúc Kháng đoạn từ Ngã năm vòng xoay đường vào
P=0602 | X=0113.570-0369.310 | Y=0357.460-0368.700 | cảng Phước An đến Đường Hùng Vương có hiện trạng là
P=0602 | X=0113.570-0249.340 | Y=0369.000-0380.240 | đường nhựa, bê tông xi măng:
P=0602 | X=0093.140-0345.120 | Y=0385.760-0397.760 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0602 | X=0405.980-0431.030 | Y=0385.760-0395.080 | 2.600
P=0602 | X=0453.770-0478.820 | Y=0385.760-0395.080 | 1.800
P=0602 | X=0497.230-0522.280 | Y=0385.760-0395.080 | 1.600
P=0602 | X=0113.570-0366.880 | Y=0404.040-0415.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0602 | X=0113.570-0208.520 | Y=0415.560-0426.800 | >500m đến ≤1.000m.
P=0602 | X=0113.570-0336.740 | Y=0433.080-0444.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0602 | X=0113.570-0361.890 | Y=0450.860-0462.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0602 | X=0113.570-0380.130 | Y=0462.380-0473.620 | Huỳnh Thúc Kháng đoạn từ Ngã năm vòng xoay đường vào
P=0602 | X=0113.570-0369.310 | Y=0473.900-0485.140 | cảng Phước An đến Đường Hùng Vương có hiện trạng là
P=0602 | X=0113.570-0249.340 | Y=0485.420-0496.660 | đường nhựa, bê tông xi măng:
P=0602 | X=0093.140-0109.780 | Y=0493.300-0502.620 | 130
P=0602 | X=0405.980-0431.030 | Y=0493.300-0502.620 | 1.800
P=0602 | X=0453.770-0478.820 | Y=0493.300-0502.620 | 1.300
P=0602 | X=0497.230-0522.280 | Y=0493.300-0502.620 | 1.100
P=0602 | X=0113.570-0354.680 | Y=0502.940-0514.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0602 | X=0113.570-0155.710 | Y=0516.100-0525.420 | >1.000m.
P=0602 | X=0113.570-0337.210 | Y=0531.740-0542.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0602 | X=0113.570-0387.080 | Y=0549.530-0560.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0602 | X=0113.570-0374.270 | Y=0561.050-0572.290 | ra Đường Huỳnh Thúc Kháng đoạn từ Ngã năm vòng xoay
P=0602 | X=0113.570-0384.710 | Y=0572.570-0583.810 | đường vào cảng Phước An đến Đường Hùng Vương có hiện
P=0602 | X=0093.140-0285.350 | Y=0584.090-0595.530 | 131 trạng là đường nhựa, bê tông xi măng:
P=0602 | X=0405.980-0431.030 | Y=0586.210-0595.530 | 3.100
P=0602 | X=0453.770-0478.820 | Y=0586.210-0595.530 | 2.200
P=0602 | X=0497.230-0522.280 | Y=0586.210-0595.530 | 1.900
P=0602 | X=0113.570-0344.650 | Y=0601.610-0612.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0602 | X=0113.570-0390.760 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0602 | X=0113.570-0387.080 | Y=0636.910-0648.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0602 | X=0113.570-0374.270 | Y=0648.430-0659.670 | ra Đường Huỳnh Thúc Kháng đoạn từ Ngã năm vòng xoay
P=0602 | X=0113.570-0384.710 | Y=0659.950-0671.190 | đường vào cảng Phước An đến Đường Hùng Vương có hiện
P=0602 | X=0093.140-0285.350 | Y=0671.470-0682.910 | 132 trạng là đường nhựa, bê tông xi măng:
P=0602 | X=0405.980-0431.030 | Y=0673.590-0682.910 | 2.300
P=0602 | X=0453.770-0478.820 | Y=0673.590-0682.910 | 1.600
P=0602 | X=0497.230-0522.280 | Y=0673.590-0682.910 | 1.400
P=0602 | X=0113.570-0345.120 | Y=0688.750-0699.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0602 | X=0113.570-0366.880 | Y=0706.290-0717.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0603 | X=0113.570-0208.520 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=0603 | X=0113.570-0336.740 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0603 | X=0113.570-0387.080 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0603 | X=0113.570-0374.270 | Y=0119.330-0130.570 | ra Đường Huỳnh Thúc Kháng đoạn từ Ngã năm vòng xoay
P=0603 | X=0113.570-0384.710 | Y=0130.850-0142.090 | đường vào cảng Phước An đến Đường Hùng Vương có hiện
P=0603 | X=0113.570-0285.350 | Y=0142.370-0153.610 | trạng là đường nhựa, bê tông xi măng:
P=0603 | X=0093.140-0109.780 | Y=0150.250-0159.570 | 133
P=0603 | X=0405.980-0431.030 | Y=0150.250-0159.570 | 1.600
P=0603 | X=0453.770-0478.820 | Y=0150.250-0159.570 | 1.100
