TABLE=029 | AREA=Xã Xuân Định | SECTION=non-agricultural | SEGMENTS=1
P=1063 | X=0106.850-0382.070 | Y=0229.990-0241.230 | Quốc lộ 1 đoạn từ Ranh xã Bảo Hòa cũ đến Hết giáo xứ Xuân
P=1063 | X=0106.850-0337.200 | Y=0241.510-0252.750 | Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=1063 | X=0092.900-0104.020 | Y=0249.390-0258.710 | 28
P=1063 | X=0423.050-0439.690 | Y=0249.390-0258.710 | 720
P=1063 | X=0459.290-0475.930 | Y=0249.390-0258.710 | 500
P=1063 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 430
P=1063 | X=0106.850-0392.640 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1063 | X=0106.850-0330.490 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1063 | X=0228.100-0394.550 | Y=0296.220-0305.540 | Hết giáo xứ Xuân Qua UBND xã Bảo
P=1063 | X=0092.900-0149.890 | Y=0301.980-0311.300 | 29 Quốc lộ 1
P=1063 | X=0414.860-0439.910 | Y=0301.980-0311.300 | 4.400
P=1063 | X=0451.130-0476.180 | Y=0301.980-0311.300 | 3.100
P=1063 | X=0497.230-0522.280 | Y=0301.980-0311.300 | 2.600
P=1063 | X=0310.440-0369.960 | Y=0305.860-0317.100 | Hòa cũ 300m
P=1063 | X=0228.100-0248.810 | Y=0307.740-0317.060 | Bình
P=1063 | X=0106.850-0391.430 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn
P=1063 | X=0106.850-0388.950 | Y=0335.140-0346.380 | từ Hết giáo xứ Xuân Bình đến Qua UBND xã Bảo Hòa cũ 300m
P=1063 | X=0106.850-0313.700 | Y=0346.660-0357.900 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1063 | X=0092.900-0104.020 | Y=0354.540-0363.860 | 30
P=1063 | X=0414.860-0439.910 | Y=0354.540-0363.860 | 1.700
P=1063 | X=0451.130-0476.180 | Y=0354.540-0363.860 | 1.200
P=1063 | X=0497.230-0522.280 | Y=0354.540-0363.860 | 1.000
P=1063 | X=0106.850-0337.930 | Y=0363.940-0375.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1063 | X=0106.850-0384.020 | Y=0381.480-0392.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1063 | X=0106.850-0391.430 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn
P=1063 | X=0106.850-0388.930 | Y=0410.760-0422.000 | từ Hết giáo xứ Xuân Bình đến Qua UBND xã Bảo Hòa cũ 300m
P=1063 | X=0106.850-0313.700 | Y=0422.280-0433.520 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1063 | X=0092.900-0338.400 | Y=0439.800-0454.120 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1063 | X=0414.860-0439.910 | Y=0444.800-0454.120 | 1.000
P=1063 | X=0459.290-0475.930 | Y=0444.800-0454.120 | 700
P=1063 | X=0505.390-0522.030 | Y=0444.800-0454.120 | 600
P=1063 | X=0106.850-0393.740 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1063 | X=0106.850-0167.970 | Y=0468.860-0480.100 | đến ≤1.000m.
P=1063 | X=0106.850-0330.040 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1063 | X=0106.850-0391.430 | Y=0504.140-0515.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn
P=1063 | X=0106.850-0388.930 | Y=0515.660-0526.900 | từ Hết giáo xứ Xuân Bình đến Qua UBND xã Bảo Hòa cũ 300m
P=1063 | X=0106.850-0313.700 | Y=0527.180-0538.420 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1063 | X=0092.900-0104.020 | Y=0535.090-0544.410 | 32
P=1063 | X=0423.050-0439.690 | Y=0535.090-0544.410 | 800
P=1063 | X=0459.290-0475.930 | Y=0535.090-0544.410 | 560
P=1063 | X=0505.390-0522.030 | Y=0535.090-0544.410 | 480
P=1063 | X=0106.850-0392.640 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1063 | X=0106.850-0330.490 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1063 | X=0106.850-0392.110 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1063 | X=0106.850-0397.420 | Y=0591.290-0602.530 | Quốc lộ 1 đoạn từ Hết giáo xứ Xuân Bình đến Qua UBND xã Bảo
P=1063 | X=0106.850-0376.110 | Y=0602.810-0614.050 | Hòa cũ 300m có hiện trạng là đường nhựa, bê tông xi măng:
P=1063 | X=0092.900-0104.020 | Y=0610.690-0620.010 | 33
P=1063 | X=0414.860-0439.910 | Y=0610.690-0620.010 | 1.700
P=1063 | X=0451.130-0476.180 | Y=0610.690-0620.010 | 1.100
P=1063 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 900
P=1063 | X=0106.850-0337.930 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1063 | X=0106.850-0384.020 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1063 | X=0106.850-0392.110 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1063 | X=0106.850-0397.420 | Y=0667.150-0678.390 | Quốc lộ 1 đoạn từ Hết giáo xứ Xuân Bình đến Qua UBND xã Bảo
P=1063 | X=0092.900-0376.110 | Y=0677.670-0689.910 | 34 Hòa cũ 300m có hiện trạng là đường nhựa, bê tông xi măng:
P=1063 | X=0423.050-0439.690 | Y=0677.670-0686.990 | 900
P=1063 | X=0459.290-0475.930 | Y=0677.670-0686.990 | 630
P=1063 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 540
P=1063 | X=0106.850-0338.400 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1064 | X=0106.850-0393.740 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1064 | X=0106.850-0167.970 | Y=0090.020-0101.260 | đến ≤1.000m.
P=1064 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1064 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1064 | X=0106.850-0397.420 | Y=0136.850-0148.090 | Quốc lộ 1 đoạn từ Hết giáo xứ Xuân Bình đến Qua UBND xã Bảo
P=1064 | X=0106.850-0376.110 | Y=0148.370-0159.610 | Hòa cũ 300m có hiện trạng là đường nhựa, bê tông xi măng:
P=1064 | X=0092.900-0104.020 | Y=0156.250-0165.570 | 35
P=1064 | X=0423.050-0439.690 | Y=0156.250-0165.570 | 720
P=1064 | X=0459.290-0475.930 | Y=0156.250-0165.570 | 500
P=1064 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 430
P=1064 | X=0106.850-0392.640 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1064 | X=0106.850-0330.490 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1064 | X=0228.100-0291.770 | Y=0202.830-0212.150 | Qua UBND xã
P=1064 | X=0310.440-0393.800 | Y=0202.830-0212.150 | Giáp ranh xã Xuân
P=1064 | X=0092.900-0149.890 | Y=0208.590-0217.910 | 36 Quốc lộ 1
P=1064 | X=0414.860-0439.910 | Y=0208.590-0217.910 | 4.100
P=1064 | X=0451.130-0476.180 | Y=0208.590-0217.910 | 2.900
P=1064 | X=0497.230-0522.280 | Y=0208.590-0217.910 | 2.500
P=1064 | X=0228.100-0328.280 | Y=0212.470-0223.710 | Bảo Hòa cũ 300m Phú
P=1064 | X=0106.850-0391.430 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn
P=1064 | X=0106.850-0391.390 | Y=0241.750-0252.990 | từ Qua UBND xã Bảo Hòa cũ 300m đến Giáp ranh xã Xuân Phú
P=1064 | X=0106.850-0313.700 | Y=0253.270-0264.510 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1064 | X=0092.900-0104.020 | Y=0261.150-0270.470 | 37
P=1064 | X=0414.860-0439.910 | Y=0261.150-0270.470 | 1.700
P=1064 | X=0451.130-0476.180 | Y=0261.150-0270.470 | 1.200
P=1064 | X=0497.230-0522.280 | Y=0261.150-0270.470 | 1.000
P=1064 | X=0106.850-0337.930 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1064 | X=0106.850-0384.020 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1064 | X=0106.850-0391.430 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn
P=1064 | X=0106.850-0391.390 | Y=0317.620-0328.860 | từ Qua UBND xã Bảo Hòa cũ 300m đến Giáp ranh xã Xuân Phú
P=1064 | X=0106.850-0313.700 | Y=0329.140-0340.380 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1064 | X=0092.900-0338.400 | Y=0346.660-0360.740 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1064 | X=0414.860-0439.910 | Y=0351.420-0360.740 | 1.000
P=1064 | X=0459.290-0475.930 | Y=0351.420-0360.740 | 700
P=1064 | X=0505.390-0522.030 | Y=0351.420-0360.740 | 600
P=1064 | X=0106.850-0393.740 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1064 | X=0106.850-0167.970 | Y=0375.480-0386.720 | đến ≤1.000m.
P=1064 | X=0106.850-0330.020 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1064 | X=0106.850-0391.430 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn
P=1064 | X=0106.850-0391.390 | Y=0422.280-0433.520 | từ Qua UBND xã Bảo Hòa cũ 300m đến Giáp ranh xã Xuân Phú
P=1064 | X=0106.850-0313.700 | Y=0433.800-0445.040 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1064 | X=0092.900-0104.020 | Y=0441.680-0451.000 | 39
P=1064 | X=0423.050-0439.690 | Y=0441.680-0451.000 | 800
P=1064 | X=0459.290-0475.930 | Y=0441.680-0451.000 | 560
P=1064 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 480
P=1064 | X=0106.850-0392.640 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1064 | X=0106.850-0330.490 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1064 | X=0106.850-0392.110 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1064 | X=0106.850-0379.400 | Y=0498.140-0509.380 | Quốc lộ 1 đoạn từ Qua UBND xã Bảo Hòa cũ 300m đến Giáp
P=1064 | X=0106.850-0396.510 | Y=0509.660-0520.900 | ranh xã Xuân Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1064 | X=0092.900-0104.020 | Y=0517.540-0526.860 | 40
P=1064 | X=0414.860-0439.910 | Y=0517.540-0526.860 | 1.500
P=1064 | X=0451.130-0476.180 | Y=0517.540-0526.860 | 1.100
P=1064 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 900
P=1064 | X=0106.850-0337.930 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1064 | X=0106.850-0384.020 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1064 | X=0106.850-0392.110 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1064 | X=0106.850-0379.400 | Y=0573.770-0585.010 | Quốc lộ 1 đoạn từ Qua UBND xã Bảo Hòa cũ 300m đến Giáp
P=1064 | X=0106.850-0396.510 | Y=0585.290-0596.530 | ranh xã Xuân Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1064 | X=0092.900-0338.400 | Y=0602.810-0617.130 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1064 | X=0423.050-0439.690 | Y=0607.810-0617.130 | 900
P=1064 | X=0459.290-0475.930 | Y=0607.810-0617.130 | 630
P=1064 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 540
P=1064 | X=0106.850-0393.740 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1064 | X=0106.850-0167.970 | Y=0631.870-0643.110 | đến ≤1.000m.
P=1064 | X=0106.850-0330.020 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1064 | X=0106.850-0392.110 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1064 | X=0106.850-0379.400 | Y=0678.670-0689.910 | Quốc lộ 1 đoạn từ Qua UBND xã Bảo Hòa cũ 300m đến Giáp
P=1064 | X=0092.900-0396.510 | Y=0689.190-0701.430 | 42 ranh xã Xuân Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1064 | X=0423.050-0439.690 | Y=0689.190-0698.510 | 720
P=1064 | X=0459.290-0475.930 | Y=0689.190-0698.510 | 500
P=1064 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 430
P=1064 | X=0106.850-0392.640 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1065 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1065 | X=0106.850-0224.310 | Y=0096.260-0107.500 | Đường Mả Vôi đi ấp Bưng
P=1065 | X=0310.440-0370.540 | Y=0102.020-0113.260 | Đường Tổ 13
P=1065 | X=0092.900-0104.020 | Y=0103.900-0113.220 | 43
P=1065 | X=0228.100-0271.140 | Y=0103.900-0113.220 | Quốc lộ 1
P=1065 | X=0414.860-0439.910 | Y=0103.900-0113.220 | 1.900
P=1065 | X=0451.130-0476.180 | Y=0103.900-0113.220 | 1.300
P=1065 | X=0497.230-0522.280 | Y=0103.900-0113.220 | 1.100
P=1065 | X=0106.850-0125.170 | Y=0109.660-0118.980 | Cần
P=1065 | X=0106.850-0389.010 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mả Vôi
P=1065 | X=0106.850-0377.270 | Y=0137.090-0148.330 | đi ấp Bưng Cần đoạn từ Quốc lộ 1 đến Đường Tổ 13 có hiện
P=1065 | X=0106.850-0278.630 | Y=0148.610-0159.850 | trạng là đường nhựa, bê tông xi măng:
P=1065 | X=0092.900-0104.020 | Y=0156.490-0165.810 | 44
P=1065 | X=0423.050-0439.690 | Y=0156.490-0165.810 | 950
P=1065 | X=0459.290-0475.930 | Y=0156.490-0165.810 | 670
P=1065 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 570
P=1065 | X=0106.850-0337.930 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1065 | X=0106.850-0384.020 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1065 | X=0106.850-0389.010 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mả Vôi
P=1065 | X=0106.850-0377.270 | Y=0212.710-0223.950 | đi ấp Bưng Cần đoạn từ Quốc lộ 1 đến Đường Tổ 13 có hiện
P=1065 | X=0106.850-0278.630 | Y=0224.230-0235.470 | trạng là đường nhựa, bê tông xi măng:
P=1065 | X=0092.900-0338.400 | Y=0241.750-0256.070 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1065 | X=0423.050-0439.690 | Y=0246.750-0256.070 | 730
P=1065 | X=0459.290-0475.930 | Y=0246.750-0256.070 | 510
P=1065 | X=0505.390-0522.030 | Y=0246.750-0256.070 | 440
P=1065 | X=0106.850-0393.740 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1065 | X=0106.850-0167.970 | Y=0270.790-0282.030 | đến ≤1.000m.
P=1065 | X=0106.850-0330.020 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1065 | X=0106.850-0389.010 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mả Vôi
P=1065 | X=0106.850-0377.270 | Y=0317.620-0328.860 | đi ấp Bưng Cần đoạn từ Quốc lộ 1 đến Đường Tổ 13 có hiện
P=1065 | X=0106.850-0278.630 | Y=0329.140-0340.380 | trạng là đường nhựa, bê tông xi măng:
P=1065 | X=0092.900-0104.020 | Y=0337.020-0346.340 | 46
P=1065 | X=0423.050-0439.690 | Y=0337.020-0346.340 | 580
P=1065 | X=0459.290-0475.930 | Y=0337.020-0346.340 | 410
P=1065 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 350
P=1065 | X=0106.850-0392.640 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1065 | X=0106.850-0330.490 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1065 | X=0106.850-0392.110 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1065 | X=0106.850-0396.700 | Y=0393.240-0404.480 | Đường Mả Vôi đi ấp Bưng Cần đoạn từ Quốc lộ 1 đến Đường Tổ
P=1065 | X=0106.850-0327.620 | Y=0404.760-0416.000 | 13 có hiện trạng là đường nhựa, bê tông xi măng:
P=1065 | X=0092.900-0104.020 | Y=0412.640-0421.960 | 47
P=1065 | X=0423.050-0439.690 | Y=0412.640-0421.960 | 860
P=1065 | X=0459.290-0475.930 | Y=0412.640-0421.960 | 600
P=1065 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 520
P=1065 | X=0106.850-0337.930 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1065 | X=0106.850-0384.020 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1065 | X=0106.850-0392.140 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1065 | X=0106.850-0396.700 | Y=0469.100-0480.340 | Đường Mả Vôi đi ấp Bưng Cần đoạn từ Quốc lộ 1 đến Đường Tổ
P=1065 | X=0106.850-0327.620 | Y=0480.620-0491.860 | 13 có hiện trạng là đường nhựa, bê tông xi măng:
P=1065 | X=0092.900-0338.400 | Y=0498.140-0512.220 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1065 | X=0423.050-0439.690 | Y=0502.900-0512.220 | 660
P=1065 | X=0459.290-0475.930 | Y=0502.900-0512.220 | 460
P=1065 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 400
P=1065 | X=0106.850-0393.740 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1065 | X=0106.850-0167.970 | Y=0527.180-0538.420 | đến ≤1.000m.
P=1065 | X=0106.850-0330.020 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1065 | X=0106.850-0392.110 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1065 | X=0106.850-0396.700 | Y=0573.770-0585.010 | Đường Mả Vôi đi ấp Bưng Cần đoạn từ Quốc lộ 1 đến Đường Tổ
P=1065 | X=0106.850-0327.620 | Y=0585.290-0596.530 | 13 có hiện trạng là đường nhựa, bê tông xi măng:
P=1065 | X=0092.900-0104.020 | Y=0593.170-0602.490 | 49
P=1065 | X=0423.050-0439.690 | Y=0593.170-0602.490 | 520
P=1065 | X=0459.290-0475.930 | Y=0593.170-0602.490 | 360
P=1065 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 310
P=1065 | X=0106.850-0392.670 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1065 | X=0106.850-0330.490 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1065 | X=0106.850-0224.310 | Y=0638.110-0649.350 | Đường Mả Vôi đi ấp Bưng
P=1065 | X=0310.440-0395.700 | Y=0638.110-0649.350 | Đường ấp Nam Hà
P=1065 | X=0228.100-0288.180 | Y=0643.870-0655.110 | Đường Tổ 13
P=1065 | X=0092.900-0104.020 | Y=0645.750-0655.070 | 50
P=1065 | X=0414.860-0439.910 | Y=0645.750-0655.070 | 1.200
P=1065 | X=0459.290-0475.930 | Y=0645.750-0655.070 | 840
P=1065 | X=0505.390-0522.030 | Y=0645.750-0655.070 | 720
P=1065 | X=0310.440-0380.860 | Y=0649.630-0660.870 | đi ấp Bưng Cần
P=1065 | X=0106.850-0125.170 | Y=0651.510-0660.830 | Cần
P=1065 | X=0106.850-0389.010 | Y=0667.390-0678.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mả Vôi
P=1065 | X=0106.850-0394.740 | Y=0678.910-0690.150 | đi ấp Bưng Cần đoạn từ Đường Tổ 13 đến Đường ấp Nam Hà đi
P=1065 | X=0092.900-0376.110 | Y=0689.430-0701.670 | 51 ấp Bưng Cần có hiện trạng là đường nhựa, bê tông xi măng:
P=1065 | X=0423.050-0439.690 | Y=0689.430-0698.750 | 600
P=1065 | X=0459.290-0475.930 | Y=0689.430-0698.750 | 440
P=1065 | X=0505.390-0522.030 | Y=0689.430-0698.750 | 380
P=1065 | X=0106.850-0337.930 | Y=0707.970-0719.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1066 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1066 | X=0106.850-0389.010 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mả Vôi
P=1066 | X=0106.850-0394.740 | Y=0107.780-0119.020 | đi ấp Bưng Cần đoạn từ Đường Tổ 13 đến Đường ấp Nam Hà đi
P=1066 | X=0106.850-0376.110 | Y=0119.330-0130.570 | ấp Bưng Cần có hiện trạng là đường nhựa, bê tông xi măng:
P=1066 | X=0092.900-0338.400 | Y=0136.850-0150.930 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
