TABLE=055 | AREA=Xã Phú Lý | SECTION=non-agricultural | SEGMENTS=1
P=1836 | X=0108.530-0178.510 | Y=0149.290-0158.610 | thông >1.000m.
P=1836 | X=0108.530-0332.200 | Y=0164.930-0176.170 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1836 | X=0108.530-0341.240 | Y=0182.690-0193.930 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1836 | X=0108.530-0338.310 | Y=0194.210-0205.450 | và thông ra Đường Cây Cầy đi Long Thành đoạn từ
P=1836 | X=0108.530-0324.280 | Y=0205.750-0216.990 | Đường Bình Chánh - Cây Cầy đến Bên phải: hết
P=1836 | X=0108.530-0342.150 | Y=0217.270-0228.510 | ranh thửa đất số 13, tờ bản đồ số 65, BĐ ĐC xã Phú
P=1836 | X=0108.530-0330.440 | Y=0228.790-0240.030 | Lý. Bên trái: hết ranh thửa đất số 05, tờ bản đồ số
P=1836 | X=0093.620-0336.530 | Y=0240.310-0251.750 | 96 65, BĐ ĐC xã Phú Lý có hiện trạng là đường nhựa,
P=1836 | X=0389.420-0406.060 | Y=0242.430-0251.750 | 250
P=1836 | X=0450.410-0467.050 | Y=0242.430-0251.750 | 180
P=1836 | X=0505.390-0522.030 | Y=0242.430-0251.750 | 150
P=1836 | X=0108.530-0182.610 | Y=0251.830-0263.070 | bê tông xi măng:
P=1836 | X=0108.530-0339.610 | Y=0269.350-0280.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1836 | X=0108.530-0321.780 | Y=0286.900-0298.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1836 | X=0108.530-0169.650 | Y=0298.420-0309.660 | thông ≤500m.
P=1836 | X=0108.530-0341.240 | Y=0315.940-0327.180 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1836 | X=0108.530-0338.310 | Y=0327.460-0338.700 | và thông ra Đường Cây Cầy đi Long Thành đoạn từ
P=1836 | X=0108.530-0324.280 | Y=0338.980-0350.220 | Đường Bình Chánh - Cây Cầy đến Bên phải: hết
P=1836 | X=0108.530-0342.210 | Y=0350.500-0361.740 | ranh thửa đất số 13, tờ bản đồ số 65, BĐ ĐC xã Phú
P=1836 | X=0108.530-0330.440 | Y=0362.020-0373.260 | Lý. Bên trái: hết ranh thửa đất số 05, tờ bản đồ số
P=1836 | X=0108.530-0336.530 | Y=0373.560-0384.800 | 65, BĐ ĐC xã Phú Lý có hiện trạng là đường nhựa,
P=1836 | X=0093.620-0182.630 | Y=0384.560-0396.280 | 97 bê tông xi măng:
P=1836 | X=0389.420-0406.060 | Y=0384.560-0393.880 | 200
P=1836 | X=0450.410-0467.050 | Y=0384.560-0393.880 | 140
P=1836 | X=0505.390-0522.030 | Y=0384.560-0393.880 | 120
P=1836 | X=0108.530-0340.080 | Y=0402.600-0413.840 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1836 | X=0108.530-0321.780 | Y=0420.120-0431.360 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1836 | X=0108.530-0243.350 | Y=0431.640-0442.880 | thông từ >500m đến ≤1.000m.
P=1836 | X=0108.530-0331.710 | Y=0449.180-0460.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1836 | X=0108.530-0341.240 | Y=0466.940-0478.180 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1836 | X=0108.530-0338.310 | Y=0478.220-0489.460 | và thông ra Đường Cây Cầy đi Long Thành đoạn từ
P=1836 | X=0108.530-0324.280 | Y=0489.740-0500.980 | Đường Bình Chánh - Cây Cầy đến Bên phải: hết
P=1836 | X=0108.530-0342.150 | Y=0501.260-0512.500 | ranh thửa đất số 13, tờ bản đồ số 65, BĐ ĐC xã Phú
P=1836 | X=0108.530-0330.440 | Y=0512.780-0524.020 | Lý. Bên trái: hết ranh thửa đất số 05, tờ bản đồ số
P=1836 | X=0093.620-0336.530 | Y=0524.300-0535.740 | 98 65, BĐ ĐC xã Phú Lý có hiện trạng là đường nhựa,
P=1836 | X=0389.420-0406.060 | Y=0526.420-0535.740 | 180
P=1836 | X=0450.410-0467.050 | Y=0526.420-0535.740 | 130
P=1836 | X=0505.390-0522.030 | Y=0526.420-0535.740 | 110
P=1836 | X=0108.530-0182.610 | Y=0535.850-0547.090 | bê tông xi măng:
P=1836 | X=0108.530-0321.780 | Y=0553.370-0564.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1836 | X=0108.530-0178.510 | Y=0566.770-0576.090 | thông >1.000m.
P=1836 | X=0108.530-0332.170 | Y=0582.410-0593.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1836 | X=0108.530-0192.160 | Y=0600.170-0611.410 | Đường ấp 4 - Bình
P=1836 | X=0262.660-0343.880 | Y=0602.050-0611.370 | Ranh code 62 của
P=1836 | X=0192.070-0262.270 | Y=0605.930-0617.170 | Đường tỉnh 761
P=1836 | X=0093.620-0104.740 | Y=0607.810-0617.130 | 99
P=1836 | X=0389.420-0406.060 | Y=0607.810-0617.130 | 730
P=1836 | X=0450.410-0467.050 | Y=0607.810-0617.130 | 510
P=1836 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 440
P=1836 | X=0108.530-0137.910 | Y=0613.570-0622.890 | Chánh
P=1836 | X=0262.660-0303.560 | Y=0613.570-0622.890 | hồ Trị An
P=1836 | X=0108.530-0322.760 | Y=0629.470-0640.710 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1836 | X=0108.530-0334.290 | Y=0640.750-0651.990 | Đường ấp 4 - Bình Chánh đoạn từ Đường tỉnh 761
P=1836 | X=0108.530-0323.960 | Y=0652.270-0663.510 | đến Ranh code 62 của hồ Trị An có hiện trạng là
P=1836 | X=0090.740-0244.280 | Y=0663.790-0675.230 | 100 đường nhựa, bê tông xi măng:
P=1836 | X=0389.420-0406.060 | Y=0665.910-0675.230 | 280
P=1836 | X=0450.410-0467.050 | Y=0665.910-0675.230 | 200
P=1836 | X=0505.390-0522.030 | Y=0665.910-0675.230 | 170
P=1836 | X=0108.530-0339.640 | Y=0681.310-0692.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1836 | X=0108.530-0321.780 | Y=0698.830-0710.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1837 | X=0108.530-0169.650 | Y=0072.500-0083.740 | thông ≤500m.
P=1837 | X=0108.530-0322.760 | Y=0090.260-0101.500 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1837 | X=0108.530-0334.290 | Y=0101.780-0113.020 | Đường ấp 4 - Bình Chánh đoạn từ Đường tỉnh 761
P=1837 | X=0108.530-0323.960 | Y=0113.300-0124.540 | đến Ranh code 62 của hồ Trị An có hiện trạng là
P=1837 | X=0108.530-0244.280 | Y=0124.850-0136.090 | đường nhựa, bê tông xi măng:
P=1837 | X=0090.740-0340.080 | Y=0141.370-0153.610 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1837 | X=0389.420-0406.060 | Y=0141.370-0150.690 | 220
P=1837 | X=0450.410-0467.050 | Y=0141.370-0150.690 | 150
P=1837 | X=0505.390-0522.030 | Y=0141.370-0150.690 | 130
P=1837 | X=0108.530-0321.780 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1837 | X=0108.530-0243.380 | Y=0171.170-0182.410 | thông từ >500m đến ≤1.000m.
P=1837 | X=0108.530-0331.700 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1837 | X=0108.530-0322.760 | Y=0206.470-0217.710 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1837 | X=0108.530-0334.290 | Y=0217.990-0229.230 | Đường ấp 4 - Bình Chánh đoạn từ Đường tỉnh 761
P=1837 | X=0108.530-0323.960 | Y=0229.510-0240.750 | đến Ranh code 62 của hồ Trị An có hiện trạng là
P=1837 | X=0108.530-0244.280 | Y=0241.030-0252.270 | đường nhựa, bê tông xi măng:
P=1837 | X=0090.740-0107.380 | Y=0248.910-0258.230 | 102
P=1837 | X=0389.420-0406.060 | Y=0248.910-0258.230 | 200
P=1837 | X=0450.410-0467.050 | Y=0248.910-0258.230 | 140
P=1837 | X=0505.390-0522.030 | Y=0248.910-0258.230 | 120
P=1837 | X=0108.530-0321.780 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1837 | X=0108.530-0178.510 | Y=0271.950-0281.270 | thông >1.000m.
P=1837 | X=0108.530-0332.170 | Y=0287.620-0298.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1837 | X=0108.530-0341.240 | Y=0305.380-0316.620 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1837 | X=0108.530-0314.550 | Y=0316.900-0328.140 | và thông ra Đường ấp 4 - Bình Chánh đoạn từ
P=1837 | X=0108.530-0338.830 | Y=0328.420-0339.660 | Đường tỉnh 761 đến Ranh code 62 của hồ Trị An có
P=1837 | X=0108.530-0302.140 | Y=0339.700-0350.940 | hiện trạng là đường nhựa, bê tông xi măng:
P=1837 | X=0090.740-0107.380 | Y=0347.580-0356.900 | 103
P=1837 | X=0389.420-0406.060 | Y=0347.580-0356.900 | 250
P=1837 | X=0450.410-0467.050 | Y=0347.580-0356.900 | 180
P=1837 | X=0505.390-0522.030 | Y=0347.580-0356.900 | 150
P=1837 | X=0108.530-0339.610 | Y=0357.220-0368.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1837 | X=0108.530-0321.780 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1837 | X=0108.530-0169.650 | Y=0386.280-0397.520 | thông ≤500m.
P=1837 | X=0108.530-0341.240 | Y=0404.040-0415.280 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1837 | X=0108.530-0314.550 | Y=0415.560-0426.800 | và thông ra Đường ấp 4 - Bình Chánh đoạn từ
P=1837 | X=0108.530-0338.830 | Y=0427.080-0438.320 | Đường tỉnh 761 đến Ranh code 62 của hồ Trị An có
P=1837 | X=0108.530-0302.140 | Y=0438.600-0449.840 | hiện trạng là đường nhựa, bê tông xi măng:
P=1837 | X=0090.740-0340.080 | Y=0455.140-0467.380 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1837 | X=0389.420-0406.060 | Y=0455.140-0464.460 | 200
P=1837 | X=0450.410-0467.050 | Y=0455.140-0464.460 | 140
P=1837 | X=0505.390-0522.030 | Y=0455.140-0464.460 | 120
P=1837 | X=0108.530-0321.780 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1837 | X=0108.530-0243.350 | Y=0485.180-0496.420 | thông từ >500m đến ≤1.000m.
P=1837 | X=0108.530-0331.700 | Y=0502.460-0513.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1837 | X=0108.530-0341.240 | Y=0520.220-0531.460 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1837 | X=0108.530-0314.550 | Y=0531.740-0542.980 | và thông ra Đường ấp 4 - Bình Chánh đoạn từ
P=1837 | X=0108.530-0338.830 | Y=0543.290-0554.530 | Đường tỉnh 761 đến Ranh code 62 của hồ Trị An có
P=1837 | X=0108.530-0302.140 | Y=0554.810-0566.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1837 | X=0090.740-0107.380 | Y=0562.690-0572.010 | 105
P=1837 | X=0389.420-0406.060 | Y=0562.690-0572.010 | 180
P=1837 | X=0450.410-0467.050 | Y=0562.690-0572.010 | 130
P=1837 | X=0505.390-0522.030 | Y=0562.690-0572.010 | 110
P=1837 | X=0108.530-0321.780 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1837 | X=0108.530-0178.510 | Y=0585.730-0595.050 | thông >1.000m.
P=1837 | X=0108.530-0332.170 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1837 | X=0262.660-0324.690 | Y=0621.030-0630.350 | Hết ranh thửa
P=1837 | X=0108.530-0244.970 | Y=0624.910-0636.150 | Đường tổ 1, 2 ấp Nhà thờ Tin
P=1837 | X=0262.660-0338.850 | Y=0630.670-0641.910 | 150, tờ BĐĐC số
P=1837 | X=0090.740-0107.380 | Y=0632.550-0641.870 | 106
P=1837 | X=0389.420-0406.060 | Y=0632.550-0641.870 | 450
P=1837 | X=0450.410-0467.050 | Y=0632.550-0641.870 | 320
P=1837 | X=0505.390-0522.030 | Y=0632.550-0641.870 | 270
P=1837 | X=0108.530-0161.420 | Y=0638.310-0647.630 | Bình Chánh
P=1837 | X=0192.070-0214.230 | Y=0638.310-0647.630 | Lành
P=1837 | X=0262.660-0324.080 | Y=0644.070-0653.390 | 62, xã Phú Lý
P=1837 | X=0108.530-0322.760 | Y=0659.950-0671.190 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1837 | X=0108.530-0333.300 | Y=0671.470-0682.710 | Đường tổ 1, 2 ấp Bình Chánh đoạn từ Nhà thờ Tin
P=1837 | X=0090.740-0107.380 | Y=0679.110-0688.430 | 107
P=1837 | X=0389.420-0406.060 | Y=0679.110-0688.430 | 260
P=1837 | X=0450.410-0467.050 | Y=0679.110-0688.430 | 180
P=1837 | X=0505.390-0522.030 | Y=0679.110-0688.430 | 160
P=1837 | X=0108.530-0344.370 | Y=0682.750-0693.990 | Lành đến Hết ranh thửa 150, tờ BĐĐC số 62, xã Phú
P=1837 | X=0108.530-0328.810 | Y=0694.270-0705.510 | Lý có hiện trạng là đường nhựa, bê tông xi măng:
P=1838 | X=0108.530-0339.610 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1838 | X=0108.530-0321.780 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1838 | X=0108.530-0169.650 | Y=0107.540-0118.780 | thông ≤500m.
P=1838 | X=0108.530-0322.760 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1838 | X=0108.530-0333.300 | Y=0136.850-0148.090 | Đường tổ 1, 2 ấp Bình Chánh đoạn từ Nhà thờ Tin
P=1838 | X=0108.530-0344.350 | Y=0148.370-0159.610 | Lành đến Hết ranh thửa 150, tờ BĐĐC số 62, xã Phú
P=1838 | X=0108.530-0328.810 | Y=0159.650-0170.890 | Lý có hiện trạng là đường nhựa, bê tông xi măng:
P=1838 | X=0090.740-0340.080 | Y=0176.410-0188.410 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1838 | X=0389.420-0406.060 | Y=0176.410-0185.730 | 220
P=1838 | X=0450.410-0467.050 | Y=0176.410-0185.730 | 150
P=1838 | X=0505.390-0522.030 | Y=0176.410-0185.730 | 130
P=1838 | X=0108.530-0321.780 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1838 | X=0108.530-0243.350 | Y=0206.230-0217.470 | thông từ >500m đến ≤1.000m.
P=1838 | X=0108.530-0331.700 | Y=0223.750-0234.990 | - Có bề rộng <3m; cách đường giao thông ≤200m.
P=1838 | X=0108.530-0322.760 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1838 | X=0108.530-0333.300 | Y=0253.030-0264.270 | Đường tổ 1, 2 ấp Bình Chánh đoạn từ Nhà thờ Tin
P=1838 | X=0108.530-0344.370 | Y=0264.550-0275.790 | Lành đến Hết ranh thửa 150, tờ BĐĐC số 62, xã Phú
P=1838 | X=0108.530-0328.810 | Y=0276.070-0287.310 | Lý có hiện trạng là đường nhựa, bê tông xi măng:
P=1838 | X=0090.740-0107.380 | Y=0283.980-0293.300 | 109
P=1838 | X=0389.420-0406.060 | Y=0283.980-0293.300 | 200
P=1838 | X=0450.410-0467.050 | Y=0283.980-0293.300 | 140
P=1838 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 120
P=1838 | X=0108.530-0321.780 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1838 | X=0108.530-0178.510 | Y=0307.020-0316.340 | thông >1.000m.
P=1838 | X=0108.530-0332.170 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1838 | X=0108.530-0341.240 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1838 | X=0108.530-0330.630 | Y=0351.700-0362.940 | và thông ra Đường tổ 1, 2 ấp Bình Chánh đoạn từ
P=1838 | X=0108.530-0335.960 | Y=0363.220-0374.460 | Nhà thờ Tin Lành đến Hết ranh thửa 150, tờ BĐĐC
P=1838 | X=0108.530-0329.970 | Y=0374.760-0386.000 | số 62, xã Phú Lý có hiện trạng là đường nhựa, bê
P=1838 | X=0090.740-0168.690 | Y=0386.280-0397.720 | 110 tông xi măng:
P=1838 | X=0389.420-0406.060 | Y=0388.400-0397.720 | 230
P=1838 | X=0450.410-0467.050 | Y=0388.400-0397.720 | 160
P=1838 | X=0505.390-0522.030 | Y=0388.400-0397.720 | 140
P=1838 | X=0108.530-0339.610 | Y=0403.800-0415.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1838 | X=0108.530-0321.780 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1838 | X=0108.530-0169.650 | Y=0432.840-0444.080 | thông ≤500m.
P=1838 | X=0108.530-0341.240 | Y=0450.620-0461.860 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1838 | X=0108.530-0330.630 | Y=0462.140-0473.380 | và thông ra Đường tổ 1, 2 ấp Bình Chánh đoạn từ
P=1838 | X=0108.530-0335.960 | Y=0473.660-0484.900 | Nhà thờ Tin Lành đến Hết ranh thửa 150, tờ BĐĐC
P=1838 | X=0108.530-0329.970 | Y=0485.180-0496.420 | số 62, xã Phú Lý có hiện trạng là đường nhựa, bê
P=1838 | X=0108.530-0168.690 | Y=0496.460-0507.700 | tông xi măng:
P=1838 | X=0090.740-0107.380 | Y=0507.460-0516.780 | 111
P=1838 | X=0389.420-0406.060 | Y=0507.460-0516.780 | 200
P=1838 | X=0450.410-0467.050 | Y=0507.460-0516.780 | 140
P=1838 | X=0505.390-0522.030 | Y=0507.460-0516.780 | 120
P=1838 | X=0108.530-0340.080 | Y=0513.980-0525.220 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1838 | X=0108.530-0321.780 | Y=0531.500-0542.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1838 | X=0108.530-0243.350 | Y=0543.050-0554.290 | thông từ >500m đến ≤1.000m.
P=1838 | X=0108.530-0331.700 | Y=0560.570-0571.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1838 | X=0108.530-0341.240 | Y=0578.330-0589.570 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1838 | X=0108.530-0330.630 | Y=0589.850-0601.090 | và thông ra Đường tổ 1, 2 ấp Bình Chánh đoạn từ
P=1838 | X=0108.530-0335.960 | Y=0601.370-0612.610 | Nhà thờ Tin Lành đến Hết ranh thửa 150, tờ BĐĐC
P=1838 | X=0108.530-0329.970 | Y=0612.890-0624.130 | số 62, xã Phú Lý có hiện trạng là đường nhựa, bê
P=1838 | X=0090.740-0168.690 | Y=0624.430-0635.870 | 112 tông xi măng:
P=1838 | X=0389.420-0406.060 | Y=0626.550-0635.870 | 180
P=1838 | X=0450.410-0467.050 | Y=0626.550-0635.870 | 130
P=1838 | X=0505.390-0522.030 | Y=0626.550-0635.870 | 110
P=1838 | X=0108.530-0321.780 | Y=0641.950-0653.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1838 | X=0108.530-0178.510 | Y=0655.350-0664.670 | thông >1.000m.
P=1838 | X=0108.530-0332.170 | Y=0670.750-0681.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1838 | X=0108.530-0173.670 | Y=0688.510-0699.750 | Đường tổ 3 ấp
P=1838 | X=0192.070-0332.350 | Y=0688.510-0699.750 | Đường Lý Lịch Hết nhà thờ Tin
P=1838 | X=0090.740-0107.380 | Y=0696.150-0705.470 | 113
P=1838 | X=0389.420-0406.060 | Y=0696.150-0705.470 | 450
P=1838 | X=0450.410-0467.050 | Y=0696.150-0705.470 | 320
P=1838 | X=0505.390-0522.030 | Y=0696.150-0705.470 | 270
P=1838 | X=0108.530-0161.420 | Y=0701.940-0711.260 | Bình Chánh
P=1838 | X=0192.070-0284.820 | Y=0701.940-0711.260 | 2 - Bình Chánh Lành
P=1839 | X=0192.070-0243.410 | Y=0074.380-0083.700 | (xã Phú Lý)
P=1839 | X=0108.530-0322.760 | Y=0090.260-0101.500 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1839 | X=0108.530-0343.880 | Y=0101.780-0113.020 | Đường tổ 3 ấp Bình Chánh đoạn từ Đường Lý Lịch 2
P=1839 | X=0108.530-0338.110 | Y=0113.300-0124.540 | - Bình Chánh (xã Phú Lý) đến Hết nhà thờ Tin Lành
P=1839 | X=0108.530-0315.390 | Y=0124.850-0136.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1839 | X=0090.740-0107.380 | Y=0132.730-0142.050 | 114
P=1839 | X=0389.420-0406.060 | Y=0132.730-0142.050 | 260
P=1839 | X=0450.410-0467.050 | Y=0132.730-0142.050 | 180
P=1839 | X=0505.390-0522.030 | Y=0132.730-0142.050 | 160
P=1839 | X=0108.530-0339.610 | Y=0142.370-0153.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1839 | X=0108.530-0321.780 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1839 | X=0108.530-0169.650 | Y=0171.170-0182.410 | thông ≤500m.
P=1839 | X=0108.530-0322.760 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1839 | X=0108.530-0343.880 | Y=0200.470-0211.710 | Đường tổ 3 ấp Bình Chánh đoạn từ Đường Lý Lịch 2
P=1839 | X=0108.530-0338.110 | Y=0211.990-0223.230 | - Bình Chánh (xã Phú Lý) đến Hết nhà thờ Tin Lành
P=1839 | X=0108.530-0315.380 | Y=0223.510-0234.750 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1839 | X=0090.740-0340.080 | Y=0240.270-0252.270 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1839 | X=0389.420-0406.060 | Y=0240.270-0249.590 | 220
P=1839 | X=0450.410-0467.050 | Y=0240.270-0249.590 | 150
P=1839 | X=0505.390-0522.030 | Y=0240.270-0249.590 | 130
P=1839 | X=0108.530-0321.780 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1839 | X=0108.530-0243.350 | Y=0270.070-0281.310 | thông từ >500m đến ≤1.000m.
P=1839 | X=0108.530-0331.700 | Y=0287.620-0298.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1839 | X=0108.530-0322.760 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1839 | X=0108.530-0343.880 | Y=0316.900-0328.140 | Đường tổ 3 ấp Bình Chánh đoạn từ Đường Lý Lịch 2
P=1839 | X=0108.530-0338.110 | Y=0328.420-0339.660 | - Bình Chánh (xã Phú Lý) đến Hết nhà thờ Tin Lành
P=1839 | X=0108.530-0315.380 | Y=0339.700-0350.940 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1839 | X=0090.740-0107.380 | Y=0347.580-0356.900 | 116
P=1839 | X=0389.420-0406.060 | Y=0347.580-0356.900 | 200
P=1839 | X=0450.410-0467.050 | Y=0347.580-0356.900 | 140
P=1839 | X=0505.390-0522.030 | Y=0347.580-0356.900 | 120
P=1839 | X=0108.530-0321.780 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1839 | X=0108.530-0178.510 | Y=0370.640-0379.960 | thông >1.000m.
P=1839 | X=0108.530-0332.170 | Y=0386.280-0397.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1839 | X=0108.530-0341.240 | Y=0404.040-0415.280 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1839 | X=0108.530-0319.350 | Y=0415.560-0426.800 | và thông ra Đường tổ 3 ấp Bình Chánh đoạn từ
P=1839 | X=0108.530-0336.530 | Y=0427.080-0438.320 | Đường Lý Lịch 2 - Bình Chánh (xã Phú Lý) đến Hết
P=1839 | X=0108.530-0331.640 | Y=0438.600-0449.840 | nhà thờ Tin Lành có hiện trạng là đường nhựa, bê
P=1839 | X=0090.740-0168.690 | Y=0450.140-0461.580 | 117 tông xi măng:
P=1839 | X=0389.420-0406.060 | Y=0452.260-0461.580 | 230
P=1839 | X=0450.410-0467.050 | Y=0452.260-0461.580 | 160
P=1839 | X=0505.390-0522.030 | Y=0452.260-0461.580 | 140
P=1839 | X=0108.530-0339.610 | Y=0467.660-0478.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1839 | X=0108.530-0321.780 | Y=0485.180-0496.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1839 | X=0108.530-0169.650 | Y=0496.460-0507.700 | thông ≤500m.
P=1839 | X=0108.530-0341.240 | Y=0514.220-0525.460 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1839 | X=0108.530-0319.350 | Y=0525.740-0536.980 | và thông ra Đường tổ 3 ấp Bình Chánh đoạn từ
P=1839 | X=0108.530-0336.530 | Y=0537.290-0548.530 | Đường Lý Lịch 2 - Bình Chánh (xã Phú Lý) đến Hết
P=1839 | X=0108.530-0331.640 | Y=0548.810-0560.050 | nhà thờ Tin Lành có hiện trạng là đường nhựa, bê
P=1839 | X=0108.530-0168.690 | Y=0560.330-0571.570 | tông xi măng:
P=1839 | X=0090.740-0107.380 | Y=0571.330-0580.650 | 118
P=1839 | X=0389.420-0406.060 | Y=0571.330-0580.650 | 200
P=1839 | X=0450.410-0467.050 | Y=0571.330-0580.650 | 140
P=1839 | X=0505.390-0522.030 | Y=0571.330-0580.650 | 120
P=1839 | X=0108.530-0340.080 | Y=0577.850-0589.090 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1839 | X=0108.530-0321.780 | Y=0595.370-0606.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1839 | X=0108.530-0243.350 | Y=0606.890-0618.130 | thông từ >500m đến ≤1.000m.
P=1839 | X=0108.530-0331.700 | Y=0624.430-0635.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1839 | X=0108.530-0344.360 | Y=0642.190-0653.430 | Các tuyến đường giao Thông không đấu nối trực tiếp
P=1839 | X=0108.530-0319.350 | Y=0653.710-0664.950 | và thông ra Đường tổ 3 ấp Bình Chánh đoạn từ
P=1839 | X=0108.530-0336.530 | Y=0665.230-0676.470 | Đường Lý Lịch 2 - Bình Chánh (xã Phú Lý) đến Hết
P=1839 | X=0090.740-0331.640 | Y=0675.750-0687.750 | 119 nhà thờ Tin Lành có hiện trạng là đường nhựa, bê
P=1839 | X=0389.420-0406.060 | Y=0675.750-0685.070 | 180
P=1839 | X=0450.410-0467.050 | Y=0675.750-0685.070 | 130
P=1839 | X=0505.390-0522.030 | Y=0675.750-0685.070 | 110
P=1839 | X=0108.530-0168.690 | Y=0688.030-0699.270 | tông xi măng:
P=1839 | X=0108.530-0321.780 | Y=0705.570-0716.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1840 | X=0108.530-0178.510 | Y=0074.380-0083.700 | thông >1.000m.
P=1840 | X=0108.530-0332.170 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1840 | X=0192.070-0259.350 | Y=0107.780-0119.020 | Đường ĐT 761
