TABLE=003 | AREA=Phường Tam Hiệp | SECTION=non-agricultural | SEGMENTS=1
P=0104 | X=0107.330-0384.740 | Y=0393.960-0405.200 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0104 | X=0107.330-0333.620 | Y=0411.480-0422.720 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0104 | X=0107.330-0199.110 | Y=0429.240-0440.480 | Đường Trương Định
P=0104 | X=0229.300-0287.230 | Y=0429.240-0440.480 | Đường Phan
P=0104 | X=0311.640-0393.820 | Y=0435.000-0446.240 | Đường Đồng Khởi
P=0104 | X=0092.900-0104.020 | Y=0436.880-0446.200 | 29
P=0104 | X=0404.540-0435.110 | Y=0436.880-0446.200 | 29.600
P=0104 | X=0447.290-0477.860 | Y=0436.880-0446.200 | 20.700
P=0104 | X=0491.710-0522.280 | Y=0436.880-0446.200 | 17.800
P=0104 | X=0107.330-0152.450 | Y=0440.760-0452.000 | (đường 4)
P=0104 | X=0229.300-0255.540 | Y=0442.640-0451.960 | Trung
P=0104 | X=0107.330-0392.350 | Y=0458.540-0469.780 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0104 | X=0107.330-0382.790 | Y=0470.060-0481.300 | Định (đường 4) đoạn từ Đường Phan Trung đến Đường Đồng
P=0104 | X=0107.330-0337.940 | Y=0481.580-0492.820 | Khởi có hiện trạng là đường nhựa, bê tông xi măng:
P=0104 | X=0092.900-0104.020 | Y=0489.460-0498.780 | 30
P=0104 | X=0404.540-0435.110 | Y=0489.460-0498.780 | 13.000
P=0104 | X=0452.810-0477.860 | Y=0489.460-0498.780 | 9.100
P=0104 | X=0497.230-0522.280 | Y=0489.460-0498.780 | 7.800
P=0104 | X=0107.330-0330.240 | Y=0499.100-0510.340 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0104 | X=0107.330-0384.500 | Y=0516.620-0527.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0104 | X=0107.330-0392.350 | Y=0534.650-0545.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0104 | X=0107.330-0382.790 | Y=0546.170-0557.410 | Định (đường 4) đoạn từ Đường Phan Trung đến Đường Đồng
P=0104 | X=0107.330-0337.940 | Y=0557.690-0568.930 | Khởi có hiện trạng là đường nhựa, bê tông xi măng:
P=0104 | X=0092.900-0330.510 | Y=0575.210-0589.290 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0104 | X=0404.540-0435.110 | Y=0579.970-0589.290 | 10.100
P=0104 | X=0452.810-0477.860 | Y=0579.970-0589.290 | 7.100
P=0104 | X=0497.230-0522.280 | Y=0579.970-0589.290 | 6.100
P=0104 | X=0107.330-0394.220 | Y=0592.490-0603.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0104 | X=0107.330-0160.290 | Y=0604.010-0615.250 | đến ≤600m.
P=0104 | X=0107.330-0330.500 | Y=0621.550-0632.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0104 | X=0107.330-0392.350 | Y=0639.550-0650.790 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0104 | X=0107.330-0382.790 | Y=0651.070-0662.310 | Định (đường 4) đoạn từ Đường Phan Trung đến Đường Đồng
P=0104 | X=0107.330-0337.940 | Y=0662.590-0673.830 | Khởi có hiện trạng là đường nhựa, bê tông xi măng:
P=0104 | X=0092.900-0104.020 | Y=0670.470-0679.790 | 32
P=0104 | X=0410.060-0435.110 | Y=0670.470-0679.790 | 5.300
P=0104 | X=0452.810-0477.860 | Y=0670.470-0679.790 | 3.700
P=0104 | X=0497.230-0522.280 | Y=0670.470-0679.790 | 3.200
P=0104 | X=0107.330-0384.740 | Y=0680.110-0691.350 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0104 | X=0107.330-0330.970 | Y=0697.630-0708.870 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0105 | X=0107.330-0392.590 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0105 | X=0107.330-0392.870 | Y=0090.260-0101.500 | Đường Trương Định (đường 4) đoạn từ Đường Phan Trung đến
P=0105 | X=0107.330-0399.150 | Y=0101.780-0113.020 | Đường Đồng Khởi có hiện trạng là đường nhựa, bê tông xi măng:
P=0105 | X=0092.900-0104.020 | Y=0109.660-0118.980 | 33
P=0105 | X=0404.540-0435.110 | Y=0109.660-0118.980 | 11.700
P=0105 | X=0452.810-0477.860 | Y=0109.660-0118.980 | 8.200
P=0105 | X=0497.230-0522.280 | Y=0109.660-0118.980 | 7.000
P=0105 | X=0107.330-0330.240 | Y=0119.330-0130.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0105 | X=0107.330-0384.500 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0105 | X=0107.330-0392.590 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0105 | X=0107.330-0392.870 | Y=0166.370-0177.610 | Đường Trương Định (đường 4) đoạn từ Đường Phan Trung đến
P=0105 | X=0107.330-0399.150 | Y=0177.650-0188.890 | Đường Đồng Khởi có hiện trạng là đường nhựa, bê tông xi măng:
P=0105 | X=0092.900-0330.500 | Y=0195.170-0209.510 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0105 | X=0410.060-0435.110 | Y=0200.190-0209.510 | 9.100
P=0105 | X=0452.810-0477.860 | Y=0200.190-0209.510 | 6.400
P=0105 | X=0497.230-0522.280 | Y=0200.190-0209.510 | 5.500
P=0105 | X=0107.330-0394.220 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0105 | X=0107.330-0160.290 | Y=0224.230-0235.470 | đến ≤600m.
P=0105 | X=0107.330-0330.500 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0105 | X=0107.330-0392.590 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0105 | X=0107.330-0392.870 | Y=0271.270-0282.510 | Đường Trương Định (đường 4) đoạn từ Đường Phan Trung đến
P=0105 | X=0092.900-0399.150 | Y=0288.820-0302.900 | 35 Đường Đồng Khởi có hiện trạng là đường nhựa, bê tông xi măng:
P=0105 | X=0410.060-0435.110 | Y=0293.580-0302.900 | 4.800
P=0105 | X=0452.810-0477.860 | Y=0293.580-0302.900 | 3.400
P=0105 | X=0497.230-0522.280 | Y=0293.580-0302.900 | 2.900
P=0105 | X=0107.330-0384.740 | Y=0306.340-0317.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0105 | X=0107.330-0333.620 | Y=0323.860-0335.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0105 | X=0311.640-0380.110 | Y=0341.620-0352.860 | Đường Trương
P=0105 | X=0107.330-0207.990 | Y=0353.140-0364.380 | Đường Trương Quyền
P=0105 | X=0229.300-0297.770 | Y=0353.140-0364.380 | Đường Trương
P=0105 | X=0311.640-0369.100 | Y=0353.140-0364.380 | Định (ngã ba
P=0105 | X=0092.900-0104.020 | Y=0360.780-0370.100 | 36
P=0105 | X=0404.540-0435.100 | Y=0360.780-0370.100 | 21.300
P=0105 | X=0447.290-0477.860 | Y=0360.780-0370.100 | 14.900
P=0105 | X=0491.710-0522.280 | Y=0360.780-0370.100 | 12.800
P=0105 | X=0107.330-0152.450 | Y=0364.660-0375.900 | (đường 3)
P=0105 | X=0229.300-0250.020 | Y=0364.660-0375.900 | Định
P=0105 | X=0311.640-0394.790 | Y=0364.660-0375.900 | trường Nguyễn An
P=0105 | X=0311.640-0335.630 | Y=0377.840-0387.160 | Ninh)
P=0105 | X=0107.330-0392.350 | Y=0393.720-0404.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0105 | X=0107.330-0370.070 | Y=0405.240-0416.480 | Quyền (đường 3) đoạn từ Đường Trương Định đến Đường
P=0105 | X=0107.330-0384.930 | Y=0416.760-0428.000 | Trương Định (ngã ba trường Nguyễn An Ninh) có hiện trạng là
P=0105 | X=0092.900-0243.080 | Y=0428.280-0439.720 | 37 đường nhựa, bê tông xi măng:
P=0105 | X=0404.540-0435.110 | Y=0430.400-0439.720 | 11.800
P=0105 | X=0452.810-0477.860 | Y=0430.400-0439.720 | 8.300
P=0105 | X=0497.230-0522.280 | Y=0430.400-0439.720 | 7.100
P=0105 | X=0107.330-0330.250 | Y=0445.800-0457.040 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0105 | X=0107.330-0384.500 | Y=0463.340-0474.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0105 | X=0107.330-0392.350 | Y=0481.100-0492.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0105 | X=0107.330-0370.070 | Y=0492.620-0503.860 | Quyền (đường 3) đoạn từ Đường Trương Định đến Đường
P=0105 | X=0107.330-0379.170 | Y=0504.140-0515.380 | Trương Định (ngã 3 trường Nguyễn An Ninh) có hiện trạng là
P=0105 | X=0107.330-0243.080 | Y=0515.660-0526.900 | đường nhựa, bê tông xi măng:
P=0105 | X=0092.900-0330.500 | Y=0532.180-0544.450 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0105 | X=0410.060-0435.110 | Y=0532.180-0541.500 | 7.700
P=0105 | X=0452.810-0477.860 | Y=0532.180-0541.500 | 5.400
P=0105 | X=0497.230-0522.280 | Y=0532.180-0541.500 | 4.600
P=0105 | X=0107.330-0394.220 | Y=0550.490-0561.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0105 | X=0107.330-0160.290 | Y=0562.010-0573.250 | đến ≤600m.
P=0105 | X=0107.330-0330.500 | Y=0579.530-0590.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0105 | X=0107.330-0392.350 | Y=0597.290-0608.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=0105 | X=0107.330-0370.070 | Y=0608.810-0620.050 | Quyền (đường 3) đoạn từ Đường Trương Định đến Đường
P=0105 | X=0107.330-0379.170 | Y=0620.350-0631.590 | Trương Định (ngã 3 trường Nguyễn An Ninh) có hiện trạng là
P=0105 | X=0092.900-0243.080 | Y=0631.870-0643.310 | 39 đường nhựa, bê tông xi măng:
P=0105 | X=0410.060-0435.110 | Y=0633.990-0643.310 | 4.600
P=0105 | X=0452.810-0477.860 | Y=0633.990-0643.310 | 3.200
P=0105 | X=0497.230-0522.280 | Y=0633.990-0643.310 | 2.800
P=0105 | X=0107.330-0384.740 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0105 | X=0107.330-0330.970 | Y=0666.910-0678.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0105 | X=0107.330-0392.590 | Y=0684.670-0695.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0105 | X=0092.900-0387.340 | Y=0696.190-0707.430 | 40 Đường Trương Quyền (đường 3) đoạn từ Đường Trương Định
P=0105 | X=0404.540-0435.110 | Y=0698.070-0707.390 | 10.600
P=0105 | X=0452.810-0477.860 | Y=0698.070-0707.390 | 7.400
P=0105 | X=0497.230-0522.280 | Y=0698.070-0707.390 | 6.400
P=0105 | X=0107.330-0396.940 | Y=0707.730-0718.970 | đến Đường Trương Định (ngã 3 trường Nguyễn An Ninh) có hiện
P=0106 | X=0107.330-0279.140 | Y=0072.500-0083.740 | trạng là đường nhựa, bê tông xi măng:
P=0106 | X=0107.330-0330.240 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0106 | X=0107.330-0384.500 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0106 | X=0107.330-0392.590 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0106 | X=0107.330-0387.340 | Y=0136.850-0148.090 | Đường Trương Quyền (đường 3) đoạn từ Đường Trương Định
P=0106 | X=0107.330-0396.940 | Y=0148.370-0159.610 | đến Đường Trương Định (ngã 3 trường Nguyễn An Ninh) có hiện
P=0106 | X=0107.330-0279.110 | Y=0159.650-0170.890 | trạng là đường nhựa, bê tông xi măng:
P=0106 | X=0092.900-0330.500 | Y=0176.410-0188.410 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0106 | X=0410.060-0435.110 | Y=0176.410-0185.730 | 6.900
P=0106 | X=0452.810-0477.860 | Y=0176.410-0185.730 | 4.800
P=0106 | X=0497.230-0522.280 | Y=0176.410-0185.730 | 4.100
P=0106 | X=0107.330-0394.220 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0106 | X=0107.330-0160.290 | Y=0206.230-0217.470 | đến ≤600m.
P=0106 | X=0107.330-0330.520 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0106 | X=0107.330-0392.590 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0106 | X=0107.330-0387.340 | Y=0253.030-0264.270 | Đường Trương Quyền (đường 3) đoạn từ Đường Trương Định
P=0106 | X=0107.330-0396.940 | Y=0264.550-0275.790 | đến Đường Trương Định (ngã 3 trường Nguyễn An Ninh) có hiện
P=0106 | X=0092.900-0279.110 | Y=0276.070-0287.510 | 42 trạng là đường nhựa, bê tông xi măng:
P=0106 | X=0410.060-0435.110 | Y=0278.190-0287.510 | 4.100
P=0106 | X=0452.810-0477.860 | Y=0278.190-0287.510 | 2.900
P=0106 | X=0497.230-0522.280 | Y=0278.190-0287.510 | 2.500
P=0106 | X=0107.330-0384.740 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0106 | X=0107.330-0333.620 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0106 | X=0229.300-0380.110 | Y=0328.900-0340.140 | Đường Phạm Văn Đường Trương
P=0106 | X=0092.900-0188.520 | Y=0334.660-0345.900 | 43 Đường Võ Cương
P=0106 | X=0404.540-0435.110 | Y=0336.540-0345.860 | 27.200
P=0106 | X=0447.290-0477.860 | Y=0336.540-0345.860 | 19.000
P=0106 | X=0491.710-0522.280 | Y=0336.540-0345.860 | 16.300
P=0106 | X=0311.640-0388.940 | Y=0340.420-0351.660 | Quyền (đường 3)
P=0106 | X=0229.300-0257.700 | Y=0342.300-0351.620 | Thuận
P=0106 | X=0107.330-0370.790 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0106 | X=0107.330-0382.040 | Y=0369.480-0380.720 | Cương đoạn từ Đường Phạm Văn Thuận đến Đường Trương
P=0106 | X=0107.330-0394.110 | Y=0381.000-0392.240 | Quyền (đường 3) có hiện trạng là đường nhựa, bê tông xi măng:
P=0106 | X=0092.900-0104.020 | Y=0388.880-0398.200 | 44
P=0106 | X=0404.540-0435.110 | Y=0388.880-0398.200 | 14.200
P=0106 | X=0452.810-0477.860 | Y=0388.880-0398.200 | 9.900
P=0106 | X=0497.230-0522.280 | Y=0388.880-0398.200 | 8.500
P=0106 | X=0107.330-0330.240 | Y=0398.520-0409.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0106 | X=0107.330-0384.500 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0106 | X=0107.330-0370.770 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0106 | X=0107.330-0382.040 | Y=0445.320-0456.560 | Cương đoạn từ Đường Phạm Văn Thuận đến Đường Trương
P=0106 | X=0107.330-0391.470 | Y=0456.860-0468.100 | Quyền(đường 3) có hiện trạng là đường nhựa, bê tông xi măng:
P=0106 | X=0092.900-0330.500 | Y=0474.380-0488.460 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0106 | X=0410.060-0435.110 | Y=0479.140-0488.460 | 9.500
P=0106 | X=0452.810-0477.860 | Y=0479.140-0488.460 | 6.700
P=0106 | X=0497.230-0522.280 | Y=0479.140-0488.460 | 5.700
P=0106 | X=0107.330-0394.220 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0106 | X=0107.330-0160.290 | Y=0503.420-0514.660 | đến ≤600m.
P=0106 | X=0107.330-0330.500 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0106 | X=0107.330-0370.770 | Y=0538.490-0549.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0106 | X=0107.330-0382.040 | Y=0550.010-0561.250 | Cương đoạn từ Đường Phạm Văn Thuận đến Đường Trương
P=0106 | X=0107.330-0394.140 | Y=0561.530-0572.770 | Quyền (đường 3) có hiện trạng là đường nhựa, bê tông xi măng:
P=0106 | X=0092.900-0104.020 | Y=0569.410-0578.730 | 46
P=0106 | X=0410.060-0435.110 | Y=0569.410-0578.730 | 5.300
P=0106 | X=0452.810-0477.860 | Y=0569.410-0578.730 | 3.700
P=0106 | X=0497.230-0522.280 | Y=0569.410-0578.730 | 3.200
P=0106 | X=0107.330-0384.740 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0106 | X=0107.330-0330.970 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0106 | X=0107.330-0392.590 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0106 | X=0107.330-0394.550 | Y=0625.870-0637.110 | Đường Võ Cương đoạn từ Đường Phạm Văn Thuận đến Đường
P=0106 | X=0107.330-0400.280 | Y=0637.390-0648.630 | Trương Quyền (đường 3) có hiện trạng là đường nhựa, bê tông xi
P=0106 | X=0092.900-0135.330 | Y=0648.910-0660.350 | 47 măng:
P=0106 | X=0404.540-0435.110 | Y=0651.030-0660.350 | 12.800
P=0106 | X=0452.810-0477.860 | Y=0651.030-0660.350 | 9.000
P=0106 | X=0497.230-0522.280 | Y=0651.030-0660.350 | 7.700
P=0106 | X=0107.330-0330.240 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0106 | X=0107.330-0384.500 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0106 | X=0092.900-0392.590 | Y=0701.730-0712.970 | 48 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0106 | X=0410.060-0435.110 | Y=0703.620-0712.940 | 8.600
P=0106 | X=0452.810-0477.860 | Y=0703.620-0712.940 | 6.000
P=0106 | X=0497.230-0522.280 | Y=0703.620-0712.940 | 5.200
P=0107 | X=0107.330-0394.550 | Y=0072.500-0083.740 | Đường Võ Cương đoạn từ Đường Phạm Văn Thuận đến Đường
P=0107 | X=0107.330-0400.280 | Y=0084.020-0095.260 | Trương Quyền (đường 3) có hiện trạng là đường nhựa, bê tông xi
P=0107 | X=0107.330-0135.330 | Y=0095.540-0106.780 | măng:
P=0107 | X=0107.330-0330.500 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0107 | X=0107.330-0394.220 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0107 | X=0107.330-0160.290 | Y=0142.130-0153.370 | đến ≤600m.
P=0107 | X=0107.330-0330.500 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0107 | X=0107.330-0392.590 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0107 | X=0107.330-0394.550 | Y=0188.690-0199.930 | Đường Võ Cương đoạn từ Đường Phạm Văn Thuận đến Đường
P=0107 | X=0107.330-0400.280 | Y=0200.230-0211.470 | Trương Quyền (đường 3) có hiện trạng là đường nhựa, bê tông xi
P=0107 | X=0092.900-0135.330 | Y=0211.750-0223.190 | 49 măng:
P=0107 | X=0410.060-0435.110 | Y=0213.870-0223.190 | 4.800
P=0107 | X=0452.810-0477.860 | Y=0213.870-0223.190 | 3.400
P=0107 | X=0497.230-0522.280 | Y=0213.870-0223.190 | 2.900
P=0107 | X=0107.330-0384.740 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0107 | X=0107.330-0333.620 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0107 | X=0229.300-0380.110 | Y=0264.550-0275.790 | Đường Phạm Văn Đường Trương
P=0107 | X=0092.900-0211.990 | Y=0270.310-0281.550 | 50 Đường Nguyễn Bá Học
P=0107 | X=0404.540-0435.110 | Y=0272.190-0281.510 | 23.700
P=0107 | X=0447.290-0477.860 | Y=0272.190-0281.510 | 16.600
P=0107 | X=0491.710-0522.280 | Y=0272.190-0281.510 | 14.200
P=0107 | X=0311.640-0332.360 | Y=0276.070-0287.310 | Định
P=0107 | X=0229.300-0257.700 | Y=0277.950-0287.270 | Thuận
P=0107 | X=0107.330-0392.870 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0107 | X=0107.330-0383.240 | Y=0305.380-0316.620 | Bá Học đoạn từ Đường Phạm Văn Thuận đến Đường Trương
P=0107 | X=0107.330-0337.680 | Y=0316.900-0328.140 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0107 | X=0092.900-0104.020 | Y=0324.780-0334.100 | 51
