TABLE=042 | AREA=Xã Thống Nhất | SECTION=non-agricultural | SEGMENTS=1
P=1459 | X=0111.170-0384.680 | Y=0579.290-0590.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1459 | X=0111.170-0377.500 | Y=0590.810-0602.050 | ra Đường Đức Huy - Thanh Bình đoạn từ Cầu Đức Huy đến
P=1459 | X=0111.170-0377.550 | Y=0602.330-0613.570 | Xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1459 | X=0091.940-0342.720 | Y=0619.870-0634.190 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1459 | X=0414.140-0430.780 | Y=0624.870-0634.190 | 640
P=1459 | X=0461.690-0478.330 | Y=0624.870-0634.190 | 450
P=1459 | X=0505.390-0522.030 | Y=0624.870-0634.190 | 380
P=1459 | X=0111.170-0364.480 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1459 | X=0111.170-0206.120 | Y=0648.910-0660.150 | >500m đến ≤1.000m.
P=1459 | X=0111.170-0334.340 | Y=0666.430-0677.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1459 | X=0111.170-0384.680 | Y=0684.190-0695.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1459 | X=0091.940-0377.500 | Y=0695.710-0706.950 | 112 ra Đường Đức Huy - Thanh Bình đoạn từ Cầu Đức Huy đến
P=1459 | X=0414.140-0430.780 | Y=0697.590-0706.910 | 430
P=1459 | X=0461.690-0478.330 | Y=0697.590-0706.910 | 300
P=1459 | X=0505.390-0522.030 | Y=0697.590-0706.910 | 260
P=1459 | X=0111.170-0377.550 | Y=0707.250-0718.490 | Xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1460 | X=0111.170-0352.280 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1460 | X=0111.170-0153.310 | Y=0091.900-0101.220 | >1.000m.
P=1460 | X=0111.170-0334.810 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1460 | X=0219.430-0299.640 | Y=0125.330-0136.570 | Đường Đức Huy -
P=1460 | X=0091.940-0196.610 | Y=0131.090-0142.330 | 113 Đường Thánh Tâm
P=1460 | X=0302.760-0385.660 | Y=0132.970-0142.290 | Giáp với Hồ Trị An
P=1460 | X=0405.980-0431.030 | Y=0132.970-0142.290 | 2.500
P=1460 | X=0453.530-0478.580 | Y=0132.970-0142.290 | 1.800
P=1460 | X=0497.230-0522.280 | Y=0132.970-0142.290 | 1.500
P=1460 | X=0219.430-0271.340 | Y=0138.730-0148.050 | Thanh Bình
P=1460 | X=0111.170-0390.690 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thánh
P=1460 | X=0111.170-0381.340 | Y=0166.130-0177.370 | Tâm đoạn từ Đường Đức Huy - Thanh Bình đến Giáp với Hồ
P=1460 | X=0111.170-0347.530 | Y=0177.410-0188.650 | Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1460 | X=0091.940-0108.580 | Y=0185.290-0194.610 | 114
P=1460 | X=0405.980-0431.020 | Y=0185.290-0194.610 | 1.200
P=1460 | X=0461.690-0478.330 | Y=0185.290-0194.610 | 840
P=1460 | X=0505.390-0522.030 | Y=0185.290-0194.610 | 720
P=1460 | X=0111.170-0342.250 | Y=0194.930-0206.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1460 | X=0111.170-0388.360 | Y=0212.470-0223.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1460 | X=0111.170-0390.690 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thánh
P=1460 | X=0111.170-0381.340 | Y=0241.750-0252.990 | Tâm đoạn từ Đường Đức Huy - Thanh Bình đến Giáp với Hồ
P=1460 | X=0111.170-0347.530 | Y=0253.270-0264.510 | Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1460 | X=0091.940-0342.720 | Y=0270.790-0284.870 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1460 | X=0414.140-0430.780 | Y=0275.550-0284.870 | 950
P=1460 | X=0461.690-0478.330 | Y=0275.550-0284.870 | 670
P=1460 | X=0505.390-0522.030 | Y=0275.550-0284.870 | 570
P=1460 | X=0111.170-0364.480 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1460 | X=0111.170-0206.120 | Y=0299.860-0311.100 | >500m đến ≤1.000m.
P=1460 | X=0111.170-0334.340 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1460 | X=0111.170-0390.690 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thánh
P=1460 | X=0111.170-0381.340 | Y=0346.660-0357.900 | Tâm đoạn từ Đường Đức Huy - Thanh Bình đến Giáp với Hồ
P=1460 | X=0111.170-0347.530 | Y=0357.940-0369.180 | Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1460 | X=0091.940-0108.580 | Y=0371.600-0380.920 | 116
P=1460 | X=0414.140-0430.780 | Y=0371.600-0380.920 | 650
P=1460 | X=0461.690-0478.330 | Y=0371.600-0380.920 | 460
P=1460 | X=0505.390-0522.030 | Y=0371.600-0380.920 | 390
P=1460 | X=0111.170-0352.280 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1460 | X=0111.170-0153.310 | Y=0388.880-0398.200 | >1.000m.
P=1460 | X=0111.170-0334.810 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1460 | X=0111.170-0384.680 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1460 | X=0111.170-0383.000 | Y=0433.800-0445.040 | ra Đường Thánh Tâm đoạn từ Đường Đức Huy - Thanh Bình
P=1460 | X=0111.170-0382.520 | Y=0445.320-0456.560 | đến Giáp với Hồ Trị An có hiện trạng là đường nhựa, bê tông
P=1460 | X=0091.940-0149.000 | Y=0456.860-0468.300 | 117 xi măng:
P=1460 | X=0405.980-0431.030 | Y=0458.980-0468.300 | 1.100
P=1460 | X=0461.690-0478.330 | Y=0458.980-0468.300 | 770
P=1460 | X=0505.390-0522.030 | Y=0458.980-0468.300 | 660
P=1460 | X=0111.170-0342.250 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1460 | X=0111.170-0388.360 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1460 | X=0111.170-0384.680 | Y=0509.660-0520.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1460 | X=0111.170-0382.990 | Y=0521.180-0532.420 | ra Đường Thánh Tâm đoạn từ Đường Đức Huy - Thanh Bình
P=1460 | X=0111.170-0382.520 | Y=0532.490-0543.730 | đến Giáp với Hồ Trị An có hiện trạng là đường nhựa, bê tông
P=1460 | X=0111.170-0149.000 | Y=0544.010-0555.250 | xi măng:
P=1460 | X=0091.940-0342.720 | Y=0560.770-0572.770 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1460 | X=0414.140-0430.780 | Y=0560.770-0570.090 | 860
P=1460 | X=0461.690-0478.330 | Y=0560.770-0570.090 | 600
P=1460 | X=0505.390-0522.030 | Y=0560.770-0570.090 | 520
P=1460 | X=0111.170-0364.480 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1460 | X=0111.170-0206.120 | Y=0590.570-0601.810 | >500m đến ≤1.000m.
P=1460 | X=0111.170-0334.340 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1460 | X=0111.170-0384.680 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1460 | X=0111.170-0382.990 | Y=0637.390-0648.630 | ra Đường Thánh Tâm đoạn từ Đường Đức Huy - Thanh Bình
P=1460 | X=0111.170-0382.520 | Y=0648.910-0660.150 | đến Giáp với Hồ Trị An có hiện trạng là đường nhựa, bê tông
P=1460 | X=0111.170-0149.000 | Y=0660.430-0671.670 | xi măng:
P=1460 | X=0091.940-0108.580 | Y=0668.310-0677.630 | 119
P=1460 | X=0414.140-0430.780 | Y=0668.310-0677.630 | 590
P=1460 | X=0461.690-0478.330 | Y=0668.310-0677.630 | 410
P=1460 | X=0505.390-0522.030 | Y=0668.310-0677.630 | 350
P=1460 | X=0111.170-0352.280 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1460 | X=0111.170-0153.310 | Y=0691.350-0700.670 | >1.000m.
P=1460 | X=0111.170-0334.810 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1461 | X=0219.430-0299.640 | Y=0078.500-0089.740 | Đường Đức Huy -
P=1461 | X=0091.940-0186.870 | Y=0084.260-0095.500 | 120 Đường Suối Cạn
P=1461 | X=0302.760-0345.320 | Y=0086.140-0095.460 | Hồ Trị An
P=1461 | X=0405.980-0431.030 | Y=0086.140-0095.460 | 2.500
P=1461 | X=0453.530-0478.580 | Y=0086.140-0095.460 | 1.800
P=1461 | X=0497.230-0522.280 | Y=0086.140-0095.460 | 1.500
P=1461 | X=0219.430-0271.340 | Y=0091.900-0101.220 | Thanh Bình
P=1461 | X=0111.170-0382.300 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối
P=1461 | X=0111.170-0382.050 | Y=0119.330-0130.570 | Cạn đoạn từ Đường Đức Huy - Thanh Bình đến Hồ Trị An có
P=1461 | X=0111.170-0304.780 | Y=0130.850-0142.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0091.940-0108.580 | Y=0138.730-0148.050 | 121
P=1461 | X=0405.980-0431.030 | Y=0138.730-0148.050 | 1.200
P=1461 | X=0461.690-0478.330 | Y=0138.730-0148.050 | 840
P=1461 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 720
P=1461 | X=0111.170-0342.250 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1461 | X=0111.170-0388.360 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1461 | X=0111.170-0382.300 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối
P=1461 | X=0111.170-0382.050 | Y=0194.930-0206.170 | Cạn đoạn từ Đường Đức Huy - Thanh Bình đến Hồ Trị An có
P=1461 | X=0111.170-0304.780 | Y=0206.470-0217.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0091.940-0342.720 | Y=0223.990-0238.310 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1461 | X=0414.140-0430.780 | Y=0228.990-0238.310 | 950
P=1461 | X=0461.690-0478.330 | Y=0228.990-0238.310 | 670
P=1461 | X=0505.390-0522.030 | Y=0228.990-0238.310 | 570
P=1461 | X=0111.170-0364.480 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1461 | X=0111.170-0206.120 | Y=0253.030-0264.270 | >500m đến ≤1.000m.
P=1461 | X=0111.170-0334.340 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1461 | X=0111.170-0382.300 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối
P=1461 | X=0111.170-0382.050 | Y=0299.860-0311.100 | Cạn đoạn từ Đường Đức Huy - Thanh Bình đến Hồ Trị An có
P=1461 | X=0111.170-0304.780 | Y=0311.380-0322.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0091.940-0108.580 | Y=0325.020-0334.340 | 123
P=1461 | X=0414.140-0430.780 | Y=0325.020-0334.340 | 650
P=1461 | X=0461.690-0478.330 | Y=0325.020-0334.340 | 460
P=1461 | X=0505.390-0522.030 | Y=0325.020-0334.340 | 390
P=1461 | X=0111.170-0352.280 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1461 | X=0111.170-0153.310 | Y=0342.300-0351.620 | >1.000m.
P=1461 | X=0111.170-0334.810 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1461 | X=0111.170-0384.680 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1461 | X=0111.170-0372.920 | Y=0387.000-0398.240 | ra Đường Suối Cạn đoạn từ Đường Đức Huy - Thanh Bình
P=1461 | X=0111.170-0382.590 | Y=0398.520-0409.760 | đến Hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0091.940-0108.580 | Y=0406.400-0415.720 | 124
P=1461 | X=0405.980-0431.030 | Y=0406.400-0415.720 | 1.100
P=1461 | X=0461.690-0478.330 | Y=0406.400-0415.720 | 770
P=1461 | X=0505.390-0522.030 | Y=0406.400-0415.720 | 660
P=1461 | X=0111.170-0342.250 | Y=0416.040-0427.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1461 | X=0111.170-0388.360 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1461 | X=0111.170-0384.680 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1461 | X=0111.170-0372.920 | Y=0462.860-0474.100 | ra Đường Suối Cạn đoạn từ Đường Đức Huy - Thanh Bình
P=1461 | X=0111.170-0382.590 | Y=0474.380-0485.620 | đến Hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0091.940-0342.720 | Y=0491.900-0505.980 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1461 | X=0414.140-0430.780 | Y=0496.660-0505.980 | 860
P=1461 | X=0461.690-0478.330 | Y=0496.660-0505.980 | 600
P=1461 | X=0505.390-0522.030 | Y=0496.660-0505.980 | 520
P=1461 | X=0111.170-0364.480 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1461 | X=0111.170-0206.120 | Y=0520.940-0532.180 | >500m đến ≤1.000m.
P=1461 | X=0111.170-0334.340 | Y=0538.250-0549.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1461 | X=0111.170-0384.680 | Y=0556.010-0567.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1461 | X=0111.170-0372.920 | Y=0567.530-0578.770 | ra Đường Suối Cạn đoạn từ Đường Đức Huy - Thanh Bình
P=1461 | X=0111.170-0382.590 | Y=0579.050-0590.290 | đến Hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1461 | X=0091.940-0108.580 | Y=0592.690-0602.010 | 126
P=1461 | X=0414.140-0430.780 | Y=0592.690-0602.010 | 590
P=1461 | X=0461.690-0478.330 | Y=0592.690-0602.010 | 410
P=1461 | X=0505.390-0522.030 | Y=0592.690-0602.010 | 350
P=1461 | X=0111.170-0352.280 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1461 | X=0111.170-0153.310 | Y=0609.970-0619.290 | >1.000m.
P=1461 | X=0111.170-0334.810 | Y=0625.630-0636.870 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1461 | X=0091.940-0192.960 | Y=0643.390-0654.630 | 127 Đường Mùng 4 tết
P=1461 | X=0219.430-0268.020 | Y=0645.270-0654.590 | Quốc lộ 20
P=1461 | X=0302.760-0340.260 | Y=0645.270-0654.590 | Suối reo
P=1461 | X=0405.980-0431.030 | Y=0645.270-0654.590 | 2.500
P=1461 | X=0453.530-0478.580 | Y=0645.270-0654.590 | 1.800
P=1461 | X=0497.230-0522.280 | Y=0645.270-0654.590 | 1.500
P=1461 | X=0111.170-0387.330 | Y=0661.150-0672.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mùng
P=1461 | X=0111.170-0382.540 | Y=0672.670-0683.910 | 4 tết đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là đường
P=1461 | X=0091.940-0214.280 | Y=0683.190-0695.430 | 128 nhựa, bê tông xi măng:
P=1461 | X=0405.980-0431.030 | Y=0683.190-0692.510 | 1.200
P=1461 | X=0461.690-0478.330 | Y=0683.190-0692.510 | 840
P=1461 | X=0505.390-0522.030 | Y=0683.190-0692.510 | 720
P=1461 | X=0111.170-0342.250 | Y=0701.730-0712.970 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1462 | X=0111.170-0388.360 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1462 | X=0111.170-0387.330 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mùng
P=1462 | X=0111.170-0382.540 | Y=0107.780-0119.020 | 4 tết đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là đường
P=1462 | X=0111.170-0214.280 | Y=0119.330-0130.570 | nhựa, bê tông xi măng:
P=1462 | X=0091.940-0342.740 | Y=0136.850-0150.930 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1462 | X=0414.140-0430.780 | Y=0141.610-0150.930 | 950
P=1462 | X=0461.690-0478.330 | Y=0141.610-0150.930 | 670
P=1462 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 570
P=1462 | X=0111.170-0364.480 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1462 | X=0111.170-0206.120 | Y=0165.650-0176.890 | >500m đến ≤1.000m.
P=1462 | X=0111.170-0334.340 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1462 | X=0111.170-0387.330 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mùng
P=1462 | X=0111.170-0382.540 | Y=0212.470-0223.710 | 4 tết đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là đường
P=1462 | X=0111.170-0214.280 | Y=0223.990-0235.230 | nhựa, bê tông xi măng:
P=1462 | X=0091.940-0108.580 | Y=0237.630-0246.950 | 130
P=1462 | X=0414.140-0430.780 | Y=0237.630-0246.950 | 650
P=1462 | X=0461.690-0478.330 | Y=0237.630-0246.950 | 460
P=1462 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 390
P=1462 | X=0111.170-0352.280 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1462 | X=0111.170-0153.310 | Y=0254.910-0264.230 | >1.000m.
P=1462 | X=0111.170-0334.810 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1462 | X=0111.170-0384.680 | Y=0288.340-0299.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1462 | X=0111.170-0387.580 | Y=0299.860-0311.100 | ra Đường Mùng 4 tết đoạn từ Quốc lộ 20 đến Suối reo có hiện
P=1462 | X=0111.170-0282.950 | Y=0311.380-0322.620 | trạng là đường nhựa, bê tông xi măng:
P=1462 | X=0091.940-0108.580 | Y=0319.260-0328.580 | 131
P=1462 | X=0405.980-0431.030 | Y=0319.260-0328.580 | 1.100
P=1462 | X=0461.690-0478.330 | Y=0319.260-0328.580 | 770
P=1462 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 660
P=1462 | X=0111.170-0342.250 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1462 | X=0111.170-0388.360 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1462 | X=0111.170-0384.680 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1462 | X=0111.170-0387.580 | Y=0375.480-0386.720 | ra Đường Mùng 4 tết đoạn từ Quốc lộ 20 đến Suối reo có hiện
P=1462 | X=0111.170-0282.950 | Y=0387.000-0398.240 | trạng là đường nhựa, bê tông xi măng:
P=1462 | X=0091.940-0342.720 | Y=0404.520-0418.840 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1462 | X=0414.140-0430.780 | Y=0409.520-0418.840 | 860
P=1462 | X=0461.690-0478.330 | Y=0409.520-0418.840 | 600
P=1462 | X=0505.390-0522.030 | Y=0409.520-0418.840 | 520
P=1462 | X=0111.170-0364.480 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1462 | X=0111.170-0206.120 | Y=0433.560-0444.800 | >500m đến ≤1.000m.
P=1462 | X=0111.170-0334.360 | Y=0451.100-0462.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1462 | X=0111.170-0384.680 | Y=0468.860-0480.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1462 | X=0111.170-0387.580 | Y=0480.380-0491.620 | ra Đường Mùng 4 tết đoạn từ Quốc lộ 20 đến Suối reo có hiện
P=1462 | X=0111.170-0282.950 | Y=0491.900-0503.140 | trạng là đường nhựa, bê tông xi măng:
P=1462 | X=0091.940-0108.580 | Y=0505.540-0514.860 | 133
P=1462 | X=0414.140-0430.780 | Y=0505.540-0514.860 | 590
P=1462 | X=0461.690-0478.330 | Y=0505.540-0514.860 | 410
P=1462 | X=0505.390-0522.030 | Y=0505.540-0514.860 | 350
P=1462 | X=0111.170-0352.280 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1462 | X=0111.170-0153.310 | Y=0522.820-0532.140 | >1.000m.
P=1462 | X=0111.170-0334.810 | Y=0538.250-0549.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1462 | X=0302.760-0383.740 | Y=0556.010-0567.250 | Đường song hành
P=1462 | X=0091.940-0193.840 | Y=0567.530-0578.770 | 134 Đường Vườn Xoài
P=1462 | X=0302.760-0386.380 | Y=0567.530-0578.770 | phía Đông Quốc lộ
P=1462 | X=0219.430-0268.020 | Y=0569.410-0578.730 | Quốc lộ 20
P=1462 | X=0405.980-0431.030 | Y=0569.410-0578.730 | 2.500
P=1462 | X=0453.530-0478.580 | Y=0569.410-0578.730 | 1.800
P=1462 | X=0497.230-0522.280 | Y=0569.410-0578.730 | 1.500
P=1462 | X=0302.760-0313.880 | Y=0580.930-0590.250 | 20
P=1462 | X=0111.170-0388.070 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1462 | X=0111.170-0371.960 | Y=0608.330-0619.570 | Xoài đoạn từ Quốc lộ 20 đến Đường song hành phía Đông
P=1462 | X=0111.170-0368.900 | Y=0619.870-0631.110 | Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1462 | X=0091.940-0108.580 | Y=0627.750-0637.070 | 135
P=1462 | X=0405.980-0431.030 | Y=0627.750-0637.070 | 1.100
P=1462 | X=0461.690-0478.330 | Y=0627.750-0637.070 | 770
P=1462 | X=0505.390-0522.030 | Y=0627.750-0637.070 | 660
P=1462 | X=0111.170-0342.250 | Y=0637.390-0648.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1462 | X=0111.170-0388.360 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1462 | X=0111.170-0388.070 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1462 | X=0091.940-0371.960 | Y=0684.190-0695.430 | 136 Xoài đoạn từ Quốc lộ 20 đến Đường song hành phía Đông
P=1462 | X=0414.140-0430.780 | Y=0686.070-0695.390 | 810
P=1462 | X=0461.690-0478.330 | Y=0686.070-0695.390 | 570
P=1462 | X=0505.390-0522.030 | Y=0686.070-0695.390 | 490
P=1462 | X=0111.170-0368.900 | Y=0695.710-0706.950 | Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1463 | X=0111.170-0342.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1463 | X=0111.170-0364.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1463 | X=0111.170-0206.120 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1463 | X=0111.170-0334.360 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1463 | X=0111.170-0388.070 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1463 | X=0111.170-0371.960 | Y=0154.370-0165.610 | Xoài đoạn từ Quốc lộ 20 đến Đường song hành phía Đông
P=1463 | X=0111.170-0368.900 | Y=0165.650-0176.890 | Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1463 | X=0091.940-0108.580 | Y=0179.290-0188.610 | 137
P=1463 | X=0414.140-0430.780 | Y=0179.290-0188.610 | 560
P=1463 | X=0461.690-0478.330 | Y=0179.290-0188.610 | 390
P=1463 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 340
P=1463 | X=0111.170-0352.280 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1463 | X=0111.170-0153.310 | Y=0196.570-0205.890 | >1.000m.
P=1463 | X=0111.170-0334.810 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1463 | X=0111.170-0384.680 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1463 | X=0111.170-0372.210 | Y=0241.510-0252.750 | ra Đường Vườn Xoài đoạn từ Quốc lộ 20 đến Đường song
P=1463 | X=0111.170-0380.380 | Y=0253.030-0264.270 | hành phía Đông Quốc lộ 20 có hiện trạng là đường nhựa, bê
P=1463 | X=0091.940-0171.330 | Y=0264.550-0275.990 | 138 tông xi măng:
P=1463 | X=0414.140-0430.780 | Y=0266.670-0275.990 | 990
P=1463 | X=0461.690-0478.330 | Y=0266.670-0275.990 | 690
P=1463 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 590
P=1463 | X=0111.170-0342.250 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1463 | X=0111.170-0388.360 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1463 | X=0111.170-0384.680 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1463 | X=0111.170-0372.210 | Y=0328.900-0340.140 | ra Đường Vườn Xoài đoạn từ Quốc lộ 20 đến Đường song
P=1463 | X=0111.170-0380.380 | Y=0340.420-0351.660 | hành phía Đông Quốc lộ 20 có hiện trạng là đường nhựa, bê
P=1463 | X=0111.170-0171.330 | Y=0351.700-0362.940 | tông xi măng:
P=1463 | X=0091.940-0342.720 | Y=0368.480-0380.480 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1463 | X=0414.140-0430.780 | Y=0368.480-0377.800 | 730
P=1463 | X=0461.690-0478.330 | Y=0368.480-0377.800 | 510
P=1463 | X=0505.390-0522.030 | Y=0368.480-0377.800 | 440
P=1463 | X=0111.170-0364.480 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1463 | X=0111.170-0206.120 | Y=0398.280-0409.520 | >500m đến ≤1.000m.
P=1463 | X=0111.170-0334.340 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
