TABLE=056 | AREA=Phường Bình Phước | SECTION=non-agricultural | SEGMENTS=1
P=1844 | X=0252.820-0377.660 | Y=0695.950-0707.190 | Đường Hùng Đường Quốc
P=1844 | X=0092.900-0179.670 | Y=0701.730-0712.970 | 39 Đường Lê Duẩn
P=1844 | X=0386.300-0416.870 | Y=0703.620-0712.940 | 24.000
P=1844 | X=0429.770-0460.340 | Y=0703.620-0712.940 | 16.800
P=1844 | X=0491.710-0522.280 | Y=0703.620-0712.940 | 14.400
P=1844 | X=0252.820-0284.100 | Y=0707.490-0718.730 | Vương
P=1844 | X=0319.080-0341.000 | Y=0709.380-0718.700 | lộ 14
P=1845 | X=0252.820-0364.200 | Y=0078.740-0089.980 | Đường Quốc Đường Lý
P=1845 | X=0092.900-0179.670 | Y=0084.500-0095.740 | 40 Đường Lê Duẩn
P=1845 | X=0386.300-0416.870 | Y=0086.380-0095.700 | 24.200
P=1845 | X=0429.770-0460.340 | Y=0086.380-0095.700 | 16.900
P=1845 | X=0491.710-0522.280 | Y=0086.380-0095.700 | 14.500
P=1845 | X=0319.080-0375.420 | Y=0090.260-0101.500 | Thường Kiệt
P=1845 | X=0252.820-0274.740 | Y=0092.140-0101.460 | lộ 14
P=1845 | X=0252.820-0305.220 | Y=0108.260-0119.500 | Đường Phú
P=1845 | X=0319.080-0350.840 | Y=0108.260-0119.500 | Đường
P=1845 | X=0092.900-0169.100 | Y=0114.050-0125.290 | 41 Đường Lê Lai
P=1845 | X=0386.300-0416.870 | Y=0115.930-0125.250 | 10.800
P=1845 | X=0435.290-0460.340 | Y=0115.930-0125.250 | 7.600
P=1845 | X=0497.230-0522.280 | Y=0115.930-0125.250 | 6.500
P=1845 | X=0252.820-0294.660 | Y=0119.810-0131.050 | Riềng Đỏ
P=1845 | X=0319.080-0374.630 | Y=0121.690-0131.010 | Nguyễn Huệ
P=1845 | X=0319.080-0350.840 | Y=0137.810-0149.050 | Đường
P=1845 | X=0252.820-0298.510 | Y=0143.570-0154.810 | Đường Lê
P=1845 | X=0092.900-0170.070 | Y=0149.330-0160.570 | 42 Đường Lê Lợi
P=1845 | X=0319.080-0375.830 | Y=0151.210-0160.530 | Nguyễn Hữu
P=1845 | X=0386.300-0416.870 | Y=0151.210-0160.530 | 16.000
P=1845 | X=0429.770-0460.340 | Y=0151.210-0160.530 | 11.200
P=1845 | X=0497.230-0522.280 | Y=0151.210-0160.530 | 9.600
P=1845 | X=0252.820-0299.240 | Y=0156.970-0166.290 | Trọng Tấn
P=1845 | X=0319.080-0342.920 | Y=0162.730-0172.050 | Cảnh
P=1845 | X=0252.820-0298.510 | Y=0178.850-0190.090 | Đường Lê
P=1845 | X=0319.080-0384.700 | Y=0178.850-0190.090 | Đường Bùi Thị
P=1845 | X=0092.900-0170.070 | Y=0184.610-0195.850 | 43 Đường Lê Lợi
P=1845 | X=0386.300-0416.870 | Y=0186.490-0195.810 | 10.400
P=1845 | X=0435.290-0460.340 | Y=0186.490-0195.810 | 7.300
P=1845 | X=0497.230-0522.280 | Y=0186.490-0195.810 | 6.200
P=1845 | X=0252.820-0299.240 | Y=0192.250-0201.570 | Trọng Tấn
P=1845 | X=0319.080-0342.210 | Y=0192.250-0201.570 | Xuân
P=1845 | X=0319.080-0350.840 | Y=0208.390-0219.630 | Đường
P=1845 | X=0252.820-0305.220 | Y=0213.910-0225.150 | Đường Phú
P=1845 | X=0092.900-0170.070 | Y=0219.670-0230.910 | 44 Đường Lê Lợi
P=1845 | X=0319.080-0374.120 | Y=0219.670-0230.910 | Nguyễn Văn
P=1845 | X=0391.820-0416.870 | Y=0221.550-0230.870 | 9.000
P=1845 | X=0435.290-0460.340 | Y=0221.550-0230.870 | 6.300
P=1845 | X=0497.230-0522.280 | Y=0221.550-0230.870 | 5.400
P=1845 | X=0252.820-0294.660 | Y=0225.430-0236.670 | Riềng Đỏ
P=1845 | X=0319.080-0336.440 | Y=0233.070-0242.390 | Trỗi
P=1845 | X=0319.080-0371.480 | Y=0249.190-0260.430 | Đường Phú
P=1845 | X=0319.080-0369.630 | Y=0260.710-0271.950 | Riềng Đỏ +
P=1845 | X=0319.080-0384.950 | Y=0272.230-0283.470 | 65m hướng về
P=1845 | X=0252.820-0305.220 | Y=0283.780-0295.020 | Đường Phú
P=1845 | X=0319.080-0370.500 | Y=0283.780-0295.020 | Ngã tư Bàu
P=1845 | X=0092.900-0195.250 | Y=0289.540-0300.780 | 45 Đường Lê Quý Đôn
P=1845 | X=0386.300-0416.870 | Y=0291.420-0300.740 | 23.800
P=1845 | X=0429.770-0460.340 | Y=0291.420-0300.740 | 16.700
P=1845 | X=0491.710-0522.280 | Y=0291.420-0300.740 | 14.300
P=1845 | X=0252.820-0294.660 | Y=0295.300-0306.540 | Riềng Đỏ
P=1845 | X=0319.080-0374.320 | Y=0297.180-0306.500 | Trúc (tính từ
P=1845 | X=0319.080-0365.250 | Y=0306.820-0318.060 | tim đường
P=1845 | X=0319.080-0381.580 | Y=0318.340-0329.580 | Phú Riềng Đỏ
P=1845 | X=0319.080-0350.730 | Y=0331.740-0341.060 | + 65m)
P=1845 | X=0252.820-0305.220 | Y=0347.860-0359.100 | Đường Phú
P=1845 | X=0252.820-0303.370 | Y=0359.380-0370.620 | Riềng Đỏ +
P=1845 | X=0252.820-0318.690 | Y=0370.920-0382.160 | 65m hướng về
P=1845 | X=0252.820-0371.970 | Y=0382.200-0393.440 | Ngã tư Bàu Đường Ngô
P=1845 | X=0092.900-0195.250 | Y=0387.960-0399.200 | 46 Đường Lê Quý Đôn
P=1845 | X=0386.300-0416.870 | Y=0389.840-0399.160 | 23.200
P=1845 | X=0429.770-0460.340 | Y=0389.840-0399.160 | 16.200
P=1845 | X=0491.710-0522.280 | Y=0389.840-0399.160 | 13.900
P=1845 | X=0252.820-0348.680 | Y=0395.600-0404.920 | Trúc (tính từ Quyền
P=1845 | X=0252.820-0298.990 | Y=0405.240-0416.480 | tim đường
P=1845 | X=0252.820-0315.320 | Y=0416.760-0428.000 | Phú Riềng Đỏ
P=1845 | X=0252.820-0287.120 | Y=0430.160-0439.480 | + 65 m)
P=1845 | X=0252.820-0305.710 | Y=0446.280-0457.520 | Đường Ngô
P=1845 | X=0319.080-0370.500 | Y=0446.280-0457.520 | Ngã tư Bàu
P=1845 | X=0092.900-0195.250 | Y=0452.060-0463.300 | 47 Đường Lê Quý Đôn
P=1845 | X=0386.300-0416.860 | Y=0453.940-0463.260 | 16.800
P=1845 | X=0429.770-0460.340 | Y=0453.940-0463.260 | 11.800
P=1845 | X=0491.710-0522.280 | Y=0453.940-0463.260 | 10.100
P=1845 | X=0252.820-0282.420 | Y=0459.700-0469.020 | Quyền
P=1845 | X=0319.080-0339.230 | Y=0459.700-0469.020 | Trúc
P=1845 | X=0319.080-0350.840 | Y=0475.820-0487.060 | Đường
P=1845 | X=0252.820-0284.580 | Y=0481.580-0492.820 | Đường
P=1845 | X=0092.900-0187.990 | Y=0487.340-0498.580 | 48 Đường Lê Văn Sỹ
P=1845 | X=0319.080-0374.120 | Y=0487.340-0498.580 | Nguyễn Văn
P=1845 | X=0391.820-0416.870 | Y=0489.220-0498.540 | 7.200
P=1845 | X=0435.290-0460.340 | Y=0489.220-0498.540 | 5.000
P=1845 | X=0497.230-0522.280 | Y=0489.220-0498.540 | 4.300
P=1845 | X=0252.820-0308.370 | Y=0494.980-0504.300 | Nguyễn Huệ
P=1845 | X=0319.080-0336.440 | Y=0500.740-0510.060 | Trỗi
P=1845 | X=0252.820-0305.220 | Y=0516.860-0528.100 | Đường Phú
P=1845 | X=0319.080-0374.380 | Y=0516.860-0528.100 | Đường Trần
P=1845 | X=0092.900-0211.190 | Y=0522.620-0533.860 | 49 Đường Lý Thường Kiệt
P=1845 | X=0386.300-0416.870 | Y=0524.500-0533.820 | 21.200
P=1845 | X=0429.770-0460.340 | Y=0524.500-0533.820 | 14.800
P=1845 | X=0491.710-0522.280 | Y=0524.500-0533.820 | 12.700
P=1845 | X=0252.820-0294.660 | Y=0528.380-0539.620 | Riềng Đỏ
P=1845 | X=0319.080-0336.920 | Y=0530.260-0539.580 | Phú
P=1845 | X=0319.080-0384.230 | Y=0546.410-0557.650 | Ngã ba đường
P=1845 | X=0252.820-0308.120 | Y=0557.930-0569.170 | Đường Trần
P=1845 | X=0319.080-0363.020 | Y=0559.810-0569.130 | Lê Duẩn -
P=1845 | X=0092.900-0211.190 | Y=0563.690-0574.930 | 50 Đường Lý Thường Kiệt
P=1845 | X=0386.300-0416.870 | Y=0565.570-0574.890 | 18.000
P=1845 | X=0429.770-0460.340 | Y=0565.570-0574.890 | 12.600
P=1845 | X=0491.710-0522.280 | Y=0565.570-0574.890 | 10.800
P=1845 | X=0319.080-0362.520 | Y=0569.450-0580.690 | đường Lý
P=1845 | X=0252.820-0270.660 | Y=0571.330-0580.650 | Phú
P=1845 | X=0319.080-0375.420 | Y=0580.970-0592.210 | Thường Kiệt
P=1845 | X=0252.820-0317.970 | Y=0598.970-0610.210 | Ngã ba đường
P=1845 | X=0319.080-0374.520 | Y=0610.250-0621.490 | Đường Hàm
P=1845 | X=0252.820-0296.760 | Y=0612.130-0621.450 | Lê Duẩn -
P=1845 | X=0092.900-0211.190 | Y=0616.010-0627.250 | 51 Đường Lý Thường Kiệt
P=1845 | X=0386.300-0416.870 | Y=0617.890-0627.210 | 21.200
P=1845 | X=0429.770-0460.340 | Y=0617.890-0627.210 | 14.800
P=1845 | X=0491.710-0522.280 | Y=0617.890-0627.210 | 12.700
P=1845 | X=0252.820-0296.260 | Y=0621.790-0633.030 | đường Lý
P=1845 | X=0319.080-0339.570 | Y=0623.670-0632.990 | Nghi
P=1845 | X=0252.820-0309.160 | Y=0633.310-0644.550 | Thường Kiệt
P=1845 | X=0252.820-0308.260 | Y=0651.310-0662.550 | Đường Hàm
P=1845 | X=0319.080-0366.460 | Y=0651.310-0662.550 | Đường Hồ
P=1845 | X=0092.900-0211.190 | Y=0657.070-0668.310 | 52 Đường Lý Thường Kiệt
P=1845 | X=0386.300-0416.870 | Y=0658.950-0668.270 | 18.000
P=1845 | X=0429.770-0460.340 | Y=0658.950-0668.270 | 12.600
P=1845 | X=0491.710-0522.280 | Y=0658.950-0668.270 | 10.800
P=1845 | X=0319.080-0376.760 | Y=0662.830-0674.070 | Xuân Hương
P=1845 | X=0252.820-0273.310 | Y=0664.710-0674.030 | Nghi
P=1845 | X=0252.820-0305.220 | Y=0680.830-0692.070 | Đường Phú
P=1845 | X=0319.080-0350.840 | Y=0680.830-0692.070 | Đường
P=1845 | X=0092.900-0211.190 | Y=0686.590-0697.830 | 53 Đường Lý Thường Kiệt
P=1845 | X=0386.300-0416.870 | Y=0688.470-0697.790 | 15.000
P=1845 | X=0429.770-0460.340 | Y=0688.470-0697.790 | 10.500
P=1845 | X=0497.230-0522.280 | Y=0688.470-0697.790 | 9.000
P=1845 | X=0252.820-0294.660 | Y=0692.350-0703.590 | Riềng Đỏ
P=1845 | X=0319.080-0374.630 | Y=0694.230-0703.550 | Nguyễn Huệ
P=1846 | X=0252.820-0374.380 | Y=0078.740-0089.980 | Đường Quốc Đường Trần
P=1846 | X=0092.900-0225.750 | Y=0084.500-0095.740 | 54 Đường Nguyễn Chí Thanh
P=1846 | X=0386.300-0416.870 | Y=0086.380-0095.700 | 13.600
P=1846 | X=0435.290-0460.340 | Y=0086.380-0095.700 | 9.500
P=1846 | X=0497.230-0522.280 | Y=0086.380-0095.700 | 8.200
P=1846 | X=0319.080-0365.260 | Y=0090.260-0101.500 | Hưng Đạo
P=1846 | X=0252.820-0274.740 | Y=0092.140-0101.460 | lộ 14
P=1846 | X=0252.820-0308.120 | Y=0108.260-0119.500 | Đường Trần
P=1846 | X=0092.900-0225.750 | Y=0114.050-0125.290 | 55 Đường Nguyễn Chí Thanh
P=1846 | X=0319.080-0372.700 | Y=0114.050-0125.290 | Cuối đường
P=1846 | X=0391.820-0416.870 | Y=0115.930-0125.250 | 9.600
P=1846 | X=0435.290-0460.340 | Y=0115.930-0125.250 | 6.700
P=1846 | X=0497.230-0522.280 | Y=0115.930-0125.250 | 5.800
P=1846 | X=0252.820-0299.000 | Y=0119.810-0131.050 | Hưng Đạo
P=1846 | X=0252.820-0364.200 | Y=0137.810-0149.050 | Đường Quốc Đường Lý
P=1846 | X=0092.900-0197.440 | Y=0143.570-0154.810 | 56 Đường Nguyễn Huệ
P=1846 | X=0386.300-0416.860 | Y=0145.450-0154.770 | 17.600
P=1846 | X=0429.770-0460.340 | Y=0145.450-0154.770 | 12.300
P=1846 | X=0491.710-0522.280 | Y=0145.450-0154.770 | 10.600
P=1846 | X=0319.080-0375.420 | Y=0149.330-0160.570 | Thường Kiệt
P=1846 | X=0252.820-0274.740 | Y=0151.210-0160.530 | lộ 14
P=1846 | X=0252.820-0297.940 | Y=0167.330-0178.570 | Đường Lý
P=1846 | X=0092.900-0197.440 | Y=0173.090-0184.330 | 57 Đường Nguyễn Huệ
P=1846 | X=0319.080-0416.870 | Y=0173.090-0184.330 | Đường Lê Lợi 14.400
P=1846 | X=0429.770-0460.340 | Y=0174.970-0184.290 | 10.100
P=1846 | X=0497.230-0522.280 | Y=0174.970-0184.290 | 8.600
P=1846 | X=0252.820-0309.160 | Y=0178.850-0190.090 | Thường Kiệt
P=1846 | X=0319.080-0376.520 | Y=0198.730-0208.050 | Giáp hẻm 54
P=1846 | X=0252.820-0311.400 | Y=0202.630-0213.870 | Đường Quốc
P=1846 | X=0092.900-0197.440 | Y=0208.390-0219.630 | 58 Đường Nguyễn Huệ
P=1846 | X=0319.080-0349.160 | Y=0208.390-0219.630 | đường
P=1846 | X=0386.300-0416.870 | Y=0210.270-0219.590 | 14.400
P=1846 | X=0429.770-0460.340 | Y=0210.270-0219.590 | 10.100
P=1846 | X=0497.230-0522.280 | Y=0210.270-0219.590 | 8.600
P=1846 | X=0252.820-0274.740 | Y=0215.790-0225.110 | lộ 14
P=1846 | X=0319.080-0374.630 | Y=0221.550-0230.870 | Nguyễn Huệ
P=1846 | X=0252.820-0302.370 | Y=0237.670-0248.910 | Tim đường
P=1846 | X=0319.080-0370.500 | Y=0249.190-0260.430 | Ngã tư Bàu
P=1846 | X=0252.820-0286.490 | Y=0251.070-0260.390 | hẻm 54
P=1846 | X=0092.900-0197.440 | Y=0254.950-0266.190 | 59 Đường Nguyễn Huệ
P=1846 | X=0386.300-0416.870 | Y=0256.830-0266.150 | 12.000
P=1846 | X=0435.290-0460.340 | Y=0256.830-0266.150 | 8.400
P=1846 | X=0497.230-0522.280 | Y=0256.830-0266.150 | 7.200
P=1846 | X=0252.820-0282.900 | Y=0260.710-0271.950 | đường
P=1846 | X=0319.080-0339.230 | Y=0262.590-0271.910 | Trúc
P=1846 | X=0252.820-0308.370 | Y=0274.110-0283.430 | Nguyễn Huệ
P=1846 | X=0252.820-0304.240 | Y=0290.260-0301.500 | Ngã tư Bàu
P=1846 | X=0319.080-0382.540 | Y=0290.260-0301.500 | Đường Võ Thị
P=1846 | X=0092.900-0197.440 | Y=0296.020-0307.260 | 60 Đường Nguyễn Huệ
P=1846 | X=0386.300-0416.870 | Y=0297.900-0307.220 | 12.000
P=1846 | X=0435.290-0460.340 | Y=0297.900-0307.220 | 8.400
P=1846 | X=0497.230-0522.280 | Y=0297.900-0307.220 | 7.200
P=1846 | X=0252.820-0272.970 | Y=0303.660-0312.980 | Trúc
P=1846 | X=0319.080-0336.920 | Y=0303.660-0312.980 | Sáu
P=1846 | X=0252.820-0371.480 | Y=0319.780-0331.020 | Đường Võ Thị Đường Phú
P=1846 | X=0092.900-0197.440 | Y=0325.540-0336.780 | 61 Đường Nguyễn Huệ
P=1846 | X=0386.300-0416.870 | Y=0327.420-0336.740 | 10.400
P=1846 | X=0435.290-0460.340 | Y=0327.420-0336.740 | 7.300
P=1846 | X=0497.230-0522.280 | Y=0327.420-0336.740 | 6.200
P=1846 | X=0319.080-0360.940 | Y=0331.300-0342.540 | Riềng Đỏ
P=1846 | X=0252.820-0270.660 | Y=0333.180-0342.500 | Sáu
P=1846 | X=0252.820-0298.510 | Y=0349.300-0360.540 | Đường Lê
P=1846 | X=0319.080-0383.720 | Y=0349.300-0360.540 | Đường Lương
P=1846 | X=0092.900-0218.800 | Y=0355.060-0366.300 | 62 Đường Nguyễn Hữu Thọ
P=1846 | X=0386.300-0416.870 | Y=0356.940-0366.260 | 13.200
P=1846 | X=0435.290-0460.340 | Y=0356.940-0366.260 | 9.200
P=1846 | X=0497.230-0522.280 | Y=0356.940-0366.260 | 7.900
P=1846 | X=0252.820-0276.660 | Y=0362.700-0372.020 | Duẩn
P=1846 | X=0319.080-0359.240 | Y=0362.700-0372.020 | Thế Vinh
P=1846 | X=0319.080-0376.780 | Y=0380.720-0390.040 | Hết ranh giới
P=1846 | X=0252.820-0317.460 | Y=0384.600-0395.840 | Đường Lương
P=1846 | X=0092.900-0218.800 | Y=0390.360-0401.600 | 63 Đường Nguyễn Hữu Thọ
P=1846 | X=0319.080-0379.170 | Y=0390.360-0401.600 | đã giải phóng
P=1846 | X=0391.820-0416.870 | Y=0392.240-0401.560 | 8.800
P=1846 | X=0435.290-0460.340 | Y=0392.240-0401.560 | 6.200
P=1846 | X=0497.230-0522.280 | Y=0392.240-0401.560 | 5.300
P=1846 | X=0252.820-0292.980 | Y=0398.000-0407.320 | Thế Vinh
P=1846 | X=0319.080-0360.920 | Y=0403.760-0413.080 | mặt bằng
P=1846 | X=0252.820-0284.580 | Y=0419.880-0431.120 | Đường
P=1846 | X=0319.080-0364.770 | Y=0425.640-0436.880 | Đường Lê
P=1846 | X=0092.900-0213.040 | Y=0431.400-0442.640 | 64 Đường Nguyễn Khuyến
P=1846 | X=0252.820-0287.220 | Y=0433.280-0442.600 | Nguyễn
P=1846 | X=0391.820-0416.870 | Y=0433.280-0442.600 | 7.200
P=1846 | X=0435.290-0460.340 | Y=0433.280-0442.600 | 5.000
P=1846 | X=0497.230-0522.280 | Y=0433.280-0442.600 | 4.300
P=1846 | X=0319.080-0351.480 | Y=0437.160-0448.400 | Văn Sỹ
P=1846 | X=0252.820-0301.410 | Y=0442.920-0454.160 | Trường Tộ
P=1846 | X=0252.820-0284.580 | Y=0460.940-0472.180 | Đường
P=1846 | X=0319.080-0364.770 | Y=0466.700-0477.940 | Đường Lê
P=1846 | X=0092.900-0207.870 | Y=0472.220-0483.460 | 65 Đường Ông Ích Khiêm
P=1846 | X=0252.820-0287.220 | Y=0474.100-0483.420 | Nguyễn
P=1846 | X=0391.820-0416.870 | Y=0474.100-0483.420 | 7.200
P=1846 | X=0435.290-0460.340 | Y=0474.100-0483.420 | 5.000
P=1846 | X=0497.230-0522.280 | Y=0474.100-0483.420 | 4.300
P=1846 | X=0319.080-0351.480 | Y=0477.980-0489.220 | Văn Sỹ
P=1846 | X=0252.820-0301.410 | Y=0483.740-0494.980 | Trường Tộ
P=1846 | X=0319.080-0350.840 | Y=0501.740-0512.980 | Đường
P=1846 | X=0252.820-0306.420 | Y=0507.500-0518.740 | Đường Ông
P=1846 | X=0092.900-0233.630 | Y=0513.260-0524.500 | 66 Đường Huỳnh Khương Ninh
P=1846 | X=0319.080-0353.480 | Y=0515.140-0524.460 | Nguyễn
P=1846 | X=0391.820-0416.870 | Y=0515.140-0524.460 | 7.200
P=1846 | X=0435.290-0460.340 | Y=0515.140-0524.460 | 5.000
P=1846 | X=0497.230-0522.280 | Y=0515.140-0524.460 | 4.300
P=1846 | X=0252.820-0297.190 | Y=0520.900-0530.220 | Ích Khiêm
P=1846 | X=0319.080-0353.000 | Y=0526.660-0535.980 | Khuyến
P=1846 | X=0092.900-0189.270 | Y=0542.810-0554.050 | 67 Đường Lý Thái Tổ
P=1846 | X=0252.820-0380.850 | Y=0542.810-0554.050 | Đường Lê Lợi Đường Lê Lai
P=1846 | X=0391.820-0416.870 | Y=0544.690-0554.010 | 7.200
P=1846 | X=0435.290-0460.340 | Y=0544.690-0554.010 | 5.000
P=1846 | X=0497.230-0522.280 | Y=0544.690-0554.010 | 4.300
P=1846 | X=0252.820-0374.380 | Y=0560.810-0572.050 | Đường Quốc Đường Trần
P=1846 | X=0092.900-0238.500 | Y=0566.570-0577.810 | 68 Đường Nguyễn Thượng Hiền
P=1846 | X=0386.300-0416.870 | Y=0568.450-0577.770 | 20.000
P=1846 | X=0429.770-0460.340 | Y=0568.450-0577.770 | 14.000
P=1846 | X=0491.710-0522.280 | Y=0568.450-0577.770 | 12.000
P=1846 | X=0319.080-0365.260 | Y=0572.330-0583.570 | Hưng Đạo
P=1846 | X=0252.820-0274.740 | Y=0574.210-0583.530 | lộ 14
P=1846 | X=0252.820-0308.120 | Y=0590.330-0601.570 | Đường Trần
P=1846 | X=0319.080-0364.200 | Y=0590.330-0601.570 | Đường Lý
P=1846 | X=0092.900-0238.500 | Y=0596.090-0607.330 | 69 Đường Nguyễn Thượng Hiền
P=1846 | X=0386.300-0416.870 | Y=0597.970-0607.290 | 14.400
P=1846 | X=0429.770-0460.340 | Y=0597.970-0607.290 | 10.100
P=1846 | X=0497.230-0522.280 | Y=0597.970-0607.290 | 8.600
P=1846 | X=0252.820-0299.000 | Y=0601.850-0613.090 | Hưng Đạo
P=1846 | X=0319.080-0375.420 | Y=0601.850-0613.090 | Thường Kiệt
P=1846 | X=0319.080-0350.840 | Y=0619.870-0631.110 | Đường
P=1846 | X=0252.820-0284.580 | Y=0625.630-0636.870 | Đường
P=1846 | X=0092.900-0227.440 | Y=0631.390-0642.630 | 70 Đường Nguyễn Trường Tộ
P=1846 | X=0319.080-0374.120 | Y=0631.390-0642.630 | Nguyễn Văn
P=1846 | X=0391.820-0416.870 | Y=0633.270-0642.590 | 7.200
P=1846 | X=0435.290-0460.340 | Y=0633.270-0642.590 | 5.000
P=1846 | X=0497.230-0522.280 | Y=0633.270-0642.590 | 4.300
P=1846 | X=0252.820-0308.370 | Y=0639.030-0648.350 | Nguyễn Huệ
P=1846 | X=0319.080-0336.440 | Y=0644.790-0654.110 | Trỗi
P=1846 | X=0252.820-0284.580 | Y=0660.910-0672.150 | Đường
P=1846 | X=0319.080-0364.200 | Y=0660.910-0672.150 | Đường Lý
P=1846 | X=0092.900-0227.440 | Y=0666.670-0677.910 | 71 Đường Nguyễn Trường Tộ
P=1846 | X=0391.820-0416.870 | Y=0668.550-0677.870 | 7.200
P=1846 | X=0435.290-0460.340 | Y=0668.550-0677.870 | 5.000
P=1846 | X=0497.230-0522.280 | Y=0668.550-0677.870 | 4.300
P=1846 | X=0252.820-0308.370 | Y=0674.310-0683.630 | Nguyễn Huệ
P=1846 | X=0319.080-0353.250 | Y=0674.310-0683.630 | Thái Tổ
P=1846 | X=0252.820-0374.380 | Y=0690.430-0701.670 | Đường Quốc Đường Trần
P=1846 | X=0092.900-0218.540 | Y=0696.190-0707.430 | 72 Đường Nguyễn Văn Linh
P=1846 | X=0386.300-0416.870 | Y=0698.070-0707.390 | 12.400
P=1846 | X=0435.290-0460.340 | Y=0698.070-0707.390 | 8.700
P=1846 | X=0497.230-0522.280 | Y=0698.070-0707.390 | 7.400
P=1846 | X=0319.080-0365.260 | Y=0701.970-0713.210 | Hưng Đạo
P=1846 | X=0252.820-0274.740 | Y=0703.860-0713.180 | lộ 14
P=1847 | X=0252.820-0366.460 | Y=0078.740-0089.980 | Đường Phạm Đường Hồ
P=1847 | X=0092.900-0218.540 | Y=0084.500-0095.740 | 73 Đường Nguyễn Văn Linh
P=1847 | X=0386.300-0416.870 | Y=0086.380-0095.700 | 11.200
P=1847 | X=0435.290-0460.340 | Y=0086.380-0095.700 | 7.800
P=1847 | X=0497.230-0522.280 | Y=0086.380-0095.700 | 6.700
P=1847 | X=0252.820-0289.620 | Y=0090.260-0101.500 | Đình Hổ
P=1847 | X=0319.080-0376.760 | Y=0090.260-0101.500 | Xuân Hương
P=1847 | X=0252.820-0311.400 | Y=0108.260-0119.500 | Đường Quốc
P=1847 | X=0092.900-0216.870 | Y=0114.050-0125.290 | 74 Đường Nguyễn Văn Trỗi
P=1847 | X=0319.080-0416.870 | Y=0114.050-0125.290 | Đường Lê Lợi 8.400
P=1847 | X=0435.290-0460.340 | Y=0115.930-0125.250 | 5.900
P=1847 | X=0497.230-0522.280 | Y=0115.930-0125.250 | 5.000
P=1847 | X=0252.820-0274.740 | Y=0121.690-0131.010 | lộ 14
P=1847 | X=0252.820-0371.000 | Y=0137.810-0149.050 | Đường Quốc Đường Tôn
P=1847 | X=0092.900-0209.180 | Y=0143.570-0154.810 | 75 Đường Phan Bội Châu
P=1847 | X=0391.820-0416.870 | Y=0145.450-0154.770 | 8.800
P=1847 | X=0435.290-0460.340 | Y=0145.450-0154.770 | 6.200
P=1847 | X=0497.230-0522.280 | Y=0145.450-0154.770 | 5.300
P=1847 | X=0319.080-0369.340 | Y=0149.330-0160.570 | Đức Thắng
P=1847 | X=0252.820-0274.740 | Y=0151.210-0160.530 | lộ 14
P=1847 | X=0252.820-0304.740 | Y=0167.330-0178.570 | Đường Tôn
P=1847 | X=0319.080-0376.520 | Y=0169.210-0178.530 | Giáp ranh xã
P=1847 | X=0092.900-0209.180 | Y=0173.090-0184.330 | 76 Đường Phan Bội Châu
P=1847 | X=0391.820-0416.870 | Y=0174.970-0184.290 | 7.200
P=1847 | X=0435.290-0460.340 | Y=0174.970-0184.290 | 5.000
P=1847 | X=0497.230-0522.280 | Y=0174.970-0184.290 | 4.300
P=1847 | X=0252.820-0303.080 | Y=0178.850-0190.090 | Đức Thắng
P=1847 | X=0319.080-0366.680 | Y=0178.850-0190.090 | Tiến Hưng
P=1847 | X=0252.820-0305.220 | Y=0196.850-0208.090 | Đường Phú
P=1847 | X=0319.080-0374.380 | Y=0196.850-0208.090 | Đường Trần
P=1847 | X=0092.900-0211.360 | Y=0202.630-0213.870 | 77 Đường Trần Hưng Đạo
P=1847 | X=0386.300-0416.870 | Y=0204.510-0213.830 | 26.600
P=1847 | X=0429.770-0460.340 | Y=0204.510-0213.830 | 18.600
P=1847 | X=0491.710-0522.280 | Y=0204.510-0213.830 | 16.000
P=1847 | X=0252.820-0294.660 | Y=0208.390-0219.630 | Riềng Đỏ
P=1847 | X=0319.080-0336.920 | Y=0210.270-0219.590 | Phú
P=1847 | X=0319.080-0350.840 | Y=0226.390-0237.630 | Đường
P=1847 | X=0252.820-0298.510 | Y=0231.910-0243.150 | Đường Lê
P=1847 | X=0092.900-0211.360 | Y=0237.670-0248.910 | 78 Đường Trần Hưng Đạo
P=1847 | X=0319.080-0371.800 | Y=0239.550-0248.870 | Nguyễn Chí
P=1847 | X=0386.300-0416.870 | Y=0239.550-0248.870 | 21.600
P=1847 | X=0429.770-0460.340 | Y=0239.550-0248.870 | 15.100
P=1847 | X=0491.710-0522.280 | Y=0239.550-0248.870 | 13.000
P=1847 | X=0252.820-0276.660 | Y=0245.310-0254.630 | Duẩn
P=1847 | X=0319.080-0347.480 | Y=0251.070-0260.390 | Thanh
P=1847 | X=0252.820-0284.580 | Y=0267.190-0278.430 | Đường
P=1847 | X=0319.080-0350.840 | Y=0272.950-0284.190 | Đường
P=1847 | X=0092.900-0211.360 | Y=0278.710-0289.950 | 79 Đường Trần Hưng Đạo
P=1847 | X=0252.820-0305.540 | Y=0280.590-0289.910 | Nguyễn Chí
P=1847 | X=0386.300-0416.870 | Y=0280.590-0289.910 | 17.300
P=1847 | X=0429.770-0460.340 | Y=0280.590-0289.910 | 12.100
P=1847 | X=0491.710-0522.280 | Y=0280.590-0289.910 | 10.400
P=1847 | X=0319.080-0376.550 | Y=0286.380-0295.700 | Nguyễn Bỉnh
