TABLE=017 | AREA=Xã Đại Phước | SECTION=non-agricultural | SEGMENTS=1
P=0558 | X=0106.850-0409.900 | Y=0363.940-0375.180 | Quách Thị Trang đoạn từ Ranh xã Nhơn Trạch và xã Phước An đến
P=0558 | X=0106.850-0409.950 | Y=0375.480-0386.720 | Đường Trần Văn Trà có hiện trạng là đường nhựa, bê tông xi măng:
P=0558 | X=0092.900-0338.400 | Y=0393.000-0407.320 | 27 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0558 | X=0424.970-0450.020 | Y=0398.000-0407.320 | 2.400
P=0558 | X=0461.210-0486.260 | Y=0398.000-0407.320 | 1.700
P=0558 | X=0497.230-0522.270 | Y=0398.000-0407.320 | 1.400
P=0558 | X=0106.850-0413.270 | Y=0410.520-0421.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0558 | X=0106.850-0148.530 | Y=0422.040-0433.280 | ≤1.000m.
P=0558 | X=0106.850-0330.020 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0558 | X=0106.850-0392.110 | Y=0457.340-0468.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0558 | X=0106.850-0409.900 | Y=0468.860-0480.100 | Quách Thị Trang đoạn từ Ranh xã Nhơn Trạch và xã Phước An đến
P=0558 | X=0106.850-0409.950 | Y=0480.380-0491.620 | Đường Trần Văn Trà có hiện trạng là đường nhựa, bê tông xi măng:
P=0558 | X=0092.900-0104.020 | Y=0488.260-0497.580 | 28
P=0558 | X=0424.970-0450.020 | Y=0488.260-0497.580 | 1.800
P=0558 | X=0461.210-0486.260 | Y=0488.260-0497.580 | 1.300
P=0558 | X=0497.230-0522.280 | Y=0488.260-0497.580 | 1.100
P=0558 | X=0106.850-0392.640 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0558 | X=0106.850-0330.490 | Y=0515.420-0526.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0558 | X=0322.200-0411.810 | Y=0533.210-0544.450 | Đường giáp ranh xã
P=0558 | X=0106.850-0199.100 | Y=0538.970-0550.210 | Đường Hùng Vương
P=0558 | X=0235.540-0390.700 | Y=0544.490-0555.730 | Đường Lý Thái Tổ Phú Đông - Đại
P=0558 | X=0092.900-0104.020 | Y=0546.370-0555.690 | 29
P=0558 | X=0419.450-0450.020 | Y=0546.370-0555.690 | 11.600
P=0558 | X=0461.210-0486.260 | Y=0546.370-0555.690 | 8.100
P=0558 | X=0497.230-0522.280 | Y=0546.370-0555.690 | 7.000
P=0558 | X=0106.850-0183.170 | Y=0550.250-0561.490 | (Hương lộ 19 cũ)
P=0558 | X=0322.200-0366.200 | Y=0556.010-0567.250 | Phước cũ
P=0558 | X=0106.850-0415.880 | Y=0573.770-0585.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=0558 | X=0106.850-0403.160 | Y=0585.290-0596.530 | (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ đến Đường giáp ranh
P=0558 | X=0106.850-0414.220 | Y=0596.810-0608.050 | xã Phú Đông - Đại Phước cũ có hiện trạng là đường nhựa, bê tông xi
P=0558 | X=0092.900-0134.850 | Y=0608.330-0619.770 | 30 măng:
P=0558 | X=0424.970-0450.020 | Y=0610.450-0619.770 | 3.100
P=0558 | X=0461.210-0486.260 | Y=0610.450-0619.770 | 2.200
P=0558 | X=0497.230-0522.280 | Y=0610.450-0619.770 | 1.900
P=0558 | X=0106.850-0337.930 | Y=0625.870-0637.110 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0558 | X=0106.850-0384.020 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0558 | X=0106.850-0415.880 | Y=0661.150-0672.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=0558 | X=0106.850-0403.160 | Y=0672.670-0683.910 | (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ đến Đường giáp ranh
P=0558 | X=0092.900-0104.020 | Y=0680.310-0689.630 | 31
P=0558 | X=0424.970-0450.020 | Y=0680.310-0689.630 | 2.400
P=0558 | X=0461.210-0486.260 | Y=0680.310-0689.630 | 1.700
P=0558 | X=0497.230-0522.280 | Y=0680.310-0689.630 | 1.400
P=0558 | X=0106.850-0414.220 | Y=0684.190-0695.430 | xã Phú Đông - Đại Phước cũ có hiện trạng là đường nhựa, bê tông xi
P=0558 | X=0106.850-0134.850 | Y=0695.710-0706.950 | măng:
P=0559 | X=0106.850-0338.400 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0559 | X=0106.850-0413.270 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0559 | X=0106.850-0148.530 | Y=0107.540-0118.780 | ≤1.000m.
P=0559 | X=0106.850-0330.020 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0559 | X=0106.850-0415.880 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=0559 | X=0106.850-0403.180 | Y=0154.370-0165.610 | (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ đến Đường giáp ranh
P=0559 | X=0106.850-0414.220 | Y=0165.650-0176.890 | xã Phú Đông - Đại Phước cũ có hiện trạng là đường nhựa, bê tông xi
P=0559 | X=0092.900-0134.850 | Y=0177.170-0188.610 | 32 măng:
P=0559 | X=0424.970-0450.020 | Y=0179.290-0188.610 | 1.900
P=0559 | X=0461.210-0486.260 | Y=0179.290-0188.610 | 1.300
P=0559 | X=0497.230-0522.280 | Y=0179.290-0188.610 | 1.100
P=0559 | X=0106.850-0392.640 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0559 | X=0106.850-0330.490 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0559 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0559 | X=0106.850-0399.820 | Y=0241.510-0252.750 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ
P=0559 | X=0106.850-0404.860 | Y=0253.030-0264.270 | đến Đường giáp ranh xã Phú Đông - Đại Phước cũ có hiện trạng là
P=0559 | X=0092.900-0242.600 | Y=0264.550-0275.990 | 33 đường nhựa, bê tông xi măng:
P=0559 | X=0424.970-0450.020 | Y=0266.670-0275.990 | 2.800
P=0559 | X=0461.210-0486.260 | Y=0266.670-0275.990 | 2.000
P=0559 | X=0497.230-0522.280 | Y=0266.670-0275.990 | 1.700
P=0559 | X=0106.850-0337.930 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0559 | X=0106.850-0384.020 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0559 | X=0106.850-0392.110 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0559 | X=0106.850-0399.820 | Y=0328.900-0340.140 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ
P=0559 | X=0106.850-0404.860 | Y=0340.420-0351.660 | đến Đường giáp ranh xã Phú Đông - Đại Phước cũ có hiện trạng là
P=0559 | X=0106.850-0242.660 | Y=0351.700-0362.940 | đường nhựa, bê tông xi măng:
P=0559 | X=0092.900-0338.400 | Y=0368.480-0380.480 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0559 | X=0424.970-0450.020 | Y=0368.480-0377.800 | 2.200
P=0559 | X=0461.210-0486.260 | Y=0368.480-0377.800 | 1.500
P=0559 | X=0497.230-0522.280 | Y=0368.480-0377.800 | 1.300
P=0559 | X=0106.850-0413.270 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0559 | X=0106.850-0148.530 | Y=0398.280-0409.520 | ≤1.000m.
P=0559 | X=0106.850-0330.020 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0559 | X=0106.850-0392.110 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0559 | X=0106.850-0399.820 | Y=0445.080-0456.320 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ
P=0559 | X=0106.850-0404.860 | Y=0456.620-0467.860 | đến Đường giáp ranh xã Phú Đông - Đại Phước cũ có hiện trạng là
P=0559 | X=0092.900-0242.600 | Y=0468.140-0479.580 | 35 đường nhựa, bê tông xi măng:
P=0559 | X=0424.970-0450.020 | Y=0470.260-0479.580 | 1.700
P=0559 | X=0461.210-0486.260 | Y=0470.260-0479.580 | 1.200
P=0559 | X=0497.230-0522.280 | Y=0470.260-0479.580 | 1.000
P=0559 | X=0106.850-0392.640 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0559 | X=0106.850-0330.520 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0559 | X=0235.540-0311.710 | Y=0520.940-0532.180 | Đường giáp ranh
P=0559 | X=0106.850-0199.100 | Y=0526.460-0537.700 | Đường Hùng Vương
P=0559 | X=0322.200-0399.100 | Y=0528.340-0537.660 | Giáp ranh giới xã
P=0559 | X=0235.540-0317.240 | Y=0532.220-0543.460 | xã Phú Đông - Đại
P=0559 | X=0092.900-0104.020 | Y=0534.100-0543.420 | 36
P=0559 | X=0424.970-0450.020 | Y=0534.100-0543.420 | 8.900
P=0559 | X=0461.210-0486.260 | Y=0534.100-0543.420 | 6.200
P=0559 | X=0497.230-0522.280 | Y=0534.100-0543.420 | 5.300
P=0559 | X=0106.850-0183.170 | Y=0538.010-0549.250 | (Hương lộ 19 cũ)
P=0559 | X=0322.200-0367.890 | Y=0538.010-0549.250 | Phước An
P=0559 | X=0235.540-0279.540 | Y=0543.770-0555.010 | Phước cũ
P=0559 | X=0106.850-0415.880 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=0559 | X=0106.850-0383.740 | Y=0573.050-0584.290 | (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã Phú Đông - Đại
P=0559 | X=0106.850-0401.990 | Y=0584.570-0595.810 | Phước cũ đến Giáp ranh giới xã Phước An có hiện trạng là đường
P=0559 | X=0092.900-0209.960 | Y=0596.090-0607.530 | 37 nhựa, bê tông xi măng:
P=0559 | X=0424.970-0450.020 | Y=0598.210-0607.530 | 2.900
P=0559 | X=0461.210-0486.260 | Y=0598.210-0607.530 | 2.000
P=0559 | X=0497.230-0522.280 | Y=0598.210-0607.530 | 1.700
P=0559 | X=0106.850-0337.930 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0559 | X=0106.850-0384.020 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0559 | X=0106.850-0415.880 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=0559 | X=0106.850-0383.740 | Y=0660.430-0671.670 | (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã Phú Đông - Đại
P=0559 | X=0092.900-0401.990 | Y=0671.950-0686.030 | 38 Phước cũ đến Giáp ranh giới xã Phước An có hiện trạng là đường
P=0559 | X=0424.970-0450.020 | Y=0676.710-0686.030 | 2.200
P=0559 | X=0461.210-0486.260 | Y=0676.710-0686.030 | 1.500
P=0559 | X=0497.230-0522.280 | Y=0676.710-0686.030 | 1.300
P=0559 | X=0106.850-0209.960 | Y=0683.470-0694.710 | nhựa, bê tông xi măng:
P=0559 | X=0106.850-0338.400 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0560 | X=0106.850-0413.270 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0560 | X=0106.850-0148.530 | Y=0090.020-0101.260 | ≤1.000m.
P=0560 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0560 | X=0106.850-0415.880 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=0560 | X=0106.850-0383.740 | Y=0136.850-0148.090 | (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã Phú Đông - Đại
P=0560 | X=0106.850-0401.990 | Y=0148.370-0159.610 | Phước cũ đến Giáp ranh giới xã Phước An có hiện trạng là đường
P=0560 | X=0092.900-0209.960 | Y=0159.650-0171.330 | 39 nhựa, bê tông xi măng:
P=0560 | X=0424.970-0450.020 | Y=0162.010-0171.330 | 1.600
P=0560 | X=0461.210-0486.260 | Y=0162.010-0171.330 | 1.100
P=0560 | X=0505.390-0522.030 | Y=0162.010-0171.330 | 960
P=0560 | X=0106.850-0392.640 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0560 | X=0106.850-0330.490 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0560 | X=0106.850-0392.120 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0560 | X=0106.850-0407.490 | Y=0223.990-0235.230 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã
P=0560 | X=0106.850-0404.150 | Y=0235.510-0246.750 | Phú Đông - Đại Phước cũ đến Giáp ranh giới xã Phước An có hiện
P=0560 | X=0092.900-0278.630 | Y=0247.030-0258.470 | 40 trạng là đường nhựa, bê tông xi măng:
P=0560 | X=0424.970-0450.020 | Y=0249.150-0258.470 | 2.600
P=0560 | X=0461.210-0486.260 | Y=0249.150-0258.470 | 1.800
P=0560 | X=0497.230-0522.280 | Y=0249.150-0258.470 | 1.600
P=0560 | X=0106.850-0337.930 | Y=0264.550-0275.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0560 | X=0106.850-0384.020 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0560 | X=0106.850-0392.110 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0560 | X=0106.850-0407.490 | Y=0311.380-0322.620 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã
P=0560 | X=0106.850-0404.150 | Y=0322.900-0334.140 | Phú Đông - Đại Phước cũ đến Giáp ranh giới xã Phước An có hiện
P=0560 | X=0106.850-0278.640 | Y=0334.420-0345.660 | trạng là đường nhựa, bê tông xi măng:
P=0560 | X=0092.900-0338.400 | Y=0350.940-0362.940 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0560 | X=0424.970-0450.020 | Y=0350.940-0360.260 | 2.000
P=0560 | X=0461.210-0486.260 | Y=0350.940-0360.260 | 1.400
P=0560 | X=0497.230-0522.280 | Y=0350.940-0360.260 | 1.200
P=0560 | X=0106.850-0413.270 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0560 | X=0106.850-0148.530 | Y=0380.760-0392.000 | ≤1.000m.
P=0560 | X=0106.850-0330.020 | Y=0398.280-0409.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0560 | X=0106.850-0392.110 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0560 | X=0106.850-0407.490 | Y=0427.560-0438.800 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã
P=0560 | X=0106.850-0404.150 | Y=0439.080-0450.320 | Phú Đông - Đại Phước cũ đến Giáp ranh giới xã Phước An có hiện
P=0560 | X=0092.900-0278.630 | Y=0450.620-0462.060 | 42 trạng là đường nhựa, bê tông xi măng:
P=0560 | X=0424.970-0450.020 | Y=0452.740-0462.060 | 1.400
P=0560 | X=0469.370-0486.010 | Y=0452.740-0462.060 | 980
P=0560 | X=0505.390-0522.030 | Y=0452.740-0462.060 | 840
P=0560 | X=0106.850-0392.640 | Y=0468.140-0479.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0560 | X=0106.850-0330.490 | Y=0485.660-0496.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0560 | X=0106.850-0217.090 | Y=0503.420-0514.660 | Đường giáp ranh xã Phú
P=0560 | X=0235.540-0311.210 | Y=0503.420-0514.660 | Đường Trần Văn
P=0560 | X=0322.200-0414.450 | Y=0509.180-0520.420 | Đường Hùng Vương
P=0560 | X=0092.900-0104.020 | Y=0511.060-0520.380 | 43
P=0560 | X=0424.970-0450.020 | Y=0511.060-0520.380 | 5.600
P=0560 | X=0461.210-0486.260 | Y=0511.060-0520.380 | 3.900
P=0560 | X=0497.230-0522.280 | Y=0511.060-0520.380 | 3.400
P=0560 | X=0106.850-0201.500 | Y=0514.940-0526.180 | Đông - Đại Phước cũ
P=0560 | X=0235.540-0250.730 | Y=0516.820-0526.140 | Trà
P=0560 | X=0106.850-0413.240 | Y=0532.490-0543.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường giáp ranh xã
P=0560 | X=0106.850-0409.190 | Y=0544.010-0555.250 | Phú Đông - Đại Phước cũ đoạn từ Đường Trần Văn Trà đến Đường
P=0560 | X=0106.850-0374.410 | Y=0555.530-0566.770 | Hùng Vương có hiện trạng là đường nhựa, bê tông xi măng:
P=0560 | X=0092.900-0104.020 | Y=0563.410-0572.730 | 44
P=0560 | X=0424.970-0450.020 | Y=0563.410-0572.730 | 2.600
P=0560 | X=0461.210-0486.260 | Y=0563.410-0572.730 | 1.800
P=0560 | X=0497.230-0522.280 | Y=0563.410-0572.730 | 1.600
P=0560 | X=0106.850-0337.930 | Y=0573.050-0584.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0560 | X=0106.850-0384.020 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0560 | X=0106.850-0413.260 | Y=0608.330-0619.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường giáp ranh xã
P=0560 | X=0106.850-0409.190 | Y=0619.870-0631.110 | Phú Đông - Đại Phước cũ đoạn từ Đường Trần Văn Trà đến Đường
P=0560 | X=0106.850-0374.410 | Y=0631.390-0642.630 | Hùng Vương có hiện trạng là đường nhựa, bê tông xi măng:
P=0560 | X=0092.900-0338.400 | Y=0648.910-0662.990 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0560 | X=0424.970-0450.020 | Y=0653.670-0662.990 | 2.000
P=0560 | X=0461.210-0486.260 | Y=0653.670-0662.990 | 1.400
P=0560 | X=0497.230-0522.280 | Y=0653.670-0662.990 | 1.200
P=0560 | X=0106.850-0413.270 | Y=0666.430-0677.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0560 | X=0106.850-0148.530 | Y=0677.950-0689.190 | ≤1.000m.
P=0560 | X=0106.850-0330.020 | Y=0695.470-0706.710 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0561 | X=0106.850-0413.240 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường giáp ranh xã
P=0561 | X=0106.850-0409.190 | Y=0090.020-0101.260 | Phú Đông - Đại Phước cũ đoạn từ Đường Trần Văn Trà đến Đường
P=0561 | X=0106.850-0374.410 | Y=0101.540-0112.780 | Hùng Vương có hiện trạng là đường nhựa, bê tông xi măng:
P=0561 | X=0092.900-0104.020 | Y=0109.420-0118.740 | 46
P=0561 | X=0424.970-0450.020 | Y=0109.420-0118.740 | 1.500
P=0561 | X=0461.210-0486.260 | Y=0109.420-0118.740 | 1.100
P=0561 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 900
P=0561 | X=0106.850-0392.640 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0561 | X=0106.850-0330.490 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0561 | X=0106.850-0392.110 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0561 | X=0106.850-0409.190 | Y=0165.650-0176.890 | Đường giáp ranh xã Phú Đông - Đại Phước cũ đoạn từ Đường Trần
P=0561 | X=0106.850-0403.660 | Y=0177.170-0188.410 | Văn Trà đến Đường Hùng Vương có hiện trạng là đường nhựa, bê
P=0561 | X=0092.900-0167.010 | Y=0188.690-0200.130 | 47 tông xi măng:
P=0561 | X=0424.970-0450.020 | Y=0190.810-0200.130 | 2.300
P=0561 | X=0461.210-0486.260 | Y=0190.810-0200.130 | 1.600
P=0561 | X=0497.230-0522.280 | Y=0190.810-0200.130 | 1.400
P=0561 | X=0106.850-0337.930 | Y=0206.230-0217.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0561 | X=0106.850-0384.020 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0561 | X=0106.850-0392.140 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0561 | X=0106.850-0409.190 | Y=0253.030-0264.270 | Đường giáp ranh xã Phú Đông - Đại Phước cũ đoạn từ Đường Trần
P=0561 | X=0106.850-0403.660 | Y=0264.550-0275.790 | Văn Trà đến Đường Hùng Vương có hiện trạng là đường nhựa, bê
P=0561 | X=0106.850-0167.010 | Y=0276.070-0287.310 | tông xi măng:
P=0561 | X=0092.900-0338.400 | Y=0292.620-0304.860 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0561 | X=0424.970-0450.020 | Y=0292.620-0301.940 | 1.800
P=0561 | X=0461.210-0486.260 | Y=0292.620-0301.940 | 1.300
P=0561 | X=0497.230-0522.280 | Y=0292.620-0301.940 | 1.100
P=0561 | X=0106.850-0413.270 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
