TABLE=058 | AREA=Phường Minh Hưng | RECORDS=455 | GROUPS=455 | REVIEW=230
ID=NQ28-058-S04-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=700,560,336 | ROAD=dưới 4m 58. Phường Minh Hưng Tên đường giao TT thông Phía đường Đường ĐT 751 (Ranh Chơn | START=Đoạn đường Phía giới Bắc: Ngã ba tờ bản Ngô Đức Kế Phía giới phường đường Thành) ranh Chơn | END=Giá trồng cây năm Bắc: Hết ranh thửa đất số 69, đồ số 140; Nam: Ngã ba bê tông giới phường Thành | FLAGS=
ID=NQ28-058-S04-TT0138-02 | SEC=agricultural | TT=138 | REL=main | PRICES=358,286,172 | ROAD=Ngã Riềng Đường tổ 8, Khu ranh phố 7 134, 34) | START=ba đường Phú Đỏ (Đầu Hết thửa đất số số 117, tờ bản đồ số số 34 | END=ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0139-02 | SEC=agricultural | TT=139 | REL=main | PRICES=358,286,172 | ROAD=Ngã Riềng Đường tổ 8, khu ranh phố 7 94, 34) | START=ba đường Phú Đỏ (Đầu Hết thửa đất số số 136, tờ bản đồ số số 34 | END=ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0140-02 | SEC=agricultural | TT=140 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 9, Khu Ngã phố 7 Riềng | START=Ngã ba đường Phú tổ 9, Đỏ thửa bản | END=ba đường tổ 8, khu phố 7, đất số 570, tờ đồ số 34 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0141-02 | SEC=agricultural | TT=141 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 9, Khu Ngã phố 7 Riềng | START=Ngã ba đường Phú tổ 9, Đỏ thửa bản | END=ba đường tổ 8, khu phố 7, đất số 506, tờ đồ số 34 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0142-02 | SEC=agricultural | TT=142 | REL=main | PRICES=358,286,172 | ROAD=Đường Thố: Đường tổ 7, khu Ngô phố 8 (thửa bản | START=Trừ Văn Đất nhà ông Suối Văn Diệu giới đất số 11, tờ Hưng) đồ số 29) | END=xóm Hồ (Ranh phường Minh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0143-02 | SEC=agricultural | TT=143 | REL=main | PRICES=358,286,172 | ROAD=Ngã đất Đường tổ 4, khu Thành phố 8 đất đồ | START=ba đầu ranh Ngã nhà ông Lê Khu Công (thửa ranh số 302, tờ bản 88, số 30) 23) | END=ba đường tổ 9, phố 8 (Hết thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0144-02 | SEC=agricultural | TT=144 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 5, khu Thố: phố 8 đất đồ | START=Trừ Văn Đầu ranh thửa Ngã số 31, tờ bản khu số 17) | END=ba đường liên 4-5-8 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0145-02 | SEC=agricultural | TT=145 | REL=main | PRICES=358,286,172 | ROAD=Ngã Đường tổ 9, khu Văn phố 8 thửa bản | START=ba đường Trừ Hết Thố: Đầu ranh số 69, đất số 11, tờ 30 đồ số 23) | END=ranh thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0146-02 | SEC=agricultural | TT=146 | REL=main | PRICES=358,286,172 | ROAD=Ngã Đường tổ 9, khu Văn phố 8 thửa bản | START=ba đường Trừ Ngã Thố: Đầu ranh khu đất số 60, tờ 8 (thửa đồ số 23) tờ bản | END=ba đường liên phố 4, khu phố đất số 12, đồ số 23) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0147-02 | SEC=agricultural | TT=147 | REL=main | PRICES=358,286,172 | ROAD=Ngã Đường tổ 9, khu khu phố 8 8 (thửa tờ bản | START=ba đường liên Ranh phố 4, khu phố Thành đất số 12, (thửa đồ số 23) bản | END=giới phường Tâm (cũ) đất số 63, tờ đồ số 30) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0148-02 | SEC=agricultural | TT=148 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 5, Khu Đầu phố 8 (tránh mỏ 238, Cao Lanh) 18 | START=thửa đất số Hết tờ bản đồ số tờ bản | END=thửa đất số 29, đồ số 25 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0149-02 | SEC=agricultural | TT=149 | REL=main | PRICES=358,286,172 | ROAD=Đường nhựa tổ 3 - Đầu tổ 4, khu phố Hiếu Thắng Cảm | START=đường Cao Đường | END=Hoàng Diệu | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0150-02 | SEC=agricultural | TT=150 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 5, tổ 6, (đầu khu phố Trung Lợi số 621, số 13) | START=Ngô Tất Tố Đường ranh thửa đất (hết tờ bản đồ số 861, số 13) | END=Lê Duẩn ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0151-02 | SEC=agricultural | TT=151 | REL=main | PRICES=394,315,189 | ROAD=Các tuyến đường khu dân cư Lâm Toàn Sản 7 (tờ bản đồ số 106, khu phố 7) | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0152-02 | SEC=agricultural | TT=152 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 1, khu Đường phố 4 (đối diện Huệ UBND phường đất Hưng Long (cũ)) đồ | START=Nguyễn Giáp (đầu ranh thửa (hết số 16, tờ bản số 461, số 87) số 26) | END=suối Bên Đình ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0153-02 | SEC=agricultural | TT=153 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 1, khu Giáp phố 4 (đối diện (hết UBND phường số 461, Hưng Long (cũ)) số 26) Phía | START=suối Bến Đình ranh thửa đất Giáp tờ bản đồ Khu Bắc: bắt đầu Phía | END=đường tổ 3A, phố 4 Bắc: giáp thửa | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0154-02 | SEC=agricultural | TT=154 | REL=main | PRICES=358,286,172 | ROAD=tử thửa tờ bản ông Đường liên Khu phố 10 - Khu phố Cừ Trung Lợi đầu 423, của | START=đất số 89, đất đồ số 3 của đồ số Nguyễn Văn Nguyễn Phía Nam: bắt Phía từ thửa đất số thửa tờ bản đồ số 3 bản bà Nguyễn Thị ông | END=số 87, tờ bản 3 của bà Thị Hai Nam: giáp đất số 100, tờ đồ số 3 của Nguyễn Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0155-02 | SEC=agricultural | TT=155 | REL=main | PRICES=358,286,172 | ROAD=Na Đường tổ 6, Khu phố 8 (Đường kế Toàn Trạm y tế Chơn Thành) | START=Hải tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0156-02 | SEC=agricultural | TT=156 | REL=main | PRICES=700,560,336 | ROAD=Đường Quốc lộ 13 Ranh Chơn | START=giới phường Đầu Thành Phong | END=đất Công ty gỗ Phú (Ngã tư | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0157-02 | SEC=agricultural | TT=157 | REL=main | PRICES=700,560,336 | ROAD=Đầu Phong Đường Quốc lộ 13 đường Minh | START=đường và đường 13 cũ) đất công ty gỗ Phú (Ngã tư Hồ Chí Hết và đường | END=Hồ Chí Minh Quốc lộ đường số 29 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0158-02 | SEC=agricultural | TT=158 | REL=main | PRICES=700,560,336 | ROAD=Quốc Đường Quốc lộ 13 Hết | START=lộ 13 cũ) đường số 29 Cầu | END=Tham Rớt | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0159-02 | SEC=agricultural | TT=159 | REL=main | PRICES=358,286,172 | ROAD=Đường D4 (Đường Đường Tô Hiến Thành) | START=Ranh Quốc lộ 13 Chơn | END=giới phường Thành | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0160-02 | SEC=agricultural | TT=160 | REL=main | PRICES=394,315,189 | ROAD=Đường trục chính Khu công nghiệp Đường Chơn Thành | START=Mương Quốc lộ 13 phía nghiệp | END=thoát nước tây Khu công Chơn Thành | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0161-02 | SEC=agricultural | TT=161 | REL=main | PRICES=394,315,189 | ROAD=Đường Trung tâm hành chính phường Toàn Thành Tâm (cũ) | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0162-02 | SEC=agricultural | TT=162 | REL=main | PRICES=358,286,172 | ROAD=Đường D9 Đường | START=Hết Quốc lộ 13 nghiệp | END=ranh Khu công Chơn Thành | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0163-02 | SEC=agricultural | TT=163 | REL=main | PRICES=358,286,172 | ROAD=Hết Đường D9 nghiệp Thành | START=ranh Khu công Chơn Hết | END=tuyến | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0164-02 | SEC=agricultural | TT=164 | REL=main | PRICES=394,315,189 | ROAD=Đường thảm nhựa Khu phố Hòa Vinh Đường | START=Ngã ranh Quốc lộ 13 | END=tư đường (Hết thửa đất số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0002-04 | SEC=agricultural | TT=2 | REL=main | PRICES= | ROAD=(Đường vào KMC) | START=169, 211) | END=tờ bản đồ số | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0165-02 | SEC=agricultural | TT=165 | REL=main | PRICES=394,315,189 | ROAD=Đường thảm nhựa Ngã khu phố Hòa Vinh ranh | START=tư đường (Hết Cống thửa đất số hết | END=thoát nước ranh công ty bột | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0002-05 | SEC=agricultural | TT=2 | REL=main | PRICES= | ROAD=(Đường vào 119, KMC) 210) | START=tờ bản đồ số mỳ | END=Thành Công | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0166-02 | SEC=agricultural | TT=166 | REL=main | PRICES=394,315,189 | ROAD=Đường thảm nhựa Cổng khu phố Hòa Vinh hết | START=thoát nước Hết ranh công ty | END=tuyến (Đường | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0002-06 | SEC=agricultural | TT=2 | REL=main | PRICES= | ROAD=(Đường vào bột KMC) | START=đất) mỳ Thành Công | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0167-02 | SEC=agricultural | TT=167 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường giáp ranh Tô phường Thành (Đầu Tâm (cũ) - phường số 139, Hưng Long (cũ) số 191) | START=D4 (Đường Hiến Thành) Hết ranh thửa đất số 100, tờ bản đồ số 191 | END=ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0168-02 | SEC=agricultural | TT=168 | REL=main | PRICES=358,286,172 | ROAD=Đường giáp ranh phường Thành Đường Tâm (cũ) - phường Hưng Long (cũ) | START=Quốc lộ 13 Hết | END=tuyến | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0169-02 | SEC=agricultural | TT=169 | REL=main | PRICES=700,560,336 | ROAD=Đường Hồ Chí Toàn Minh | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0170-02 | SEC=agricultural | TT=170 | REL=main | PRICES=358,286,172 | ROAD=Đường ranh giới Đường phường Thành đất | START=D9 (từ thửa Hết số 183, tờ bản | END=tuyến | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0171-02 | SEC=agricultural | TT=171 | REL=main | PRICES=700,560,336 | ROAD=Tâm (cũ) - xã Trừ đồ Văn Thố (cũ) Ranh Đường ĐT 751 Hưng (Đường Quốc lộ 14 (thửa cũ) bản | START=số 201) Hết cổng giới phường Công Long (cũ) Becamex đất số 19, tờ Phước đồ số 267) 178, 265) | END=đường vào chính Khu Nghiệp - Bình (thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0172-02 | SEC=agricultural | TT=172 | REL=main | PRICES=700,560,336 | ROAD=Hết cổng Đường ĐT 751 Công (Đường Quốc lộ 14 Becamex cũ) Phước 178, | START=đường vào chính Khu Nghiệp Ngã - Bình (hết (thửa đất số tờ bản tờ bản đồ số | END=tư đường N2 thửa đất số 6, đồ số 263) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0173-02 | SEC=agricultural | TT=173 | REL=main | PRICES=700,560,336 | ROAD=265) Đường ĐT 751 Ngã (Đường Quốc lộ 14 (hết cũ) tờ bản | START=tư đường N2 Cầu thửa đất số 6, (ranh đồ số 263) | END=suối ngang xã Nha Bích) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0174-02 | SEC=agricultural | TT=174 | REL=main | PRICES=394,315,189 | ROAD=Đường Đường Minh Thành (Đường - An Long cũ) | START=Đầu ĐT 751 Huỳnh Quốc lộ 14 (thửa bản | END=đất nhà ông Văn Đáo đất số 1, tờ đồ số 349) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0175-02 | SEC=agricultural | TT=175 | REL=main | PRICES=394,315,189 | ROAD=Đầu Đường Minh Thành Huỳnh - An Long (thửa bản | START=đất nhà ông Hết Văn Đáo Thị đất số 1, tờ 198, đồ số 349) 159) | END=đất nhà bà Lê Gái (thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0176-02 | SEC=agricultural | TT=176 | REL=main | PRICES=394,315,189 | ROAD=Hết Đường Minh Thành Thị - An Long số 198, số 159) | START=đất nhà bà Lê Ranh Gái (thửa đất Long, tờ bản đồ Minh | END=giới xã An TP. Hồ Chí | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0177-02 | SEC=agricultural | TT=177 | REL=main | PRICES=394,315,189 | ROAD=Đường nhựa Minh Ranh Thành - Bàu Nàm Bích | START=Giáp giới xã Nha Hòa Hồ | END=đập Phước - Ranh giới TP. Chí Minh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0178-02 | SEC=agricultural | TT=178 | REL=main | PRICES=394,315,189 | ROAD=Đường nhựa khu Đường phố 3 - Khu phố 5 (Đường (Đường số 40) cũ) | START=Ngã đỏ khu ĐT 751 Thành Quốc lộ 14 Chơn đất đồ số | END=tư đường đất phố Minh 5, phường Thành (thửa số 166, tờ bản 139) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0179-02 | SEC=agricultural | TT=179 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường ranh giới Huệ phường Hưng lộ 14 Long (cũ) - phường bà Minh Thành (cũ) (thửa bản | START=Nguyễn (Đường Quốc cũ); Đất nhà Đường Võ Thị Thức Quát đất số 365 tờ đồ số 16) | END=Cao Bá | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0180-02 | SEC=agricultural | TT=180 | REL=main | PRICES=358,286,172 | ROAD=Đường ranh giới Đường phường Hưng (Đường Long (cũ) - phường cũ) Minh Thành (cũ) tờ bản | START=ĐT 751 Đường Quốc lộ 14 Minh (thửa đất số 19, 11, đồ số 267) 176) | END=Hồ Chí (thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0181-02 | SEC=agricultural | TT=181 | REL=main | PRICES=394,315,189 | ROAD=Đường ĐH 01 Toàn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0182-02 | SEC=agricultural | TT=182 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường D1, khu đất phố Thành Tâm 2 đồ | START=Ngã D3 (thửa tông số 275, tờ bản đất số 195) đồ | END=ba đường bê nhựa (thửa số 133, tờ bản số 195) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0183-02 | SEC=agricultural | TT=183 | REL=main | PRICES=358,286,172 | ROAD=Đường bê tông Đường nhựa, khu phố đất Thành Tâm 2 đồ | START=D1 (thửa Ngã số 133, tờ bản (thửa số 195) bản | END=ba đường D5 đất số 53, tờ đồ số 195) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0184-02 | SEC=agricultural | TT=184 | REL=main | PRICES=358,286,172 | ROAD=Đường bê tông Đường nhựa, khu phố đất Thành Tâm 2 đồ | START=Ngã D3 (thửa tông số 210, tờ bản đất số 195) đồ | END=ba đường bê nhựa (thửa số 443, tờ bản số 195) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0185-02 | SEC=agricultural | TT=185 | REL=main | PRICES=358,286,172 | ROAD=Từ Phạm Đường số 11 (thửa bản | START=đất nhà bà Đầu Thị Loan Cầu đất số 119, tờ 02, đồ số 281) 159) | END=đất nhà ông 7 (thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0186-02 | SEC=agricultural | TT=186 | REL=main | PRICES=358,286,172 | ROAD=Đầu Cầu Đường số 11 02, 159) | START=đất nhà ông 7 Đến (thửa đất số số 86, tờ bản đồ số 157 | END=hết thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0187-02 | SEC=agricultural | TT=187 | REL=main | PRICES=358,286,172 | ROAD=Từ Đường số 25 tờ bản | START=Đến thửa đất số 1, số 924, đồ số 349 số 150 | END=cuối thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0188-02 | SEC=agricultural | TT=188 | REL=main | PRICES=358,286,172 | ROAD=Từ Đường số 27 tờ bản | START=Đến thửa đất số 6, số 90, đồ số 349 154 | END=cuối thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0189-02 | SEC=agricultural | TT=189 | REL=main | PRICES=394,315,189 | ROAD=Đường Đồng Hưu - Từ Bầu Nam tờ bản | START=Giáp thửa đất số 228, Thành đồ số 165 (thửa tờ bản | END=đường Minh - Bàu Nàm đất số 799, đồ số 129) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0190-02 | SEC=agricultural | TT=190 | REL=main | PRICES=250,200,120 | ROAD=Đường nhựa, đường bê tông còn lại chưa quy định Toàn cụ thể ở các mục trên | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0191-02 | SEC=agricultural | TT=191 | REL=main | PRICES=250,200,120 | ROAD=Các tuyến đường Toàn đất còn lại 60. Xã Nha Bích | START=tuyến Đoạn đường | END=Giá | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0001-03 | SEC=agricultural | TT=1 | REL=main | PRICES=600,480,288 | ROAD=Tên đường giao TT thông Đường Quốc lộ 14 Cầu lò gạch | START=- Phía Đông vào Nông Nha Bích - Phía Tây | END=cây Nam: Đường trường cao su Bắc: Đường Bê | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0002-07 | SEC=agricultural | TT=2 | REL=main | PRICES=600,480,288 | ROAD=- Phía Đông Đường vào trường cao Bích Đường Quốc lộ 14 - Phía Tây Đường Bê (thửa đất bản đồ số | START=tông (thửa bản đồ Nam: Nông su Nha - Phía Nam: (thửa đất số 37 ) Bắc: bê tông tông bản đồ số 07, tờ 41) | END=đất số 07, tờ số 41) Đường nhựa số 45, tờ bản đồ - Phía Bắc: Đường (thửa đất số 70, tờ số 33) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0003-06 | SEC=agricultural | TT=3 | REL=main | PRICES=600,480,288 | ROAD=- Phía Nam: nhựa (thửa 45, tờ bản Đường Quốc lộ 14 37 ) - Phía Bắc: bê tông 70, tờ bản | START=Đường - Phía Bắc: đất số bê tông đồ số 9, tờ bản - Phía Nam: Đường Đường (thửa đất số 75, tờ bản đồ số 33) | END=Ngã ba đường (hết thửa đất số 3 đồ số 120) Ngã ba ĐH 10 (hết thửa đồ số 120) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0004-05 | SEC=agricultural | TT=4 | REL=main | PRICES=600,480,288 | ROAD=- Phía Bắc: đường bê thửa đất bản đồ số Đường Quốc lộ 14 - Phía Nam: Ngã ba 10 (hết thửa bản đồ số | START=Ngã ba tông (hết số 39, tờ - Phía Bắc: 120) số 176, đến - Phía Nam: Đường ĐH số 217, 75, tờ 120) | END=(hết thửa đất tờ bản đồ số 121) (hết thửa đất tờ bản đồ số 121) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0005-03 | SEC=agricultural | TT=5 | REL=main | PRICES=600,480,288 | ROAD=- Phía Bắc: thửa đất bản đồ số Đường Quốc lộ 14 - Phía Nam: thửa đất bản đồ số | START=(hết số 176, tờ - Phía Bắc: 121) số 286, (hết - Phía Nam: số 217, tờ số 373, 121) | END=(hết thửa đất tờ bản đồ số 122) (hết thửa đất tờ bản đồ số 122) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0006-03 | SEC=agricultural | TT=6 | REL=main | PRICES=600,480,288 | ROAD=- Phía Bắc: thửa đất bản đồ số Đường Quốc lộ 14 - Phía Nam: thửa đất bản đồ số | START=(hết - Phía Bắc: số 286, tờ số 44, tờ 122) - Phía Nam: (hết số 83, tờ số 373, tờ giáp đường 122) | END=(hết thửa đất bản đồ số 122) (hết thửa đất bản đồ số 122) số 47 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0007-06 | SEC=agricultural | TT=7 | REL=main | PRICES=600,480,288 | ROAD=- Phía Bắc: thửa đất bản đồ số Đường Quốc lộ 14 - Phía Nam: thửa đất bản đồ số | START=(hết số 44, tờ 122) Giáp ranh (hết Xoài (Cầu số 83, tờ 122) giáp | END=Phường Đồng Nha Bích) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0008-03 | SEC=agricultural | TT=8 | REL=main | PRICES=600,480,288 | ROAD=đường số Đường Quốc lộ 14 Giáp ranh Chơn Thành Suối Ngang) | START=47 phường - Phía Tây: (Cầu bê tông bản đồ - Phía Đông: | END=Ngã ba đường (thửa đất số 74, tờ số 137) Hết ranh đất | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0009-03 | SEC=agricultural | TT=9 | REL=main | PRICES=600,480,288 | ROAD=- Phía Tây: đường bê (thửa đất bản đồ số Đường Quốc lộ 14 - Phía Đông: ranh đất hóa ấp 2 số 79, tờ 102) Từ ranh 10Đường Quốc lộ 14 xăng số Phước - Phía Tây ranh thửa tờ bản đồ 11Đường Quốc lộ 14 (Trạm xăng Linh) - Phía Đông Suối Cạn Giáp ranh 12Đường ĐT 756B gạch 13Đường ĐT 756B Đường Quốc Hết thửa tờ bản đồ 14Đường ĐT 756B (Khu dân Minh) (ngã đường nhựa) 15Đường ĐT 756 Quốc lộ 16Đường ĐT 756 - Phía Tây: Trường Lập (thửa tờ bản đồ - Phía Đông: ranh thửa | START=nhà văn đất số 79, 137) Ngã ba tông số 74, tờ 102) Đến ranh Hết 25 Bình nhà văn (thửa đất bản đồ số - Phía Tây thửa đất đất cây số 96 (Trạm 25 Bình Linh) - Phía Đông Cạn Bắc: Hết đất số 25, số 96 dầu Mai Giáp ranh Nam: cầu lò Hết tuyến tờ bản Hết thửa bản đồ lộ 14 cư Bình đường đất số 340, số 112 cư Bình Ranh giới ba - Phía Tây: THCS Minh số 64, tờ 14 - Phía Đông: thửa đất số 72) Cổng Ngã tư THCS Minh bản đồ đất số 64, số 72) hết đất số 68, | END=hóa ấp 2 (thửa tờ bản đồ số đất cây xăng số Phước Bắc: Hết ranh số 25, tờ bản đồ xăng dầu Mai Nam: Suối cầu Là Gạch (thửa đất số 77, đồ số 62) đất số 340, tờ số 112 (Khu dân Minh) (ngã ba nhựa) xã Tân Quan Cổng Trường Lập (thửa đất bản đồ số 72) Hết ranh số 68, tờ bản đồ (thửa đất số 08, tờ số 72) | FLAGS=DUPLICATE_TT_IN_SEGMENT
