TABLE=056 | AREA=Phường Bình Phước | RECORDS=752 | GROUPS=319 | REVIEW=751
ID=NQ28-056-S01-TT0001-01 | SEC=non-agricultural | TT=1 | REL=main | PRICES=30100,25800 | ROAD=56. Phường Bình Phước Tên đường giao thông TT Đường Quốc lộ 14 | START=Đoạn Ngã tư Đồng Xoài | END=đường Giá đất Đường Đồng 43.000 Khởi | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0422-01 | SEC=non-agricultural | TT=422 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0423-01 | SEC=non-agricultural | TT=423 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0424-01 | SEC=non-agricultural | TT=424 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0425-01 | SEC=non-agricultural | TT=425 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0426-01 | SEC=non-agricultural | TT=426 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0427-01 | SEC=non-agricultural | TT=427 | REL=direct | PRICES=1400,1200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0428-01 | SEC=non-agricultural | TT=428 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0429-01 | SEC=non-agricultural | TT=429 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0430-01 | SEC=non-agricultural | TT=430 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0431-01 | SEC=non-agricultural | TT=431 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0432-01 | SEC=non-agricultural | TT=432 | REL=direct | PRICES=1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_1
ID=NQ28-056-S01-TT0433-01 | SEC=non-agricultural | TT=433 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0434-01 | SEC=non-agricultural | TT=434 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0435-01 | SEC=non-agricultural | TT=435 | REL=direct | PRICES=1200,1000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0436-01 | SEC=non-agricultural | TT=436 | REL=direct | PRICES=980,840 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0437-01 | SEC=non-agricultural | TT=437 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0438-01 | SEC=non-agricultural | TT=438 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0439-01 | SEC=non-agricultural | TT=439 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0100-02 | SEC=non-agricultural | TT=100 | REL=main | PRICES= | ROAD=m có bề rộng mặt đường 4m trở lên đã được đầu tư đường nhựa, bê tông xi măng | START=từ mặt | END= | FLAGS=PRICE_MISSING,NON_AGRICULTURAL_PRICE_COLUMN_COUNT_0,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-056-S01-TT0440-01 | SEC=non-agricultural | TT=440 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0441-01 | SEC=non-agricultural | TT=441 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0442-01 | SEC=non-agricultural | TT=442 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0443-01 | SEC=non-agricultural | TT=443 | REL=direct | PRICES=2500,2100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0444-01 | SEC=non-agricultural | TT=444 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0445-01 | SEC=non-agricultural | TT=445 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0446-01 | SEC=non-agricultural | TT=446 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0447-01 | SEC=non-agricultural | TT=447 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0448-01 | SEC=non-agricultural | TT=448 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0449-01 | SEC=non-agricultural | TT=449 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0450-01 | SEC=non-agricultural | TT=450 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0451-01 | SEC=non-agricultural | TT=451 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0452-01 | SEC=non-agricultural | TT=452 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0453-01 | SEC=non-agricultural | TT=453 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0454-01 | SEC=non-agricultural | TT=454 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0455-01 | SEC=non-agricultural | TT=455 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0456-01 | SEC=non-agricultural | TT=456 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0457-01 | SEC=non-agricultural | TT=457 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0458-01 | SEC=non-agricultural | TT=458 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0459-01 | SEC=non-agricultural | TT=459 | REL=direct | PRICES=1900,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0460-01 | SEC=non-agricultural | TT=460 | REL=direct | PRICES=1700,1400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0461-01 | SEC=non-agricultural | TT=461 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0462-01 | SEC=non-agricultural | TT=462 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0463-01 | SEC=non-agricultural | TT=463 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0464-01 | SEC=non-agricultural | TT=464 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0465-01 | SEC=non-agricultural | TT=465 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0466-01 | SEC=non-agricultural | TT=466 | REL=direct | PRICES=1400,1200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0467-01 | SEC=non-agricultural | TT=467 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0468-01 | SEC=non-agricultural | TT=468 | REL=direct | PRICES=1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_1
ID=NQ28-056-S01-TT0469-01 | SEC=non-agricultural | TT=469 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0470-01 | SEC=non-agricultural | TT=470 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0471-01 | SEC=non-agricultural | TT=471 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0472-01 | SEC=non-agricultural | TT=472 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0473-01 | SEC=non-agricultural | TT=473 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0474-01 | SEC=non-agricultural | TT=474 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0475-01 | SEC=non-agricultural | TT=475 | REL=direct | PRICES=1700,1400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0476-01 | SEC=non-agricultural | TT=476 | REL=direct | PRICES=1400,1200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0477-01 | SEC=non-agricultural | TT=477 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0478-01 | SEC=non-agricultural | TT=478 | REL=direct | PRICES=1400,1200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0479-01 | SEC=non-agricultural | TT=479 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0480-01 | SEC=non-agricultural | TT=480 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0481-01 | SEC=non-agricultural | TT=481 | REL=direct | PRICES=1400,1200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0482-01 | SEC=non-agricultural | TT=482 | REL=direct | PRICES=1100,960 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0483-01 | SEC=non-agricultural | TT=483 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0484-01 | SEC=non-agricultural | TT=484 | REL=direct | PRICES=980,840 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0485-01 | SEC=non-agricultural | TT=485 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0486-01 | SEC=non-agricultural | TT=486 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0487-01 | SEC=non-agricultural | TT=487 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0488-01 | SEC=non-agricultural | TT=488 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0489-01 | SEC=non-agricultural | TT=489 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0490-01 | SEC=non-agricultural | TT=490 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0491-01 | SEC=non-agricultural | TT=491 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0492-01 | SEC=non-agricultural | TT=492 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0493-01 | SEC=non-agricultural | TT=493 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0494-01 | SEC=non-agricultural | TT=494 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0495-01 | SEC=non-agricultural | TT=495 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0496-01 | SEC=non-agricultural | TT=496 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0497-01 | SEC=non-agricultural | TT=497 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0498-01 | SEC=non-agricultural | TT=498 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0499-01 | SEC=non-agricultural | TT=499 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0500-01 | SEC=non-agricultural | TT=500 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0501-01 | SEC=non-agricultural | TT=501 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0502-01 | SEC=non-agricultural | TT=502 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0503-01 | SEC=non-agricultural | TT=503 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0504-01 | SEC=non-agricultural | TT=504 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0505-01 | SEC=non-agricultural | TT=505 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0506-01 | SEC=non-agricultural | TT=506 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0507-01 | SEC=non-agricultural | TT=507 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0508-01 | SEC=non-agricultural | TT=508 | REL=direct | PRICES=980,840 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0509-01 | SEC=non-agricultural | TT=509 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0510-01 | SEC=non-agricultural | TT=510 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0511-01 | SEC=non-agricultural | TT=511 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0512-01 | SEC=non-agricultural | TT=512 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0513-01 | SEC=non-agricultural | TT=513 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0514-01 | SEC=non-agricultural | TT=514 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0515-01 | SEC=non-agricultural | TT=515 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0516-01 | SEC=non-agricultural | TT=516 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0517-01 | SEC=non-agricultural | TT=517 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0518-01 | SEC=non-agricultural | TT=518 | REL=direct | PRICES=3600,3100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0519-01 | SEC=non-agricultural | TT=519 | REL=direct | PRICES=3300,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0520-01 | SEC=non-agricultural | TT=520 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0521-01 | SEC=non-agricultural | TT=521 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0522-01 | SEC=non-agricultural | TT=522 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0523-01 | SEC=non-agricultural | TT=523 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0524-01 | SEC=non-agricultural | TT=524 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0525-01 | SEC=non-agricultural | TT=525 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0526-01 | SEC=non-agricultural | TT=526 | REL=direct | PRICES=3300,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0527-01 | SEC=non-agricultural | TT=527 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0528-01 | SEC=non-agricultural | TT=528 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0529-01 | SEC=non-agricultural | TT=529 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0530-01 | SEC=non-agricultural | TT=530 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0531-01 | SEC=non-agricultural | TT=531 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0532-01 | SEC=non-agricultural | TT=532 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0533-01 | SEC=non-agricultural | TT=533 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0534-01 | SEC=non-agricultural | TT=534 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0535-01 | SEC=non-agricultural | TT=535 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0536-01 | SEC=non-agricultural | TT=536 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0537-01 | SEC=non-agricultural | TT=537 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0538-01 | SEC=non-agricultural | TT=538 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0539-01 | SEC=non-agricultural | TT=539 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0540-01 | SEC=non-agricultural | TT=540 | REL=direct | PRICES=2500,2100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0541-01 | SEC=non-agricultural | TT=541 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0542-01 | SEC=non-agricultural | TT=542 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0543-01 | SEC=non-agricultural | TT=543 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0544-01 | SEC=non-agricultural | TT=544 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0545-01 | SEC=non-agricultural | TT=545 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0546-01 | SEC=non-agricultural | TT=546 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0547-01 | SEC=non-agricultural | TT=547 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0548-01 | SEC=non-agricultural | TT=548 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0549-01 | SEC=non-agricultural | TT=549 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0550-01 | SEC=non-agricultural | TT=550 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0551-01 | SEC=non-agricultural | TT=551 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0552-01 | SEC=non-agricultural | TT=552 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0553-01 | SEC=non-agricultural | TT=553 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0554-01 | SEC=non-agricultural | TT=554 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0555-01 | SEC=non-agricultural | TT=555 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0556-01 | SEC=non-agricultural | TT=556 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0557-01 | SEC=non-agricultural | TT=557 | REL=direct | PRICES=1900,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0558-01 | SEC=non-agricultural | TT=558 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0559-01 | SEC=non-agricultural | TT=559 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0560-01 | SEC=non-agricultural | TT=560 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0561-01 | SEC=non-agricultural | TT=561 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0562-01 | SEC=non-agricultural | TT=562 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0563-01 | SEC=non-agricultural | TT=563 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0564-01 | SEC=non-agricultural | TT=564 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0565-01 | SEC=non-agricultural | TT=565 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0566-01 | SEC=non-agricultural | TT=566 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0567-01 | SEC=non-agricultural | TT=567 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
