TABLE=020 | AREA=Phường Bảo Vinh | SECTION=agricultural | SEGMENTS=1
P=0677 | X=0505.390-0522.030 | Y=0645.270-0654.590 | 140
P=0677 | X=0108.770-0386.180 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0677 | X=0108.770-0335.060 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0677 | X=0331.320-0404.380 | Y=0692.070-0701.390 | Ngã ba tiếp giáp
P=0677 | X=0090.740-0321.040 | Y=0695.950-0707.190 | 127 Đường Bảo Quang - Bàu Cối Đường Hàm Nghi
P=0677 | X=0456.650-0473.290 | Y=0697.830-0707.150 | 410
P=0677 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 250
P=0677 | X=0331.320-0426.020 | Y=0701.730-0712.970 | đường Bảo Vinh-Bảo
P=0678 | X=0331.320-0361.410 | Y=0074.380-0083.700 | Quang
P=0678 | X=0108.770-0416.780 | Y=0090.260-0101.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0678 | X=0108.770-0411.820 | Y=0101.780-0113.020 | Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba tiếp giáp đường Bảo
P=0678 | X=0108.770-0392.190 | Y=0113.300-0124.540 | Vinh-Bảo Quang có hiện trạng là đường nhựa, bê tông xi măng:
P=0678 | X=0090.740-0107.380 | Y=0121.210-0130.530 | 128
P=0678 | X=0456.650-0473.290 | Y=0121.210-0130.530 | 260
P=0678 | X=0505.390-0522.030 | Y=0121.210-0130.530 | 230
P=0678 | X=0108.770-0339.860 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0678 | X=0108.770-0385.940 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0678 | X=0108.770-0416.780 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0678 | X=0108.770-0411.820 | Y=0177.410-0188.650 | Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba tiếp giáp đường Bảo
P=0678 | X=0108.770-0392.190 | Y=0188.930-0200.170 | Vinh-Bảo Quang có hiện trạng là đường nhựa, bê tông xi măng:
P=0678 | X=0090.740-0340.320 | Y=0206.470-0220.790 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0678 | X=0456.650-0473.290 | Y=0211.470-0220.790 | 210
P=0678 | X=0505.390-0522.030 | Y=0211.470-0220.790 | 190
P=0678 | X=0108.770-0415.190 | Y=0223.990-0235.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0678 | X=0108.770-0150.450 | Y=0235.510-0246.750 | ≤1.000m.
P=0678 | X=0108.770-0331.940 | Y=0253.030-0264.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0678 | X=0108.770-0416.780 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0678 | X=0108.770-0411.820 | Y=0282.340-0293.580 | Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba tiếp giáp đường Bảo
P=0678 | X=0108.770-0392.190 | Y=0293.860-0305.100 | Vinh-Bảo Quang có hiện trạng là đường nhựa, bê tông xi măng:
P=0678 | X=0090.740-0107.380 | Y=0301.740-0311.060 | 130
P=0678 | X=0456.650-0473.290 | Y=0301.740-0311.060 | 150
P=0678 | X=0505.390-0522.030 | Y=0301.740-0311.060 | 140
P=0678 | X=0108.770-0394.560 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0678 | X=0108.770-0332.410 | Y=0328.900-0340.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0678 | X=0108.770-0394.030 | Y=0346.660-0357.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0678 | X=0108.770-0411.820 | Y=0357.940-0369.180 | Đường Bảo Quang - Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba
P=0678 | X=0108.770-0423.580 | Y=0369.480-0380.720 | tiếp giáp đường Bảo Vinh-Bảo Quang có hiện trạng là đường nhựa, bê
P=0678 | X=0090.740-0168.930 | Y=0381.000-0392.440 | 131 tông xi măng:
P=0678 | X=0456.650-0473.290 | Y=0383.120-0392.440 | 260
P=0678 | X=0505.390-0522.030 | Y=0383.120-0392.440 | 230
P=0678 | X=0108.770-0339.850 | Y=0398.520-0409.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0678 | X=0108.770-0385.940 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0678 | X=0108.770-0394.030 | Y=0433.800-0445.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0678 | X=0108.770-0411.820 | Y=0445.320-0456.560 | Đường Bảo Quang - Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba
P=0678 | X=0108.770-0423.580 | Y=0456.860-0468.100 | tiếp giáp đường Bảo Vinh-Bảo Quang có hiện trạng là đường nhựa, bê
P=0678 | X=0108.770-0168.930 | Y=0468.380-0479.620 | tông xi măng:
P=0678 | X=0090.740-0340.320 | Y=0484.900-0497.140 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0678 | X=0456.650-0473.290 | Y=0484.900-0494.220 | 210
P=0678 | X=0505.390-0522.030 | Y=0484.900-0494.220 | 190
P=0678 | X=0108.770-0415.190 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0678 | X=0108.770-0150.450 | Y=0514.940-0526.180 | ≤1.000m.
P=0678 | X=0108.770-0331.940 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0678 | X=0108.770-0394.060 | Y=0550.010-0561.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0678 | X=0108.770-0411.820 | Y=0561.530-0572.770 | Đường Bảo Quang - Bàu Cối đoạn từ Đường Hàm Nghi đến Ngã ba
P=0678 | X=0108.770-0423.580 | Y=0573.050-0584.290 | tiếp giáp đường Bảo Vinh-Bảo Quang có hiện trạng là đường nhựa, bê
P=0678 | X=0090.740-0168.930 | Y=0584.570-0596.010 | 133 tông xi măng:
P=0678 | X=0456.650-0473.290 | Y=0586.690-0596.010 | 150
P=0678 | X=0505.390-0522.030 | Y=0586.690-0596.010 | 140
P=0678 | X=0108.770-0394.560 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0678 | X=0108.770-0332.410 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0678 | X=0242.260-0315.300 | Y=0639.270-0648.590 | Ngã ba tiếp giáp
P=0678 | X=0331.320-0418.700 | Y=0643.150-0654.390 | Đường Suối Chồn -
P=0678 | X=0090.740-0319.080 | Y=0648.910-0660.150 | 134 Đường Bảo Quang - Bàu Cối đường Bảo Vinh-
P=0678 | X=0456.650-0473.290 | Y=0650.790-0660.110 | 410
P=0678 | X=0505.390-0522.030 | Y=0650.790-0660.110 | 250
P=0678 | X=0331.320-0366.930 | Y=0656.550-0665.870 | Bàu Cối
P=0678 | X=0242.260-0292.990 | Y=0662.310-0671.630 | Bảo Quang
P=0678 | X=0108.770-0416.780 | Y=0678.190-0689.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0678 | X=0090.740-0406.790 | Y=0689.710-0700.950 | 135 Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo Vinh-Bảo Quang đến
P=0678 | X=0456.650-0473.290 | Y=0691.590-0700.910 | 260
P=0678 | X=0505.390-0522.030 | Y=0691.590-0700.910 | 230
P=0678 | X=0108.770-0413.500 | Y=0701.250-0712.490 | Đường Suối Chồn - Bàu Cối có hiện trạng là đường nhựa, bê tông xi
P=0679 | X=0108.770-0136.770 | Y=0072.500-0083.740 | măng:
P=0679 | X=0108.770-0339.850 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0679 | X=0108.770-0385.940 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0679 | X=0108.770-0416.780 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0679 | X=0108.770-0406.790 | Y=0136.850-0148.090 | Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo Vinh-Bảo Quang đến
P=0679 | X=0108.770-0413.500 | Y=0148.370-0159.610 | Đường Suối Chồn - Bàu Cối có hiện trạng là đường nhựa, bê tông xi
P=0679 | X=0108.770-0136.770 | Y=0159.650-0170.890 | măng:
P=0679 | X=0090.740-0340.320 | Y=0176.410-0188.410 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0679 | X=0456.650-0473.290 | Y=0176.410-0185.730 | 210
P=0679 | X=0505.390-0522.030 | Y=0176.410-0185.730 | 190
P=0679 | X=0108.770-0415.190 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0679 | X=0108.770-0150.450 | Y=0206.230-0217.470 | ≤1.000m.
P=0679 | X=0108.770-0331.940 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0679 | X=0108.770-0416.780 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0679 | X=0108.770-0406.790 | Y=0253.030-0264.270 | Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo Vinh-Bảo Quang đến
P=0679 | X=0108.770-0413.500 | Y=0264.550-0275.790 | Đường Suối Chồn - Bàu Cối có hiện trạng là đường nhựa, bê tông xi
P=0679 | X=0090.740-0136.770 | Y=0276.070-0287.510 | 137 măng:
P=0679 | X=0456.650-0473.290 | Y=0278.190-0287.510 | 150
P=0679 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 140
P=0679 | X=0108.770-0394.560 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0679 | X=0108.770-0332.410 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0679 | X=0108.770-0394.030 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0679 | X=0108.770-0404.620 | Y=0340.420-0351.660 | Đường Bảo Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo
P=0679 | X=0108.770-0401.970 | Y=0351.700-0362.940 | Vinh-Bảo Quang đến Đường Suối Chồn - Bàu Cối có hiện trạng là
P=0679 | X=0090.740-0244.520 | Y=0363.220-0374.660 | 138 đường nhựa, bê tông xi măng:
P=0679 | X=0456.650-0473.290 | Y=0365.340-0374.660 | 260
P=0679 | X=0505.390-0522.030 | Y=0365.340-0374.660 | 230
P=0679 | X=0108.770-0339.850 | Y=0380.760-0392.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0679 | X=0108.770-0385.940 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0679 | X=0108.770-0394.030 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0679 | X=0108.770-0404.620 | Y=0427.560-0438.800 | Đường Bảo Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo
P=0679 | X=0108.770-0401.970 | Y=0439.080-0450.320 | Vinh-Bảo Quang đến Đường Suối Chồn - Bàu Cối có hiện trạng là
P=0679 | X=0108.770-0244.520 | Y=0450.620-0461.860 | đường nhựa, bê tông xi măng:
P=0679 | X=0090.740-0340.320 | Y=0467.140-0479.380 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0679 | X=0456.650-0473.290 | Y=0467.140-0476.460 | 210
P=0679 | X=0505.390-0522.030 | Y=0467.140-0476.460 | 190
P=0679 | X=0108.770-0415.190 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0679 | X=0108.770-0150.450 | Y=0497.180-0508.420 | ≤1.000m.
P=0679 | X=0108.770-0331.940 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0679 | X=0108.770-0394.030 | Y=0532.220-0543.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0679 | X=0108.770-0404.620 | Y=0543.770-0555.010 | Đường Bảo Quang - Bàu Cối đoạn từ Ngã ba tiếp giáp đường Bảo
P=0679 | X=0108.770-0401.970 | Y=0555.290-0566.530 | Vinh-Bảo Quang đến Đường Suối Chồn - Bàu Cối có hiện trạng là
P=0679 | X=0090.740-0244.520 | Y=0566.810-0578.250 | 140 đường nhựa, bê tông xi măng:
P=0679 | X=0456.650-0473.290 | Y=0568.930-0578.250 | 150
P=0679 | X=0505.390-0522.030 | Y=0568.930-0578.250 | 140
P=0679 | X=0108.770-0394.560 | Y=0584.330-0595.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0679 | X=0108.770-0332.410 | Y=0601.850-0613.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0679 | X=0108.770-0222.640 | Y=0619.630-0630.870 | Đường Ruộng Tre - Xuân
P=0679 | X=0242.260-0414.680 | Y=0619.630-0630.870 | Đường Ruộng tre - Giáp ranh xã Xuân
P=0679 | X=0090.740-0107.380 | Y=0627.270-0636.590 | 141
P=0679 | X=0456.650-0473.290 | Y=0627.270-0636.590 | 410
P=0679 | X=0505.390-0522.030 | Y=0627.270-0636.590 | 250
P=0679 | X=0108.770-0126.050 | Y=0633.030-0642.350 | Bắc
P=0679 | X=0242.260-0274.740 | Y=0633.030-0642.350 | Thọ An
P=0679 | X=0331.320-0348.600 | Y=0633.030-0642.350 | Bắc
P=0679 | X=0108.770-0413.420 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ruộng Tre -
P=0679 | X=0108.770-0417.310 | Y=0660.430-0671.670 | Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An đến Giáp ranh xã Xuân
P=0679 | X=0108.770-0335.770 | Y=0671.950-0683.190 | Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0679 | X=0090.740-0107.380 | Y=0679.830-0689.150 | 142
P=0679 | X=0456.650-0473.290 | Y=0679.830-0689.150 | 260
P=0679 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 230
P=0679 | X=0108.770-0339.850 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0679 | X=0108.770-0385.960 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0680 | X=0108.770-0413.420 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ruộng Tre -
P=0680 | X=0108.770-0417.310 | Y=0090.020-0101.260 | Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An đến Giáp ranh xã Xuân
P=0680 | X=0108.770-0335.770 | Y=0101.540-0112.780 | Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0680 | X=0090.740-0340.350 | Y=0119.090-0133.170 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0680 | X=0456.650-0473.290 | Y=0123.850-0133.170 | 210
P=0680 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 190
P=0680 | X=0108.770-0415.190 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0680 | X=0108.770-0150.450 | Y=0148.130-0159.370 | ≤1.000m.
P=0680 | X=0108.770-0331.940 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0680 | X=0108.770-0413.420 | Y=0183.170-0194.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ruộng Tre -
P=0680 | X=0108.770-0417.340 | Y=0194.690-0205.930 | Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An đến Giáp ranh xã Xuân
P=0680 | X=0108.770-0335.770 | Y=0206.230-0217.470 | Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0680 | X=0090.740-0107.380 | Y=0214.110-0223.430 | 144
P=0680 | X=0456.650-0473.290 | Y=0214.110-0223.430 | 150
P=0680 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 140
P=0680 | X=0108.770-0394.560 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0680 | X=0108.770-0332.410 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0680 | X=0108.770-0394.030 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0680 | X=0108.770-0421.900 | Y=0270.550-0281.790 | Đường Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An đến
P=0680 | X=0108.770-0421.940 | Y=0282.100-0293.340 | Giáp ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0680 | X=0090.740-0107.380 | Y=0289.980-0299.300 | 145
P=0680 | X=0456.650-0473.290 | Y=0289.980-0299.300 | 260
P=0680 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 230
P=0680 | X=0108.770-0339.850 | Y=0299.620-0310.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0680 | X=0108.770-0385.940 | Y=0317.140-0328.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0680 | X=0108.770-0394.030 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0680 | X=0108.770-0421.900 | Y=0346.420-0357.660 | Đường Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An đến
P=0680 | X=0108.770-0421.940 | Y=0357.700-0368.940 | Giáp ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0680 | X=0090.740-0340.320 | Y=0375.240-0389.560 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0680 | X=0456.650-0473.290 | Y=0380.240-0389.560 | 210
P=0680 | X=0505.390-0522.030 | Y=0380.240-0389.560 | 190
P=0680 | X=0108.770-0415.190 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0680 | X=0108.770-0150.450 | Y=0404.280-0415.520 | ≤1.000m.
P=0680 | X=0108.770-0331.940 | Y=0421.800-0433.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0680 | X=0108.770-0394.030 | Y=0439.560-0450.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0680 | X=0108.770-0421.900 | Y=0451.100-0462.340 | Đường Ruộng Tre - Xuân Bắc đoạn từ Đường Ruộng tre - Thọ An đến
P=0680 | X=0108.770-0421.940 | Y=0462.620-0473.860 | Giáp ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0680 | X=0090.740-0107.380 | Y=0470.500-0479.820 | 147
P=0680 | X=0456.650-0473.290 | Y=0470.500-0479.820 | 150
P=0680 | X=0505.390-0522.030 | Y=0470.500-0479.820 | 140
P=0680 | X=0108.770-0394.560 | Y=0480.140-0491.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0680 | X=0108.770-0332.410 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0680 | X=0090.740-0231.750 | Y=0515.420-0526.660 | 148 Đường Ruộng Tre - Thọ An
P=0680 | X=0242.260-0321.040 | Y=0515.420-0526.660 | Đường Hàm Nghi
P=0680 | X=0331.320-0413.660 | Y=0517.300-0526.620 | Ranh xã Xuân Lộc
P=0680 | X=0456.650-0473.290 | Y=0517.300-0526.620 | 410
P=0680 | X=0505.390-0522.030 | Y=0517.300-0526.620 | 250
P=0680 | X=0108.770-0413.420 | Y=0533.210-0544.450 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ruộng Tre -
P=0680 | X=0108.770-0425.260 | Y=0544.490-0555.730 | Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã Xuân Lộc có hiện trạng
P=0680 | X=0108.770-0255.100 | Y=0556.010-0567.250 | là đường nhựa, bê tông xi măng:
P=0680 | X=0090.740-0107.380 | Y=0563.890-0573.210 | 149
P=0680 | X=0456.650-0473.290 | Y=0563.890-0573.210 | 260
P=0680 | X=0505.390-0522.030 | Y=0563.890-0573.210 | 230
P=0680 | X=0108.770-0339.850 | Y=0573.530-0584.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0680 | X=0108.770-0385.940 | Y=0591.050-0602.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0680 | X=0108.770-0413.420 | Y=0608.810-0620.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ruộng Tre -
P=0680 | X=0108.770-0425.260 | Y=0620.350-0631.590 | Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã Xuân Lộc có hiện trạng
P=0680 | X=0108.770-0255.100 | Y=0631.870-0643.110 | là đường nhựa, bê tông xi măng:
P=0680 | X=0090.740-0340.320 | Y=0649.390-0663.470 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0680 | X=0456.650-0473.290 | Y=0654.150-0663.470 | 210
P=0680 | X=0505.390-0522.030 | Y=0654.150-0663.470 | 190
P=0680 | X=0108.770-0415.190 | Y=0666.910-0678.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0680 | X=0108.770-0150.450 | Y=0678.430-0689.670 | ≤1.000m.
P=0680 | X=0108.770-0331.940 | Y=0695.950-0707.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0681 | X=0108.770-0413.420 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ruộng Tre -
P=0681 | X=0108.770-0425.260 | Y=0090.020-0101.260 | Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã Xuân Lộc có hiện trạng
P=0681 | X=0108.770-0255.100 | Y=0101.540-0112.780 | là đường nhựa, bê tông xi măng:
P=0681 | X=0090.740-0107.380 | Y=0109.420-0118.740 | 151
P=0681 | X=0456.650-0473.290 | Y=0109.420-0118.740 | 150
P=0681 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 140
P=0681 | X=0108.770-0394.560 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0681 | X=0108.770-0332.410 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0681 | X=0108.770-0394.030 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0681 | X=0108.770-0410.140 | Y=0165.650-0176.890 | Đường Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã
P=0681 | X=0108.770-0360.490 | Y=0177.170-0188.410 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0681 | X=0090.740-0107.380 | Y=0185.050-0194.370 | 152
P=0681 | X=0456.650-0473.290 | Y=0185.050-0194.370 | 260
P=0681 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 230
P=0681 | X=0108.770-0339.850 | Y=0194.690-0205.930 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0681 | X=0108.770-0385.940 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0681 | X=0108.770-0394.030 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0681 | X=0108.770-0410.140 | Y=0241.510-0252.750 | Đường Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã
P=0681 | X=0108.770-0360.490 | Y=0253.030-0264.270 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0681 | X=0090.740-0340.320 | Y=0270.550-0284.630 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0681 | X=0456.650-0473.290 | Y=0275.310-0284.630 | 210
P=0681 | X=0505.390-0522.030 | Y=0275.310-0284.630 | 190
P=0681 | X=0108.770-0415.190 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0681 | X=0108.770-0150.450 | Y=0299.620-0310.860 | ≤1.000m.
P=0681 | X=0108.770-0331.940 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0681 | X=0108.770-0394.030 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0681 | X=0108.770-0410.140 | Y=0346.420-0357.660 | Đường Ruộng Tre - Thọ An đoạn từ Đường Hàm Nghi đến Ranh xã
P=0681 | X=0108.770-0360.490 | Y=0357.700-0368.940 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0681 | X=0090.740-0107.380 | Y=0365.580-0374.900 | 154
P=0681 | X=0456.650-0473.290 | Y=0365.580-0374.900 | 150
P=0681 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 140
P=0681 | X=0108.770-0394.560 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0681 | X=0108.770-0335.060 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0681 | X=0108.770-0226.000 | Y=0410.520-0421.760 | Đường Bảo Quang - Xuân
P=0681 | X=0242.260-0321.040 | Y=0416.280-0427.520 | Đường Hàm Nghi
P=0681 | X=0090.740-0107.380 | Y=0418.160-0427.480 | 155
P=0681 | X=0331.320-0414.860 | Y=0418.160-0427.480 | Ranh xã Xuân Bắc
P=0681 | X=0456.650-0473.290 | Y=0418.160-0427.480 | 410
P=0681 | X=0505.390-0522.030 | Y=0418.160-0427.480 | 250
P=0681 | X=0108.770-0126.050 | Y=0423.920-0433.240 | Bắc
P=0681 | X=0108.770-0416.780 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0681 | X=0108.770-0411.830 | Y=0451.340-0462.580 | Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã Xuân Bắc có hiện
P=0681 | X=0108.770-0280.550 | Y=0462.860-0474.100 | trạng là đường nhựa, bê tông xi măng:
P=0681 | X=0090.740-0107.380 | Y=0470.740-0480.060 | 156
P=0681 | X=0456.650-0473.290 | Y=0470.740-0480.060 | 260
P=0681 | X=0505.390-0522.030 | Y=0470.740-0480.060 | 230
P=0681 | X=0108.770-0339.850 | Y=0480.380-0491.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0681 | X=0108.770-0385.940 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0681 | X=0108.770-0416.780 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bảo Quang -
P=0681 | X=0108.770-0411.830 | Y=0527.180-0538.420 | Xuân Bắc đoạn từ Đường Hàm Nghi đến Ranh xã Xuân Bắc có hiện
P=0681 | X=0108.770-0280.550 | Y=0538.490-0549.730 | trạng là đường nhựa, bê tông xi măng:
P=0681 | X=0090.740-0340.320 | Y=0556.010-0570.330 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0681 | X=0456.650-0473.290 | Y=0561.010-0570.330 | 210
P=0681 | X=0505.390-0522.030 | Y=0561.010-0570.330 | 190
