TABLE=033 | AREA=Xã Sông Ray | SECTION=agricultural | SEGMENTS=1
P=1101 | X=0121.490-0362.600 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1101 | X=0121.490-0163.630 | Y=0388.880-0398.200 | >1.000m.
P=1101 | X=0121.490-0345.130 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1101 | X=0121.490-0395.000 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1101 | X=0121.490-0391.670 | Y=0433.800-0445.040 | ra Đường tỉnh 765B đoạn từ Hết Trường THCS Nguyễn Hữu
P=1101 | X=0121.490-0384.460 | Y=0445.320-0456.560 | Cảnh đến Đường tỉnh 765 có hiện trạng là đường nhựa, bê
P=1101 | X=0097.250-0181.650 | Y=0456.860-0468.300 | 117 tông xi măng:
P=1101 | X=0446.330-0462.970 | Y=0458.980-0468.300 | 380
P=1101 | X=0505.390-0522.030 | Y=0458.980-0468.300 | 250
P=1101 | X=0121.490-0352.570 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1101 | X=0121.490-0398.680 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1101 | X=0121.490-0395.000 | Y=0509.660-0520.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1101 | X=0121.490-0391.670 | Y=0521.180-0532.420 | ra Đường tỉnh 765B đoạn từ Hết Trường THCS Nguyễn Hữu
P=1101 | X=0121.490-0384.460 | Y=0532.490-0543.730 | Cảnh đến Đường tỉnh 765 có hiện trạng là đường nhựa, bê
P=1101 | X=0121.490-0181.650 | Y=0544.010-0555.250 | tông xi măng:
P=1101 | X=0097.250-0353.040 | Y=0560.770-0572.770 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1101 | X=0446.330-0462.970 | Y=0560.770-0570.090 | 310
P=1101 | X=0505.390-0522.030 | Y=0560.770-0570.090 | 200
P=1101 | X=0121.490-0374.800 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1101 | X=0121.490-0216.460 | Y=0590.570-0601.810 | >500m đến ≤1.000m.
P=1101 | X=0121.490-0344.690 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1101 | X=0121.490-0395.000 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1101 | X=0121.490-0391.670 | Y=0637.390-0648.630 | ra Đường tỉnh 765B đoạn từ Hết Trường THCS Nguyễn Hữu
P=1101 | X=0121.490-0384.460 | Y=0648.910-0660.150 | Cảnh đến Đường tỉnh 765 có hiện trạng là đường nhựa, bê
P=1101 | X=0121.490-0181.650 | Y=0660.430-0671.670 | tông xi măng:
P=1101 | X=0097.250-0113.890 | Y=0668.310-0677.630 | 119
P=1101 | X=0446.330-0462.970 | Y=0668.310-0677.630 | 220
P=1101 | X=0505.390-0522.030 | Y=0668.310-0677.630 | 140
P=1101 | X=0121.490-0362.600 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1101 | X=0121.490-0163.640 | Y=0691.350-0700.670 | >1.000m.
P=1101 | X=0121.490-0345.130 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1102 | X=0121.490-0216.160 | Y=0078.500-0089.740 | Đường ấp 6 - 7 Sông
P=1102 | X=0224.740-0294.910 | Y=0084.260-0095.500 | Đường tỉnh 764
P=1102 | X=0312.840-0389.650 | Y=0084.260-0095.500 | Đường tỉnh 765B
P=1102 | X=0097.250-0113.890 | Y=0086.140-0095.460 | 120
P=1102 | X=0446.330-0462.970 | Y=0086.140-0095.460 | 500
P=1102 | X=0505.390-0522.030 | Y=0086.140-0095.460 | 370
P=1102 | X=0121.490-0139.260 | Y=0091.900-0101.220 | Ray
P=1102 | X=0121.490-0398.300 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 -
P=1102 | X=0121.490-0396.200 | Y=0119.330-0130.570 | 7 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765B có
P=1102 | X=0121.490-0315.130 | Y=0130.850-0142.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=1102 | X=0097.250-0113.890 | Y=0138.730-0148.050 | 121
P=1102 | X=0446.330-0462.970 | Y=0138.730-0148.050 | 350
P=1102 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 230
P=1102 | X=0121.490-0352.570 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1102 | X=0121.490-0398.680 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1102 | X=0121.490-0398.300 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 -
P=1102 | X=0121.490-0396.200 | Y=0194.930-0206.170 | 7 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765B có
P=1102 | X=0121.490-0315.130 | Y=0206.470-0217.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=1102 | X=0097.250-0353.040 | Y=0223.990-0238.310 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1102 | X=0446.330-0462.970 | Y=0228.990-0238.310 | 290
P=1102 | X=0505.390-0522.030 | Y=0228.990-0238.310 | 180
P=1102 | X=0121.490-0374.800 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1102 | X=0121.490-0216.460 | Y=0253.030-0264.270 | >500m đến ≤1.000m.
P=1102 | X=0121.490-0344.660 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1102 | X=0121.490-0398.300 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 -
P=1102 | X=0121.490-0396.200 | Y=0299.860-0311.100 | 7 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765B có
P=1102 | X=0121.490-0315.130 | Y=0311.380-0322.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=1102 | X=0097.250-0113.890 | Y=0325.020-0334.340 | 123
P=1102 | X=0446.330-0462.970 | Y=0325.020-0334.340 | 200
P=1102 | X=0505.390-0522.030 | Y=0325.020-0334.340 | 130
P=1102 | X=0121.490-0362.600 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1102 | X=0121.490-0163.630 | Y=0342.300-0351.620 | >1.000m.
P=1102 | X=0121.490-0345.160 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1102 | X=0121.490-0395.000 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1102 | X=0121.490-0377.740 | Y=0387.000-0398.240 | ra Đường ấp 6 - 7 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1102 | X=0121.490-0377.230 | Y=0398.520-0409.760 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1102 | X=0097.250-0149.490 | Y=0410.040-0421.480 | 124 măng:
P=1102 | X=0446.330-0462.970 | Y=0412.160-0421.480 | 350
P=1102 | X=0505.390-0522.030 | Y=0412.160-0421.480 | 230
P=1102 | X=0121.490-0352.570 | Y=0427.560-0438.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1102 | X=0121.490-0398.680 | Y=0445.080-0456.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1102 | X=0121.490-0395.000 | Y=0462.860-0474.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1102 | X=0121.490-0377.740 | Y=0474.380-0485.620 | ra Đường ấp 6 - 7 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1102 | X=0121.490-0377.230 | Y=0485.900-0497.140 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1102 | X=0121.490-0149.490 | Y=0497.420-0508.660 | măng:
P=1102 | X=0097.250-0353.040 | Y=0513.940-0526.180 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1102 | X=0446.330-0462.970 | Y=0513.940-0523.260 | 290
P=1102 | X=0505.390-0522.030 | Y=0513.940-0523.260 | 180
P=1102 | X=0121.490-0374.800 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1102 | X=0121.490-0216.460 | Y=0543.770-0555.010 | >500m đến ≤1.000m.
P=1102 | X=0121.490-0344.660 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1102 | X=0121.490-0395.000 | Y=0579.050-0590.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1102 | X=0121.490-0377.740 | Y=0590.570-0601.810 | ra Đường ấp 6 - 7 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1102 | X=0121.490-0377.230 | Y=0602.090-0613.330 | Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1102 | X=0121.490-0149.490 | Y=0613.610-0624.850 | măng:
P=1102 | X=0097.250-0113.890 | Y=0621.510-0630.830 | 126
P=1102 | X=0446.330-0462.970 | Y=0621.510-0630.830 | 200
P=1102 | X=0505.390-0522.030 | Y=0621.510-0630.830 | 130
P=1102 | X=0121.490-0362.600 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1102 | X=0121.490-0163.630 | Y=0644.550-0653.870 | >1.000m.
P=1102 | X=0121.490-0345.130 | Y=0660.190-0671.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1102 | X=0312.840-0391.510 | Y=0677.950-0689.190 | Hết ranh thửa đất
P=1102 | X=0121.490-0211.840 | Y=0683.710-0694.950 | Đường liên ấp 1-5-6
P=1102 | X=0224.740-0294.910 | Y=0689.470-0700.710 | Đường tỉnh 764
P=1102 | X=0312.840-0396.710 | Y=0689.470-0700.710 | số 94, tờ BĐĐC số
P=1102 | X=0097.250-0113.890 | Y=0691.350-0700.670 | 127
P=1102 | X=0446.330-0462.970 | Y=0691.350-0700.670 | 470
P=1102 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 330
P=1102 | X=0121.490-0178.840 | Y=0697.110-0706.430 | xã Sông Ray
P=1102 | X=0312.840-0389.940 | Y=0702.660-0711.980 | 15, về bên trái và
P=1103 | X=0312.840-0402.940 | Y=0072.500-0083.740 | hết ranh thửa đất số
P=1103 | X=0312.840-0402.940 | Y=0084.020-0095.260 | 185, tờ BĐĐC số 15
P=1103 | X=0312.840-0381.080 | Y=0097.420-0106.740 | về bên phải, xã
P=1103 | X=0312.840-0356.760 | Y=0108.940-0118.260 | Sông Ray
P=1103 | X=0121.490-0402.220 | Y=0124.850-0136.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp
P=1103 | X=0121.490-0399.100 | Y=0136.370-0147.610 | 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764 đến Hết ranh thửa
P=1103 | X=0121.490-0394.300 | Y=0147.650-0158.890 | đất số 94, tờ BĐĐC số 15, về bên trái và hết ranh thửa đất số
P=1103 | X=0121.490-0400.290 | Y=0159.170-0170.410 | 185, tờ BĐĐC số 15 về bên phải, xã Sông Ray có hiện trạng là
P=1103 | X=0097.250-0113.890 | Y=0167.050-0176.370 | 128
P=1103 | X=0446.330-0462.970 | Y=0167.050-0176.370 | 330
P=1103 | X=0505.390-0522.030 | Y=0167.050-0176.370 | 200
P=1103 | X=0121.490-0257.260 | Y=0170.690-0181.930 | đường nhựa, bê tông xi măng:
P=1103 | X=0121.490-0352.570 | Y=0188.210-0199.450 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1103 | X=0121.490-0398.680 | Y=0205.750-0216.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1103 | X=0121.490-0402.220 | Y=0223.510-0234.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp
P=1103 | X=0121.490-0399.100 | Y=0235.030-0246.270 | 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764 đến Hết ranh thửa
P=1103 | X=0121.490-0394.300 | Y=0246.550-0257.790 | đất số 94, tờ BĐĐC số 15, về bên trái và hết ranh thửa đất số
P=1103 | X=0121.490-0400.290 | Y=0258.070-0269.310 | 185, tờ BĐĐC số 15 về bên phải, xã Sông Ray có hiện trạng là
P=1103 | X=0121.490-0257.260 | Y=0269.590-0280.830 | đường nhựa, bê tông xi măng:
P=1103 | X=0097.250-0113.900 | Y=0280.350-0289.670 | 129
P=1103 | X=0446.330-0462.970 | Y=0280.350-0289.670 | 260
P=1103 | X=0505.390-0522.030 | Y=0280.350-0289.670 | 150
P=1103 | X=0121.490-0353.040 | Y=0287.140-0298.380 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1103 | X=0121.490-0374.800 | Y=0304.660-0315.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1103 | X=0121.490-0216.460 | Y=0315.940-0327.180 | >500m đến ≤1.000m.
P=1103 | X=0121.490-0344.660 | Y=0333.460-0344.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1103 | X=0121.490-0402.220 | Y=0351.220-0362.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp
P=1103 | X=0121.490-0399.100 | Y=0362.740-0373.980 | 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764 đến Hết ranh thửa
P=1103 | X=0121.490-0394.300 | Y=0374.280-0385.520 | đất số 94, tờ BĐĐC số 15, về bên trái và hết ranh thửa đất số
P=1103 | X=0121.490-0400.290 | Y=0385.800-0397.040 | 185, tờ BĐĐC số 15 về bên phải, xã Sông Ray có hiện trạng là
P=1103 | X=0097.250-0257.260 | Y=0397.320-0408.760 | 130 đường nhựa, bê tông xi măng:
P=1103 | X=0446.330-0462.970 | Y=0399.440-0408.760 | 180
P=1103 | X=0505.390-0522.030 | Y=0399.440-0408.760 | 110
P=1103 | X=0121.490-0362.600 | Y=0414.840-0426.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1103 | X=0121.490-0163.630 | Y=0428.240-0437.560 | >1.000m.
P=1103 | X=0121.490-0345.130 | Y=0443.880-0455.120 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1103 | X=0121.490-0395.000 | Y=0461.660-0472.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1103 | X=0121.490-0393.110 | Y=0473.180-0484.420 | ra Đường liên ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764
P=1103 | X=0121.490-0402.300 | Y=0484.460-0495.700 | đến Hết ranh thửa đất số 94, tờ BĐĐC số 15, về bên trái và hết
P=1103 | X=0121.490-0384.440 | Y=0495.980-0507.220 | ranh thửa đất số 185, tờ BĐĐC số 15 về bên phải, xã Sông
P=1103 | X=0097.250-0113.890 | Y=0503.860-0513.180 | 131
P=1103 | X=0446.330-0462.970 | Y=0503.860-0513.180 | 330
P=1103 | X=0505.390-0522.030 | Y=0503.860-0513.180 | 200
P=1103 | X=0121.490-0348.970 | Y=0507.500-0518.740 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0121.490-0352.570 | Y=0525.020-0536.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1103 | X=0121.490-0398.680 | Y=0542.570-0553.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1103 | X=0121.490-0395.000 | Y=0560.330-0571.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1103 | X=0121.490-0393.110 | Y=0571.850-0583.090 | ra Đường liên ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764
P=1103 | X=0121.490-0402.300 | Y=0583.370-0594.610 | đến Hết ranh thửa đất số 94, tờ BĐĐC số 15, về bên trái và hết
P=1103 | X=0121.490-0384.440 | Y=0594.890-0606.130 | ranh thửa đất số 185, tờ BĐĐC số 15 về bên phải, xã Sông
P=1103 | X=0121.490-0348.990 | Y=0606.410-0617.650 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1103 | X=0097.250-0113.890 | Y=0617.170-0626.490 | 132
P=1103 | X=0446.330-0462.970 | Y=0617.170-0626.490 | 260
P=1103 | X=0505.390-0522.030 | Y=0617.170-0626.490 | 150
P=1103 | X=0121.490-0353.040 | Y=0623.950-0635.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1103 | X=0121.490-0374.800 | Y=0641.470-0652.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1103 | X=0121.490-0216.460 | Y=0652.750-0663.990 | >500m đến ≤1.000m.
P=1103 | X=0121.490-0344.660 | Y=0670.270-0681.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1103 | X=0121.490-0395.000 | Y=0688.030-0699.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1103 | X=0097.250-0113.890 | Y=0695.670-0704.990 | 133
P=1103 | X=0446.330-0462.970 | Y=0695.670-0704.990 | 180
P=1103 | X=0505.390-0522.030 | Y=0695.670-0704.990 | 110
P=1103 | X=0121.490-0393.110 | Y=0699.550-0710.790 | ra Đường liên ấp 1-5-6 xã Sông Ray đoạn từ Đường tỉnh 764
P=1104 | X=0121.490-0402.300 | Y=0072.500-0083.740 | đến Hết ranh thửa đất số 94, tờ BĐĐC số 15, về bên trái và hết
P=1104 | X=0121.490-0384.440 | Y=0084.020-0095.260 | ranh thửa đất số 185, tờ BĐĐC số 15 về bên phải, xã Sông
P=1104 | X=0121.490-0348.970 | Y=0095.540-0106.780 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0121.490-0362.600 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1104 | X=0121.490-0163.630 | Y=0126.490-0135.810 | >1.000m.
P=1104 | X=0121.490-0345.130 | Y=0142.130-0153.370 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1104 | X=0121.490-0203.920 | Y=0159.650-0170.890 | Đường ấp 9-ấp 10
P=1104 | X=0224.740-0294.910 | Y=0165.410-0176.650 | Đường tỉnh 764
P=1104 | X=0312.840-0383.010 | Y=0165.410-0176.650 | Đường tỉnh 765
P=1104 | X=0097.250-0113.890 | Y=0167.290-0176.610 | 134
P=1104 | X=0446.330-0462.970 | Y=0167.290-0176.610 | 500
P=1104 | X=0505.390-0522.030 | Y=0167.290-0176.610 | 370
P=1104 | X=0121.490-0165.410 | Y=0173.050-0182.370 | Sông Ray
P=1104 | X=0121.490-0395.420 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9-
P=1104 | X=0121.490-0395.510 | Y=0200.470-0211.710 | ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765
P=1104 | X=0121.490-0328.340 | Y=0211.990-0223.230 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0097.250-0113.890 | Y=0219.870-0229.190 | 135
P=1104 | X=0446.330-0462.970 | Y=0219.870-0229.190 | 350
P=1104 | X=0505.390-0522.030 | Y=0219.870-0229.190 | 230
P=1104 | X=0121.490-0352.570 | Y=0229.510-0240.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1104 | X=0121.490-0398.680 | Y=0247.030-0258.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1104 | X=0121.490-0395.420 | Y=0264.790-0276.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9-
P=1104 | X=0121.490-0395.510 | Y=0276.310-0287.550 | ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765
P=1104 | X=0121.490-0328.340 | Y=0287.860-0299.100 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0097.250-0353.040 | Y=0305.380-0319.460 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1104 | X=0446.330-0462.970 | Y=0310.140-0319.460 | 290
P=1104 | X=0505.390-0522.030 | Y=0310.140-0319.460 | 180
P=1104 | X=0121.490-0374.800 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1104 | X=0121.490-0216.460 | Y=0334.420-0345.660 | >500m đến ≤1.000m.
P=1104 | X=0121.490-0344.680 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1104 | X=0121.490-0395.420 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 9-
P=1104 | X=0121.490-0395.510 | Y=0381.000-0392.240 | ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến Đường tỉnh 765
P=1104 | X=0121.490-0328.340 | Y=0392.520-0403.760 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0097.250-0113.890 | Y=0406.160-0415.480 | 137
P=1104 | X=0446.330-0462.970 | Y=0406.160-0415.480 | 200
P=1104 | X=0505.390-0522.030 | Y=0406.160-0415.480 | 130
P=1104 | X=0121.490-0362.600 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1104 | X=0121.490-0163.630 | Y=0423.440-0432.760 | >1.000m.
P=1104 | X=0121.490-0345.130 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1104 | X=0121.490-0395.000 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1104 | X=0121.490-0391.660 | Y=0468.380-0479.620 | ra Đường ấp 9-ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1104 | X=0121.490-0401.070 | Y=0479.900-0491.140 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0097.250-0113.890 | Y=0487.780-0497.100 | 138
P=1104 | X=0446.330-0462.970 | Y=0487.780-0497.100 | 350
P=1104 | X=0505.390-0522.030 | Y=0487.780-0497.100 | 230
P=1104 | X=0121.490-0352.600 | Y=0497.420-0508.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1104 | X=0121.490-0398.680 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1104 | X=0121.490-0395.000 | Y=0532.490-0543.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1104 | X=0121.490-0391.660 | Y=0544.010-0555.250 | ra Đường ấp 9-ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1104 | X=0121.490-0401.100 | Y=0555.530-0566.770 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0097.250-0353.040 | Y=0573.050-0587.370 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1104 | X=0446.330-0462.970 | Y=0578.050-0587.370 | 290
P=1104 | X=0505.390-0522.030 | Y=0578.050-0587.370 | 180
P=1104 | X=0121.490-0374.800 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1104 | X=0121.490-0216.460 | Y=0602.090-0613.330 | >500m đến ≤1.000m.
P=1104 | X=0121.490-0344.660 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1104 | X=0121.490-0395.000 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1104 | X=0121.490-0391.660 | Y=0648.910-0660.150 | ra Đường ấp 9-ấp 10 Sông Ray đoạn từ Đường tỉnh 764 đến
P=1104 | X=0121.490-0401.070 | Y=0660.430-0671.670 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi măng:
P=1104 | X=0097.250-0113.890 | Y=0674.070-0683.390 | 140
P=1104 | X=0446.330-0462.970 | Y=0674.070-0683.390 | 200
P=1104 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 130
P=1104 | X=0121.490-0362.600 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1104 | X=0121.490-0163.630 | Y=0691.350-0700.670 | >1.000m.
P=1104 | X=0121.490-0345.130 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1105 | X=0312.840-0391.510 | Y=0078.500-0089.740 | Hết ranh thửa đất
P=1105 | X=0312.840-0402.230 | Y=0090.020-0101.260 | số 297, tờ BĐĐC số
P=1105 | X=0312.840-0403.740 | Y=0103.420-0112.740 | 89 về bên trái và hết
P=1105 | X=0121.490-0201.990 | Y=0107.300-0118.540 | Đường tỉnh 765 đi
P=1105 | X=0224.740-0294.910 | Y=0113.060-0124.300 | Đường tỉnh 765
P=1105 | X=0312.840-0386.380 | Y=0113.060-0124.300 | ranh thửa đất số
P=1105 | X=0097.250-0113.890 | Y=0114.940-0124.260 | 141
P=1105 | X=0446.330-0462.970 | Y=0114.940-0124.260 | 500
P=1105 | X=0505.390-0522.030 | Y=0114.940-0124.260 | 370
P=1105 | X=0121.490-0181.030 | Y=0120.730-0130.050 | Làng Dân tộc
P=1105 | X=0312.840-0402.940 | Y=0124.610-0135.850 | 117, tờ BĐĐC số 89
P=1105 | X=0312.840-0381.080 | Y=0138.010-0147.330 | về bên phải, xã
P=1105 | X=0312.840-0356.760 | Y=0149.290-0158.610 | Sông Ray
P=1105 | X=0121.490-0389.030 | Y=0165.170-0176.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1105 | X=0121.490-0381.590 | Y=0176.690-0187.930 | 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765 đến Hết ranh
P=1105 | X=0121.490-0390.700 | Y=0188.210-0199.450 | thửa đất số 297, tờ BĐĐC số 89 về bên trái và hết ranh thửa
P=1105 | X=0121.490-0394.060 | Y=0199.750-0210.990 | đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông Ray có hiện
P=1105 | X=0097.250-0113.890 | Y=0207.630-0216.950 | 142
P=1105 | X=0446.330-0462.970 | Y=0207.630-0216.950 | 350
P=1105 | X=0505.390-0522.030 | Y=0207.630-0216.950 | 230
P=1105 | X=0121.490-0293.270 | Y=0211.270-0222.510 | trạng là đường nhựa, bê tông xi măng:
P=1105 | X=0121.490-0352.570 | Y=0228.790-0240.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1105 | X=0121.490-0398.680 | Y=0246.310-0257.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1105 | X=0121.490-0389.030 | Y=0264.070-0275.310 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1105 | X=0121.490-0381.590 | Y=0275.590-0286.830 | 765 đi Làng Dân tộc đoạn từ Đường tỉnh 765 đến Hết ranh
P=1105 | X=0121.490-0390.700 | Y=0287.140-0298.380 | thửa đất số 297, tờ BĐĐC số 89 về bên trái và hết ranh thửa
P=1105 | X=0121.490-0394.060 | Y=0298.660-0309.900 | đất số 117, tờ BĐĐC số 89 về bên phải, xã Sông Ray có hiện
P=1105 | X=0121.490-0293.270 | Y=0309.940-0321.180 | trạng là đường nhựa, bê tông xi măng:
P=1105 | X=0097.250-0113.890 | Y=0320.940-0330.260 | 143
P=1105 | X=0446.330-0462.970 | Y=0320.940-0330.260 | 290
P=1105 | X=0505.390-0522.030 | Y=0320.940-0330.260 | 180
P=1105 | X=0121.490-0353.040 | Y=0327.460-0338.700 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
