TABLE=004 | AREA=Phường Long Bình | SECTION=agricultural | SEGMENTS=1
P=0154 | X=0117.410-0402.700 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0154 | X=0117.410-0399.820 | Y=0351.700-0362.940 | Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số
P=0154 | X=0117.410-0391.470 | Y=0363.220-0374.460 | 86, tờ BĐĐC số 76 về bên phải và hết ranh thửa đất số 17, tờ
P=0154 | X=0117.410-0377.730 | Y=0374.760-0386.000 | BĐĐC số 6 về bên trái, phường Long Bình có hiện trạng là
P=0154 | X=0117.410-0253.180 | Y=0386.280-0397.520 | đường nhựa, bê tông xi măng:
P=0154 | X=0095.060-0111.700 | Y=0397.280-0406.600 | 111
P=0154 | X=0449.210-0465.850 | Y=0397.280-0406.600 | 860
P=0154 | X=0505.390-0522.030 | Y=0397.280-0406.600 | 570
P=0154 | X=0117.410-0340.600 | Y=0403.800-0415.040 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0154 | X=0117.410-0404.300 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0154 | X=0117.410-0170.370 | Y=0432.840-0444.080 | đến ≤600m.
P=0154 | X=0117.410-0340.580 | Y=0450.380-0461.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0154 | X=0117.410-0402.670 | Y=0468.140-0479.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0154 | X=0117.410-0399.820 | Y=0479.660-0490.900 | Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số
P=0154 | X=0117.410-0391.470 | Y=0491.180-0502.420 | 86, tờ BĐĐC số 76 về bên phải và hết ranh thửa đất số 17, tờ
P=0154 | X=0117.410-0377.730 | Y=0502.460-0513.700 | BĐĐC số 6 về bên trái, phường Long Bình có hiện trạng là
P=0154 | X=0095.060-0111.700 | Y=0510.340-0519.660 | 112
P=0154 | X=0449.210-0465.850 | Y=0510.340-0519.660 | 670
P=0154 | X=0505.390-0522.030 | Y=0510.340-0519.660 | 450
P=0154 | X=0117.410-0253.180 | Y=0513.980-0525.220 | đường nhựa, bê tông xi măng:
P=0154 | X=0117.410-0394.840 | Y=0531.500-0542.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0154 | X=0117.410-0343.700 | Y=0549.050-0560.290 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0154 | X=0316.920-0408.030 | Y=0566.810-0578.050 | Đường liên khu 3, 4,
P=0154 | X=0095.060-0189.740 | Y=0578.330-0589.570 | 113 Đường Yết Kiêu
P=0154 | X=0316.920-0389.260 | Y=0578.330-0589.570 | 5 (phường Long
P=0154 | X=0227.860-0284.090 | Y=0580.210-0589.530 | Xa lộ Hà Nội
P=0154 | X=0441.050-0466.100 | Y=0580.210-0589.530 | 1.500
P=0154 | X=0505.390-0522.030 | Y=0580.210-0589.530 | 970
P=0154 | X=0316.920-0340.910 | Y=0591.730-0601.050 | Bình)
P=0154 | X=0117.410-0406.530 | Y=0607.610-0618.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết Kiêu
P=0154 | X=0117.410-0399.120 | Y=0619.150-0630.390 | đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5 (phường Long
P=0154 | X=0117.410-0350.890 | Y=0630.670-0641.910 | Bình) có hiện trạng là đường nhựa, bê tông xi măng:
P=0154 | X=0095.060-0111.700 | Y=0638.550-0647.870 | 114
P=0154 | X=0441.050-0466.100 | Y=0638.550-0647.870 | 1.030
P=0154 | X=0505.390-0522.030 | Y=0638.550-0647.870 | 680
P=0154 | X=0117.410-0340.320 | Y=0648.190-0659.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0154 | X=0117.410-0394.600 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0154 | X=0117.410-0406.530 | Y=0683.470-0694.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết Kiêu
P=0154 | X=0095.060-0399.100 | Y=0694.750-0705.990 | 115 đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5 (phường Long
P=0154 | X=0449.210-0465.850 | Y=0696.630-0705.950 | 860
P=0154 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 570
P=0154 | X=0117.410-0350.890 | Y=0706.290-0717.530 | Bình) có hiện trạng là đường nhựa, bê tông xi măng:
P=0155 | X=0117.410-0340.580 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0155 | X=0117.410-0404.300 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0155 | X=0117.410-0170.370 | Y=0107.540-0118.780 | đến ≤600m.
P=0155 | X=0117.410-0340.580 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0155 | X=0117.410-0406.530 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết Kiêu
P=0155 | X=0117.410-0399.120 | Y=0154.370-0165.610 | đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5 (phường Long
P=0155 | X=0117.410-0350.890 | Y=0165.650-0176.890 | Bình) có hiện trạng là đường nhựa, bê tông xi măng:
P=0155 | X=0095.060-0111.700 | Y=0173.530-0182.850 | 116
P=0155 | X=0449.210-0465.850 | Y=0173.530-0182.850 | 670
P=0155 | X=0505.390-0522.030 | Y=0173.530-0182.850 | 450
P=0155 | X=0117.410-0394.840 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0155 | X=0117.410-0341.080 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0155 | X=0117.410-0402.670 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0155 | X=0117.410-0407.700 | Y=0229.990-0241.230 | Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0155 | X=0117.410-0386.840 | Y=0241.510-0252.750 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0155 | X=0095.060-0145.410 | Y=0253.030-0264.470 | 117 măng:
P=0155 | X=0441.050-0466.100 | Y=0255.150-0264.470 | 1.030
P=0155 | X=0505.390-0522.030 | Y=0255.150-0264.470 | 680
P=0155 | X=0117.410-0340.320 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0155 | X=0117.410-0394.600 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0155 | X=0117.410-0402.670 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0155 | X=0117.410-0407.700 | Y=0317.380-0328.620 | Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0155 | X=0117.410-0386.840 | Y=0328.900-0340.140 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0155 | X=0117.410-0145.410 | Y=0340.420-0351.660 | măng:
P=0155 | X=0095.060-0340.580 | Y=0356.940-0368.940 | 118 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0155 | X=0449.210-0465.850 | Y=0356.940-0366.260 | 860
P=0155 | X=0505.390-0522.030 | Y=0356.940-0366.260 | 570
P=0155 | X=0117.410-0404.300 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0155 | X=0117.410-0170.370 | Y=0386.760-0398.000 | đến ≤600m.
P=0155 | X=0117.410-0340.580 | Y=0404.280-0415.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0155 | X=0117.410-0402.670 | Y=0422.040-0433.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0155 | X=0117.410-0407.700 | Y=0433.560-0444.800 | Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0155 | X=0117.410-0386.840 | Y=0445.080-0456.320 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0155 | X=0095.060-0145.410 | Y=0456.620-0468.060 | 119 măng:
P=0155 | X=0449.210-0465.850 | Y=0458.740-0468.060 | 670
P=0155 | X=0505.390-0522.030 | Y=0458.740-0468.060 | 450
P=0155 | X=0117.410-0394.840 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0155 | X=0117.410-0343.700 | Y=0491.660-0502.900 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0155 | X=0316.920-0408.030 | Y=0509.420-0520.660 | Đường liên khu 3, 4,
P=0155 | X=0095.060-0284.090 | Y=0520.940-0532.180 | 120 Đường Lê Nguyên Đạt Xa lộ Hà Nội
P=0155 | X=0316.920-0389.260 | Y=0520.940-0532.180 | 5 (phường Long
P=0155 | X=0441.050-0466.100 | Y=0522.820-0532.140 | 1.500
P=0155 | X=0505.390-0522.030 | Y=0522.820-0532.140 | 970
P=0155 | X=0316.920-0340.910 | Y=0534.100-0543.420 | Bình)
P=0155 | X=0117.410-0379.670 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0155 | X=0117.410-0388.500 | Y=0561.530-0572.770 | Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0155 | X=0117.410-0386.840 | Y=0573.050-0584.290 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0155 | X=0095.060-0145.410 | Y=0584.570-0596.010 | 121 măng:
P=0155 | X=0441.050-0466.100 | Y=0586.690-0596.010 | 1.030
P=0155 | X=0505.390-0522.030 | Y=0586.690-0596.010 | 680
P=0155 | X=0117.410-0340.320 | Y=0602.090-0613.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0155 | X=0117.410-0394.600 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0155 | X=0117.410-0379.670 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0155 | X=0117.410-0388.500 | Y=0648.910-0660.150 | Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0155 | X=0117.410-0386.840 | Y=0660.430-0671.670 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0155 | X=0095.060-0145.410 | Y=0670.950-0683.190 | 122 măng:
P=0155 | X=0449.210-0465.850 | Y=0670.950-0680.270 | 860
P=0155 | X=0505.390-0522.030 | Y=0670.950-0680.270 | 570
P=0155 | X=0117.410-0340.580 | Y=0683.470-0694.710 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0155 | X=0117.410-0404.300 | Y=0700.770-0712.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0156 | X=0117.410-0170.370 | Y=0072.500-0083.740 | đến ≤600m.
P=0156 | X=0117.410-0340.580 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0156 | X=0117.410-0379.670 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0156 | X=0117.410-0388.500 | Y=0119.330-0130.570 | Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu 3, 4, 5
P=0156 | X=0117.410-0386.840 | Y=0130.850-0142.090 | (phường Long Bình) có hiện trạng là đường nhựa, bê tông xi
P=0156 | X=0095.060-0145.410 | Y=0142.370-0153.810 | 123 măng:
P=0156 | X=0449.210-0465.850 | Y=0144.490-0153.810 | 670
P=0156 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 450
P=0156 | X=0117.410-0394.840 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0156 | X=0117.410-0341.050 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0156 | X=0117.410-0402.670 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0156 | X=0117.410-0406.060 | Y=0206.470-0217.710 | Đường Lê Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu
P=0156 | X=0117.410-0407.730 | Y=0217.990-0229.230 | 3, 4, 5 (phường Long Bình) có hiện trạng là đường nhựa, bê tông
P=0156 | X=0095.060-0155.240 | Y=0229.510-0240.950 | 124 xi măng:
P=0156 | X=0441.050-0466.100 | Y=0231.630-0240.950 | 1.030
P=0156 | X=0505.390-0522.030 | Y=0231.630-0240.950 | 680
P=0156 | X=0117.410-0340.320 | Y=0247.030-0258.270 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0156 | X=0117.410-0394.600 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0156 | X=0117.410-0402.670 | Y=0282.340-0293.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0156 | X=0117.410-0406.060 | Y=0293.860-0305.100 | Đường Lê Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu
P=0156 | X=0117.410-0407.730 | Y=0305.380-0316.620 | 3, 4, 5 (phường Long Bình) có hiện trạng là đường nhựa, bê tông
P=0156 | X=0117.410-0155.250 | Y=0316.900-0328.140 | xi măng:
P=0156 | X=0095.060-0340.580 | Y=0333.420-0345.660 | 125 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0156 | X=0449.210-0465.850 | Y=0333.420-0342.740 | 860
P=0156 | X=0505.390-0522.030 | Y=0333.420-0342.740 | 570
P=0156 | X=0117.410-0404.300 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0156 | X=0117.410-0170.370 | Y=0363.220-0374.460 | đến ≤600m.
P=0156 | X=0117.410-0340.580 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0156 | X=0117.410-0402.670 | Y=0398.520-0409.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0156 | X=0117.410-0406.060 | Y=0410.040-0421.280 | Đường Lê Nguyên Đạt đoạn từ Xa lộ Hà Nội đến Đường liên khu
P=0156 | X=0117.410-0407.730 | Y=0421.560-0432.800 | 3, 4, 5 (phường Long Bình) có hiện trạng là đường nhựa, bê tông
P=0156 | X=0095.060-0155.240 | Y=0433.080-0444.520 | 126 xi măng:
P=0156 | X=0449.210-0465.850 | Y=0435.200-0444.520 | 670
P=0156 | X=0505.390-0522.030 | Y=0435.200-0444.520 | 450
P=0156 | X=0117.410-0394.840 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0156 | X=0117.410-0343.700 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0156 | X=0227.860-0310.750 | Y=0485.900-0497.140 | Đường Lê Nguyên
P=0156 | X=0227.860-0310.250 | Y=0497.420-0508.660 | Đạt Chạm tới ranh
P=0156 | X=0227.860-0409.430 | Y=0508.940-0520.180 | thửa đất số 34, tờ Hết thửa 12 tờ 90 về
P=0156 | X=0095.060-0217.090 | Y=0514.460-0525.700 | 127 Đường liên khu 3, 4, 5
P=0156 | X=0441.050-0466.100 | Y=0516.340-0525.660 | 1.500
P=0156 | X=0505.390-0522.030 | Y=0516.340-0525.660 | 970
P=0156 | X=0227.860-0288.900 | Y=0520.220-0531.460 | BĐĐC số 108
P=0156 | X=0316.920-0355.150 | Y=0522.100-0531.420 | bên phải
P=0156 | X=0227.860-0291.800 | Y=0531.740-0542.980 | (phường Long
P=0156 | X=0227.860-0251.850 | Y=0545.170-0554.490 | Bình)
P=0156 | X=0117.410-0403.180 | Y=0561.050-0572.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên khu
P=0156 | X=0117.410-0406.300 | Y=0572.570-0583.810 | 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới ranh thửa đất số
P=0156 | X=0117.410-0401.980 | Y=0584.090-0595.330 | 34, tờ BĐĐC số 108 (phường Long Bình) đến Hết thửa 12 tờ 90
P=0156 | X=0095.060-0378.530 | Y=0595.610-0607.050 | 128 về bên phải có hiện trạng là đường nhựa, bê tông xi măng:
P=0156 | X=0441.050-0466.100 | Y=0597.730-0607.050 | 1.030
P=0156 | X=0505.390-0522.030 | Y=0597.730-0607.050 | 680
P=0156 | X=0117.410-0340.320 | Y=0613.130-0624.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0156 | X=0117.410-0394.600 | Y=0630.670-0641.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0156 | X=0117.410-0403.180 | Y=0648.430-0659.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên khu
P=0156 | X=0117.410-0406.300 | Y=0659.950-0671.190 | 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới ranh thửa đất số
P=0156 | X=0095.060-0401.980 | Y=0671.470-0685.550 | 129 34, tờ BĐĐC số 108 (phường Long Bình) đến Hết thửa 12 tờ 90
P=0156 | X=0449.210-0465.850 | Y=0676.230-0685.550 | 860
P=0156 | X=0505.390-0522.030 | Y=0676.230-0685.550 | 570
P=0156 | X=0117.410-0378.530 | Y=0682.750-0693.990 | về bên phải có hiện trạng là đường nhựa, bê tông xi măng:
P=0156 | X=0117.410-0340.580 | Y=0700.290-0711.530 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0157 | X=0117.410-0404.300 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0157 | X=0117.410-0170.370 | Y=0090.020-0101.260 | đến ≤600m.
P=0157 | X=0117.410-0340.580 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0157 | X=0117.410-0403.180 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên khu
P=0157 | X=0117.410-0406.300 | Y=0136.850-0148.090 | 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới ranh thửa đất số
P=0157 | X=0117.410-0401.980 | Y=0148.370-0159.610 | 34, tờ BĐĐC số 108 (phường Long Bình) đến Hết thửa 12 tờ 90
P=0157 | X=0095.060-0378.530 | Y=0159.650-0171.330 | 130 về bên phải có hiện trạng là đường nhựa, bê tông xi măng:
P=0157 | X=0449.210-0465.850 | Y=0162.010-0171.330 | 670
P=0157 | X=0505.390-0522.030 | Y=0162.010-0171.330 | 450
P=0157 | X=0117.410-0394.840 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0157 | X=0117.410-0341.050 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0157 | X=0117.410-0402.670 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0157 | X=0117.410-0401.980 | Y=0223.990-0235.230 | Đường liên khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới
P=0157 | X=0117.410-0396.460 | Y=0235.510-0246.750 | ranh thửa đất số 34, tờ BĐĐC số 108 (phường Long Bình) đến
P=0157 | X=0117.410-0397.660 | Y=0247.030-0258.270 | Hết thửa 12 tờ 90 về bên phải có hiện trạng là đường nhựa, bê
P=0157 | X=0095.060-0111.700 | Y=0254.910-0264.230 | 131
P=0157 | X=0441.050-0466.100 | Y=0254.910-0264.230 | 1.030
P=0157 | X=0505.390-0522.030 | Y=0254.910-0264.230 | 680
P=0157 | X=0117.410-0177.570 | Y=0258.550-0269.790 | tông xi măng:
P=0157 | X=0117.410-0340.320 | Y=0276.070-0287.310 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0157 | X=0117.410-0394.600 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0157 | X=0117.410-0402.670 | Y=0311.380-0322.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0157 | X=0117.410-0401.980 | Y=0322.900-0334.140 | Đường liên khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới
P=0157 | X=0117.410-0396.460 | Y=0334.420-0345.660 | ranh thửa đất số 34, tờ BĐĐC số 108 (phường Long Bình) đến
P=0157 | X=0117.410-0397.660 | Y=0345.700-0356.940 | Hết thửa 12 tờ 90 về bên phải có hiện trạng là đường nhựa, bê
P=0157 | X=0117.410-0177.570 | Y=0357.220-0368.460 | tông xi măng:
P=0157 | X=0095.060-0111.700 | Y=0368.240-0377.560 | 132
P=0157 | X=0449.210-0465.850 | Y=0368.240-0377.560 | 860
P=0157 | X=0505.390-0522.030 | Y=0368.240-0377.560 | 570
P=0157 | X=0117.410-0340.580 | Y=0374.760-0386.000 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0157 | X=0117.410-0404.300 | Y=0392.280-0403.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0157 | X=0117.410-0170.370 | Y=0403.800-0415.040 | đến ≤600m.
P=0157 | X=0117.410-0340.580 | Y=0421.320-0432.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0157 | X=0117.410-0402.670 | Y=0439.080-0450.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0157 | X=0117.410-0401.980 | Y=0450.620-0461.860 | Đường liên khu 3, 4, 5 đoạn từ Đường Lê Nguyên Đạt Chạm tới
P=0157 | X=0117.410-0396.460 | Y=0462.140-0473.380 | ranh thửa đất số 34, tờ BĐĐC số 108 (phường Long Bình) đến
P=0157 | X=0117.410-0397.660 | Y=0473.660-0484.900 | Hết thửa 12 tờ 90 về bên phải có hiện trạng là đường nhựa, bê
P=0157 | X=0095.060-0111.700 | Y=0481.540-0490.860 | 133
P=0157 | X=0449.210-0465.850 | Y=0481.540-0490.860 | 670
P=0157 | X=0505.390-0522.030 | Y=0481.540-0490.860 | 450
P=0157 | X=0117.410-0177.570 | Y=0485.180-0496.420 | tông xi măng:
P=0157 | X=0117.410-0394.840 | Y=0502.460-0513.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0157 | X=0117.410-0343.700 | Y=0519.980-0531.220 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0157 | X=0316.920-0398.860 | Y=0539.650-0548.970 | Bên phải, hết ranh
P=0157 | X=0316.920-0402.040 | Y=0549.290-0560.530 | thửa đất số 178, tờ
P=0157 | X=0227.860-0297.520 | Y=0560.810-0572.050 | Đường Bùi Văn
P=0157 | X=0316.920-0401.500 | Y=0560.810-0572.050 | BĐĐC số 134; Bên
P=0157 | X=0095.060-0300.920 | Y=0572.330-0583.570 | 134 Đường Hoàng Tam Kỳ Hòa (Quốc lộ 15
P=0157 | X=0316.920-0396.700 | Y=0574.210-0583.530 | trái, hết ranh thửa
P=0157 | X=0441.050-0466.100 | Y=0574.210-0583.530 | 1.500
P=0157 | X=0505.390-0522.030 | Y=0574.210-0583.530 | 970
P=0157 | X=0316.920-0404.380 | Y=0583.850-0595.090 | đất số 78, tờ BĐĐC
P=0157 | X=0227.860-0260.950 | Y=0585.730-0595.050 | nối dài)
P=0157 | X=0316.920-0388.540 | Y=0595.370-0606.610 | số 134 (phường
P=0157 | X=0316.920-0368.680 | Y=0608.770-0618.090 | Long Bình).
P=0157 | X=0117.410-0397.910 | Y=0624.670-0635.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0157 | X=0117.410-0392.140 | Y=0636.190-0647.430 | Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đến
P=0157 | X=0117.410-0393.630 | Y=0647.710-0658.950 | Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134; Bên trái,
P=0157 | X=0117.410-0396.520 | Y=0659.230-0670.470 | hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường Long Bình).
P=0157 | X=0095.060-0111.700 | Y=0667.110-0676.430 | 135
P=0157 | X=0441.050-0466.100 | Y=0667.110-0676.430 | 1.030
P=0157 | X=0505.390-0522.030 | Y=0667.110-0676.430 | 680
P=0157 | X=0117.410-0324.260 | Y=0670.510-0681.750 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0157 | X=0117.410-0340.320 | Y=0688.030-0699.270 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0157 | X=0117.410-0394.600 | Y=0705.570-0716.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0158 | X=0117.410-0397.910 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0158 | X=0117.410-0392.140 | Y=0090.020-0101.260 | Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đến
P=0158 | X=0117.410-0393.630 | Y=0101.540-0112.780 | Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134; Bên trái,
P=0158 | X=0117.410-0396.520 | Y=0113.060-0124.300 | hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường Long Bình).
P=0158 | X=0117.410-0324.260 | Y=0124.610-0135.850 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0095.060-0111.700 | Y=0135.370-0144.690 | 136
P=0158 | X=0449.210-0465.850 | Y=0135.370-0144.690 | 860
P=0158 | X=0505.390-0522.030 | Y=0135.370-0144.690 | 570
P=0158 | X=0117.410-0340.580 | Y=0142.130-0153.370 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0158 | X=0117.410-0404.300 | Y=0159.410-0170.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0158 | X=0117.410-0170.370 | Y=0170.930-0182.170 | đến ≤600m.
P=0158 | X=0117.410-0340.580 | Y=0188.450-0199.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0158 | X=0117.410-0397.910 | Y=0206.230-0217.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0158 | X=0117.410-0392.140 | Y=0217.750-0228.990 | Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đến
P=0158 | X=0117.410-0393.630 | Y=0229.270-0240.510 | Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134; Bên trái,
P=0158 | X=0117.410-0396.520 | Y=0240.790-0252.030 | hết ranh thửa đất số 78, tờ BĐĐC số 134 (phường Long Bình).
P=0158 | X=0095.060-0111.700 | Y=0248.670-0257.990 | 137
P=0158 | X=0449.210-0465.850 | Y=0248.670-0257.990 | 670
P=0158 | X=0505.390-0522.030 | Y=0248.670-0257.990 | 450
P=0158 | X=0117.410-0324.260 | Y=0252.310-0263.550 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0117.410-0394.840 | Y=0269.830-0281.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0158 | X=0117.410-0341.050 | Y=0287.380-0298.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0158 | X=0117.410-0402.670 | Y=0305.140-0316.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0158 | X=0117.410-0403.900 | Y=0316.660-0327.900 | Đường Hoàng Tam Kỳ đoạn từ Đường Bùi Văn Hòa (Quốc lộ 15
P=0158 | X=0117.410-0408.550 | Y=0327.940-0339.180 | nối dài) đến Bên phải, hết ranh thửa đất số 178, tờ BĐĐC số 134;
