TABLE=012 | AREA=Xã Bình An | SECTION=agricultural | SEGMENTS=1
P=0413 | X=0115.970-0401.780 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0413 | X=0115.970-0339.610 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0413 | X=0115.970-0401.230 | Y=0579.050-0590.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0413 | X=0115.970-0391.170 | Y=0590.570-0601.810 | Đường Lê Quang Định đoạn từ Cầu Suối Phèn đến Giáp ranh
P=0413 | X=0115.970-0414.550 | Y=0602.090-0613.330 | đường Cao tốc Biên Hòa – Vũng Tàu có hiện trạng là đường nhựa,
P=0413 | X=0094.340-0190.050 | Y=0613.610-0625.050 | 124 bê tông xi măng:
P=0413 | X=0454.970-0471.610 | Y=0615.730-0625.050 | 480
P=0413 | X=0505.390-0522.030 | Y=0615.730-0625.050 | 480
P=0413 | X=0115.970-0347.050 | Y=0631.150-0642.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0413 | X=0115.970-0393.160 | Y=0648.670-0659.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0413 | X=0115.970-0401.230 | Y=0666.430-0677.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0413 | X=0115.970-0391.190 | Y=0677.950-0689.190 | Đường Lê Quang Định đoạn từ Cầu Suối Phèn đến Giáp ranh
P=0413 | X=0094.340-0110.980 | Y=0685.590-0694.910 | 125
P=0413 | X=0454.970-0471.610 | Y=0685.590-0694.910 | 370
P=0413 | X=0505.390-0522.030 | Y=0685.590-0694.910 | 330
P=0413 | X=0115.970-0414.550 | Y=0689.470-0700.710 | đường Cao tốc Biên Hòa – Vũng Tàu có hiện trạng là đường nhựa,
P=0413 | X=0115.970-0190.050 | Y=0700.770-0712.010 | bê tông xi măng:
P=0414 | X=0115.970-0347.520 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0414 | X=0115.970-0402.860 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0414 | X=0115.970-0177.090 | Y=0107.540-0118.780 | đến ≤1.000m.
P=0414 | X=0115.970-0339.140 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0414 | X=0115.970-0401.230 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0414 | X=0115.970-0391.170 | Y=0154.370-0165.610 | Đường Lê Quang Định đoạn từ Cầu Suối Phèn đến Giáp ranh
P=0414 | X=0115.970-0414.550 | Y=0165.650-0176.890 | đường Cao tốc Biên Hòa – Vũng Tàu có hiện trạng là đường nhựa,
P=0414 | X=0094.340-0190.050 | Y=0177.170-0188.610 | 126 bê tông xi măng:
P=0414 | X=0454.970-0471.610 | Y=0179.290-0188.610 | 250
P=0414 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 250
P=0414 | X=0115.970-0398.940 | Y=0194.690-0205.930 | -Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0414 | X=0115.970-0339.640 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0414 | X=0215.110-0404.600 | Y=0231.870-0241.190 | Nhà máy mủ cao su Long Giáp ranh xã An
P=0414 | X=0094.340-0180.620 | Y=0235.750-0246.990 | 127 Đường khu 14
P=0414 | X=0454.970-0471.610 | Y=0237.630-0246.950 | 730
P=0414 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 600
P=0414 | X=0332.040-0362.780 | Y=0241.510-0252.750 | Phước
P=0414 | X=0215.110-0243.520 | Y=0243.390-0252.710 | Thành
P=0414 | X=0115.970-0397.170 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường khu 14
P=0414 | X=0115.970-0393.080 | Y=0270.790-0282.030 | đoạn từ Nhà máy mủ cao su Long Thành đến Giáp ranh xã An
P=0414 | X=0115.970-0356.170 | Y=0282.340-0293.580 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0414 | X=0094.340-0110.980 | Y=0290.220-0299.540 | 128
P=0414 | X=0454.970-0471.610 | Y=0290.220-0299.540 | 500
P=0414 | X=0505.390-0522.030 | Y=0290.220-0299.540 | 430
P=0414 | X=0115.970-0347.050 | Y=0299.860-0311.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0414 | X=0115.970-0390.120 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m
P=0414 | X=0115.970-0397.170 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường khu 14
P=0414 | X=0115.970-0393.060 | Y=0346.660-0357.900 | đoạn từ Nhà máy mủ cao su Long Thành đến Giáp ranh xã An
P=0414 | X=0115.970-0356.170 | Y=0357.940-0369.180 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0414 | X=0094.340-0347.520 | Y=0375.480-0389.800 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0414 | X=0454.970-0471.610 | Y=0380.480-0389.800 | 400
P=0414 | X=0505.390-0522.030 | Y=0380.480-0389.800 | 350
P=0414 | X=0115.970-0402.860 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0414 | X=0115.970-0177.090 | Y=0404.520-0415.760 | đến ≤1.000m.
P=0414 | X=0115.970-0339.160 | Y=0422.040-0433.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0414 | X=0115.970-0397.170 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường khu 14
P=0414 | X=0115.970-0393.060 | Y=0451.340-0462.580 | đoạn từ Nhà máy mủ cao su Long Thành đến Giáp ranh xã An
P=0414 | X=0115.970-0356.170 | Y=0462.860-0474.100 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0414 | X=0094.340-0110.980 | Y=0470.740-0480.060 | 130
P=0414 | X=0454.970-0471.610 | Y=0470.740-0480.060 | 270
P=0414 | X=0505.390-0522.030 | Y=0470.740-0480.060 | 270
P=0414 | X=0115.970-0401.780 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0414 | X=0115.970-0339.610 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0414 | X=0115.970-0401.230 | Y=0515.660-0526.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0414 | X=0115.970-0408.940 | Y=0527.180-0538.420 | Đường khu 14 đoạn từ Nhà máy mủ cao su Long Thành đến Giáp
P=0414 | X=0115.970-0407.310 | Y=0538.490-0549.730 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0414 | X=0094.340-0110.980 | Y=0546.370-0555.690 | 131
P=0414 | X=0454.970-0471.610 | Y=0546.370-0555.690 | 500
P=0414 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 430
P=0414 | X=0115.970-0347.050 | Y=0556.010-0567.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0414 | X=0115.970-0393.160 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0414 | X=0115.970-0401.230 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0414 | X=0115.970-0408.940 | Y=0602.810-0614.050 | Đường khu 14 đoạn từ Nhà máy mủ cao su Long Thành đến Giáp
P=0414 | X=0115.970-0407.310 | Y=0614.330-0625.570 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0414 | X=0094.340-0347.520 | Y=0631.870-0646.190 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0414 | X=0454.970-0471.610 | Y=0636.870-0646.190 | 400
P=0414 | X=0505.390-0522.030 | Y=0636.870-0646.190 | 350
P=0414 | X=0115.970-0402.860 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0414 | X=0115.970-0177.090 | Y=0660.910-0672.150 | đến ≤1.000m.
P=0414 | X=0115.970-0339.140 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0414 | X=0115.970-0401.230 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0414 | X=0094.340-0110.980 | Y=0703.860-0713.180 | 133
P=0414 | X=0454.970-0471.610 | Y=0703.860-0713.180 | 270
P=0414 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 270
P=0414 | X=0115.970-0408.940 | Y=0707.730-0718.970 | Đường khu 14 đoạn từ Nhà máy mủ cao su Long Thành đến Giáp
P=0415 | X=0115.970-0407.310 | Y=0072.500-0083.740 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0415 | X=0115.970-0401.780 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0415 | X=0115.970-0339.610 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0415 | X=0332.040-0399.080 | Y=0125.330-0136.570 | Đường Liên xã
P=0415 | X=0115.970-0201.510 | Y=0131.090-0142.330 | Đường Nguyễn Thị
P=0415 | X=0215.110-0328.010 | Y=0131.090-0142.330 | Đường Cao tốc Biên Hòa
P=0415 | X=0094.340-0110.980 | Y=0138.730-0148.050 | 134
P=0415 | X=0332.040-0398.860 | Y=0138.730-0148.050 | Bình An - Long
P=0415 | X=0454.970-0471.610 | Y=0138.730-0148.050 | 670
P=0415 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 530
P=0415 | X=0215.110-0264.870 | Y=0142.610-0153.850 | - Vũng Tàu
P=0415 | X=0115.970-0132.660 | Y=0144.490-0153.810 | Giờ
P=0415 | X=0332.040-0360.450 | Y=0150.250-0159.570 | Thành
P=0415 | X=0115.970-0401.510 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0415 | X=0115.970-0410.630 | Y=0177.410-0188.650 | Thị Giờ đoạn từ Đường Cao tốc Biên Hòa – Vũng Tàu đến Đường
P=0415 | X=0115.970-0395.740 | Y=0188.930-0200.170 | Liên xã Bình An - Long Thành có hiện trạng là đường nhựa, bê
P=0415 | X=0094.340-0176.130 | Y=0200.470-0211.910 | 135 tông xi măng:
P=0415 | X=0454.970-0471.610 | Y=0202.590-0211.910 | 450
P=0415 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 380
P=0415 | X=0115.970-0347.050 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0415 | X=0115.970-0393.160 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0415 | X=0115.970-0401.510 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0415 | X=0115.970-0410.630 | Y=0264.790-0276.030 | Thị Giờ đoạn từ Đường Cao tốc Biên Hòa – Vũng Tàu đến Đường
P=0415 | X=0115.970-0395.740 | Y=0276.310-0287.550 | Liên xã Bình An - Long Thành có hiện trạng là đường nhựa, bê
P=0415 | X=0115.970-0176.130 | Y=0287.860-0299.100 | tông xi măng:
P=0415 | X=0094.340-0347.520 | Y=0304.380-0316.620 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0415 | X=0454.970-0471.610 | Y=0304.380-0313.700 | 350
P=0415 | X=0505.390-0522.030 | Y=0304.380-0313.700 | 310
P=0415 | X=0115.970-0402.860 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0415 | X=0115.970-0177.090 | Y=0334.420-0345.660 | đến ≤1.000m.
P=0415 | X=0115.970-0339.140 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0415 | X=0115.970-0401.510 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0415 | X=0115.970-0410.630 | Y=0381.000-0392.240 | Thị Giờ đoạn từ Đường Cao tốc Biên Hòa – Vũng Tàu đến Đường
P=0415 | X=0115.970-0395.740 | Y=0392.520-0403.760 | Liên xã Bình An - Long Thành có hiện trạng là đường nhựa, bê
P=0415 | X=0094.340-0176.130 | Y=0404.040-0415.480 | 137 tông xi măng:
P=0415 | X=0454.970-0471.610 | Y=0406.160-0415.480 | 230
P=0415 | X=0505.390-0522.030 | Y=0406.160-0415.480 | 230
P=0415 | X=0115.970-0401.780 | Y=0421.560-0432.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0415 | X=0115.970-0339.610 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0415 | X=0115.970-0401.230 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0415 | X=0115.970-0408.230 | Y=0468.380-0479.620 | Đường Nguyễn Thị Giờ đoạn từ Đường Cao tốc Biên Hòa – Vũng
P=0415 | X=0115.970-0394.290 | Y=0479.900-0491.140 | Tàu đến Đường Liên xã Bình An - Long Thành có hiện trạng là
P=0415 | X=0094.340-0251.740 | Y=0491.420-0502.860 | 138 đường nhựa bê tông, xi măng:
P=0415 | X=0454.970-0471.610 | Y=0493.540-0502.860 | 450
P=0415 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 380
P=0415 | X=0115.970-0344.410 | Y=0508.940-0520.180 | - Có bề rộng≥5m, cách đường giao thông ≤1.000m.
P=0415 | X=0115.970-0393.160 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0415 | X=0115.970-0401.230 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0415 | X=0115.970-0408.230 | Y=0555.530-0566.770 | Đường Nguyễn Thị Giờ đoạn từ Đường Cao tốc Biên Hòa – Vũng
P=0415 | X=0115.970-0394.290 | Y=0567.050-0578.290 | Tàu đến Đường Liên xã Bình An - Long Thành có hiện trạng là
P=0415 | X=0115.970-0251.740 | Y=0578.570-0589.810 | đường nhựa, bê tông xi măng:
P=0415 | X=0094.340-0347.520 | Y=0595.330-0607.330 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0415 | X=0454.970-0471.610 | Y=0595.330-0604.650 | 350
P=0415 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 310
P=0415 | X=0115.970-0402.860 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0415 | X=0115.970-0177.090 | Y=0625.150-0636.390 | đến ≤1.000m.
P=0415 | X=0115.970-0339.140 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0415 | X=0115.970-0401.230 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0415 | X=0115.970-0408.230 | Y=0671.950-0683.190 | Đường Nguyễn Thị Giờ đoạn từ Đường Cao tốc Biên Hòa – Vũng
P=0415 | X=0094.340-0110.980 | Y=0679.590-0688.910 | 140
P=0415 | X=0454.970-0471.610 | Y=0679.590-0688.910 | 230
P=0415 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 230
P=0415 | X=0115.970-0394.290 | Y=0683.470-0694.710 | Tàu đến Đường Liên xã Bình An - Long Thành có hiện trạng là
P=0415 | X=0115.970-0251.740 | Y=0694.750-0705.990 | đường nhựa, bê tông xi măng:
P=0416 | X=0115.970-0392.170 | Y=0078.500-0089.740 | - Có bề rộng ≥3m đến <5m , cách đường giao thông >1.000m.
P=0416 | X=0115.970-0339.610 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0416 | X=0115.970-0201.510 | Y=0113.780-0125.020 | Đường Nguyễn Thị
P=0416 | X=0215.110-0404.600 | Y=0113.780-0125.020 | Đường Liên xã Bình An - Giáp ranh xã An
P=0416 | X=0094.340-0110.980 | Y=0121.450-0130.770 | 141
P=0416 | X=0454.970-0471.610 | Y=0121.450-0130.770 | 670
P=0416 | X=0505.390-0522.030 | Y=0121.450-0130.770 | 530
P=0416 | X=0332.040-0362.780 | Y=0125.330-0136.570 | Phước
P=0416 | X=0115.970-0132.660 | Y=0127.210-0136.530 | Giờ
P=0416 | X=0215.110-0268.490 | Y=0127.210-0136.530 | Long Thành
P=0416 | X=0115.970-0401.510 | Y=0143.090-0154.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0416 | X=0115.970-0400.290 | Y=0154.610-0165.850 | Thị Giờ đoạn từ Đường Liên xã Bình An - Long Thành đến Giáp
P=0416 | X=0115.970-0407.310 | Y=0166.130-0177.370 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0416 | X=0094.340-0110.980 | Y=0174.010-0183.330 | 142
P=0416 | X=0454.970-0471.610 | Y=0174.010-0183.330 | 450
P=0416 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 380
P=0416 | X=0115.970-0347.050 | Y=0183.410-0194.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0416 | X=0115.970-0393.160 | Y=0200.950-0212.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0416 | X=0115.970-0401.510 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0416 | X=0115.970-0400.290 | Y=0230.230-0241.470 | Thị Giờ đoạn từ Đường Liên xã Bình An - Long Thành đến Giáp
P=0416 | X=0115.970-0407.310 | Y=0241.750-0252.990 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0416 | X=0094.340-0347.520 | Y=0259.270-0273.590 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0416 | X=0454.970-0471.610 | Y=0264.270-0273.590 | 350
P=0416 | X=0505.390-0522.030 | Y=0264.270-0273.590 | 310
P=0416 | X=0115.970-0402.860 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0416 | X=0115.970-0177.090 | Y=0288.340-0299.580 | đến ≤1.000m.
P=0416 | X=0115.970-0339.140 | Y=0305.860-0317.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0416 | X=0115.970-0401.510 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0416 | X=0115.970-0400.290 | Y=0335.140-0346.380 | Thị Giờ đoạn từ Đường Liên xã Bình An - Long Thành đến Giáp
P=0416 | X=0115.970-0407.310 | Y=0346.660-0357.900 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0416 | X=0094.340-0110.980 | Y=0354.540-0363.860 | 144
P=0416 | X=0454.970-0471.610 | Y=0354.540-0363.860 | 230
P=0416 | X=0505.390-0522.030 | Y=0354.540-0363.860 | 230
P=0416 | X=0115.970-0401.780 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0416 | X=0115.970-0339.610 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0416 | X=0115.970-0401.230 | Y=0399.240-0410.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0416 | X=0115.970-0397.180 | Y=0410.760-0422.000 | Đường Nguyễn Thị Giờ đoạn từ Đường Liên xã Bình An - Long
P=0416 | X=0115.970-0404.950 | Y=0422.280-0433.520 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường nhựa,
P=0416 | X=0094.340-0190.050 | Y=0433.800-0445.240 | 145 bê tông xi măng:
P=0416 | X=0454.970-0471.610 | Y=0435.920-0445.240 | 450
P=0416 | X=0505.390-0522.030 | Y=0435.920-0445.240 | 380
P=0416 | X=0115.970-0347.050 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0416 | X=0115.970-0393.160 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0416 | X=0115.970-0401.230 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0416 | X=0115.970-0397.180 | Y=0498.140-0509.380 | Đường Nguyễn Thị Giờ đoạn từ Đường Liên xã Bình An - Long
P=0416 | X=0115.970-0404.950 | Y=0509.660-0520.900 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường nhựa,
P=0416 | X=0115.970-0190.050 | Y=0521.180-0532.420 | bê tông xi măng:
P=0416 | X=0094.340-0347.520 | Y=0537.730-0549.730 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0416 | X=0454.970-0471.610 | Y=0537.730-0547.050 | 350
P=0416 | X=0505.390-0522.030 | Y=0537.730-0547.050 | 310
P=0416 | X=0115.970-0402.860 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0416 | X=0115.970-0177.090 | Y=0567.530-0578.770 | đến ≤1.000m.
P=0416 | X=0115.970-0339.140 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0416 | X=0115.970-0401.230 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0416 | X=0115.970-0397.180 | Y=0614.330-0625.570 | Đường Nguyễn Thị Giờ đoạn từ Đường Liên xã Bình An - Long
P=0416 | X=0115.970-0404.950 | Y=0625.870-0637.110 | Thành đến Giáp ranh xã An Phước có hiện trạng là đường nhựa,
P=0416 | X=0094.340-0190.050 | Y=0637.390-0648.830 | 147 bê tông xi măng:
P=0416 | X=0454.970-0471.610 | Y=0639.510-0648.830 | 230
P=0416 | X=0505.390-0522.030 | Y=0639.510-0648.830 | 230
P=0416 | X=0115.970-0401.780 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0416 | X=0115.970-0339.610 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0416 | X=0115.970-0201.510 | Y=0690.190-0701.430 | Đường Nguyễn Thị
P=0416 | X=0332.040-0410.610 | Y=0690.190-0701.430 | Đường Lê Quang
P=0416 | X=0215.110-0299.220 | Y=0695.950-0707.190 | Đường Võ Thị Sáu
P=0416 | X=0094.340-0110.980 | Y=0697.830-0707.150 | 148
P=0416 | X=0454.970-0471.610 | Y=0697.830-0707.150 | 670
P=0416 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 530
P=0416 | X=0332.040-0352.760 | Y=0701.730-0712.970 | Định
P=0416 | X=0115.970-0130.780 | Y=0703.620-0712.940 | Xót
P=0417 | X=0115.970-0401.510 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0417 | X=0115.970-0409.180 | Y=0090.020-0101.260 | Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê Quang Định có
P=0417 | X=0115.970-0309.580 | Y=0101.540-0112.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0094.340-0110.980 | Y=0109.420-0118.740 | 149
P=0417 | X=0454.970-0471.610 | Y=0109.420-0118.740 | 450
P=0417 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 380
P=0417 | X=0115.970-0347.050 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0417 | X=0115.970-0393.160 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0417 | X=0115.970-0401.510 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0417 | X=0115.970-0409.180 | Y=0165.650-0176.890 | Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê Quang Định có
P=0417 | X=0115.970-0309.580 | Y=0177.170-0188.410 | hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0094.340-0347.520 | Y=0194.690-0209.030 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0417 | X=0454.970-0471.610 | Y=0199.710-0209.030 | 350
P=0417 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 310
P=0417 | X=0115.970-0402.860 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0417 | X=0115.970-0177.090 | Y=0223.750-0234.990 | đến ≤1.000m.
P=0417 | X=0115.970-0339.140 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0417 | X=0115.970-0401.510 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0417 | X=0115.970-0409.180 | Y=0270.550-0281.790 | Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê Quang Định có
P=0417 | X=0115.970-0309.640 | Y=0282.100-0293.340 | hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0094.340-0110.980 | Y=0289.980-0299.300 | 151
P=0417 | X=0454.970-0471.610 | Y=0289.980-0299.300 | 230
P=0417 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 230
P=0417 | X=0115.970-0401.780 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0417 | X=0115.970-0339.610 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0417 | X=0115.970-0401.230 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0417 | X=0115.970-0411.110 | Y=0346.420-0357.660 | Đường Nguyễn Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê
P=0417 | X=0115.970-0378.770 | Y=0357.700-0368.940 | Quang Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0094.340-0110.980 | Y=0365.580-0374.900 | 152
P=0417 | X=0454.970-0471.610 | Y=0365.580-0374.900 | 450
P=0417 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 380
P=0417 | X=0115.970-0347.050 | Y=0375.240-0386.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0417 | X=0115.970-0393.160 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0417 | X=0115.970-0401.230 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0417 | X=0115.970-0411.110 | Y=0422.040-0433.280 | Đường Nguyễn Thị Xót đoạn từ Đường Võ Thị Sáu đến Đường Lê
P=0417 | X=0115.970-0378.770 | Y=0433.560-0444.800 | Quang Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0094.340-0347.520 | Y=0451.100-0465.180 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0417 | X=0454.970-0471.610 | Y=0455.860-0465.180 | 350
P=0417 | X=0505.390-0522.030 | Y=0455.860-0465.180 | 310
P=0417 | X=0115.970-0402.860 | Y=0468.620-0479.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0417 | X=0115.970-0177.090 | Y=0480.140-0491.380 | đến ≤1.000m.
P=0417 | X=0115.970-0339.160 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0417 | X=0115.970-0401.230 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
