TABLE=041 | AREA=Xã Gia Kiệm | SECTION=agricultural | SEGMENTS=1
P=1466 | X=0119.570-0418.780 | Y=0422.280-0433.520 | Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc Sơn - Xuân Thiện có
P=1466 | X=0119.570-0313.210 | Y=0433.800-0445.040 | hiện trạng là đường nhựa, bê tông xi măng:
P=1466 | X=0096.050-0112.690 | Y=0441.680-0451.000 | 123
P=1466 | X=0462.650-0479.290 | Y=0441.680-0451.000 | 250
P=1466 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 230
P=1466 | X=0119.570-0405.380 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1466 | X=0119.570-0343.210 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1466 | X=0119.570-0404.830 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1466 | X=0119.570-0424.730 | Y=0498.140-0509.380 | Đường Võ Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc
P=1466 | X=0119.570-0408.030 | Y=0509.660-0520.900 | Sơn - Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=1466 | X=0096.050-0112.690 | Y=0517.540-0526.860 | 124
P=1466 | X=0462.650-0479.290 | Y=0517.540-0526.860 | 480
P=1466 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 430
P=1466 | X=0119.570-0350.650 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1466 | X=0119.570-0396.760 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1466 | X=0119.570-0404.830 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1466 | X=0119.570-0424.730 | Y=0573.770-0585.010 | Đường Võ Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc
P=1466 | X=0119.570-0408.030 | Y=0585.290-0596.530 | Sơn - Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=1466 | X=0096.050-0351.120 | Y=0602.810-0617.130 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1466 | X=0462.650-0479.290 | Y=0607.810-0617.130 | 370
P=1466 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 330
P=1466 | X=0119.570-0426.020 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1466 | X=0119.570-0161.250 | Y=0631.870-0643.110 | ≤1.000m.
P=1466 | X=0119.570-0342.750 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1466 | X=0119.570-0404.830 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1466 | X=0119.570-0424.730 | Y=0678.670-0689.910 | Đường Võ Dõng - Lạc Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc
P=1466 | X=0096.050-0408.030 | Y=0689.190-0701.430 | 126 Sơn - Xuân Thiện có hiện trạng là đường nhựa, bê tông xi măng:
P=1466 | X=0462.650-0479.290 | Y=0689.190-0698.510 | 250
P=1466 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 230
P=1466 | X=0119.570-0405.380 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1467 | X=0119.570-0343.210 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1467 | X=0119.570-0230.080 | Y=0096.260-0107.500 | Đường Đông Kim - Xuân
P=1467 | X=0096.050-0112.690 | Y=0103.900-0113.220 | 127
P=1467 | X=0251.140-0299.700 | Y=0103.900-0113.220 | Quốc lộ 20
P=1467 | X=0339.960-0402.930 | Y=0103.900-0113.220 | Suối Ông Ngà
P=1467 | X=0463.130-0479.770 | Y=0103.900-0113.220 | 720
P=1467 | X=0505.870-0522.510 | Y=0103.900-0113.220 | 630
P=1467 | X=0119.570-0144.850 | Y=0109.660-0118.980 | Thiện
P=1467 | X=0119.570-0420.860 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Kim -
P=1467 | X=0119.570-0415.660 | Y=0137.090-0148.330 | Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà có hiện trạng là
P=1467 | X=0119.570-0255.340 | Y=0148.610-0159.850 | đường nhựa, bê tông xi măng:
P=1467 | X=0096.050-0112.690 | Y=0156.490-0165.810 | 128
P=1467 | X=0462.650-0479.290 | Y=0156.490-0165.810 | 480
P=1467 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 430
P=1467 | X=0119.570-0350.650 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1467 | X=0119.570-0396.760 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1467 | X=0119.570-0420.860 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Kim -
P=1467 | X=0119.570-0415.660 | Y=0212.710-0223.950 | Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà có hiện trạng là
P=1467 | X=0119.570-0255.340 | Y=0224.230-0235.470 | đường nhựa, bê tông xi măng:
P=1467 | X=0096.050-0351.120 | Y=0241.750-0256.070 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1467 | X=0462.650-0479.290 | Y=0246.750-0256.070 | 370
P=1467 | X=0505.390-0522.030 | Y=0246.750-0256.070 | 330
P=1467 | X=0119.570-0426.020 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1467 | X=0119.570-0161.250 | Y=0270.790-0282.030 | ≤1.000m.
P=1467 | X=0119.570-0342.740 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1467 | X=0119.570-0420.860 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Kim -
P=1467 | X=0119.570-0415.660 | Y=0317.620-0328.860 | Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà có hiện trạng là
P=1467 | X=0119.570-0255.340 | Y=0329.140-0340.380 | đường nhựa, bê tông xi măng:
P=1467 | X=0096.050-0112.700 | Y=0337.020-0346.340 | 130
P=1467 | X=0462.650-0479.290 | Y=0337.020-0346.340 | 250
P=1467 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 230
P=1467 | X=0119.570-0405.380 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1467 | X=0119.570-0343.230 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1467 | X=0119.570-0404.830 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1467 | X=0119.570-0431.490 | Y=0393.240-0404.480 | Đường Đông Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà
P=1467 | X=0119.570-0326.420 | Y=0404.760-0416.000 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1467 | X=0096.050-0112.690 | Y=0412.640-0421.960 | 131
P=1467 | X=0462.650-0479.290 | Y=0412.640-0421.960 | 480
P=1467 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 430
P=1467 | X=0119.570-0350.650 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1467 | X=0119.570-0396.760 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1467 | X=0119.570-0404.830 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1467 | X=0119.570-0431.490 | Y=0469.100-0480.340 | Đường Đông Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà
P=1467 | X=0119.570-0326.420 | Y=0480.620-0491.860 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1467 | X=0096.050-0351.120 | Y=0498.140-0512.220 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1467 | X=0462.650-0479.290 | Y=0502.900-0512.220 | 370
P=1467 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 330
P=1467 | X=0119.570-0426.020 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1467 | X=0119.570-0161.250 | Y=0527.180-0538.420 | ≤1.000m.
P=1467 | X=0119.570-0342.740 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1467 | X=0119.570-0404.830 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1467 | X=0119.570-0431.490 | Y=0573.770-0585.010 | Đường Đông Kim - Xuân Thiện đoạn từ Quốc lộ 20 đến Suối Ông Ngà
P=1467 | X=0119.570-0326.420 | Y=0585.290-0596.530 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1467 | X=0096.050-0112.690 | Y=0593.170-0602.490 | 133
P=1467 | X=0462.650-0479.290 | Y=0593.170-0602.490 | 250
P=1467 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 230
P=1467 | X=0119.570-0405.380 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1467 | X=0119.570-0343.210 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1467 | X=0119.570-0230.080 | Y=0638.110-0649.350 | Đường Đông Kim - Xuân
P=1467 | X=0339.960-0422.380 | Y=0638.110-0649.350 | Giáp ranh phường
P=1467 | X=0096.050-0112.690 | Y=0645.750-0655.070 | 134
P=1467 | X=0251.140-0314.090 | Y=0645.750-0655.070 | Suối Ông Ngà
P=1467 | X=0462.650-0479.290 | Y=0645.750-0655.070 | 720
P=1467 | X=0505.390-0522.030 | Y=0645.750-0655.070 | 630
P=1467 | X=0119.570-0144.850 | Y=0651.510-0660.830 | Thiện
P=1467 | X=0339.960-0379.580 | Y=0651.510-0660.830 | Bình Lộc
P=1467 | X=0119.570-0420.860 | Y=0667.390-0678.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Kim -
P=1467 | X=0119.570-0433.890 | Y=0678.910-0690.150 | Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh phường Bình Lộc có
P=1467 | X=0096.050-0313.210 | Y=0689.430-0701.670 | 135 hiện trạng là đường nhựa, bê tông xi măng:
P=1467 | X=0462.650-0479.290 | Y=0689.430-0698.750 | 480
P=1467 | X=0505.390-0522.030 | Y=0689.430-0698.750 | 430
P=1467 | X=0119.570-0350.650 | Y=0707.970-0719.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1468 | X=0119.570-0396.760 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1468 | X=0119.570-0420.860 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Kim -
P=1468 | X=0119.570-0433.890 | Y=0107.780-0119.020 | Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh phường Bình Lộc có
P=1468 | X=0119.570-0313.210 | Y=0119.330-0130.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1468 | X=0096.050-0351.120 | Y=0136.850-0150.930 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1468 | X=0462.650-0479.290 | Y=0141.610-0150.930 | 370
P=1468 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 330
P=1468 | X=0119.570-0426.020 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1468 | X=0119.570-0161.250 | Y=0165.650-0176.890 | ≤1.000m.
P=1468 | X=0119.570-0342.740 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1468 | X=0119.570-0420.860 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đông Kim -
P=1468 | X=0119.570-0433.890 | Y=0212.470-0223.710 | Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh phường Bình Lộc có
P=1468 | X=0119.570-0313.210 | Y=0223.990-0235.230 | hiện trạng là đường nhựa, bê tông xi măng:
P=1468 | X=0096.050-0112.690 | Y=0231.870-0241.190 | 137
P=1468 | X=0462.650-0479.290 | Y=0231.870-0241.190 | 250
P=1468 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 230
P=1468 | X=0119.570-0405.380 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1468 | X=0119.570-0343.210 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1468 | X=0119.570-0404.830 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1468 | X=0119.570-0427.170 | Y=0288.340-0299.580 | Đường Đông Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh
P=1468 | X=0119.570-0407.070 | Y=0299.860-0311.100 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=1468 | X=0096.050-0112.690 | Y=0307.740-0317.060 | 138
P=1468 | X=0462.650-0479.290 | Y=0307.740-0317.060 | 480
P=1468 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 430
P=1468 | X=0119.570-0350.650 | Y=0317.380-0328.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1468 | X=0119.570-0396.760 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1468 | X=0119.570-0404.830 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1468 | X=0119.570-0427.170 | Y=0363.940-0375.180 | Đường Đông Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh
P=1468 | X=0119.570-0407.070 | Y=0375.480-0386.720 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=1468 | X=0096.050-0351.120 | Y=0393.000-0407.320 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1468 | X=0462.650-0479.290 | Y=0398.000-0407.320 | 370
P=1468 | X=0505.390-0522.030 | Y=0398.000-0407.320 | 330
P=1468 | X=0119.570-0426.020 | Y=0410.520-0421.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1468 | X=0119.570-0161.250 | Y=0422.040-0433.280 | ≤1.000m.
P=1468 | X=0119.570-0342.740 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1468 | X=0119.570-0404.830 | Y=0457.340-0468.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1468 | X=0119.570-0427.170 | Y=0468.860-0480.100 | Đường Đông Kim - Xuân Thiện đoạn từ Suối Ông Ngà đến Giáp ranh
P=1468 | X=0119.570-0407.070 | Y=0480.380-0491.620 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=1468 | X=0096.050-0112.690 | Y=0488.260-0497.580 | 140
P=1468 | X=0462.650-0479.290 | Y=0488.260-0497.580 | 250
P=1468 | X=0505.390-0522.030 | Y=0488.260-0497.580 | 230
P=1468 | X=0119.570-0405.380 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1468 | X=0119.570-0343.210 | Y=0515.420-0526.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1468 | X=0096.050-0208.210 | Y=0533.210-0544.450 | 141 Đường Chu Văn An
P=1468 | X=0339.960-0419.420 | Y=0533.210-0544.450 | Ngã ba Đồng Húc
P=1468 | X=0251.140-0299.700 | Y=0535.090-0544.410 | Quốc lộ 20
P=1468 | X=0462.650-0479.290 | Y=0535.090-0544.410 | 720
P=1468 | X=0505.390-0522.030 | Y=0535.090-0544.410 | 630
P=1468 | X=0119.570-0424.780 | Y=0550.970-0562.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An
P=1468 | X=0119.570-0411.100 | Y=0562.250-0573.490 | đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện trạng là đường
P=1468 | X=0119.570-0222.680 | Y=0573.770-0585.010 | nhựa, bê tông xi măng:
P=1468 | X=0096.050-0112.690 | Y=0581.650-0590.970 | 142
P=1468 | X=0462.650-0479.290 | Y=0581.650-0590.970 | 480
P=1468 | X=0505.390-0522.030 | Y=0581.650-0590.970 | 430
P=1468 | X=0119.570-0350.650 | Y=0591.290-0602.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1468 | X=0119.570-0396.760 | Y=0608.810-0620.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1468 | X=0119.570-0424.780 | Y=0626.590-0637.830 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An
P=1468 | X=0119.570-0411.100 | Y=0638.110-0649.350 | đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện trạng là đường
P=1468 | X=0119.570-0222.680 | Y=0649.630-0660.870 | nhựa, bê tông xi măng:
P=1468 | X=0096.050-0112.690 | Y=0663.270-0672.590 | 143
P=1468 | X=0462.650-0479.290 | Y=0663.270-0672.590 | 370
P=1468 | X=0505.390-0522.030 | Y=0663.270-0672.590 | 330
P=1468 | X=0119.570-0351.120 | Y=0667.150-0678.390 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1468 | X=0119.570-0426.020 | Y=0684.670-0695.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1468 | X=0119.570-0161.250 | Y=0696.190-0707.430 | ≤1.000m.
P=1469 | X=0119.570-0342.740 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1469 | X=0119.570-0424.780 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An
P=1469 | X=0119.570-0430.580 | Y=0107.780-0119.020 | đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện trạng là mặt đường
P=1469 | X=0119.570-0222.680 | Y=0119.330-0130.570 | nhựa, bê tông xi măng:
P=1469 | X=0096.050-0112.690 | Y=0127.210-0136.530 | 144
P=1469 | X=0462.650-0479.290 | Y=0127.210-0136.530 | 250
P=1469 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 230
P=1469 | X=0119.570-0405.420 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1469 | X=0119.570-0343.210 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1469 | X=0119.570-0404.830 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1469 | X=0119.570-0433.450 | Y=0183.410-0194.650 | Đường Chu Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện
P=1469 | X=0119.570-0291.350 | Y=0194.930-0206.170 | trạng là đường nhựa, bê tông xi măng:
P=1469 | X=0096.050-0112.690 | Y=0202.830-0212.150 | 145
P=1469 | X=0462.650-0479.290 | Y=0202.830-0212.150 | 480
P=1469 | X=0505.390-0522.030 | Y=0202.830-0212.150 | 430
P=1469 | X=0119.570-0350.650 | Y=0212.470-0223.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1469 | X=0119.570-0396.760 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1469 | X=0119.570-0404.830 | Y=0247.750-0258.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1469 | X=0119.570-0433.450 | Y=0259.270-0270.510 | Đường Chu Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện
P=1469 | X=0119.570-0291.380 | Y=0270.790-0282.030 | trạng là đường nhựa, bê tông xi măng:
P=1469 | X=0096.050-0351.120 | Y=0288.340-0302.420 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1469 | X=0462.650-0479.290 | Y=0293.100-0302.420 | 370
P=1469 | X=0505.390-0522.030 | Y=0293.100-0302.420 | 330
P=1469 | X=0119.570-0426.020 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1469 | X=0119.570-0161.250 | Y=0317.380-0328.620 | ≤1.000m.
P=1469 | X=0119.570-0342.740 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1469 | X=0119.570-0404.830 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1469 | X=0119.570-0433.450 | Y=0363.940-0375.180 | Đường Chu Văn An đoạn từ Quốc lộ 20 đến Ngã ba Đồng Húc có hiện
P=1469 | X=0119.570-0291.350 | Y=0375.480-0386.720 | trạng là đường nhựa, bê tông xi măng:
P=1469 | X=0096.050-0112.690 | Y=0383.360-0392.680 | 147
P=1469 | X=0462.650-0479.290 | Y=0383.360-0392.680 | 250
P=1469 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 230
P=1469 | X=0119.570-0405.380 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1469 | X=0119.570-0343.210 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1469 | X=0339.960-0428.630 | Y=0430.160-0439.480 | Giáp ranh xã Thống
P=1469 | X=0096.050-0208.210 | Y=0434.040-0445.280 | 148 Đường Chu Văn An
P=1469 | X=0251.140-0330.600 | Y=0434.040-0445.280 | Ngã ba Đồng Húc
P=1469 | X=0462.650-0479.290 | Y=0435.920-0445.240 | 720
P=1469 | X=0505.390-0522.030 | Y=0435.920-0445.240 | 630
P=1469 | X=0339.960-0361.020 | Y=0441.680-0451.000 | Nhất
P=1469 | X=0119.570-0424.780 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An
P=1469 | X=0119.570-0431.780 | Y=0469.100-0480.340 | đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã Thống Nhất có hiện trạng
P=1469 | X=0119.570-0265.900 | Y=0480.620-0491.860 | là đường nhựa, bê tông xi măng:
P=1469 | X=0096.050-0112.690 | Y=0488.500-0497.820 | 149
P=1469 | X=0462.650-0479.290 | Y=0488.500-0497.820 | 480
P=1469 | X=0505.390-0522.030 | Y=0488.500-0497.820 | 430
P=1469 | X=0119.570-0350.650 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1469 | X=0119.570-0396.760 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1469 | X=0119.570-0424.780 | Y=0533.450-0544.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An
P=1469 | X=0119.570-0431.780 | Y=0544.970-0556.210 | đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã Thống Nhất có hiện trạng
P=1469 | X=0119.570-0265.900 | Y=0556.250-0567.490 | là đường nhựa, bê tông xi măng:
P=1469 | X=0096.050-0351.140 | Y=0573.770-0588.090 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1469 | X=0462.650-0479.290 | Y=0578.770-0588.090 | 370
P=1469 | X=0505.390-0522.030 | Y=0578.770-0588.090 | 330
P=1469 | X=0119.570-0426.020 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1469 | X=0119.570-0161.250 | Y=0602.810-0614.050 | ≤1.000m.
P=1469 | X=0119.570-0342.740 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1469 | X=0119.570-0424.780 | Y=0638.110-0649.350 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An
P=1469 | X=0119.570-0431.780 | Y=0649.630-0660.870 | đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã Thống Nhất có hiện trạng
P=1469 | X=0119.570-0265.900 | Y=0661.150-0672.390 | là đường nhựa, bê tông xi măng:
P=1469 | X=0096.050-0112.690 | Y=0669.030-0678.350 | 151
P=1469 | X=0462.650-0479.290 | Y=0669.030-0678.350 | 250
P=1469 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 230
P=1469 | X=0119.570-0405.380 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1469 | X=0119.570-0343.210 | Y=0696.190-0707.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1470 | X=0119.570-0404.830 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1470 | X=0119.570-0407.230 | Y=0090.020-0101.260 | Đường Chu Văn An đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã
P=1470 | X=0119.570-0381.160 | Y=0101.540-0112.780 | Thống Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1470 | X=0096.050-0112.690 | Y=0109.420-0118.740 | 152
P=1470 | X=0462.650-0479.290 | Y=0109.420-0118.740 | 480
P=1470 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 430
P=1470 | X=0119.570-0350.650 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1470 | X=0119.570-0396.760 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1470 | X=0119.570-0404.830 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1470 | X=0119.570-0407.230 | Y=0165.650-0176.890 | Đường Chu Văn An đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã
P=1470 | X=0119.570-0381.160 | Y=0177.170-0188.410 | Thống Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1470 | X=0096.050-0351.120 | Y=0194.690-0209.030 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1470 | X=0462.650-0479.290 | Y=0199.710-0209.030 | 370
P=1470 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 330
P=1470 | X=0119.570-0426.020 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1470 | X=0119.570-0161.250 | Y=0223.750-0234.990 | ≤1.000m.
P=1470 | X=0119.570-0342.740 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1470 | X=0119.570-0404.830 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1470 | X=0119.570-0407.230 | Y=0270.550-0281.790 | Đường Chu Văn An đoạn từ Ngã ba Đồng Húc đến Giáp ranh xã
P=1470 | X=0119.570-0381.160 | Y=0282.100-0293.340 | Thống Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1470 | X=0096.050-0112.690 | Y=0289.980-0299.300 | 154
P=1470 | X=0462.650-0479.290 | Y=0289.980-0299.300 | 250
P=1470 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 230
P=1470 | X=0119.570-0405.380 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1470 | X=0119.570-0343.210 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1470 | X=0119.570-0242.300 | Y=0334.900-0346.140 | Đường ngã ba Đồng Húc đi
