TABLE=028 | AREA=Xã Xuân Phú | SECTION=agricultural | SEGMENTS=1
P=0965 | X=0117.170-0340.360 | Y=0502.460-0513.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0965 | X=0327.960-0408.460 | Y=0520.220-0531.460 | Giáo xứ Bình Hòa
P=0965 | X=0098.210-0209.190 | Y=0525.980-0537.220 | 29 Đường Xuân Phú 16
P=0965 | X=0235.300-0278.580 | Y=0525.980-0537.220 | Quốc lộ 1
P=0965 | X=0452.330-0468.500 | Y=0527.860-0537.180 | 530
P=0965 | X=0506.350-0522.520 | Y=0527.860-0537.180 | 330
P=0965 | X=0327.960-0391.100 | Y=0533.620-0542.940 | (xã Xuân Phú)
P=0965 | X=0117.170-0411.930 | Y=0549.530-0560.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Phú
P=0965 | X=0117.170-0393.700 | Y=0561.050-0572.290 | 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã Xuân Phú) có
P=0965 | X=0117.170-0312.700 | Y=0572.570-0583.810 | hiện trạng là đường nhựa, bê tông xi măng:
P=0965 | X=0098.210-0109.090 | Y=0580.450-0589.770 | 30
P=0965 | X=0452.330-0468.500 | Y=0580.450-0589.770 | 350
P=0965 | X=0506.350-0522.520 | Y=0580.450-0589.770 | 200
P=0965 | X=0117.170-0347.560 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0965 | X=0117.170-0394.140 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0965 | X=0117.170-0412.300 | Y=0625.390-0636.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Phú
P=0965 | X=0117.170-0394.280 | Y=0636.910-0648.150 | 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã Xuân Phú) có
P=0965 | X=0117.170-0309.630 | Y=0648.430-0659.670 | hiện trạng là đường nhựa, bê tông xi măng:
P=0965 | X=0098.210-0109.090 | Y=0662.070-0671.390 | 31
P=0965 | X=0452.330-0468.500 | Y=0662.070-0671.390 | 260
P=0965 | X=0506.350-0522.520 | Y=0662.070-0671.390 | 150
P=0965 | X=0117.170-0348.040 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0965 | X=0117.170-0404.530 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0965 | X=0117.170-0177.810 | Y=0694.750-0705.990 | đến ≤1.000m.
P=0966 | X=0117.170-0339.880 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0966 | X=0117.170-0411.930 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Phú
P=0966 | X=0117.170-0393.660 | Y=0107.780-0119.020 | 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã Xuân Phú) có
P=0966 | X=0117.170-0312.700 | Y=0119.330-0130.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0966 | X=0098.210-0109.090 | Y=0127.210-0136.530 | 32
P=0966 | X=0452.330-0468.500 | Y=0127.210-0136.530 | 180
P=0966 | X=0506.350-0522.520 | Y=0127.210-0136.530 | 110
P=0966 | X=0117.170-0402.540 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0966 | X=0117.170-0340.360 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0966 | X=0117.170-0402.330 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0966 | X=0117.170-0411.440 | Y=0183.410-0194.650 | Đường Xuân Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã
P=0966 | X=0117.170-0373.860 | Y=0194.930-0206.170 | Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=0966 | X=0098.210-0109.090 | Y=0202.830-0212.150 | 33
P=0966 | X=0452.330-0468.500 | Y=0202.830-0212.150 | 350
P=0966 | X=0506.350-0522.520 | Y=0202.830-0212.150 | 200
P=0966 | X=0117.170-0347.560 | Y=0212.470-0223.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0966 | X=0117.170-0394.140 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0966 | X=0117.170-0402.460 | Y=0247.750-0258.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0966 | X=0117.170-0411.820 | Y=0259.270-0270.510 | Đường Xuân Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã
P=0966 | X=0117.170-0373.000 | Y=0270.790-0282.030 | Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=0966 | X=0098.210-0348.040 | Y=0288.340-0302.420 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0966 | X=0452.330-0468.500 | Y=0293.100-0302.420 | 260
P=0966 | X=0506.350-0522.520 | Y=0293.100-0302.420 | 150
P=0966 | X=0117.170-0404.530 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0966 | X=0117.170-0177.810 | Y=0317.380-0328.620 | đến ≤1.000m.
P=0966 | X=0117.170-0339.880 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0966 | X=0117.170-0402.420 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0966 | X=0117.170-0411.440 | Y=0363.940-0375.180 | Đường Xuân Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã
P=0966 | X=0117.170-0373.860 | Y=0375.480-0386.720 | Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=0966 | X=0098.210-0109.090 | Y=0383.360-0392.680 | 35
P=0966 | X=0452.330-0468.500 | Y=0383.360-0392.680 | 180
P=0966 | X=0506.350-0522.520 | Y=0383.360-0392.680 | 110
P=0966 | X=0117.170-0402.530 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0966 | X=0117.170-0340.360 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0966 | X=0098.210-0200.310 | Y=0428.280-0439.520 | 36 Đường Trường An
P=0966 | X=0235.300-0278.580 | Y=0428.280-0439.520 | Quốc lộ 1
P=0966 | X=0327.960-0386.470 | Y=0428.280-0439.520 | Suối Gia Mứt
P=0966 | X=0452.330-0468.500 | Y=0430.160-0439.480 | 530
P=0966 | X=0506.350-0522.520 | Y=0430.160-0439.480 | 330
P=0966 | X=0117.170-0402.180 | Y=0446.040-0457.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0966 | X=0117.170-0397.660 | Y=0457.580-0468.820 | An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện trạng là đường
P=0966 | X=0117.170-0219.840 | Y=0469.100-0480.340 | nhựa, bê tông xi măng:
P=0966 | X=0098.210-0109.090 | Y=0476.980-0486.300 | 37
P=0966 | X=0452.330-0468.500 | Y=0476.980-0486.300 | 350
P=0966 | X=0506.350-0522.520 | Y=0476.980-0486.300 | 200
P=0966 | X=0117.170-0347.560 | Y=0486.620-0497.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0966 | X=0117.170-0394.140 | Y=0504.140-0515.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0966 | X=0117.170-0402.180 | Y=0521.900-0533.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0966 | X=0117.170-0397.660 | Y=0533.450-0544.690 | An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện trạng là đường
P=0966 | X=0117.170-0219.840 | Y=0544.970-0556.210 | nhựa, bê tông xi măng:
P=0966 | X=0098.210-0348.040 | Y=0562.250-0576.570 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0966 | X=0452.330-0468.500 | Y=0567.250-0576.570 | 260
P=0966 | X=0506.350-0522.520 | Y=0567.250-0576.570 | 150
P=0966 | X=0117.170-0404.530 | Y=0579.770-0591.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0966 | X=0117.170-0177.810 | Y=0591.290-0602.530 | đến ≤1.000m.
P=0966 | X=0117.170-0339.880 | Y=0608.810-0620.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0966 | X=0117.170-0402.180 | Y=0626.590-0637.830 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0966 | X=0117.170-0397.660 | Y=0638.110-0649.350 | An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện trạng là đường
P=0966 | X=0117.170-0219.840 | Y=0649.630-0660.870 | nhựa, bê tông xi măng:
P=0966 | X=0098.210-0109.090 | Y=0657.510-0666.830 | 39
P=0966 | X=0452.330-0468.500 | Y=0657.510-0666.830 | 180
P=0966 | X=0506.350-0522.520 | Y=0657.510-0666.830 | 110
P=0966 | X=0117.170-0402.530 | Y=0667.150-0678.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0966 | X=0117.170-0340.360 | Y=0684.670-0695.910 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0966 | X=0098.210-0402.330 | Y=0702.450-0713.690 | 40 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0966 | X=0452.330-0468.500 | Y=0704.340-0713.660 | 350
P=0966 | X=0506.350-0522.520 | Y=0704.340-0713.660 | 200
P=0967 | X=0117.170-0399.580 | Y=0072.500-0083.740 | Đường Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện
P=0967 | X=0117.170-0291.110 | Y=0084.020-0095.260 | trạng là đường nhựa, bê tông xi măng:
P=0967 | X=0117.170-0347.560 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0967 | X=0117.170-0394.140 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0967 | X=0117.170-0402.460 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0967 | X=0117.170-0399.780 | Y=0148.370-0159.610 | Đường Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện
P=0967 | X=0117.170-0288.030 | Y=0159.650-0170.890 | trạng là đường nhựa, bê tông xi măng:
P=0967 | X=0098.210-0348.040 | Y=0177.170-0191.490 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0967 | X=0452.330-0468.500 | Y=0182.170-0191.490 | 260
P=0967 | X=0506.350-0522.520 | Y=0182.170-0191.490 | 150
P=0967 | X=0117.170-0404.530 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0967 | X=0117.170-0177.810 | Y=0206.230-0217.470 | đến ≤1.000m.
P=0967 | X=0117.170-0339.880 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0967 | X=0117.170-0402.360 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0967 | X=0117.170-0399.400 | Y=0253.030-0264.270 | Đường Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện
P=0967 | X=0117.170-0291.110 | Y=0264.550-0275.790 | trạng là đường nhựa, bê tông xi măng:
P=0967 | X=0098.210-0109.090 | Y=0272.430-0281.750 | 42
P=0967 | X=0452.330-0468.500 | Y=0272.430-0281.750 | 180
P=0967 | X=0506.350-0522.520 | Y=0272.430-0281.750 | 110
P=0967 | X=0117.170-0402.530 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0967 | X=0117.170-0340.360 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0967 | X=0117.170-0211.270 | Y=0317.380-0328.620 | Đường Làng Dân tộc
P=0967 | X=0098.210-0220.950 | Y=0328.900-0340.140 | 43 Chơro ấp Bình Hòa (xã
P=0967 | X=0235.300-0278.580 | Y=0328.900-0340.140 | Quốc lộ 1
P=0967 | X=0327.960-0390.470 | Y=0328.900-0340.140 | Cầu Bình Hòa
P=0967 | X=0452.330-0468.500 | Y=0330.780-0340.100 | 530
P=0967 | X=0506.350-0522.520 | Y=0330.780-0340.100 | 330
P=0967 | X=0117.170-0162.770 | Y=0342.300-0351.620 | Xuân Phú)
P=0967 | X=0117.170-0411.460 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng Dân
P=0967 | X=0117.170-0410.010 | Y=0369.480-0380.720 | tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Quốc lộ 1 đến Cầu
P=0967 | X=0117.170-0368.400 | Y=0381.000-0392.240 | Bình Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0967 | X=0098.210-0109.090 | Y=0388.880-0398.200 | 44
P=0967 | X=0452.330-0468.500 | Y=0388.880-0398.200 | 350
P=0967 | X=0506.350-0522.520 | Y=0388.880-0398.200 | 200
P=0967 | X=0117.170-0347.560 | Y=0398.520-0409.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0967 | X=0117.170-0394.140 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0967 | X=0117.170-0411.590 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng Dân
P=0967 | X=0117.170-0410.390 | Y=0445.320-0456.560 | tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Quốc lộ 1 đến Cầu
P=0967 | X=0117.170-0367.480 | Y=0456.860-0468.100 | Bình Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0967 | X=0098.210-0348.040 | Y=0474.380-0488.460 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0967 | X=0452.330-0468.500 | Y=0479.140-0488.460 | 260
P=0967 | X=0506.350-0522.520 | Y=0479.140-0488.460 | 150
P=0967 | X=0117.170-0404.530 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0967 | X=0117.170-0177.810 | Y=0503.420-0514.660 | đến ≤1.000m.
P=0967 | X=0117.170-0339.880 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0967 | X=0117.170-0411.470 | Y=0538.490-0549.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng Dân
P=0967 | X=0117.170-0410.010 | Y=0550.010-0561.250 | tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Quốc lộ 1 đến Cầu
P=0967 | X=0117.170-0368.310 | Y=0561.530-0572.770 | Bình Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0967 | X=0098.210-0109.090 | Y=0569.410-0578.730 | 46
P=0967 | X=0452.330-0468.500 | Y=0569.410-0578.730 | 180
P=0967 | X=0506.350-0522.520 | Y=0569.410-0578.730 | 110
P=0967 | X=0117.170-0402.530 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0967 | X=0117.170-0340.360 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0967 | X=0117.170-0402.330 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0967 | X=0117.170-0404.420 | Y=0625.870-0637.110 | Đường Làng Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ
P=0967 | X=0117.170-0393.750 | Y=0637.390-0648.630 | Quốc lộ 1 đến Cầu Bình Hòa có hiện trạng là đường nhựa, bê
P=0967 | X=0098.210-0177.330 | Y=0648.910-0660.350 | 47 tông xi măng:
P=0967 | X=0452.330-0468.500 | Y=0651.030-0660.350 | 350
P=0967 | X=0506.350-0522.520 | Y=0651.030-0660.350 | 200
P=0967 | X=0117.170-0347.560 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0967 | X=0117.170-0394.140 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0967 | X=0098.210-0402.460 | Y=0701.730-0712.970 | 48 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0967 | X=0452.330-0468.500 | Y=0703.620-0712.940 | 260
P=0967 | X=0506.350-0522.520 | Y=0703.620-0712.940 | 150
P=0968 | X=0117.170-0404.320 | Y=0072.500-0083.740 | Đường Làng Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ
P=0968 | X=0117.170-0413.500 | Y=0084.020-0095.260 | Quốc lộ 1 đến Cầu Bình Hòa có hiện trạng là đường nhựa, bê tông
P=0968 | X=0117.170-0154.780 | Y=0095.540-0106.780 | xi măng:
P=0968 | X=0117.170-0348.040 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0968 | X=0117.170-0404.530 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0968 | X=0117.170-0177.810 | Y=0142.130-0153.370 | đến ≤1.000m.
P=0968 | X=0117.170-0339.880 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0968 | X=0117.170-0402.420 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0968 | X=0117.170-0404.420 | Y=0188.690-0199.930 | Đường Làng Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ
P=0968 | X=0117.170-0393.750 | Y=0200.230-0211.470 | Quốc lộ 1 đến Cầu Bình Hòa có hiện trạng là đường nhựa, bê
P=0968 | X=0098.210-0177.330 | Y=0211.750-0223.190 | 49 tông xi măng:
P=0968 | X=0452.330-0468.500 | Y=0213.870-0223.190 | 180
P=0968 | X=0506.350-0522.520 | Y=0213.870-0223.190 | 110
P=0968 | X=0117.170-0402.530 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0968 | X=0117.170-0340.360 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0968 | X=0117.170-0211.270 | Y=0264.550-0275.790 | Đường Làng Dân tộc
P=0968 | X=0327.960-0409.950 | Y=0264.550-0275.790 | Ranh thửa 176, tờ
P=0968 | X=0098.210-0220.950 | Y=0276.070-0287.310 | 50 Chơro ấp Bình Hòa (xã
P=0968 | X=0235.300-0297.790 | Y=0276.070-0287.310 | Cầu Bình Hòa
P=0968 | X=0327.960-0394.780 | Y=0276.070-0287.310 | BĐĐC số 8, xã
P=0968 | X=0452.330-0468.500 | Y=0277.950-0287.270 | 530
P=0968 | X=0506.350-0522.520 | Y=0277.950-0287.270 | 330
P=0968 | X=0117.170-0162.770 | Y=0289.500-0298.820 | Xuân Phú)
P=0968 | X=0327.960-0371.250 | Y=0289.500-0298.820 | Xuân Phú
P=0968 | X=0117.170-0411.460 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng Dân
P=0968 | X=0117.170-0408.790 | Y=0316.900-0328.140 | tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Cầu Bình Hòa đến
P=0968 | X=0117.170-0387.710 | Y=0328.420-0339.660 | Ranh thửa 176, tờ BĐĐC số 8, xã Xuân Phú có hiện trạng là
P=0968 | X=0098.210-0252.920 | Y=0339.700-0351.140 | 51 đường nhựa, bê tông xi măng:
P=0968 | X=0452.330-0468.500 | Y=0341.820-0351.140 | 350
P=0968 | X=0506.350-0522.520 | Y=0341.820-0351.140 | 200
P=0968 | X=0117.170-0347.560 | Y=0357.220-0368.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0968 | X=0117.170-0394.140 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0968 | X=0117.170-0411.600 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng Dân
P=0968 | X=0117.170-0408.940 | Y=0404.040-0415.280 | tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Cầu Bình Hòa đến
P=0968 | X=0117.170-0385.390 | Y=0415.560-0426.800 | Ranh thửa 176, tờ BĐĐC số 8, xã Xuân Phú có hiện trạng là
P=0968 | X=0117.170-0252.510 | Y=0427.080-0438.320 | đường nhựa, bê tông xi măng:
P=0968 | X=0098.210-0348.040 | Y=0443.600-0455.840 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0968 | X=0452.330-0468.500 | Y=0443.600-0452.920 | 260
P=0968 | X=0506.350-0522.520 | Y=0443.600-0452.920 | 150
P=0968 | X=0117.170-0404.530 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0968 | X=0117.170-0177.810 | Y=0473.660-0484.900 | đến ≤1.000m.
P=0968 | X=0117.170-0339.880 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0968 | X=0117.170-0411.460 | Y=0508.940-0520.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng Dân
P=0968 | X=0117.170-0408.790 | Y=0520.220-0531.460 | tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Cầu Bình Hòa đến
P=0968 | X=0117.170-0387.800 | Y=0531.740-0542.980 | Ranh thửa 176, tờ BĐĐC số 8, xã Xuân Phú có hiện trạng là
P=0968 | X=0098.210-0252.920 | Y=0543.290-0554.730 | 53 đường nhựa, bê tông xi măng:
P=0968 | X=0452.330-0468.500 | Y=0545.410-0554.730 | 180
P=0968 | X=0506.350-0522.520 | Y=0545.410-0554.730 | 110
P=0968 | X=0117.170-0402.530 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0968 | X=0117.170-0340.360 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông >200m.
