TABLE=009 | AREA=Phường Phước Tân | SECTION=agricultural | SEGMENTS=1
P=0321 | X=0113.810-0391.000 | Y=0597.770-0609.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0321 | X=0113.810-0399.070 | Y=0615.770-0627.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0321 | X=0113.810-0393.590 | Y=0627.310-0638.550 | Đường kết nối khu công nghiệp Giang Điền đoạn từ Đường Võ
P=0321 | X=0113.810-0370.030 | Y=0638.830-0650.070 | Nguyên Giáp đến hết ranh phường Phước Tân, giáp ranh
P=0321 | X=0113.810-0384.440 | Y=0650.350-0661.590 | phường Tam Phước có hiện trạng là đường nhựa, bê tông xi
P=0321 | X=0093.140-0141.810 | Y=0661.870-0673.310 | 118 măng:
P=0321 | X=0445.850-0462.490 | Y=0663.990-0673.310 | 560
P=0321 | X=0505.390-0522.030 | Y=0663.990-0673.310 | 380
P=0321 | X=0113.810-0336.980 | Y=0679.390-0690.630 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0321 | X=0113.810-0400.700 | Y=0696.910-0708.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0321 | X=0113.810-0166.770 | Y=0708.450-0719.690 | đến ≤600m.
P=0322 | X=0113.810-0336.980 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0322 | X=0113.810-0399.100 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0322 | X=0113.810-0393.590 | Y=0108.260-0119.500 | Đường kết nối khu công nghiệp Giang Điền đoạn từ Đường Võ
P=0322 | X=0113.810-0371.470 | Y=0119.810-0131.050 | Nguyên Giáp đến Hết ranh phường Phước Tân, giáp ranh
P=0322 | X=0113.810-0384.440 | Y=0131.330-0142.570 | phường Tam Phước có hiện trạng là đường nhựa, bê tông xi
P=0322 | X=0093.140-0109.780 | Y=0139.210-0148.530 | 119
P=0322 | X=0445.850-0462.490 | Y=0139.210-0148.530 | 460
P=0322 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 310
P=0322 | X=0113.810-0141.810 | Y=0142.850-0154.090 | măng:
P=0322 | X=0113.810-0391.240 | Y=0160.370-0171.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0322 | X=0113.810-0340.100 | Y=0177.650-0188.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0322 | X=0296.760-0399.670 | Y=0195.650-0206.890 | Hết ranh thửa đất số 6,
P=0322 | X=0296.760-0397.420 | Y=0207.190-0218.430 | tờ BĐĐC số 31 về bên
P=0322 | X=0113.810-0194.560 | Y=0218.710-0229.950 | Đường Chu Mạnh
P=0322 | X=0205.510-0392.140 | Y=0218.710-0229.950 | Đường Đinh Quang phải và hết ranh thửa
P=0322 | X=0093.140-0109.780 | Y=0226.350-0235.670 | 120
P=0322 | X=0437.690-0462.740 | Y=0226.350-0235.670 | 1.000
P=0322 | X=0505.390-0522.030 | Y=0226.350-0235.670 | 630
P=0322 | X=0296.760-0391.670 | Y=0230.230-0241.470 | đất số 3, tờ BĐĐC số
P=0322 | X=0113.810-0136.910 | Y=0232.110-0241.430 | Trinh
P=0322 | X=0205.510-0217.830 | Y=0232.110-0241.430 | Ân
P=0322 | X=0296.760-0398.620 | Y=0241.750-0252.990 | 32 về bên trái, phường
P=0322 | X=0296.760-0347.480 | Y=0253.270-0264.510 | Phước Tân
P=0322 | X=0113.810-0383.250 | Y=0271.270-0282.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=0322 | X=0113.810-0389.740 | Y=0282.820-0294.060 | Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến hết ranh thửa
P=0322 | X=0113.810-0394.390 | Y=0294.340-0305.580 | đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh thửa đất số 3,
P=0322 | X=0113.810-0396.930 | Y=0305.860-0317.100 | tờ BĐĐC số 32 về bên trái, phường Phước Tân có hiện trạng là
P=0322 | X=0093.140-0109.780 | Y=0313.740-0323.060 | 121
P=0322 | X=0445.850-0462.490 | Y=0313.740-0323.060 | 660
P=0322 | X=0505.390-0522.030 | Y=0313.740-0323.060 | 440
P=0322 | X=0113.810-0249.580 | Y=0317.380-0328.620 | đường nhựa, bê tông xi măng:
P=0322 | X=0113.810-0336.720 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0322 | X=0113.810-0391.000 | Y=0352.180-0363.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0322 | X=0113.810-0383.250 | Y=0370.200-0381.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=0322 | X=0113.810-0391.420 | Y=0381.720-0392.960 | Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến Hết ranh thửa
P=0322 | X=0113.810-0394.390 | Y=0393.240-0404.480 | đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh thửa đất số 3,
P=0322 | X=0113.810-0396.930 | Y=0404.760-0416.000 | tờ BĐĐC số 32 về bên trái, phường Phước Tân có hiện trạng là
P=0322 | X=0113.810-0249.580 | Y=0416.280-0427.520 | đường nhựa, bê tông xi măng:
P=0322 | X=0093.140-0109.780 | Y=0427.280-0436.600 | 122
P=0322 | X=0445.850-0462.490 | Y=0427.280-0436.600 | 560
P=0322 | X=0505.390-0522.030 | Y=0427.280-0436.600 | 380
P=0322 | X=0113.810-0336.980 | Y=0433.800-0445.040 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0322 | X=0113.810-0400.700 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0322 | X=0113.810-0166.770 | Y=0462.860-0474.100 | đến ≤600m.
P=0322 | X=0113.810-0336.980 | Y=0480.380-0491.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0322 | X=0113.810-0383.250 | Y=0498.380-0509.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu
P=0322 | X=0113.810-0389.740 | Y=0509.900-0521.140 | Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến hết ranh thửa
P=0322 | X=0113.810-0394.390 | Y=0521.420-0532.660 | đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh thửa đất số 3,
P=0322 | X=0113.810-0396.930 | Y=0532.970-0544.210 | tờ BĐĐC số 32 về bên trái, phường Phước Tân có hiện trạng là
P=0322 | X=0093.140-0109.780 | Y=0540.850-0550.170 | 123
P=0322 | X=0445.850-0462.490 | Y=0540.850-0550.170 | 460
P=0322 | X=0505.390-0522.030 | Y=0540.850-0550.170 | 310
P=0322 | X=0113.810-0249.580 | Y=0544.250-0555.490 | đường nhựa, bê tông xi măng:
P=0322 | X=0113.810-0391.240 | Y=0561.770-0573.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0322 | X=0113.810-0337.450 | Y=0579.290-0590.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0322 | X=0113.810-0399.070 | Y=0597.290-0608.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0322 | X=0113.810-0400.630 | Y=0608.810-0620.050 | Đường Chu Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến Hết
P=0322 | X=0113.810-0399.580 | Y=0620.350-0631.590 | ranh thửa đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh thửa
P=0322 | X=0113.810-0401.750 | Y=0631.870-0643.110 | đất số 3, tờ BĐĐC số 32 về bên trái, phường Phước Tân có hiện
P=0322 | X=0093.140-0109.780 | Y=0639.750-0649.070 | 124
P=0322 | X=0445.850-0462.490 | Y=0639.750-0649.070 | 660
P=0322 | X=0505.390-0522.030 | Y=0639.750-0649.070 | 440
P=0322 | X=0113.810-0285.590 | Y=0643.390-0654.630 | trạng là đường nhựa, bê tông xi măng:
P=0322 | X=0113.810-0336.720 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0322 | X=0113.810-0391.000 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0322 | X=0113.810-0399.070 | Y=0696.430-0707.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0322 | X=0093.140-0109.780 | Y=0704.100-0713.420 | 125
P=0322 | X=0445.850-0462.490 | Y=0704.100-0713.420 | 560
P=0322 | X=0505.390-0522.030 | Y=0704.100-0713.420 | 380
P=0322 | X=0113.810-0400.630 | Y=0707.970-0719.210 | Đường Chu Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến Hết
P=0323 | X=0113.810-0399.580 | Y=0072.740-0083.980 | ranh thửa đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh thửa
P=0323 | X=0113.810-0401.750 | Y=0084.260-0095.500 | đất số 3, tờ BĐĐC số 32 về bên trái, phường Phước Tân có hiện
P=0323 | X=0113.810-0285.590 | Y=0095.780-0107.020 | trạng là đường nhựa, bê tông xi măng:
P=0323 | X=0113.810-0336.980 | Y=0113.300-0124.540 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0323 | X=0113.810-0400.700 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0323 | X=0113.810-0166.770 | Y=0142.370-0153.610 | đến ≤600m.
P=0323 | X=0113.810-0336.980 | Y=0159.650-0170.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0323 | X=0113.810-0399.070 | Y=0177.650-0188.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0323 | X=0113.810-0400.630 | Y=0189.170-0200.410 | Đường Chu Mạnh Trinh đoạn từ Đường Đinh Quang Ân đến Hết
P=0323 | X=0113.810-0399.580 | Y=0200.710-0211.950 | ranh thửa đất số 6, tờ BĐĐC số 31 về bên phải và hết ranh thửa
P=0323 | X=0113.810-0401.750 | Y=0212.230-0223.470 | đất số 3, tờ BĐĐC số 32 về bên trái, phường Phước Tân có hiện
P=0323 | X=0093.140-0109.780 | Y=0220.110-0229.430 | 126
P=0323 | X=0445.850-0462.490 | Y=0220.110-0229.430 | 460
P=0323 | X=0505.390-0522.030 | Y=0220.110-0229.430 | 310
P=0323 | X=0113.810-0285.590 | Y=0223.750-0234.990 | trạng là đường nhựa, bê tông xi măng:
P=0323 | X=0113.810-0391.240 | Y=0241.270-0252.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0323 | X=0113.810-0340.100 | Y=0258.790-0270.030 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0323 | X=0296.760-0392.860 | Y=0276.790-0288.030 | Hết ranh giới phường
P=0323 | X=0093.140-0254.100 | Y=0282.580-0293.820 | 127 Đường Bùi Văn Hòa Quốc lộ 51
P=0323 | X=0437.690-0462.740 | Y=0284.460-0293.780 | 1.000
P=0323 | X=0505.390-0522.030 | Y=0284.460-0293.780 | 630
P=0323 | X=0296.760-0347.480 | Y=0288.340-0299.580 | Phước Tân
P=0323 | X=0113.810-0400.030 | Y=0306.340-0317.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn
P=0323 | X=0113.810-0392.380 | Y=0317.860-0329.100 | Hóa đoạn từ Quốc lộ 51 đến Hết ranh giới phường Phước Tân
P=0323 | X=0113.810-0320.660 | Y=0329.380-0340.620 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0323 | X=0093.140-0109.780 | Y=0337.260-0346.580 | 128
P=0323 | X=0445.850-0462.490 | Y=0337.260-0346.580 | 660
P=0323 | X=0505.390-0522.030 | Y=0337.260-0346.580 | 440
P=0323 | X=0113.810-0336.720 | Y=0346.900-0358.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0323 | X=0113.810-0391.000 | Y=0364.180-0375.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0323 | X=0113.810-0400.030 | Y=0382.200-0393.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn
P=0323 | X=0113.810-0392.380 | Y=0393.720-0404.960 | Hòa đoạn từ Quốc lộ 51 đến Hết ranh giới phường Phước Tân
P=0323 | X=0113.810-0320.660 | Y=0405.240-0416.480 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0323 | X=0093.140-0336.980 | Y=0422.760-0437.080 | 129 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0323 | X=0445.850-0462.490 | Y=0427.760-0437.080 | 560
P=0323 | X=0505.390-0522.030 | Y=0427.760-0437.080 | 380
P=0323 | X=0113.810-0400.710 | Y=0440.280-0451.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0323 | X=0113.810-0166.770 | Y=0451.820-0463.060 | đến ≤600m.
P=0323 | X=0113.810-0336.980 | Y=0469.340-0480.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0323 | X=0113.810-0400.030 | Y=0487.340-0498.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn
P=0323 | X=0113.810-0392.380 | Y=0498.860-0510.100 | Hòa đoạn từ Quốc lộ 51 đến Hết ranh giới phường Phước Tân
P=0323 | X=0113.810-0320.660 | Y=0510.380-0521.620 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0323 | X=0093.140-0109.780 | Y=0518.260-0527.580 | 130
P=0323 | X=0445.850-0462.490 | Y=0518.260-0527.580 | 460
P=0323 | X=0505.390-0522.030 | Y=0518.260-0527.580 | 310
P=0323 | X=0113.810-0391.260 | Y=0527.900-0539.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0323 | X=0113.810-0337.450 | Y=0545.450-0556.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0323 | X=0113.810-0399.070 | Y=0563.450-0574.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0323 | X=0113.810-0371.250 | Y=0574.970-0586.210 | Đường Bùi Văn Hòa đoạn từ Quốc lộ 51 đến hết ranh giới
P=0323 | X=0113.810-0381.560 | Y=0586.250-0597.490 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0323 | X=0093.140-0141.810 | Y=0597.770-0609.210 | 131 măng:
P=0323 | X=0445.850-0462.490 | Y=0599.890-0609.210 | 660
P=0323 | X=0505.390-0522.030 | Y=0599.890-0609.210 | 440
P=0323 | X=0113.810-0336.720 | Y=0615.290-0626.530 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0323 | X=0113.810-0391.000 | Y=0632.830-0644.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0323 | X=0113.810-0399.070 | Y=0650.830-0662.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0323 | X=0113.810-0372.700 | Y=0662.350-0673.590 | Đường Bùi Văn Hòa đoạn từ Quốc lộ 51 đến Hết ranh giới
P=0323 | X=0093.140-0381.560 | Y=0673.870-0687.950 | 132 phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0323 | X=0445.850-0462.490 | Y=0678.630-0687.950 | 560
P=0323 | X=0505.390-0522.030 | Y=0678.630-0687.950 | 380
P=0323 | X=0113.810-0141.810 | Y=0685.390-0696.630 | măng:
P=0323 | X=0113.810-0336.980 | Y=0702.930-0714.170 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0324 | X=0113.810-0400.700 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0324 | X=0113.810-0166.770 | Y=0090.260-0101.500 | đến ≤600m.
P=0324 | X=0113.810-0336.980 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0324 | X=0113.810-0399.070 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0324 | X=0113.810-0372.690 | Y=0137.330-0148.570 | Đường Bùi Văn Hòa đoạn từ Quốc lộ 51 đến Hết ranh giới
P=0324 | X=0113.810-0381.560 | Y=0148.850-0160.090 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0324 | X=0093.140-0141.810 | Y=0160.370-0171.810 | 133 măng:
P=0324 | X=0445.850-0462.490 | Y=0162.490-0171.810 | 460
P=0324 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 310
P=0324 | X=0113.810-0391.240 | Y=0177.650-0188.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0324 | X=0113.810-0340.100 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0324 | X=0113.810-0281.950 | Y=0213.190-0224.430 | Đường Phan Đăng Hết ranh phường
P=0324 | X=0093.140-0109.780 | Y=0220.830-0230.150 | 134
P=0324 | X=0296.280-0338.600 | Y=0220.830-0230.150 | Giáp suối
P=0324 | X=0437.690-0462.740 | Y=0220.830-0230.150 | 1.000
P=0324 | X=0505.390-0522.030 | Y=0220.830-0230.150 | 630
P=0324 | X=0113.810-0131.680 | Y=0224.710-0235.950 | Lưu
P=0324 | X=0205.030-0250.710 | Y=0226.590-0235.910 | Long Bình
P=0324 | X=0113.810-0388.290 | Y=0242.710-0253.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0324 | X=0113.810-0401.240 | Y=0254.230-0265.470 | Đăng Lưu đoạn từ Hết ranh phường Long Bình đến Giáp suối có
P=0324 | X=0113.810-0307.460 | Y=0265.750-0276.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=0324 | X=0093.140-0109.780 | Y=0273.630-0282.950 | 135
P=0324 | X=0445.850-0462.490 | Y=0273.630-0282.950 | 660
P=0324 | X=0505.390-0522.030 | Y=0273.630-0282.950 | 440
P=0324 | X=0113.810-0336.720 | Y=0283.300-0294.540 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0324 | X=0113.810-0391.000 | Y=0300.820-0312.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0324 | X=0113.810-0386.850 | Y=0318.820-0330.060 | Các tuyến đường giao thông đấu nối trực tiếp ra đường Phan
P=0324 | X=0113.810-0401.240 | Y=0330.340-0341.580 | Đăng Lưu đoạn từ Hết ranh phường Long Bình đến Giáp suối có
P=0324 | X=0113.810-0307.420 | Y=0341.860-0353.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0324 | X=0093.140-0336.980 | Y=0359.380-0373.460 | 136 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0324 | X=0445.850-0462.490 | Y=0364.140-0373.460 | 560
P=0324 | X=0505.390-0522.030 | Y=0364.140-0373.460 | 380
P=0324 | X=0113.810-0400.700 | Y=0376.920-0388.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0324 | X=0113.810-0166.770 | Y=0388.200-0399.440 | đến ≤600m.
P=0324 | X=0113.810-0336.980 | Y=0405.720-0416.960 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0324 | X=0113.810-0386.850 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra đường Phan
P=0324 | X=0113.810-0401.240 | Y=0435.240-0446.480 | Đăng Lưu đoạn từ Hết ranh phường Long Bình đến Giáp suối có
P=0324 | X=0113.810-0307.420 | Y=0446.760-0458.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0324 | X=0093.140-0109.780 | Y=0454.660-0463.980 | 137
P=0324 | X=0445.850-0462.490 | Y=0454.660-0463.980 | 460
P=0324 | X=0505.390-0522.030 | Y=0454.660-0463.980 | 310
P=0324 | X=0113.810-0391.240 | Y=0464.300-0475.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0324 | X=0113.810-0337.450 | Y=0481.820-0493.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0324 | X=0113.810-0399.070 | Y=0499.820-0511.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0324 | X=0113.810-0401.990 | Y=0511.340-0522.580 | đường Phan Đăng Lưu đoạn từ Hết ranh phường Long Bình đến
P=0324 | X=0113.810-0365.530 | Y=0522.860-0534.100 | Giáp suối có hiện trạng là đường nhựa, bê tông xi măng:
P=0324 | X=0093.140-0109.780 | Y=0530.740-0540.060 | 138
P=0324 | X=0445.850-0462.490 | Y=0530.740-0540.060 | 660
P=0324 | X=0505.390-0522.030 | Y=0530.740-0540.060 | 440
P=0324 | X=0113.810-0336.720 | Y=0540.410-0551.650 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0324 | X=0113.810-0391.020 | Y=0557.930-0569.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0324 | X=0113.810-0399.070 | Y=0575.930-0587.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0324 | X=0113.810-0400.310 | Y=0587.450-0598.690 | đường Phan Đăng Lưu đoạn từ hết ranh phường Long Bình đến
P=0324 | X=0113.810-0365.530 | Y=0598.970-0610.210 | Giáp suối có hiện trạng là đường nhựa, bê tông xi măng:
P=0324 | X=0093.140-0336.980 | Y=0616.270-0630.590 | 139 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0324 | X=0445.850-0462.490 | Y=0621.270-0630.590 | 560
P=0324 | X=0505.390-0522.030 | Y=0621.270-0630.590 | 380
P=0324 | X=0113.810-0400.700 | Y=0633.790-0645.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0324 | X=0113.810-0166.770 | Y=0645.310-0656.550 | đến ≤600m.
P=0324 | X=0113.810-0336.980 | Y=0662.830-0674.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0324 | X=0113.810-0399.070 | Y=0680.830-0692.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0324 | X=0093.140-0401.990 | Y=0692.350-0703.590 | 140 đường Phan Đăng Lưu đoạn từ Hết ranh phường Long Bình đến
P=0324 | X=0445.850-0462.490 | Y=0694.230-0703.550 | 460
P=0324 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 310
P=0324 | X=0113.810-0365.530 | Y=0703.890-0715.130 | Giáp suối có hiện trạng là đường nhựa, bê tông xi măng:
P=0325 | X=0113.810-0391.240 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0325 | X=0113.810-0340.100 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông > 200m.
