TABLE=051 | AREA=Xã Phú Lâm | SECTION=agricultural | SEGMENTS=1
P=1716 | X=0099.650-0110.770 | Y=0627.030-0636.350 | 28
P=1716 | X=0448.010-0459.130 | Y=0627.030-0636.350 | 70
P=1716 | X=0511.150-0522.270 | Y=0627.030-0636.350 | 60
P=1716 | X=0120.530-0361.640 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1716 | X=0120.530-0162.670 | Y=0650.070-0659.390 | >1.000m.
P=1716 | X=0120.530-0344.170 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1716 | X=0204.550-0386.810 | Y=0683.470-0694.710 | Ngã tư Cây Dừa (xã Hẻm SONY (xã Phú
P=1716 | X=0099.650-0169.090 | Y=0691.110-0700.430 | 29 Quốc lộ 20
P=1716 | X=0442.250-0458.890 | Y=0691.110-0700.430 | 370
P=1716 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 300
P=1716 | X=0204.550-0248.210 | Y=0696.630-0705.950 | Phú Lâm)
P=1716 | X=0297.240-0320.270 | Y=0696.630-0705.950 | Lâm)
P=1717 | X=0120.530-0385.660 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1717 | X=0120.530-0385.360 | Y=0090.020-0101.260 | đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY (xã
P=1717 | X=0120.530-0373.450 | Y=0101.540-0112.780 | Phú Lâm) có hiện trạng là đường nhựa, bê tông xi măng:
P=1717 | X=0099.650-0110.770 | Y=0115.180-0124.500 | 30
P=1717 | X=0442.250-0458.890 | Y=0115.180-0124.500 | 160
P=1717 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 130
P=1717 | X=0120.530-0351.610 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1717 | X=0120.530-0361.640 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1717 | X=0120.530-0154.050 | Y=0148.130-0159.370 | ≤500m.
P=1717 | X=0120.530-0385.660 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1717 | X=0120.530-0385.430 | Y=0177.170-0188.410 | đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY (xã
P=1717 | X=0120.530-0373.450 | Y=0188.690-0199.930 | Phú Lâm) có hiện trạng là đường nhựa, bê tông xi măng:
P=1717 | X=0099.650-0352.080 | Y=0206.230-0220.550 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1717 | X=0442.250-0458.890 | Y=0211.230-0220.550 | 130
P=1717 | X=0505.390-0522.030 | Y=0211.230-0220.550 | 100
P=1717 | X=0120.530-0373.840 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1717 | X=0120.530-0215.500 | Y=0235.270-0246.510 | >500m đến ≤1.000m.
P=1717 | X=0120.530-0343.700 | Y=0252.790-0264.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1717 | X=0120.530-0385.660 | Y=0270.550-0281.790 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1717 | X=0120.530-0385.360 | Y=0282.100-0293.340 | đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến Hẻm SONY (xã
P=1717 | X=0120.530-0373.450 | Y=0293.620-0304.860 | Phú Lâm) có hiện trạng là đường nhựa, bê tông xi măng:
P=1717 | X=0099.650-0110.770 | Y=0307.260-0316.580 | 32
P=1717 | X=0448.010-0459.130 | Y=0307.260-0316.580 | 70
P=1717 | X=0511.150-0522.270 | Y=0307.260-0316.580 | 60
P=1717 | X=0120.530-0361.640 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1717 | X=0120.530-0162.670 | Y=0324.540-0333.860 | >1.000m.
P=1717 | X=0120.530-0344.170 | Y=0339.940-0351.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1717 | X=0120.530-0394.040 | Y=0357.700-0368.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1717 | X=0120.530-0376.300 | Y=0369.240-0380.480 | ra Quốc lộ 20 đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến
P=1717 | X=0120.530-0382.540 | Y=0380.760-0392.000 | Hẻm SONY (xã Phú Lâm) có hiện trạng là đường nhựa, bê
P=1717 | X=0120.530-0180.690 | Y=0392.280-0403.520 | tông xi măng:
P=1717 | X=0099.650-0110.770 | Y=0400.160-0409.480 | 33
P=1717 | X=0442.250-0458.890 | Y=0400.160-0409.480 | 160
P=1717 | X=0505.390-0522.030 | Y=0400.160-0409.480 | 130
P=1717 | X=0120.530-0351.610 | Y=0409.800-0421.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1717 | X=0120.530-0361.640 | Y=0427.320-0438.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1717 | X=0120.530-0154.050 | Y=0438.840-0450.080 | ≤500m.
P=1717 | X=0120.530-0394.040 | Y=0456.620-0467.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1717 | X=0120.530-0376.300 | Y=0468.140-0479.380 | ra Quốc lộ 20 đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến
P=1717 | X=0120.530-0382.540 | Y=0479.660-0490.900 | Hẻm SONY (xã Phú Lâm) có hiện trạng là đường nhựa, bê
P=1717 | X=0120.530-0180.690 | Y=0491.180-0502.420 | tông xi măng:
P=1717 | X=0099.650-0352.080 | Y=0507.700-0519.700 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1717 | X=0442.250-0458.890 | Y=0507.700-0517.020 | 130
P=1717 | X=0505.390-0522.030 | Y=0507.700-0517.020 | 100
P=1717 | X=0120.530-0373.840 | Y=0525.980-0537.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1717 | X=0120.530-0215.500 | Y=0537.530-0548.770 | >500m đến ≤1.000m.
P=1717 | X=0120.530-0343.700 | Y=0555.050-0566.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1717 | X=0120.530-0394.040 | Y=0572.810-0584.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1717 | X=0120.530-0376.300 | Y=0584.330-0595.570 | ra Quốc lộ 20 đoạn từ Ngã tư Cây Dừa (xã Phú Lâm) đến
P=1717 | X=0120.530-0382.540 | Y=0595.850-0607.090 | Hẻm SONY (xã Phú Lâm) có hiện trạng là đường nhựa, bê
P=1717 | X=0120.530-0180.690 | Y=0607.370-0618.610 | tông xi măng:
P=1717 | X=0099.650-0110.770 | Y=0615.250-0624.570 | 35
P=1717 | X=0448.010-0459.130 | Y=0615.250-0624.570 | 70
P=1717 | X=0511.150-0522.270 | Y=0615.250-0624.570 | 60
P=1717 | X=0120.530-0361.640 | Y=0624.910-0636.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1717 | X=0120.530-0162.670 | Y=0638.310-0647.630 | >1.000m.
P=1717 | X=0120.530-0344.170 | Y=0653.950-0665.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1717 | X=0204.550-0294.120 | Y=0673.590-0682.910 | Hẻm SONY (xã Phú
P=1717 | X=0297.240-0370.270 | Y=0677.470-0688.710 | Đường Phú Yên
P=1717 | X=0099.650-0169.090 | Y=0679.350-0688.670 | 36 Quốc lộ 20
P=1717 | X=0442.250-0458.890 | Y=0679.350-0688.670 | 370
P=1717 | X=0505.390-0522.030 | Y=0679.350-0688.670 | 300
P=1717 | X=0204.550-0227.580 | Y=0685.110-0694.430 | Lâm)
P=1717 | X=0099.650-0385.660 | Y=0700.770-0712.010 | 37 Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1717 | X=0442.250-0458.890 | Y=0702.660-0711.980 | 160
P=1717 | X=0505.390-0522.030 | Y=0702.660-0711.980 | 130
P=1718 | X=0120.530-0381.310 | Y=0072.500-0083.740 | đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên có
P=1718 | X=0120.530-0314.170 | Y=0084.020-0095.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0120.530-0351.610 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1718 | X=0120.530-0361.640 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1718 | X=0120.530-0154.050 | Y=0130.610-0141.850 | ≤500m.
P=1718 | X=0120.530-0385.660 | Y=0148.370-0159.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1718 | X=0120.530-0381.310 | Y=0159.650-0170.890 | đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên có
P=1718 | X=0120.530-0314.170 | Y=0171.170-0182.410 | hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0099.650-0352.080 | Y=0188.690-0203.010 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1718 | X=0442.250-0458.890 | Y=0193.690-0203.010 | 130
P=1718 | X=0505.390-0522.030 | Y=0193.690-0203.010 | 100
P=1718 | X=0120.530-0373.840 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1718 | X=0120.530-0215.500 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1718 | X=0120.530-0343.700 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1718 | X=0120.530-0385.660 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1718 | X=0120.530-0381.310 | Y=0264.550-0275.790 | đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường Phú Yên có
P=1718 | X=0120.530-0314.170 | Y=0276.070-0287.310 | hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0099.650-0110.770 | Y=0289.740-0299.060 | 39
P=1718 | X=0448.010-0459.130 | Y=0289.740-0299.060 | 70
P=1718 | X=0511.150-0522.270 | Y=0289.740-0299.060 | 60
P=1718 | X=0120.530-0361.640 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1718 | X=0120.530-0162.670 | Y=0307.020-0316.340 | >1.000m.
P=1718 | X=0120.530-0344.170 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1718 | X=0120.530-0394.040 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1718 | X=0120.530-0389.750 | Y=0351.700-0362.940 | ra Quốc lộ 20 đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường
P=1718 | X=0120.530-0368.410 | Y=0363.220-0374.460 | Phú Yên có hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0099.650-0110.770 | Y=0376.880-0386.200 | 40
P=1718 | X=0442.250-0458.890 | Y=0376.880-0386.200 | 160
P=1718 | X=0505.390-0522.030 | Y=0376.880-0386.200 | 130
P=1718 | X=0120.530-0351.610 | Y=0380.760-0392.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1718 | X=0120.530-0361.640 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1718 | X=0120.530-0154.050 | Y=0409.800-0421.040 | ≤500m.
P=1718 | X=0120.530-0394.040 | Y=0427.560-0438.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1718 | X=0120.530-0389.750 | Y=0439.080-0450.320 | ra Quốc lộ 20 đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường
P=1718 | X=0120.530-0368.410 | Y=0450.620-0461.860 | Phú Yên có hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0099.650-0352.080 | Y=0468.140-0482.220 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1718 | X=0442.250-0458.890 | Y=0472.900-0482.220 | 130
P=1718 | X=0505.390-0522.030 | Y=0472.900-0482.220 | 100
P=1718 | X=0120.530-0373.840 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1718 | X=0120.530-0215.500 | Y=0497.180-0508.420 | >500m đến ≤1.000m.
P=1718 | X=0120.530-0343.700 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1718 | X=0120.530-0394.040 | Y=0532.220-0543.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1718 | X=0120.530-0389.750 | Y=0543.770-0555.010 | ra Quốc lộ 20 đoạn từ Hẻm SONY (xã Phú Lâm) đến Đường
P=1718 | X=0120.530-0368.410 | Y=0555.290-0566.530 | Phú Yên có hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0099.650-0110.770 | Y=0568.930-0578.250 | 42
P=1718 | X=0448.010-0459.130 | Y=0568.930-0578.250 | 70
P=1718 | X=0511.150-0522.270 | Y=0568.930-0578.250 | 60
P=1718 | X=0120.530-0361.640 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1718 | X=0120.530-0162.670 | Y=0586.210-0595.530 | >1.000m.
P=1718 | X=0120.530-0344.200 | Y=0601.850-0613.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1718 | X=0204.550-0277.610 | Y=0619.630-0630.870 | Đường Phú Yên
P=1718 | X=0297.240-0389.020 | Y=0619.630-0630.870 | Đường Phú Thắng 2
P=1718 | X=0099.650-0169.090 | Y=0621.510-0630.830 | 43 Quốc lộ 20
P=1718 | X=0442.250-0458.890 | Y=0621.510-0630.830 | 370
P=1718 | X=0505.390-0522.030 | Y=0621.510-0630.830 | 300
P=1718 | X=0120.530-0385.660 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1718 | X=0120.530-0379.660 | Y=0648.910-0660.150 | đoạn từ Đường Phú Yên đến Đường Phú Thắng 2 có hiện
P=1718 | X=0120.530-0292.310 | Y=0660.430-0671.670 | trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0099.650-0110.770 | Y=0674.070-0683.390 | 44
P=1718 | X=0442.250-0458.890 | Y=0674.070-0683.390 | 160
P=1718 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 130
P=1718 | X=0120.530-0351.640 | Y=0677.950-0689.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1718 | X=0120.530-0361.640 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1718 | X=0120.530-0154.050 | Y=0706.770-0718.010 | ≤500m.
P=1719 | X=0120.530-0385.660 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1719 | X=0120.530-0379.660 | Y=0090.020-0101.260 | đoạn từ Đường Phú Yên đến Đường Phú Thắng 2 có hiện
P=1719 | X=0120.530-0292.310 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=1719 | X=0099.650-0352.080 | Y=0119.090-0133.170 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1719 | X=0442.250-0458.890 | Y=0123.850-0133.170 | 130
P=1719 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 100
P=1719 | X=0120.530-0373.840 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1719 | X=0120.530-0215.500 | Y=0148.130-0159.370 | >500m đến ≤1.000m.
P=1719 | X=0120.530-0343.700 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1719 | X=0120.530-0385.660 | Y=0183.170-0194.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1719 | X=0120.530-0379.670 | Y=0194.690-0205.930 | đoạn từ Đường Phú Yên đến Đường Phú Thắng 2 có hiện
P=1719 | X=0120.530-0292.310 | Y=0206.230-0217.470 | trạng là đường nhựa, bê tông xi măng:
P=1719 | X=0099.650-0110.770 | Y=0219.870-0229.190 | 46
P=1719 | X=0448.010-0459.130 | Y=0219.870-0229.190 | 70
P=1719 | X=0511.150-0522.270 | Y=0219.870-0229.190 | 60
P=1719 | X=0120.530-0361.640 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1719 | X=0120.530-0162.670 | Y=0237.150-0246.470 | >1.000m.
P=1719 | X=0120.530-0344.170 | Y=0252.790-0264.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1719 | X=0120.530-0394.040 | Y=0270.550-0281.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1719 | X=0120.530-0367.880 | Y=0282.100-0293.340 | ra Quốc lộ 20 đoạn từ Đường Phú Yên đến Đường Phú
P=1719 | X=0120.530-0366.730 | Y=0293.620-0304.860 | Thắng 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1719 | X=0099.650-0110.770 | Y=0307.260-0316.580 | 47
P=1719 | X=0442.250-0458.890 | Y=0307.260-0316.580 | 160
P=1719 | X=0505.390-0522.030 | Y=0307.260-0316.580 | 130
P=1719 | X=0120.530-0351.610 | Y=0311.140-0322.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1719 | X=0120.530-0361.640 | Y=0328.660-0339.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1719 | X=0120.530-0154.050 | Y=0339.940-0351.180 | ≤500m.
P=1719 | X=0120.530-0394.040 | Y=0357.700-0368.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1719 | X=0120.530-0367.880 | Y=0369.240-0380.480 | ra Quốc lộ 20 đoạn từ Đường Phú Yên đến Đường Phú
P=1719 | X=0120.530-0366.730 | Y=0380.760-0392.000 | Thắng 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1719 | X=0099.650-0352.080 | Y=0398.280-0412.600 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1719 | X=0442.250-0458.890 | Y=0403.280-0412.600 | 130
P=1719 | X=0505.390-0522.030 | Y=0403.280-0412.600 | 100
P=1719 | X=0120.530-0373.840 | Y=0415.800-0427.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1719 | X=0120.530-0215.500 | Y=0427.320-0438.560 | >500m đến ≤1.000m.
P=1719 | X=0120.530-0343.710 | Y=0444.840-0456.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1719 | X=0120.530-0394.040 | Y=0462.620-0473.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1719 | X=0120.530-0367.880 | Y=0474.140-0485.380 | ra Quốc lộ 20 đoạn từ Đường Phú Yên đến Đường Phú
P=1719 | X=0120.530-0366.730 | Y=0485.660-0496.900 | Thắng 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1719 | X=0099.650-0110.770 | Y=0499.300-0508.620 | 49
P=1719 | X=0448.010-0459.130 | Y=0499.300-0508.620 | 70
P=1719 | X=0511.150-0522.270 | Y=0499.300-0508.620 | 60
P=1719 | X=0120.530-0361.640 | Y=0503.180-0514.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1719 | X=0120.530-0162.670 | Y=0516.340-0525.660 | >1.000m.
P=1719 | X=0120.530-0344.170 | Y=0531.980-0543.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1719 | X=0204.550-0366.200 | Y=0549.770-0561.010 | Đường Phú Thắng 2 Đường Km 138
P=1719 | X=0099.650-0169.090 | Y=0551.650-0560.970 | 50 Quốc lộ 20
P=1719 | X=0442.250-0458.890 | Y=0551.650-0560.970 | 370
P=1719 | X=0505.390-0522.030 | Y=0551.650-0560.970 | 300
P=1719 | X=0120.530-0385.660 | Y=0567.530-0578.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1719 | X=0120.530-0375.580 | Y=0579.050-0590.290 | đoạn từ Đường Phú Thắng 2 đến Đường Km 138 có hiện
P=1719 | X=0120.530-0292.310 | Y=0590.570-0601.810 | trạng là đường nhựa, bê tông xi măng:
P=1719 | X=0099.650-0110.770 | Y=0604.210-0613.530 | 51
P=1719 | X=0442.250-0458.890 | Y=0604.210-0613.530 | 160
P=1719 | X=0505.390-0522.030 | Y=0604.210-0613.530 | 130
P=1719 | X=0120.530-0351.610 | Y=0608.090-0619.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1719 | X=0120.530-0361.640 | Y=0625.630-0636.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1719 | X=0120.530-0154.050 | Y=0637.150-0648.390 | ≤500m.
P=1719 | X=0120.530-0385.660 | Y=0654.910-0666.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1719 | X=0120.530-0375.580 | Y=0666.430-0677.670 | đoạn từ Đường Phú Thắng 2 đến Đường Km 138 có hiện
P=1719 | X=0099.650-0292.350 | Y=0676.950-0689.190 | 52 trạng là đường nhựa, bê tông xi măng:
P=1719 | X=0442.250-0458.890 | Y=0676.950-0686.270 | 130
P=1719 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 100
P=1719 | X=0120.530-0349.050 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m
P=1720 | X=0120.530-0373.840 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1720 | X=0120.530-0215.500 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1720 | X=0120.530-0343.700 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1720 | X=0120.530-0385.660 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 20
P=1720 | X=0120.530-0375.580 | Y=0136.850-0148.090 | đoạn từ Đường Phú Thắng 2 đến Đường Km 138 có hiện
P=1720 | X=0120.530-0292.310 | Y=0148.370-0159.610 | trạng là đường nhựa, bê tông xi măng:
P=1720 | X=0099.650-0110.770 | Y=0162.010-0171.330 | 53
P=1720 | X=0448.010-0459.130 | Y=0162.010-0171.330 | 70
P=1720 | X=0511.150-0522.270 | Y=0162.010-0171.330 | 60
P=1720 | X=0120.530-0361.640 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1720 | X=0120.530-0162.670 | Y=0179.050-0188.370 | >1.000m.
P=1720 | X=0120.530-0344.170 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1720 | X=0120.530-0394.040 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
