TABLE=010 | AREA=Phường Tam Phước | SECTION=agricultural | SEGMENTS=1
P=0328 | X=0113.330-0390.760 | Y=0685.870-0697.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0328 | X=0113.330-0339.620 | Y=0703.410-0714.650 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0329 | X=0221.110-0302.840 | Y=0078.740-0089.980 | Ranh giới phường
P=0329 | X=0313.560-0392.340 | Y=0084.500-0095.740 | Đường Hàm Nghi
P=0329 | X=0095.810-0161.890 | Y=0086.380-0095.700 | 29 Quốc lộ 51
P=0329 | X=0448.010-0473.060 | Y=0086.380-0095.700 | 1.000
P=0329 | X=0505.390-0522.030 | Y=0086.380-0095.700 | 630
P=0329 | X=0221.110-0271.860 | Y=0090.260-0101.500 | Phước Tân
P=0329 | X=0113.330-0415.850 | Y=0108.260-0119.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0329 | X=0113.330-0410.150 | Y=0119.810-0131.050 | Ranh giới phường Phước Tân đến Đường Hàm Nghi có hiện trạng
P=0329 | X=0113.330-0259.660 | Y=0131.330-0142.570 | là đường nhựa, bê tông xi măng:
P=0329 | X=0095.810-0106.930 | Y=0139.210-0148.530 | 30
P=0329 | X=0456.170-0472.810 | Y=0139.210-0148.530 | 660
P=0329 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 440
P=0329 | X=0113.330-0336.240 | Y=0148.850-0160.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0329 | X=0113.330-0390.520 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0329 | X=0113.330-0415.850 | Y=0184.370-0195.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0329 | X=0113.330-0410.150 | Y=0195.650-0206.890 | Ranh giới phường Phước Tân đến Đường Hàm Nghi có hiện trạng
P=0329 | X=0113.330-0259.660 | Y=0207.190-0218.430 | là đường nhựa, bê tông xi măng:
P=0329 | X=0095.810-0336.500 | Y=0224.710-0239.030 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0329 | X=0456.170-0472.810 | Y=0229.710-0239.030 | 560
P=0329 | X=0505.390-0522.030 | Y=0229.710-0239.030 | 380
P=0329 | X=0113.330-0400.220 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0329 | X=0113.330-0166.290 | Y=0253.750-0264.990 | đến ≤600m.
P=0329 | X=0113.330-0336.500 | Y=0271.270-0282.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0329 | X=0113.330-0415.850 | Y=0289.300-0300.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0329 | X=0113.330-0410.150 | Y=0300.820-0312.060 | Ranh giới phường Phước Tân đến Đường Hàm Nghi có hiện trạng
P=0329 | X=0113.330-0259.660 | Y=0312.340-0323.580 | là đường nhựa, bê tông xi măng:
P=0329 | X=0095.810-0106.930 | Y=0320.220-0329.540 | 32
P=0329 | X=0456.170-0472.810 | Y=0320.220-0329.540 | 460
P=0329 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 310
P=0329 | X=0113.330-0390.770 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0329 | X=0113.330-0336.970 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0329 | X=0113.330-0398.590 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0329 | X=0113.330-0414.380 | Y=0376.920-0388.160 | Quốc lộ 51 đoạn từ Ranh giới phường Phước Tân đến Đường Hàm
P=0329 | X=0113.330-0343.680 | Y=0388.200-0399.440 | Nghi có hiện trạng là đường nhựa, bê tông xi măng:
P=0329 | X=0095.810-0106.930 | Y=0396.080-0405.400 | 33
P=0329 | X=0456.170-0472.810 | Y=0396.080-0405.400 | 660
P=0329 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 440
P=0329 | X=0113.330-0336.240 | Y=0405.720-0416.960 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0329 | X=0113.330-0390.520 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0329 | X=0113.330-0398.590 | Y=0441.240-0452.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0329 | X=0113.330-0414.380 | Y=0452.780-0464.020 | Quốc lộ 51 đoạn từ Ranh giới phường Phước Tân đến Đường Hàm
P=0329 | X=0113.330-0343.680 | Y=0464.300-0475.540 | Nghi có hiện trạng là đường nhựa, bê tông xi măng:
P=0329 | X=0095.810-0336.500 | Y=0481.820-0496.140 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0329 | X=0456.170-0472.810 | Y=0486.820-0496.140 | 560
P=0329 | X=0505.390-0522.030 | Y=0486.820-0496.140 | 380
P=0329 | X=0113.330-0400.220 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0329 | X=0113.330-0166.290 | Y=0510.860-0522.100 | đến ≤600m.
P=0329 | X=0113.330-0336.500 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0329 | X=0113.330-0398.620 | Y=0546.410-0557.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0329 | X=0113.330-0414.380 | Y=0557.930-0569.170 | Quốc lộ 51 đoạn từ Ranh giới phường Phước Tân đến Đường Hàm
P=0329 | X=0113.330-0343.680 | Y=0569.450-0580.690 | Nghi có hiện trạng là đường nhựa, bê tông xi măng:
P=0329 | X=0095.810-0106.930 | Y=0577.330-0586.650 | 35
P=0329 | X=0456.170-0472.810 | Y=0577.330-0586.650 | 460
P=0329 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 310
P=0329 | X=0113.330-0390.760 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0329 | X=0113.330-0339.620 | Y=0604.250-0615.490 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0329 | X=0313.560-0408.220 | Y=0624.150-0633.470 | Giáp Trung tâm huấn
P=0329 | X=0221.110-0299.920 | Y=0633.790-0645.030 | Đường Hàm Nghi
P=0329 | X=0095.810-0161.890 | Y=0635.670-0644.990 | 36 Quốc lộ 51
P=0329 | X=0313.560-0402.940 | Y=0635.670-0644.990 | luyện chó nghiệp vụ
P=0329 | X=0448.010-0473.060 | Y=0635.670-0644.990 | 1.000
P=0329 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 630
P=0329 | X=0313.560-0374.870 | Y=0647.190-0656.510 | Quân Khuyển
P=0329 | X=0113.330-0415.850 | Y=0663.310-0674.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0329 | X=0113.330-0401.020 | Y=0674.830-0686.070 | Đường Hàm Nghi đến Giáp Trung tâm huấn luyện chó nghiệp vụ
P=0329 | X=0095.810-0384.300 | Y=0685.590-0697.590 | 37 Quân Khuyển có hiện trạng là đường nhựa, bê tông xi măng:
P=0329 | X=0456.170-0472.810 | Y=0685.590-0694.910 | 660
P=0329 | X=0505.390-0522.030 | Y=0685.590-0694.910 | 440
P=0329 | X=0113.330-0336.240 | Y=0703.890-0715.130 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0330 | X=0113.330-0390.520 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0330 | X=0113.330-0415.850 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0330 | X=0113.330-0401.020 | Y=0108.260-0119.500 | Đường Hàm Nghi đến Giáp Trung tâm huấn luyện chó nghiệp vụ
P=0330 | X=0113.330-0384.270 | Y=0119.810-0131.050 | Quân Khuyển có hiện trạng là đường nhựa, bê tông xi măng:
P=0330 | X=0095.810-0336.500 | Y=0137.330-0151.410 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0330 | X=0456.170-0472.810 | Y=0142.090-0151.410 | 560
P=0330 | X=0505.390-0522.030 | Y=0142.090-0151.410 | 380
P=0330 | X=0113.330-0400.220 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0330 | X=0113.330-0166.290 | Y=0166.370-0177.610 | đến ≤600m.
P=0330 | X=0113.330-0336.500 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0330 | X=0113.330-0415.850 | Y=0201.670-0212.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0330 | X=0113.330-0401.020 | Y=0213.190-0224.430 | Đường Hàm Nghi đến Giáp Trung tâm huấn luyện chó nghiệp vụ
P=0330 | X=0113.330-0384.270 | Y=0224.710-0235.950 | Quân Khuyển có hiện trạng là đường nhựa, bê tông xi măng:
P=0330 | X=0095.810-0106.930 | Y=0232.590-0241.910 | 39
P=0330 | X=0456.170-0472.810 | Y=0232.590-0241.910 | 460
P=0330 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 310
P=0330 | X=0113.330-0390.760 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0330 | X=0113.330-0337.000 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0330 | X=0113.330-0398.590 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0330 | X=0113.330-0397.420 | Y=0289.300-0300.540 | Quốc lộ 51 đoạn từ Đường Hàm Nghi đến Giáp Trung tâm huấn
P=0330 | X=0113.330-0413.020 | Y=0300.820-0312.060 | luyện chó nghiệp vụ Quân Khuyển có hiện trạng là đường nhựa, bê
P=0330 | X=0095.810-0173.490 | Y=0312.340-0323.780 | 40 tông xi măng:
P=0330 | X=0456.170-0472.810 | Y=0314.460-0323.780 | 660
P=0330 | X=0505.390-0522.030 | Y=0314.460-0323.780 | 440
P=0330 | X=0113.330-0336.270 | Y=0329.860-0341.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0330 | X=0113.330-0390.520 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0330 | X=0113.330-0398.590 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0330 | X=0113.330-0397.420 | Y=0376.920-0388.160 | Quốc lộ 51 đoạn từ Đường Hàm Nghi đến Giáp Trung tâm huấn
P=0330 | X=0113.330-0413.020 | Y=0388.200-0399.440 | luyện chó nghiệp vụ Quân Khuyển có hiện trạng là đường nhựa, bê
P=0330 | X=0113.330-0173.490 | Y=0399.720-0410.960 | tông xi măng:
P=0330 | X=0095.810-0336.500 | Y=0416.480-0428.480 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0330 | X=0456.170-0472.810 | Y=0416.480-0425.800 | 560
P=0330 | X=0505.390-0522.030 | Y=0416.480-0425.800 | 380
P=0330 | X=0113.330-0400.220 | Y=0434.760-0446.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0330 | X=0113.330-0166.290 | Y=0446.280-0457.520 | đến ≤600m.
P=0330 | X=0113.330-0336.500 | Y=0463.820-0475.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0330 | X=0113.330-0398.590 | Y=0481.820-0493.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0330 | X=0113.330-0397.420 | Y=0493.340-0504.580 | Quốc lộ 51 đoạn từ Đường Hàm Nghi đến Giáp Trung tâm huấn
P=0330 | X=0113.330-0413.020 | Y=0504.860-0516.100 | luyện chó nghiệp vụ Quân Khuyển có hiện trạng là đường nhựa, bê
P=0330 | X=0095.810-0173.490 | Y=0516.380-0527.820 | 42 tông xi măng:
P=0330 | X=0456.170-0472.810 | Y=0518.500-0527.820 | 460
P=0330 | X=0505.390-0522.030 | Y=0518.500-0527.820 | 310
P=0330 | X=0113.330-0390.760 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0330 | X=0113.330-0339.620 | Y=0551.450-0562.690 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0330 | X=0221.110-0290.680 | Y=0571.330-0580.650 | Giáp Trung tâm
P=0330 | X=0313.560-0417.970 | Y=0575.210-0586.450 | Ranh giới phường Tam
P=0330 | X=0221.110-0289.150 | Y=0582.850-0592.170 | huấn luyện chó
P=0330 | X=0313.560-0386.110 | Y=0586.490-0597.730 | Phước và xã An
P=0330 | X=0095.810-0161.890 | Y=0588.370-0597.690 | 43 Quốc lộ 51
P=0330 | X=0448.010-0473.060 | Y=0588.370-0597.690 | 1.000
P=0330 | X=0505.390-0522.030 | Y=0588.370-0597.690 | 630
P=0330 | X=0221.110-0292.020 | Y=0594.130-0603.450 | nghiệp vụ Quân
P=0330 | X=0313.560-0344.280 | Y=0598.010-0609.250 | Phước
P=0330 | X=0221.110-0255.060 | Y=0605.650-0614.970 | Khuyển
P=0330 | X=0113.330-0415.850 | Y=0621.790-0633.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0330 | X=0113.330-0409.670 | Y=0633.310-0644.550 | Giáp Trung tâm huấn luyện chó nghiệp vụ Quân Khuyển đến Ranh
P=0330 | X=0113.330-0403.180 | Y=0644.830-0656.070 | giới phường Tam Phước và xã An Phước có hiện trạng là đường
P=0330 | X=0095.810-0216.440 | Y=0656.350-0667.790 | 44 nhựa, bê tông xi măng:
P=0330 | X=0456.170-0472.810 | Y=0658.470-0667.790 | 660
P=0330 | X=0505.390-0522.030 | Y=0658.470-0667.790 | 440
P=0330 | X=0113.330-0336.240 | Y=0673.870-0685.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0330 | X=0113.330-0390.520 | Y=0691.390-0702.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0331 | X=0113.330-0415.850 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0331 | X=0113.330-0409.670 | Y=0090.260-0101.500 | Giáp Trung tâm huấn luyện chó nghiệp vụ Quân Khuyển đến Ranh
P=0331 | X=0113.330-0403.180 | Y=0101.780-0113.020 | giới phường Tam Phước và xã An Phước có hiện trạng là đường
P=0331 | X=0113.330-0216.440 | Y=0113.300-0124.540 | nhựa, bê tông xi măng:
P=0331 | X=0095.810-0336.500 | Y=0129.850-0142.090 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0331 | X=0456.170-0472.810 | Y=0129.850-0139.170 | 560
P=0331 | X=0505.390-0522.030 | Y=0129.850-0139.170 | 380
P=0331 | X=0113.330-0400.220 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0331 | X=0113.330-0166.290 | Y=0159.650-0170.890 | đến ≤600m.
P=0331 | X=0113.330-0336.500 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0331 | X=0113.330-0415.850 | Y=0195.170-0206.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 51 đoạn từ
P=0331 | X=0113.330-0409.670 | Y=0206.710-0217.950 | Giáp Trung tâm huấn luyện chó nghiệp vụ Quân Khuyển đến Ranh
P=0331 | X=0113.330-0403.180 | Y=0218.230-0229.470 | giới phường Tam Phước và xã An Phước có hiện trạng là đường
P=0331 | X=0095.810-0216.440 | Y=0229.750-0241.190 | 46 nhựa, bê tông xi măng:
P=0331 | X=0456.170-0472.810 | Y=0231.870-0241.190 | 460
P=0331 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 310
P=0331 | X=0113.330-0390.760 | Y=0247.270-0258.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0331 | X=0113.330-0336.970 | Y=0264.790-0276.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0331 | X=0113.330-0398.590 | Y=0282.820-0294.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0331 | X=0113.330-0415.420 | Y=0294.340-0305.580 | Quốc lộ 51 đoạn từ Giáp Trung tâm huấn luyện chó nghiệp vụ Quân
P=0331 | X=0113.330-0417.350 | Y=0305.860-0317.100 | Khuyển đến Ranh giới phường Tam Phước và xã An Phước có hiện
P=0331 | X=0095.810-0285.110 | Y=0317.380-0328.820 | 47 trạng là đường nhựa, bê tông xi măng:
P=0331 | X=0456.170-0472.810 | Y=0319.500-0328.820 | 660
P=0331 | X=0505.390-0522.030 | Y=0319.500-0328.820 | 440
P=0331 | X=0113.330-0336.240 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0331 | X=0113.330-0390.520 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0331 | X=0113.330-0398.590 | Y=0370.200-0381.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0331 | X=0113.330-0415.420 | Y=0381.720-0392.960 | Quốc lộ 51 đoạn từ Giáp Trung tâm huấn luyện chó nghiệp vụ Quân
P=0331 | X=0113.330-0417.350 | Y=0393.240-0404.480 | Khuyển đến Ranh giới phường Tam Phước và xã An Phước có hiện
P=0331 | X=0113.330-0285.110 | Y=0404.760-0416.000 | trạng là đường nhựa, bê tông xi măng:
P=0331 | X=0095.810-0336.500 | Y=0421.520-0433.520 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0331 | X=0456.170-0472.810 | Y=0421.520-0430.840 | 560
P=0331 | X=0505.390-0522.030 | Y=0421.520-0430.840 | 380
P=0331 | X=0113.330-0400.220 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0331 | X=0113.330-0166.290 | Y=0451.340-0462.580 | đến ≤600m.
P=0331 | X=0113.330-0336.500 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0331 | X=0113.330-0398.590 | Y=0486.860-0498.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0331 | X=0113.330-0415.420 | Y=0498.380-0509.620 | Quốc lộ 51 đoạn từ Giáp Trung tâm huấn luyện chó nghiệp vụ Quân
P=0331 | X=0113.330-0417.350 | Y=0509.900-0521.140 | Khuyển đến Ranh giới phường Tam Phước và xã An Phước có hiện
P=0331 | X=0095.810-0285.110 | Y=0521.420-0532.860 | 49 trạng là đường nhựa, bê tông xi măng:
P=0331 | X=0456.170-0472.810 | Y=0523.540-0532.860 | 460
P=0331 | X=0505.390-0522.030 | Y=0523.540-0532.860 | 310
P=0331 | X=0113.330-0390.760 | Y=0538.970-0550.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0331 | X=0113.330-0339.620 | Y=0556.250-0567.490 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0331 | X=0313.560-0419.020 | Y=0576.130-0585.450 | Bên phải, hết ranh thửa
P=0331 | X=0313.560-0408.470 | Y=0585.770-0597.010 | đất số 7, tờ BĐĐC số
P=0331 | X=0313.560-0407.260 | Y=0599.170-0608.490 | 45; Bên trái, hết ranh
P=0331 | X=0095.810-0192.110 | Y=0603.050-0614.290 | 50 Đường Hàm Nghi
P=0331 | X=0221.110-0269.700 | Y=0604.930-0614.250 | Quốc lộ 51
P=0331 | X=0448.010-0473.060 | Y=0604.930-0614.250 | 1.000
P=0331 | X=0505.390-0522.030 | Y=0604.930-0614.250 | 630
P=0331 | X=0313.560-0398.680 | Y=0608.810-0620.050 | thửa đất số 199, tờ
P=0331 | X=0313.560-0410.860 | Y=0620.350-0631.590 | BĐĐC số 30 (phường
P=0331 | X=0313.560-0370.450 | Y=0631.870-0643.110 | Tam Phước)
P=0331 | X=0113.330-0408.910 | Y=0649.870-0661.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm Nghi
P=0331 | X=0113.330-0410.860 | Y=0661.390-0672.630 | đoạn từ Quốc lộ 51 đến Bên phải, hết ranh thửa đất số 7, tờ BĐĐC
P=0331 | X=0095.810-0407.980 | Y=0672.910-0686.990 | 51 số 45; Bên trái, hết ranh thửa đất số 199, tờ BĐĐC số 30 (phường
P=0331 | X=0456.170-0472.810 | Y=0677.670-0686.990 | 660
P=0331 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 440
P=0331 | X=0113.330-0379.710 | Y=0684.430-0695.670 | Tam Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0331 | X=0113.330-0336.240 | Y=0701.970-0713.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0332 | X=0113.330-0390.520 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0332 | X=0113.330-0408.910 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm Nghi
P=0332 | X=0113.330-0410.860 | Y=0108.260-0119.500 | đoạn từ Quốc lộ 51 đến Bên phải, hết ranh thửa đất số 7, tờ BĐĐC
P=0332 | X=0113.330-0407.980 | Y=0119.810-0131.050 | số 45; Bên trái, hết ranh thửa đất số 199, tờ BĐĐC số 30 (phường
