TABLE=007 | AREA=Phường Long Hưng | SECTION=agricultural | SEGMENTS=1
P=0252 | X=0117.170-0343.490 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0252 | X=0094.820-0167.910 | Y=0114.290-0125.530 | 120 Hương lộ 2
P=0252 | X=0213.430-0359.240 | Y=0114.290-0125.530 | Đường Ngô Quyền Cầu cây Ngã
P=0252 | X=0444.170-0469.220 | Y=0116.170-0125.490 | 1.000
P=0252 | X=0505.390-0522.030 | Y=0116.170-0125.490 | 630
P=0252 | X=0117.170-0409.420 | Y=0132.290-0143.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0252 | X=0117.170-0385.260 | Y=0143.810-0155.050 | từ Đường Ngô Quyền đến Cầu cây Ngã có hiện trạng là mặt
P=0252 | X=0117.170-0252.940 | Y=0155.330-0166.570 | đường nhựa, bê tông xi măng:
P=0252 | X=0094.820-0111.460 | Y=0163.210-0172.530 | 121
P=0252 | X=0452.330-0468.970 | Y=0163.210-0172.530 | 660
P=0252 | X=0505.390-0522.030 | Y=0163.210-0172.530 | 440
P=0252 | X=0117.170-0348.290 | Y=0172.850-0184.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0252 | X=0117.170-0394.380 | Y=0190.370-0201.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0252 | X=0117.170-0409.420 | Y=0208.390-0219.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0252 | X=0117.170-0396.220 | Y=0219.670-0230.910 | từ Đường Ngô Quyền đến cầu cây Ngã có hiện trạng là đường
P=0252 | X=0117.170-0220.280 | Y=0231.190-0242.430 | nhựa, bê tông xi măng:
P=0252 | X=0094.820-0348.740 | Y=0248.710-0263.030 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0252 | X=0452.330-0468.970 | Y=0253.710-0263.030 | 560
P=0252 | X=0505.390-0522.030 | Y=0253.710-0263.030 | 380
P=0252 | X=0117.170-0404.060 | Y=0266.230-0277.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0252 | X=0117.170-0178.300 | Y=0277.750-0288.990 | đến ≤1.000m.
P=0252 | X=0117.170-0340.340 | Y=0295.300-0306.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0252 | X=0117.170-0409.420 | Y=0313.300-0324.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0252 | X=0117.170-0396.220 | Y=0324.820-0336.060 | từ Đường Ngô Quyền đến cầu cây Ngã có hiện trạng là đường
P=0252 | X=0117.170-0220.280 | Y=0336.340-0347.580 | nhựa, bê tông xi măng:
P=0252 | X=0094.820-0111.460 | Y=0344.220-0353.540 | 123
P=0252 | X=0452.330-0468.970 | Y=0344.220-0353.540 | 460
P=0252 | X=0505.390-0522.030 | Y=0344.220-0353.540 | 310
P=0252 | X=0117.170-0402.980 | Y=0353.860-0365.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0252 | X=0117.170-0340.810 | Y=0371.400-0382.640 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0252 | X=0117.170-0402.430 | Y=0389.400-0400.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0252 | X=0117.170-0405.820 | Y=0400.920-0412.160 | Hương lộ 2 đoạn từ Đường Ngô Quyền đến cầu cây Ngã có hiện
P=0252 | X=0117.170-0288.950 | Y=0412.200-0423.440 | trạng là đường nhựa, bê tông xi măng:
P=0252 | X=0094.820-0111.460 | Y=0420.080-0429.400 | 124
P=0252 | X=0452.330-0468.970 | Y=0420.080-0429.400 | 660
P=0252 | X=0505.390-0522.030 | Y=0420.080-0429.400 | 440
P=0252 | X=0117.170-0348.280 | Y=0429.720-0440.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0252 | X=0117.170-0394.380 | Y=0447.240-0458.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0252 | X=0117.170-0402.430 | Y=0465.260-0476.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0252 | X=0117.170-0405.820 | Y=0476.780-0488.020 | Hương lộ 2 đoạn từ Đường Ngô Quyền đến cầu cây Ngã có hiện
P=0252 | X=0117.170-0288.950 | Y=0488.300-0499.540 | trạng là đường nhựa, bê tông xi măng:
P=0252 | X=0094.820-0348.760 | Y=0505.820-0520.140 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0252 | X=0452.330-0468.970 | Y=0510.820-0520.140 | 560
P=0252 | X=0505.390-0522.030 | Y=0510.820-0520.140 | 380
P=0252 | X=0117.170-0404.060 | Y=0523.340-0534.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0252 | X=0117.170-0178.310 | Y=0534.890-0546.130 | đến ≤1.000m.
P=0252 | X=0117.170-0340.360 | Y=0552.410-0563.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0252 | X=0117.170-0402.430 | Y=0570.410-0581.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0252 | X=0117.170-0405.820 | Y=0581.930-0593.170 | Hương lộ 2 đoạn từ Đường Ngô Quyền đến cầu cây Ngã có hiện
P=0252 | X=0117.170-0288.950 | Y=0593.450-0604.690 | trạng là đường nhựa, bê tông xi măng:
P=0252 | X=0094.820-0111.460 | Y=0601.330-0610.650 | 126
P=0252 | X=0452.330-0468.970 | Y=0601.330-0610.650 | 460
P=0252 | X=0505.390-0522.030 | Y=0601.330-0610.650 | 310
P=0252 | X=0117.170-0402.980 | Y=0610.970-0622.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0252 | X=0117.170-0343.460 | Y=0628.270-0639.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0252 | X=0094.820-0167.910 | Y=0646.270-0657.510 | 127 Hương lộ 2
P=0252 | X=0213.430-0271.380 | Y=0648.150-0657.470 | Cầu cây Ngã
P=0252 | X=0301.320-0340.290 | Y=0648.150-0657.470 | Cầu Vấp
P=0252 | X=0444.170-0469.220 | Y=0648.150-0657.470 | 1.000
P=0252 | X=0505.390-0522.030 | Y=0648.150-0657.470 | 630
P=0252 | X=0117.170-0409.420 | Y=0664.270-0675.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0252 | X=0117.170-0412.540 | Y=0675.790-0687.030 | từ cầu cây Ngã đến Cầu Vấp có hiện trạng là mặt đường nhựa, bê
P=0252 | X=0094.820-0177.330 | Y=0686.550-0698.550 | 128 tông xi măng:
P=0252 | X=0452.330-0468.970 | Y=0686.550-0695.870 | 660
P=0252 | X=0505.390-0522.030 | Y=0686.550-0695.870 | 440
P=0252 | X=0117.170-0348.280 | Y=0704.850-0716.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0253 | X=0117.170-0394.380 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0253 | X=0117.170-0409.420 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0253 | X=0117.170-0393.100 | Y=0108.260-0119.500 | từ cầu cây Ngã đến Cầu Vấp có hiện trạng là đường nhựa, bê
P=0253 | X=0117.170-0177.330 | Y=0119.810-0131.050 | tông xi măng:
P=0253 | X=0094.820-0351.370 | Y=0137.330-0151.410 | 129 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0253 | X=0452.330-0468.970 | Y=0142.090-0151.410 | 560
P=0253 | X=0505.390-0522.030 | Y=0142.090-0151.410 | 380
P=0253 | X=0117.170-0404.060 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0253 | X=0117.170-0178.290 | Y=0166.370-0177.610 | đến ≤1.000m.
P=0253 | X=0117.170-0340.340 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0253 | X=0117.170-0409.420 | Y=0201.670-0212.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0253 | X=0117.170-0395.260 | Y=0213.190-0224.430 | từ Cầu cây Ngã đến Cầu Vấp có hiện trạng là đường nhựa, bê
P=0253 | X=0117.170-0177.330 | Y=0224.710-0235.950 | tông xi măng:
P=0253 | X=0094.820-0111.460 | Y=0232.590-0241.910 | 130
P=0253 | X=0452.330-0468.970 | Y=0232.590-0241.910 | 460
P=0253 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 310
P=0253 | X=0117.170-0403.020 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0253 | X=0117.170-0340.810 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0253 | X=0117.170-0402.430 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0253 | X=0117.170-0398.140 | Y=0289.300-0300.540 | Hương lộ 2 đoạn từ Cầu cây Ngã đến Cầu Vấp có hiện trạng là
P=0253 | X=0117.170-0252.940 | Y=0300.820-0312.060 | đường nhựa, bê tông xi măng:
P=0253 | X=0094.820-0111.460 | Y=0308.700-0318.020 | 131
P=0253 | X=0452.330-0468.970 | Y=0308.700-0318.020 | 660
P=0253 | X=0505.390-0522.030 | Y=0308.700-0318.020 | 440
P=0253 | X=0117.170-0348.290 | Y=0318.340-0329.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0253 | X=0117.170-0394.380 | Y=0335.860-0347.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0253 | X=0117.170-0402.430 | Y=0353.860-0365.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0253 | X=0117.170-0398.140 | Y=0365.400-0376.640 | Hương lộ 2 đoạn từ Cầu cây Ngã đến Cầu Vấp có hiện trạng là
P=0253 | X=0117.170-0252.940 | Y=0376.920-0388.160 | đường nhựa, bê tông xi măng:
P=0253 | X=0094.820-0348.760 | Y=0394.200-0408.520 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0253 | X=0452.330-0468.970 | Y=0399.200-0408.520 | 560
P=0253 | X=0505.390-0522.030 | Y=0399.200-0408.520 | 380
P=0253 | X=0117.170-0404.060 | Y=0411.720-0422.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0253 | X=0117.170-0178.290 | Y=0423.240-0434.480 | đến ≤1.000m.
P=0253 | X=0117.170-0340.340 | Y=0440.760-0452.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0253 | X=0117.170-0402.430 | Y=0458.780-0470.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0253 | X=0117.170-0398.140 | Y=0470.300-0481.540 | Hương lộ 2 đoạn từ Cầu cây Ngã đến Cầu Vấp có hiện trạng là
P=0253 | X=0117.170-0252.940 | Y=0481.820-0493.060 | đường nhựa, bê tông xi măng:
P=0253 | X=0094.820-0111.460 | Y=0489.700-0499.020 | 133
P=0253 | X=0452.330-0468.970 | Y=0489.700-0499.020 | 460
P=0253 | X=0505.390-0522.030 | Y=0489.700-0499.020 | 310
P=0253 | X=0117.170-0403.020 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0253 | X=0117.170-0343.480 | Y=0516.860-0528.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0253 | X=0301.320-0403.200 | Y=0534.890-0546.130 | Hết ranh phường Long
P=0253 | X=0094.820-0167.910 | Y=0540.650-0551.890 | 134 Hương lộ 2
P=0253 | X=0213.430-0252.420 | Y=0542.530-0551.850 | Cầu Vấp
P=0253 | X=0444.170-0469.220 | Y=0542.530-0551.850 | 1.000
P=0253 | X=0505.390-0522.030 | Y=0542.530-0551.850 | 630
P=0253 | X=0301.320-0326.360 | Y=0546.410-0557.650 | Hưng
P=0253 | X=0117.170-0409.420 | Y=0564.410-0575.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0253 | X=0117.170-0410.700 | Y=0575.930-0587.170 | từ Cầu Vấp đến Hết ranh phường Long Hưng có hiện trạng là mặt
P=0253 | X=0117.170-0252.940 | Y=0587.450-0598.690 | đường nhựa, bê tông xi măng:
P=0253 | X=0094.820-0111.460 | Y=0595.330-0604.650 | 135
P=0253 | X=0452.330-0468.970 | Y=0595.330-0604.650 | 660
P=0253 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 440
P=0253 | X=0117.170-0348.290 | Y=0604.970-0616.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0253 | X=0117.170-0394.380 | Y=0622.270-0633.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0253 | X=0117.170-0409.420 | Y=0640.270-0651.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0253 | X=0117.170-0391.410 | Y=0651.790-0663.030 | từ Cầu Vấp đến Hết ranh phường Long Hưng có hiện trạng là
P=0253 | X=0117.170-0252.940 | Y=0663.310-0674.550 | đường nhựa, bê tông xi măng:
P=0253 | X=0094.820-0111.460 | Y=0671.190-0680.510 | 136
P=0253 | X=0452.330-0468.970 | Y=0671.190-0680.510 | 560
P=0253 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 380
P=0253 | X=0117.170-0348.760 | Y=0680.830-0692.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0253 | X=0117.170-0404.060 | Y=0698.350-0709.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0254 | X=0117.170-0178.300 | Y=0072.740-0083.980 | đến ≤1.000m.
P=0254 | X=0117.170-0340.340 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0254 | X=0117.170-0409.420 | Y=0108.260-0119.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 2 đoạn
P=0254 | X=0117.170-0391.410 | Y=0119.810-0131.050 | từ Cầu Vấp đến Hết ranh phường Long Hưng có hiện trạng là
P=0254 | X=0117.170-0252.940 | Y=0131.330-0142.570 | đường nhựa, bê tông xi măng:
P=0254 | X=0094.820-0111.460 | Y=0139.210-0148.530 | 137
P=0254 | X=0452.330-0468.970 | Y=0139.210-0148.530 | 460
P=0254 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 310
P=0254 | X=0117.170-0402.980 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0254 | X=0117.170-0340.810 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0254 | X=0117.170-0402.430 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0254 | X=0117.170-0411.800 | Y=0195.650-0206.890 | Hương lộ 2 đoạn từ Cầu Vấp đến Hết ranh phường Long Hưng có
P=0254 | X=0117.170-0310.810 | Y=0207.190-0218.430 | hiện trạng là đường nhựa, bê tông xi măng:
P=0254 | X=0094.820-0111.460 | Y=0215.070-0224.390 | 138
P=0254 | X=0452.330-0468.970 | Y=0215.070-0224.390 | 660
P=0254 | X=0505.390-0522.030 | Y=0215.070-0224.390 | 440
P=0254 | X=0117.170-0348.290 | Y=0224.710-0235.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0254 | X=0117.170-0394.380 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0254 | X=0117.170-0402.430 | Y=0260.230-0271.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0254 | X=0117.170-0411.820 | Y=0271.750-0282.990 | Hương lộ 2 đoạn từ Cầu Vấp đến Hết ranh phường Long Hưng có
P=0254 | X=0117.170-0310.810 | Y=0283.300-0294.540 | hiện trạng là đường nhựa, bê tông xi măng:
P=0254 | X=0094.820-0348.720 | Y=0300.820-0314.900 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0254 | X=0452.330-0468.970 | Y=0305.580-0314.900 | 560
P=0254 | X=0505.390-0522.030 | Y=0305.580-0314.900 | 380
P=0254 | X=0117.170-0404.060 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0254 | X=0117.170-0178.290 | Y=0329.860-0341.100 | đến ≤1.000m.
P=0254 | X=0117.170-0340.340 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0254 | X=0117.170-0402.430 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0254 | X=0117.170-0411.830 | Y=0376.920-0388.160 | Hương lộ 2 đoạn từ Cầu Vấp đến Hết ranh phường Long Hưng có
P=0254 | X=0117.170-0310.810 | Y=0388.200-0399.440 | hiện trạng là đường nhựa, bê tông xi măng:
P=0254 | X=0094.820-0111.460 | Y=0396.080-0405.400 | 140
P=0254 | X=0452.330-0468.970 | Y=0396.080-0405.400 | 460
P=0254 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 310
P=0254 | X=0117.170-0403.000 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0254 | X=0117.170-0343.460 | Y=0423.240-0434.480 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0254 | X=0117.170-0300.680 | Y=0441.240-0452.480 | Đường Phước Tân - Ranh phường Long
P=0254 | X=0301.320-0352.040 | Y=0447.000-0458.240 | Hương lộ 2
P=0254 | X=0094.820-0111.460 | Y=0448.880-0458.200 | 141
P=0254 | X=0444.170-0469.220 | Y=0448.880-0458.200 | 1.000
P=0254 | X=0505.390-0522.030 | Y=0448.880-0458.200 | 630
P=0254 | X=0117.170-0167.180 | Y=0452.780-0464.020 | Long Hưng
P=0254 | X=0213.430-0238.470 | Y=0452.780-0464.020 | Hưng
P=0254 | X=0117.170-0399.020 | Y=0470.780-0482.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phước
P=0254 | X=0117.170-0402.450 | Y=0482.300-0493.540 | Tân - Long Hưng đoạn từ Ranh phường Long Hưng đến Hương
P=0254 | X=0117.170-0362.410 | Y=0493.820-0505.060 | lộ 2 có hiện trạng là mặt đường nhựa, bê tông xi măng:
P=0254 | X=0094.820-0111.460 | Y=0501.700-0511.020 | 142
P=0254 | X=0452.330-0468.970 | Y=0501.700-0511.020 | 660
P=0254 | X=0505.390-0522.030 | Y=0501.700-0511.020 | 440
P=0254 | X=0117.170-0345.640 | Y=0511.340-0522.580 | - Có bề rộng ≥5m cách đường giao thông ≤1.000m.
P=0254 | X=0117.170-0394.380 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0254 | X=0117.170-0399.020 | Y=0546.890-0558.130 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phước
P=0254 | X=0117.170-0402.450 | Y=0558.410-0569.650 | Tân - Long Hưng đoạn từ Ranh phường Long Hưng đến Hương
P=0254 | X=0117.170-0342.980 | Y=0569.930-0581.170 | lộ 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0254 | X=0094.820-0348.720 | Y=0587.450-0601.530 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0254 | X=0452.330-0468.970 | Y=0592.210-0601.530 | 560
P=0254 | X=0505.390-0522.030 | Y=0592.210-0601.530 | 380
P=0254 | X=0117.170-0404.060 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0254 | X=0117.170-0178.300 | Y=0616.270-0627.510 | đến ≤1.000m.
P=0254 | X=0117.170-0340.340 | Y=0633.790-0645.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0254 | X=0117.170-0399.020 | Y=0651.790-0663.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phước
P=0254 | X=0117.170-0402.450 | Y=0663.310-0674.550 | Tân - Long Hưng đoạn từ Ranh phường Long Hưng đến Hương
P=0254 | X=0094.820-0342.980 | Y=0674.070-0686.070 | 144 lộ 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0254 | X=0452.330-0468.970 | Y=0674.070-0683.390 | 460
P=0254 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 310
P=0254 | X=0117.170-0403.020 | Y=0692.350-0703.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0255 | X=0117.170-0340.810 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0255 | X=0117.170-0402.430 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0255 | X=0117.170-0388.300 | Y=0108.260-0119.500 | Đường Phước Tân - Long Hưng đoạn từ Ranh phường Long
P=0255 | X=0117.170-0394.040 | Y=0119.810-0131.050 | Hưng đến Hương lộ 2 có hiện trạng là đường nhựa, bê tông xi
P=0255 | X=0094.820-0145.170 | Y=0131.330-0142.770 | 145 măng:
P=0255 | X=0452.330-0468.970 | Y=0133.450-0142.770 | 660
P=0255 | X=0505.390-0522.030 | Y=0133.450-0142.770 | 440
P=0255 | X=0117.170-0348.280 | Y=0148.850-0160.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0255 | X=0117.170-0394.380 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0255 | X=0117.170-0402.430 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0255 | X=0117.170-0388.300 | Y=0195.650-0206.890 | Đường Phước Tân - Long Hưng đoạn từ Ranh phường Long
P=0255 | X=0117.170-0394.040 | Y=0207.190-0218.430 | Hưng đến Hương lộ 2 có hiện trạng là đường nhựa, bê tông xi
P=0255 | X=0117.170-0145.170 | Y=0218.710-0229.950 | măng:
P=0255 | X=0094.820-0348.720 | Y=0235.470-0247.470 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0255 | X=0452.330-0468.970 | Y=0235.470-0244.790 | 560
P=0255 | X=0505.390-0522.030 | Y=0235.470-0244.790 | 380
P=0255 | X=0117.170-0404.060 | Y=0253.750-0264.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0255 | X=0117.170-0178.300 | Y=0265.270-0276.510 | đến ≤1.000m.
P=0255 | X=0117.170-0340.340 | Y=0282.820-0294.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0255 | X=0117.170-0402.430 | Y=0300.820-0312.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0255 | X=0117.170-0388.300 | Y=0312.340-0323.580 | Đường Phước Tân - Long Hưng đoạn từ Ranh phường Long
P=0255 | X=0117.170-0394.040 | Y=0323.860-0335.100 | Hưng đến Hương lộ 2 có hiện trạng là đường nhựa, bê tông xi
P=0255 | X=0094.820-0145.170 | Y=0335.380-0346.820 | 147 măng:
P=0255 | X=0452.330-0468.970 | Y=0337.500-0346.820 | 460
P=0255 | X=0505.390-0522.030 | Y=0337.500-0346.820 | 310
P=0255 | X=0117.170-0402.980 | Y=0352.900-0364.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0255 | X=0117.170-0343.460 | Y=0370.200-0381.440 | - Có bề rộng <3m, cách đường giao thông > 200m.
