TABLE=008 | AREA=Phường Tân Triều | SECTION=agricultural | SEGMENTS=1
P=0259 | X=0505.390-0522.030 | Y=0287.100-0296.420 | 440
P=0259 | X=0117.170-0370.480 | Y=0299.860-0311.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0259 | X=0117.170-0203.740 | Y=0311.380-0322.620 | >400m đến ≤600m.
P=0259 | X=0117.170-0340.340 | Y=0328.900-0340.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0259 | X=0117.170-0392.150 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đồng
P=0259 | X=0117.170-0402.230 | Y=0357.940-0369.180 | Khởi đoạn từ Đường vào công ty Trấn Biên đến Đường tỉnh 768
P=0259 | X=0117.170-0324.020 | Y=0369.480-0380.720 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0259 | X=0097.970-0109.090 | Y=0377.360-0386.680 | 32
P=0259 | X=0445.850-0462.490 | Y=0377.360-0386.680 | 520
P=0259 | X=0505.390-0522.030 | Y=0377.360-0386.680 | 350
P=0259 | X=0117.170-0394.600 | Y=0387.000-0398.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0259 | X=0117.170-0340.810 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0259 | X=0117.170-0402.430 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0259 | X=0117.170-0390.470 | Y=0433.800-0445.040 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến
P=0259 | X=0117.170-0396.750 | Y=0445.320-0456.560 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0259 | X=0097.970-0109.090 | Y=0453.220-0462.540 | 33
P=0259 | X=0445.850-0462.490 | Y=0453.220-0462.540 | 780
P=0259 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 510
P=0259 | X=0117.170-0340.120 | Y=0462.860-0474.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0259 | X=0117.170-0394.380 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0259 | X=0117.170-0402.430 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0259 | X=0117.170-0390.470 | Y=0509.660-0520.900 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến
P=0259 | X=0117.170-0396.790 | Y=0521.180-0532.420 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0259 | X=0097.970-0340.340 | Y=0538.490-0552.810 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0259 | X=0445.850-0462.490 | Y=0543.490-0552.810 | 660
P=0259 | X=0505.390-0522.030 | Y=0543.490-0552.810 | 440
P=0259 | X=0117.170-0370.480 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0259 | X=0117.170-0203.740 | Y=0567.530-0578.770 | >400m đến ≤600m.
P=0259 | X=0117.170-0340.350 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0259 | X=0117.170-0402.430 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0259 | X=0117.170-0390.460 | Y=0614.330-0625.570 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến
P=0259 | X=0117.170-0396.750 | Y=0625.870-0637.110 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0259 | X=0097.970-0109.090 | Y=0633.750-0643.070 | 35
P=0259 | X=0445.850-0462.490 | Y=0633.750-0643.070 | 520
P=0259 | X=0505.390-0522.030 | Y=0633.750-0643.070 | 350
P=0259 | X=0117.170-0394.630 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0259 | X=0117.170-0343.460 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0259 | X=0321.000-0397.880 | Y=0680.550-0689.870 | Hết ranh khu dân
P=0259 | X=0097.970-0315.320 | Y=0684.430-0695.670 | 36 Đường Nguyễn Văn Tiên Đường Đồng Khởi
P=0259 | X=0437.690-0462.740 | Y=0686.310-0695.630 | 1.200
P=0259 | X=0505.390-0522.030 | Y=0686.310-0695.630 | 770
P=0259 | X=0321.000-0394.700 | Y=0690.190-0701.430 | cư Hốc Bà Thức
P=0259 | X=0097.970-0402.710 | Y=0707.970-0719.210 | 37 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0259 | X=0445.850-0462.490 | Y=0709.860-0719.180 | 780
P=0259 | X=0505.390-0522.030 | Y=0709.860-0719.180 | 510
P=0260 | X=0117.170-0392.790 | Y=0072.500-0083.740 | Văn Tiên đoạn từ Đường Đồng Khởi đến Hết ranh khu dân cư
P=0260 | X=0117.170-0385.950 | Y=0084.020-0095.260 | Hốc Bà Thức có hiện trạng là đường nhựa, bê tông xi măng:
P=0260 | X=0117.170-0340.120 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0260 | X=0117.170-0394.360 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0260 | X=0117.170-0402.710 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0260 | X=0117.170-0392.790 | Y=0148.370-0159.610 | Văn Tiên đoạn từ Đường Đồng Khởi đến Hết ranh khu dân cư
P=0260 | X=0117.170-0385.980 | Y=0159.650-0170.890 | Hốc Bà Thức có hiện trạng là đường nhựa, bê tông xi măng:
P=0260 | X=0097.970-0340.340 | Y=0177.170-0191.490 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0260 | X=0445.850-0462.490 | Y=0182.170-0191.490 | 660
P=0260 | X=0505.390-0522.030 | Y=0182.170-0191.490 | 440
P=0260 | X=0117.170-0370.480 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0260 | X=0117.170-0203.740 | Y=0206.230-0217.470 | >400m đến ≤600m.
P=0260 | X=0117.170-0340.350 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0260 | X=0117.170-0402.710 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0260 | X=0117.170-0392.790 | Y=0253.030-0264.270 | Văn Tiên đoạn từ Đường Đồng Khởi đến Hết ranh khu dân cư
P=0260 | X=0117.170-0385.950 | Y=0264.550-0275.790 | Hốc Bà Thức có hiện trạng là đường nhựa, bê tông xi măng:
P=0260 | X=0097.970-0109.090 | Y=0272.430-0281.750 | 39
P=0260 | X=0445.850-0462.490 | Y=0272.430-0281.750 | 520
P=0260 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 350
P=0260 | X=0117.170-0394.630 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0260 | X=0117.170-0340.810 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0260 | X=0117.170-0402.430 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0260 | X=0117.170-0388.870 | Y=0328.900-0340.140 | Đường Nguyễn Văn Tiên đoạn từ Đường Đồng Khởi đến Hết
P=0260 | X=0117.170-0398.620 | Y=0340.420-0351.660 | ranh khu dân cư Hốc Bà Thức có hiện trạng là đường nhựa, bê
P=0260 | X=0097.970-0177.330 | Y=0351.700-0363.140 | 40 tông xi măng:
P=0260 | X=0445.850-0462.490 | Y=0353.820-0363.140 | 780
P=0260 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 510
P=0260 | X=0117.170-0340.120 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0260 | X=0117.170-0394.380 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0260 | X=0117.170-0402.430 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0260 | X=0117.170-0388.870 | Y=0416.040-0427.280 | Đường Nguyễn Văn Tiên đoạn từ Đường Đồng Khởi đến Hết
P=0260 | X=0117.170-0398.620 | Y=0427.560-0438.800 | ranh khu dân cư Hốc Bà Thức có hiện trạng là đường nhựa, bê
P=0260 | X=0117.170-0177.330 | Y=0439.080-0450.320 | tông xi măng:
P=0260 | X=0097.970-0340.340 | Y=0455.620-0467.860 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0260 | X=0445.850-0462.490 | Y=0455.620-0464.940 | 660
P=0260 | X=0505.390-0522.030 | Y=0455.620-0464.940 | 440
P=0260 | X=0117.170-0370.480 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0260 | X=0117.170-0203.740 | Y=0485.660-0496.900 | >400m đến ≤600m.
P=0260 | X=0117.170-0340.340 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0260 | X=0117.170-0402.430 | Y=0520.940-0532.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0260 | X=0117.170-0388.870 | Y=0532.220-0543.460 | Đường Nguyễn Văn Tiên đoạn từ Đường Đồng Khởi đến Hết
P=0260 | X=0117.170-0398.620 | Y=0543.770-0555.010 | ranh khu dân cư Hốc Bà Thức có hiện trạng là đường nhựa, bê
P=0260 | X=0097.970-0177.330 | Y=0555.290-0566.730 | 42 tông xi măng:
P=0260 | X=0445.850-0462.490 | Y=0557.410-0566.730 | 520
P=0260 | X=0505.390-0522.030 | Y=0557.410-0566.730 | 350
P=0260 | X=0117.170-0394.600 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0260 | X=0117.170-0343.460 | Y=0590.330-0601.570 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0260 | X=0117.170-0375.570 | Y=0608.090-0619.330 | Đường Nguyễn Văn Tiên Khu dân cư Hốc Bà Đường ranh
P=0260 | X=0097.970-0109.090 | Y=0615.730-0625.050 | 43
P=0260 | X=0437.690-0462.740 | Y=0615.730-0625.050 | 1.200
P=0260 | X=0505.390-0522.030 | Y=0615.730-0625.050 | 770
P=0260 | X=0321.000-0403.100 | Y=0619.630-0630.870 | tường rào sân bay
P=0260 | X=0233.140-0256.660 | Y=0621.510-0630.830 | Thức
P=0260 | X=0117.170-0402.710 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0260 | X=0117.170-0387.330 | Y=0648.910-0660.150 | Văn Tiên đoạn từ Khu dân cư Hốc Bà Thức đến Đường ranh
P=0260 | X=0117.170-0378.430 | Y=0660.430-0671.670 | tường rào sân bay có hiện trạng là đường nhựa, bê tông xi
P=0260 | X=0097.970-0145.170 | Y=0671.950-0683.390 | 44 măng:
P=0260 | X=0445.850-0462.490 | Y=0674.070-0683.390 | 780
P=0260 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 510
P=0260 | X=0117.170-0340.340 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông <600m.
P=0260 | X=0117.170-0394.380 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0261 | X=0117.170-0402.710 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0261 | X=0117.170-0387.330 | Y=0090.020-0101.260 | Văn Tiên đoạn từ Khu dân cư Hốc Bà Thức đến Đường ranh
P=0261 | X=0117.170-0378.430 | Y=0101.540-0112.780 | tường rào sân bay có hiện trạng là đường nhựa, bê tông xi
P=0261 | X=0117.170-0145.170 | Y=0113.060-0124.300 | măng:
P=0261 | X=0097.970-0340.340 | Y=0129.610-0141.850 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0261 | X=0445.850-0462.490 | Y=0129.610-0138.930 | 660
P=0261 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 440
P=0261 | X=0117.170-0370.480 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0261 | X=0117.170-0203.740 | Y=0159.410-0170.650 | >400m đến ≤600m.
P=0261 | X=0117.170-0340.340 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0261 | X=0117.170-0402.710 | Y=0194.690-0205.930 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0261 | X=0117.170-0387.330 | Y=0206.230-0217.470 | Văn Tiên đoạn từ Khu dân cư Hốc Bà Thức đến Đường ranh
P=0261 | X=0117.170-0378.430 | Y=0217.750-0228.990 | tường rào sân bay có hiện trạng là đường nhựa, bê tông xi
P=0261 | X=0097.970-0145.170 | Y=0229.270-0240.710 | 46 măng:
P=0261 | X=0445.850-0462.490 | Y=0231.390-0240.710 | 520
P=0261 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 350
P=0261 | X=0117.170-0394.600 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0261 | X=0117.170-0340.810 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0261 | X=0117.170-0402.430 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0261 | X=0117.170-0401.980 | Y=0293.620-0304.860 | Đường Nguyễn Văn Tiên đoạn từ Khu dân cư Hốc Bà Thức đến
P=0261 | X=0117.170-0403.420 | Y=0305.140-0316.380 | Đường ranh tường rào sân bay có hiện trạng là đường nhựa, bê
P=0261 | X=0097.970-0177.330 | Y=0316.660-0328.100 | 47 tông xi măng:
P=0261 | X=0445.850-0462.490 | Y=0318.780-0328.100 | 780
P=0261 | X=0505.390-0522.030 | Y=0318.780-0328.100 | 510
P=0261 | X=0117.170-0340.120 | Y=0333.940-0345.180 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0261 | X=0117.170-0394.360 | Y=0351.460-0362.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0261 | X=0117.170-0402.430 | Y=0369.240-0380.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0261 | X=0117.170-0401.980 | Y=0380.760-0392.000 | Đường Nguyễn Văn Tiên đoạn từ Khu dân cư Hốc Bà Thức đến
P=0261 | X=0117.170-0403.420 | Y=0392.280-0403.520 | Đường ranh tường rào sân bay có hiện trạng là đường nhựa, bê
P=0261 | X=0117.170-0177.330 | Y=0403.800-0415.040 | tông xi măng:
P=0261 | X=0097.970-0340.340 | Y=0420.560-0432.560 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0261 | X=0445.850-0462.490 | Y=0420.560-0429.880 | 660
P=0261 | X=0505.390-0522.030 | Y=0420.560-0429.880 | 440
P=0261 | X=0117.170-0370.480 | Y=0438.840-0450.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0261 | X=0117.170-0203.740 | Y=0450.380-0461.620 | >400m đến ≤600m.
P=0261 | X=0117.170-0340.340 | Y=0467.900-0479.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0261 | X=0117.170-0402.430 | Y=0485.660-0496.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0261 | X=0117.170-0401.980 | Y=0497.180-0508.420 | Đường Nguyễn Văn Tiên đoạn từ Khu dân cư Hốc Bà Thức đến
P=0261 | X=0117.170-0403.420 | Y=0508.460-0519.700 | Đường ranh tường rào sân bay có hiện trạng là đường nhựa, bê
P=0261 | X=0097.970-0177.330 | Y=0519.980-0531.420 | 49 tông xi măng:
P=0261 | X=0445.850-0462.490 | Y=0522.100-0531.420 | 520
P=0261 | X=0505.390-0522.030 | Y=0522.100-0531.420 | 350
P=0261 | X=0117.170-0394.600 | Y=0537.530-0548.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0261 | X=0117.170-0343.480 | Y=0555.050-0566.290 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0261 | X=0097.970-0325.170 | Y=0572.810-0584.050 | 50 Đường Trần Công An thuộc phường Tân Triều
P=0261 | X=0437.690-0462.740 | Y=0574.690-0584.010 | 1.200
P=0261 | X=0505.390-0522.030 | Y=0574.690-0584.010 | 770
P=0261 | X=0117.170-0389.030 | Y=0590.570-0601.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0261 | X=0117.170-0399.910 | Y=0602.090-0613.330 | Công An thuộc phường Tân Triều có hiện trạng là đường nhựa,
P=0261 | X=0117.170-0191.250 | Y=0613.610-0624.850 | bê tông xi măng:
P=0261 | X=0097.970-0109.090 | Y=0621.510-0630.830 | 51
P=0261 | X=0445.850-0462.490 | Y=0621.510-0630.830 | 780
P=0261 | X=0505.390-0522.030 | Y=0621.510-0630.830 | 510
P=0261 | X=0117.170-0340.120 | Y=0631.150-0642.390 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0261 | X=0117.170-0394.380 | Y=0648.670-0659.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0261 | X=0117.170-0389.030 | Y=0666.430-0677.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0261 | X=0117.170-0399.910 | Y=0677.950-0689.190 | Công An thuộc phường Tân Triều có hiện trạng là đường nhựa,
P=0261 | X=0097.970-0191.250 | Y=0688.470-0700.710 | 52 bê tông xi măng:
P=0261 | X=0445.850-0462.490 | Y=0688.470-0697.790 | 660
P=0261 | X=0505.390-0522.030 | Y=0688.470-0697.790 | 440
P=0261 | X=0117.170-0340.340 | Y=0706.770-0718.010 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0262 | X=0117.170-0370.480 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0262 | X=0117.170-0203.740 | Y=0090.020-0101.260 | >400m đến ≤600m.
P=0262 | X=0117.170-0340.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0262 | X=0117.170-0389.030 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0262 | X=0117.170-0399.910 | Y=0136.850-0148.090 | Công An thuộc phường Tân Triều có hiện trạng là đường nhựa,
P=0262 | X=0117.170-0191.280 | Y=0148.370-0159.610 | bê tông xi măng:
P=0262 | X=0097.970-0109.090 | Y=0156.250-0165.570 | 53
P=0262 | X=0445.850-0462.490 | Y=0156.250-0165.570 | 520
P=0262 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 350
P=0262 | X=0117.170-0394.600 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0262 | X=0117.170-0340.810 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0262 | X=0117.170-0402.430 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0262 | X=0117.170-0396.450 | Y=0212.470-0223.710 | Đường Trần Công An thuộc phường Tân Triều có hiện trạng là
P=0262 | X=0117.170-0252.950 | Y=0223.990-0235.230 | đường nhựa, bê tông xi măng:
P=0262 | X=0097.970-0109.090 | Y=0231.870-0241.190 | 54
P=0262 | X=0445.850-0462.490 | Y=0231.870-0241.190 | 780
P=0262 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 510
P=0262 | X=0117.170-0340.120 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0262 | X=0117.170-0394.360 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0262 | X=0117.170-0402.430 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0262 | X=0117.170-0396.460 | Y=0288.340-0299.580 | Đường Trần Công An thuộc phường Tân Triều có hiện trạng là
P=0262 | X=0117.170-0252.940 | Y=0299.860-0311.100 | đường nhựa, bê tông xi măng:
P=0262 | X=0097.970-0343.210 | Y=0317.380-0331.460 | 55 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0262 | X=0445.850-0462.490 | Y=0322.140-0331.460 | 660
P=0262 | X=0505.390-0522.030 | Y=0322.140-0331.460 | 440
P=0262 | X=0117.170-0370.480 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0262 | X=0117.170-0203.740 | Y=0346.420-0357.660 | >400m đến ≤600m.
P=0262 | X=0117.170-0340.340 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0262 | X=0117.170-0402.430 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0262 | X=0117.170-0396.450 | Y=0393.000-0404.240 | Đường Trần Công An thuộc phường Tân Triều có hiện trạng là
