TABLE=006 | AREA=Phường Hố Nai | SECTION=agricultural | SEGMENTS=1
P=0203 | X=0461.210-0477.850 | Y=0171.130-0180.450 | 660
P=0203 | X=0505.390-0522.030 | Y=0171.130-0180.450 | 440
P=0203 | X=0107.330-0413.750 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0203 | X=0107.330-0140.850 | Y=0195.170-0206.410 | ≤600m.
P=0203 | X=0107.330-0330.500 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0203 | X=0107.330-0410.820 | Y=0230.710-0241.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Sĩ Liên
P=0203 | X=0107.330-0420.310 | Y=0242.230-0253.470 | đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện trạng là đường nhựa,
P=0203 | X=0107.330-0181.410 | Y=0253.750-0264.990 | bê tông xi măng:
P=0203 | X=0092.900-0104.020 | Y=0261.630-0270.950 | 32
P=0203 | X=0461.210-0477.850 | Y=0261.630-0270.950 | 520
P=0203 | X=0505.390-0522.030 | Y=0261.630-0270.950 | 350
P=0203 | X=0107.330-0384.740 | Y=0271.270-0282.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0203 | X=0107.330-0330.970 | Y=0288.820-0300.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0203 | X=0107.330-0426.940 | Y=0306.820-0318.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0203 | X=0107.330-0413.980 | Y=0318.340-0329.580 | Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện trạng là
P=0203 | X=0107.330-0243.100 | Y=0329.860-0341.100 | đường nhựa, bê tông xi măng:
P=0203 | X=0092.900-0104.020 | Y=0337.740-0347.060 | 33
P=0203 | X=0461.210-0477.850 | Y=0337.740-0347.060 | 780
P=0203 | X=0505.390-0522.030 | Y=0337.740-0347.060 | 510
P=0203 | X=0107.330-0330.240 | Y=0347.380-0358.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0203 | X=0107.330-0384.500 | Y=0364.900-0376.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0203 | X=0107.330-0426.940 | Y=0382.920-0394.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0203 | X=0107.330-0413.980 | Y=0394.200-0405.440 | Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện trạng là
P=0203 | X=0107.330-0243.080 | Y=0405.720-0416.960 | đường nhựa, bê tông xi măng;
P=0203 | X=0092.900-0330.500 | Y=0423.240-0437.560 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0203 | X=0461.210-0477.850 | Y=0428.240-0437.560 | 660
P=0203 | X=0505.390-0522.030 | Y=0428.240-0437.560 | 440
P=0203 | X=0107.330-0413.750 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0203 | X=0107.330-0140.850 | Y=0452.300-0463.540 | ≤600m.
P=0203 | X=0107.330-0330.500 | Y=0469.820-0481.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0203 | X=0107.330-0426.940 | Y=0487.820-0499.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0203 | X=0107.330-0413.980 | Y=0499.340-0510.580 | Ngô Sĩ Liên đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện trạng là
P=0203 | X=0107.330-0243.080 | Y=0510.860-0522.100 | đường nhựa, bê tông xi măng:
P=0203 | X=0092.900-0104.020 | Y=0518.740-0528.060 | 35
P=0203 | X=0461.210-0477.850 | Y=0518.740-0528.060 | 520
P=0203 | X=0505.390-0522.030 | Y=0518.740-0528.060 | 350
P=0203 | X=0107.330-0384.740 | Y=0528.380-0539.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0203 | X=0107.330-0333.620 | Y=0545.930-0557.170 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0203 | X=0203.830-0235.590 | Y=0563.930-0575.170 | Đường
P=0203 | X=0272.020-0392.860 | Y=0575.450-0586.690 | Đường Phùng Khắc Khoan
P=0203 | X=0092.900-0150.370 | Y=0577.330-0586.650 | 36 Quốc lộ 1
P=0203 | X=0203.830-0238.260 | Y=0577.330-0586.650 | Nguyễn
P=0203 | X=0453.050-0478.100 | Y=0577.330-0586.650 | 1.200
P=0203 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 770
P=0203 | X=0203.830-0252.430 | Y=0586.970-0598.210 | Trường Tộ
P=0203 | X=0107.330-0404.330 | Y=0604.970-0616.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0203 | X=0107.330-0405.350 | Y=0616.270-0627.510 | Đường Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan có hiện
P=0203 | X=0107.330-0279.110 | Y=0627.790-0639.030 | trạng là đường nhựa, bê tông xi măng:
P=0203 | X=0092.900-0104.020 | Y=0635.670-0644.990 | 37
P=0203 | X=0461.210-0477.850 | Y=0635.670-0644.990 | 780
P=0203 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 510
P=0203 | X=0107.330-0330.250 | Y=0645.310-0656.550 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0203 | X=0107.330-0384.500 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0203 | X=0107.330-0404.330 | Y=0680.830-0692.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0203 | X=0092.900-0405.350 | Y=0692.350-0703.590 | 38 Đường Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan có hiện
P=0203 | X=0461.210-0477.850 | Y=0694.230-0703.550 | 660
P=0203 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 440
P=0203 | X=0107.330-0279.110 | Y=0703.890-0715.130 | trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0107.330-0330.500 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0204 | X=0107.330-0413.750 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0204 | X=0107.330-0140.850 | Y=0107.780-0119.020 | ≤600m.
P=0204 | X=0107.330-0330.500 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0204 | X=0107.330-0404.330 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0204 | X=0107.330-0405.350 | Y=0154.850-0166.090 | Đường Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan có hiện
P=0204 | X=0107.330-0279.110 | Y=0166.370-0177.610 | trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0092.900-0104.020 | Y=0174.250-0183.570 | 39
P=0204 | X=0461.210-0477.850 | Y=0174.250-0183.570 | 520
P=0204 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 350
P=0204 | X=0107.330-0384.740 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0204 | X=0107.330-0330.970 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0204 | X=0107.330-0419.180 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0204 | X=0107.330-0426.220 | Y=0230.710-0241.950 | lộ 1 đoạn từ Đường Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan
P=0204 | X=0107.330-0314.180 | Y=0242.230-0253.470 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0092.900-0104.020 | Y=0250.110-0259.430 | 40
P=0204 | X=0461.210-0477.850 | Y=0250.110-0259.430 | 780
P=0204 | X=0505.390-0522.030 | Y=0250.110-0259.430 | 510
P=0204 | X=0107.330-0330.240 | Y=0259.750-0270.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0204 | X=0107.330-0384.500 | Y=0277.270-0288.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0204 | X=0107.330-0419.180 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0204 | X=0107.330-0426.220 | Y=0306.820-0318.060 | lộ 1 đoạn từ Đường Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan
P=0204 | X=0107.330-0314.180 | Y=0318.340-0329.580 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0092.900-0330.500 | Y=0335.860-0349.940 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0204 | X=0461.210-0477.850 | Y=0340.620-0349.940 | 660
P=0204 | X=0505.390-0522.030 | Y=0340.620-0349.940 | 440
P=0204 | X=0107.330-0413.750 | Y=0353.380-0364.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0204 | X=0107.330-0140.850 | Y=0364.900-0376.140 | ≤600m.
P=0204 | X=0107.330-0330.500 | Y=0382.200-0393.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0204 | X=0107.330-0419.180 | Y=0400.200-0411.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0204 | X=0107.330-0426.220 | Y=0411.720-0422.960 | lộ 1 đoạn từ Đường Nguyễn Trường Tộ đến Đường Phùng Khắc Khoan
P=0204 | X=0107.330-0314.180 | Y=0423.240-0434.480 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0092.900-0104.020 | Y=0431.120-0440.440 | 42
P=0204 | X=0461.210-0477.850 | Y=0431.120-0440.440 | 520
P=0204 | X=0505.390-0522.030 | Y=0431.120-0440.440 | 350
P=0204 | X=0107.330-0384.740 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0204 | X=0107.330-0333.620 | Y=0458.300-0469.540 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0204 | X=0216.550-0248.340 | Y=0476.300-0487.540 | Đường
P=0204 | X=0092.900-0150.370 | Y=0489.700-0499.020 | 43 Quốc lộ 1
P=0204 | X=0216.550-0353.220 | Y=0489.700-0499.020 | Phùng Khắc Hết chợ Thái Bình
P=0204 | X=0453.050-0478.100 | Y=0489.700-0499.020 | 1.200
P=0204 | X=0505.390-0522.030 | Y=0489.700-0499.020 | 770
P=0204 | X=0216.550-0245.440 | Y=0501.220-0510.540 | Khoan
P=0204 | X=0107.330-0404.330 | Y=0517.340-0528.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0204 | X=0107.330-0402.700 | Y=0528.860-0540.100 | Đường Phùng Khắc Khoan đến Hết chợ Thái Bình có hiện trạng là
P=0204 | X=0107.330-0243.080 | Y=0540.410-0551.650 | đường nhựa, bê tông xi măng:
P=0204 | X=0092.900-0104.020 | Y=0548.290-0557.610 | 44
P=0204 | X=0461.210-0477.850 | Y=0548.290-0557.610 | 780
P=0204 | X=0505.390-0522.030 | Y=0548.290-0557.610 | 510
P=0204 | X=0107.330-0330.240 | Y=0557.930-0569.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0204 | X=0107.330-0384.500 | Y=0575.450-0586.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0204 | X=0107.330-0404.320 | Y=0593.450-0604.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0204 | X=0107.330-0401.020 | Y=0604.970-0616.210 | Đường Phùng Khắc Khoan đến hết chợ Thái Bình có hiện trạng là
P=0204 | X=0107.330-0243.080 | Y=0616.270-0627.510 | đường nhựa, bê tông xi măng:
P=0204 | X=0092.900-0330.500 | Y=0633.790-0648.110 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0204 | X=0461.210-0477.850 | Y=0638.790-0648.110 | 660
P=0204 | X=0505.390-0522.030 | Y=0638.790-0648.110 | 440
P=0204 | X=0107.330-0413.750 | Y=0651.310-0662.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0204 | X=0107.330-0140.850 | Y=0662.830-0674.070 | ≤600m.
P=0204 | X=0107.330-0330.520 | Y=0680.350-0691.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0204 | X=0092.900-0404.330 | Y=0698.350-0709.590 | 46 Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0204 | X=0461.210-0477.850 | Y=0700.230-0709.550 | 520
P=0204 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 350
P=0205 | X=0107.330-0402.700 | Y=0072.740-0083.980 | Đường Phùng Khắc Khoan đến Hết chợ Thái Bình có hiện trạng là
P=0205 | X=0107.330-0243.080 | Y=0084.260-0095.500 | đường nhựa, bê tông xi măng:
P=0205 | X=0107.330-0384.740 | Y=0101.780-0113.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0205 | X=0107.330-0330.970 | Y=0119.330-0130.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0205 | X=0107.330-0419.180 | Y=0137.330-0148.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0205 | X=0107.330-0422.630 | Y=0148.850-0160.090 | lộ 1 đoạn từ Đường Phùng Khắc Khoan đến Hết chợ Thái Bình có hiện
P=0205 | X=0107.330-0279.110 | Y=0160.370-0171.610 | trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0092.900-0104.020 | Y=0168.250-0177.570 | 47
P=0205 | X=0461.210-0477.850 | Y=0168.250-0177.570 | 780
P=0205 | X=0505.390-0522.030 | Y=0168.250-0177.570 | 510
P=0205 | X=0107.330-0330.240 | Y=0177.650-0188.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0205 | X=0107.330-0384.500 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0205 | X=0107.330-0419.180 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0205 | X=0107.330-0419.270 | Y=0224.710-0235.950 | lộ 1 đoạn từ đường Phùng Khắc Khoan đến hết chợ Thái Bình có hiện
P=0205 | X=0107.330-0279.110 | Y=0236.230-0247.470 | trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0092.900-0330.500 | Y=0253.750-0268.070 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0205 | X=0461.210-0477.850 | Y=0258.750-0268.070 | 660
P=0205 | X=0505.390-0522.030 | Y=0258.750-0268.070 | 440
P=0205 | X=0107.330-0413.750 | Y=0271.270-0282.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0205 | X=0107.330-0140.850 | Y=0282.820-0294.060 | ≤600m.
P=0205 | X=0107.330-0330.500 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0205 | X=0107.330-0419.180 | Y=0318.340-0329.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0205 | X=0107.330-0420.950 | Y=0329.860-0341.100 | lộ 1 đoạn từ Đường Phùng Khắc Khoan đến hết chợ Thái Bình có hiện
P=0205 | X=0107.330-0279.110 | Y=0341.380-0352.620 | trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0092.900-0104.020 | Y=0349.260-0358.580 | 49
P=0205 | X=0461.210-0477.850 | Y=0349.260-0358.580 | 520
P=0205 | X=0505.390-0522.030 | Y=0349.260-0358.580 | 350
P=0205 | X=0107.330-0384.740 | Y=0358.900-0370.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0205 | X=0107.330-0333.620 | Y=0376.200-0387.440 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0205 | X=0203.830-0261.530 | Y=0396.080-0405.400 | Hết chợ Thái
P=0205 | X=0272.020-0418.450 | Y=0399.960-0411.200 | Giáp ranh huyện Trảng Bom (cũ)
P=0205 | X=0092.900-0150.370 | Y=0401.840-0411.160 | 50 Quốc lộ 1
P=0205 | X=0453.050-0478.090 | Y=0401.840-0411.160 | 1.200
P=0205 | X=0505.390-0522.030 | Y=0401.840-0411.160 | 770
P=0205 | X=0203.830-0224.540 | Y=0407.600-0416.920 | Bình
P=0205 | X=0107.330-0422.730 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ Hết
P=0205 | X=0107.330-0409.890 | Y=0435.240-0446.480 | chợ Thái Bình đến Giáp ranh huyện Trảng Bom (cũ) có hiện trạng là
P=0205 | X=0107.330-0243.080 | Y=0446.760-0458.000 | đường nhựa, bê tông xi măng:
P=0205 | X=0092.900-0104.020 | Y=0454.660-0463.980 | 51
P=0205 | X=0461.210-0477.850 | Y=0454.660-0463.980 | 780
P=0205 | X=0505.390-0522.030 | Y=0454.660-0463.980 | 510
P=0205 | X=0107.330-0330.240 | Y=0464.300-0475.540 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0205 | X=0107.330-0384.500 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0205 | X=0107.330-0422.730 | Y=0499.820-0511.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ Hết
P=0205 | X=0107.330-0409.890 | Y=0511.340-0522.580 | chợ Thái Bình đến Giáp ranh huyện Trảng Bom (cũ) có hiện trạng là
P=0205 | X=0107.330-0243.080 | Y=0522.860-0534.100 | đường nhựa, bê tông xi măng:
P=0205 | X=0092.900-0330.500 | Y=0540.410-0554.490 | 52 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0205 | X=0461.210-0477.850 | Y=0545.170-0554.490 | 660
P=0205 | X=0505.390-0522.030 | Y=0545.170-0554.490 | 440
P=0205 | X=0107.330-0413.750 | Y=0557.930-0569.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0205 | X=0107.330-0140.850 | Y=0569.450-0580.690 | ≤600m.
P=0205 | X=0107.330-0330.500 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0205 | X=0107.330-0422.730 | Y=0604.970-0616.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ Hết
P=0205 | X=0107.330-0409.890 | Y=0616.270-0627.510 | chợ Thái Bình đến Giáp ranh huyện Trảng Bom (cũ) có hiện trạng là
P=0205 | X=0107.330-0243.080 | Y=0627.790-0639.030 | đường nhựa, bê tông xi măng:
P=0205 | X=0092.900-0104.020 | Y=0635.670-0644.990 | 53
P=0205 | X=0461.210-0477.850 | Y=0635.670-0644.990 | 520
P=0205 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 350
P=0205 | X=0107.330-0384.740 | Y=0645.310-0656.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0205 | X=0107.330-0330.970 | Y=0662.830-0674.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0205 | X=0107.330-0419.180 | Y=0680.830-0692.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0205 | X=0092.900-0426.450 | Y=0692.350-0703.590 | 54 lộ 1 đoạn từ Hết chợ Thái Bình đến Giáp ranh huyện Trảng Bom (cũ) có
P=0205 | X=0461.210-0477.850 | Y=0694.230-0703.550 | 780
P=0205 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 510
P=0205 | X=0107.330-0300.940 | Y=0703.890-0715.130 | hiện trạng là đường nhựa, bê tông xi măng:
P=0206 | X=0107.330-0330.240 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0206 | X=0107.330-0384.500 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0206 | X=0107.330-0419.180 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0206 | X=0107.330-0426.450 | Y=0125.810-0137.050 | lộ 1 đoạn từ Hết chợ Thái Bình đến Giáp ranh huyện Trảng Bom (cũ) có
P=0206 | X=0107.330-0300.940 | Y=0137.330-0148.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0206 | X=0092.900-0330.500 | Y=0154.850-0168.930 | 55 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0206 | X=0461.210-0477.850 | Y=0159.610-0168.930 | 660
P=0206 | X=0505.390-0522.030 | Y=0159.610-0168.930 | 440
P=0206 | X=0107.330-0413.750 | Y=0172.370-0183.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0206 | X=0107.330-0140.850 | Y=0183.650-0194.890 | ≤600m.
P=0206 | X=0107.330-0330.500 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0206 | X=0107.330-0419.180 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc
P=0206 | X=0107.330-0426.450 | Y=0230.710-0241.950 | lộ 1 đoạn từ Hết chợ Thái Bình đến Giáp ranh huyện Trảng Bom (cũ) có
P=0206 | X=0107.330-0300.940 | Y=0242.230-0253.470 | hiện trạng là đường nhựa, bê tông xi măng:
