TABLE=045 | AREA=Xã La Ngà | SECTION=agricultural | SEGMENTS=1
P=1590 | X=0511.150-0522.270 | Y=0572.770-0582.090 | 70
P=1590 | X=0107.330-0338.880 | Y=0579.290-0590.530 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1590 | X=0107.330-0394.220 | Y=0596.810-0608.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1590 | X=0107.330-0168.450 | Y=0608.330-0619.570 | đến ≤1.000m.
P=1590 | X=0107.330-0330.500 | Y=0625.870-0637.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1590 | X=0107.330-0392.590 | Y=0643.870-0655.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1590 | X=0107.330-0397.420 | Y=0655.390-0666.630 | Đường nối từ Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến
P=1590 | X=0107.330-0383.260 | Y=0666.910-0678.150 | Hết ranh thửa đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh
P=1590 | X=0090.020-0386.140 | Y=0677.430-0689.670 | 128 thửa đất số 34, tờ BĐĐC số 19 về bên phải, xã La Ngà có hiện
P=1590 | X=0454.010-0465.130 | Y=0677.430-0686.750 | 70
P=1590 | X=0511.150-0522.270 | Y=0677.430-0686.750 | 40
P=1590 | X=0107.330-0279.110 | Y=0689.950-0701.190 | trạng là đường nhựa, bê tông xi măng:
P=1590 | X=0107.330-0393.120 | Y=0707.490-0718.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1591 | X=0107.330-0330.970 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1591 | X=0107.330-0159.970 | Y=0096.740-0107.980 | Đường suối
P=1591 | X=0248.740-0299.950 | Y=0102.500-0113.740 | Đường 101
P=1591 | X=0090.020-0106.660 | Y=0104.380-0113.700 | 129
P=1591 | X=0179.350-0227.910 | Y=0104.380-0113.700 | Quốc lộ 20
P=1591 | X=0448.250-0464.890 | Y=0104.380-0113.700 | 230
P=1591 | X=0505.390-0522.030 | Y=0104.380-0113.700 | 200
P=1591 | X=0107.330-0127.330 | Y=0110.140-0119.460 | Dzui
P=1591 | X=0107.330-0399.560 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường suối Dzui
P=1591 | X=0107.330-0399.190 | Y=0137.810-0149.050 | đoạn từ Quốc lộ 20 đến Đường 101 có hiện trạng là đường nhựa,
P=1591 | X=0107.330-0181.410 | Y=0149.330-0160.570 | bê tông xi măng:
P=1591 | X=0090.020-0106.660 | Y=0157.210-0166.530 | 130
P=1591 | X=0448.250-0464.890 | Y=0157.210-0166.530 | 140
P=1591 | X=0505.390-0522.030 | Y=0157.210-0166.530 | 110
P=1591 | X=0107.330-0338.410 | Y=0166.850-0178.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1591 | X=0107.330-0384.500 | Y=0184.370-0195.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1591 | X=0107.330-0399.560 | Y=0202.390-0213.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường suối Dzui
P=1591 | X=0107.330-0399.190 | Y=0213.670-0224.910 | đoạn từ Quốc lộ 20 đến Đường 101 có hiện trạng là đường nhựa,
P=1591 | X=0107.330-0181.410 | Y=0225.190-0236.430 | bê tông xi măng:
P=1591 | X=0090.020-0338.880 | Y=0242.710-0257.030 | 131 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1591 | X=0448.250-0464.890 | Y=0247.710-0257.030 | 110
P=1591 | X=0511.150-0522.270 | Y=0247.710-0257.030 | 70
P=1591 | X=0107.330-0394.220 | Y=0260.230-0271.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1591 | X=0107.330-0168.450 | Y=0271.750-0282.990 | đến ≤1.000m.
P=1591 | X=0107.330-0330.500 | Y=0289.300-0300.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1591 | X=0107.330-0399.560 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường suối Dzui
P=1591 | X=0107.330-0399.190 | Y=0318.820-0330.060 | đoạn từ Quốc lộ 20 đến Đường 101 có hiện trạng là đường nhựa,
P=1591 | X=0107.330-0181.410 | Y=0330.340-0341.580 | bê tông xi măng:
P=1591 | X=0090.020-0106.660 | Y=0338.220-0347.540 | 132
P=1591 | X=0454.010-0465.130 | Y=0338.220-0347.540 | 70
P=1591 | X=0511.150-0522.270 | Y=0338.220-0347.540 | 40
P=1591 | X=0107.330-0393.120 | Y=0347.860-0359.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1591 | X=0107.330-0330.970 | Y=0365.400-0376.640 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1591 | X=0107.330-0392.590 | Y=0383.400-0394.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1591 | X=0107.330-0379.900 | Y=0394.920-0406.160 | Đường suối Dzui đoạn từ Quốc lộ 20 đến Đường 101 có hiện
P=1591 | X=0107.330-0279.110 | Y=0406.200-0417.440 | trạng là đường nhựa, bê tông xi măng:
P=1591 | X=0090.020-0106.660 | Y=0414.080-0423.400 | 133
P=1591 | X=0448.250-0464.890 | Y=0414.080-0423.400 | 140
P=1591 | X=0505.390-0522.030 | Y=0414.080-0423.400 | 110
P=1591 | X=0107.330-0338.410 | Y=0423.720-0434.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1591 | X=0107.330-0384.500 | Y=0441.240-0452.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1591 | X=0107.330-0392.590 | Y=0459.260-0470.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1591 | X=0107.330-0379.900 | Y=0470.780-0482.020 | Đường suối Dzui đoạn từ Quốc lộ 20 đến Đường 101 có hiện
P=1591 | X=0107.330-0279.110 | Y=0482.300-0493.540 | trạng là đường nhựa, bê tông xi măng:
P=1591 | X=0090.020-0338.880 | Y=0499.820-0514.140 | 134 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1591 | X=0448.250-0464.890 | Y=0504.820-0514.140 | 110
P=1591 | X=0511.150-0522.270 | Y=0504.820-0514.140 | 70
P=1591 | X=0107.330-0394.220 | Y=0517.340-0528.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1591 | X=0107.330-0168.450 | Y=0528.860-0540.100 | đến ≤1.000m.
P=1591 | X=0107.330-0330.500 | Y=0546.410-0557.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1591 | X=0107.330-0392.590 | Y=0564.410-0575.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1591 | X=0107.330-0379.900 | Y=0575.930-0587.170 | Đường suối Dzui đoạn từ Quốc lộ 20 đến Đường 101 có hiện
P=1591 | X=0107.330-0279.110 | Y=0587.450-0598.690 | trạng là đường nhựa, bê tông xi măng:
P=1591 | X=0090.020-0106.660 | Y=0595.330-0604.650 | 135
P=1591 | X=0454.010-0465.130 | Y=0595.330-0604.650 | 70
P=1591 | X=0511.150-0522.270 | Y=0595.330-0604.650 | 40
P=1591 | X=0107.330-0393.120 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1591 | X=0107.330-0330.970 | Y=0622.270-0633.510 | - Có bề rộng <3m, cách đường giao thông >200m.
