TABLE=005 | AREA=Phường Trảng Dài | SECTION=agricultural | SEGMENTS=1
P=0167 | X=0115.490-0411.820 | Y=0558.410-0569.650 | đoạn từ Đường vào công ty Trấn Biên đến Đường tỉnh 768 có hiện
P=0167 | X=0115.490-0287.270 | Y=0569.930-0581.170 | trạng là đường nhựa, bê tông xi măng:
P=0167 | X=0097.010-0338.660 | Y=0587.450-0601.530 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0167 | X=0445.610-0462.250 | Y=0592.210-0601.530 | 660
P=0167 | X=0505.390-0522.030 | Y=0592.210-0601.530 | 440
P=0167 | X=0115.490-0421.910 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0167 | X=0115.490-0149.010 | Y=0616.270-0627.510 | ≤600m.
P=0167 | X=0115.490-0338.660 | Y=0633.790-0645.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0167 | X=0115.490-0414.220 | Y=0651.790-0663.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đồng Khởi
P=0167 | X=0115.490-0411.820 | Y=0663.310-0674.550 | đoạn từ Đường vào công ty Trấn Biên đến Đường tỉnh 768 có hiện
P=0167 | X=0097.010-0287.270 | Y=0674.070-0686.070 | 32 trạng là đường nhựa, bê tông xi măng:
P=0167 | X=0445.610-0462.250 | Y=0674.070-0683.390 | 520
P=0167 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 350
P=0167 | X=0115.490-0392.940 | Y=0692.350-0703.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0168 | X=0115.490-0339.130 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0168 | X=0115.490-0400.750 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0168 | X=0115.490-0423.350 | Y=0108.260-0119.500 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến Đường
P=0168 | X=0115.490-0360.740 | Y=0119.810-0131.050 | tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0097.010-0108.130 | Y=0127.690-0137.010 | 33
P=0168 | X=0445.610-0462.250 | Y=0127.690-0137.010 | 780
P=0168 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 510
P=0168 | X=0115.490-0338.400 | Y=0137.330-0148.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0168 | X=0115.490-0392.680 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0168 | X=0115.490-0400.750 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0168 | X=0115.490-0423.350 | Y=0184.370-0195.610 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến Đường
P=0168 | X=0115.490-0360.740 | Y=0195.650-0206.890 | tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0097.010-0338.660 | Y=0213.190-0227.510 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0168 | X=0445.610-0462.250 | Y=0218.190-0227.510 | 660
P=0168 | X=0505.390-0522.030 | Y=0218.190-0227.510 | 440
P=0168 | X=0115.490-0421.910 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0168 | X=0115.490-0149.010 | Y=0242.230-0253.470 | ≤600m.
P=0168 | X=0115.490-0341.530 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông ≤ 200m.
P=0168 | X=0115.490-0400.750 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0168 | X=0115.490-0423.350 | Y=0289.300-0300.540 | Đường Đồng Khởi đoạn từ Đường vào công ty Trấn Biên đến Đường
P=0168 | X=0115.490-0360.740 | Y=0300.820-0312.060 | tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0097.010-0108.130 | Y=0308.700-0318.020 | 35
P=0168 | X=0445.610-0462.250 | Y=0308.700-0318.020 | 520
P=0168 | X=0505.390-0522.030 | Y=0308.700-0318.020 | 350
P=0168 | X=0115.490-0392.920 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0168 | X=0115.490-0341.780 | Y=0335.860-0347.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0168 | X=0115.490-0147.250 | Y=0353.860-0365.100 | Đường
P=0168 | X=0097.010-0285.310 | Y=0365.400-0376.640 | 36 Nguyễn Thái Đường Nguyễn Khuyến
P=0168 | X=0310.680-0423.560 | Y=0365.400-0376.640 | Đường Thân Nhân Trung
P=0168 | X=0437.450-0462.500 | Y=0367.280-0376.600 | 1.200
P=0168 | X=0505.390-0522.030 | Y=0367.280-0376.600 | 770
P=0168 | X=0115.490-0133.250 | Y=0378.800-0388.120 | Học
P=0168 | X=0115.490-0423.330 | Y=0394.920-0406.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thái
P=0168 | X=0115.490-0413.960 | Y=0406.200-0417.440 | Học đoạn từ Đường Nguyễn Khuyến đến Đường Thân Nhân Trung
P=0168 | X=0115.490-0322.340 | Y=0417.720-0428.960 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0097.010-0108.130 | Y=0425.600-0434.920 | 37
P=0168 | X=0445.610-0462.250 | Y=0425.600-0434.920 | 780
P=0168 | X=0505.390-0522.030 | Y=0425.600-0434.920 | 510
P=0168 | X=0115.490-0338.400 | Y=0435.240-0446.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0168 | X=0115.490-0392.680 | Y=0452.780-0464.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0168 | X=0115.490-0423.330 | Y=0470.780-0482.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thái
P=0168 | X=0115.490-0413.960 | Y=0482.300-0493.540 | Học đoạn từ Đường Nguyễn Khuyến đến Đường Thân Nhân Trung
P=0168 | X=0115.490-0322.340 | Y=0493.820-0505.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0097.010-0338.660 | Y=0511.340-0525.420 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0168 | X=0445.610-0462.250 | Y=0516.100-0525.420 | 660
P=0168 | X=0505.390-0522.030 | Y=0516.100-0525.420 | 440
P=0168 | X=0115.490-0421.910 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0168 | X=0115.490-0149.010 | Y=0540.410-0551.650 | ≤600m.
P=0168 | X=0115.490-0338.660 | Y=0557.930-0569.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0168 | X=0115.490-0423.330 | Y=0575.930-0587.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thái
P=0168 | X=0115.490-0413.960 | Y=0587.450-0598.690 | Học đoạn từ Đường Nguyễn Khuyến đến Đường Thân Nhân Trung
P=0168 | X=0115.490-0322.340 | Y=0598.970-0610.210 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0097.010-0108.130 | Y=0606.850-0616.170 | 39
P=0168 | X=0445.610-0462.250 | Y=0606.850-0616.170 | 520
P=0168 | X=0505.390-0522.030 | Y=0606.850-0616.170 | 350
P=0168 | X=0115.490-0392.920 | Y=0616.270-0627.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0168 | X=0115.490-0339.130 | Y=0633.790-0645.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0168 | X=0115.490-0400.750 | Y=0651.790-0663.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0168 | X=0115.490-0392.150 | Y=0663.310-0674.550 | Đường Nguyễn Thái Học đoạn từ Đường Nguyễn Khuyến đến
P=0168 | X=0097.010-0407.240 | Y=0674.830-0689.150 | 40 Đường Thân Nhân Trung có hiện trạng là đường nhựa, bê tông xi
P=0168 | X=0445.610-0462.250 | Y=0679.830-0689.150 | 780
P=0168 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 510
P=0168 | X=0115.490-0143.490 | Y=0686.350-0697.590 | măng:
P=0168 | X=0115.490-0338.400 | Y=0703.890-0715.130 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0169 | X=0115.490-0392.700 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0169 | X=0115.490-0400.750 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0169 | X=0115.490-0392.150 | Y=0108.260-0119.500 | Đường Nguyễn Thái Học đoạn từ Đường Nguyễn Khuyến đến
P=0169 | X=0115.490-0407.240 | Y=0119.810-0131.050 | Đường Thân Nhân Trung có hiện trạng là đường nhựa, bê tông xi
P=0169 | X=0115.490-0143.490 | Y=0131.330-0142.570 | măng;
P=0169 | X=0097.010-0338.660 | Y=0147.850-0160.090 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0169 | X=0445.610-0462.250 | Y=0147.850-0157.170 | 660
P=0169 | X=0505.390-0522.030 | Y=0147.850-0157.170 | 440
P=0169 | X=0115.490-0421.910 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0169 | X=0115.490-0149.010 | Y=0177.650-0188.890 | ≤600m.
P=0169 | X=0115.490-0338.660 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0169 | X=0115.490-0400.750 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0169 | X=0115.490-0390.470 | Y=0224.710-0235.950 | Đường Nguyễn Thái Học đoạn từ đường Nguyễn Khuyến đến
P=0169 | X=0115.490-0407.240 | Y=0236.230-0247.470 | Đường Thân Nhân Trung có hiện trạng là đường nhựa, bê tông xi
P=0169 | X=0097.010-0143.490 | Y=0247.750-0259.190 | 42 măng:
P=0169 | X=0445.610-0462.250 | Y=0249.870-0259.190 | 520
P=0169 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 350
P=0169 | X=0115.490-0392.920 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0169 | X=0115.490-0341.780 | Y=0282.820-0294.060 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0169 | X=0115.490-0413.510 | Y=0300.820-0312.060 | Đường từ ngã ba đi Văn phòng KP4 phường Trảng Dài đến đường
P=0169 | X=0097.010-0108.130 | Y=0308.460-0317.780 | 43
P=0169 | X=0437.450-0462.500 | Y=0308.460-0317.780 | 1.200
P=0169 | X=0505.390-0522.030 | Y=0308.460-0317.780 | 770
P=0169 | X=0115.490-0286.190 | Y=0314.220-0323.540 | Thân Nhân Trung (ngã ba Thanh Hóa)
P=0169 | X=0115.490-0419.980 | Y=0330.340-0341.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ ngã ba đi
P=0169 | X=0115.490-0403.880 | Y=0341.860-0353.100 | Văn phòng KP4 phường Trảng Dài đến đường Thân Nhân Trung
P=0169 | X=0115.490-0414.750 | Y=0353.380-0364.620 | (ngã ba Thanh Hóa) có hiện trạng là đường nhựa, bê tông xi măng:
P=0169 | X=0097.010-0108.130 | Y=0361.260-0370.580 | 44
P=0169 | X=0445.610-0462.250 | Y=0361.260-0370.580 | 780
P=0169 | X=0505.390-0522.030 | Y=0361.260-0370.580 | 510
P=0169 | X=0115.490-0338.430 | Y=0370.920-0382.160 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0169 | X=0115.490-0392.680 | Y=0388.200-0399.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0169 | X=0115.490-0419.980 | Y=0406.200-0417.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ ngã ba đi
P=0169 | X=0115.490-0403.880 | Y=0417.720-0428.960 | Văn phòng KP4 phường Trảng Dài đến đường Thân Nhân Trung
P=0169 | X=0115.490-0414.780 | Y=0429.240-0440.480 | (ngã ba Thanh Hóa) có hiện trạng là đường nhựa, bê tông xi măng:
P=0169 | X=0097.010-0338.660 | Y=0446.760-0461.100 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0169 | X=0445.610-0462.250 | Y=0451.780-0461.100 | 660
P=0169 | X=0505.390-0522.030 | Y=0451.780-0461.100 | 440
P=0169 | X=0115.490-0421.910 | Y=0464.300-0475.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0169 | X=0115.490-0149.010 | Y=0475.820-0487.060 | ≤600m.
P=0169 | X=0115.490-0338.660 | Y=0493.340-0504.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0169 | X=0115.490-0419.980 | Y=0511.340-0522.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ ngã ba đi
P=0169 | X=0115.490-0403.880 | Y=0522.860-0534.100 | Văn phòng KP4 phường Trảng Dài đến đường Thân Nhân Trung
P=0169 | X=0115.490-0414.750 | Y=0534.410-0545.650 | (ngã ba Thanh Hóa) có hiện trạng là đường nhựa, bê tông xi măng:
P=0169 | X=0097.010-0108.130 | Y=0542.290-0551.610 | 46
P=0169 | X=0445.610-0462.250 | Y=0542.290-0551.610 | 520
P=0169 | X=0505.390-0522.030 | Y=0542.290-0551.610 | 350
P=0169 | X=0115.490-0392.920 | Y=0551.930-0563.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0169 | X=0115.490-0339.130 | Y=0569.450-0580.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0169 | X=0115.490-0400.750 | Y=0587.450-0598.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0169 | X=0115.490-0413.510 | Y=0598.970-0610.210 | Đường từ ngã ba đi Văn phòng KP4 phường Trảng Dài đến đường
P=0169 | X=0115.490-0419.110 | Y=0610.250-0621.490 | Thân Nhân Trung (ngã ba Thanh Hóa) có hiện trạng là đường nhựa,
P=0169 | X=0097.010-0189.570 | Y=0621.790-0633.230 | 47 bê tông xi măng:
P=0169 | X=0445.610-0462.250 | Y=0623.910-0633.230 | 780
P=0169 | X=0505.390-0522.030 | Y=0623.910-0633.230 | 510
P=0169 | X=0115.490-0338.400 | Y=0639.310-0650.550 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0169 | X=0115.490-0392.680 | Y=0656.830-0668.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0169 | X=0115.490-0400.750 | Y=0674.830-0686.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0169 | X=0097.010-0413.510 | Y=0686.350-0697.590 | 48 Đường từ ngã ba đi Văn phòng KP4 phường Trảng Dài đến đường
P=0169 | X=0445.610-0462.250 | Y=0688.230-0697.550 | 660
P=0169 | X=0505.390-0522.030 | Y=0688.230-0697.550 | 440
P=0169 | X=0115.490-0419.110 | Y=0697.870-0709.110 | Thân Nhân Trung (ngã ba Thanh Hóa) có hiện trạng là đường nhựa,
P=0170 | X=0115.490-0189.570 | Y=0072.740-0083.980 | bê tông xi măng:
P=0170 | X=0115.490-0338.660 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0170 | X=0115.490-0421.910 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0170 | X=0115.490-0149.010 | Y=0119.330-0130.570 | ≤600m.
P=0170 | X=0115.490-0338.660 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0170 | X=0115.490-0400.750 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0170 | X=0115.490-0413.510 | Y=0166.370-0177.610 | Đường từ ngã ba đi Văn phòng KP4 phường Trảng Dài đến đường
P=0170 | X=0115.490-0419.110 | Y=0177.650-0188.890 | Thân Nhân Trung (ngã ba Thanh Hóa) có hiện trạng là đường nhựa,
P=0170 | X=0097.010-0189.570 | Y=0189.170-0200.610 | 49 bê tông xi măng:
P=0170 | X=0445.610-0462.250 | Y=0191.290-0200.610 | 520
P=0170 | X=0505.390-0522.030 | Y=0191.290-0200.610 | 350
P=0170 | X=0115.490-0392.920 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0170 | X=0115.490-0341.780 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0170 | X=0115.490-0147.250 | Y=0242.230-0253.470 | Đường
P=0170 | X=0166.630-0248.820 | Y=0247.990-0259.230 | Đường Đồng Khởi
P=0170 | X=0310.680-0416.390 | Y=0247.990-0259.230 | Đường Nguyễn Khuyến
P=0170 | X=0097.010-0108.130 | Y=0249.870-0259.190 | 50
P=0170 | X=0437.450-0462.500 | Y=0249.870-0259.190 | 1.200
P=0170 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 770
P=0170 | X=0115.490-0157.980 | Y=0255.630-0264.950 | tỉnh 768B
P=0170 | X=0115.490-0408.870 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768B
P=0170 | X=0115.490-0423.340 | Y=0283.300-0294.540 | đoạn từ Đường Đồng Khởi đến Đường Nguyễn Khuyến có hiện trạng
P=0170 | X=0115.490-0261.820 | Y=0294.820-0306.060 | là đường nhựa, bê tông xi măng:
P=0170 | X=0097.010-0108.130 | Y=0302.700-0312.020 | 51
P=0170 | X=0445.610-0462.250 | Y=0302.700-0312.020 | 780
P=0170 | X=0505.390-0522.030 | Y=0302.700-0312.020 | 510
P=0170 | X=0115.490-0338.400 | Y=0312.340-0323.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0170 | X=0115.490-0392.680 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0170 | X=0115.490-0408.870 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768B
P=0170 | X=0115.490-0423.340 | Y=0359.380-0370.620 | đoạn từ Đường Đồng Khởi đến Đường Nguyễn Khuyến có hiện trạng
P=0170 | X=0115.490-0261.820 | Y=0370.920-0382.160 | là đường nhựa, bê tông xi măng:
P=0170 | X=0097.010-0338.670 | Y=0388.200-0402.520 | 52 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0170 | X=0445.610-0462.250 | Y=0393.200-0402.520 | 660
P=0170 | X=0505.390-0522.030 | Y=0393.200-0402.520 | 440
P=0170 | X=0115.490-0421.910 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0170 | X=0115.490-0149.010 | Y=0417.240-0428.480 | ≤600m.
P=0170 | X=0115.490-0338.660 | Y=0434.760-0446.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0170 | X=0115.490-0408.870 | Y=0452.780-0464.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768B
P=0170 | X=0115.490-0423.340 | Y=0464.300-0475.540 | đoạn từ Đường Đồng Khởi đến Đường Nguyễn Khuyến có hiện trạng
P=0170 | X=0115.490-0261.820 | Y=0475.820-0487.060 | là đường nhựa, bê tông xi măng:
P=0170 | X=0097.010-0108.130 | Y=0483.700-0493.020 | 53
P=0170 | X=0445.610-0462.250 | Y=0483.700-0493.020 | 520
P=0170 | X=0505.390-0522.030 | Y=0483.700-0493.020 | 350
P=0170 | X=0115.490-0386.920 | Y=0493.340-0504.580 | Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0170 | X=0115.490-0339.130 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0170 | X=0115.490-0400.750 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0170 | X=0115.490-0405.340 | Y=0540.410-0551.650 | Đường tỉnh 768B đoạn từ Đường Đồng Khởi đến Đường Nguyễn
P=0170 | X=0115.490-0359.060 | Y=0551.930-0563.170 | Khuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0170 | X=0097.010-0108.130 | Y=0559.810-0569.130 | 54
P=0170 | X=0445.610-0462.250 | Y=0559.810-0569.130 | 780
P=0170 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 510
P=0170 | X=0115.490-0338.400 | Y=0569.450-0580.690 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0170 | X=0115.490-0395.320 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤ 400m.
P=0170 | X=0115.490-0400.780 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0170 | X=0115.490-0405.340 | Y=0616.270-0627.510 | Đường tỉnh 768B đoạn từ Đường Đồng Khởi đến Đường Nguyễn
P=0170 | X=0115.490-0359.060 | Y=0627.790-0639.030 | Khuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0170 | X=0097.010-0338.660 | Y=0645.310-0659.630 | 55 - Có bề rộng ≥5m, cách đường giao thông >600m.
