TABLE=015 | AREA=Xã Phước Thái | SECTION=agricultural | SEGMENTS=1
P=0448 | X=0452.330-0468.970 | Y=0144.250-0153.570 | 480
P=0448 | X=0505.390-0522.030 | Y=0144.250-0153.570 | 400
P=0448 | X=0115.250-0347.770 | Y=0147.650-0158.890 | Thái) có hiện trạng là đường nhựa, bê tông xi măng:
P=0448 | X=0115.250-0346.330 | Y=0165.170-0176.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0448 | X=0115.250-0392.440 | Y=0182.690-0193.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0448 | X=0115.250-0382.770 | Y=0200.470-0211.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0448 | X=0115.250-0393.790 | Y=0211.990-0223.230 | UBND xã Phước Bình cũ đoạn từ Quốc lộ 51 đến Hết khu làng
P=0448 | X=0115.250-0410.710 | Y=0223.510-0234.750 | dân tộc Choro (bên phải hết ranh thửa đất số 26, tờ BĐĐC số 190;
P=0448 | X=0115.250-0404.040 | Y=0235.030-0246.270 | bên trái hết ranh thửa đất số 4, từ BĐĐC số 190, xã Phước Thái)
P=0448 | X=0115.250-0322.100 | Y=0246.550-0257.790 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0448 | X=0097.010-0108.130 | Y=0257.310-0266.630 | 31
P=0448 | X=0452.330-0468.970 | Y=0257.310-0266.630 | 370
P=0448 | X=0505.390-0522.030 | Y=0257.310-0266.630 | 330
P=0448 | X=0115.250-0349.450 | Y=0264.070-0275.310 | - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0448 | X=0115.250-0402.140 | Y=0281.620-0292.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0448 | X=0115.250-0176.370 | Y=0293.140-0304.380 | đến ≤1.000m.
P=0448 | X=0115.250-0338.420 | Y=0310.660-0321.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0448 | X=0115.250-0382.770 | Y=0328.420-0339.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0448 | X=0115.250-0397.160 | Y=0339.700-0350.940 | UBND xã Phước Bình cũ đoạn từ Quốc lộ 51 đến 1 lết khu làng
P=0448 | X=0115.250-0389.510 | Y=0351.220-0362.460 | dân tộc Chơro (bên phải hết ranh thửa đất số 26, tớ BĐĐC số
P=0448 | X=0115.250-0400.700 | Y=0362.740-0373.980 | 190; bên trái hết ranh thửa đất số 4, tờ BĐĐC số 190, xã Phước
P=0448 | X=0097.010-0108.130 | Y=0370.640-0379.960 | 32
P=0448 | X=0452.330-0468.970 | Y=0370.640-0379.960 | 250
P=0448 | X=0505.390-0522.030 | Y=0370.640-0379.960 | 250
P=0448 | X=0115.250-0347.770 | Y=0374.280-0385.520 | Thái) có hiện trạng là đường nhựa, bê tông xi măng:
P=0448 | X=0115.250-0403.710 | Y=0391.800-0403.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0448 | X=0115.250-0338.890 | Y=0409.320-0420.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0448 | X=0115.250-0400.510 | Y=0427.080-0438.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0448 | X=0115.250-0406.390 | Y=0438.600-0449.840 | Đường vào UBND xã Phước Bình cũ đoạn từ Quốc lộ 51 đến Hết
P=0448 | X=0115.250-0385.950 | Y=0450.140-0461.380 | khu làng dân tộc Chơro (bên phải hết ranh thửa đất số 26, tờ
P=0448 | X=0115.250-0411.820 | Y=0461.660-0472.900 | BĐĐC số 190; bên trái hết ranh thửa đất số 4, tờ BĐĐC số 190, xã
P=0448 | X=0097.010-0108.130 | Y=0469.540-0478.860 | 33
P=0448 | X=0452.330-0468.970 | Y=0469.540-0478.860 | 480
P=0448 | X=0505.390-0522.030 | Y=0469.540-0478.860 | 400
P=0448 | X=0115.250-0381.150 | Y=0473.180-0484.420 | Phước Thái) có hiện trạng là đường nhựa, bê tông xi măng:
P=0448 | X=0115.250-0346.360 | Y=0490.460-0501.700 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0448 | X=0115.250-0392.440 | Y=0507.980-0519.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0448 | X=0115.250-0400.510 | Y=0525.740-0536.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0448 | X=0115.250-0404.710 | Y=0537.290-0548.530 | Đường vào UBND xã Phước Bình cũ đoạn từ Quốc lộ 51 đến nết
P=0448 | X=0115.250-0385.950 | Y=0548.810-0560.050 | khu làng dân tộc Chơro (bên phải hết ranh thửa đất số 26, tờ
P=0448 | X=0115.250-0411.820 | Y=0560.330-0571.570 | BĐĐC số 190, bên trái hết ranh thửa đất số 4, tờ BĐĐC số 190, xã
P=0448 | X=0115.250-0381.150 | Y=0571.850-0583.090 | Phước Thái) có hiện trạng là đường nhựa, bê tông xi măng:
P=0448 | X=0097.010-0108.130 | Y=0582.850-0592.170 | 34
P=0448 | X=0452.330-0468.970 | Y=0582.850-0592.170 | 370
P=0448 | X=0505.390-0522.030 | Y=0582.850-0592.170 | 330
P=0448 | X=0115.250-0349.450 | Y=0589.370-0600.610 | - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0448 | X=0115.250-0402.140 | Y=0606.890-0618.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0448 | X=0115.250-0176.370 | Y=0618.430-0629.670 | đến ≤1.000m.
P=0448 | X=0115.250-0338.420 | Y=0635.950-0647.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0448 | X=0115.250-0400.510 | Y=0653.710-0664.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0448 | X=0115.250-0406.390 | Y=0665.230-0676.470 | Đường vào UBND xã Phước Bình cũ đoạn từ Quốc lộ 51 đến Hết
P=0448 | X=0097.010-0385.950 | Y=0676.510-0687.750 | 35 khu làng dân tộc Chơro (bên phải hết ranh thửa đất số 26, tờ
P=0448 | X=0452.330-0468.970 | Y=0678.390-0687.710 | 250
P=0448 | X=0505.390-0522.030 | Y=0678.390-0687.710 | 250
P=0448 | X=0115.250-0411.820 | Y=0688.030-0699.270 | BĐĐC số 190; bên trái hết ranh thửa đất số 4, tờ BĐĐC số 190, xã
P=0448 | X=0115.250-0381.150 | Y=0699.550-0710.790 | Phước Thái) có hiện trạng là đường nhựa, bê tông xi măng;
P=0449 | X=0115.250-0401.060 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0449 | X=0115.250-0338.890 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0449 | X=0209.590-0301.560 | Y=0115.660-0124.980 | Hết khu làng dân tộc
P=0449 | X=0209.590-0299.080 | Y=0125.330-0136.570 | Chơro (bên phải hết
P=0449 | X=0209.590-0299.790 | Y=0136.850-0148.090 | ranh thửa đất số 26,
P=0449 | X=0115.250-0197.170 | Y=0142.610-0153.850 | Đường vào UBND
P=0449 | X=0209.590-0401.000 | Y=0148.370-0159.610 | tờ BĐĐC số 190; bên Ranh xã Phước Thái
P=0449 | X=0097.010-0108.130 | Y=0150.250-0159.570 | 36
P=0449 | X=0452.330-0468.970 | Y=0150.250-0159.570 | 700
P=0449 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 570
P=0449 | X=0115.250-0195.950 | Y=0154.130-0165.370 | xã Phước Bình cũ
P=0449 | X=0209.590-0303.170 | Y=0159.650-0170.890 | trái hết ranh thửa đắt
P=0449 | X=0209.590-0287.950 | Y=0171.170-0182.410 | số 4, tờ BĐĐC số
P=0449 | X=0209.590-0301.520 | Y=0182.690-0193.930 | 190, xã Phước Thái)
P=0449 | X=0115.250-0382.770 | Y=0200.470-0211.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0449 | X=0115.250-0389.950 | Y=0211.990-0223.230 | UBND xã Phước Bình cũ đoạn từ Hết khu làng dân tộc Chơro
P=0449 | X=0115.250-0398.220 | Y=0223.510-0234.750 | (bên phải hết ranh thửa đất số 26, tờ BĐĐC số 190; bên trái hết
P=0449 | X=0115.250-0410.620 | Y=0235.030-0246.270 | ranh thửa đất số 4, tờ BĐĐC số 190, xã Phước Thái) đến Ranh xã
P=0449 | X=0097.010-0108.130 | Y=0242.910-0252.230 | 37
P=0449 | X=0452.330-0468.970 | Y=0242.910-0252.230 | 480
P=0449 | X=0505.390-0522.030 | Y=0242.910-0252.230 | 400
P=0449 | X=0115.250-0377.330 | Y=0246.550-0257.790 | Phước Thái có hiện trạng là đường nhựa, bê tông xi măng:
P=0449 | X=0115.250-0343.960 | Y=0264.070-0275.310 | - Có bề rộng≥5m, cách đường giao thông <1.000m.
P=0449 | X=0115.250-0392.930 | Y=0281.620-0292.860 | - Có bề rộng từ >3m đến <5m, cách đường giao thông <500m.
P=0449 | X=0115.250-0382.770 | Y=0299.380-0310.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0449 | X=0115.250-0389.950 | Y=0310.900-0322.140 | UBND xã Phước Bình cũ đoạn từ Hết khu làng dân tộc Chơro
P=0449 | X=0115.250-0398.220 | Y=0322.420-0333.660 | (bên phải hết ranh thửa đất số 26, tờ BĐĐC số 190; bên trái hết
P=0449 | X=0115.250-0410.620 | Y=0333.700-0344.940 | ranh thửa đất số 4, tờ BĐĐC số 190, xã Phước Thái) đến Ranh xã
P=0449 | X=0115.250-0377.330 | Y=0345.220-0356.460 | Phước Thái có hiện trạng là đường nhựa, bê tông xi măng:
P=0449 | X=0097.010-0108.130 | Y=0356.220-0365.540 | 38
P=0449 | X=0452.330-0468.970 | Y=0356.220-0365.540 | 370
P=0449 | X=0505.390-0522.030 | Y=0356.220-0365.540 | 330
P=0449 | X=0115.250-0346.800 | Y=0362.740-0373.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0449 | X=0115.250-0402.140 | Y=0380.280-0391.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0449 | X=0115.250-0176.370 | Y=0391.800-0403.040 | đến ≤1.000m.
P=0449 | X=0115.250-0338.420 | Y=0409.320-0420.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0449 | X=0115.250-0382.770 | Y=0427.080-0438.320 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0449 | X=0115.250-0389.950 | Y=0438.600-0449.840 | UBND xã Phước Bình cũ đoạn từ Hết khu làng dân tộc Chơro
P=0449 | X=0115.250-0398.220 | Y=0450.140-0461.380 | (bên phải hết ranh thửa đất số 26, tờ BĐĐC số 190; bên trái hết
P=0449 | X=0115.250-0410.620 | Y=0461.660-0472.900 | ranh thửa đất số 4, tờ BĐĐC số 190, xã Phước Thái) đến Ranh xã
P=0449 | X=0097.010-0108.130 | Y=0469.540-0478.860 | 39
P=0449 | X=0452.330-0468.970 | Y=0469.540-0478.860 | 250
P=0449 | X=0505.390-0522.030 | Y=0469.540-0478.860 | 250
P=0449 | X=0115.250-0377.330 | Y=0473.180-0484.420 | Phước Thái có hiện trạng là đường nhựa, bê tông xi măng:
P=0449 | X=0115.250-0403.710 | Y=0490.460-0501.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0449 | X=0115.250-0338.890 | Y=0507.980-0519.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0449 | X=0115.250-0400.540 | Y=0525.740-0536.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0449 | X=0115.250-0395.730 | Y=0537.290-0548.530 | Đường vào UBND xã Phước Bình cũ đoạn từ Hết khu làng dân
P=0449 | X=0115.250-0392.230 | Y=0548.810-0560.050 | tộc Chơro (bên phải hết ranh thửa đất số 26, tờ BĐĐC số 190;
P=0449 | X=0115.250-0404.040 | Y=0560.330-0571.570 | bên trái hết ranh thửa đất số 4, tờ BĐĐC số 190, xã Phước Thái)
P=0449 | X=0097.010-0406.520 | Y=0571.850-0583.290 | 40 đến Ranh xã Phước Thái có hiện trạng là đường nhựa, bê tông xi
P=0449 | X=0452.330-0468.970 | Y=0573.970-0583.290 | 480
P=0449 | X=0505.390-0522.030 | Y=0573.970-0583.290 | 400
P=0449 | X=0115.250-0143.250 | Y=0583.370-0594.610 | măng:
P=0449 | X=0115.250-0346.800 | Y=0600.890-0612.130 | - Có bề rộng ≥5m, cách đường giao thông <1.000m.
P=0449 | X=0115.250-0392.440 | Y=0618.430-0629.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0449 | X=0115.250-0400.510 | Y=0636.190-0647.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0449 | X=0115.250-0395.730 | Y=0647.710-0658.950 | Đường vào UBND xã Phước Bình cũ đoạn từ Hết khu làng dân
P=0449 | X=0115.250-0392.230 | Y=0659.230-0670.470 | tộc Chơro (bên phải hết ranh thửa đất số 26, tờ BĐĐC số 190;
P=0449 | X=0097.010-0108.130 | Y=0666.630-0675.950 | 41
P=0449 | X=0452.330-0468.970 | Y=0666.630-0675.950 | 370
P=0449 | X=0505.390-0522.030 | Y=0666.630-0675.950 | 330
P=0449 | X=0115.250-0404.040 | Y=0670.510-0681.750 | bên trái hết ranh thửa đất số 4, tờ BĐĐC số 190, xã Phước Thái)
P=0449 | X=0115.250-0406.520 | Y=0682.030-0693.270 | đến Ranh xã Phước Thái có hiện trạng là đường nhựa, bê tông xi
P=0449 | X=0115.250-0143.250 | Y=0693.550-0704.790 | măng:
P=0450 | X=0115.250-0349.450 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0450 | X=0115.250-0402.140 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0450 | X=0115.250-0176.370 | Y=0107.540-0118.780 | đến ≤1.000m.
P=0450 | X=0115.250-0338.420 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0450 | X=0115.250-0400.510 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0450 | X=0115.250-0395.730 | Y=0154.370-0165.610 | Đường vào UBND xã Phước Bình cũ đoạn từ Hết khu làng dân
P=0450 | X=0115.250-0392.230 | Y=0165.650-0176.890 | tộc Chơro (bên phải hết ranh thửa đất số 26, tờ BĐĐC số 190;
P=0450 | X=0115.250-0404.040 | Y=0177.170-0188.410 | bên trái hết ranh thửa đất số 4, tờ BĐĐC số 190, xã Phước Thái)
P=0450 | X=0097.010-0406.520 | Y=0188.690-0200.130 | 42 đến Ranh xã Phước Thái có hiện trạng là đường nhựa, bê tông xi
P=0450 | X=0452.330-0468.970 | Y=0190.810-0200.130 | 250
P=0450 | X=0505.390-0522.030 | Y=0190.810-0200.130 | 250
P=0450 | X=0115.250-0143.250 | Y=0200.230-0211.470 | măng:
P=0450 | X=0115.250-0403.710 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0450 | X=0115.250-0338.890 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0450 | X=0208.630-0402.950 | Y=0253.030-0264.270 | Đường vào UBND xã Giáp ranh Thành phố
P=0450 | X=0097.010-0196.720 | Y=0258.790-0270.030 | 43 Đường liên ấp 1-3
P=0450 | X=0452.330-0468.970 | Y=0260.670-0269.990 | 670
P=0450 | X=0505.390-0522.030 | Y=0260.670-0269.990 | 530
P=0450 | X=0208.630-0276.170 | Y=0264.550-0275.790 | Phước Bình cũ
P=0450 | X=0308.280-0364.030 | Y=0266.430-0275.750 | Hồ Chí Minh
P=0450 | X=0115.250-0407.660 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 1-
P=0450 | X=0115.250-0391.890 | Y=0293.860-0305.100 | 3 đoạn từ Đường vào UBND xã Phước Bình cũ đến Giáp ranh
P=0450 | X=0115.250-0400.520 | Y=0305.380-0316.620 | Thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi
P=0450 | X=0097.010-0143.250 | Y=0316.900-0328.340 | 44 măng:
P=0450 | X=0452.330-0468.970 | Y=0319.020-0328.340 | 450
P=0450 | X=0505.390-0522.030 | Y=0319.020-0328.340 | 380
P=0450 | X=0115.250-0346.330 | Y=0334.420-0345.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0450 | X=0115.250-0392.440 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0450 | X=0115.250-0407.660 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 1-
P=0450 | X=0115.250-0391.890 | Y=0381.000-0392.240 | 3 đoạn từ Đường vào UBND xã Phước Bình cũ đến Giáp ranh
P=0450 | X=0115.250-0400.520 | Y=0392.520-0403.760 | Thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi
P=0450 | X=0115.250-0143.250 | Y=0404.040-0415.280 | măng:
P=0450 | X=0097.010-0346.800 | Y=0420.800-0432.800 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0450 | X=0452.330-0468.970 | Y=0420.800-0430.120 | 350
P=0450 | X=0505.390-0522.030 | Y=0420.800-0430.120 | 310
P=0450 | X=0115.250-0402.140 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0450 | X=0115.250-0176.370 | Y=0450.620-0461.860 | đến ≤1.000m.
P=0450 | X=0115.250-0338.420 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0450 | X=0115.250-0407.660 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 1-
P=0450 | X=0115.250-0391.890 | Y=0497.420-0508.660 | 3 đoạn từ Đường vào UBND xã Phước Bình cũ đến Giáp ranh
P=0450 | X=0115.250-0400.520 | Y=0508.940-0520.180 | Thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi
P=0450 | X=0097.010-0143.250 | Y=0520.220-0531.660 | 46 măng:
P=0450 | X=0452.330-0468.970 | Y=0522.340-0531.660 | 230
P=0450 | X=0505.390-0522.030 | Y=0522.340-0531.660 | 230
P=0450 | X=0115.250-0401.060 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0450 | X=0115.250-0338.910 | Y=0555.290-0566.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0450 | X=0115.250-0400.510 | Y=0573.050-0584.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0450 | X=0115.250-0404.370 | Y=0584.570-0595.810 | Đường liên ấp 1- 3 đoạn từ Đường vào UBND xã Phước Bình cũ
P=0450 | X=0115.250-0391.660 | Y=0596.090-0607.330 | đến Giáp ranh Thành phố Hồ Chí Minh có hiện trạng là đường
P=0450 | X=0097.010-0218.360 | Y=0607.610-0619.050 | 47 nhựa, bê tông xi măng:
P=0450 | X=0452.330-0468.970 | Y=0609.730-0619.050 | 450
P=0450 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 380
P=0450 | X=0115.250-0346.330 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0450 | X=0115.250-0392.440 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0450 | X=0115.250-0400.510 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0450 | X=0115.250-0404.370 | Y=0671.950-0683.190 | Đường liên ấp 1- 3 đoạn từ Đường vào UBND xã Phước Bình cũ
P=0450 | X=0097.010-0108.130 | Y=0679.590-0688.910 | 48
P=0450 | X=0452.330-0468.970 | Y=0679.590-0688.910 | 350
P=0450 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 310
P=0450 | X=0115.250-0391.660 | Y=0683.470-0694.710 | đến Giáp ranh Thành phố Hồ Chí Minh có hiện trạng là đường
P=0450 | X=0115.250-0218.360 | Y=0694.750-0705.990 | nhựa, bê tông xi măng:
P=0451 | X=0115.250-0349.450 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0451 | X=0115.250-0402.140 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0451 | X=0115.250-0176.370 | Y=0107.540-0118.780 | đến ≤1.000m.
P=0451 | X=0115.250-0338.420 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0451 | X=0115.250-0400.510 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0451 | X=0115.250-0404.370 | Y=0154.370-0165.610 | Đường liên ấp 1- 3 đoạn từ Đường vào UBND xã Phước Bình cũ
P=0451 | X=0115.250-0391.660 | Y=0165.650-0176.890 | đến Giáp ranh Thành phố Hồ Chí Minh có hiện trạng là đường
P=0451 | X=0097.010-0218.360 | Y=0177.170-0188.610 | 49 nhựa, bê tông xi măng:
P=0451 | X=0452.330-0468.970 | Y=0179.290-0188.610 | 230
P=0451 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 230
P=0451 | X=0115.250-0401.060 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0451 | X=0115.250-0338.890 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0451 | X=0115.250-0194.950 | Y=0229.990-0241.230 | Đường Bàu Cạn -
