TABLE=025 | AREA=Xã Xuân Hòa | SECTION=agricultural | SEGMENTS=1
P=0907 | X=0110.930-0417.350 | Y=0381.480-0392.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0907 | X=0110.930-0152.610 | Y=0393.000-0404.240 | ≤1.000m.
P=0907 | X=0110.930-0334.100 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0907 | X=0110.930-0412.790 | Y=0428.280-0439.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú đoạn
P=0907 | X=0110.930-0408.700 | Y=0439.800-0451.040 | từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng là đường nhựa, bê
P=0907 | X=0110.930-0171.090 | Y=0451.340-0462.580 | tông xi măng:
P=0907 | X=0091.940-0108.580 | Y=0459.220-0468.540 | 123
P=0907 | X=0454.730-0471.370 | Y=0459.220-0468.540 | 200
P=0907 | X=0505.390-0522.030 | Y=0459.220-0468.540 | 130
P=0907 | X=0110.930-0396.740 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0907 | X=0110.930-0334.570 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0907 | X=0110.930-0396.190 | Y=0504.140-0515.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0907 | X=0110.930-0410.380 | Y=0515.660-0526.900 | Đường Tà Lú đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng
P=0907 | X=0110.930-0257.260 | Y=0527.180-0538.420 | là đường nhựa, bê tông xi măng:
P=0907 | X=0091.940-0108.580 | Y=0535.090-0544.410 | 124
P=0907 | X=0454.730-0471.370 | Y=0535.090-0544.410 | 350
P=0907 | X=0505.390-0522.030 | Y=0535.090-0544.410 | 230
P=0907 | X=0110.930-0342.010 | Y=0544.490-0555.730 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0907 | X=0110.930-0388.120 | Y=0562.010-0573.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0907 | X=0110.930-0396.190 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0907 | X=0110.930-0410.380 | Y=0591.290-0602.530 | Đường Tà Lú đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng
P=0907 | X=0110.930-0257.260 | Y=0602.810-0614.050 | là đường nhựa, bê tông xi măng:
P=0907 | X=0091.940-0342.480 | Y=0620.350-0634.670 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0907 | X=0454.730-0471.370 | Y=0625.350-0634.670 | 290
P=0907 | X=0505.390-0522.030 | Y=0625.350-0634.670 | 180
P=0907 | X=0110.930-0417.350 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0907 | X=0110.930-0152.610 | Y=0649.390-0660.630 | ≤1.000m.
P=0907 | X=0110.930-0334.100 | Y=0666.910-0678.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0907 | X=0110.930-0396.190 | Y=0684.670-0695.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0907 | X=0091.940-0410.380 | Y=0696.190-0707.430 | 126 Đường Tà Lú đoạn từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng
P=0907 | X=0454.730-0471.370 | Y=0698.070-0707.390 | 200
P=0907 | X=0505.390-0522.030 | Y=0698.070-0707.390 | 130
P=0907 | X=0110.930-0257.260 | Y=0707.730-0718.970 | là đường nhựa, bê tông xi măng:
P=0908 | X=0110.930-0396.740 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0908 | X=0110.930-0334.570 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0908 | X=0327.240-0407.420 | Y=0113.780-0125.020 | Trường bắn Quốc
P=0908 | X=0091.940-0171.000 | Y=0119.570-0130.810 | 127 Đường Tà Lú
P=0908 | X=0237.220-0310.900 | Y=0121.450-0130.770 | Quốc lộ 1+300m
P=0908 | X=0454.730-0471.370 | Y=0121.450-0130.770 | 500
P=0908 | X=0505.390-0522.030 | Y=0121.450-0130.770 | 370
P=0908 | X=0327.240-0362.600 | Y=0127.210-0136.530 | gia KV3
P=0908 | X=0110.930-0412.790 | Y=0143.090-0154.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú đoạn
P=0908 | X=0110.930-0408.220 | Y=0154.610-0165.850 | từ Quốc lộ 1+300m đến Trường bắn Quốc gia KV3 có hiện trạng là
P=0908 | X=0110.930-0246.700 | Y=0166.130-0177.370 | đường nhựa, bê tông xi măng:
P=0908 | X=0091.940-0108.580 | Y=0174.010-0183.330 | 128
P=0908 | X=0454.730-0471.370 | Y=0174.010-0183.330 | 350
P=0908 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 230
P=0908 | X=0110.930-0342.010 | Y=0183.410-0194.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0908 | X=0110.930-0388.120 | Y=0200.950-0212.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0908 | X=0110.930-0412.790 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú đoạn
P=0908 | X=0110.930-0408.220 | Y=0230.230-0241.470 | từ Quốc lộ 1+300m đến Trường bắn Quốc gia KV3 có hiện trạng là
P=0908 | X=0110.930-0246.700 | Y=0241.750-0252.990 | đường nhựa, bê tông xi măng:
P=0908 | X=0091.940-0342.480 | Y=0259.270-0273.590 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0908 | X=0454.730-0471.370 | Y=0264.270-0273.590 | 290
P=0908 | X=0505.390-0522.030 | Y=0264.270-0273.590 | 180
P=0908 | X=0110.930-0417.350 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0908 | X=0110.930-0152.610 | Y=0288.340-0299.580 | ≤1.000m.
P=0908 | X=0110.930-0334.100 | Y=0305.860-0317.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0908 | X=0110.930-0412.790 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú đoạn
P=0908 | X=0110.930-0408.220 | Y=0335.140-0346.380 | từ Quốc lộ 1+300m đến Trường bắn Quốc gia KV3 có hiện trạng là
P=0908 | X=0110.930-0246.700 | Y=0346.660-0357.900 | đường nhựa, bê tông xi măng:
P=0908 | X=0091.940-0108.580 | Y=0354.540-0363.860 | 130
P=0908 | X=0454.730-0471.370 | Y=0354.540-0363.860 | 200
P=0908 | X=0505.390-0522.030 | Y=0354.540-0363.860 | 130
P=0908 | X=0110.930-0396.740 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0908 | X=0110.930-0334.570 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0908 | X=0110.930-0396.190 | Y=0399.240-0410.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0908 | X=0110.930-0403.170 | Y=0410.760-0422.000 | Đường Tà Lú đoạn từ Quốc lộ 1+300m đến Trường bắn Quốc gia
P=0908 | X=0110.930-0339.610 | Y=0422.280-0433.520 | KV3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0908 | X=0091.940-0108.580 | Y=0430.160-0439.480 | 131
P=0908 | X=0454.730-0471.370 | Y=0430.160-0439.480 | 350
P=0908 | X=0505.390-0522.030 | Y=0430.160-0439.480 | 230
P=0908 | X=0110.930-0342.010 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0908 | X=0110.930-0388.120 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0908 | X=0110.930-0396.190 | Y=0475.100-0486.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0908 | X=0110.930-0403.170 | Y=0486.620-0497.860 | Đường Tà Lú đoạn từ Quốc lộ 1+300m đến Trường bắn Quốc gia
P=0908 | X=0110.930-0339.610 | Y=0498.140-0509.380 | KV3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0908 | X=0091.940-0342.480 | Y=0515.660-0529.740 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0908 | X=0454.730-0471.370 | Y=0520.420-0529.740 | 290
P=0908 | X=0505.390-0522.030 | Y=0520.420-0529.740 | 180
P=0908 | X=0110.930-0417.350 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0908 | X=0110.930-0152.610 | Y=0544.490-0555.730 | ≤1.000m.
P=0908 | X=0110.930-0334.100 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0908 | X=0110.930-0396.190 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0908 | X=0110.930-0403.170 | Y=0591.290-0602.530 | Đường Tà Lú đoạn từ Quốc lộ 1+300m đến Trường bắn Quốc gia
P=0908 | X=0110.930-0339.640 | Y=0602.810-0614.050 | KV3 có hiện trạng là đường nhựa, bê tông xi măng:
P=0908 | X=0091.940-0108.580 | Y=0610.690-0620.010 | 133
P=0908 | X=0454.730-0471.370 | Y=0610.690-0620.010 | 200
P=0908 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 130
P=0908 | X=0110.930-0396.740 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0908 | X=0110.930-0334.570 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0908 | X=0091.940-0209.410 | Y=0655.630-0666.870 | 134 Đường Sóc Ba Buông
P=0908 | X=0327.240-0414.440 | Y=0655.630-0666.870 | Đường Xuân Hòa 5
P=0908 | X=0237.220-0280.260 | Y=0657.510-0666.830 | Quốc lộ 1
P=0908 | X=0454.730-0471.370 | Y=0657.510-0666.830 | 470
P=0908 | X=0505.390-0522.030 | Y=0657.510-0666.830 | 330
P=0908 | X=0110.930-0394.520 | Y=0673.390-0684.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc Ba
P=0908 | X=0091.940-0403.650 | Y=0684.910-0696.150 | 135 Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có hiện trạng là
P=0908 | X=0454.730-0471.370 | Y=0686.790-0696.110 | 330
P=0908 | X=0505.390-0522.030 | Y=0686.790-0696.110 | 200
P=0908 | X=0110.930-0246.700 | Y=0696.430-0707.670 | đường nhựa, bê tông xi măng:
P=0909 | X=0110.930-0342.010 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0909 | X=0110.930-0388.120 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0909 | X=0110.930-0394.550 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc Ba
P=0909 | X=0110.930-0403.650 | Y=0125.330-0136.570 | Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có hiện trạng là
P=0909 | X=0110.930-0246.700 | Y=0136.850-0148.090 | đường nhựa, bê tông xi măng:
P=0909 | X=0091.940-0342.480 | Y=0154.370-0168.450 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0909 | X=0454.730-0471.370 | Y=0159.130-0168.450 | 260
P=0909 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 150
P=0909 | X=0110.930-0417.350 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0909 | X=0110.930-0152.610 | Y=0183.170-0194.410 | ≤1.000m.
P=0909 | X=0110.930-0334.100 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0909 | X=0110.930-0394.520 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc Ba
P=0909 | X=0110.930-0403.650 | Y=0229.990-0241.230 | Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có hiện trạng là
P=0909 | X=0110.930-0246.700 | Y=0241.510-0252.750 | đường nhựa, bê tông xi măng:
P=0909 | X=0091.940-0108.580 | Y=0249.390-0258.710 | 137
P=0909 | X=0454.730-0471.370 | Y=0249.390-0258.710 | 180
P=0909 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 110
P=0909 | X=0110.930-0396.740 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0909 | X=0110.930-0334.570 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0909 | X=0110.930-0396.190 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0909 | X=0110.930-0414.920 | Y=0305.860-0317.100 | Đường Sóc Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có
P=0909 | X=0110.930-0304.540 | Y=0317.380-0328.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=0909 | X=0091.940-0108.580 | Y=0325.260-0334.580 | 138
P=0909 | X=0454.730-0471.370 | Y=0325.260-0334.580 | 330
P=0909 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 200
P=0909 | X=0110.930-0342.010 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0909 | X=0110.930-0388.120 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0909 | X=0110.930-0396.190 | Y=0369.960-0381.200 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0909 | X=0110.930-0414.920 | Y=0381.480-0392.720 | Đường Sóc Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có
P=0909 | X=0110.930-0304.540 | Y=0393.000-0404.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=0909 | X=0091.940-0342.480 | Y=0410.520-0424.840 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0909 | X=0454.730-0471.370 | Y=0415.520-0424.840 | 260
P=0909 | X=0505.390-0522.030 | Y=0415.520-0424.840 | 150
P=0909 | X=0110.930-0417.350 | Y=0428.040-0439.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0909 | X=0110.930-0152.610 | Y=0439.560-0450.800 | ≤1.000m.
P=0909 | X=0110.930-0334.100 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0909 | X=0110.930-0396.190 | Y=0474.860-0486.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0909 | X=0110.930-0414.920 | Y=0486.380-0497.620 | Đường Sóc Ba Buông đoạn từ Quốc lộ 1 đến Đường Xuân Hòa 5 có
P=0909 | X=0110.930-0304.540 | Y=0497.900-0509.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=0909 | X=0091.940-0108.580 | Y=0505.780-0515.100 | 140
P=0909 | X=0454.730-0471.370 | Y=0505.780-0515.100 | 180
P=0909 | X=0505.390-0522.030 | Y=0505.780-0515.100 | 110
P=0909 | X=0110.930-0396.740 | Y=0515.420-0526.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0909 | X=0110.930-0334.570 | Y=0532.970-0544.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0909 | X=0327.240-0405.910 | Y=0550.490-0561.730 | Hết ranh thửa đất
P=0909 | X=0327.240-0416.630 | Y=0562.010-0573.250 | số 747, tờ BĐĐC số
P=0909 | X=0091.940-0209.410 | Y=0567.770-0579.010 | 141 Đường Sóc Ba Buông
P=0909 | X=0237.220-0324.420 | Y=0567.770-0579.010 | Đường Xuân Hòa 5
P=0909 | X=0454.730-0471.370 | Y=0569.650-0578.970 | 470
P=0909 | X=0505.390-0522.030 | Y=0569.650-0578.970 | 330
P=0909 | X=0327.240-0409.900 | Y=0575.410-0584.730 | 285 về bên trái, xã
P=0909 | X=0327.240-0371.500 | Y=0586.930-0596.250 | Xuân Hòa
P=0909 | X=0110.930-0394.520 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc Ba
P=0909 | X=0110.930-0415.720 | Y=0614.330-0625.570 | Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh thửa đất số 747, tờ
P=0909 | X=0110.930-0389.020 | Y=0625.870-0637.110 | BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện trạng là đường
P=0909 | X=0091.940-0214.080 | Y=0639.270-0648.830 | 142 nhựa, bê tông xi măng:
P=0909 | X=0454.730-0471.370 | Y=0639.510-0648.830 | 330
P=0909 | X=0505.390-0522.030 | Y=0639.510-0648.830 | 200
P=0909 | X=0110.930-0342.010 | Y=0654.910-0666.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0909 | X=0110.930-0388.120 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0909 | X=0110.930-0394.520 | Y=0690.190-0701.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc Ba
P=0909 | X=0091.940-0108.580 | Y=0697.830-0707.150 | 143
P=0909 | X=0454.730-0471.370 | Y=0697.830-0707.150 | 260
P=0909 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 150
P=0909 | X=0110.930-0415.720 | Y=0701.730-0712.970 | Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh thửa đất số 747, tờ
P=0910 | X=0110.930-0389.020 | Y=0072.500-0083.740 | BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện trạng là đường
P=0910 | X=0110.930-0214.040 | Y=0084.020-0095.260 | nhựa, bê tông xi măng:
P=0910 | X=0110.930-0342.480 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0910 | X=0110.930-0417.350 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0910 | X=0110.930-0152.610 | Y=0130.610-0141.850 | ≤1.000m.
P=0910 | X=0110.930-0334.100 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0910 | X=0110.930-0394.520 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sóc Ba
P=0910 | X=0110.930-0415.720 | Y=0177.170-0188.410 | Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh thửa đất số 747, tờ
P=0910 | X=0110.930-0389.020 | Y=0188.690-0199.930 | BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện trạng là đường
P=0910 | X=0091.940-0214.040 | Y=0200.230-0211.670 | 144 nhựa, bê tông xi măng:
P=0910 | X=0454.730-0471.370 | Y=0202.350-0211.670 | 180
P=0910 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 110
P=0910 | X=0110.930-0396.750 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0910 | X=0110.930-0334.570 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0910 | X=0110.930-0396.190 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0910 | X=0110.930-0397.420 | Y=0264.550-0275.790 | Đường Sóc Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh
P=0910 | X=0110.930-0407.980 | Y=0276.070-0287.310 | thửa đất số 747, tờ BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện
P=0910 | X=0091.940-0282.710 | Y=0287.620-0299.060 | 145 trạng là đường nhựa, bê tông xi măng:
P=0910 | X=0454.730-0471.370 | Y=0289.740-0299.060 | 330
P=0910 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 200
P=0910 | X=0110.930-0342.010 | Y=0305.140-0316.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0910 | X=0110.930-0388.120 | Y=0322.660-0333.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0910 | X=0110.930-0396.190 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0910 | X=0110.930-0397.420 | Y=0351.700-0362.940 | Đường Sóc Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh
P=0910 | X=0110.930-0407.980 | Y=0363.220-0374.460 | thửa đất số 747, tờ BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện
P=0910 | X=0110.930-0282.710 | Y=0374.760-0386.000 | trạng là đường nhựa, bê tông xi măng:
P=0910 | X=0091.940-0342.480 | Y=0391.520-0403.520 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0910 | X=0454.730-0471.370 | Y=0391.520-0400.840 | 260
P=0910 | X=0505.390-0522.030 | Y=0391.520-0400.840 | 150
P=0910 | X=0110.930-0417.350 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0910 | X=0110.930-0152.610 | Y=0421.320-0432.560 | ≤1.000m.
P=0910 | X=0110.930-0334.100 | Y=0438.840-0450.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0910 | X=0110.930-0396.190 | Y=0456.620-0467.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0910 | X=0110.930-0397.420 | Y=0468.140-0479.380 | Đường Sóc Ba Buông đoạn từ Đường Xuân Hòa 5 đến Hết ranh
P=0910 | X=0110.930-0407.980 | Y=0479.660-0490.900 | thửa đất số 747, tờ BĐĐC số 285 về bên trái, xã Xuân Hòa có hiện
P=0910 | X=0091.940-0282.710 | Y=0491.180-0502.620 | 147 trạng là đường nhựa, bê tông xi măng:
P=0910 | X=0454.730-0471.370 | Y=0493.300-0502.620 | 180
P=0910 | X=0505.390-0522.030 | Y=0493.300-0502.620 | 110
P=0910 | X=0110.930-0396.740 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0910 | X=0110.930-0334.570 | Y=0525.980-0537.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0910 | X=0237.220-0411.740 | Y=0545.650-0554.970 | Giáp ranh xã Xuân Ranh giới tỉnh Lâm
P=0910 | X=0091.940-0198.130 | Y=0549.530-0560.770 | 148 Đường Xuân Hòa 2
P=0910 | X=0454.730-0471.370 | Y=0551.410-0560.730 | 470
P=0910 | X=0505.390-0522.030 | Y=0551.410-0560.730 | 330
P=0910 | X=0237.220-0275.690 | Y=0555.290-0566.530 | Hưng cũ
P=0910 | X=0327.240-0351.080 | Y=0555.290-0566.530 | Đồng
P=0910 | X=0110.930-0414.680 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 2
P=0910 | X=0110.930-0406.310 | Y=0584.570-0595.810 | đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh giới tỉnh Lâm Đồng
P=0910 | X=0110.930-0317.780 | Y=0596.090-0607.330 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0910 | X=0091.940-0108.580 | Y=0603.970-0613.290 | 149
P=0910 | X=0454.730-0471.370 | Y=0603.970-0613.290 | 330
P=0910 | X=0505.390-0522.030 | Y=0603.970-0613.290 | 200
P=0910 | X=0110.930-0342.010 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0910 | X=0110.930-0388.120 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0910 | X=0110.930-0414.680 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 2
P=0910 | X=0110.930-0406.310 | Y=0660.430-0671.670 | đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh giới tỉnh Lâm Đồng
P=0910 | X=0110.930-0317.780 | Y=0671.950-0683.190 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0910 | X=0091.940-0108.610 | Y=0679.830-0689.150 | 150
P=0910 | X=0454.730-0471.370 | Y=0679.830-0689.150 | 260
P=0910 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 150
P=0910 | X=0110.930-0342.480 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0910 | X=0110.930-0417.350 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0911 | X=0110.930-0152.610 | Y=0072.500-0083.740 | ≤1.000m.
P=0911 | X=0110.930-0334.100 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0911 | X=0110.930-0414.680 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hòa 2
P=0911 | X=0110.930-0406.310 | Y=0119.330-0130.570 | đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh giới tỉnh Lâm Đồng
P=0911 | X=0110.930-0317.780 | Y=0130.850-0142.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0911 | X=0091.940-0108.580 | Y=0138.730-0148.050 | 151
P=0911 | X=0454.730-0471.370 | Y=0138.730-0148.050 | 180
P=0911 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 110
P=0911 | X=0110.930-0396.740 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0911 | X=0110.930-0334.570 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0911 | X=0110.930-0396.190 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0911 | X=0110.930-0408.960 | Y=0194.930-0206.170 | Đường Xuân Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh
P=0911 | X=0110.930-0404.910 | Y=0206.470-0217.710 | giới tỉnh Lâm Đồng có hiện trạng là đường nhựa, bê tông xi măng:
P=0911 | X=0091.940-0108.580 | Y=0214.350-0223.670 | 152
P=0911 | X=0454.730-0471.370 | Y=0214.350-0223.670 | 330
P=0911 | X=0505.390-0522.030 | Y=0214.350-0223.670 | 200
P=0911 | X=0110.930-0342.010 | Y=0223.990-0235.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0911 | X=0110.930-0388.120 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0911 | X=0110.930-0396.190 | Y=0259.270-0270.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0911 | X=0110.930-0408.950 | Y=0270.790-0282.030 | Đường Xuân Hòa 2 đoạn từ Giáp ranh xã Xuân Hưng cũ đến Ranh
P=0911 | X=0110.930-0404.910 | Y=0282.340-0293.580 | giới tỉnh Lâm Đồng có hiện trạng là đường nhựa, bê tông xi măng:
P=0911 | X=0091.940-0342.480 | Y=0299.860-0313.940 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0911 | X=0454.730-0471.370 | Y=0304.620-0313.940 | 260
P=0911 | X=0505.390-0522.030 | Y=0304.620-0313.940 | 150
P=0911 | X=0110.930-0417.350 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0911 | X=0110.930-0152.610 | Y=0328.900-0340.140 | ≤1.000m.
