TABLE=055 | AREA=Xã Phú Lý | SECTION=agricultural | SEGMENTS=1
P=1847 | X=0120.050-0407.350 | Y=0340.420-0351.660 | Đường tổ 1, 2 ấp Bình Chánh đoạn từ Nhà thờ Tin Lành đến Hết
P=1847 | X=0120.050-0410.380 | Y=0351.700-0362.940 | ranh thửa 150, tờ BĐĐC số 62, xã Phú Lý có hiện trạng là đường
P=1847 | X=0096.530-0223.160 | Y=0363.220-0374.660 | 110 nhựa, bê tông xi măng:
P=1847 | X=0450.890-0467.530 | Y=0365.340-0374.660 | 130
P=1847 | X=0505.390-0522.030 | Y=0365.340-0374.660 | 100
P=1847 | X=0120.050-0351.130 | Y=0380.760-0392.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1847 | X=0120.050-0397.240 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1847 | X=0120.050-0405.310 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1847 | X=0120.050-0407.350 | Y=0427.560-0438.800 | Đường tổ 1, 2 ấp Bình Chánh đoạn từ Nhà thờ Tin Lành đến Hết
P=1847 | X=0120.050-0410.390 | Y=0439.080-0450.320 | ranh thửa 150, tờ BĐĐC số 62, xã Phú Lý có hiện trạng là đường
P=1847 | X=0120.050-0223.160 | Y=0450.620-0461.860 | nhựa, bê tông xi măng:
P=1847 | X=0096.530-0351.600 | Y=0467.140-0479.380 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1847 | X=0450.890-0467.530 | Y=0467.140-0476.460 | 100
P=1847 | X=0511.150-0522.270 | Y=0467.140-0476.460 | 80
P=1847 | X=0120.050-0406.940 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1847 | X=0120.050-0181.170 | Y=0497.180-0508.420 | đến ≤1.000m.
P=1847 | X=0120.050-0343.220 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1847 | X=0120.050-0405.310 | Y=0532.220-0543.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1847 | X=0120.050-0407.350 | Y=0543.770-0555.010 | Đường tổ 1, 2 ấp Bình Chánh đoạn từ Nhà thờ Tin Lành đến Hết
P=1847 | X=0120.050-0410.390 | Y=0555.290-0566.530 | ranh thửa 150, tờ BĐĐC số 62, xã Phú Lý có hiện trạng là đường
P=1847 | X=0096.530-0223.160 | Y=0566.810-0578.250 | 112 nhựa, bê tông xi măng:
P=1847 | X=0456.650-0467.770 | Y=0568.930-0578.250 | 60
P=1847 | X=0511.150-0522.270 | Y=0568.930-0578.250 | 50
P=1847 | X=0120.050-0405.860 | Y=0584.330-0595.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1847 | X=0120.050-0343.690 | Y=0601.850-0613.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1847 | X=0223.750-0301.800 | Y=0619.630-0630.870 | Đường Lý Lịch 2-
P=1847 | X=0120.050-0208.700 | Y=0625.390-0636.630 | Đường tổ 3 ấp Bình
P=1847 | X=0324.360-0394.050 | Y=0627.270-0636.590 | Hết nhà thờ Tin
P=1847 | X=0096.530-0113.170 | Y=0633.030-0642.350 | 113
P=1847 | X=0223.750-0314.060 | Y=0633.030-0642.350 | Bình Chánh (xã Phú
P=1847 | X=0450.890-0467.530 | Y=0633.030-0642.350 | 200
P=1847 | X=0505.390-0522.030 | Y=0633.030-0642.350 | 170
P=1847 | X=0120.050-0149.430 | Y=0638.790-0648.110 | Chánh
P=1847 | X=0324.360-0346.520 | Y=0638.790-0648.110 | Lành
P=1847 | X=0223.750-0237.670 | Y=0644.550-0653.870 | Lý)
P=1847 | X=0120.050-0401.980 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 3 ấp
P=1847 | X=0120.050-0400.190 | Y=0671.950-0683.190 | Bình Chánh đoạn từ Đường Lý Lịch 2- Bình Chánh (xã Phú Lý)
P=1847 | X=0096.530-0113.170 | Y=0679.590-0688.910 | 114
P=1847 | X=0450.890-0467.530 | Y=0679.590-0688.910 | 130
P=1847 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 100
P=1847 | X=0120.050-0403.170 | Y=0683.470-0694.710 | đến Hết nhà thờ Tin Lành có hiện trạng là đường nhựa, bê tông
P=1847 | X=0120.050-0157.880 | Y=0694.750-0705.990 | xi măng:
P=1848 | X=0120.050-0351.130 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1848 | X=0120.050-0397.240 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1848 | X=0120.050-0401.980 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 3 ấp
P=1848 | X=0120.050-0400.190 | Y=0125.330-0136.570 | Bình Chánh đoạn từ Đường Lý Lịch 2- Bình Chánh (xã Phú Lý)
P=1848 | X=0120.050-0403.170 | Y=0136.850-0148.090 | đến Hết nhà thờ Tin Lành có hiện trạng là đường nhựa, bê tông
P=1848 | X=0120.050-0157.880 | Y=0148.370-0159.610 | xi măng:
P=1848 | X=0096.530-0351.600 | Y=0164.890-0176.890 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1848 | X=0450.890-0467.530 | Y=0164.890-0174.210 | 100
P=1848 | X=0511.150-0522.270 | Y=0164.890-0174.210 | 80
P=1848 | X=0120.050-0406.940 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1848 | X=0120.050-0181.170 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1848 | X=0120.050-0343.220 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1848 | X=0120.050-0401.980 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 3 ấp
P=1848 | X=0120.050-0400.190 | Y=0241.510-0252.750 | Bình Chánh đoạn từ Đường Lý Lịch 2- Bình Chánh (xã Phú Lý)
P=1848 | X=0120.050-0403.170 | Y=0253.030-0264.270 | đến Hết nhà thờ Tin Lành có hiện trạng là đường nhựa, bê tông
P=1848 | X=0096.530-0157.880 | Y=0264.550-0275.990 | 116 xi măng:
P=1848 | X=0456.650-0467.770 | Y=0266.670-0275.990 | 60
P=1848 | X=0511.150-0522.270 | Y=0266.670-0275.990 | 50
P=1848 | X=0120.050-0405.860 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1848 | X=0120.050-0343.690 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1848 | X=0120.050-0405.310 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1848 | X=0120.050-0381.810 | Y=0328.900-0340.140 | Đường tổ 3 ấp Bình Chánh đoạn từ Đường Lý Lịch 2- Bình
P=1848 | X=0120.050-0391.410 | Y=0340.420-0351.660 | Chánh (xã Phú Lý) đến Hết nhà thờ Tin Lành có hiện trạng là
P=1848 | X=0096.530-0255.820 | Y=0351.700-0363.140 | 117 đường nhựa, bê tông xi măng:
P=1848 | X=0450.890-0467.530 | Y=0353.820-0363.140 | 130
P=1848 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 100
P=1848 | X=0120.050-0351.130 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1848 | X=0120.050-0397.240 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1848 | X=0120.050-0405.310 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1848 | X=0120.050-0381.810 | Y=0416.040-0427.280 | Đường tổ 3 ấp Bình Chánh đoạn từ Đường Lý Lịch 2- Bình
P=1848 | X=0120.050-0391.410 | Y=0427.560-0438.800 | Chánh (xã Phú Lý) đến Hết nhà thờ Tin Lành có hiện trạng là
P=1848 | X=0120.050-0255.820 | Y=0439.080-0450.320 | đường nhựa, bê tông xi măng:
P=1848 | X=0096.530-0351.600 | Y=0455.620-0467.860 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1848 | X=0450.890-0467.530 | Y=0455.620-0464.940 | 100
P=1848 | X=0511.150-0522.270 | Y=0455.620-0464.940 | 80
P=1848 | X=0120.050-0406.940 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1848 | X=0120.050-0181.170 | Y=0485.660-0496.900 | đến ≤1.000m.
P=1848 | X=0120.050-0343.220 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1848 | X=0120.050-0405.310 | Y=0520.940-0532.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1848 | X=0120.050-0381.810 | Y=0532.220-0543.460 | Đường tổ 3 ấp Bình Chánh đoạn từ Đường Lý Lịch 2- Bình
P=1848 | X=0120.050-0391.410 | Y=0543.770-0555.010 | Chánh (xã Phú Lý) đến Hết nhà thờ Tin Lành có hiện trạng là
P=1848 | X=0096.530-0255.820 | Y=0555.290-0566.730 | 119 đường nhựa, bê tông xi măng:
P=1848 | X=0456.650-0467.770 | Y=0557.410-0566.730 | 60
P=1848 | X=0511.150-0522.270 | Y=0557.410-0566.730 | 50
P=1848 | X=0120.050-0405.860 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1848 | X=0120.050-0343.690 | Y=0590.330-0601.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1848 | X=0223.750-0321.080 | Y=0608.090-0619.330 | Đường ĐT 761 (Đoạn
P=1848 | X=0120.050-0320.100 | Y=0619.630-0630.870 | Đường N7, liên ấp 1-3, từ Trung tâm văn hóa
P=1848 | X=0324.360-0382.210 | Y=0625.390-0636.630 | Đường 322B
P=1848 | X=0096.530-0113.170 | Y=0627.270-0636.590 | 120
P=1848 | X=0450.890-0467.530 | Y=0627.270-0636.590 | 200
P=1848 | X=0505.390-0522.030 | Y=0627.270-0636.590 | 170
P=1848 | X=0223.750-0321.310 | Y=0631.150-0642.390 | xã Phú Lý đến ngã ba
P=1848 | X=0120.050-0164.680 | Y=0633.030-0642.350 | xã Phú Lý
P=1848 | X=0223.750-0283.310 | Y=0642.670-0653.910 | đường 322A)
P=1848 | X=0120.050-0405.320 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường N7, liên
P=1848 | X=0120.050-0396.100 | Y=0671.950-0683.190 | ấp 1-3, xã Phú Lý đoạn từ Đường ĐT 761 (Đoạn từ Trung tâm
P=1848 | X=0096.530-0113.170 | Y=0679.590-0688.910 | 121
P=1848 | X=0450.890-0467.530 | Y=0679.590-0688.910 | 130
P=1848 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 100
P=1848 | X=0120.050-0411.340 | Y=0683.470-0694.710 | văn hóa xã Phú Lý đến ngã ba đường 322A) đến Đường 322B có
P=1848 | X=0120.050-0313.690 | Y=0694.750-0705.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=1849 | X=0120.050-0351.130 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1849 | X=0120.050-0397.240 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1849 | X=0120.050-0405.320 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường N7, liên
P=1849 | X=0120.050-0396.100 | Y=0125.330-0136.570 | ấp 1-3, xã Phú Lý đoạn từ Đường ĐT 761 (Đoạn từ Trung tâm
P=1849 | X=0120.050-0411.340 | Y=0136.850-0148.090 | văn hóa xã Phú Lý đến ngã ba đường 322A) đến Đường 322B có
P=1849 | X=0120.050-0313.690 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1849 | X=0096.530-0351.600 | Y=0164.890-0176.890 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1849 | X=0450.890-0467.530 | Y=0164.890-0174.210 | 100
P=1849 | X=0511.150-0522.270 | Y=0164.890-0174.210 | 80
P=1849 | X=0120.050-0406.940 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1849 | X=0120.050-0181.170 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1849 | X=0120.050-0343.220 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1849 | X=0120.050-0405.320 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường N7, liên
P=1849 | X=0120.050-0396.100 | Y=0241.510-0252.750 | ấp 1-3, xã Phú Lý đoạn từ Đường ĐT 761 (Đoạn từ Trung tâm
P=1849 | X=0120.050-0411.340 | Y=0253.030-0264.270 | văn hóa xã Phú Lý đến ngã ba đường 322A) đến Đường 322B có
P=1849 | X=0096.530-0313.690 | Y=0264.550-0275.990 | 123 hiện trạng là đường nhựa, bê tông xi măng:
P=1849 | X=0456.650-0467.770 | Y=0266.670-0275.990 | 60
P=1849 | X=0511.150-0522.270 | Y=0266.670-0275.990 | 50
P=1849 | X=0120.050-0405.860 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1849 | X=0120.050-0343.690 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1849 | X=0120.050-0405.310 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1849 | X=0120.050-0406.780 | Y=0328.900-0340.140 | Đường N7, liên ấp 1-3, xã Phú Lý đoạn từ Đường ĐT 761 (Đoạn
P=1849 | X=0120.050-0398.140 | Y=0340.420-0351.660 | từ Trung tâm văn hóa xã Phú Lý đến ngã ba đường 322A) đến
P=1849 | X=0096.530-0387.630 | Y=0351.700-0363.140 | 124 Đường 322B có hiện trạng là đường nhựa, bê tông xi măng:
P=1849 | X=0450.890-0467.530 | Y=0353.820-0363.140 | 130
P=1849 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 100
P=1849 | X=0120.050-0351.130 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1849 | X=0120.050-0397.240 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1849 | X=0120.050-0405.310 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1849 | X=0120.050-0406.780 | Y=0416.040-0427.280 | Đường N7, liên ấp 1-3, xã Phú Lý đoạn từ Đường ĐT 761 (Đoạn
P=1849 | X=0120.050-0398.140 | Y=0427.560-0438.800 | từ Trung tâm văn hóa xã Phú Lý đến ngã ba đường 322A) đến
P=1849 | X=0120.050-0387.630 | Y=0439.080-0450.320 | Đường 322B có hiện trạng là đường nhựa, bê tông xi măng:
P=1849 | X=0096.530-0351.640 | Y=0455.620-0467.860 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1849 | X=0450.890-0467.530 | Y=0455.620-0464.940 | 100
P=1849 | X=0511.150-0522.270 | Y=0455.620-0464.940 | 80
P=1849 | X=0120.050-0406.940 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1849 | X=0120.050-0181.170 | Y=0485.660-0496.900 | đến ≤1.000m.
P=1849 | X=0120.050-0343.220 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1849 | X=0120.050-0405.310 | Y=0520.940-0532.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1849 | X=0120.050-0406.780 | Y=0532.220-0543.460 | Đường N7, liên ấp 1-3, xã Phú Lý đoạn từ Đường ĐT 761 (Đoạn
P=1849 | X=0120.050-0398.140 | Y=0543.770-0555.010 | từ Trung tâm văn hóa xã Phú Lý đến ngã ba đường 322A) đến
P=1849 | X=0096.530-0387.630 | Y=0555.290-0566.730 | 126 Đường 322B có hiện trạng là đường nhựa, bê tông xi măng:
P=1849 | X=0456.650-0467.770 | Y=0557.410-0566.730 | 60
P=1849 | X=0511.150-0522.270 | Y=0557.410-0566.730 | 50
P=1849 | X=0120.050-0405.860 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1849 | X=0120.050-0343.690 | Y=0590.330-0601.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1849 | X=0223.750-0403.030 | Y=0608.090-0619.330 | Đường ĐT 761 (giáp Hết ranh thửa đất
P=1849 | X=0120.050-0209.670 | Y=0613.850-0625.090 | Đường Tổ 8, N2, ấp
P=1849 | X=0223.750-0306.200 | Y=0619.630-0630.870 | ranh xã Trị An đến
P=1849 | X=0324.360-0408.230 | Y=0619.630-0630.870 | số 72, tờ BĐĐC số
P=1849 | X=0096.530-0113.170 | Y=0621.510-0630.830 | 127
P=1849 | X=0450.890-0467.530 | Y=0621.510-0630.830 | 200
P=1849 | X=0505.390-0522.030 | Y=0621.510-0630.830 | 170
P=1849 | X=0120.050-0218.660 | Y=0627.270-0636.590 | bàu Phụng, xã Phú Lý
P=1849 | X=0223.750-0284.960 | Y=0633.030-0642.350 | cầu suối Kóp)
P=1849 | X=0324.360-0335.480 | Y=0633.030-0642.350 | 58
P=1849 | X=0120.050-0394.150 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tổ 8,
P=1849 | X=0120.050-0405.800 | Y=0660.430-0671.670 | N2, ấp bàu Phụng, xã Phú Lý đoạn từ Đường ĐT 761 (giáp ranh
P=1849 | X=0096.530-0386.430 | Y=0671.950-0686.030 | 128 xã Trị An đến cầu suối Kóp) đến Hết ranh thửa đất số 72, tờ
P=1849 | X=0450.890-0467.530 | Y=0676.710-0686.030 | 130
P=1849 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 100
P=1849 | X=0120.050-0385.010 | Y=0683.470-0694.710 | BĐĐC số 58 có hiện trạng là đường nhựa, bê tông xi măng:
P=1849 | X=0120.050-0351.130 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1850 | X=0120.050-0397.240 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1850 | X=0120.050-0394.150 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tổ 8,
P=1850 | X=0120.050-0405.800 | Y=0107.780-0119.020 | N2, ấp bàu Phụng, xã Phú Lý đoạn từ Đường ĐT 761 (giáp ranh
P=1850 | X=0120.050-0386.430 | Y=0119.330-0130.570 | xã Trị An đến cầu suối Kóp) đến Hết ranh thửa đất số 72, tờ
P=1850 | X=0120.050-0385.010 | Y=0130.850-0142.090 | BĐĐC số 58 có hiện trạng là đường nhựa, bê tông xi măng:
P=1850 | X=0096.530-0351.600 | Y=0147.370-0159.610 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1850 | X=0450.890-0467.530 | Y=0147.370-0156.690 | 100
P=1850 | X=0511.150-0522.270 | Y=0147.370-0156.690 | 80
P=1850 | X=0120.050-0406.940 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1850 | X=0120.050-0181.170 | Y=0177.170-0188.410 | đến ≤1.000m.
P=1850 | X=0120.050-0343.220 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1850 | X=0120.050-0394.150 | Y=0212.470-0223.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tổ 8,
P=1850 | X=0120.050-0405.800 | Y=0223.990-0235.230 | N2, ấp bàu Phụng, xã Phú Lý đoạn từ Đường ĐT 761 (giáp ranh
P=1850 | X=0120.050-0386.430 | Y=0235.510-0246.750 | xã Trị An đến cầu suối Kóp) đến Hết ranh thửa đất số 72, tờ
P=1850 | X=0096.530-0385.010 | Y=0247.030-0258.470 | 130 BĐĐC số 58 có hiện trạng là đường nhựa, bê tông xi măng:
P=1850 | X=0456.650-0467.770 | Y=0249.150-0258.470 | 60
P=1850 | X=0511.150-0522.270 | Y=0249.150-0258.470 | 50
P=1850 | X=0120.050-0405.860 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1850 | X=0120.050-0343.690 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1850 | X=0120.050-0405.310 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1850 | X=0120.050-0398.700 | Y=0311.380-0322.620 | Đường Tổ 8, N2, ấp bàu Phụng, xã Phú Lý đoạn từ Đường ĐT
P=1850 | X=0120.050-0411.430 | Y=0322.900-0334.140 | 761 (giáp ranh xã Trị An đến cầu suối Kóp) đến Hết ranh thửa đất
P=1850 | X=0120.050-0396.670 | Y=0334.420-0345.660 | số 72, tờ BĐĐC số 58 có hiện trạng là đường nhựa, bê tông xi
P=1850 | X=0096.530-0113.170 | Y=0342.300-0351.620 | 131
P=1850 | X=0450.890-0467.530 | Y=0342.300-0351.620 | 130
P=1850 | X=0505.390-0522.030 | Y=0342.300-0351.620 | 100
P=1850 | X=0120.050-0148.050 | Y=0345.700-0356.940 | măng:
P=1850 | X=0120.050-0351.130 | Y=0363.220-0374.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1850 | X=0120.050-0397.240 | Y=0380.760-0392.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1850 | X=0120.050-0405.310 | Y=0398.520-0409.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1850 | X=0120.050-0398.700 | Y=0410.040-0421.280 | Đường Tổ 8, N2, ấp bàu Phụng, xã Phú Lý đoạn từ Đường ĐT
P=1850 | X=0120.050-0411.430 | Y=0421.560-0432.800 | 761 (giáp ranh xã Trị An đến cầu suối Kóp) đến Hết ranh thửa đất
P=1850 | X=0120.050-0396.670 | Y=0433.080-0444.320 | số 72, tờ BĐĐC số 58 có hiện trạng là đường nhựa, bê tông xi
P=1850 | X=0120.050-0148.050 | Y=0444.600-0455.840 | măng:
P=1850 | X=0096.530-0113.170 | Y=0455.380-0464.700 | 132
P=1850 | X=0450.890-0467.530 | Y=0455.380-0464.700 | 100
P=1850 | X=0511.150-0522.270 | Y=0455.380-0464.700 | 80
P=1850 | X=0120.050-0351.600 | Y=0462.140-0473.380 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1850 | X=0120.050-0406.940 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1850 | X=0120.050-0181.170 | Y=0491.180-0502.420 | đến ≤1.000m.
P=1850 | X=0120.050-0343.220 | Y=0508.460-0519.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1850 | X=0120.050-0405.310 | Y=0526.220-0537.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1850 | X=0120.050-0398.700 | Y=0537.770-0549.010 | Đường Tổ 8, N2, ấp bàu Phụng, xã Phú Lý đoạn từ Đường ĐT
P=1850 | X=0120.050-0411.430 | Y=0549.290-0560.530 | 761 (giáp ranh xã Trị An đến cầu suối Kóp) đến Hết ranh thửa đất
P=1850 | X=0120.050-0396.700 | Y=0560.810-0572.050 | số 72, tờ BĐĐC số 58 có hiện trạng là đường nhựa, bê tông xi
P=1850 | X=0096.530-0113.170 | Y=0568.690-0578.010 | 133
P=1850 | X=0456.650-0467.770 | Y=0568.690-0578.010 | 60
P=1850 | X=0511.150-0522.270 | Y=0568.690-0578.010 | 50
P=1850 | X=0120.050-0148.050 | Y=0572.330-0583.570 | măng:
P=1850 | X=0120.050-0405.860 | Y=0589.850-0601.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1850 | X=0120.050-0343.690 | Y=0607.370-0618.610 | - Có bề rộng <3m, cách đường giao thông >200m.
