TABLE=043 | AREA=Xã Định Quán | SECTION=agricultural | SEGMENTS=1
P=1498 | X=0112.370-0389.560 | Y=0573.770-0585.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1498 | X=0112.370-0405.800 | Y=0591.770-0603.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Gia Canh
P=1498 | X=0112.370-0399.340 | Y=0603.290-0614.530 | đoạn từ Hết trường Tiểu học Trần Quốc Tuấn đến Hết ranh thửa
P=1498 | X=0112.370-0393.580 | Y=0614.810-0626.050 | đất số 199, tờ BĐĐC số 270 về bên trái và hết ranh thửa đất số
P=1498 | X=0112.370-0403.660 | Y=0626.350-0637.590 | 11, tờ BĐĐC số 284 về bên phải có hiện trạng là đường nhựa, bê
P=1498 | X=0112.370-0172.530 | Y=0637.870-0649.110 | tông xi măng:
P=1498 | X=0095.330-0106.450 | Y=0648.630-0657.950 | 31
P=1498 | X=0452.090-0468.730 | Y=0648.630-0657.950 | 130
P=1498 | X=0505.390-0522.030 | Y=0648.630-0657.950 | 100
P=1498 | X=0112.370-0343.920 | Y=0655.390-0666.630 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1498 | X=0112.370-0399.260 | Y=0672.910-0684.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1498 | X=0112.370-0173.490 | Y=0684.430-0695.670 | đến ≤1.000m.
P=1498 | X=0112.370-0335.540 | Y=0701.970-0713.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1499 | X=0112.370-0405.800 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Gia Canh
P=1499 | X=0112.370-0399.340 | Y=0090.260-0101.500 | đoạn từ Hết trường Tiểu học Trần Quốc Tuấn đến Hết ranh thửa
P=1499 | X=0112.370-0393.580 | Y=0101.780-0113.020 | đất số 199, tờ BĐĐC số 270 về bên trái và hết ranh thửa đất số
P=1499 | X=0112.370-0403.660 | Y=0113.300-0124.540 | 11, tờ BĐĐC số 284 về bên phải có hiện trạng là đường nhựa, bê
P=1499 | X=0095.330-0106.450 | Y=0121.210-0130.530 | 32
P=1499 | X=0457.850-0468.970 | Y=0121.210-0130.530 | 90
P=1499 | X=0511.150-0522.270 | Y=0121.210-0130.530 | 50
P=1499 | X=0112.370-0172.530 | Y=0124.850-0136.090 | tông xi măng:
P=1499 | X=0112.370-0398.180 | Y=0142.370-0153.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1499 | X=0112.370-0336.010 | Y=0159.650-0170.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1499 | X=0112.370-0397.630 | Y=0177.650-0188.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1499 | X=0112.370-0394.780 | Y=0189.170-0200.410 | Đường Gia Canh đoạn từ Hết trường Tiểu học Trần Quốc Tuấn
P=1499 | X=0112.370-0401.580 | Y=0200.710-0211.950 | đến Hết ranh thửa đất số 199, tờ BĐĐC số 270 về bên trái và hết
P=1499 | X=0112.370-0404.610 | Y=0212.230-0223.470 | ranh thửa đất số 11, tờ BĐĐC số 284 về bên phải có hiện trạng là
P=1499 | X=0095.330-0106.450 | Y=0220.110-0229.430 | 33
P=1499 | X=0452.090-0468.730 | Y=0220.110-0229.430 | 160
P=1499 | X=0505.390-0522.030 | Y=0220.110-0229.430 | 150
P=1499 | X=0112.370-0248.140 | Y=0223.750-0234.990 | đường nhựa, bê tông xi măng:
P=1499 | X=0112.370-0343.450 | Y=0241.270-0252.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1499 | X=0112.370-0389.560 | Y=0258.790-0270.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1499 | X=0112.370-0397.630 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1499 | X=0112.370-0394.780 | Y=0288.340-0299.580 | Đường Gia Canh đoạn từ Hết trường Tiểu học Trần Quốc Tuấn
P=1499 | X=0112.370-0401.580 | Y=0299.860-0311.100 | đến Hết ranh thửa đất số 199, tờ BĐĐC số 270 về bên trái và hết
P=1499 | X=0112.370-0404.610 | Y=0311.380-0322.620 | ranh thửa đất số 11, từ BĐĐC số 284 về bên phải có hiện trạng là
P=1499 | X=0112.370-0248.140 | Y=0322.900-0334.140 | đường nhựa, bê tông xi măng:
P=1499 | X=0095.330-0106.450 | Y=0333.660-0342.980 | 34
P=1499 | X=0452.090-0468.730 | Y=0333.660-0342.980 | 130
P=1499 | X=0505.390-0522.030 | Y=0333.660-0342.980 | 100
P=1499 | X=0112.370-0343.920 | Y=0340.420-0351.660 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1499 | X=0112.370-0399.260 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1499 | X=0112.370-0173.520 | Y=0369.240-0380.480 | đến ≤1.000m.
P=1499 | X=0112.370-0335.540 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1499 | X=0112.370-0397.630 | Y=0404.760-0416.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1499 | X=0112.370-0394.780 | Y=0416.280-0427.520 | Đường Gia Canh đoạn từ Hết trường Tiểu học Trần Quốc Tuấn
P=1499 | X=0112.370-0401.580 | Y=0427.800-0439.040 | đến Hết ranh thửa đất số 199, tờ BĐĐC số 270 về bên trái và hết
P=1499 | X=0112.370-0404.610 | Y=0439.320-0450.560 | ranh thửa đất số 11, tờ BĐĐC số 284 về bên phải có hiện trạng là
P=1499 | X=0095.330-0106.450 | Y=0447.200-0456.520 | 35
P=1499 | X=0457.850-0468.970 | Y=0447.200-0456.520 | 90
P=1499 | X=0511.150-0522.270 | Y=0447.200-0456.520 | 50
P=1499 | X=0112.370-0248.140 | Y=0450.860-0462.100 | đường nhựa, bê tông xi măng:
P=1499 | X=0112.370-0398.180 | Y=0468.380-0479.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1499 | X=0112.370-0336.010 | Y=0485.900-0497.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1499 | X=0112.370-0197.430 | Y=0503.900-0515.140 | Đường Hoàng Hoa
P=1499 | X=0292.200-0390.950 | Y=0503.900-0515.140 | Hết ranh Thị trấn Định
P=1499 | X=0198.070-0274.950 | Y=0509.660-0520.900 | Đường Gia Canh
P=1499 | X=0095.330-0106.450 | Y=0511.540-0520.860 | 36
P=1499 | X=0452.090-0468.730 | Y=0511.540-0520.860 | 230
P=1499 | X=0505.390-0522.030 | Y=0511.540-0520.860 | 200
P=1499 | X=0292.200-0336.840 | Y=0515.420-0526.660 | Quán (cũ)
P=1499 | X=0112.370-0137.800 | Y=0517.300-0526.620 | Thám
P=1499 | X=0112.370-0392.850 | Y=0533.450-0544.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=1499 | X=0112.370-0396.710 | Y=0544.970-0556.210 | Hoa Thám đoạn từ Đường Gia Canh đến Hết ranh Thị trấn Định
P=1499 | X=0112.370-0366.260 | Y=0556.250-0567.490 | Quán (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=1499 | X=0095.330-0106.450 | Y=0564.130-0573.450 | 37
P=1499 | X=0452.090-0468.730 | Y=0564.130-0573.450 | 140
P=1499 | X=0505.390-0522.030 | Y=0564.130-0573.450 | 110
P=1499 | X=0112.370-0335.280 | Y=0573.770-0585.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1499 | X=0112.370-0389.560 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1499 | X=0112.370-0392.850 | Y=0609.290-0620.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=1499 | X=0112.370-0396.710 | Y=0620.830-0632.070 | Hoa Thám đoạn từ Đường Gia Canh đến Hết ranh Thị trấn Định
P=1499 | X=0112.370-0366.260 | Y=0632.350-0643.590 | Quán (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=1499 | X=0095.330-0335.540 | Y=0649.870-0663.950 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1499 | X=0452.090-0468.730 | Y=0654.630-0663.950 | 110
P=1499 | X=0511.150-0522.270 | Y=0654.630-0663.950 | 70
P=1499 | X=0112.370-0399.260 | Y=0667.390-0678.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1499 | X=0112.370-0165.330 | Y=0678.910-0690.150 | đến ≤600m.
P=1499 | X=0112.370-0335.540 | Y=0696.430-0707.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1500 | X=0112.370-0392.850 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=1500 | X=0112.370-0396.710 | Y=0090.260-0101.500 | Hoa Thám đoạn từ Đường Gia Canh đến Hết ranh Thị trấn Định
P=1500 | X=0112.370-0366.260 | Y=0101.780-0113.020 | Quán (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=1500 | X=0095.330-0106.450 | Y=0109.660-0118.980 | 39
P=1500 | X=0457.850-0468.970 | Y=0109.660-0118.980 | 70
P=1500 | X=0511.150-0522.270 | Y=0109.660-0118.980 | 40
P=1500 | X=0112.370-0389.800 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1500 | X=0112.370-0336.010 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1500 | X=0112.370-0397.630 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1500 | X=0112.370-0403.180 | Y=0166.370-0177.610 | Đường Hoàng Hoa Thám đoạn từ Đường Gia Canh đến Hết ranh
P=1500 | X=0112.370-0395.720 | Y=0177.650-0188.890 | Thị trấn Định Quán (cũ) có hiện trạng là đường nhựa, bê tông xi
P=1500 | X=0095.330-0140.370 | Y=0189.170-0200.610 | 40 măng:
P=1500 | X=0452.090-0468.730 | Y=0191.290-0200.610 | 140
P=1500 | X=0505.390-0522.030 | Y=0191.290-0200.610 | 110
P=1500 | X=0112.370-0335.280 | Y=0206.710-0217.950 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1500 | X=0112.370-0401.810 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ ≤400m.
P=1500 | X=0112.370-0397.630 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1500 | X=0112.370-0403.180 | Y=0253.750-0264.990 | Đường Hoàng Hoa Thám đoạn từ Đường Gia Canh đến Hết ranh
P=1500 | X=0112.370-0395.720 | Y=0265.270-0276.510 | Thị trấn Định Quán (có) có hiện trạng là đường nhựa, bê tông xi
P=1500 | X=0112.370-0140.370 | Y=0276.790-0288.030 | măng:
P=1500 | X=0095.330-0335.540 | Y=0293.340-0305.580 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1500 | X=0452.090-0468.730 | Y=0293.340-0302.660 | 110
P=1500 | X=0511.150-0522.270 | Y=0293.340-0302.660 | 70
P=1500 | X=0112.370-0399.260 | Y=0311.860-0323.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1500 | X=0112.370-0165.330 | Y=0323.380-0334.620 | đến ≤600m.
P=1500 | X=0112.370-0335.540 | Y=0340.900-0352.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1500 | X=0112.370-0397.630 | Y=0358.900-0370.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1500 | X=0112.370-0403.180 | Y=0370.200-0381.440 | Đường Hoàng Hoa Thám đoạn từ Đường Gia Canh đến Hết ranh
P=1500 | X=0112.370-0395.720 | Y=0381.720-0392.960 | Thị trấn Định Quán (cũ) có hiện trạng là đường nhựa, bê tông xi
P=1500 | X=0095.330-0140.370 | Y=0393.240-0404.680 | 42 măng:
P=1500 | X=0457.850-0468.970 | Y=0395.360-0404.680 | 70
P=1500 | X=0511.150-0522.270 | Y=0395.360-0404.680 | 40
P=1500 | X=0112.370-0389.800 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1500 | X=0112.370-0336.010 | Y=0428.280-0439.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1500 | X=0112.370-0273.300 | Y=0446.280-0457.520 | Đường 13 (nối dài Hết ranh Thị trấn
P=1500 | X=0292.200-0390.950 | Y=0446.280-0457.520 | Hết ranh Thị trấn Định
P=1500 | X=0095.330-0106.450 | Y=0453.940-0463.260 | 43
P=1500 | X=0452.090-0468.730 | Y=0453.940-0463.260 | 230
P=1500 | X=0505.390-0522.030 | Y=0453.940-0463.260 | 200
P=1500 | X=0112.370-0266.000 | Y=0457.820-0469.060 | vào xã Gia Canh) Định Quán (cũ)
P=1500 | X=0292.200-0378.590 | Y=0457.820-0469.060 | Quán (cũ) + 2000m
P=1500 | X=0112.370-0394.060 | Y=0475.820-0487.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 13 (nối
P=1500 | X=0112.370-0392.050 | Y=0487.340-0498.580 | dài vào xã Gia Canh) đoạn từ Hết ranh Thị trấn Định Quán (cũ)
P=1500 | X=0112.370-0390.930 | Y=0498.860-0510.100 | đến Hết ranh Thị trấn Định Quán (cũ) + 2000m có hiện trạng là
P=1500 | X=0095.330-0248.140 | Y=0510.380-0521.820 | 44 đường nhựa, bê tông xi măng:
P=1500 | X=0452.090-0468.730 | Y=0512.500-0521.820 | 140
P=1500 | X=0505.390-0522.030 | Y=0512.500-0521.820 | 110
P=1500 | X=0112.370-0343.450 | Y=0527.900-0539.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1500 | X=0112.370-0389.560 | Y=0545.450-0556.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1500 | X=0112.370-0394.060 | Y=0563.450-0574.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 13 (nối
P=1500 | X=0112.370-0392.050 | Y=0574.970-0586.210 | dài vào xã Gia Canh) đoạn từ Hết ranh Thị trấn Định Quán (cũ)
P=1500 | X=0112.370-0390.930 | Y=0586.250-0597.490 | đến Hết ranh Thị trấn Định Quán (cũ) + 2000m có hiện trạng là
P=1500 | X=0112.370-0248.140 | Y=0597.770-0609.010 | đường nhựa, bê tông xi măng:
P=1500 | X=0095.330-0343.920 | Y=0614.530-0626.530 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1500 | X=0452.090-0468.730 | Y=0614.530-0623.850 | 110
P=1500 | X=0511.150-0522.270 | Y=0614.530-0623.850 | 70
P=1500 | X=0112.370-0399.260 | Y=0632.830-0644.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1500 | X=0112.370-0173.490 | Y=0644.350-0655.590 | đến ≤1.000m.
P=1500 | X=0112.370-0335.540 | Y=0661.870-0673.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1500 | X=0112.370-0394.060 | Y=0679.870-0691.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 13 (nối
P=1500 | X=0095.330-0391.570 | Y=0691.390-0702.630 | 46 dài vào xã Gia Canh) đoạn lừ Hết ranh Thị trấn Định Quán (cũ)
P=1500 | X=0457.850-0468.970 | Y=0693.270-0702.590 | 70
P=1500 | X=0511.150-0522.270 | Y=0693.270-0702.590 | 40
P=1500 | X=0112.370-0390.930 | Y=0702.930-0714.170 | đến Hết ranh Thị trấn Định Quán (cũ) + 2000m có hiện trạng là
P=1501 | X=0112.370-0248.140 | Y=0072.740-0083.980 | đường nhựa, bê tông xi măng:
P=1501 | X=0112.370-0398.180 | Y=0090.260-0101.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1501 | X=0112.370-0336.010 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1501 | X=0112.370-0397.630 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1501 | X=0112.370-0389.500 | Y=0137.330-0148.570 | Đường 13 (nối dài vào xã Gia Canh) đoạn từ Hết ranh Thị trấn
P=1501 | X=0112.370-0403.640 | Y=0148.850-0160.090 | Định Quán (cũ) đến Hết ranh Thị trấn Định Quán (cũ) + 2000m có
P=1501 | X=0095.330-0305.980 | Y=0160.370-0171.810 | 47 hiện trạng là đường nhựa, bê tông xi măng:
P=1501 | X=0452.090-0468.730 | Y=0162.490-0171.810 | 140
P=1501 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 110
P=1501 | X=0112.370-0343.450 | Y=0177.650-0188.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1501 | X=0112.370-0389.560 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1501 | X=0112.370-0397.630 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1501 | X=0112.370-0389.500 | Y=0224.710-0235.950 | Đường 13 (nối dài vào xã Gia Canh) đoạn từ Hết ranh Thị trấn
P=1501 | X=0112.370-0403.640 | Y=0236.230-0247.470 | Định Quán (cũ) đến Hết ranh Thị trấn Định Quán (cũ) + 2000m có
P=1501 | X=0112.370-0305.980 | Y=0247.750-0258.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=1501 | X=0095.330-0343.920 | Y=0264.510-0276.510 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1501 | X=0452.090-0468.730 | Y=0264.510-0273.830 | 110
P=1501 | X=0511.150-0522.270 | Y=0264.510-0273.830 | 70
P=1501 | X=0112.370-0399.260 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1501 | X=0112.370-0173.490 | Y=0294.340-0305.580 | đến ≤1.000m.
P=1501 | X=0112.370-0335.540 | Y=0311.860-0323.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1501 | X=0112.370-0397.630 | Y=0329.860-0341.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1501 | X=0112.370-0389.500 | Y=0341.380-0352.620 | Đường 13 (nối dài vào xã Gia Canh) đoạn từ Hết ranh Thị trấn
P=1501 | X=0112.370-0403.640 | Y=0352.900-0364.140 | Định Quán (cũ) đến Hết ranh Thị trấn Định Quán (cũ) + 2000m có
P=1501 | X=0095.330-0306.020 | Y=0364.180-0375.860 | 49 hiện trạng là đường nhựa, bê tông xi măng:
P=1501 | X=0457.850-0468.970 | Y=0366.540-0375.860 | 70
P=1501 | X=0511.150-0522.270 | Y=0366.540-0375.860 | 40
P=1501 | X=0112.370-0398.180 | Y=0381.720-0392.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1501 | X=0112.370-0336.010 | Y=0399.240-0410.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1501 | X=0198.070-0273.300 | Y=0419.120-0428.440 | Hết ranh Thị trấn
P=1501 | X=0112.370-0193.590 | Y=0423.000-0434.240 | Đường 13 (nối dài
P=1501 | X=0198.070-0274.520 | Y=0428.760-0440.000 | Định Quán (cũ) +
P=1501 | X=0292.200-0387.830 | Y=0428.760-0440.000 | Đường Làng Thượng
P=1501 | X=0095.330-0106.450 | Y=0430.640-0439.960 | 50
P=1501 | X=0452.090-0468.730 | Y=0430.640-0439.960 | 230
P=1501 | X=0505.390-0522.030 | Y=0430.640-0439.960 | 200
P=1501 | X=0112.370-0190.350 | Y=0436.400-0445.720 | vào xã Gia Canh)
P=1501 | X=0198.070-0228.550 | Y=0442.160-0451.480 | 2000m
P=1501 | X=0112.370-0394.060 | Y=0458.300-0469.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 13 (nối
P=1501 | X=0112.370-0400.810 | Y=0469.820-0481.060 | dài vào xã Gia Canh) đoạn từ Hết ranh Thị trấn Định Quán (cũ) +
P=1501 | X=0112.370-0407.500 | Y=0481.340-0492.580 | 2000m đến Đường Làng Thượng có hiện trạng là đường nhựa, bê
P=1501 | X=0095.330-0172.530 | Y=0492.860-0504.300 | 51 tông xi măng:
P=1501 | X=0452.090-0468.730 | Y=0494.980-0504.300 | 140
P=1501 | X=0505.390-0522.030 | Y=0494.980-0504.300 | 110
P=1501 | X=0112.370-0343.450 | Y=0510.380-0521.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1501 | X=0112.370-0389.560 | Y=0527.900-0539.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1501 | X=0112.370-0394.060 | Y=0545.930-0557.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 13 (nối
P=1501 | X=0112.370-0400.810 | Y=0557.450-0568.690 | dài vào xã Gia Canh) đoạn từ Hết ranh Thị trấn Định Quán (cũ) +
P=1501 | X=0112.370-0407.500 | Y=0568.970-0580.210 | 2000m đến Đường Làng Thượng có hiện trạng là đường nhựa, bê
P=1501 | X=0112.370-0172.530 | Y=0580.250-0591.490 | tông xi măng:
P=1501 | X=0095.330-0343.920 | Y=0597.010-0609.010 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1501 | X=0452.090-0468.730 | Y=0597.010-0606.330 | 110
P=1501 | X=0511.150-0522.270 | Y=0597.010-0606.330 | 70
