TABLE=038 | AREA=Xã Bình Minh | SECTION=agricultural | SEGMENTS=2
P=1266 | X=0117.170-0404.060 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1266 | X=0117.170-0178.290 | Y=0631.870-0643.110 | đến ≤1.000m.
P=1266 | X=0117.170-0340.340 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1266 | X=0117.170-0414.170 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1266 | X=0117.170-0391.900 | Y=0678.670-0689.910 | Đường Võ Nguyên Giáp đến Giáp ranh xã Trảng Bom có hiện
P=1266 | X=0097.970-0288.950 | Y=0689.190-0701.430 | 32 trạng là đường nhựa, bê tông xi măng:
P=1266 | X=0453.050-0469.690 | Y=0689.190-0698.510 | 290
P=1266 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 260
P=1266 | X=0117.170-0402.980 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1267 | X=0117.170-0340.810 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1267 | X=0117.170-0402.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1267 | X=0117.170-0387.550 | Y=0107.780-0119.020 | Quốc lộ 1 đoạn từ Đường Võ Nguyên Giáp đến Giáp ranh xã
P=1267 | X=0117.170-0376.110 | Y=0119.330-0130.570 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1267 | X=0097.970-0109.090 | Y=0127.210-0136.530 | 33
P=1267 | X=0453.050-0469.690 | Y=0127.210-0136.530 | 500
P=1267 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 450
P=1267 | X=0117.170-0348.250 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1267 | X=0117.170-0394.360 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1267 | X=0117.170-0402.430 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1267 | X=0117.170-0387.550 | Y=0183.410-0194.650 | Quốc lộ 1 đoạn từ Đường Võ Nguyên Giáp đến Giáp ranh xã
P=1267 | X=0117.170-0376.110 | Y=0194.930-0206.170 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1267 | X=0097.970-0348.720 | Y=0212.470-0226.790 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1267 | X=0453.050-0469.690 | Y=0217.470-0226.790 | 400
P=1267 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 350
P=1267 | X=0117.170-0404.060 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1267 | X=0117.170-0178.320 | Y=0241.510-0252.750 | đến ≤1.000m.
P=1267 | X=0117.170-0340.340 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1267 | X=0117.170-0402.430 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1267 | X=0117.170-0387.550 | Y=0288.340-0299.580 | Quốc lộ 1 đoạn từ Đường Võ Nguyên Giáp đến Giáp ranh xã
P=1267 | X=0117.170-0376.110 | Y=0299.860-0311.100 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1267 | X=0097.970-0109.090 | Y=0307.740-0317.060 | 35
P=1267 | X=0453.050-0469.690 | Y=0307.740-0317.060 | 290
P=1267 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 260
P=1267 | X=0117.170-0402.980 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1267 | X=0117.170-0340.810 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1267 | X=0117.170-0221.670 | Y=0352.660-0363.900 | Đường Bắc Sơn - Long
P=1267 | X=0315.240-0362.940 | Y=0358.420-0369.660 | Đường sắt
P=1267 | X=0097.970-0109.090 | Y=0360.300-0369.620 | 36
P=1267 | X=0223.030-0266.100 | Y=0360.300-0369.620 | Quốc lộ 1
P=1267 | X=0453.050-0469.690 | Y=0360.300-0369.620 | 700
P=1267 | X=0505.390-0522.030 | Y=0360.300-0369.620 | 630
P=1267 | X=0117.170-0145.580 | Y=0365.820-0375.140 | Thành
P=1267 | X=0117.170-0413.420 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1267 | X=0117.170-0394.770 | Y=0393.240-0404.480 | Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=1267 | X=0117.170-0252.940 | Y=0404.760-0416.000 | đường nhựa, bê tông xi măng:
P=1267 | X=0097.970-0109.090 | Y=0412.640-0421.960 | 37
P=1267 | X=0453.050-0469.690 | Y=0412.640-0421.960 | 480
P=1267 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 430
P=1267 | X=0117.170-0348.250 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1267 | X=0117.170-0382.080 | Y=0439.800-0451.040 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1267 | X=0117.170-0413.420 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1267 | X=0117.170-0394.770 | Y=0469.100-0480.340 | Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=1267 | X=0117.170-0252.940 | Y=0480.620-0491.860 | đường nhựa, bê tông xi măng:
P=1267 | X=0097.970-0348.720 | Y=0498.140-0512.220 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1267 | X=0453.050-0469.690 | Y=0502.900-0512.220 | 370
P=1267 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 330
P=1267 | X=0117.170-0404.060 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1267 | X=0117.170-0178.290 | Y=0527.180-0538.420 | đến ≤1.000m.
P=1267 | X=0117.170-0340.340 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1267 | X=0117.170-0413.420 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1267 | X=0117.170-0394.770 | Y=0573.770-0585.010 | Long Thành đoạn từ Quốc lộ 1 đến Đường sắt có hiện trạng là
P=1267 | X=0117.170-0252.940 | Y=0585.290-0596.530 | đường nhựa, bê tông xi măng:
P=1267 | X=0097.970-0109.090 | Y=0593.170-0602.490 | 39
P=1267 | X=0453.050-0469.690 | Y=0593.170-0602.490 | 250
P=1267 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 230
P=1267 | X=0117.170-0402.980 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1267 | X=0117.170-0340.830 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1267 | X=0117.170-0402.430 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1267 | X=0117.170-0405.420 | Y=0649.630-0660.870 | Đường Bắc Sơn - Long Thành đoạn từ Quốc lộ 1 đến Đường sắt
P=1267 | X=0117.170-0324.020 | Y=0661.150-0672.390 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1267 | X=0097.970-0109.090 | Y=0669.030-0678.350 | 40
P=1267 | X=0453.050-0469.690 | Y=0669.030-0678.350 | 480
P=1267 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 430
P=1267 | X=0117.170-0348.250 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1267 | X=0117.170-0394.360 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1268 | X=0117.170-0402.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1268 | X=0117.170-0405.420 | Y=0090.020-0101.260 | Đường Bắc Sơn - Long Thành đoạn từ Quốc lộ 1 đến Đường sắt
P=1268 | X=0117.170-0324.020 | Y=0101.540-0112.780 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1268 | X=0097.970-0348.740 | Y=0119.090-0133.170 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1268 | X=0453.050-0469.690 | Y=0123.850-0133.170 | 370
P=1268 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 330
P=1268 | X=0117.170-0404.060 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1268 | X=0117.170-0178.290 | Y=0148.130-0159.370 | đến ≤1.000m.
P=1268 | X=0117.170-0340.340 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1268 | X=0117.170-0402.430 | Y=0183.170-0194.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1268 | X=0117.170-0405.420 | Y=0194.690-0205.930 | Đường Bắc Sơn - Long Thành đoạn từ Quốc lộ 1 đến Đường sắt
P=1268 | X=0117.170-0324.020 | Y=0206.230-0217.470 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1268 | X=0097.970-0109.090 | Y=0214.110-0223.430 | 42
P=1268 | X=0453.050-0469.690 | Y=0214.110-0223.430 | 250
P=1268 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 230
P=1268 | X=0117.170-0402.980 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1268 | X=0117.170-0340.810 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1268 | X=0117.170-0221.670 | Y=0259.030-0270.270 | Đường Bắc Sơn - Long
P=1268 | X=0315.240-0397.660 | Y=0259.030-0270.270 | Giáp ranh phường
P=1268 | X=0223.030-0270.740 | Y=0264.790-0276.030 | Đường sắt
P=1268 | X=0097.970-0109.090 | Y=0266.670-0275.990 | 43
P=1268 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 700
P=1268 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 630
P=1268 | X=0315.240-0365.960 | Y=0270.550-0281.790 | Phước Tân
P=1268 | X=0117.170-0145.580 | Y=0272.430-0281.750 | Thành
P=1268 | X=0117.170-0413.420 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1268 | X=0117.170-0396.380 | Y=0299.860-0311.100 | Long Thành đoạn từ Đường sắt đến Giáp ranh phường Phước
P=1268 | X=0117.170-0344.170 | Y=0311.380-0322.620 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1268 | X=0097.970-0109.090 | Y=0319.260-0328.580 | 44
P=1268 | X=0453.050-0469.690 | Y=0319.260-0328.580 | 480
P=1268 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 430
P=1268 | X=0117.170-0348.250 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1268 | X=0117.170-0382.110 | Y=0346.420-0357.660 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1268 | X=0117.170-0413.420 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1268 | X=0117.170-0396.380 | Y=0375.480-0386.720 | Long Thành đoạn từ Đường sắt đến Giáp ranh phường Phước
P=1268 | X=0117.170-0344.170 | Y=0387.000-0398.240 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1268 | X=0097.970-0348.720 | Y=0404.520-0418.840 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1268 | X=0453.050-0469.690 | Y=0409.520-0418.840 | 370
P=1268 | X=0505.390-0522.030 | Y=0409.520-0418.840 | 330
P=1268 | X=0117.170-0404.060 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1268 | X=0117.170-0178.290 | Y=0433.560-0444.800 | đến ≤1.000m.
P=1268 | X=0117.170-0340.340 | Y=0451.100-0462.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1268 | X=0117.170-0413.420 | Y=0468.860-0480.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Sơn -
P=1268 | X=0117.170-0396.380 | Y=0480.380-0491.620 | Long Thành đoạn từ Đường sắt đến Giáp ranh phường Phước
P=1268 | X=0117.170-0344.170 | Y=0491.900-0503.140 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1268 | X=0097.970-0109.090 | Y=0499.780-0509.100 | 46
P=1268 | X=0453.050-0469.690 | Y=0499.780-0509.100 | 250
P=1268 | X=0505.390-0522.030 | Y=0499.780-0509.100 | 230
P=1268 | X=0117.170-0402.980 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1268 | X=0117.170-0340.810 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1268 | X=0117.170-0402.430 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1268 | X=0117.170-0406.780 | Y=0556.010-0567.250 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1268 | X=0117.170-0384.920 | Y=0567.530-0578.770 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=1268 | X=0097.970-0145.170 | Y=0579.050-0590.490 | 47 măng:
P=1268 | X=0453.050-0469.690 | Y=0581.170-0590.490 | 480
P=1268 | X=0505.390-0522.030 | Y=0581.170-0590.490 | 430
P=1268 | X=0117.170-0348.250 | Y=0596.570-0607.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1268 | X=0117.170-0394.360 | Y=0614.090-0625.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1268 | X=0117.170-0402.430 | Y=0631.870-0643.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1268 | X=0117.170-0406.780 | Y=0643.390-0654.630 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1268 | X=0117.170-0384.920 | Y=0654.910-0666.150 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=1268 | X=0097.970-0145.170 | Y=0666.430-0677.870 | 48 măng:
P=1268 | X=0453.050-0469.690 | Y=0668.550-0677.870 | 370
P=1268 | X=0505.390-0522.030 | Y=0668.550-0677.870 | 330
P=1268 | X=0117.170-0348.720 | Y=0683.950-0695.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1268 | X=0117.170-0404.060 | Y=0701.490-0712.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1269 | X=0117.170-0178.300 | Y=0072.500-0083.740 | đến ≤1.000m.
P=1269 | X=0117.170-0340.340 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1269 | X=0117.170-0402.430 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1269 | X=0117.170-0406.780 | Y=0119.330-0130.570 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1269 | X=0117.170-0384.920 | Y=0130.850-0142.090 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=1269 | X=0097.970-0145.170 | Y=0142.370-0153.810 | 49 măng:
P=1269 | X=0453.050-0469.690 | Y=0144.490-0153.810 | 250
P=1269 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 230
P=1269 | X=0117.170-0402.980 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1269 | X=0117.170-0340.810 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1269 | X=0315.240-0409.900 | Y=0196.810-0206.130 | Ranh Cụm làng nghề
P=1269 | X=0097.970-0176.070 | Y=0206.470-0217.710 | 50 Đường số 69
P=1269 | X=0223.030-0266.100 | Y=0208.350-0217.670 | Quốc lộ 1
P=1269 | X=0315.240-0404.370 | Y=0208.350-0217.670 | gỗ mỹ nghệ xã Bình
P=1269 | X=0453.050-0469.690 | Y=0208.350-0217.670 | 670
P=1269 | X=0505.390-0522.030 | Y=0208.350-0217.670 | 600
P=1269 | X=0315.240-0337.150 | Y=0219.870-0229.190 | Minh
P=1269 | X=0117.170-0392.620 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 69
P=1269 | X=0117.170-0406.040 | Y=0247.270-0258.510 | đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ nghệ xã Bình
P=1269 | X=0117.170-0348.500 | Y=0258.790-0270.030 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1269 | X=0097.970-0109.090 | Y=0266.670-0275.990 | 51
P=1269 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 450
P=1269 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 400
P=1269 | X=0117.170-0348.250 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1269 | X=0117.170-0382.080 | Y=0293.860-0305.100 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1269 | X=0117.170-0392.620 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 69
P=1269 | X=0117.170-0406.040 | Y=0323.140-0334.380 | đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ nghệ xã Bình
P=1269 | X=0117.170-0348.500 | Y=0334.660-0345.900 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1269 | X=0097.970-0348.720 | Y=0351.940-0366.260 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1269 | X=0453.050-0469.690 | Y=0356.940-0366.260 | 350
P=1269 | X=0505.390-0522.030 | Y=0356.940-0366.260 | 320
P=1269 | X=0117.170-0404.060 | Y=0369.480-0380.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1269 | X=0117.170-0178.300 | Y=0381.000-0392.240 | đến ≤1.000m.
P=1269 | X=0117.170-0340.340 | Y=0398.520-0409.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1269 | X=0117.170-0392.620 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 69
P=1269 | X=0117.170-0406.040 | Y=0427.800-0439.040 | đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ nghệ xã Bình
P=1269 | X=0117.170-0348.500 | Y=0439.320-0450.560 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1269 | X=0097.970-0109.090 | Y=0447.200-0456.520 | 53
P=1269 | X=0453.050-0469.690 | Y=0447.200-0456.520 | 230
P=1269 | X=0505.390-0522.030 | Y=0447.200-0456.520 | 210
P=1269 | X=0117.170-0402.980 | Y=0456.860-0468.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1269 | X=0117.170-0340.810 | Y=0474.380-0485.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1269 | X=0117.170-0402.430 | Y=0492.140-0503.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1269 | X=0117.170-0405.980 | Y=0503.660-0514.900 | Đường số 69 đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ
P=1269 | X=0117.170-0410.190 | Y=0515.180-0526.420 | nghệ xã Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1269 | X=0097.970-0109.090 | Y=0523.060-0532.380 | 54
P=1269 | X=0453.050-0469.690 | Y=0523.060-0532.380 | 450
P=1269 | X=0505.390-0522.030 | Y=0523.060-0532.380 | 400
P=1269 | X=0117.170-0348.250 | Y=0532.490-0543.730 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1269 | X=0117.170-0394.360 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1269 | X=0117.170-0402.430 | Y=0567.770-0579.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1269 | X=0117.170-0405.980 | Y=0579.290-0590.530 | Đường số 69 đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ
P=1269 | X=0117.170-0410.190 | Y=0590.810-0602.050 | nghệ xã Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1269 | X=0097.970-0348.720 | Y=0608.330-0622.650 | 55 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1269 | X=0453.050-0469.690 | Y=0613.330-0622.650 | 350
P=1269 | X=0505.390-0522.030 | Y=0613.330-0622.650 | 320
P=1269 | X=0117.170-0404.060 | Y=0625.870-0637.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1269 | X=0117.170-0178.290 | Y=0637.390-0648.630 | đến ≤1.000m.
P=1269 | X=0117.170-0340.340 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1269 | X=0117.170-0402.430 | Y=0672.670-0683.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1269 | X=0097.970-0405.980 | Y=0684.190-0695.430 | 56 Đường số 69 đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ
P=1269 | X=0453.050-0469.690 | Y=0686.070-0695.390 | 230
P=1269 | X=0505.390-0522.030 | Y=0686.070-0695.390 | 210
P=1269 | X=0117.170-0410.190 | Y=0695.710-0706.950 | nghệ xã Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1270 | X=0117.170-0403.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1270 | X=0117.170-0340.810 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
