TABLE=017 | AREA=Xã Đại Phước | SECTION=agricultural | SEGMENTS=1
P=0521 | X=0126.050-0407.980 | Y=0276.790-0288.030 | đến Đường Trần Văn Trà có hiện trạng là đường nhựa, bê tông
P=0521 | X=0126.050-0163.880 | Y=0288.340-0299.580 | xi măng:
P=0521 | X=0102.290-0113.410 | Y=0290.460-0299.780 | 28
P=0521 | X=0453.530-0470.170 | Y=0290.460-0299.780 | 250
P=0521 | X=0505.390-0522.030 | Y=0290.460-0299.780 | 220
P=0521 | X=0126.050-0411.860 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0521 | X=0126.050-0349.690 | Y=0323.380-0334.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0521 | X=0318.120-0407.730 | Y=0341.380-0352.620 | Đường giáp ranh xã
P=0521 | X=0126.050-0218.300 | Y=0347.140-0358.380 | Đường Hùng Vương
P=0521 | X=0223.750-0305.730 | Y=0352.900-0364.140 | Đường Lý Thái Tổ
P=0521 | X=0318.120-0386.620 | Y=0352.900-0364.140 | Phú Đông - Đại
P=0521 | X=0102.290-0113.410 | Y=0354.780-0364.100 | 29
P=0521 | X=0453.530-0470.170 | Y=0354.780-0364.100 | 730
P=0521 | X=0505.390-0522.030 | Y=0354.780-0364.100 | 670
P=0521 | X=0126.050-0202.390 | Y=0358.660-0369.900 | (Hương lộ 19 cũ)
P=0521 | X=0318.120-0362.120 | Y=0364.180-0375.420 | Phước cũ
P=0521 | X=0126.050-0401.030 | Y=0382.200-0393.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=0521 | X=0126.050-0411.830 | Y=0393.720-0404.960 | Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ đến Đường
P=0521 | X=0126.050-0402.940 | Y=0405.240-0416.480 | giáp ranh xã Phú Đông - Đại Phước cũ có hiện trạng là đường
P=0521 | X=0126.050-0229.190 | Y=0416.760-0428.000 | nhựa, bê tông xi măng:
P=0521 | X=0102.290-0113.410 | Y=0418.880-0428.200 | 30
P=0521 | X=0453.530-0470.170 | Y=0418.880-0428.200 | 500
P=0521 | X=0505.390-0522.030 | Y=0418.880-0428.200 | 450
P=0521 | X=0126.050-0357.130 | Y=0434.280-0445.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0521 | X=0126.050-0403.240 | Y=0451.820-0463.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0521 | X=0126.050-0401.030 | Y=0469.820-0481.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=0521 | X=0126.050-0411.830 | Y=0481.340-0492.580 | Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ đến Đường
P=0521 | X=0126.050-0402.940 | Y=0492.860-0504.100 | giáp ranh xã Phú Đông - Đại Phước cũ có hiện trạng là đường
P=0521 | X=0126.050-0229.160 | Y=0504.380-0515.620 | nhựa, bê tông xi măng:
P=0521 | X=0102.290-0113.410 | Y=0520.900-0530.220 | 31
P=0521 | X=0453.530-0470.170 | Y=0520.900-0530.220 | 370
P=0521 | X=0505.390-0522.030 | Y=0520.900-0530.220 | 330
P=0521 | X=0126.050-0357.600 | Y=0521.900-0533.140 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0521 | X=0126.050-0412.940 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0521 | X=0126.050-0187.170 | Y=0550.970-0562.210 | đến ≤1.000m.
P=0521 | X=0126.050-0349.220 | Y=0568.250-0579.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0521 | X=0126.050-0401.030 | Y=0586.250-0597.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=0521 | X=0126.050-0411.830 | Y=0597.770-0609.010 | Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái Tổ đến Đường
P=0521 | X=0126.050-0402.940 | Y=0609.290-0620.530 | giáp ranh xã Phú Đông - Đại Phước cũ có hiện trạng là đường
P=0521 | X=0126.050-0229.160 | Y=0620.830-0632.070 | nhựa, bê tông xi măng:
P=0521 | X=0102.290-0113.410 | Y=0622.950-0632.270 | 32
P=0521 | X=0453.530-0470.170 | Y=0622.950-0632.270 | 250
P=0521 | X=0505.390-0522.030 | Y=0622.950-0632.270 | 220
P=0521 | X=0126.050-0411.860 | Y=0638.350-0649.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0521 | X=0126.050-0349.690 | Y=0655.870-0667.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0521 | X=0126.050-0411.310 | Y=0673.870-0685.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0521 | X=0126.050-0404.380 | Y=0685.390-0696.630 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái
P=0521 | X=0102.290-0113.410 | Y=0693.030-0702.350 | 33
P=0521 | X=0453.530-0470.170 | Y=0693.030-0702.350 | 500
P=0521 | X=0505.390-0522.030 | Y=0693.030-0702.350 | 450
P=0521 | X=0126.050-0402.460 | Y=0696.910-0708.150 | Tổ đến Đường giáp ranh xã Phú Đông - Đại Phước cũ có hiện
P=0521 | X=0126.050-0297.860 | Y=0708.450-0719.690 | trạng là đường nhựa, bê tông xi măng:
P=0522 | X=0126.050-0357.130 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0522 | X=0126.050-0403.240 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0522 | X=0126.050-0411.310 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0522 | X=0126.050-0404.380 | Y=0125.810-0137.050 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái
P=0522 | X=0126.050-0402.460 | Y=0137.330-0148.570 | Tổ đến Đường giáp ranh xã Phú Đông - Đại Phước cũ có hiện
P=0522 | X=0126.050-0297.830 | Y=0148.850-0160.090 | trạng là đường nhựa, bê tông xi măng:
P=0522 | X=0102.290-0113.410 | Y=0165.370-0174.690 | 34
P=0522 | X=0453.530-0470.170 | Y=0165.370-0174.690 | 370
P=0522 | X=0505.390-0522.030 | Y=0165.370-0174.690 | 330
P=0522 | X=0126.050-0357.600 | Y=0166.370-0177.610 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0522 | X=0126.050-0412.940 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0522 | X=0126.050-0187.170 | Y=0195.170-0206.410 | đến ≤1.000m.
P=0522 | X=0126.050-0349.240 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0522 | X=0126.050-0411.310 | Y=0230.710-0241.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0522 | X=0126.050-0404.380 | Y=0242.230-0253.470 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường Lý Thái
P=0522 | X=0126.050-0402.460 | Y=0253.750-0264.990 | Tổ đến Đường giáp ranh xã Phú Đông - Đại Phước cũ có hiện
P=0522 | X=0126.050-0297.830 | Y=0265.270-0276.510 | trạng là đường nhựa, bê tông xi măng:
P=0522 | X=0102.290-0113.410 | Y=0267.390-0276.710 | 35
P=0522 | X=0453.530-0470.170 | Y=0267.390-0276.710 | 250
P=0522 | X=0505.390-0522.030 | Y=0267.390-0276.710 | 220
P=0522 | X=0126.050-0411.860 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0522 | X=0126.050-0349.690 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0522 | X=0223.750-0313.390 | Y=0318.340-0329.580 | Đường giáp ranh xã
P=0522 | X=0126.050-0218.300 | Y=0324.100-0335.340 | Đường Hùng Vương
P=0522 | X=0318.120-0395.020 | Y=0325.980-0335.300 | Giáp ranh giới xã
P=0522 | X=0223.750-0292.280 | Y=0329.860-0341.100 | Phú Đông - Đại
P=0522 | X=0102.290-0113.410 | Y=0331.740-0341.060 | 36
P=0522 | X=0453.530-0470.170 | Y=0331.740-0341.060 | 730
P=0522 | X=0505.390-0522.030 | Y=0331.740-0341.060 | 670
P=0522 | X=0126.050-0202.390 | Y=0335.620-0346.860 | (Hương lộ 19 cũ)
P=0522 | X=0318.120-0363.810 | Y=0335.620-0346.860 | Phước An
P=0522 | X=0223.750-0267.780 | Y=0341.380-0352.620 | Phước cũ
P=0522 | X=0126.050-0401.030 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=0522 | X=0126.050-0412.760 | Y=0370.920-0382.160 | Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã Phú Đông
P=0522 | X=0126.050-0412.530 | Y=0382.200-0393.440 | - Đại Phước cũ đến Giáp ranh giới xã Phước An có hiện trạng là
P=0522 | X=0126.050-0261.820 | Y=0393.720-0404.960 | đường nhựa, bê tông xi măng:
P=0522 | X=0102.290-0113.410 | Y=0395.840-0405.160 | 37
P=0522 | X=0453.530-0470.170 | Y=0395.840-0405.160 | 500
P=0522 | X=0505.390-0522.030 | Y=0395.840-0405.160 | 450
P=0522 | X=0126.050-0357.130 | Y=0411.240-0422.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0522 | X=0126.050-0403.240 | Y=0428.760-0440.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0522 | X=0126.050-0401.030 | Y=0446.760-0458.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=0522 | X=0126.050-0412.780 | Y=0458.300-0469.540 | Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã Phú Đông
P=0522 | X=0126.050-0412.530 | Y=0469.820-0481.060 | - Đại Phước cũ đến Giáp ranh giới xã Phước An có hiện trạng là
P=0522 | X=0126.050-0261.830 | Y=0481.340-0492.580 | đường nhựa, bê tông xi măng:
P=0522 | X=0102.290-0113.410 | Y=0497.860-0507.180 | 38
P=0522 | X=0453.530-0470.170 | Y=0497.860-0507.180 | 370
P=0522 | X=0505.390-0522.030 | Y=0497.860-0507.180 | 330
P=0522 | X=0126.050-0357.600 | Y=0498.860-0510.100 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0522 | X=0126.050-0412.940 | Y=0516.380-0527.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0522 | X=0126.050-0187.170 | Y=0527.900-0539.140 | đến ≤1.000m.
P=0522 | X=0126.050-0349.220 | Y=0545.450-0556.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0522 | X=0126.050-0401.030 | Y=0563.450-0574.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=0522 | X=0126.050-0412.760 | Y=0574.970-0586.210 | Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh xã Phú Đông
P=0522 | X=0126.050-0412.530 | Y=0586.250-0597.490 | - Đại Phước cũ đến Giáp ranh giới xã Phước An có hiện trạng là
P=0522 | X=0126.050-0261.830 | Y=0597.770-0609.010 | đường nhựa, bê tông xi măng:
P=0522 | X=0102.290-0113.410 | Y=0599.890-0609.210 | 39
P=0522 | X=0453.530-0470.170 | Y=0599.890-0609.210 | 250
P=0522 | X=0505.390-0522.030 | Y=0599.890-0609.210 | 220
P=0522 | X=0126.050-0411.860 | Y=0615.290-0626.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0522 | X=0126.050-0349.690 | Y=0632.830-0644.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0522 | X=0126.050-0411.310 | Y=0650.830-0662.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0522 | X=0126.050-0413.270 | Y=0662.350-0673.590 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh
P=0522 | X=0126.050-0415.170 | Y=0673.870-0685.110 | xã Phú Đông - Đại Phước cũ đến Giáp ranh giới xã Phước An có
P=0522 | X=0102.290-0113.410 | Y=0678.630-0687.950 | 40
P=0522 | X=0453.530-0470.170 | Y=0678.630-0687.950 | 500
P=0522 | X=0505.390-0522.030 | Y=0678.630-0687.950 | 450
P=0522 | X=0126.050-0319.690 | Y=0685.390-0696.630 | hiện trạng là đường nhựa, bê tông xi măng:
P=0522 | X=0126.050-0357.130 | Y=0702.930-0714.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0523 | X=0126.050-0403.240 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0523 | X=0126.050-0411.310 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0523 | X=0126.050-0413.270 | Y=0108.260-0119.500 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh
P=0523 | X=0126.050-0415.170 | Y=0119.810-0131.050 | xã Phú Đông - Đại Phước cũ đến Giáp ranh giới xã Phước An có
P=0523 | X=0126.050-0319.690 | Y=0131.330-0142.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0523 | X=0102.290-0113.410 | Y=0147.850-0157.170 | 41
P=0523 | X=0453.530-0470.170 | Y=0147.850-0157.170 | 370
P=0523 | X=0505.390-0522.030 | Y=0147.850-0157.170 | 330
P=0523 | X=0126.050-0357.600 | Y=0148.850-0160.090 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0523 | X=0126.050-0412.940 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0523 | X=0126.050-0187.170 | Y=0177.650-0188.890 | đến ≤1.000m.
P=0523 | X=0126.050-0349.220 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0523 | X=0126.050-0411.310 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0523 | X=0126.050-0413.270 | Y=0224.710-0235.950 | Đường Hùng Vương (Hương lộ 19 cũ) đoạn từ Đường giáp ranh
P=0523 | X=0126.050-0415.170 | Y=0236.230-0247.470 | xã Phú Đông - Đại Phước cũ đến Giáp ranh giới xã Phước An có
P=0523 | X=0126.050-0319.690 | Y=0247.750-0258.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=0523 | X=0102.290-0113.410 | Y=0249.870-0259.190 | 42
P=0523 | X=0453.530-0470.170 | Y=0249.870-0259.190 | 250
P=0523 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 220
P=0523 | X=0126.050-0411.860 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0523 | X=0126.050-0349.690 | Y=0282.820-0294.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0523 | X=0126.050-0215.660 | Y=0300.820-0312.060 | Đường giáp ranh xã
P=0523 | X=0126.050-0194.550 | Y=0312.340-0323.580 | Phú Đông - Đại
P=0523 | X=0223.750-0410.370 | Y=0312.340-0323.580 | Đường Trần Văn Trà Đường Hùng Vương
P=0523 | X=0102.290-0113.410 | Y=0314.220-0323.540 | 43
P=0523 | X=0453.530-0470.170 | Y=0314.220-0323.540 | 600
P=0523 | X=0505.390-0522.030 | Y=0314.220-0323.540 | 530
P=0523 | X=0126.050-0170.050 | Y=0323.860-0335.100 | Phước cũ
P=0523 | X=0126.050-0396.220 | Y=0341.860-0353.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường giáp
P=0523 | X=0126.050-0410.850 | Y=0353.380-0364.620 | ranh xã Phú Đông - Đại Phước cũ đoạn từ Đường Trần Văn Trà
P=0523 | X=0126.050-0406.780 | Y=0364.900-0376.140 | đến Đường Hùng Vương có hiện trạng là đường nhựa, bê tông
P=0523 | X=0126.050-0163.880 | Y=0376.200-0387.440 | xi măng:
P=0523 | X=0102.290-0113.410 | Y=0378.560-0387.880 | 44
P=0523 | X=0453.530-0470.170 | Y=0378.560-0387.880 | 400
P=0523 | X=0505.390-0522.030 | Y=0378.560-0387.880 | 360
P=0523 | X=0126.050-0357.130 | Y=0393.720-0404.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0523 | X=0126.050-0403.240 | Y=0411.240-0422.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0523 | X=0126.050-0396.220 | Y=0429.240-0440.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường giáp
P=0523 | X=0126.050-0410.840 | Y=0440.760-0452.000 | ranh xã Phú Đông - Đại Phước cũ đoạn từ Đường Trần Văn Trà
P=0523 | X=0126.050-0406.780 | Y=0452.300-0463.540 | đến Đường Hùng Vương có hiện trạng là đường nhựa, bê tông
P=0523 | X=0126.050-0163.880 | Y=0463.820-0475.060 | xi măng:
P=0523 | X=0102.290-0113.410 | Y=0480.580-0489.900 | 45
P=0523 | X=0453.530-0470.170 | Y=0480.580-0489.900 | 290
P=0523 | X=0505.390-0522.030 | Y=0480.580-0489.900 | 250
P=0523 | X=0126.050-0357.600 | Y=0481.340-0492.580 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0523 | X=0126.050-0412.940 | Y=0498.860-0510.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0523 | X=0126.050-0187.170 | Y=0510.380-0521.620 | đến ≤1.000m.
P=0523 | X=0126.050-0349.220 | Y=0527.900-0539.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0523 | X=0126.050-0396.220 | Y=0545.930-0557.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường giáp
P=0523 | X=0126.050-0410.840 | Y=0557.450-0568.690 | ranh xã Phú Đông - Đại Phước cũ đoạn từ Đường Trần Văn Trà
P=0523 | X=0126.050-0406.780 | Y=0568.970-0580.210 | đến Đường Hùng Vương có hiện trạng là đường nhựa, bê tông
P=0523 | X=0126.050-0163.880 | Y=0580.250-0591.490 | xi măng:
P=0523 | X=0102.290-0113.410 | Y=0582.370-0591.690 | 46
P=0523 | X=0453.530-0470.170 | Y=0582.370-0591.690 | 180
P=0523 | X=0505.390-0522.030 | Y=0582.370-0591.690 | 180
P=0523 | X=0126.050-0411.860 | Y=0597.770-0609.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0523 | X=0126.050-0349.690 | Y=0615.290-0626.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0523 | X=0126.050-0411.310 | Y=0633.310-0644.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0523 | X=0126.050-0405.100 | Y=0644.830-0656.070 | Đường giáp ranh xã Phú Đông - Đại Phước cũ đoạn từ Đường
P=0523 | X=0126.050-0403.420 | Y=0656.350-0667.590 | Trần Văn Trà đến Đường Hùng Vương có hiện trạng là đường
P=0523 | X=0126.050-0229.160 | Y=0667.870-0679.110 | nhựa, bê tông xi măng:
P=0523 | X=0102.290-0113.410 | Y=0669.990-0679.310 | 47
P=0523 | X=0453.530-0470.170 | Y=0669.990-0679.310 | 400
P=0523 | X=0505.390-0522.030 | Y=0669.990-0679.310 | 360
P=0523 | X=0126.050-0357.130 | Y=0685.390-0696.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0523 | X=0126.050-0403.240 | Y=0702.930-0714.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0524 | X=0126.050-0411.310 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0524 | X=0126.050-0405.100 | Y=0090.260-0101.500 | Đường giáp ranh xã Phú Đông - Đại Phước cũ đoạn từ Đường
P=0524 | X=0126.050-0403.420 | Y=0101.780-0113.020 | Trần Văn Trà đến Đường Hùng Vương có hiện trạng là đường
P=0524 | X=0126.050-0229.160 | Y=0113.300-0124.540 | nhựa, bê tông xi măng:
P=0524 | X=0102.290-0113.410 | Y=0129.850-0139.170 | 48
P=0524 | X=0453.530-0470.170 | Y=0129.850-0139.170 | 290
P=0524 | X=0505.390-0522.030 | Y=0129.850-0139.170 | 250
P=0524 | X=0126.050-0357.600 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0524 | X=0126.050-0412.940 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0524 | X=0126.050-0187.170 | Y=0159.650-0170.890 | đến ≤1.000m.
P=0524 | X=0126.050-0349.220 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0524 | X=0126.050-0411.310 | Y=0195.170-0206.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0524 | X=0126.050-0405.100 | Y=0206.710-0217.950 | Đường giáp ranh xã Phú Đông - Đại Phước cũ đoạn từ Đường
P=0524 | X=0126.050-0403.420 | Y=0218.230-0229.470 | Trần Văn Trà đến Đường Hùng Vương có hiện trạng là đường
P=0524 | X=0126.050-0229.230 | Y=0229.750-0240.990 | nhựa, bê tông xi măng:
P=0524 | X=0102.290-0113.410 | Y=0231.870-0241.190 | 49
P=0524 | X=0453.530-0470.170 | Y=0231.870-0241.190 | 180
P=0524 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 180
P=0524 | X=0126.050-0411.860 | Y=0247.270-0258.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0524 | X=0126.050-0349.690 | Y=0264.790-0276.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0524 | X=0318.120-0407.940 | Y=0284.700-0294.020 | Giáp sông (giáp khu
