TABLE=023 | AREA=Phường Bình Lộc | SECTION=agricultural | SEGMENTS=1
P=0718 | X=0106.610-0413.810 | Y=0498.140-0509.380 | Xuân Lập đoạn từ Đường Võ Duy Dương đến Đường Võ Văn Tần có
P=0718 | X=0106.610-0300.180 | Y=0509.660-0520.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=0718 | X=0092.900-0103.780 | Y=0517.540-0526.860 | 32
P=0718 | X=0457.850-0474.020 | Y=0517.540-0526.860 | 240
P=0718 | X=0506.350-0522.520 | Y=0517.540-0526.860 | 210
P=0718 | X=0106.610-0385.950 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0718 | X=0106.610-0331.230 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0718 | X=0106.610-0426.120 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0718 | X=0106.610-0415.540 | Y=0573.770-0585.010 | Xuân Bình - Xuân Lập đoạn từ Đường Võ Duy Dương đến Đường Võ
P=0718 | X=0106.610-0353.930 | Y=0585.290-0596.530 | Văn Tần có hiện trạng là đường nhựa, bê tông xi măng:
P=0718 | X=0092.900-0103.780 | Y=0593.170-0602.490 | 33
P=0718 | X=0457.850-0474.020 | Y=0593.170-0602.490 | 400
P=0718 | X=0506.350-0522.520 | Y=0593.170-0602.490 | 320
P=0718 | X=0106.610-0330.520 | Y=0602.810-0614.050 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0718 | X=0106.610-0385.720 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0718 | X=0106.610-0426.090 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0718 | X=0106.610-0415.540 | Y=0649.630-0660.870 | Xuân Bình - Xuân Lập đoạn từ Đường Võ Duy Dương đến Đường Võ
P=0718 | X=0106.610-0353.930 | Y=0661.150-0672.390 | Văn Tần có hiện trạng là đường nhựa, bê tông xi măng:
P=0718 | X=0092.900-0103.780 | Y=0674.790-0684.110 | 34
P=0718 | X=0457.850-0474.020 | Y=0674.790-0684.110 | 320
P=0718 | X=0506.350-0522.520 | Y=0674.790-0684.110 | 260
P=0718 | X=0106.610-0331.000 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0718 | X=0106.610-0416.140 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0718 | X=0106.610-0139.650 | Y=0707.730-0718.970 | ≤600m.
P=0719 | X=0106.610-0331.010 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0719 | X=0106.610-0426.090 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0719 | X=0106.610-0415.540 | Y=0107.780-0119.020 | Xuân Bình - Xuân Lập đoạn từ Đường Võ Duy Dương đến Đường Võ
P=0719 | X=0106.610-0353.930 | Y=0119.330-0130.570 | Văn Tần có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0092.900-0103.780 | Y=0127.210-0136.530 | 35
P=0719 | X=0457.850-0474.020 | Y=0127.210-0136.530 | 240
P=0719 | X=0506.350-0522.520 | Y=0127.210-0136.530 | 210
P=0719 | X=0106.610-0385.950 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0719 | X=0106.610-0334.370 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0719 | X=0338.520-0421.190 | Y=0172.130-0183.370 | Giáp ranh phường
P=0719 | X=0092.900-0332.330 | Y=0177.650-0188.890 | 36 Đường Xuân Bình - Xuân Lập Đường Võ Văn Tần
P=0719 | X=0457.850-0474.020 | Y=0179.530-0188.850 | 600
P=0719 | X=0506.350-0522.520 | Y=0179.530-0188.850 | 490
P=0719 | X=0338.520-0381.100 | Y=0183.410-0194.650 | Xuân Lập
P=0719 | X=0106.610-0410.540 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Bình -
P=0719 | X=0106.610-0407.110 | Y=0212.710-0223.950 | Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh phường Xuân
P=0719 | X=0106.610-0332.840 | Y=0224.230-0235.470 | Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0092.900-0103.780 | Y=0232.110-0241.430 | 37
P=0719 | X=0457.850-0474.020 | Y=0232.110-0241.430 | 400
P=0719 | X=0506.350-0522.520 | Y=0232.110-0241.430 | 320
P=0719 | X=0106.610-0330.520 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0719 | X=0106.610-0385.720 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0719 | X=0106.610-0410.540 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Bình -
P=0719 | X=0106.610-0407.110 | Y=0288.580-0299.820 | Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh phường Xuân
P=0719 | X=0106.610-0332.840 | Y=0300.100-0311.340 | Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0092.900-0331.000 | Y=0317.620-0331.700 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0719 | X=0457.850-0474.020 | Y=0322.380-0331.700 | 320
P=0719 | X=0506.350-0522.520 | Y=0322.380-0331.700 | 260
P=0719 | X=0106.610-0416.140 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0719 | X=0106.610-0139.650 | Y=0346.660-0357.900 | ≤600m.
P=0719 | X=0106.610-0331.010 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0719 | X=0106.610-0410.540 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Bình -
P=0719 | X=0106.610-0407.260 | Y=0393.240-0404.480 | Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh phường Xuân
P=0719 | X=0106.610-0332.840 | Y=0404.760-0416.000 | Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0092.900-0103.780 | Y=0412.640-0421.960 | 39
P=0719 | X=0457.850-0474.020 | Y=0412.640-0421.960 | 240
P=0719 | X=0506.350-0522.520 | Y=0412.640-0421.960 | 210
P=0719 | X=0106.610-0385.950 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0719 | X=0106.610-0331.230 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0719 | X=0106.610-0426.090 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0719 | X=0106.610-0398.510 | Y=0469.100-0480.340 | Xuân Bình - Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh
P=0719 | X=0106.610-0397.390 | Y=0480.620-0491.860 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0092.900-0103.780 | Y=0488.500-0497.820 | 40
P=0719 | X=0457.850-0474.020 | Y=0488.500-0497.820 | 400
P=0719 | X=0506.350-0522.520 | Y=0488.500-0497.820 | 320
P=0719 | X=0106.610-0330.520 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0719 | X=0106.610-0385.720 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0719 | X=0106.610-0426.140 | Y=0533.450-0544.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0719 | X=0106.610-0398.520 | Y=0544.970-0556.210 | Xuân Bình - Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh
P=0719 | X=0106.610-0397.390 | Y=0556.250-0567.490 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0092.900-0331.000 | Y=0573.770-0588.090 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0719 | X=0457.850-0474.020 | Y=0578.770-0588.090 | 320
P=0719 | X=0506.350-0522.520 | Y=0578.770-0588.090 | 260
P=0719 | X=0106.610-0416.140 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0719 | X=0106.610-0139.650 | Y=0602.810-0614.050 | ≤600m.
P=0719 | X=0106.610-0331.010 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0719 | X=0106.610-0426.090 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0719 | X=0106.610-0398.520 | Y=0649.630-0660.870 | Xuân Bình - Xuân Lập đoạn từ Đường Võ Văn Tần đến Giáp ranh
P=0719 | X=0106.610-0397.480 | Y=0661.150-0672.390 | phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0719 | X=0092.900-0103.780 | Y=0669.030-0678.350 | 42
P=0719 | X=0457.850-0474.020 | Y=0669.030-0678.350 | 240
P=0719 | X=0506.350-0522.520 | Y=0669.030-0678.350 | 210
P=0719 | X=0106.610-0385.950 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0719 | X=0106.610-0334.370 | Y=0696.190-0707.430 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0720 | X=0244.900-0329.240 | Y=0078.500-0089.740 | Đường Hồng Thập
P=0720 | X=0092.900-0208.230 | Y=0084.260-0095.500 | 43 Đường Võ Duy Dương
P=0720 | X=0338.520-0418.550 | Y=0084.260-0095.500 | Đường 21 tháng 4
P=0720 | X=0457.850-0474.020 | Y=0086.140-0095.460 | 600
P=0720 | X=0506.350-0522.520 | Y=0086.140-0095.460 | 490
P=0720 | X=0244.900-0257.400 | Y=0090.020-0101.260 | Tự
P=0720 | X=0106.610-0393.500 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Duy
P=0720 | X=0106.610-0417.580 | Y=0119.330-0130.570 | Dương đoạn từ Đường Hồng Thập Tự đến Đường 21 tháng 4 có hiện
P=0720 | X=0106.610-0278.350 | Y=0130.850-0142.090 | trạng là đường nhựa, bê tông xi măng:
P=0720 | X=0092.900-0103.780 | Y=0138.730-0148.050 | 44
P=0720 | X=0457.850-0474.020 | Y=0138.730-0148.050 | 400
P=0720 | X=0506.350-0522.520 | Y=0138.730-0148.050 | 320
P=0720 | X=0106.610-0330.520 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0720 | X=0106.610-0385.720 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0720 | X=0106.610-0393.450 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Duy
P=0720 | X=0106.610-0417.580 | Y=0194.930-0206.170 | Dương đoạn từ Đường Hồng Thập Tự đến Đường 21 tháng 4 có hiện
P=0720 | X=0106.610-0278.350 | Y=0206.470-0217.710 | trạng là đường nhựa, bê tông xi măng:
P=0720 | X=0092.900-0331.000 | Y=0223.990-0238.310 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0720 | X=0457.850-0474.020 | Y=0228.990-0238.310 | 320
P=0720 | X=0506.350-0522.520 | Y=0228.990-0238.310 | 260
P=0720 | X=0106.610-0416.140 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0720 | X=0106.610-0139.650 | Y=0253.030-0264.270 | ≤600m.
P=0720 | X=0106.610-0331.010 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0720 | X=0106.610-0393.450 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Duy
P=0720 | X=0106.610-0417.580 | Y=0299.860-0311.100 | Dương đoạn từ Đường Hồng Thập Tự đến Đường 21 tháng 4 có hiện
P=0720 | X=0106.610-0278.350 | Y=0311.380-0322.620 | trạng là đường nhựa, bê tông xi măng:
P=0720 | X=0092.900-0103.780 | Y=0319.260-0328.580 | 46
P=0720 | X=0457.850-0474.020 | Y=0319.260-0328.580 | 240
P=0720 | X=0506.350-0522.520 | Y=0319.260-0328.580 | 210
P=0720 | X=0106.610-0385.950 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0720 | X=0106.610-0331.230 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0720 | X=0106.610-0426.090 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0720 | X=0106.610-0418.060 | Y=0375.480-0386.720 | Võ Duy Dương đoạn từ Đường Hồng Thập Tự đến Đường 21 tháng 4
P=0720 | X=0106.610-0313.380 | Y=0387.000-0398.240 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0720 | X=0092.900-0103.780 | Y=0394.880-0404.200 | 47
P=0720 | X=0457.850-0474.020 | Y=0394.880-0404.200 | 400
P=0720 | X=0506.350-0522.520 | Y=0394.880-0404.200 | 320
P=0720 | X=0106.610-0330.520 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0720 | X=0106.610-0385.720 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0720 | X=0106.610-0426.090 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0720 | X=0106.610-0418.060 | Y=0451.340-0462.580 | Võ Duy Dương đoạn từ Đường Hồng Thập Tự đến Đường 21 tháng 4
P=0720 | X=0106.610-0313.430 | Y=0462.860-0474.100 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0720 | X=0092.900-0331.000 | Y=0480.380-0494.460 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0720 | X=0457.850-0474.020 | Y=0485.140-0494.460 | 320
P=0720 | X=0506.350-0522.520 | Y=0485.140-0494.460 | 260
P=0720 | X=0106.610-0416.140 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0720 | X=0106.610-0139.650 | Y=0509.420-0520.660 | ≤600m.
P=0720 | X=0106.610-0331.010 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0720 | X=0106.610-0426.220 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0720 | X=0106.610-0418.060 | Y=0556.010-0567.250 | Võ Duy Dương đoạn từ Đường Hồng Thập Tự đến Đường 21 tháng 4
P=0720 | X=0106.610-0313.380 | Y=0567.530-0578.770 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0720 | X=0092.900-0103.780 | Y=0575.410-0584.730 | 49
P=0720 | X=0457.850-0474.020 | Y=0575.410-0584.730 | 240
P=0720 | X=0506.350-0522.520 | Y=0575.410-0584.730 | 210
P=0720 | X=0106.610-0385.950 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0720 | X=0106.610-0334.370 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0720 | X=0338.520-0407.020 | Y=0622.230-0631.550 | Giáp ranh KCN
P=0720 | X=0092.900-0161.810 | Y=0626.110-0637.350 | 50 Đường Lê A
P=0720 | X=0244.900-0324.910 | Y=0626.110-0637.350 | Đường 21 tháng 4
P=0720 | X=0457.850-0474.020 | Y=0627.990-0637.310 | 600
P=0720 | X=0506.350-0522.520 | Y=0627.990-0637.310 | 490
P=0720 | X=0338.520-0378.120 | Y=0631.870-0643.110 | Bình Lộc
P=0720 | X=0106.610-0415.700 | Y=0649.630-0660.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0720 | X=0106.610-0423.450 | Y=0661.150-0672.390 | Đường 21 tháng 4 đến Giáp ranh KCN Bình Lộc có hiện trạng là đường
P=0720 | X=0106.610-0209.720 | Y=0672.670-0683.910 | nhựa, bê tông xi măng:
P=0720 | X=0092.900-0103.780 | Y=0680.550-0689.870 | 51
P=0720 | X=0457.850-0474.020 | Y=0680.550-0689.870 | 400
P=0720 | X=0506.350-0522.520 | Y=0680.550-0689.870 | 320
P=0720 | X=0106.610-0330.520 | Y=0690.190-0701.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0720 | X=0106.610-0385.720 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0721 | X=0106.610-0415.700 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0721 | X=0106.610-0423.450 | Y=0090.020-0101.260 | Đường 21 tháng 4 đến Giáp ranh KCN Bình Lộc có hiện trạng là đường
P=0721 | X=0106.610-0209.720 | Y=0101.540-0112.780 | nhựa, bê tông xi măng:
P=0721 | X=0092.900-0331.000 | Y=0119.090-0133.170 | 52 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0721 | X=0457.850-0474.020 | Y=0123.850-0133.170 | 320
P=0721 | X=0506.350-0522.520 | Y=0123.850-0133.170 | 260
P=0721 | X=0106.610-0416.140 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0721 | X=0106.610-0139.650 | Y=0148.130-0159.370 | ≤600m.
P=0721 | X=0106.610-0331.010 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0721 | X=0106.610-0415.700 | Y=0183.170-0194.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A đoạn từ
P=0721 | X=0106.610-0423.530 | Y=0194.690-0205.930 | Đường 21 tháng 4 đến Giáp ranh KCN Bình Lộc có hiện trạng là đường
P=0721 | X=0106.610-0209.720 | Y=0206.230-0217.470 | nhựa, bê tông xi măng:
P=0721 | X=0092.900-0103.780 | Y=0214.110-0223.430 | 53
P=0721 | X=0457.850-0474.020 | Y=0214.110-0223.430 | 240
P=0721 | X=0506.350-0522.520 | Y=0214.110-0223.430 | 210
P=0721 | X=0106.610-0385.950 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0721 | X=0106.610-0331.230 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0721 | X=0106.610-0426.090 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0721 | X=0106.610-0415.350 | Y=0270.550-0281.790 | Lê A đoạn từ Đường 21 tháng 4 đến Giáp ranh KCN Bình Lộc có hiện
P=0721 | X=0106.610-0278.350 | Y=0282.100-0293.340 | trạng là đường nhựa, bê tông xi măng:
P=0721 | X=0092.900-0103.780 | Y=0289.980-0299.300 | 54
P=0721 | X=0457.850-0474.020 | Y=0289.980-0299.300 | 400
P=0721 | X=0506.350-0522.520 | Y=0289.980-0299.300 | 320
P=0721 | X=0106.610-0330.520 | Y=0299.620-0310.860 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0721 | X=0106.610-0385.720 | Y=0317.140-0328.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0721 | X=0106.610-0426.220 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0721 | X=0106.610-0415.350 | Y=0346.420-0357.660 | Lê A đoạn từ Đường 21 tháng 4 đến Giáp ranh KCN Bình Lộc có hiện
P=0721 | X=0106.610-0278.350 | Y=0357.700-0368.940 | trạng là đường nhựa, bê tông xi măng:
P=0721 | X=0092.900-0331.000 | Y=0375.240-0389.560 | 55 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0721 | X=0457.850-0474.020 | Y=0380.240-0389.560 | 320
P=0721 | X=0506.350-0522.520 | Y=0380.240-0389.560 | 260
P=0721 | X=0106.610-0416.140 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0721 | X=0106.610-0139.650 | Y=0404.280-0415.520 | ≤600m.
P=0721 | X=0106.610-0331.010 | Y=0421.800-0433.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0721 | X=0106.610-0426.090 | Y=0439.560-0450.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0721 | X=0106.610-0415.350 | Y=0451.100-0462.340 | Lê A đoạn từ Đường 21 tháng 4 đến Giáp ranh KCN Bình Lộc có hiện
P=0721 | X=0106.610-0278.350 | Y=0462.620-0473.860 | trạng là đường nhựa, bê tông xi măng:
P=0721 | X=0092.900-0103.780 | Y=0470.500-0479.820 | 56
P=0721 | X=0457.850-0474.020 | Y=0470.500-0479.820 | 240
P=0721 | X=0506.350-0522.520 | Y=0470.500-0479.820 | 210
P=0721 | X=0106.610-0385.980 | Y=0480.140-0491.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0721 | X=0106.610-0334.370 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông > 200m.
