TABLE=019 | AREA=Phường Long Khánh | SECTION=agricultural | SEGMENTS=1
P=0576 | X=0116.210-0401.510 | Y=0546.890-0558.130 | đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có hiện
P=0576 | X=0116.210-0287.990 | Y=0558.410-0569.650 | trạng là đường nhựa, bê tông xi măng:
P=0576 | X=0097.250-0342.250 | Y=0575.930-0590.010 | 31 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0576 | X=0459.290-0475.930 | Y=0580.690-0590.010 | 420
P=0576 | X=0505.390-0522.030 | Y=0580.690-0590.010 | 310
P=0576 | X=0116.210-0403.100 | Y=0593.450-0604.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0576 | X=0116.210-0169.170 | Y=0604.970-0616.210 | đến ≤600m.
P=0576 | X=0116.210-0339.380 | Y=0622.270-0633.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0576 | X=0116.210-0408.700 | Y=0640.270-0651.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0576 | X=0116.210-0401.510 | Y=0651.790-0663.030 | đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có hiện
P=0576 | X=0116.210-0288.000 | Y=0663.310-0674.550 | trạng là đường nhựa, bê tông xi măng:
P=0576 | X=0097.250-0108.370 | Y=0671.190-0680.510 | 32
P=0576 | X=0459.290-0475.930 | Y=0671.190-0680.510 | 340
P=0576 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 250
P=0576 | X=0116.210-0393.640 | Y=0680.830-0692.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0576 | X=0116.210-0339.850 | Y=0698.350-0709.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0577 | X=0116.210-0401.470 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0577 | X=0116.210-0410.140 | Y=0090.260-0101.500 | Đường Trần Phú đoạn từ Đường Hùng Vương đến Đường Hồ Thị
P=0577 | X=0116.210-0357.610 | Y=0101.780-0113.020 | Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0577 | X=0097.250-0108.370 | Y=0109.660-0118.980 | 33
P=0577 | X=0459.290-0475.930 | Y=0109.660-0118.980 | 510
P=0577 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 360
P=0577 | X=0116.210-0341.780 | Y=0119.330-0130.570 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0577 | X=0116.210-0393.400 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0577 | X=0116.210-0401.470 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0577 | X=0116.210-0410.140 | Y=0166.370-0177.610 | Đường Trần Phú đoạn từ Đường Hùng Vương đến Đường Hồ Thị
P=0577 | X=0116.210-0357.610 | Y=0177.650-0188.890 | Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0577 | X=0097.250-0342.250 | Y=0195.170-0209.510 | 34 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0577 | X=0459.290-0475.930 | Y=0200.190-0209.510 | 420
P=0577 | X=0505.390-0522.030 | Y=0200.190-0209.510 | 310
P=0577 | X=0116.210-0403.100 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0577 | X=0116.210-0169.170 | Y=0224.230-0235.470 | đến ≤600m.
P=0577 | X=0116.210-0339.380 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0577 | X=0116.210-0401.470 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0577 | X=0116.210-0410.140 | Y=0271.270-0282.510 | Đường Trần Phú đoạn từ Đường Hùng Vương đến Đường Hồ Thị
P=0577 | X=0116.210-0357.610 | Y=0282.820-0294.060 | Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0577 | X=0097.250-0108.370 | Y=0290.700-0300.020 | 35
P=0577 | X=0459.290-0475.930 | Y=0290.700-0300.020 | 340
P=0577 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 250
P=0577 | X=0116.210-0393.640 | Y=0300.340-0311.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0577 | X=0116.210-0342.500 | Y=0317.860-0329.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0577 | X=0097.250-0377.640 | Y=0335.860-0347.100 | 36 Đường Trần Phú đoạn từ đường Hồ Thị Hương vào 200 m
P=0577 | X=0459.290-0475.930 | Y=0337.740-0347.060 | 800
P=0577 | X=0505.390-0522.030 | Y=0337.740-0347.060 | 540
P=0577 | X=0116.210-0408.700 | Y=0353.860-0365.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0577 | X=0116.210-0403.660 | Y=0365.400-0376.640 | đoạn từ đường Hồ Thị Hương vào 200 m có hiện trạng là đường
P=0577 | X=0116.210-0219.320 | Y=0376.920-0388.160 | nhựa, bê tông xi măng:
P=0577 | X=0097.250-0108.370 | Y=0384.800-0394.120 | 37
P=0577 | X=0459.290-0475.930 | Y=0384.800-0394.120 | 510
P=0577 | X=0505.390-0522.030 | Y=0384.800-0394.120 | 360
P=0577 | X=0116.210-0341.780 | Y=0394.200-0405.440 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0577 | X=0116.210-0393.650 | Y=0411.720-0422.960 | - Có bề rộng từ >3m đến <5m, cách đường giao thông ≤400m.
P=0577 | X=0116.210-0408.700 | Y=0429.720-0440.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0577 | X=0116.210-0403.660 | Y=0441.240-0452.480 | đoạn từ đường Hồ Thị Hương vào 200 m có hiện trạng là đường
P=0577 | X=0116.210-0219.360 | Y=0452.780-0464.020 | nhựa, bê tông xi măng:
P=0577 | X=0097.250-0342.250 | Y=0470.300-0484.620 | 38 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0577 | X=0459.290-0475.930 | Y=0475.300-0484.620 | 420
P=0577 | X=0505.390-0522.030 | Y=0475.300-0484.620 | 310
P=0577 | X=0116.210-0403.100 | Y=0487.820-0499.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0577 | X=0116.210-0169.170 | Y=0499.340-0510.580 | đến ≤600m.
P=0577 | X=0116.210-0339.380 | Y=0516.860-0528.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0577 | X=0116.210-0408.700 | Y=0534.890-0546.130 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0577 | X=0116.210-0403.660 | Y=0546.410-0557.650 | đoạn từ đường Hồ Thị Hương vào 200 m có hiện trạng là đường
P=0577 | X=0116.210-0219.320 | Y=0557.930-0569.170 | nhựa, bê tông xi măng:
P=0577 | X=0097.250-0108.370 | Y=0565.810-0575.130 | 39
P=0577 | X=0459.290-0475.930 | Y=0565.810-0575.130 | 340
P=0577 | X=0505.390-0522.030 | Y=0565.810-0575.130 | 250
P=0577 | X=0116.210-0393.640 | Y=0575.450-0586.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0577 | X=0116.210-0339.850 | Y=0592.970-0604.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0577 | X=0116.210-0401.470 | Y=0610.970-0622.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0577 | X=0116.210-0391.380 | Y=0622.270-0633.510 | Đường Trấn Phú đoạn từ đường Hồ Thị Hương vào 200 m có
P=0577 | X=0116.210-0309.850 | Y=0633.790-0645.030 | hiện trạng là đường nhựa, bê tông xi măng:
P=0577 | X=0097.250-0108.370 | Y=0641.670-0650.990 | 40
P=0577 | X=0459.290-0475.930 | Y=0641.670-0650.990 | 510
P=0577 | X=0505.390-0522.030 | Y=0641.670-0650.990 | 360
P=0577 | X=0116.210-0341.780 | Y=0651.310-0662.550 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0577 | X=0116.210-0393.400 | Y=0668.830-0680.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0577 | X=0116.210-0401.470 | Y=0686.830-0698.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0577 | X=0097.250-0108.370 | Y=0694.470-0703.790 | 41
P=0577 | X=0459.290-0475.930 | Y=0694.470-0703.790 | 420
P=0577 | X=0505.390-0522.030 | Y=0694.470-0703.790 | 310
P=0577 | X=0116.210-0391.380 | Y=0698.350-0709.590 | Đường Trần Phú đoạn từ đường Hồ Thị Hương vào 200 m có
P=0578 | X=0116.210-0309.850 | Y=0072.740-0083.980 | hiện trạng là đường nhựa, bê tông xi măng:
P=0578 | X=0116.210-0342.250 | Y=0090.260-0101.500 | - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0578 | X=0116.210-0403.100 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0578 | X=0116.210-0169.170 | Y=0119.330-0130.570 | đến ≤600m.
P=0578 | X=0116.210-0339.380 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0578 | X=0116.210-0401.470 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0578 | X=0116.210-0391.380 | Y=0166.370-0177.610 | Đường Trần Phú đoạn từ đường Hồ Thị Hương vào 200 m có
P=0578 | X=0116.210-0309.850 | Y=0177.650-0188.890 | hiện trạng là đường nhựa, bê tông xi măng:
P=0578 | X=0097.250-0108.370 | Y=0185.530-0194.850 | 42
P=0578 | X=0459.290-0475.930 | Y=0185.530-0194.850 | 340
P=0578 | X=0505.390-0522.030 | Y=0185.530-0194.850 | 250
P=0578 | X=0116.210-0393.640 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0578 | X=0116.210-0342.500 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0578 | X=0211.510-0310.010 | Y=0230.710-0241.950 | Đường Hồ Thị Hương
P=0578 | X=0097.250-0191.900 | Y=0236.470-0247.710 | 43 Đường Trần Phú
P=0578 | X=0316.680-0401.990 | Y=0236.470-0247.710 | Đường Ngô Quyền
P=0578 | X=0459.290-0475.930 | Y=0238.350-0247.670 | 800
P=0578 | X=0505.390-0522.030 | Y=0238.350-0247.670 | 540
P=0578 | X=0211.510-0255.430 | Y=0244.110-0253.430 | vào 200m
P=0578 | X=0116.210-0408.700 | Y=0260.230-0271.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0578 | X=0116.210-0405.830 | Y=0271.750-0282.990 | đoạn từ Đường Hồ Thị Hương vào 200m đến Đường Ngô Quyền
P=0578 | X=0116.210-0323.060 | Y=0283.300-0294.540 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0578 | X=0097.250-0108.370 | Y=0291.180-0300.500 | 44
P=0578 | X=0459.290-0475.930 | Y=0291.180-0300.500 | 510
P=0578 | X=0505.390-0522.030 | Y=0291.180-0300.500 | 360
P=0578 | X=0116.210-0339.120 | Y=0300.820-0312.060 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0578 | X=0116.210-0393.400 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0578 | X=0116.210-0408.700 | Y=0336.340-0347.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0578 | X=0116.210-0405.830 | Y=0347.860-0359.100 | đoạn từ Đường Hồ Thị Hương vào 200m đến Đường Ngô Quyền
P=0578 | X=0116.210-0323.060 | Y=0359.380-0370.620 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0578 | X=0097.250-0342.250 | Y=0376.920-0391.000 | 45 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0578 | X=0459.290-0475.930 | Y=0381.680-0391.000 | 420
P=0578 | X=0505.390-0522.030 | Y=0381.680-0391.000 | 310
P=0578 | X=0116.210-0403.100 | Y=0394.200-0405.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0578 | X=0116.210-0171.800 | Y=0405.720-0416.960 | đến ≤ 600m.
P=0578 | X=0116.210-0339.380 | Y=0423.240-0434.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0578 | X=0116.210-0408.700 | Y=0441.240-0452.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0578 | X=0116.210-0405.830 | Y=0452.780-0464.020 | đoạn từ Đường Hồ Thị Hương vào 200m đến Đường Ngô Quyền
P=0578 | X=0116.210-0323.060 | Y=0464.300-0475.540 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0578 | X=0097.250-0108.370 | Y=0472.180-0481.500 | 46
P=0578 | X=0459.290-0475.930 | Y=0472.180-0481.500 | 340
P=0578 | X=0505.390-0522.030 | Y=0472.180-0481.500 | 250
P=0578 | X=0116.210-0393.640 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0578 | X=0116.210-0339.880 | Y=0499.340-0510.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0578 | X=0116.210-0401.470 | Y=0517.340-0528.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0578 | X=0116.210-0396.460 | Y=0528.860-0540.100 | Đường Trần Phú đoạn từ Đường Hồ Thị Hương vào 200m đến
P=0578 | X=0116.210-0380.110 | Y=0540.410-0551.650 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi
P=0578 | X=0097.250-0144.210 | Y=0551.930-0563.370 | 47 măng:
P=0578 | X=0459.290-0475.930 | Y=0554.050-0563.370 | 510
P=0578 | X=0505.390-0522.030 | Y=0554.050-0563.370 | 360
P=0578 | X=0116.210-0339.120 | Y=0569.450-0580.690 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0578 | X=0116.210-0393.400 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0578 | X=0116.210-0401.470 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0578 | X=0116.210-0396.460 | Y=0616.270-0627.510 | Đường Trần Phú đoạn từ Đường Hồ Thị Hương vào 200m đến
P=0578 | X=0116.210-0380.110 | Y=0627.790-0639.030 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi
P=0578 | X=0116.210-0144.210 | Y=0639.310-0650.550 | măng:
P=0578 | X=0097.250-0339.380 | Y=0656.070-0668.070 | 48 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0578 | X=0459.290-0475.930 | Y=0656.070-0665.390 | 420
P=0578 | X=0505.390-0522.030 | Y=0656.070-0665.390 | 310
P=0578 | X=0116.210-0403.100 | Y=0674.350-0685.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0578 | X=0116.210-0169.170 | Y=0685.870-0697.110 | đến ≤600m.
P=0578 | X=0116.210-0339.380 | Y=0703.410-0714.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0579 | X=0116.210-0401.470 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0579 | X=0116.210-0396.460 | Y=0090.260-0101.500 | Đường Trần Phú đoạn từ Đường Hồ Thị Hương vào 200m đến
P=0579 | X=0116.210-0380.110 | Y=0101.780-0113.020 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi
P=0579 | X=0097.250-0144.210 | Y=0113.300-0124.740 | 49 măng:
P=0579 | X=0459.290-0475.930 | Y=0115.420-0124.740 | 340
P=0579 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 250
P=0579 | X=0116.210-0393.640 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0579 | X=0116.210-0342.500 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0579 | X=0316.680-0380.620 | Y=0166.370-0177.610 | Đường Hồ Thị
P=0579 | X=0097.250-0195.450 | Y=0172.130-0183.370 | 50 Đường Khổng Tử
P=0579 | X=0211.510-0303.790 | Y=0172.130-0183.370 | Đường Hùng Vương
P=0579 | X=0459.290-0475.930 | Y=0174.010-0183.330 | 800
P=0579 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 540
P=0579 | X=0316.680-0348.430 | Y=0177.650-0188.890 | Hương
P=0579 | X=0116.210-0396.230 | Y=0195.650-0206.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khổng
P=0579 | X=0116.210-0395.220 | Y=0207.190-0218.430 | Tử đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có
P=0579 | X=0116.210-0309.850 | Y=0218.710-0229.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=0579 | X=0097.250-0108.370 | Y=0226.590-0235.910 | 51
P=0579 | X=0459.290-0475.930 | Y=0226.590-0235.910 | 510
P=0579 | X=0505.390-0522.030 | Y=0226.590-0235.910 | 360
P=0579 | X=0116.210-0339.120 | Y=0236.230-0247.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0579 | X=0116.210-0393.420 | Y=0253.750-0264.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0579 | X=0116.210-0396.230 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khổng
P=0579 | X=0116.210-0395.220 | Y=0283.300-0294.540 | Tử đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có
P=0579 | X=0116.210-0309.850 | Y=0294.820-0306.060 | hiện trạng là đường nhựa, bê tông xi măng:
P=0579 | X=0097.250-0342.250 | Y=0312.340-0326.420 | 52 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0579 | X=0459.290-0475.930 | Y=0317.100-0326.420 | 420
P=0579 | X=0505.390-0522.030 | Y=0317.100-0326.420 | 310
P=0579 | X=0116.210-0403.100 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0579 | X=0116.210-0169.170 | Y=0341.380-0352.620 | đến ≤600m.
P=0579 | X=0116.210-0339.380 | Y=0358.900-0370.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0579 | X=0116.210-0396.230 | Y=0376.920-0388.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khổng
P=0579 | X=0116.210-0395.220 | Y=0388.200-0399.440 | Tử đoạn từ Đường Hùng Vương đến Đường Hồ Thị Hương có
P=0579 | X=0116.210-0309.880 | Y=0399.720-0410.960 | hiện trạng là đường nhựa, bê tông xi măng:
P=0579 | X=0097.250-0108.370 | Y=0407.600-0416.920 | 53
P=0579 | X=0459.290-0475.930 | Y=0407.600-0416.920 | 340
P=0579 | X=0505.390-0522.030 | Y=0407.600-0416.920 | 250
P=0579 | X=0116.210-0393.640 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0579 | X=0116.210-0339.850 | Y=0434.760-0446.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0579 | X=0116.210-0401.470 | Y=0452.780-0464.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0579 | X=0116.210-0396.940 | Y=0464.300-0475.540 | Đường Khổng Tử đoạn từ Đường Hùng Vương đến Đường Hồ
P=0579 | X=0116.210-0373.930 | Y=0475.820-0487.060 | Thị Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0579 | X=0097.250-0108.370 | Y=0483.700-0493.020 | 54
P=0579 | X=0459.290-0475.930 | Y=0483.700-0493.020 | 510
P=0579 | X=0505.390-0522.030 | Y=0483.700-0493.020 | 360
P=0579 | X=0116.210-0341.780 | Y=0493.340-0504.580 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0579 | X=0116.210-0393.400 | Y=0510.860-0522.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0579 | X=0116.210-0401.470 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0579 | X=0116.210-0396.940 | Y=0540.410-0551.650 | Đường Khổng Tử đoạn từ Đường Hùng Vương đến Đường Hồ
P=0579 | X=0116.210-0373.930 | Y=0551.930-0563.170 | Thị Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0579 | X=0097.250-0342.250 | Y=0569.450-0583.530 | 55 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0579 | X=0459.290-0475.930 | Y=0574.210-0583.530 | 420
P=0579 | X=0505.390-0522.030 | Y=0574.210-0583.530 | 310
P=0579 | X=0116.210-0403.100 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0579 | X=0116.210-0169.170 | Y=0598.250-0609.490 | đến ≤600m.
