TABLE=037 | AREA=Xã Bàu Hàm | SECTION=agricultural | SEGMENTS=2
P=1248 | X=0505.630-0522.270 | Y=0187.930-0197.250 | 290
P=1248 | X=0117.170-0404.060 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1248 | X=0117.170-0178.290 | Y=0217.750-0228.990 | đến ≤1.000m.
P=1248 | X=0117.170-0340.340 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1248 | X=0117.170-0402.430 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1248 | X=0117.170-0404.540 | Y=0264.550-0275.790 | Đường Trảng Bom - Thanh Bình đoạn từ Đường liên ấp Lợi Hà -
P=1248 | X=0117.170-0404.620 | Y=0276.070-0287.310 | Tân Thành, từ đường Trảng Bom - Thanh Bình đến Hương lộ 24
P=1248 | X=0097.970-0388.590 | Y=0287.620-0299.060 | 28 đến Hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1248 | X=0453.050-0469.690 | Y=0289.740-0299.060 | 220
P=1248 | X=0505.630-0522.270 | Y=0289.740-0299.060 | 200
P=1248 | X=0117.170-0402.980 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1248 | X=0117.170-0340.810 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1248 | X=0117.170-0402.220 | Y=0340.420-0351.660 | Đường Vĩnh Tân - Cây Đường Trảng Bom - Ngã ba đường giáp
P=1248 | X=0097.970-0109.090 | Y=0347.820-0357.140 | 29
P=1248 | X=0453.050-0469.690 | Y=0347.820-0357.140 | 530
P=1248 | X=0505.630-0522.270 | Y=0347.820-0357.140 | 470
P=1248 | X=0117.170-0137.890 | Y=0351.700-0362.940 | Điệp
P=1248 | X=0223.030-0274.940 | Y=0353.580-0362.900 | Thanh Bình
P=1248 | X=0315.240-0400.510 | Y=0353.580-0362.900 | ranh với xã Tân An
P=1248 | X=0117.170-0408.930 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vĩnh Tân
P=1248 | X=0117.170-0403.420 | Y=0381.000-0392.240 | - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã ba
P=1248 | X=0117.170-0403.420 | Y=0392.520-0403.760 | đường giáp ranh với xã Tân An có hiện trạng là đường nhựa, bê
P=1248 | X=0097.970-0177.330 | Y=0404.040-0415.480 | 30 tông xi măng:
P=1248 | X=0453.050-0469.690 | Y=0406.160-0415.480 | 360
P=1248 | X=0505.630-0522.270 | Y=0406.160-0415.480 | 330
P=1248 | X=0117.170-0348.250 | Y=0421.560-0432.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1248 | X=0117.170-0382.080 | Y=0439.080-0450.320 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1248 | X=0117.170-0408.930 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vĩnh Tân
P=1248 | X=0117.170-0403.420 | Y=0468.380-0479.620 | - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã ba
P=1248 | X=0117.170-0403.420 | Y=0479.900-0491.140 | đường giáp ranh với xã Tân An có hiện trạng là đường nhựa, bê
P=1248 | X=0117.170-0177.330 | Y=0491.420-0502.660 | tông xi măng:
P=1248 | X=0097.970-0348.720 | Y=0507.940-0520.180 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1248 | X=0453.050-0469.690 | Y=0507.940-0517.260 | 290
P=1248 | X=0505.630-0522.270 | Y=0507.940-0517.260 | 260
P=1248 | X=0117.170-0404.060 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1248 | X=0117.170-0178.290 | Y=0537.770-0549.010 | đến ≤1.000m.
P=1248 | X=0117.170-0340.340 | Y=0555.290-0566.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1248 | X=0117.170-0408.930 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vĩnh Tân
P=1248 | X=0117.170-0403.420 | Y=0584.570-0595.810 | - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã ba
P=1248 | X=0117.170-0403.420 | Y=0596.090-0607.330 | đường giáp ranh với xã Tân An có hiện trạng là đường nhựa, bê
P=1248 | X=0097.970-0177.330 | Y=0607.610-0619.050 | 32 tông xi măng:
P=1248 | X=0453.050-0469.690 | Y=0609.730-0619.050 | 200
P=1248 | X=0505.630-0522.270 | Y=0609.730-0619.050 | 180
P=1248 | X=0117.170-0402.980 | Y=0625.150-0636.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1248 | X=0117.170-0340.810 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1248 | X=0117.170-0402.430 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1248 | X=0117.170-0403.430 | Y=0671.950-0683.190 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh
P=1248 | X=0097.970-0109.090 | Y=0679.590-0688.910 | 33
P=1248 | X=0453.050-0469.690 | Y=0679.590-0688.910 | 360
P=1248 | X=0505.630-0522.270 | Y=0679.590-0688.910 | 330
P=1248 | X=0117.170-0405.810 | Y=0683.470-0694.710 | Bình đến Ngã ba đường giáp ranh với xã Tân An có hiện trạng là
P=1248 | X=0117.170-0252.940 | Y=0694.750-0705.990 | đường nhựa, bê tông xi măng:
P=1249 | X=0117.170-0348.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1249 | X=0117.170-0394.360 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1249 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1249 | X=0117.170-0403.430 | Y=0125.330-0136.570 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh
P=1249 | X=0117.170-0405.810 | Y=0136.850-0148.090 | Bình đến Ngã ba đường giáp ranh với xã Tân An có hiện trạng là
P=1249 | X=0117.170-0252.940 | Y=0148.370-0159.610 | đường nhựa, bê tông xi măng:
P=1249 | X=0097.970-0348.720 | Y=0164.890-0176.890 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1249 | X=0453.050-0469.690 | Y=0164.890-0174.210 | 290
P=1249 | X=0505.630-0522.270 | Y=0164.890-0174.210 | 260
P=1249 | X=0117.170-0404.060 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1249 | X=0117.170-0178.290 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1249 | X=0117.170-0340.340 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1249 | X=0117.170-0402.430 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1249 | X=0117.170-0403.430 | Y=0241.510-0252.750 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh
P=1249 | X=0117.170-0405.810 | Y=0253.030-0264.270 | Bình đến Ngã ba đường giáp ranh với xã Tân An có hiện trạng là
P=1249 | X=0097.970-0252.940 | Y=0264.550-0275.990 | 35 đường nhựa, bê tông xi măng:
P=1249 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 200
P=1249 | X=0505.630-0522.270 | Y=0266.670-0275.990 | 180
P=1249 | X=0117.170-0402.980 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1249 | X=0117.170-0340.810 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1249 | X=0315.240-0402.220 | Y=0317.380-0328.620 | Ngã ba đường giáp
P=1249 | X=0117.170-0221.920 | Y=0323.140-0334.380 | Đường tổ 1 ấp Tân Lập
P=1249 | X=0315.240-0405.340 | Y=0328.900-0340.140 | ranh với huyện Vĩnh
P=1249 | X=0097.970-0109.090 | Y=0330.780-0340.100 | 36
P=1249 | X=0223.030-0266.100 | Y=0330.780-0340.100 | Quốc lộ 1
P=1249 | X=0453.050-0469.690 | Y=0330.780-0340.100 | 500
P=1249 | X=0505.630-0522.270 | Y=0330.780-0340.100 | 450
P=1249 | X=0117.170-0122.770 | Y=0336.540-0345.860 | 2
P=1249 | X=0315.240-0334.760 | Y=0342.300-0351.620 | Cửu
P=1249 | X=0117.170-0399.100 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp
P=1249 | X=0117.170-0393.340 | Y=0369.480-0380.720 | Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường giáp ranh với
P=1249 | X=0117.170-0399.630 | Y=0381.000-0392.240 | huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê tông xi măng:
P=1249 | X=0097.970-0109.090 | Y=0388.880-0398.200 | 37
P=1249 | X=0453.050-0469.690 | Y=0388.880-0398.200 | 340
P=1249 | X=0505.630-0522.270 | Y=0388.880-0398.200 | 310
P=1249 | X=0117.170-0348.250 | Y=0398.520-0409.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1249 | X=0117.170-0382.110 | Y=0416.040-0427.280 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1249 | X=0117.170-0399.100 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp
P=1249 | X=0117.170-0393.340 | Y=0445.320-0456.560 | Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường giáp ranh với
P=1249 | X=0117.170-0399.630 | Y=0456.860-0468.100 | huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê tông xi măng:
P=1249 | X=0097.970-0348.720 | Y=0474.380-0488.460 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1249 | X=0453.050-0469.690 | Y=0479.140-0488.460 | 260
P=1249 | X=0505.630-0522.270 | Y=0479.140-0488.460 | 240
P=1249 | X=0117.170-0404.060 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1249 | X=0117.170-0178.290 | Y=0503.420-0514.660 | đến ≤1.000m.
P=1249 | X=0117.170-0340.340 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1249 | X=0117.170-0399.100 | Y=0538.490-0549.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp
P=1249 | X=0117.170-0393.340 | Y=0550.010-0561.250 | Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường giáp ranh với
P=1249 | X=0117.170-0399.630 | Y=0561.530-0572.770 | huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê tông xi măng:
P=1249 | X=0097.970-0109.090 | Y=0569.410-0578.730 | 39
P=1249 | X=0453.050-0469.690 | Y=0569.410-0578.730 | 180
P=1249 | X=0505.630-0522.270 | Y=0569.410-0578.730 | 160
P=1249 | X=0117.170-0402.980 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1249 | X=0117.170-0340.810 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1249 | X=0117.170-0402.430 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1249 | X=0117.170-0400.300 | Y=0625.870-0637.110 | Đường tổ 1 ấp Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường
P=1249 | X=0117.170-0397.900 | Y=0637.390-0648.630 | giáp ranh với huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê
P=1249 | X=0097.970-0177.330 | Y=0648.910-0660.350 | 40 tông xi măng:
P=1249 | X=0453.050-0469.690 | Y=0651.030-0660.350 | 340
P=1249 | X=0505.630-0522.270 | Y=0651.030-0660.350 | 310
P=1249 | X=0117.170-0348.250 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1249 | X=0117.170-0394.360 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1249 | X=0097.970-0402.430 | Y=0701.730-0712.970 | 41 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1249 | X=0453.050-0469.690 | Y=0703.620-0712.940 | 260
P=1249 | X=0505.630-0522.270 | Y=0703.620-0712.940 | 240
P=1250 | X=0117.170-0400.300 | Y=0072.500-0083.740 | Đường tổ 1 ấp Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường
P=1250 | X=0117.170-0397.900 | Y=0084.020-0095.260 | giáp ranh với huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê
P=1250 | X=0117.170-0177.330 | Y=0095.540-0106.780 | tông xi măng:
P=1250 | X=0117.170-0348.720 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1250 | X=0117.170-0404.060 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1250 | X=0117.170-0178.290 | Y=0142.130-0153.370 | đến ≤1.000m.
P=1250 | X=0117.170-0340.340 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1250 | X=0117.170-0402.430 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1250 | X=0117.170-0400.300 | Y=0188.690-0199.930 | Đường tổ 1 ấp Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường
P=1250 | X=0117.170-0397.900 | Y=0200.230-0211.470 | giáp ranh với huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê
P=1250 | X=0097.970-0177.330 | Y=0211.750-0223.190 | 42 tông xi măng:
P=1250 | X=0453.050-0469.690 | Y=0213.870-0223.190 | 180
P=1250 | X=0505.630-0522.270 | Y=0213.870-0223.190 | 160
P=1250 | X=0117.170-0402.980 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1250 | X=0117.170-0340.810 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1250 | X=0223.030-0309.960 | Y=0264.550-0275.790 | Các đoạn từ ngã tư
P=1250 | X=0223.030-0302.260 | Y=0276.070-0287.310 | Tân Lập đi về các
P=1250 | X=0097.970-0187.340 | Y=0287.620-0298.860 | 43 Đường tỉnh 762
P=1250 | X=0223.030-0300.920 | Y=0287.620-0298.860 | hướng (xã Thống
P=1250 | X=0453.050-0469.690 | Y=0289.500-0298.820 | 570
P=1250 | X=0505.630-0522.270 | Y=0289.500-0298.820 | 500
P=1250 | X=0223.030-0303.930 | Y=0301.020-0310.340 | Nhất và xã Trị An)
P=1250 | X=0223.030-0250.150 | Y=0312.540-0321.860 | 0,5km
P=1250 | X=0117.170-0403.910 | Y=0328.420-0339.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 762
P=1250 | X=0117.170-0403.650 | Y=0339.700-0350.940 | Các đoạn từ ngã tư Tân Lập đi về các hướng (xã Thống Nhất và
P=1250 | X=0117.170-0400.110 | Y=0351.220-0362.460 | xã Trị An) 0,5km có hiện trạng là đường nhựa, bê tông xi măng:
P=1250 | X=0097.970-0109.090 | Y=0359.100-0368.420 | 44
P=1250 | X=0453.050-0469.690 | Y=0359.100-0368.420 | 400
P=1250 | X=0505.630-0522.270 | Y=0359.100-0368.420 | 350
P=1250 | X=0117.170-0348.250 | Y=0368.760-0380.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1250 | X=0117.170-0382.080 | Y=0386.280-0397.520 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1250 | X=0117.170-0403.910 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 762
P=1250 | X=0117.170-0403.650 | Y=0415.560-0426.800 | Các đoạn từ ngã tư Tân Lập đi về các hướng (xã Thống Nhất và
P=1250 | X=0117.170-0400.110 | Y=0427.080-0438.320 | xã Trị An) 0,5km có hiện trạng là đường nhựa, bê tông xi măng:
P=1250 | X=0097.970-0348.720 | Y=0444.600-0458.680 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1250 | X=0453.050-0469.690 | Y=0449.360-0458.680 | 310
P=1250 | X=0505.630-0522.270 | Y=0449.360-0458.680 | 290
P=1250 | X=0117.170-0404.060 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1250 | X=0117.170-0178.290 | Y=0473.660-0484.900 | đến ≤1.000m.
P=1250 | X=0117.170-0340.340 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1250 | X=0117.170-0403.910 | Y=0508.940-0520.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 762
P=1250 | X=0117.170-0403.650 | Y=0520.220-0531.460 | Các đoạn từ ngã tư Tân Lập đi về các hướng (xã Thống Nhất và
P=1250 | X=0117.170-0400.110 | Y=0531.740-0542.980 | xã Trị An) 0,5km có hiện trạng là đường nhựa, bê tông xi măng:
P=1250 | X=0097.970-0109.090 | Y=0539.650-0548.970 | 46
P=1250 | X=0453.050-0469.690 | Y=0539.650-0548.970 | 220
P=1250 | X=0505.630-0522.270 | Y=0539.650-0548.970 | 200
P=1250 | X=0117.170-0402.980 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1250 | X=0117.170-0340.810 | Y=0566.810-0578.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1250 | X=0117.170-0402.430 | Y=0584.570-0595.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1250 | X=0117.170-0408.220 | Y=0596.090-0607.330 | Đường tỉnh 762 Các đoạn từ ngã tư Tân Lập đi về các hướng (xã
P=1250 | X=0117.170-0405.820 | Y=0607.610-0618.850 | Thống Nhất và xã Trị An) 0,5km có hiện trạng là đường nhựa, bê
P=1250 | X=0097.970-0177.330 | Y=0619.150-0630.590 | 47 tông xi măng:
P=1250 | X=0453.050-0469.690 | Y=0621.270-0630.590 | 400
P=1250 | X=0505.630-0522.270 | Y=0621.270-0630.590 | 350
P=1250 | X=0117.170-0348.250 | Y=0636.670-0647.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1250 | X=0117.170-0394.360 | Y=0654.190-0665.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1250 | X=0117.170-0402.430 | Y=0671.950-0683.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1250 | X=0117.170-0408.220 | Y=0683.470-0694.710 | Đường tỉnh 762 Các đoạn từ ngã tư Tân Lập đi về các hướng (xã
P=1250 | X=0097.970-0109.090 | Y=0691.110-0700.430 | 48
P=1250 | X=0453.050-0469.690 | Y=0691.110-0700.430 | 310
P=1250 | X=0505.630-0522.270 | Y=0691.110-0700.430 | 290
P=1250 | X=0117.170-0405.820 | Y=0694.750-0705.990 | Thống Nhất và xã Trị An) 0,5km có hiện trạng là đường nhựa, bê
P=1250 | X=0117.170-0177.330 | Y=0706.290-0717.530 | tông xi măng:
P=1251 | X=0117.170-0348.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1251 | X=0117.170-0404.060 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1251 | X=0117.170-0178.290 | Y=0107.540-0118.780 | đến ≤1.000m.
P=1251 | X=0117.170-0340.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1251 | X=0117.170-0402.430 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1251 | X=0117.170-0408.220 | Y=0154.370-0165.610 | Đường tỉnh 762 Các đoạn từ ngã tư Tân Lập đi về các hướng (xã
P=1251 | X=0117.170-0405.820 | Y=0165.650-0176.890 | Thống Nhất và xã Trị An) 0,5km có hiện trạng là đường nhựa, bê
P=1251 | X=0097.970-0177.330 | Y=0177.170-0188.610 | 49 tông xi măng:
P=1251 | X=0453.050-0469.690 | Y=0179.290-0188.610 | 220
P=1251 | X=0505.630-0522.270 | Y=0179.290-0188.610 | 200
P=1251 | X=0117.170-0402.980 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1251 | X=0117.170-0340.810 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1251 | X=0223.030-0297.560 | Y=0229.990-0241.230 | Các đoạn còn lại
P=1251 | X=0223.030-0314.910 | Y=0241.510-0252.750 | của Đường tỉnh 762,
P=1251 | X=0223.030-0304.020 | Y=0253.030-0264.270 | từ qua ngã tư Tân
P=1251 | X=0223.030-0305.970 | Y=0264.550-0275.790 | Lập 0,5km (hướng
P=1251 | X=0223.030-0307.860 | Y=0276.070-0287.310 | xã Trị An) đến giáp
P=1251 | X=0097.970-0187.340 | Y=0287.620-0298.860 | 50 Đường tỉnh 762
P=1251 | X=0223.030-0311.660 | Y=0289.500-0298.820 | ranh xã Trị An và từ
P=1251 | X=0453.050-0469.690 | Y=0289.500-0298.820 | 570
P=1251 | X=0505.630-0522.270 | Y=0289.500-0298.820 | 500
P=1251 | X=0223.030-0311.250 | Y=0299.140-0310.380 | qua ngã tư Tân Lập
P=1251 | X=0223.030-0299.950 | Y=0310.660-0321.900 | 0,5km (hướng xã
