TABLE=042 | AREA=Xã Thống Nhất | SECTION=agricultural | SEGMENTS=1
P=1491 | X=0118.130-0403.390 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1491 | X=0118.130-0432.980 | Y=0166.370-0177.610 | Đường Suối Cạn đoạn từ Đường Đức Huy - Thanh Bình đến Hồ Trị An
P=1491 | X=0118.130-0324.980 | Y=0177.650-0188.890 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1491 | X=0095.330-0349.680 | Y=0195.170-0209.510 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1491 | X=0463.850-0480.490 | Y=0200.190-0209.510 | 360
P=1491 | X=0505.390-0522.030 | Y=0200.190-0209.510 | 310
P=1491 | X=0118.130-0424.550 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1491 | X=0118.130-0159.810 | Y=0224.230-0235.470 | ≤1.000m.
P=1491 | X=0118.130-0341.300 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1491 | X=0118.130-0403.390 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1491 | X=0118.130-0432.980 | Y=0271.270-0282.510 | Đường Suối Cạn đoạn từ Đường Đức Huy - Thanh Bình đến Hồ Trị An
P=1491 | X=0118.130-0324.980 | Y=0282.820-0294.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1491 | X=0095.330-0111.970 | Y=0290.700-0300.020 | 126
P=1491 | X=0463.850-0480.490 | Y=0290.700-0300.020 | 230
P=1491 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 210
P=1491 | X=0118.130-0403.940 | Y=0300.340-0311.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1491 | X=0118.130-0341.770 | Y=0317.860-0329.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1491 | X=0095.330-0199.910 | Y=0335.860-0347.100 | 127 Đường Mùng 4 tết
P=1491 | X=0259.060-0307.640 | Y=0337.740-0347.060 | Quốc lộ 20
P=1491 | X=0350.520-0388.040 | Y=0337.740-0347.060 | Suối reo
P=1491 | X=0463.850-0480.490 | Y=0337.740-0347.060 | 700
P=1491 | X=0505.390-0522.030 | Y=0337.740-0347.060 | 600
P=1491 | X=0118.130-0416.710 | Y=0353.860-0365.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mùng 4 tết
P=1491 | X=0118.130-0432.450 | Y=0365.400-0376.640 | đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là đường nhựa, bê tông
P=1491 | X=0118.130-0155.960 | Y=0376.920-0388.160 | xi măng:
P=1491 | X=0095.330-0111.970 | Y=0384.800-0394.120 | 128
P=1491 | X=0463.850-0480.490 | Y=0384.800-0394.120 | 460
P=1491 | X=0505.390-0522.030 | Y=0384.800-0394.120 | 400
P=1491 | X=0118.130-0349.210 | Y=0394.200-0405.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1491 | X=0118.130-0395.320 | Y=0411.720-0422.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1491 | X=0118.130-0416.710 | Y=0429.720-0440.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mùng 4 tết
P=1491 | X=0118.130-0432.450 | Y=0441.240-0452.480 | đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là đường nhựa, bê tông
P=1491 | X=0118.130-0155.960 | Y=0452.780-0464.020 | xi măng:
P=1491 | X=0095.330-0349.680 | Y=0470.300-0484.620 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1491 | X=0463.850-0480.490 | Y=0475.300-0484.620 | 360
P=1491 | X=0505.390-0522.030 | Y=0475.300-0484.620 | 310
P=1491 | X=0118.130-0424.550 | Y=0487.820-0499.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1491 | X=0118.130-0159.810 | Y=0499.340-0510.580 | ≤1.000m.
P=1491 | X=0118.130-0341.300 | Y=0516.860-0528.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1491 | X=0118.130-0416.710 | Y=0534.890-0546.130 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mùng 4 tết
P=1491 | X=0118.130-0432.450 | Y=0546.410-0557.650 | đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là đường nhựa, bê tông
P=1491 | X=0118.130-0155.970 | Y=0557.930-0569.170 | xi măng:
P=1491 | X=0095.330-0111.970 | Y=0565.810-0575.130 | 130
P=1491 | X=0463.850-0480.490 | Y=0565.810-0575.130 | 230
P=1491 | X=0505.390-0522.030 | Y=0565.810-0575.130 | 210
P=1491 | X=0118.130-0403.940 | Y=0575.450-0586.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1491 | X=0118.130-0341.770 | Y=0592.970-0604.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1491 | X=0118.130-0403.390 | Y=0610.970-0622.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1491 | X=0118.130-0419.020 | Y=0622.270-0633.510 | Đường Mùng 4 tết đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là
P=1491 | X=0118.130-0253.900 | Y=0633.790-0645.030 | đường nhựa, bê tông xi măng:
P=1491 | X=0095.330-0111.970 | Y=0641.670-0650.990 | 131
P=1491 | X=0463.850-0480.490 | Y=0641.670-0650.990 | 460
P=1491 | X=0505.390-0522.030 | Y=0641.670-0650.990 | 400
P=1491 | X=0118.130-0349.210 | Y=0651.310-0662.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1491 | X=0118.130-0395.320 | Y=0668.830-0680.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1491 | X=0118.130-0403.390 | Y=0686.830-0698.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1491 | X=0095.330-0111.970 | Y=0694.470-0703.790 | 132
P=1491 | X=0463.850-0480.490 | Y=0694.470-0703.790 | 360
P=1491 | X=0505.390-0522.030 | Y=0694.470-0703.790 | 310
P=1491 | X=0118.130-0419.020 | Y=0698.350-0709.590 | Đường Mùng 4 tết đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là
P=1492 | X=0118.130-0253.900 | Y=0072.740-0083.980 | đường nhựa, bê tông xi măng:
P=1492 | X=0118.130-0349.680 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1492 | X=0118.130-0424.550 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1492 | X=0118.130-0159.810 | Y=0119.330-0130.570 | ≤1.000m.
P=1492 | X=0118.130-0341.300 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1492 | X=0118.130-0416.710 | Y=0154.850-0166.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mùng 4 tết
P=1492 | X=0118.130-0432.450 | Y=0166.370-0177.610 | đoạn từ Quốc lộ 20 đến Suối reo có hiện trạng là đường nhựa, bê tông
P=1492 | X=0118.130-0155.960 | Y=0177.650-0188.890 | xi măng:
P=1492 | X=0095.330-0111.970 | Y=0185.530-0194.850 | 133
P=1492 | X=0463.850-0480.490 | Y=0185.530-0194.850 | 230
P=1492 | X=0505.390-0522.030 | Y=0185.530-0194.850 | 210
P=1492 | X=0118.130-0403.940 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1492 | X=0118.130-0341.770 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1492 | X=0351.720-0432.720 | Y=0230.710-0241.950 | Đường song hành
P=1492 | X=0095.330-0200.800 | Y=0242.230-0253.470 | 134 Đường Vườn Xoài
P=1492 | X=0351.720-0435.370 | Y=0242.230-0253.470 | phía Đông Quốc lộ
P=1492 | X=0260.020-0308.600 | Y=0244.110-0253.430 | Quốc lộ 20
P=1492 | X=0463.850-0480.490 | Y=0244.110-0253.430 | 700
P=1492 | X=0505.390-0522.030 | Y=0244.110-0253.430 | 600
P=1492 | X=0351.720-0362.840 | Y=0255.630-0264.950 | 20
P=1492 | X=0118.130-0417.340 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Xoài
P=1492 | X=0118.130-0420.940 | Y=0283.300-0294.540 | đoạn từ Quốc lộ 20 đến Đường song hành phía Đông Quốc lộ 20 có
P=1492 | X=0118.130-0311.770 | Y=0294.820-0306.060 | hiện trạng là đường nhựa, bê tông xi măng:
P=1492 | X=0095.330-0111.970 | Y=0302.700-0312.020 | 135
P=1492 | X=0463.850-0480.490 | Y=0302.700-0312.020 | 460
P=1492 | X=0505.390-0522.030 | Y=0302.700-0312.020 | 400
P=1492 | X=0118.130-0349.210 | Y=0312.340-0323.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1492 | X=0118.130-0395.320 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1492 | X=0118.130-0417.340 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Xoài
P=1492 | X=0118.130-0420.940 | Y=0359.380-0370.620 | đoạn từ Quốc lộ 20 đến Đường song hành phía Đông Quốc lộ 20 có
P=1492 | X=0118.130-0311.800 | Y=0370.920-0382.160 | hiện trạng là đường nhựa, bê tông xi măng:
P=1492 | X=0095.330-0349.680 | Y=0388.200-0402.520 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1492 | X=0463.850-0480.490 | Y=0393.200-0402.520 | 360
P=1492 | X=0505.390-0522.030 | Y=0393.200-0402.520 | 310
P=1492 | X=0118.130-0424.550 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1492 | X=0118.130-0159.810 | Y=0417.240-0428.480 | ≤1.000m.
P=1492 | X=0118.130-0341.300 | Y=0434.760-0446.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1492 | X=0118.130-0417.340 | Y=0452.780-0464.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Xoài
P=1492 | X=0118.130-0420.940 | Y=0464.300-0475.540 | đoạn từ Quốc lộ 20 đến Đường song hành phía Đông Quốc lộ 20 có
P=1492 | X=0118.130-0311.770 | Y=0475.820-0487.060 | hiện trạng là đường nhựa, bê tông xi măng:
P=1492 | X=0095.330-0111.970 | Y=0483.700-0493.020 | 137
P=1492 | X=0463.850-0480.490 | Y=0483.700-0493.020 | 230
P=1492 | X=0505.390-0522.030 | Y=0483.700-0493.020 | 210
P=1492 | X=0118.130-0403.940 | Y=0493.340-0504.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1492 | X=0118.130-0341.770 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1492 | X=0118.130-0403.390 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1492 | X=0118.130-0414.930 | Y=0540.410-0551.650 | Đường Vườn Xoài đoạn từ Quốc lộ 20 đến Đường song hành phía
P=1492 | X=0118.130-0402.980 | Y=0551.930-0563.170 | Đông Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1492 | X=0095.330-0111.970 | Y=0559.810-0569.130 | 138
P=1492 | X=0463.850-0480.490 | Y=0559.810-0569.130 | 460
P=1492 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 400
P=1492 | X=0118.130-0349.210 | Y=0569.450-0580.690 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1492 | X=0118.130-0395.320 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1492 | X=0118.130-0403.390 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1492 | X=0118.130-0414.930 | Y=0616.270-0627.510 | Đường Vườn Xoài đoạn từ Quốc lộ 20 đến Đường song hành phía
P=1492 | X=0118.130-0402.980 | Y=0627.790-0639.030 | Đông Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1492 | X=0095.330-0349.680 | Y=0645.310-0659.630 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1492 | X=0463.850-0480.490 | Y=0650.310-0659.630 | 360
P=1492 | X=0505.390-0522.030 | Y=0650.310-0659.630 | 310
P=1492 | X=0118.130-0424.550 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1492 | X=0118.130-0159.810 | Y=0674.350-0685.590 | ≤1.000m.
P=1492 | X=0118.130-0341.300 | Y=0691.870-0703.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1493 | X=0118.130-0403.390 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1493 | X=0118.130-0414.930 | Y=0090.260-0101.500 | Đường Vườn Xoài đoạn từ Quốc lộ 20 đến Đường song hành phía
P=1493 | X=0118.130-0402.980 | Y=0101.780-0113.020 | Đông Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi măng:
P=1493 | X=0095.330-0111.970 | Y=0109.660-0118.980 | 140
P=1493 | X=0463.850-0480.490 | Y=0109.660-0118.980 | 230
P=1493 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 210
P=1493 | X=0118.130-0403.940 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1493 | X=0118.130-0341.770 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1493 | X=0260.020-0341.000 | Y=0154.850-0166.090 | Đường song hành
P=1493 | X=0095.330-0200.800 | Y=0166.370-0177.610 | 141 Đường Vườn Xoài
P=1493 | X=0260.020-0422.100 | Y=0166.370-0177.610 | phía Đông Quốc lộ Suối Tam Bưng
P=1493 | X=0463.850-0480.490 | Y=0168.250-0177.570 | 700
P=1493 | X=0505.390-0522.030 | Y=0168.250-0177.570 | 600
P=1493 | X=0260.020-0271.140 | Y=0179.530-0188.850 | 20
P=1493 | X=0118.130-0417.340 | Y=0195.650-0206.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Xoài
P=1493 | X=0118.130-0429.300 | Y=0207.190-0218.430 | đoạn từ Đường song hành phía Đông Quốc lộ 20 đến Suối Tam Bưng
P=1493 | X=0118.130-0324.980 | Y=0218.710-0229.950 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1493 | X=0095.330-0111.970 | Y=0226.590-0235.910 | 142
P=1493 | X=0463.850-0480.490 | Y=0226.590-0235.910 | 460
P=1493 | X=0505.390-0522.030 | Y=0226.590-0235.910 | 400
P=1493 | X=0118.130-0349.210 | Y=0236.230-0247.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1493 | X=0118.130-0395.320 | Y=0253.750-0264.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1493 | X=0118.130-0417.340 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Xoài
P=1493 | X=0118.130-0429.300 | Y=0283.300-0294.540 | đoạn từ Đường song hành phía Đông Quốc lộ 20 đến Suối Tam Bưng
P=1493 | X=0118.130-0324.980 | Y=0294.820-0306.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1493 | X=0095.330-0349.680 | Y=0312.340-0326.420 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1493 | X=0463.850-0480.490 | Y=0317.100-0326.420 | 360
P=1493 | X=0505.390-0522.030 | Y=0317.100-0326.420 | 310
P=1493 | X=0118.130-0424.550 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1493 | X=0118.130-0159.810 | Y=0341.380-0352.620 | ≤1.000m.
P=1493 | X=0118.130-0341.300 | Y=0358.900-0370.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1493 | X=0118.130-0417.340 | Y=0376.920-0388.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Xoài
P=1493 | X=0118.130-0429.340 | Y=0388.200-0399.440 | đoạn từ Đường song hành phía Đông Quốc lộ 20 đến Suối Tam Bưng
P=1493 | X=0118.130-0324.980 | Y=0399.720-0410.960 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1493 | X=0095.330-0111.970 | Y=0407.600-0416.920 | 144
P=1493 | X=0463.850-0480.490 | Y=0407.600-0416.920 | 230
P=1493 | X=0505.630-0522.270 | Y=0407.600-0416.920 | 210
P=1493 | X=0118.130-0403.940 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1493 | X=0118.130-0341.770 | Y=0434.760-0446.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1493 | X=0118.130-0403.390 | Y=0452.540-0463.780 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1493 | X=0118.130-0422.140 | Y=0464.060-0475.300 | Đường Vườn Xoài đoạn từ Đường song hành phía Đông Quốc lộ 20
P=1493 | X=0118.130-0417.390 | Y=0475.580-0486.820 | đến Suối Tam Bưng có hiện trạng là đường nhựa, bê tông xi măng:
P=1493 | X=0095.330-0111.970 | Y=0483.460-0492.780 | 145
P=1493 | X=0463.850-0480.490 | Y=0483.460-0492.780 | 460
P=1493 | X=0505.630-0522.270 | Y=0483.460-0492.780 | 400
P=1493 | X=0118.130-0349.210 | Y=0493.100-0504.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1493 | X=0118.130-0395.320 | Y=0510.620-0521.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1493 | X=0118.130-0403.390 | Y=0528.380-0539.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1493 | X=0118.130-0422.140 | Y=0539.930-0551.170 | Đường Vườn Xoài đoạn từ Đường song hành phía Đông Quốc lộ 20
P=1493 | X=0118.130-0417.390 | Y=0551.450-0562.690 | đến Suối Tam Bưng có hiện trạng là đường nhựa, bê tông xi măng:
P=1493 | X=0095.330-0349.680 | Y=0568.970-0583.050 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1493 | X=0463.850-0480.490 | Y=0573.730-0583.050 | 360
P=1493 | X=0505.630-0522.270 | Y=0573.730-0583.050 | 310
P=1493 | X=0118.130-0424.550 | Y=0586.250-0597.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1493 | X=0118.130-0159.810 | Y=0597.770-0609.010 | ≤1.000m.
P=1493 | X=0118.130-0341.300 | Y=0615.290-0626.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1493 | X=0118.130-0403.390 | Y=0633.070-0644.310 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1493 | X=0118.130-0422.140 | Y=0644.590-0655.830 | Đường Vườn Xoài đoạn từ Đường song hành phía Đông Quốc lộ 20
P=1493 | X=0118.130-0417.410 | Y=0656.110-0667.350 | đến Suối Tam Bưng có hiện trạng là đường nhựa, bê tông xi măng:
P=1493 | X=0095.330-0111.970 | Y=0663.990-0673.310 | 147
P=1493 | X=0463.850-0480.490 | Y=0663.990-0673.310 | 230
P=1493 | X=0505.630-0522.270 | Y=0663.990-0673.310 | 210
P=1493 | X=0118.130-0403.940 | Y=0673.630-0684.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1493 | X=0118.130-0341.770 | Y=0691.150-0702.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1494 | X=0118.130-0248.070 | Y=0078.500-0089.740 | Đường song hành phía Đông
P=1494 | X=0351.480-0427.380 | Y=0080.380-0089.700 | Giáp ranh xã Gia
P=1494 | X=0095.330-0111.970 | Y=0086.140-0095.460 | 148
P=1494 | X=0260.020-0308.600 | Y=0086.140-0095.460 | Quốc lộ 20
P=1494 | X=0463.850-0480.490 | Y=0086.140-0095.460 | 700
P=1494 | X=0505.630-0522.270 | Y=0086.140-0095.460 | 600
P=1494 | X=0118.130-0166.690 | Y=0091.900-0101.220 | Quốc lộ 20
P=1494 | X=0351.480-0374.300 | Y=0091.900-0101.220 | Kiệm
P=1494 | X=0118.130-0415.680 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song hành
P=1494 | X=0118.130-0427.340 | Y=0119.330-0130.570 | phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp ranh xã Gia Kiệm
P=1494 | X=0118.130-0324.980 | Y=0130.850-0142.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1494 | X=0095.330-0111.970 | Y=0138.730-0148.050 | 149
P=1494 | X=0463.850-0480.490 | Y=0138.730-0148.050 | 460
P=1494 | X=0505.630-0522.270 | Y=0138.730-0148.050 | 400
P=1494 | X=0118.130-0349.210 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1494 | X=0118.130-0395.320 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1494 | X=0118.130-0415.680 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song hành
P=1494 | X=0118.130-0427.340 | Y=0194.930-0206.170 | phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp ranh xã Gia Kiệm
P=1494 | X=0118.130-0324.980 | Y=0206.470-0217.710 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1494 | X=0095.330-0349.680 | Y=0223.990-0238.310 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1494 | X=0463.850-0480.490 | Y=0228.990-0238.310 | 360
P=1494 | X=0505.630-0522.270 | Y=0228.990-0238.310 | 310
P=1494 | X=0118.130-0424.550 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1494 | X=0118.130-0159.810 | Y=0253.030-0264.270 | ≤1.000m.
P=1494 | X=0118.130-0341.300 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1494 | X=0118.130-0415.680 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song hành
P=1494 | X=0118.130-0427.340 | Y=0299.860-0311.100 | phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp ranh xã Gia Kiệm
P=1494 | X=0118.130-0324.980 | Y=0311.380-0322.620 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1494 | X=0095.330-0111.970 | Y=0319.260-0328.580 | 151
P=1494 | X=0463.850-0480.490 | Y=0319.260-0328.580 | 230
P=1494 | X=0505.630-0522.270 | Y=0319.260-0328.580 | 210
P=1494 | X=0118.130-0403.940 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1494 | X=0118.130-0341.770 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1494 | X=0118.130-0403.390 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1494 | X=0118.130-0431.260 | Y=0375.480-0386.720 | Đường song hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp
P=1494 | X=0118.130-0405.150 | Y=0387.000-0398.240 | ranh xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1494 | X=0095.330-0111.970 | Y=0394.880-0404.200 | 152
P=1494 | X=0463.850-0480.490 | Y=0394.880-0404.200 | 460
P=1494 | X=0505.630-0522.270 | Y=0394.880-0404.200 | 400
P=1494 | X=0118.130-0349.210 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1494 | X=0118.130-0395.320 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1494 | X=0118.130-0403.420 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1494 | X=0118.130-0431.260 | Y=0451.340-0462.580 | Đường song hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp
P=1494 | X=0118.130-0405.150 | Y=0462.860-0474.100 | ranh xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1494 | X=0095.330-0349.680 | Y=0480.380-0494.460 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1494 | X=0463.850-0480.490 | Y=0485.140-0494.460 | 360
P=1494 | X=0505.630-0522.270 | Y=0485.140-0494.460 | 310
P=1494 | X=0118.130-0424.550 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1494 | X=0118.130-0159.810 | Y=0509.420-0520.660 | ≤1.000m.
P=1494 | X=0118.130-0341.300 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1494 | X=0118.130-0403.390 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1494 | X=0118.130-0431.260 | Y=0556.010-0567.250 | Đường song hành phía Đông Quốc lộ 20 đoạn từ Quốc lộ 20 đến Giáp
P=1494 | X=0118.130-0405.150 | Y=0567.530-0578.770 | ranh xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1494 | X=0095.330-0111.970 | Y=0575.410-0584.730 | 154
P=1494 | X=0463.850-0480.490 | Y=0575.410-0584.730 | 230
P=1494 | X=0505.630-0522.270 | Y=0575.410-0584.730 | 210
P=1494 | X=0118.130-0403.940 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1494 | X=0118.130-0341.770 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
