TABLE=056 | AREA=Phường Bình Phước | SECTION=agricultural | SEGMENTS=1
P=1852 | X=0505.390-0522.030 | Y=0705.540-0714.860 | 200
P=1853 | X=0250.900-0271.390 | Y=0074.380-0083.700 | Nghi
P=1853 | X=0320.760-0367.180 | Y=0074.380-0083.700 | Trọng Tấn
P=1853 | X=0250.900-0296.590 | Y=0090.260-0101.500 | Đường Lê
P=1853 | X=0320.760-0389.740 | Y=0090.260-0101.500 | Đường Nguyễn
P=1853 | X=0121.730-0229.590 | Y=0096.020-0107.260 | Đường Hồ Xuân Hương
P=1853 | X=0100.130-0111.250 | Y=0097.900-0107.220 | 37
P=1853 | X=0414.860-0431.500 | Y=0097.900-0107.220 | 430
P=1853 | X=0459.530-0476.170 | Y=0097.900-0107.220 | 340
P=1853 | X=0505.390-0522.030 | Y=0097.900-0107.220 | 200
P=1853 | X=0250.900-0297.320 | Y=0103.660-0112.980 | Trọng Tấn
P=1853 | X=0320.760-0366.950 | Y=0103.660-0112.980 | Hữu Cảnh
P=1853 | X=0320.760-0390.470 | Y=0119.570-0130.810 | Hết đường N16
P=1853 | X=0250.900-0319.880 | Y=0125.330-0136.570 | Đường Nguyễn
P=1853 | X=0121.730-0229.590 | Y=0131.090-0142.330 | Đường Hồ Xuân Hương
P=1853 | X=0320.760-0391.100 | Y=0131.090-0142.330 | khu dân cư Bắc
P=1853 | X=0100.130-0111.250 | Y=0132.970-0142.290 | 38
P=1853 | X=0414.860-0431.500 | Y=0132.970-0142.290 | 430
P=1853 | X=0459.530-0476.170 | Y=0132.970-0142.290 | 340
P=1853 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 200
P=1853 | X=0250.900-0297.070 | Y=0138.730-0148.050 | Hữu Cảnh
P=1853 | X=0320.760-0365.240 | Y=0142.610-0153.850 | Đồng Phú
P=1853 | X=0250.900-0309.310 | Y=0160.370-0171.610 | Đường Hùng
P=1853 | X=0320.760-0389.980 | Y=0160.370-0171.610 | Đường Quốc lộ
P=1853 | X=0121.730-0194.070 | Y=0166.130-0177.370 | Đường Lê Duẩn
P=1853 | X=0100.130-0111.250 | Y=0168.010-0177.330 | 39
P=1853 | X=0414.860-0431.500 | Y=0168.010-0177.330 | 430
P=1853 | X=0459.530-0476.170 | Y=0168.010-0177.330 | 340
P=1853 | X=0505.390-0522.030 | Y=0168.010-0177.330 | 200
P=1853 | X=0250.900-0282.180 | Y=0171.650-0182.890 | Vương
P=1853 | X=0320.760-0331.880 | Y=0173.530-0182.850 | 14
P=1853 | X=0250.900-0365.880 | Y=0189.410-0200.650 | Đường Quốc lộ Đường Lý
P=1853 | X=0121.730-0194.070 | Y=0195.170-0206.410 | Đường Lê Duẩn
P=1853 | X=0100.130-0111.250 | Y=0197.050-0206.370 | 40
P=1853 | X=0414.860-0431.500 | Y=0197.050-0206.370 | 430
P=1853 | X=0459.530-0476.170 | Y=0197.050-0206.370 | 340
P=1853 | X=0505.390-0522.030 | Y=0197.050-0206.370 | 200
P=1853 | X=0320.760-0377.100 | Y=0200.950-0212.190 | Thường Kiệt
P=1853 | X=0250.900-0262.020 | Y=0202.830-0212.150 | 14
P=1853 | X=0250.900-0303.300 | Y=0218.710-0229.950 | Đường Phú
P=1853 | X=0320.760-0389.740 | Y=0218.710-0229.950 | Đường Nguyễn
P=1853 | X=0121.730-0183.500 | Y=0224.470-0235.710 | Đường Lê Lai
P=1853 | X=0100.130-0111.250 | Y=0226.350-0235.670 | 41
P=1853 | X=0414.860-0431.500 | Y=0226.350-0235.670 | 430
P=1853 | X=0459.530-0476.170 | Y=0226.350-0235.670 | 340
P=1853 | X=0505.390-0522.030 | Y=0226.350-0235.670 | 200
P=1853 | X=0250.900-0292.740 | Y=0230.230-0241.470 | Riềng Đỏ
P=1853 | X=0320.760-0339.080 | Y=0232.110-0241.430 | Huệ
P=1853 | X=0250.900-0296.590 | Y=0247.990-0259.230 | Đường Lê
P=1853 | X=0320.760-0389.740 | Y=0247.990-0259.230 | Đường Nguyễn
P=1853 | X=0121.730-0184.470 | Y=0253.750-0264.990 | Đường Lê Lợi
P=1853 | X=0100.130-0111.250 | Y=0255.630-0264.950 | 42
P=1853 | X=0414.860-0431.500 | Y=0255.630-0264.950 | 430
P=1853 | X=0459.530-0476.170 | Y=0255.630-0264.950 | 340
P=1853 | X=0505.390-0522.030 | Y=0255.630-0264.950 | 200
P=1853 | X=0250.900-0297.320 | Y=0261.390-0270.710 | Trọng Tấn
P=1853 | X=0320.760-0366.950 | Y=0261.390-0270.710 | Hữu Cảnh
P=1853 | X=0250.900-0296.590 | Y=0277.270-0288.510 | Đường Lê
P=1853 | X=0320.760-0386.380 | Y=0277.270-0288.510 | Đường Bùi Thị
P=1853 | X=0121.730-0184.470 | Y=0283.060-0294.300 | Đường Lê Lợi
P=1853 | X=0100.130-0111.250 | Y=0284.940-0294.260 | 43
P=1853 | X=0414.860-0431.500 | Y=0284.940-0294.260 | 430
P=1853 | X=0459.530-0476.170 | Y=0284.940-0294.260 | 340
P=1853 | X=0505.390-0522.030 | Y=0284.940-0294.260 | 200
P=1853 | X=0250.900-0297.320 | Y=0290.700-0300.020 | Trọng Tấn
P=1853 | X=0320.760-0343.890 | Y=0290.700-0300.020 | Xuân
P=1853 | X=0250.900-0303.300 | Y=0306.580-0317.820 | Đường Phú
P=1853 | X=0320.760-0389.740 | Y=0306.580-0317.820 | Đường Nguyễn
P=1853 | X=0121.730-0184.470 | Y=0312.340-0323.580 | Đường Lê Lợi
P=1853 | X=0100.130-0111.250 | Y=0314.220-0323.540 | 44
P=1853 | X=0414.860-0431.500 | Y=0314.220-0323.540 | 430
P=1853 | X=0459.530-0476.170 | Y=0314.220-0323.540 | 340
P=1853 | X=0505.390-0522.030 | Y=0314.220-0323.540 | 200
P=1853 | X=0250.900-0292.740 | Y=0318.100-0329.340 | Riềng Đỏ
P=1853 | X=0320.760-0358.530 | Y=0318.100-0329.340 | Văn Trỗi
P=1853 | X=0320.760-0373.160 | Y=0335.860-0347.100 | Đường Phú
P=1853 | X=0320.760-0371.310 | Y=0347.380-0358.620 | Riềng Đỏ +
P=1853 | X=0320.760-0386.630 | Y=0358.900-0370.140 | 65m hướng về
P=1853 | X=0250.900-0303.300 | Y=0370.200-0381.440 | Đường Phú
P=1853 | X=0320.760-0372.180 | Y=0370.200-0381.440 | Ngã tư Bàu
P=1853 | X=0121.730-0209.650 | Y=0375.960-0387.200 | Đường Lê Quý Đôn
P=1853 | X=0100.130-0111.250 | Y=0377.840-0387.160 | 45
P=1853 | X=0414.860-0431.500 | Y=0377.840-0387.160 | 800
P=1853 | X=0459.530-0476.170 | Y=0377.840-0387.160 | 640
P=1853 | X=0505.390-0522.030 | Y=0377.840-0387.160 | 380
P=1853 | X=0250.900-0292.740 | Y=0381.720-0392.960 | Riềng Đỏ
P=1853 | X=0320.760-0392.050 | Y=0383.600-0392.920 | Trúc (tính từ tim
P=1853 | X=0320.760-0371.480 | Y=0393.240-0404.480 | đường Phú
P=1853 | X=0320.760-0371.310 | Y=0404.760-0416.000 | Riềng Đỏ +
P=1853 | X=0320.760-0343.790 | Y=0418.160-0427.480 | 65m)
P=1853 | X=0250.900-0303.300 | Y=0434.040-0445.280 | Đường Phú
P=1853 | X=0250.900-0301.450 | Y=0445.560-0456.800 | Riềng Đỏ +
P=1853 | X=0250.900-0316.770 | Y=0457.100-0468.340 | 65m hướng về
P=1853 | X=0250.900-0302.320 | Y=0468.620-0479.860 | Ngã tư Bàu
P=1853 | X=0320.760-0373.650 | Y=0468.620-0479.860 | Đường Ngô
P=1853 | X=0121.730-0209.650 | Y=0474.380-0485.620 | Đường Lê Quý Đôn
P=1853 | X=0100.130-0111.250 | Y=0476.260-0485.580 | 46
P=1853 | X=0414.860-0431.500 | Y=0476.260-0485.580 | 800
P=1853 | X=0459.530-0476.170 | Y=0476.260-0485.580 | 640
P=1853 | X=0505.390-0522.030 | Y=0476.260-0485.580 | 380
P=1853 | X=0250.900-0350.360 | Y=0482.020-0491.340 | Trúc (tính từ Quyền
P=1853 | X=0250.900-0317.700 | Y=0491.660-0502.900 | tim đường Phú
P=1853 | X=0250.900-0301.450 | Y=0503.180-0514.420 | Riềng Đỏ +
P=1853 | X=0250.900-0273.930 | Y=0516.340-0525.660 | 65m)
P=1853 | X=0250.900-0303.790 | Y=0532.220-0543.460 | Đường Ngô
P=1853 | X=0320.760-0372.180 | Y=0532.220-0543.460 | Ngã tư Bàu
P=1853 | X=0121.730-0209.650 | Y=0538.010-0549.250 | Đường Lê Quý Đôn
P=1853 | X=0100.130-0111.250 | Y=0539.890-0549.210 | 47
P=1853 | X=0414.860-0431.500 | Y=0539.890-0549.210 | 800
P=1853 | X=0459.530-0476.170 | Y=0539.890-0549.210 | 640
P=1853 | X=0505.390-0522.030 | Y=0539.890-0549.210 | 380
P=1853 | X=0250.900-0280.500 | Y=0545.650-0554.970 | Quyền
P=1853 | X=0320.760-0340.910 | Y=0545.650-0554.970 | Trúc
P=1853 | X=0250.900-0389.740 | Y=0561.530-0572.770 | Đường Nguyễn Đường Nguyễn
P=1853 | X=0121.730-0202.390 | Y=0567.290-0578.530 | Đường Lê Văn Sỹ
P=1853 | X=0100.130-0111.250 | Y=0569.170-0578.490 | 48
P=1853 | X=0414.860-0431.500 | Y=0569.170-0578.490 | 430
P=1853 | X=0459.530-0476.170 | Y=0569.170-0578.490 | 340
P=1853 | X=0505.390-0522.030 | Y=0569.170-0578.490 | 200
P=1853 | X=0320.760-0358.530 | Y=0573.050-0584.290 | Văn Trỗi
P=1853 | X=0250.900-0269.220 | Y=0574.930-0584.250 | Huệ
P=1853 | X=0250.900-0303.300 | Y=0590.810-0602.050 | Đường Phú
P=1853 | X=0320.760-0376.060 | Y=0590.810-0602.050 | Đường Trần
P=1853 | X=0121.730-0225.590 | Y=0596.570-0607.810 | Đường Lý Thường Kiệt
P=1853 | X=0100.130-0111.250 | Y=0598.450-0607.770 | 49
P=1853 | X=0414.860-0431.500 | Y=0598.450-0607.770 | 430
P=1853 | X=0459.530-0476.170 | Y=0598.450-0607.770 | 340
P=1853 | X=0505.390-0522.030 | Y=0598.450-0607.770 | 200
P=1853 | X=0250.900-0292.740 | Y=0602.330-0613.570 | Riềng Đỏ
P=1853 | X=0320.760-0338.600 | Y=0604.210-0613.530 | Phú
P=1853 | X=0320.760-0385.910 | Y=0620.110-0631.350 | Ngã ba đường
P=1853 | X=0250.900-0306.200 | Y=0631.630-0642.870 | Đường Trần
P=1853 | X=0320.760-0364.700 | Y=0633.510-0642.830 | Lê Duẩn -
P=1853 | X=0121.730-0225.590 | Y=0637.390-0648.630 | Đường Lý Thường Kiệt
P=1853 | X=0100.130-0111.250 | Y=0639.270-0648.590 | 50
P=1853 | X=0414.860-0431.500 | Y=0639.270-0648.590 | 430
P=1853 | X=0459.530-0476.170 | Y=0639.270-0648.590 | 340
P=1853 | X=0505.390-0522.030 | Y=0639.270-0648.590 | 200
P=1853 | X=0320.760-0364.200 | Y=0643.150-0654.390 | đường Lý
P=1853 | X=0250.900-0268.740 | Y=0645.030-0654.350 | Phú
P=1853 | X=0320.760-0377.100 | Y=0654.670-0665.910 | Thường Kiệt
P=1853 | X=0250.900-0316.050 | Y=0672.430-0683.670 | Ngã ba đường
P=1853 | X=0320.760-0376.200 | Y=0683.950-0695.190 | Đường Hàm
P=1853 | X=0250.900-0294.840 | Y=0685.830-0695.150 | Lê Duẩn -
P=1853 | X=0121.730-0225.590 | Y=0689.710-0700.950 | Đường Lý Thường Kiệt
P=1853 | X=0100.130-0111.250 | Y=0691.590-0700.910 | 51
P=1853 | X=0414.860-0431.500 | Y=0691.590-0700.910 | 430
P=1853 | X=0459.530-0476.170 | Y=0691.590-0700.910 | 340
P=1853 | X=0505.390-0522.030 | Y=0691.590-0700.910 | 200
P=1853 | X=0250.900-0294.340 | Y=0695.470-0706.710 | đường Lý
P=1853 | X=0320.760-0341.250 | Y=0697.350-0706.670 | Nghi
P=1853 | X=0250.900-0307.240 | Y=0706.770-0718.010 | Thường Kiệt
P=1854 | X=0250.900-0306.340 | Y=0078.500-0089.740 | Đường Hàm
P=1854 | X=0320.760-0368.140 | Y=0078.500-0089.740 | Đường Hồ
P=1854 | X=0121.730-0225.590 | Y=0084.260-0095.500 | Đường Lý Thường Kiệt
P=1854 | X=0100.130-0111.250 | Y=0086.140-0095.460 | 52
P=1854 | X=0414.860-0431.500 | Y=0086.140-0095.460 | 430
P=1854 | X=0459.530-0476.170 | Y=0086.140-0095.460 | 340
P=1854 | X=0505.390-0522.030 | Y=0086.140-0095.460 | 200
P=1854 | X=0320.760-0378.440 | Y=0090.020-0101.260 | Xuân Hương
P=1854 | X=0250.900-0271.390 | Y=0091.900-0101.220 | Nghi
P=1854 | X=0250.900-0303.300 | Y=0107.780-0119.020 | Đường Phú
P=1854 | X=0320.760-0389.740 | Y=0107.780-0119.020 | Đường Nguyễn
P=1854 | X=0121.730-0225.590 | Y=0113.540-0124.780 | Đường Lý Thường Kiệt
P=1854 | X=0100.130-0111.250 | Y=0115.420-0124.740 | 53
P=1854 | X=0414.860-0431.500 | Y=0115.420-0124.740 | 430
P=1854 | X=0459.530-0476.170 | Y=0115.420-0124.740 | 340
P=1854 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 200
P=1854 | X=0250.900-0292.740 | Y=0119.330-0130.570 | Riềng Đỏ
P=1854 | X=0320.760-0339.080 | Y=0121.210-0130.530 | Huệ
P=1854 | X=0250.900-0376.060 | Y=0137.090-0148.330 | Đường Quốc lộ Đường Trần
P=1854 | X=0121.730-0240.150 | Y=0142.850-0154.090 | Đường Nguyễn Chí Thanh
P=1854 | X=0100.130-0111.250 | Y=0144.730-0154.050 | 54
P=1854 | X=0414.860-0431.500 | Y=0144.730-0154.050 | 430
P=1854 | X=0459.530-0476.170 | Y=0144.730-0154.050 | 340
P=1854 | X=0505.390-0522.030 | Y=0144.730-0154.050 | 200
P=1854 | X=0320.760-0366.940 | Y=0148.610-0159.850 | Hưng Đạo
P=1854 | X=0250.900-0262.020 | Y=0150.490-0159.810 | 14
P=1854 | X=0250.900-0306.200 | Y=0166.370-0177.610 | Đường Trần
P=1854 | X=0121.730-0240.150 | Y=0172.130-0183.370 | Đường Nguyễn Chí Thanh
P=1854 | X=0320.760-0374.380 | Y=0172.130-0183.370 | Cuối đường
P=1854 | X=0100.130-0111.250 | Y=0174.010-0183.330 | 55
P=1854 | X=0414.860-0431.500 | Y=0174.010-0183.330 | 430
P=1854 | X=0459.530-0476.170 | Y=0174.010-0183.330 | 340
P=1854 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 200
P=1854 | X=0250.900-0297.080 | Y=0177.650-0188.890 | Hưng Đạo
P=1854 | X=0250.900-0365.880 | Y=0195.410-0206.650 | Đường Quốc lộ Đường Lý
P=1854 | X=0121.730-0211.840 | Y=0201.190-0212.430 | Đường Nguyễn Huệ
P=1854 | X=0100.130-0111.250 | Y=0203.070-0212.390 | 56
P=1854 | X=0414.860-0431.500 | Y=0203.070-0212.390 | 430
P=1854 | X=0459.530-0476.170 | Y=0203.070-0212.390 | 340
P=1854 | X=0505.390-0522.030 | Y=0203.070-0212.390 | 200
P=1854 | X=0320.760-0377.100 | Y=0206.950-0218.190 | Thường Kiệt
P=1854 | X=0250.900-0262.020 | Y=0208.830-0218.150 | 14
P=1854 | X=0250.900-0296.020 | Y=0224.710-0235.950 | Đường Lý
P=1854 | X=0121.730-0211.840 | Y=0230.470-0241.710 | Đường Nguyễn Huệ
P=1854 | X=0320.760-0383.500 | Y=0230.470-0241.710 | Đường Lê Lợi
P=1854 | X=0100.130-0111.250 | Y=0232.350-0241.670 | 57
P=1854 | X=0414.860-0431.500 | Y=0232.350-0241.670 | 430
P=1854 | X=0459.530-0476.170 | Y=0232.350-0241.670 | 340
P=1854 | X=0505.390-0522.030 | Y=0232.350-0241.670 | 200
P=1854 | X=0250.900-0307.240 | Y=0236.230-0247.470 | Thường Kiệt
P=1854 | X=0320.760-0378.220 | Y=0255.870-0265.190 | Giáp hẻm 54
P=1854 | X=0250.900-0320.120 | Y=0259.750-0270.990 | Đường Quốc lộ
P=1854 | X=0121.730-0211.840 | Y=0265.510-0276.750 | Đường Nguyễn Huệ
P=1854 | X=0320.760-0388.060 | Y=0265.510-0276.750 | đường Nguyễn
P=1854 | X=0100.130-0111.250 | Y=0267.390-0276.710 | 58
P=1854 | X=0414.860-0431.500 | Y=0267.390-0276.710 | 430
P=1854 | X=0459.530-0476.170 | Y=0267.390-0276.710 | 340
P=1854 | X=0505.390-0522.030 | Y=0267.390-0276.710 | 200
P=1854 | X=0250.900-0262.020 | Y=0273.150-0282.470 | 14
P=1854 | X=0320.760-0339.080 | Y=0278.910-0288.230 | Huệ
P=1854 | X=0250.900-0300.430 | Y=0294.820-0306.060 | Tim đường
P=1854 | X=0320.760-0372.180 | Y=0300.580-0311.820 | Ngã tư Bàu
P=1854 | X=0121.730-0211.840 | Y=0306.340-0317.580 | Đường Nguyễn Huệ
P=1854 | X=0250.900-0317.240 | Y=0306.340-0317.580 | hẻm 54 đường
P=1854 | X=0100.130-0111.250 | Y=0308.220-0317.540 | 59
P=1854 | X=0414.860-0431.500 | Y=0308.220-0317.540 | 430
P=1854 | X=0459.530-0476.170 | Y=0308.220-0317.540 | 340
P=1854 | X=0505.390-0522.030 | Y=0308.220-0317.540 | 200
P=1854 | X=0320.760-0340.910 | Y=0313.980-0323.300 | Trúc
P=1854 | X=0250.900-0306.450 | Y=0319.740-0329.060 | Nguyễn Huệ
P=1854 | X=0250.900-0302.370 | Y=0335.620-0346.860 | Ngã tư Bàu
P=1854 | X=0320.760-0384.220 | Y=0335.620-0346.860 | Đường Võ Thị
P=1854 | X=0121.730-0211.840 | Y=0341.380-0352.620 | Đường Nguyễn Huệ
P=1854 | X=0100.130-0111.250 | Y=0343.260-0352.580 | 60
P=1854 | X=0414.860-0431.500 | Y=0343.260-0352.580 | 430
P=1854 | X=0459.530-0476.170 | Y=0343.260-0352.580 | 340
P=1854 | X=0505.390-0522.030 | Y=0343.260-0352.580 | 200
P=1854 | X=0250.900-0271.050 | Y=0349.020-0358.340 | Trúc
P=1854 | X=0320.760-0338.600 | Y=0349.020-0358.340 | Sáu
P=1854 | X=0250.900-0373.160 | Y=0364.900-0376.140 | Đường Võ Thị Đường Phú
P=1854 | X=0121.730-0211.840 | Y=0370.680-0381.920 | Đường Nguyễn Huệ
P=1854 | X=0100.130-0111.250 | Y=0372.560-0381.880 | 61
P=1854 | X=0414.860-0431.500 | Y=0372.560-0381.880 | 430
P=1854 | X=0459.530-0476.170 | Y=0372.560-0381.880 | 340
P=1854 | X=0505.390-0522.030 | Y=0372.560-0381.880 | 200
P=1854 | X=0320.760-0362.620 | Y=0376.200-0387.440 | Riềng Đỏ
P=1854 | X=0250.900-0268.740 | Y=0378.080-0387.400 | Sáu
P=1854 | X=0250.900-0296.590 | Y=0393.960-0405.200 | Đường Lê
P=1854 | X=0320.760-0385.400 | Y=0393.960-0405.200 | Đường Lương
P=1854 | X=0121.730-0233.230 | Y=0399.720-0410.960 | Đường Nguyễn Hữu Thọ
P=1854 | X=0100.130-0111.250 | Y=0401.600-0410.920 | 62
P=1854 | X=0414.860-0431.500 | Y=0401.600-0410.920 | 430
P=1854 | X=0459.530-0476.170 | Y=0401.600-0410.920 | 340
P=1854 | X=0505.390-0522.030 | Y=0401.600-0410.920 | 200
P=1854 | X=0250.900-0274.740 | Y=0407.360-0416.680 | Duẩn
P=1854 | X=0320.760-0360.920 | Y=0407.360-0416.680 | Thế Vinh
P=1854 | X=0320.760-0378.460 | Y=0425.120-0434.440 | Hết ranh giới
P=1854 | X=0250.900-0315.540 | Y=0429.000-0440.240 | Đường Lương
P=1854 | X=0121.730-0233.230 | Y=0434.760-0446.000 | Đường Nguyễn Hữu Thọ
P=1854 | X=0320.760-0380.850 | Y=0434.760-0446.000 | đã giải phóng
P=1854 | X=0100.130-0111.250 | Y=0436.640-0445.960 | 63
P=1854 | X=0414.860-0431.500 | Y=0436.640-0445.960 | 430
P=1854 | X=0459.530-0476.170 | Y=0436.640-0445.960 | 340
P=1854 | X=0505.390-0522.030 | Y=0436.640-0445.960 | 200
P=1854 | X=0250.900-0291.060 | Y=0442.400-0451.720 | Thế Vinh
P=1854 | X=0320.760-0362.600 | Y=0448.160-0457.480 | mặt bằng
P=1854 | X=0250.900-0387.080 | Y=0464.060-0475.300 | Đường Nguyễn Đường Lê Văn
P=1854 | X=0121.730-0227.440 | Y=0469.820-0481.060 | Đường Nguyễn Khuyến
P=1854 | X=0100.130-0111.250 | Y=0471.700-0481.020 | 64
P=1854 | X=0414.860-0431.500 | Y=0471.700-0481.020 | 430
P=1854 | X=0459.530-0476.170 | Y=0471.700-0481.020 | 340
P=1854 | X=0505.390-0522.030 | Y=0471.700-0481.020 | 200
P=1854 | X=0250.900-0299.490 | Y=0475.580-0486.820 | Trường Tộ
P=1854 | X=0320.760-0332.520 | Y=0477.460-0486.780 | Sỹ
P=1854 | X=0250.900-0387.080 | Y=0493.340-0504.580 | Đường Nguyễn Đường Lê Văn
P=1854 | X=0121.730-0222.270 | Y=0499.100-0510.340 | Đường Ông Ích Khiêm
P=1854 | X=0100.130-0111.250 | Y=0500.980-0510.300 | 65
P=1854 | X=0414.860-0431.500 | Y=0500.980-0510.300 | 430
P=1854 | X=0459.530-0476.170 | Y=0500.980-0510.300 | 340
P=1854 | X=0505.390-0522.030 | Y=0500.980-0510.300 | 200
P=1854 | X=0250.900-0299.490 | Y=0504.860-0516.100 | Trường Tộ
P=1854 | X=0320.760-0332.520 | Y=0506.740-0516.060 | Sỹ
P=1854 | X=0250.900-0389.740 | Y=0522.620-0533.860 | Đường Ông ích Đường Nguyễn
P=1854 | X=0121.730-0248.050 | Y=0528.380-0539.620 | Đường Huỳnh Khương Ninh
P=1854 | X=0100.130-0111.250 | Y=0530.260-0539.580 | 66
P=1854 | X=0414.860-0431.500 | Y=0530.260-0539.580 | 430
P=1854 | X=0459.530-0476.170 | Y=0530.260-0539.580 | 340
P=1854 | X=0505.390-0522.030 | Y=0530.260-0539.580 | 200
P=1854 | X=0250.900-0279.200 | Y=0536.050-0545.370 | Khiêm
P=1854 | X=0320.760-0354.680 | Y=0536.050-0545.370 | Khuyến
P=1854 | X=0121.730-0203.670 | Y=0551.930-0563.170 | Đường Lý Thái Tổ
P=1854 | X=0250.900-0382.530 | Y=0551.930-0563.170 | Đường Lê Lợi Đường Lê Lai
P=1854 | X=0100.130-0111.250 | Y=0553.810-0563.130 | 67
P=1854 | X=0414.860-0431.500 | Y=0553.810-0563.130 | 430
P=1854 | X=0459.530-0476.170 | Y=0553.810-0563.130 | 340
P=1854 | X=0505.390-0522.030 | Y=0553.810-0563.130 | 200
P=1854 | X=0121.730-0229.600 | Y=0569.690-0580.930 | Đường Nguyễn Thượng
P=1854 | X=0250.900-0376.060 | Y=0569.690-0580.930 | Đường Quốc lộ Đường Trần
P=1854 | X=0100.130-0111.250 | Y=0577.330-0586.650 | 68
P=1854 | X=0414.860-0431.500 | Y=0577.330-0586.650 | 430
P=1854 | X=0459.530-0476.170 | Y=0577.330-0586.650 | 340
P=1854 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 200
P=1854 | X=0320.760-0366.940 | Y=0581.210-0592.450 | Hưng Đạo
P=1854 | X=0121.730-0142.450 | Y=0583.090-0592.410 | Hiền
P=1854 | X=0250.900-0262.020 | Y=0583.090-0592.410 | 14
P=1854 | X=0121.730-0229.600 | Y=0598.970-0610.210 | Đường Nguyễn Thượng
P=1854 | X=0250.900-0306.200 | Y=0598.970-0610.210 | Đường Trần
P=1854 | X=0320.760-0365.880 | Y=0598.970-0610.210 | Đường Lý
P=1854 | X=0100.130-0111.250 | Y=0606.370-0615.690 | 69
P=1854 | X=0414.860-0431.500 | Y=0606.370-0615.690 | 430
P=1854 | X=0459.530-0476.170 | Y=0606.370-0615.690 | 340
P=1854 | X=0505.390-0522.030 | Y=0606.370-0615.690 | 200
P=1854 | X=0250.900-0297.080 | Y=0610.250-0621.490 | Hưng Đạo
P=1854 | X=0320.760-0377.100 | Y=0610.250-0621.490 | Thường Kiệt
P=1854 | X=0121.730-0142.450 | Y=0612.130-0621.450 | Hiền
P=1854 | X=0250.900-0389.740 | Y=0628.030-0639.270 | Đường Nguyễn Đường Nguyễn
P=1854 | X=0121.730-0241.870 | Y=0633.790-0645.030 | Đường Nguyễn Trường Tộ
P=1854 | X=0100.130-0111.250 | Y=0635.670-0644.990 | 70
P=1854 | X=0414.860-0431.500 | Y=0635.670-0644.990 | 430
P=1854 | X=0459.530-0476.170 | Y=0635.670-0644.990 | 340
P=1854 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 200
P=1854 | X=0320.760-0358.530 | Y=0639.550-0650.790 | Văn Trỗi
P=1854 | X=0250.900-0269.220 | Y=0641.430-0650.750 | Huệ
P=1854 | X=0250.900-0388.040 | Y=0657.310-0668.550 | Đường Nguyễn Đường Lý Thái
P=1854 | X=0121.730-0241.870 | Y=0663.070-0674.310 | Đường Nguyễn Trường Tộ
P=1854 | X=0100.130-0111.250 | Y=0664.950-0674.270 | 71
P=1854 | X=0414.860-0431.500 | Y=0664.950-0674.270 | 430
P=1854 | X=0459.530-0476.170 | Y=0664.950-0674.270 | 340
P=1854 | X=0505.390-0522.030 | Y=0664.950-0674.270 | 200
P=1854 | X=0250.900-0269.220 | Y=0670.710-0680.030 | Huệ
P=1854 | X=0320.760-0332.600 | Y=0670.710-0680.030 | Tổ
P=1854 | X=0250.900-0376.060 | Y=0686.590-0697.830 | Đường Quốc lộ Đường Trần
P=1854 | X=0121.730-0232.940 | Y=0692.350-0703.590 | Đường Nguyễn Văn Linh
P=1854 | X=0100.130-0111.250 | Y=0694.230-0703.550 | 72
P=1854 | X=0414.860-0431.500 | Y=0694.230-0703.550 | 430
P=1854 | X=0459.530-0476.170 | Y=0694.230-0703.550 | 340
P=1854 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 200
P=1854 | X=0320.760-0366.940 | Y=0698.110-0709.350 | Hưng Đạo
P=1854 | X=0250.900-0262.020 | Y=0699.990-0709.310 | 14
P=1855 | X=0250.900-0368.140 | Y=0078.500-0089.740 | Đường Phạm Đường Hồ
P=1855 | X=0121.730-0232.940 | Y=0084.260-0095.500 | Đường Nguyễn Văn Linh
P=1855 | X=0100.130-0111.250 | Y=0086.140-0095.460 | 73
P=1855 | X=0414.860-0431.500 | Y=0086.140-0095.460 | 430
P=1855 | X=0459.530-0476.170 | Y=0086.140-0095.460 | 340
P=1855 | X=0505.390-0522.030 | Y=0086.140-0095.460 | 200
P=1855 | X=0250.900-0287.700 | Y=0090.020-0101.260 | Đình Hổ
P=1855 | X=0320.760-0378.440 | Y=0090.020-0101.260 | Xuân Hương
P=1855 | X=0250.900-0320.120 | Y=0107.780-0119.020 | Đường Quốc lộ
P=1855 | X=0121.730-0231.300 | Y=0113.540-0124.780 | Đường Nguyễn Văn Trỗi
P=1855 | X=0320.760-0383.500 | Y=0113.540-0124.780 | Đường Lê Lợi
P=1855 | X=0100.130-0111.250 | Y=0115.420-0124.740 | 74
P=1855 | X=0414.860-0431.500 | Y=0115.420-0124.740 | 430
P=1855 | X=0459.530-0476.170 | Y=0115.420-0124.740 | 340
P=1855 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 200
P=1855 | X=0250.900-0262.020 | Y=0121.210-0130.530 | 14
