TABLE=002 | AREA=Phường Trấn Biên | SECTION=agricultural | SEGMENTS=1
P=0023 | X=0113.090-0248.860 | Y=0614.330-0625.570 | đường nhựa, bê tông xi măng:
P=0023 | X=0096.050-0336.260 | Y=0631.870-0646.190 | 31 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0023 | X=0468.890-0485.530 | Y=0636.870-0646.190 | 860
P=0023 | X=0505.390-0522.030 | Y=0636.870-0646.190 | 570
P=0023 | X=0113.090-0419.510 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0023 | X=0113.090-0146.610 | Y=0660.910-0672.150 | ≤600m.
P=0023 | X=0113.090-0336.260 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0023 | X=0113.090-0440.410 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0023 | X=0096.050-0107.170 | Y=0703.860-0713.180 | 32
P=0023 | X=0468.890-0485.530 | Y=0703.860-0713.180 | 670
P=0023 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 450
P=0023 | X=0113.090-0424.050 | Y=0707.730-0718.970 | đoạn từ Đường Võ Trường Toản đến Ngã ba Gạc Nai có hiện trạng là
P=0024 | X=0113.090-0248.860 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=0024 | X=0113.090-0390.520 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0024 | X=0113.090-0336.730 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0024 | X=0113.090-0432.730 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0024 | X=0113.090-0444.920 | Y=0136.850-0148.090 | Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản đến Ngã ba Gạc Nai có
P=0024 | X=0113.090-0306.700 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=0024 | X=0096.050-0107.170 | Y=0156.250-0165.570 | 33
P=0024 | X=0460.730-0485.780 | Y=0156.250-0165.570 | 1.030
P=0024 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 680
P=0024 | X=0113.090-0336.000 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0024 | X=0113.090-0390.300 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0024 | X=0113.090-0432.730 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0024 | X=0113.090-0444.920 | Y=0212.470-0223.710 | Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản đến Ngã ba Gạc Nai có
P=0024 | X=0113.090-0306.700 | Y=0223.990-0235.230 | hiện trạng là đường nhựa, bê tông xi măng:
P=0024 | X=0096.050-0336.260 | Y=0241.510-0255.830 | 34 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0024 | X=0468.890-0485.530 | Y=0246.510-0255.830 | 860
P=0024 | X=0505.390-0522.030 | Y=0246.510-0255.830 | 570
P=0024 | X=0113.090-0419.510 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0024 | X=0113.090-0146.610 | Y=0270.550-0281.790 | ≤600m.
P=0024 | X=0113.090-0336.260 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0024 | X=0113.090-0432.730 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0024 | X=0113.090-0444.920 | Y=0317.380-0328.620 | Huỳnh Văn Nghệ đoạn từ Đường Võ Trường Toản đến Ngã ba Gạc Nai có
P=0024 | X=0113.090-0306.700 | Y=0328.900-0340.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=0024 | X=0096.050-0107.170 | Y=0336.780-0346.100 | 35
P=0024 | X=0468.890-0485.530 | Y=0336.780-0346.100 | 670
P=0024 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 450
P=0024 | X=0113.090-0390.520 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0024 | X=0113.090-0339.380 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0024 | X=0346.680-0429.100 | Y=0381.480-0392.720 | Giáp ranh phường
P=0024 | X=0096.050-0223.830 | Y=0387.240-0398.480 | 36 Đường Huỳnh Văn Nghệ
P=0024 | X=0252.580-0323.710 | Y=0389.120-0398.440 | Ngã ba Gạc Nai
P=0024 | X=0460.730-0485.780 | Y=0389.120-0398.440 | 1.500
P=0024 | X=0505.390-0522.030 | Y=0389.120-0398.440 | 970
P=0024 | X=0346.680-0389.740 | Y=0394.880-0404.200 | Tân Triều
P=0024 | X=0113.090-0440.410 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0024 | X=0113.090-0443.050 | Y=0422.280-0433.520 | đoạn từ Ngã ba Gạc Nai đến Giáp ranh phường Tân Triều có hiện trạng là
P=0024 | X=0113.090-0248.860 | Y=0433.800-0445.040 | đường nhựa, bê tông xi măng:
P=0024 | X=0096.050-0107.170 | Y=0441.680-0451.000 | 37
P=0024 | X=0460.730-0485.780 | Y=0441.680-0451.000 | 1.030
P=0024 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 680
P=0024 | X=0113.090-0336.000 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0024 | X=0113.090-0390.280 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0024 | X=0113.090-0440.410 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0024 | X=0113.090-0443.050 | Y=0498.140-0509.380 | đoạn từ Ngã ba Gạc Nai đến Giáp ranh phường Tân Triều có hiện trạng là
P=0024 | X=0113.090-0248.860 | Y=0509.660-0520.900 | đường nhựa, bê tông xi măng:
P=0024 | X=0096.050-0336.260 | Y=0527.180-0541.260 | 38 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0024 | X=0468.890-0485.530 | Y=0531.940-0541.260 | 860
P=0024 | X=0505.390-0522.030 | Y=0531.940-0541.260 | 570
P=0024 | X=0113.090-0419.510 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0024 | X=0113.090-0146.610 | Y=0556.010-0567.250 | ≤600m.
P=0024 | X=0113.090-0336.260 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0024 | X=0113.090-0440.410 | Y=0591.290-0602.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0024 | X=0113.090-0443.050 | Y=0602.810-0614.050 | đoạn từ Ngã ba Gạc Nai đến Giáp ranh phường Tân Triều có hiện trạng là
P=0024 | X=0113.090-0248.860 | Y=0614.330-0625.570 | đường nhựa, bê tông xi măng:
P=0024 | X=0096.050-0107.170 | Y=0622.230-0631.550 | 39
P=0024 | X=0468.890-0485.530 | Y=0622.230-0631.550 | 670
P=0024 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 450
P=0024 | X=0113.090-0390.520 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0024 | X=0113.090-0336.730 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0024 | X=0113.090-0432.730 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0024 | X=0113.090-0425.260 | Y=0678.670-0689.910 | Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến Giáp ranh phường Tân
P=0024 | X=0096.050-0345.610 | Y=0689.190-0701.430 | 40 Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0024 | X=0460.730-0485.780 | Y=0689.190-0698.510 | 1.030
P=0024 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 680
P=0024 | X=0113.090-0336.000 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0025 | X=0113.090-0390.280 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0025 | X=0113.090-0432.730 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0025 | X=0113.090-0425.260 | Y=0107.780-0119.020 | Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến Giáp ranh phường Tân
P=0025 | X=0113.090-0345.610 | Y=0119.330-0130.570 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0025 | X=0096.050-0336.260 | Y=0136.850-0150.930 | 41 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0025 | X=0468.890-0485.530 | Y=0141.610-0150.930 | 860
P=0025 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 570
P=0025 | X=0113.090-0419.510 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0025 | X=0113.090-0146.610 | Y=0165.650-0176.890 | ≤600m.
P=0025 | X=0113.090-0336.270 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0025 | X=0113.090-0432.730 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0025 | X=0113.090-0425.260 | Y=0212.470-0223.710 | Huỳnh Văn Nghệ đoạn từ Ngã ba Gạc Nai đến Giáp ranh phường Tân
P=0025 | X=0113.090-0345.610 | Y=0223.990-0235.230 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0025 | X=0096.050-0107.170 | Y=0231.870-0241.190 | 42
P=0025 | X=0468.890-0485.530 | Y=0231.870-0241.190 | 670
P=0025 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 450
P=0025 | X=0113.090-0390.530 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0025 | X=0113.090-0339.380 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0025 | X=0252.580-0430.070 | Y=0276.790-0288.030 | Đường Huỳnh Văn Đường Võ Trường
P=0025 | X=0096.050-0234.910 | Y=0282.580-0293.820 | 43 Đường Nguyễn Đình Chiểu
P=0025 | X=0460.730-0485.780 | Y=0284.460-0293.780 | 1.500
P=0025 | X=0505.390-0522.030 | Y=0284.460-0293.780 | 970
P=0025 | X=0252.580-0276.420 | Y=0290.220-0299.540 | Nghệ
P=0025 | X=0346.680-0369.580 | Y=0290.220-0299.540 | Toản
P=0025 | X=0113.090-0422.620 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Đình
P=0025 | X=0113.090-0434.380 | Y=0317.620-0328.860 | Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ Trường Toản có
P=0025 | X=0113.090-0306.700 | Y=0329.140-0340.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=0025 | X=0096.050-0107.170 | Y=0337.020-0346.340 | 44
P=0025 | X=0460.730-0485.780 | Y=0337.020-0346.340 | 1.030
P=0025 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 680
P=0025 | X=0113.090-0336.000 | Y=0346.660-0357.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0025 | X=0113.090-0390.280 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0025 | X=0113.090-0422.620 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Đình
P=0025 | X=0113.090-0434.380 | Y=0393.240-0404.480 | Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ Trường Toản có
P=0025 | X=0113.090-0306.700 | Y=0404.760-0416.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0025 | X=0096.050-0336.260 | Y=0422.280-0436.600 | 45 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0025 | X=0468.890-0485.530 | Y=0427.280-0436.600 | 860
P=0025 | X=0505.390-0522.030 | Y=0427.280-0436.600 | 570
P=0025 | X=0113.090-0419.510 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0025 | X=0113.090-0146.610 | Y=0451.340-0462.580 | ≤600m.
P=0025 | X=0113.090-0336.260 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0025 | X=0113.090-0422.620 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Đình
P=0025 | X=0113.090-0434.380 | Y=0498.140-0509.380 | Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ Trường Toản có
P=0025 | X=0113.090-0306.700 | Y=0509.660-0520.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=0025 | X=0096.050-0107.170 | Y=0517.540-0526.860 | 46
P=0025 | X=0468.890-0485.530 | Y=0517.540-0526.860 | 670
P=0025 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 450
P=0025 | X=0113.090-0390.520 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0025 | X=0113.090-0336.730 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0025 | X=0113.090-0432.730 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0025 | X=0113.090-0420.230 | Y=0573.770-0585.010 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ
P=0025 | X=0113.090-0382.120 | Y=0585.290-0596.530 | Trường Toản có hiện trạng là đường nhựa, bê tông xi măng:
P=0025 | X=0096.050-0107.170 | Y=0593.170-0602.490 | 47
P=0025 | X=0460.730-0485.780 | Y=0593.170-0602.490 | 1.030
P=0025 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 680
P=0025 | X=0113.090-0336.000 | Y=0602.810-0614.050 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0025 | X=0113.090-0390.280 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0025 | X=0113.090-0432.730 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0025 | X=0113.090-0420.230 | Y=0649.630-0660.870 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ
P=0025 | X=0113.090-0382.120 | Y=0661.150-0672.390 | Trường Toản có hiện trạng là đường nhựa, bê tông xi măng:
P=0025 | X=0096.050-0107.170 | Y=0674.790-0684.110 | 48
P=0025 | X=0468.890-0485.530 | Y=0674.790-0684.110 | 860
P=0025 | X=0505.390-0522.030 | Y=0674.790-0684.110 | 570
P=0025 | X=0113.090-0336.260 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0025 | X=0113.090-0419.510 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0025 | X=0113.090-0146.610 | Y=0707.730-0718.970 | ≤600m.
P=0026 | X=0113.090-0336.260 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0026 | X=0113.090-0432.730 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0026 | X=0113.090-0420.230 | Y=0107.780-0119.020 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ
P=0026 | X=0113.090-0382.120 | Y=0119.330-0130.570 | Trường Toản có hiện trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.050-0107.170 | Y=0127.210-0136.530 | 49
P=0026 | X=0468.890-0485.530 | Y=0127.210-0136.530 | 670
P=0026 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 450
P=0026 | X=0113.090-0390.520 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0026 | X=0113.090-0339.380 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0026 | X=0252.580-0429.100 | Y=0172.130-0183.370 | Đường Huỳnh Văn Giáp ranh phường
P=0026 | X=0096.050-0222.150 | Y=0177.650-0188.890 | 50 Đường Võ Trường Toản
P=0026 | X=0460.730-0485.780 | Y=0179.530-0188.850 | 1.500
P=0026 | X=0505.390-0522.030 | Y=0179.530-0188.850 | 970
P=0026 | X=0252.580-0276.420 | Y=0185.290-0194.610 | Nghệ
P=0026 | X=0346.680-0389.740 | Y=0185.290-0194.610 | Tân Triều
P=0026 | X=0113.090-0438.740 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Trường Toản
P=0026 | X=0113.090-0446.410 | Y=0212.710-0223.950 | đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân Triều có hiện
P=0026 | X=0113.090-0284.900 | Y=0224.230-0235.470 | trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.050-0107.170 | Y=0232.110-0241.430 | 51
P=0026 | X=0460.730-0485.780 | Y=0232.110-0241.430 | 1.030
P=0026 | X=0505.390-0522.030 | Y=0232.110-0241.430 | 680
P=0026 | X=0113.090-0336.000 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0026 | X=0113.090-0390.280 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0026 | X=0113.090-0438.740 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Trường Toản
P=0026 | X=0113.090-0446.410 | Y=0288.580-0299.820 | đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân Triều có hiện
P=0026 | X=0113.090-0284.870 | Y=0300.100-0311.340 | trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.050-0336.260 | Y=0317.620-0331.700 | 52 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0026 | X=0468.890-0485.530 | Y=0322.380-0331.700 | 860
P=0026 | X=0505.390-0522.030 | Y=0322.380-0331.700 | 570
P=0026 | X=0113.090-0419.510 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0026 | X=0113.090-0146.610 | Y=0346.660-0357.900 | ≤600m.
P=0026 | X=0113.090-0336.260 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0026 | X=0113.090-0438.740 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Trường Toản
P=0026 | X=0113.090-0446.410 | Y=0393.240-0404.480 | đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân Triều có hiện
P=0026 | X=0113.090-0284.870 | Y=0404.760-0416.000 | trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.050-0107.170 | Y=0412.640-0421.960 | 53
P=0026 | X=0468.890-0485.530 | Y=0412.640-0421.960 | 670
P=0026 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 450
P=0026 | X=0113.090-0390.520 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0026 | X=0113.090-0336.730 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0026 | X=0113.090-0447.860 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0026 | X=0113.090-0447.820 | Y=0469.100-0480.340 | Trường Toản đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân
P=0026 | X=0113.090-0345.610 | Y=0480.620-0491.860 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.050-0107.170 | Y=0488.500-0497.820 | 54
P=0026 | X=0460.730-0485.780 | Y=0488.500-0497.820 | 1.030
P=0026 | X=0505.390-0522.030 | Y=0488.500-0497.820 | 680
P=0026 | X=0113.090-0336.000 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0026 | X=0113.090-0390.280 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0026 | X=0113.090-0447.860 | Y=0533.450-0544.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0026 | X=0113.090-0447.820 | Y=0544.970-0556.210 | Trường Toản đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân
P=0026 | X=0113.090-0345.610 | Y=0556.250-0567.490 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.050-0336.260 | Y=0573.770-0588.090 | 55 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0026 | X=0468.890-0485.530 | Y=0578.770-0588.090 | 860
P=0026 | X=0505.390-0522.030 | Y=0578.770-0588.090 | 570
P=0026 | X=0113.090-0419.510 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0026 | X=0113.090-0146.610 | Y=0602.810-0614.050 | ≤600m.
P=0026 | X=0113.090-0336.260 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
