TABLE=067 | AREA=Xã Đồng Tâm | SECTION=agricultural | SEGMENTS=1
P=2038 | X=0327.240-0392.630 | Y=0571.330-0580.650 | Hết ranh Thửa
P=2038 | X=0254.500-0319.170 | Y=0575.210-0586.450 | Đầu ranh thửa
P=2038 | X=0107.330-0231.250 | Y=0580.970-0592.210 | Đường vào Trung tâm hành
P=2038 | X=0327.240-0377.790 | Y=0580.970-0592.210 | đất số 8, tờ
P=2038 | X=0254.500-0316.340 | Y=0586.490-0597.730 | đất số 403, tờ
P=2038 | X=0090.020-0106.660 | Y=0588.370-0597.690 | 107
P=2038 | X=0408.620-0425.260 | Y=0588.370-0597.690 | 210
P=2038 | X=0442.250-0458.890 | Y=0588.370-0597.690 | 168
P=2038 | X=0475.850-0492.490 | Y=0588.370-0597.690 | 134
P=2038 | X=0107.330-0220.950 | Y=0592.250-0603.490 | chính mới xã Tân Tiến cũ
P=2038 | X=0327.240-0371.020 | Y=0592.250-0603.490 | bản đồ số
P=2038 | X=0254.500-0321.000 | Y=0598.010-0609.250 | bản đồ số 219)
P=2038 | X=0327.240-0347.160 | Y=0605.650-0614.970 | 135)
P=2038 | X=0107.330-0235.820 | Y=0621.790-0633.030 | Đường giao thông nông thôn
P=2038 | X=0107.330-0228.140 | Y=0633.310-0644.550 | đấu nối trục đường ĐT 741
P=2038 | X=0107.330-0249.150 | Y=0644.830-0656.070 | [đoạn từ đường Tổ 33 (thửa đất
P=2038 | X=0107.330-0224.640 | Y=0656.350-0667.590 | số 206, tờ bản đồ số 221);
P=2038 | X=0090.020-0106.660 | Y=0663.990-0673.310 | 108
P=2038 | X=0254.500-0304.760 | Y=0663.990-0673.310 | Toàn tuyến
P=2038 | X=0408.620-0425.260 | Y=0663.990-0673.310 | 210
P=2038 | X=0442.250-0458.890 | Y=0663.990-0673.310 | 168
P=2038 | X=0475.850-0492.490 | Y=0663.990-0673.310 | 134
P=2038 | X=0107.330-0244.590 | Y=0667.870-0679.110 | đường Tổ 28 (thửa đất số 211,
P=2038 | X=0107.330-0253.140 | Y=0679.390-0690.630 | tờ bản đồ số 221) đến đường Tổ
P=2038 | X=0107.330-0243.070 | Y=0690.910-0702.150 | 27 (thửa đất số 143, tờ bản đồ
P=2038 | X=0107.330-0248.190 | Y=0702.450-0713.690 | số 224); đường Tổ 22 (thửa đất
P=2039 | X=0107.330-0250.230 | Y=0072.740-0083.980 | số 147, tờ bản đồ số 224)] trong
P=2039 | X=0107.330-0170.190 | Y=0086.140-0095.460 | phạm vi 200m
P=2039 | X=0107.330-0235.820 | Y=0102.260-0113.500 | Đường giao thông nông thôn
P=2039 | X=0107.330-0228.140 | Y=0113.780-0125.020 | đấu nối trục đường ĐT 741
P=2039 | X=0107.330-0242.580 | Y=0125.330-0136.570 | [đoạn từ giáp ranh thửa đất số
P=2039 | X=0107.330-0246.880 | Y=0136.850-0148.090 | 74, tờ bản đồ số 222; giáp ranh
P=2039 | X=0107.330-0252.900 | Y=0148.370-0159.610 | thửa đất số 87, tờ bản đồ số 222
P=2039 | X=0107.330-0241.860 | Y=0159.650-0170.890 | đến đường Tổ 33 (thửa đất số
P=2039 | X=0107.330-0244.260 | Y=0171.170-0182.410 | 192, tờ bản đồ số 221); đường
P=2039 | X=0107.330-0243.780 | Y=0182.690-0193.930 | Tổ 28 (thửa đất số 318, tờ bản
P=2039 | X=0090.020-0106.660 | Y=0190.330-0199.650 | 109
P=2039 | X=0254.500-0304.760 | Y=0190.330-0199.650 | Toàn tuyến
P=2039 | X=0408.620-0425.260 | Y=0190.330-0199.650 | 210
P=2039 | X=0442.250-0458.890 | Y=0190.330-0199.650 | 168
P=2039 | X=0475.850-0492.490 | Y=0190.330-0199.650 | 134
P=2039 | X=0107.330-0252.670 | Y=0194.210-0205.450 | đồ số 221) và đoạn từ đường Tổ
P=2039 | X=0107.330-0243.070 | Y=0205.750-0216.990 | 27 (thửa đất số 142, tờ bản đồ
P=2039 | X=0107.330-0248.190 | Y=0217.270-0228.510 | số 224); đường Tổ 22 (thửa đất
P=2039 | X=0107.330-0241.380 | Y=0228.790-0240.030 | số 395, tờ bản đồ số 224) đến
P=2039 | X=0107.330-0251.460 | Y=0240.310-0251.550 | hết ranh thửa đất số 256, tờ bản
P=2039 | X=0107.330-0238.580 | Y=0251.830-0263.070 | đồ số 224); đường Tổ 18 (hết
P=2039 | X=0107.330-0248.830 | Y=0263.350-0274.590 | ranh thửa đất số 268, tờ bản đồ
P=2039 | X=0107.330-0234.540 | Y=0276.750-0286.070 | số 224)] trong phạm vi 200m
P=2039 | X=0107.330-0235.820 | Y=0292.900-0304.140 | Đường giao thông nông thôn
P=2039 | X=0107.330-0228.140 | Y=0304.420-0315.660 | đấu nối trục đường ĐT 741
P=2039 | X=0107.330-0247.620 | Y=0315.700-0326.940 | (đoạn từ Đường Tổ 23 B (Thửa
P=2039 | X=0107.330-0238.400 | Y=0327.220-0338.460 | đất số 181, tờ bản đồ số 234)
P=2039 | X=0107.330-0241.380 | Y=0338.740-0349.980 | đến Đường Tổ 9 (Thửa đất số
P=2039 | X=0090.020-0106.660 | Y=0346.380-0355.700 | 110
P=2039 | X=0254.500-0304.760 | Y=0346.380-0355.700 | Toàn tuyến
P=2039 | X=0408.620-0425.260 | Y=0346.380-0355.700 | 210
P=2039 | X=0442.250-0458.890 | Y=0346.380-0355.700 | 168
P=2039 | X=0475.850-0492.490 | Y=0346.380-0355.700 | 134
P=2039 | X=0107.330-0253.810 | Y=0350.260-0361.500 | 17, tờ bản đồ số 242) và đoạn từ
P=2039 | X=0107.330-0236.820 | Y=0361.780-0373.020 | Thửa đất số 98, tờ bản đồ số
P=2039 | X=0107.330-0238.740 | Y=0373.320-0384.560 | 188) đến giáp ranh thành phố
P=2039 | X=0107.330-0229.820 | Y=0386.720-0396.040 | Hồ Chí Minh) trong phạm vi
P=2039 | X=0107.330-0132.290 | Y=0398.240-0407.560 | 200m
P=2039 | X=0107.330-0235.820 | Y=0414.360-0425.600 | Đường giao thông nông thôn
P=2039 | X=0090.020-0304.760 | Y=0425.880-0437.120 | 111 đấu nối trục đường ĐT 741 đoạn Toàn tuyến
P=2039 | X=0408.620-0425.260 | Y=0427.760-0437.080 | 210
P=2039 | X=0442.250-0458.890 | Y=0427.760-0437.080 | 168
P=2039 | X=0475.850-0492.490 | Y=0427.760-0437.080 | 134
P=2039 | X=0107.330-0227.340 | Y=0439.280-0448.600 | còn lại trong phạm vi 200m
P=2039 | X=0254.500-0308.600 | Y=0455.420-0466.660 | Thửa đất số
P=2039 | X=0254.500-0314.130 | Y=0466.940-0478.180 | 110 đến thửa
P=2039 | X=0254.500-0320.300 | Y=0478.220-0489.460 | đất số 124 (trừ
P=2039 | X=0254.500-0305.240 | Y=0489.740-0500.980 | thửa đất số
P=2039 | X=0107.330-0250.980 | Y=0495.500-0506.740 | Đất đấu giá 23 lô tại khu Chợ xã
P=2039 | X=0090.020-0106.660 | Y=0503.140-0512.460 | 112
P=2039 | X=0254.500-0311.490 | Y=0503.140-0512.460 | 113) và thửa
P=2039 | X=0408.620-0425.260 | Y=0503.140-0512.460 | 210
P=2039 | X=0442.250-0458.890 | Y=0503.140-0512.460 | 168
P=2039 | X=0475.850-0492.490 | Y=0503.140-0512.460 | 134
P=2039 | X=0107.330-0209.830 | Y=0507.020-0518.260 | Tân Lập (đường nhựa)
P=2039 | X=0254.500-0315.140 | Y=0512.780-0524.020 | đất số 75, 76,
P=2039 | X=0254.500-0318.500 | Y=0526.180-0535.500 | 77, 80, 81, 82,
P=2039 | X=0254.500-0313.930 | Y=0537.730-0547.050 | 85, 86, 89, tờ
P=2039 | X=0254.500-0312.200 | Y=0547.370-0558.610 | bản đồ số 76
P=2039 | X=0254.500-0308.600 | Y=0565.370-0576.610 | Thửa đất số
P=2039 | X=0107.330-0324.770 | Y=0576.890-0588.130 | Đất đấu giá 2 lô tại khu Chợ xã 113 và thửa đất
P=2039 | X=0090.020-0106.660 | Y=0584.530-0593.850 | 113
P=2039 | X=0408.620-0425.260 | Y=0584.530-0593.850 | 210
P=2039 | X=0442.250-0458.890 | Y=0584.530-0593.850 | 168
P=2039 | X=0475.850-0492.490 | Y=0584.530-0593.850 | 134
P=2039 | X=0107.330-0209.830 | Y=0588.410-0599.650 | Tân Lập (đường nhựa)
P=2039 | X=0254.500-0319.160 | Y=0590.290-0599.610 | số 125, tờ bản
P=2039 | X=0254.500-0292.740 | Y=0599.930-0611.170 | đồ số 76
P=2039 | X=0254.500-0299.720 | Y=0619.830-0629.150 | Các tuyến
P=2039 | X=0254.500-0314.600 | Y=0629.470-0640.710 | đường nội bộ
P=2039 | X=0090.020-0238.100 | Y=0635.230-0646.470 | 114 Khu dân cư thôn 9 - Tân Lập.
P=2039 | X=0408.620-0425.260 | Y=0637.110-0646.430 | 210
P=2039 | X=0442.250-0458.890 | Y=0637.110-0646.430 | 168
P=2039 | X=0475.850-0492.490 | Y=0637.110-0646.430 | 134
P=2039 | X=0254.500-0315.780 | Y=0642.630-0651.950 | trong khu dân
P=2039 | X=0254.500-0266.280 | Y=0652.270-0663.510 | cư
P=2039 | X=0327.240-0390.070 | Y=0670.270-0681.510 | Đường Tổ 47,
P=2039 | X=0107.330-0237.510 | Y=0676.030-0687.270 | Đường liên xã Tân Phú - Tân
P=2039 | X=0254.500-0311.960 | Y=0677.910-0687.230 | Ranh thị trấn
P=2039 | X=0090.020-0106.660 | Y=0683.670-0692.990 | 115
P=2039 | X=0327.240-0369.070 | Y=0683.670-0692.990 | thôn Thái
P=2039 | X=0408.620-0425.260 | Y=0683.670-0692.990 | 210
P=2039 | X=0442.250-0458.890 | Y=0683.670-0692.990 | 168
P=2039 | X=0475.850-0492.490 | Y=0683.670-0692.990 | 134
P=2039 | X=0107.330-0220.380 | Y=0687.550-0698.790 | Tiến cũ (đoạn điều chỉnh)
P=2039 | X=0254.500-0305.920 | Y=0687.550-0698.790 | Tân Phú cũ
P=2039 | X=0327.240-0351.100 | Y=0693.310-0704.550 | Dũng
P=2040 | X=0107.330-0253.600 | Y=0078.740-0089.980 | Các tuyến đường giao thông còn
P=2040 | X=0090.020-0304.760 | Y=0090.260-0101.500 | 116 lại trên địa bàn thị trấn Tân Phú Toàn tuyến
P=2040 | X=0408.620-0425.260 | Y=0092.140-0101.460 | 224
P=2040 | X=0442.250-0458.890 | Y=0092.140-0101.460 | 179
P=2040 | X=0475.850-0492.490 | Y=0092.140-0101.460 | 143
P=2040 | X=0107.330-0117.970 | Y=0101.780-0113.020 | cũ
P=2040 | X=0107.330-0251.930 | Y=0119.810-0131.050 | Đường giao thông liên xã còn lại
P=2040 | X=0090.020-0304.760 | Y=0131.330-0142.570 | 117 trên địa bàn xã Tân Tiến và Tân Toàn tuyến
P=2040 | X=0414.380-0425.500 | Y=0133.210-0142.530 | 90
P=2040 | X=0448.010-0459.130 | Y=0133.210-0142.530 | 72
P=2040 | X=0481.610-0492.730 | Y=0133.210-0142.530 | 58
P=2040 | X=0511.150-0522.270 | Y=0133.210-0142.530 | 54
P=2040 | X=0107.330-0137.410 | Y=0142.850-0154.090 | Lập cũ
P=2040 | X=0107.330-0242.520 | Y=0160.850-0172.090 | Đường giao thông liên thôn cô
P=2040 | X=0090.020-0106.660 | Y=0168.490-0177.810 | 118
P=2040 | X=0254.500-0304.760 | Y=0168.490-0177.810 | Toàn tuyến
P=2040 | X=0414.380-0425.500 | Y=0168.490-0177.810 | 90
P=2040 | X=0448.010-0459.130 | Y=0168.490-0177.810 | 72
P=2040 | X=0481.610-0492.730 | Y=0168.490-0177.810 | 58
P=2040 | X=0511.150-0522.270 | Y=0168.490-0177.810 | 54
P=2040 | X=0107.330-0221.430 | Y=0174.250-0183.570 | kết cấu trải nhựa, bê tông
P=2040 | X=0107.330-0248.050 | Y=0190.370-0201.610 | Đường giao thông liên thôn còn
P=2040 | X=0090.020-0106.660 | Y=0198.010-0207.330 | 119
P=2040 | X=0254.500-0304.760 | Y=0198.010-0207.330 | Toàn tuyến
P=2040 | X=0414.380-0425.500 | Y=0198.010-0207.330 | 90
P=2040 | X=0448.010-0459.130 | Y=0198.010-0207.330 | 72
P=2040 | X=0481.610-0492.730 | Y=0198.010-0207.330 | 58
P=2040 | X=0511.150-0522.270 | Y=0198.010-0207.330 | 54
P=2040 | X=0107.330-0117.490 | Y=0203.550-0212.870 | lại
P=2040 | X=0107.330-0253.600 | Y=0219.670-0230.910 | Các tuyến đường giao thông còn
P=2040 | X=0090.020-0304.760 | Y=0231.190-0242.430 | 120 lại trên địa bàn xã Tân Tiến và Toàn tuyến
P=2040 | X=0414.380-0425.500 | Y=0233.070-0242.390 | 90
P=2040 | X=0448.010-0459.130 | Y=0233.070-0242.390 | 72
P=2040 | X=0481.610-0492.730 | Y=0233.070-0242.390 | 58
P=2040 | X=0511.150-0522.270 | Y=0233.070-0242.390 | 54
P=2040 | X=0107.330-0157.570 | Y=0242.710-0253.950 | Tân Lập cũ
P=2040 | X=0090.020-0164.590 | Y=0262.350-0271.670 | 69. Xã Lộc Ninh
P=2040 | X=0262.660-0323.320 | Y=0278.470-0289.710 | Đoạn đường
P=2040 | X=0477.290-0493.680 | Y=0280.350-0289.670 | Giá
P=2040 | X=0502.270-0518.660 | Y=0286.140-0295.460 | Giá
P=2040 | X=0477.770-0492.910 | Y=0290.020-0301.260 | đất
P=2040 | X=0384.140-0465.290 | Y=0295.780-0307.020 | Giá đất Giá đất
P=2040 | X=0502.990-0518.110 | Y=0295.780-0307.020 | đất
P=2040 | X=0119.090-0195.800 | Y=0301.540-0312.780 | Tên đường giao
P=2040 | X=0474.890-0496.150 | Y=0303.420-0312.740 | nuôi
P=2040 | X=0092.180-0104.580 | Y=0309.180-0318.500 | TT
P=2040 | X=0378.620-0470.880 | Y=0309.180-0318.500 | trồng cây trồng cây
P=2040 | X=0498.910-0522.340 | Y=0309.180-0318.500 | rừng
P=2040 | X=0143.570-0171.540 | Y=0314.940-0324.260 | thông
P=2040 | X=0472.730-0498.350 | Y=0314.940-0324.260 | trồng
P=2040 | X=0221.590-0266.900 | Y=0316.420-0327.660 | Điểm đầu
P=2040 | X=0305.160-0353.080 | Y=0316.420-0327.660 | Điểm cuối
P=2040 | X=0382.220-0472.300 | Y=0318.820-0330.060 | lâu năm hằng năm
P=2040 | X=0501.790-0518.990 | Y=0320.700-0330.020 | sản
P=2040 | X=0474.650-0496.110 | Y=0326.460-0335.780 | thủy
P=2040 | X=0500.110-0520.750 | Y=0332.220-0341.540 | xuất
P=2040 | X=0476.810-0494.030 | Y=0337.980-0347.300 | sản
P=2040 | X=0208.150-0266.590 | Y=0354.340-0365.580 | Đường Hùng
P=2040 | X=0280.660-0364.300 | Y=0354.340-0365.580 | Đường Huỳnh Tấn
P=2040 | X=0095.570-0190.230 | Y=0360.100-0371.340 | 1 Đường Quốc lộ 13
P=2040 | X=0407.420-0424.060 | Y=0361.980-0371.300 | 420
P=2040 | X=0455.450-0472.090 | Y=0361.980-0371.300 | 336
P=2040 | X=0208.150-0239.430 | Y=0365.880-0377.120 | Vương
P=2040 | X=0280.660-0301.220 | Y=0367.760-0377.080 | Phát
P=2040 | X=0208.150-0271.620 | Y=0383.880-0395.120 | Đường Huỳnh
P=2040 | X=0095.570-0190.230 | Y=0389.640-0400.880 | 2 Đường Quốc lộ 13
P=2040 | X=0280.660-0373.150 | Y=0389.640-0400.880 | Đường Nguyễn Bình
P=2040 | X=0407.420-0424.060 | Y=0391.520-0400.840 | 420
P=2040 | X=0455.450-0472.090 | Y=0391.520-0400.840 | 336
P=2040 | X=0208.150-0248.870 | Y=0397.280-0406.600 | Tấn Phát
P=2040 | X=0208.150-0357.000 | Y=0413.400-0424.640 | Đường Nguyễn Giáp ranh xã Lộc
P=2040 | X=0095.570-0190.230 | Y=0419.160-0430.400 | 3 Đường Quốc lộ 13
P=2040 | X=0407.420-0424.060 | Y=0421.040-0430.360 | 420
P=2040 | X=0455.450-0472.090 | Y=0421.040-0430.360 | 336
P=2040 | X=0280.660-0320.250 | Y=0424.920-0436.160 | Thái (cũ)
P=2040 | X=0208.150-0228.860 | Y=0426.800-0436.120 | Bình
P=2040 | X=0208.150-0266.590 | Y=0442.920-0454.160 | Đường Hùng
P=2040 | X=0280.660-0366.470 | Y=0442.920-0454.160 | Đường Cách Mạng
P=2040 | X=0095.570-0190.230 | Y=0448.700-0459.940 | 4 Đường Quốc lộ 13
P=2040 | X=0407.420-0424.060 | Y=0450.580-0459.900 | 420
P=2040 | X=0455.450-0472.090 | Y=0450.580-0459.900 | 336
P=2040 | X=0208.150-0239.430 | Y=0454.220-0465.460 | Vương
P=2040 | X=0280.660-0331.770 | Y=0456.100-0465.420 | Tháng Tám
P=2040 | X=0208.150-0266.110 | Y=0472.220-0483.460 | Đường Cách
P=2040 | X=0095.570-0190.230 | Y=0483.740-0494.980 | 5 Đường Quốc lộ 13
P=2040 | X=0208.150-0264.400 | Y=0485.620-0494.940 | Mạng Tháng
P=2040 | X=0280.660-0377.020 | Y=0485.620-0494.940 | Giáp ranh xã Lộc Tấn
P=2040 | X=0407.420-0424.060 | Y=0485.620-0494.940 | 420
P=2040 | X=0455.450-0472.090 | Y=0485.620-0494.940 | 336
P=2040 | X=0208.150-0228.060 | Y=0497.140-0506.460 | Tám
P=2040 | X=0280.660-0355.870 | Y=0513.260-0524.500 | Hết đất cây xăng
P=2040 | X=0208.150-0265.590 | Y=0515.140-0524.460 | Giáp ranh xã
P=2040 | X=0095.570-0190.230 | Y=0519.020-0530.260 | 6 Đường Quốc lộ 13
P=2040 | X=0407.420-0424.060 | Y=0520.900-0530.220 | 168
P=2040 | X=0455.450-0498.010 | Y=0520.900-0530.220 | 134 108
P=2040 | X=0511.150-0522.270 | Y=0520.900-0530.220 | 44
P=2040 | X=0208.150-0252.140 | Y=0524.780-0536.020 | Lộc Hưng
P=2040 | X=0280.660-0316.960 | Y=0526.660-0535.980 | Minh Tú
P=2040 | X=0280.660-0362.600 | Y=0542.810-0554.050 | Hết ranh đất Ngân
P=2040 | X=0208.150-0264.570 | Y=0548.570-0559.810 | Giáp đất cây
P=2040 | X=0095.570-0190.230 | Y=0554.330-0565.570 | 7 Đường Quốc lộ 13
P=2040 | X=0280.660-0364.220 | Y=0556.210-0565.530 | hàng Agribank Lộc
P=2040 | X=0407.420-0424.060 | Y=0556.210-0565.530 | 168
P=2040 | X=0455.450-0498.010 | Y=0556.210-0565.530 | 134 108
P=2040 | X=0511.150-0522.270 | Y=0556.210-0565.530 | 44
P=2040 | X=0208.150-0268.940 | Y=0560.090-0571.330 | xăng Minh Tú
P=2040 | X=0280.660-0300.170 | Y=0567.730-0577.050 | Thái
P=2040 | X=0208.150-0278.790 | Y=0585.730-0595.050 | Giáp ranh Ngân
P=2040 | X=0280.660-0377.020 | Y=0589.610-0600.850 | Hết ranh đất nhà nghỉ
P=2040 | X=0095.570-0190.230 | Y=0595.370-0606.610 | 8 Đường Quốc lộ 13
P=2040 | X=0208.150-0272.710 | Y=0597.250-0606.570 | hàng Agribank
P=2040 | X=0407.420-0424.060 | Y=0597.250-0606.570 | 168
P=2040 | X=0455.450-0498.010 | Y=0597.250-0606.570 | 134 108
P=2040 | X=0511.150-0522.270 | Y=0597.250-0606.570 | 44
P=2040 | X=0280.660-0338.100 | Y=0603.010-0612.330 | Trung Thành
P=2040 | X=0208.150-0246.610 | Y=0608.770-0618.090 | Lộc Thái
P=2040 | X=0208.150-0268.820 | Y=0624.910-0636.150 | Giáp ranh đất
P=2040 | X=0280.660-0376.940 | Y=0632.550-0641.870 | Giáp ranh thị trấn Lộc
P=2040 | X=0095.570-0190.230 | Y=0636.430-0647.670 | 9 Đường Quốc lộ 13
P=2040 | X=0208.150-0275.700 | Y=0638.310-0647.630 | nhà nghỉ Trung
P=2040 | X=0407.420-0424.060 | Y=0638.310-0647.630 | 168
P=2040 | X=0455.450-0498.010 | Y=0638.310-0647.630 | 134 108
P=2040 | X=0511.150-0522.270 | Y=0638.310-0647.630 | 44
P=2040 | X=0280.660-0321.450 | Y=0642.190-0653.430 | Ninh (cũ)
P=2040 | X=0208.150-0236.560 | Y=0649.830-0659.150 | Thành
P=2040 | X=0208.150-0369.340 | Y=0665.950-0677.190 | Đường Quốc lộ Ngã ba đường Điện
P=2040 | X=0092.900-0183.730 | Y=0671.710-0682.950 | 10 Đường 7 tháng 4
P=2040 | X=0407.420-0424.060 | Y=0673.590-0682.910 | 266
P=2040 | X=0455.450-0472.090 | Y=0673.590-0682.910 | 213
P=2040 | X=0208.150-0219.270 | Y=0679.350-0688.670 | 13
P=2040 | X=0280.660-0321.570 | Y=0679.350-0688.670 | Biên Phủ
P=2040 | X=0208.150-0273.310 | Y=0695.470-0706.710 | Ngã ba đường
P=2040 | X=0092.900-0183.730 | Y=0701.250-0712.490 | 11 Đường 7 tháng 4
P=2040 | X=0280.660-0372.930 | Y=0701.250-0712.490 | Đường Hùng Vương
P=2040 | X=0407.420-0424.060 | Y=0703.140-0712.460 | 266
P=2040 | X=0455.450-0472.090 | Y=0703.140-0712.460 | 213
P=2040 | X=0208.150-0272.350 | Y=0706.770-0718.010 | Điện Biên Phủ
P=2041 | X=0107.330-0193.120 | Y=0078.740-0089.980 | Đường Cách Mạng
P=2041 | X=0208.150-0277.380 | Y=0078.740-0089.980 | Đường Quốc lộ
P=2041 | X=0280.660-0350.320 | Y=0084.500-0095.740 | Ngã ba Sơn Hà
P=2041 | X=0092.900-0104.020 | Y=0086.380-0095.700 | 12
P=2041 | X=0407.420-0424.060 | Y=0086.380-0095.700 | 266
P=2041 | X=0455.450-0472.090 | Y=0086.380-0095.700 | 213
P=2041 | X=0107.330-0158.440 | Y=0092.140-0101.460 | Tháng Tám
P=2041 | X=0208.150-0219.270 | Y=0092.140-0101.460 | 13
P=2041 | X=0107.330-0193.120 | Y=0108.260-0119.500 | Đường Cách Mạng
P=2041 | X=0280.660-0362.620 | Y=0110.140-0119.460 | Hết tuyến (Qua hố
P=2041 | X=0208.150-0277.810 | Y=0114.050-0125.290 | Ngã ba Sơn Hà
P=2041 | X=0092.900-0104.020 | Y=0115.930-0125.250 | 13
P=2041 | X=0407.420-0424.060 | Y=0115.930-0125.250 | 266
P=2041 | X=0455.450-0472.090 | Y=0115.930-0125.250 | 213
P=2041 | X=0107.330-0158.440 | Y=0121.690-0131.010 | Tháng Tám
P=2041 | X=0280.660-0342.580 | Y=0121.690-0131.010 | bom Làng 10)
P=2041 | X=0208.150-0276.190 | Y=0137.810-0149.050 | Đường 7 tháng
P=2041 | X=0092.900-0205.840 | Y=0143.570-0154.810 | 14 Đường Điện Biên Phủ
P=2041 | X=0280.660-0357.000 | Y=0145.450-0154.770 | Giáp cầu Ông Kỳ
P=2041 | X=0407.420-0424.060 | Y=0145.450-0154.770 | 266
P=2041 | X=0455.450-0472.090 | Y=0145.450-0154.770 | 213
P=2041 | X=0208.150-0213.750 | Y=0151.210-0160.530 | 4
P=2041 | X=0208.150-0270.180 | Y=0169.210-0178.530 | Giáp cầu Ông
P=2041 | X=0092.900-0205.840 | Y=0173.090-0184.330 | 15 Đường Điện Biên Phủ
P=2041 | X=0280.660-0343.400 | Y=0173.090-0184.330 | Đường Lê Lợi
P=2041 | X=0407.420-0424.060 | Y=0174.970-0184.290 | 266
P=2041 | X=0455.450-0472.090 | Y=0174.970-0184.290 | 213
P=2041 | X=0208.150-0219.910 | Y=0180.730-0190.050 | Kỳ
P=2041 | X=0092.900-0355.400 | Y=0196.850-0208.090 | 16 Đường Điện Biên Phủ Đường Lê Lợi Hết đường nhựa
P=2041 | X=0407.420-0424.060 | Y=0198.730-0208.050 | 266
P=2041 | X=0455.450-0472.090 | Y=0198.730-0208.050 | 213
P=2041 | X=0208.150-0266.590 | Y=0214.870-0226.110 | Đường Hùng
P=2041 | X=0280.660-0358.750 | Y=0214.870-0226.110 | Đường Điện Biên
P=2041 | X=0092.900-0189.510 | Y=0220.630-0231.870 | 17 Đường Đồng Khởi
P=2041 | X=0407.420-0424.060 | Y=0222.510-0231.830 | 266
P=2041 | X=0455.450-0472.090 | Y=0222.510-0231.830 | 213
P=2041 | X=0208.150-0239.430 | Y=0226.390-0237.630 | Vương
P=2041 | X=0280.660-0298.520 | Y=0228.270-0237.590 | Phủ
P=2041 | X=0208.150-0277.140 | Y=0244.390-0255.630 | Đường Nguyễn
P=2041 | X=0092.900-0183.730 | Y=0249.910-0261.150 | 18 Đường 3 tháng 2
P=2041 | X=0280.660-0371.310 | Y=0249.910-0261.150 | Đường Trần Văn Trí
P=2041 | X=0407.420-0424.060 | Y=0251.790-0261.110 | 266
P=2041 | X=0455.450-0472.090 | Y=0251.790-0261.110 | 213
P=2041 | X=0208.150-0253.830 | Y=0257.550-0266.870 | Tất Thành
P=2041 | X=0208.150-0263.460 | Y=0273.670-0284.910 | Đường Trần
P=2041 | X=0092.900-0183.730 | Y=0279.430-0290.670 | 19 Đường 3 tháng 2
P=2041 | X=0280.660-0323.730 | Y=0281.310-0290.630 | Hết tuyến
P=2041 | X=0407.420-0424.060 | Y=0281.310-0290.630 | 266
P=2041 | X=0455.450-0472.090 | Y=0281.310-0290.630 | 213
P=2041 | X=0208.150-0243.970 | Y=0285.220-0296.460 | Văn Trà
P=2041 | X=0208.150-0277.380 | Y=0303.220-0314.460 | Đường Quốc lộ
P=2041 | X=0092.900-0199.580 | Y=0308.980-0320.220 | 20 Đường Hùng Vương
P=2041 | X=0280.660-0357.080 | Y=0308.980-0320.220 | Đường 7 tháng 4
P=2041 | X=0407.420-0424.060 | Y=0310.860-0320.180 | 266
P=2041 | X=0455.450-0472.090 | Y=0310.860-0320.180 | 213
P=2041 | X=0208.150-0219.270 | Y=0316.620-0325.940 | 13
P=2041 | X=0208.150-0276.190 | Y=0332.740-0343.980 | Đường 7 tháng
P=2041 | X=0092.900-0199.580 | Y=0338.500-0349.740 | 21 Đường Hùng Vương
P=2041 | X=0280.660-0362.860 | Y=0338.500-0349.740 | Đường Đồng Khởi
P=2041 | X=0407.420-0424.060 | Y=0340.380-0349.700 | 266
P=2041 | X=0455.450-0472.090 | Y=0340.380-0349.700 | 213
P=2041 | X=0208.150-0213.750 | Y=0346.140-0355.460 | 4
P=2041 | X=0208.150-0266.580 | Y=0362.260-0373.500 | Đường Đồng
P=2041 | X=0280.660-0364.760 | Y=0362.260-0373.500 | Đường Huỳnh Văn
P=2041 | X=0092.900-0199.580 | Y=0368.040-0379.280 | 22 Đường Hùng Vương
P=2041 | X=0407.420-0424.060 | Y=0369.920-0379.240 | 266
P=2041 | X=0455.450-0472.090 | Y=0369.920-0379.240 | 213
P=2041 | X=0208.150-0229.380 | Y=0375.680-0385.000 | Khởi
P=2041 | X=0280.660-0304.520 | Y=0375.680-0385.000 | Nghệ
P=2041 | X=0107.330-0188.060 | Y=0391.800-0403.040 | Hẻm đường Hùng
P=2041 | X=0208.150-0276.190 | Y=0391.800-0403.040 | Đường 7 tháng
P=2041 | X=0280.660-0372.930 | Y=0397.560-0408.800 | Đường Hùng Vương
P=2041 | X=0092.900-0104.020 | Y=0399.440-0408.760 | 23
P=2041 | X=0407.420-0424.060 | Y=0399.440-0408.760 | 266
P=2041 | X=0455.450-0472.090 | Y=0399.440-0408.760 | 213
P=2041 | X=0107.330-0138.610 | Y=0403.320-0414.560 | Vương
P=2041 | X=0208.150-0213.750 | Y=0405.200-0414.520 | 4
P=2041 | X=0107.330-0357.000 | Y=0421.320-0432.560 | Đường Khu phố Ninh Đường Huỳnh Giáp ranh xã Lộc
P=2041 | X=0092.900-0104.020 | Y=0428.960-0438.280 | 24
P=2041 | X=0407.420-0424.060 | Y=0428.960-0438.280 | 266
P=2041 | X=0455.450-0472.090 | Y=0428.960-0438.280 | 213
